[00:00:01.769 --> 00:00:02.269]  You've got it.
[00:05:28.638 --> 00:05:36.765]  Using a patented technology that is highly effective against colds, flus, infections, food poisoning, and yeast, in addition to many other pathogens.
[00:05:37.085 --> 00:05:45.873]  Supernatural Silver is scientifically supported, extremely safe, and is the number one choice of thousands of people for immune system support.
[00:05:45.973 --> 00:05:49.516]  Find out how Supernatural Silver could change your life.
[00:05:49.636 --> 00:05:53.600]  Go to SupernaturalSilver.com and use the promo code HEALTHY
[00:06:03.764 --> 00:06:12.507]  I have sworn upon the altar of God eternal hostility against every form of tyranny over the mind of man.
[00:06:13.287 --> 00:06:14.307]  Thomas Jefferson.
[00:06:14.847 --> 00:06:18.509]  It's Alex Jones on the GCN Radio Network.
[00:06:21.326 --> 00:06:28.249]  I love to open the broadcast, especially on the Sunday transmission, with the words of Thomas Jefferson.
[00:06:28.589 --> 00:06:32.771]  It's like dumping an ocean of holy water on Count Dracula.
[00:06:33.611 --> 00:06:42.515]  It is, to the order of ten, the equivalent of drawing your fingernails across a chalkboard for authoritarian control freak.
[00:06:44.042 --> 00:06:45.583]  Sika fans worldwide.
[00:06:46.383 --> 00:06:56.349]  Ladies and gentlemen, I want to thank you all for joining us on this Sunday, February 10, 2013 Global Transmission.
[00:06:57.090 --> 00:07:01.232]  We have a very important broadcast lined up for you yet again today.
[00:07:02.293 --> 00:07:12.139]  For all of our AM and FM affiliates across the United States and people listening to the internet streams at InfoWars.com and PrisonPlanet.com as well as viewers at InfoWarsNews.com.
[00:07:13.798 --> 00:07:16.379]  Thank you so much for tuning in today.
[00:07:16.399 --> 00:07:18.001]  All right, let me just do this.
[00:07:18.041 --> 00:07:32.191]  Let me just try to just go over some headlines for you and then dive in to the top stories that are military, economic, and authoritarian in nature, dealing with domestic drones, Pentagon drones being used now.
[00:07:32.991 --> 00:07:39.375]  In the manhunt for the reported rampaging former cop who's shooting people.
[00:07:39.676 --> 00:07:43.518]  And then the police keep shooting vehicles that aren't even the same color or make and model.
[00:07:43.558 --> 00:07:49.802]  They've now attacked and shot up, they're saying a second, but from my reading it's the third vehicle that looks nothing like it.
[00:07:49.842 --> 00:07:50.763]  I mean, you could be driving a...
[00:07:51.735 --> 00:07:55.217]  You could be driving a unicycle and they'd go crazy.
[00:07:55.497 --> 00:07:56.938]  What is behind this hysteria?
[00:07:57.298 --> 00:07:58.839]  The wicked flee when none pursue.
[00:07:58.879 --> 00:07:59.979]  I think it's a Bible verse.
[00:08:00.499 --> 00:08:04.401]  I'm not saying the LAPD are all wicked, but this is a hysterical activity.
[00:08:05.002 --> 00:08:08.043]  Coming up, huge asteroid will miss by 15 minutes.
[00:08:08.503 --> 00:08:14.787]  That's what NASA says, using a timing of the fact that it was at its speed of 17,000 miles an hour.
[00:08:14.807 --> 00:08:16.888]  That's about 15 minutes away from the Earth.
[00:08:17.748 --> 00:08:20.910]  Or inside the main belt of satellites.
[00:08:21.830 --> 00:08:28.352]  But the asteroid is also 17,000 miles away when it passes, not just moving that fast.
[00:08:28.372 --> 00:08:31.973]  So NASA says everything's going to be absolutely A-OK.
[00:08:31.993 --> 00:08:38.274]  And I tend to believe them, because if a real asteroid was going to be hitting us, they wouldn't be telling us about it, I can assure you.
[00:08:38.834 --> 00:08:48.317]  But they say in the 100 years or so they've been tracking asteroids with telescopes and radio systems, this is the closest one has ever passed, and it would be
[00:08:50.638 --> 00:08:58.266]  Hundreds of thousands of megatons, the equivalent of hydrogen bombs going off, if it was to actually hit the planet Earth.
[00:08:59.767 --> 00:09:06.214]  Okay, so that story is obviously important, but we'll cover it more a little bit later in the transmission.
[00:09:07.395 --> 00:09:10.839]  The storm that has hit the
[00:09:12.955 --> 00:09:17.201]  Northeast has killed reportedly 10 people and left millions without power and stranded 700,000 individuals and
[00:09:21.744 --> 00:09:27.648]  My only question is this, why is FEMA again putting up signs outside their offices saying, closed for the storm?
[00:09:28.088 --> 00:09:30.110]  I thought they're the people that are going to protect us.
[00:09:52.124 --> 00:09:52.905]  We're good to go.
[00:10:13.886 --> 00:10:16.790]  But that's just some of the news on that front.
[00:10:17.530 --> 00:10:21.415]  Israel is saying they may strike Syria on a routine basis now.
[00:10:21.975 --> 00:10:23.557]  And again, I'm not an enemy of Israel.
[00:10:24.278 --> 00:10:28.523]  But at the same time, Assad didn't attack anybody.
[00:10:28.563 --> 00:10:31.446]  He's been pretty mainline the last decade since his dad died.
[00:10:34.381 --> 00:10:44.128]  Our government and NATO are putting Al-Qaeda in Libya and Syria to take over those countries, and they're engaged in ethnic cleansing of Christians and Muslim minorities, and it's all on record.
[00:10:44.628 --> 00:10:51.172]  And you turn on CNN, it's like the Valiant Freedom Fighters moved towards Damascus, and on and on and on.
[00:10:51.433 --> 00:11:00.378]  While they're the ones attacking and they're the ones committing the atrocities, this is not some internal operation to overthrow the Assad regime.
[00:11:01.980 --> 00:11:03.861]  The interests that have hijacked our country
[00:11:05.956 --> 00:11:15.300]  The people that have conquered us through financial fraud, I'm going to get to that in a moment, are the ones using Al-Qaeda to take over Libya and Syria and it's totally immoral.
[00:11:15.340 --> 00:11:20.682]  It's a preemptive invasion and some say, oh come on Alex, let's get rid of Arab dictators.
[00:11:21.262 --> 00:11:24.824]  What, get rid of Mubarak and then put the Muslim Brotherhood in?
[00:11:26.184 --> 00:11:29.686]  Who are now running around sexually mutilating women and everything else.
[00:11:29.706 --> 00:11:32.167]  I mean, put something ten times worse in?
[00:11:34.147 --> 00:11:35.568]  In fact, how about a hundred times worse?
[00:11:35.628 --> 00:11:48.154]  Because the Muslim Brotherhood's just fronting for Saudi Arabia and the Jihadis, and now put actual Al-Qaeda in Libya and Syria, and they're beheading Christians, and that's in the foreign news, but not on the news here?
[00:11:48.214 --> 00:11:49.555]  I mean, it's Twilight Zone!
[00:11:50.395 --> 00:11:56.358]  And then if I fly, the TSA wants to grab my genitals, because Al-Qaeda might be hiding in my Calvin Klein underwear?
[00:11:56.378 --> 00:11:59.120]  Or might be hiding in my Fruit of the Loom underwear?
[00:12:00.478 --> 00:12:01.999]  While the government runs Al-Qaeda?
[00:12:02.039 --> 00:12:03.919]  I mean, listen, I'm done, okay?
[00:12:04.220 --> 00:12:04.700]  I'm done.
[00:12:05.820 --> 00:12:07.061]  Here's the Washington Post.
[00:12:07.481 --> 00:12:10.762]  Israeli strike in Syria might be first in series.
[00:12:11.763 --> 00:12:15.004]  And they just say, oh, we've taken four or five miles in a buffer zone.
[00:12:15.024 --> 00:12:17.045]  They already took some of that back in the 60s.
[00:12:17.065 --> 00:12:19.486]  And why not just take the whole country as a buffer zone?
[00:12:20.086 --> 00:12:22.127]  And they say, because of Al-Qaeda.
[00:12:23.187 --> 00:12:29.350]  You've got to love the fact that Israel, NATO, the United States, that is the interest running these countries.
[00:12:30.848 --> 00:12:32.228]  The people are all pretty much the same.
[00:12:32.248 --> 00:12:33.569]  They just want a good future for their children.
[00:12:34.149 --> 00:12:36.529]  Whether you're Syrian, Israeli, American, French.
[00:12:37.309 --> 00:12:38.530]  Pretty much humans are humans.
[00:12:38.630 --> 00:12:39.270]  People are people.
[00:12:39.750 --> 00:12:45.991]  But just the bizarreness that they're doing this and the media is not even making a big issue out of it.
[00:12:46.031 --> 00:12:48.652]  Even though we know it's controlled media, this is bizarre.
[00:12:49.532 --> 00:12:53.273]  I mean, this would be like saying Superman is Lex Luthor.
[00:12:53.313 --> 00:12:54.213]  You'd go, no he's not.
[00:12:54.293 --> 00:12:56.614]  Superman's the enemy of Lex Luthor.
[00:12:58.695 --> 00:13:08.461]  It's that dumbed down and bizarro, to use another term out of comic books, that this is going on that it doesn't even compute for me.
[00:13:08.521 --> 00:13:10.942]  I mean, that's how stupid the system thinks you are.
[00:13:11.363 --> 00:13:14.945]  The propaganda is targeted at about a third grade level, literally.
[00:13:16.434 --> 00:13:18.336]  The bad man wear turban!
[00:13:18.637 --> 00:13:22.682]  We take your rights and set up checkpoints for bad man in turban!
[00:13:23.303 --> 00:13:25.626]  I'm like, well, Admiral Lockheed, CIA?
[00:13:25.646 --> 00:13:28.970]  It's been leaked and confirmed that he hangs out at the Pentagon and got orders.
[00:13:29.370 --> 00:13:31.012]  No, he's bad man in turban!
[00:13:31.795 --> 00:13:33.116]  No, no, he works for you.
[00:13:33.277 --> 00:13:35.399]  What, you say America, Al-Qaeda?
[00:13:35.719 --> 00:13:47.670]  No, criminal elements that have hijacked America are using Al-Qaeda to take over whoever they want and to menace us so the system can play the part of the good cop and take our rights.
[00:13:47.791 --> 00:13:48.351]  You understand that?
[00:13:48.551 --> 00:13:50.133]  The foreign banks are the good cop.
[00:13:50.633 --> 00:13:52.735]  The bad cop is Al-Qaeda.
[00:13:53.176 --> 00:13:54.297]  It's very elementary.
[00:13:56.212 --> 00:13:57.553]  It's very elementary.
[00:13:57.853 --> 00:14:02.855]  Senator Palpatine hires mercenaries to attack his own planet to become dictator.
[00:14:03.055 --> 00:14:04.516]  That's Star Wars, Episode 3.
[00:14:04.836 --> 00:14:06.157]  Five-year-olds can figure it out.
[00:14:06.537 --> 00:14:07.838]  Can adults figure it out?
[00:14:08.178 --> 00:14:09.758]  Can you figure it out?
[00:14:09.999 --> 00:14:11.599]  Can you figure it out?
[00:14:11.920 --> 00:14:13.240]  Can you figure it out?
[00:14:13.540 --> 00:14:15.881]  That is the $64 trillion question.
[00:14:18.663 --> 00:14:21.684]  All right, when we come back here, that's just some of the news.
[00:14:22.304 --> 00:14:24.986]  DHS, Watchdog,
[00:14:26.545 --> 00:14:33.490]  OKs, suspicionless seizures of electronic devices along border, and the problem is they grab U.S.
[00:14:33.530 --> 00:14:39.355]  citizens computers and sometimes just don't give them back when you fly in, and then the last time before they got stopped they were doing it to anybody that flew.
[00:14:39.375 --> 00:14:42.257]  They just take your laptop and download the contents without a warrant.
[00:14:42.537 --> 00:14:47.961]  Police are now doing this with your cell phones, saying it's not part of your person, papers, or effects.
[00:14:48.502 --> 00:14:51.504]  Really, Fourth Amendment person, papers, or effects?
[00:14:51.944 --> 00:14:54.006]  My iPhone is not my effects.
[00:14:56.906 --> 00:14:58.506]  And then we've got another one even bigger here.
[00:14:59.107 --> 00:15:00.047]  CISPA back!
[00:15:00.627 --> 00:15:01.107]  Hacking!
[00:15:01.327 --> 00:15:02.428]  Online espionage!
[00:15:03.668 --> 00:15:06.229]  Resurrect cybersecurity bill.
[00:15:06.569 --> 00:15:12.210]  Which even CNET News, that CBS says, is Russian or Chinese style internet censorship.
[00:15:12.610 --> 00:15:14.451]  So all of that is coming up.
[00:15:14.491 --> 00:15:17.712]  But first, when we come back, the top stories.
[00:15:18.712 --> 00:15:29.817]  We have been maneuvered by design to be debtors to the Communist Chinese and the globalists are on record saying they're going to impoverish Americans but also Westerners as a tool of political control.
[00:15:29.837 --> 00:15:32.178]  And I'm going to tie that into the police state.
[00:15:32.218 --> 00:15:34.299]  Christopher Dorner, the first U.S.
[00:15:34.359 --> 00:15:43.464]  homeland drone strike victim, current TV saying that, the Al Jazeera and Al Gore run system, and we've got it also out of Reuters, but it's not true.
[00:15:44.204 --> 00:15:51.254]  Because, look at this, meet the North Dakota family of anti-government separatists busted by cops using a Predator drone.
[00:15:51.274 --> 00:15:52.135]  That was two years ago.
[00:15:52.616 --> 00:15:54.699]  They're using drones all the time.
[00:15:54.739 --> 00:16:00.107]  The military-industrial complex that Dwight D. Eisenhower warned us about, but I guess he's with Al-Qaeda.
[00:16:03.678 --> 00:16:11.344]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[00:16:11.784 --> 00:16:15.427]  Alex and his staff have used these pure soap products for years.
[00:16:15.867 --> 00:16:22.692]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[00:16:23.173 --> 00:16:25.995]  See them on the web at 5starsoap.com.
[00:16:26.195 --> 00:16:30.696]  Or call 800-340-7091 for a free catalog.
[00:16:31.016 --> 00:16:36.677]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[00:16:36.957 --> 00:16:42.059]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[00:16:42.359 --> 00:16:43.999]  This is an amazing deal.
[00:16:44.359 --> 00:16:48.960]  You can save thousands of dollars and you will love the way real soap makes you feel.
[00:16:49.580 --> 00:16:51.741]  See them on the web at 5starsoap.com.
[00:16:53.982 --> 00:16:57.224]  Or call 800-340-7091 for a free catalog.
[00:17:01.267 --> 00:17:04.029]  Alex Jones here with a message to fellow freedom lovers.
[00:17:04.289 --> 00:17:09.133]  The prognosis for the entire planetary economic system runs from bad to worse.
[00:17:09.313 --> 00:17:16.458]  The globalist model is to shut down societies and starve patriots out until they acquiesce to the global takeover.
[00:17:16.618 --> 00:17:22.024]  That's why we've assembled the most vital and important preparedness items at InfoWarsShop.com.
[00:17:22.244 --> 00:17:25.988]  These are items that I did research on, that I personally use.
[00:17:26.269 --> 00:17:30.814]  You've got the LifeStraw, so you can turn fetid water into safe water anywhere you go.
[00:17:31.014 --> 00:17:36.220]  The KTOR Hand Crank Generator, to charge up key equipment during power outages or out in the field.
[00:17:36.440 --> 00:17:39.542]  Strategic Relocation 3rd Edition by Joel Skousen.
[00:17:39.702 --> 00:17:41.943]  When Disaster Strikes by Matthew Stein.
[00:17:42.203 --> 00:17:46.786]  Therosafe used by Homeland Security to protect yourself during any radiological event.
[00:17:46.966 --> 00:17:49.407]  Hand crank shortwave AM FM radios.
[00:17:49.848 --> 00:17:56.871]  Everything that we've researched and found to be the best is available at Infowarshop.com and your purchase makes our Infowar possible.
[00:17:57.052 --> 00:17:58.092]  We're getting prepared.
[00:17:58.332 --> 00:17:58.733]  Are you?
[00:17:58.993 --> 00:17:59.773]  Infowarshop.com
[00:18:01.494 --> 00:18:04.555]  You prepare by purchasing gold, food, and firearms.
[00:18:04.916 --> 00:18:10.358]  But if you don't have a home security system, then you're missing a critical weapon in your arsenal for home protection.
[00:18:10.958 --> 00:18:14.160]  When you're sleeping or away from home, who's watching out for intruders?
[00:18:14.840 --> 00:18:16.101]  Check out SimpliSafe.
[00:18:16.421 --> 00:18:20.303]  It's a new do-it-yourself home security system that is completely wireless.
[00:18:20.883 --> 00:18:22.924]  Go to GetSimpliSafe.com.
[00:18:23.584 --> 00:18:25.985]  SimpliSafe is independent and off the grid.
[00:18:26.325 --> 00:18:30.107]  It runs on battery power, so even if the grid goes down, you're protected.
[00:18:30.687 --> 00:18:36.830]  It's completely customizable, so you can use it in your home, business, boat, trailer, storage unit, or shed.
[00:18:37.350 --> 00:18:38.871]  Get SimpliSafe.com
[00:18:39.671 --> 00:18:43.893]  SimplySafe is also ridiculously easy to install yourself in under 20 minutes.
[00:18:44.333 --> 00:18:46.514]  So there's no need to let a stranger into your home.
[00:18:47.054 --> 00:18:50.635]  If you move or need to relocate, you can take the system with you wherever you go.
[00:18:51.135 --> 00:18:57.578]  You aren't always at home, but SimplySafe will stand guard, protecting your property 24 hours a day, 7 days a week.
[00:18:58.158 --> 00:19:00.319]  Again, that's GetSimplySafe.com.
[00:19:00.919 --> 00:19:02.560]  Introducing Pro-1.
[00:19:02.821 --> 00:19:06.324]  All of your filtration in one system, portable, on-the-go.
[00:19:06.464 --> 00:19:10.867]  No more do you have two or three filters to just reduce sodium fluoride.
[00:19:10.987 --> 00:19:16.992]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosilicic acid.
[00:19:17.112 --> 00:19:27.901]  Advanced manufacturing technology combines silver impregnated white ceramic with new Aquamedics advanced media for removal of fluoride and other heavy metals, all in one filter element.
[00:19:28.101 --> 00:19:34.407]  It is the only one that does it, and out of the gates, we have it discounted at 10% off with promo code WATER.
[00:19:34.587 --> 00:19:49.322]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines, ammonia and chlorine, hydrofluorosilicic acid, the most common form of fluoride not covered by other fluoride filter brands,
[00:19:49.542 --> 00:19:51.564]  ...and sodium hexafluorosilicate.
[00:19:51.885 --> 00:19:57.751]  Get your Pro-Pure with the new Pro-1 filters today at infowarestore.com or by calling 888-253-3139.
[00:19:57.851 --> 00:20:03.598]  Coast to Coast.
[00:20:03.958 --> 00:20:05.320]  Direct from Austin.
[00:20:06.020 --> 00:20:09.244]  You're listening to the Alex Jones Broadcasting Network.
[00:20:15.589 --> 00:20:21.875]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[00:20:33.203 --> 00:20:34.484]  Alright, welcome back my friends.
[00:20:34.584 --> 00:20:37.947]  Alex Jones here live as we are every Sunday 4 to 6 p.m.
[00:20:38.787 --> 00:20:42.070]  Syndicated Weekday Transmission, of course, 11 a.m.
[00:20:42.130 --> 00:20:42.590]  to 2 p.m.
[00:20:42.631 --> 00:20:45.253]  Central Standard Time as well.
[00:20:47.334 --> 00:20:48.835]  Okay, where to start here?
[00:20:49.296 --> 00:20:53.259]  In the second hour, I'm gonna open the phones up specifically.
[00:20:54.701 --> 00:21:10.298]  For the families and those that have been victimized by the epidemic of suicides by active duty but also of veterans, now 22 a day as of just a few weeks ago.
[00:21:11.420 --> 00:21:14.904]  And the mainstream media doesn't want to focus on this.
[00:21:15.564 --> 00:21:24.353]  The system, the establishment, just wants to wrap itself in the heroism of the men and women of the armed services and their missions.
[00:21:26.124 --> 00:21:34.529]  And get reflected glory from it and then speak for them while stealing their pension funds, while using them for guinea pigs and medical experiments.
[00:21:35.069 --> 00:21:36.049]  The list goes on and on.
[00:21:36.069 --> 00:21:43.713]  We're going to really talk about this in the second hour on the Sunday transmission and humanize these folks.
[00:21:43.753 --> 00:21:46.015]  You can hear them call in, hear their names.
[00:21:48.677 --> 00:21:52.100]  I mean, I myself could go pull up local news articles all over the place.
[00:21:52.120 --> 00:21:55.542]  I mean, I know people who've got family in the military who've committed suicide.
[00:21:56.203 --> 00:21:57.064]  I know you know people.
[00:21:57.584 --> 00:21:58.685]  I mean, it's 22 a day.
[00:21:58.945 --> 00:22:01.707]  It's over 10,000 just the last few years.
[00:22:02.948 --> 00:22:06.571]  It dwarfs combat-related fatalities.
[00:22:07.271 --> 00:22:17.680]  And so, you're going to hear all this hype about 20 dead children at Sandy Hook and we need to turn our guns in, or you're going to hear we've got to shut down all of Southern California and have a total police state forever because one,
[00:22:19.427 --> 00:22:23.065]  Individual allegedly goes crazy and kills three police.
[00:22:24.500 --> 00:22:34.308]  But you're not going to hear the media get all hysterical and chew their fingernails and hide under the table over 22 servicemen and women committing suicide every single day.
[00:22:34.688 --> 00:22:37.010]  So we're going to be hearing from callers.
[00:22:37.650 --> 00:22:41.553]  I mean, I could easily get family members of folks that have died here in studio.
[00:22:41.573 --> 00:22:47.818]  But instead, we'll just hear from you, specifically if you've lost family, direct family, close relation.
[00:22:48.438 --> 00:22:53.883]  And we don't screen calls here, but occasionally I give out the number.
[00:22:55.706 --> 00:22:57.409]  And say, you know, only on this topic.
[00:22:57.469 --> 00:23:03.238]  And so it is only on that topic when I get the number out at the end of the hour coming up here in about 37 minutes from now.
[00:23:04.813 --> 00:23:06.614]  So stand by for that.
[00:23:06.674 --> 00:23:09.575]  We want to get your take on the situation and why you think it's happening.
[00:23:09.615 --> 00:23:11.276]  I mean, I know why it's happening.
[00:23:11.316 --> 00:23:20.339]  It's a cocktail of reasons, but too many tours, psychotropic drugs, experimental drug programs, and coming home and there's not being jobs.
[00:23:20.920 --> 00:23:26.722]  And a lot of people are scared of vets, and they shouldn't be, because statistically, they're not any more violent than anybody else.
[00:23:26.742 --> 00:23:28.843]  In fact, some of the best workers out there, in my experience.
[00:23:31.284 --> 00:23:33.725]  But you got a lot of people that don't like veterans.
[00:23:34.417 --> 00:23:37.320]  And you got Homeland Security saying they're the number one terror threat.
[00:23:39.802 --> 00:23:49.812]  Well, I guess if you're afraid of Americans taking the country back ever, I guess the British government listed former veterans of the Redcoats and former veterans of the French...
[00:23:51.078 --> 00:23:56.222]  An Indian war to be rounded up and have their guns turned in in 1775.
[00:23:56.262 --> 00:24:00.206]  This isn't the first time corrupt empires have tried to disarm the veterans.
[00:24:01.827 --> 00:24:03.749]  After the Czars fell, the Soviets did it.
[00:24:03.789 --> 00:24:06.751]  Well, before they became the Soviet Empire, the Communists did it.
[00:24:07.152 --> 00:24:08.012]  The Bolsheviks did it.
[00:24:08.873 --> 00:24:10.414]  I don't want to digress into a history lesson.
[00:24:10.434 --> 00:24:15.579]  I'm going to get to that in the next segment on why we've been maneuvered by the globalists
[00:24:17.148 --> 00:24:22.910]  To be absolutely bankrupted by design, and I want to break down how that ties into Agenda 21.
[00:24:23.370 --> 00:24:24.710]  China eclipses U.S.'
[00:24:24.670 --> 00:24:28.272]  's biggest trading nation, measured in goods, Bloomberg.
[00:24:29.492 --> 00:24:31.893]  And we'll get into what the Federal Reserve's up to now.
[00:24:32.133 --> 00:24:34.073]  Now that's the real Rubicon right there.
[00:24:34.173 --> 00:24:38.615]  As of 2012 numbers, they've now come out a month and a half later, as they always do.
[00:24:41.019 --> 00:24:41.882]  The only reason the U.S.
[00:24:41.942 --> 00:24:45.993]  is still a bigger GDP than China is the fiat money.
[00:24:46.715 --> 00:24:47.858]  The Federal Reserve notes.
[00:24:49.020 --> 00:24:55.562]  And they're rapidly devaluing those because here in this article, Feds holdings of U.S.
[00:24:56.062 --> 00:25:01.584]  government debt, notice it says Feds, that's the private Federal Reserve, but they're backed up by the Treasury.
[00:25:01.644 --> 00:25:03.545]  So they want to buy it because the U.S.
[00:25:03.565 --> 00:25:04.745]  taxpayer has to back it up.
[00:25:05.065 --> 00:25:07.086]  They buy it with fiat zeros and ones.
[00:25:07.366 --> 00:25:08.947]  Federal Reserve just puts it on a ballot sheet.
[00:25:09.727 --> 00:25:14.909]  They buy our debt and then sell it to the Communist Chinese and others, or hold it.
[00:25:15.729 --> 00:25:24.012]  And then we, in turn, the American people, have to pay it back to the Fed, which is the private Federal Reserve set up by Standard Oil and others in 1913.
[00:25:24.112 --> 00:25:28.893]  It's just a giant... We can't just arrest these people like Bernie Madoff and Ken Lay.
[00:25:29.573 --> 00:25:30.854]  It can all end real quick.
[00:25:31.134 --> 00:25:33.655]  Sure, it takes some triaging debt, writing it off.
[00:25:33.855 --> 00:25:35.975]  They're already writing off this debt, by the way.
[00:25:36.015 --> 00:25:36.815]  Their fake debt.
