[00:00:01.607 --> 00:00:03.636]  You're listening to GCN.
[00:04:56.443 --> 00:05:00.945]  Bumbling around there, but just how bizarre that in the early 80s.
[00:05:00.985 --> 00:05:06.508]  They were already building some type of cyborg operation We'll be right back stay with us
[00:05:08.450 --> 00:05:10.091]  Introducing Pro-1.
[00:05:10.351 --> 00:05:13.853]  All of your filtration in one system, portable, on-the-go.
[00:05:13.993 --> 00:05:18.396]  No more do you have two or three filters to just reduce sodium fluoride.
[00:05:18.576 --> 00:05:24.520]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosilicic acid.
[00:05:24.640 --> 00:05:35.426]  Advanced manufacturing technology combines silver impregnated white ceramic with new Aquamedics advanced media for removal of fluoride and other heavy metals, all in one filter element.
[00:05:35.626 --> 00:05:38.308]  It is the only one that does it and out of the gates!
[00:05:38.489 --> 00:05:41.932]  We have it discounted at 10% off with promo code WATER.
[00:05:42.132 --> 00:05:56.865]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines, ammonia and chlorine, hydrofluorosilicic acid, the most common form of fluoride not covered by other fluoride filter brands,
[00:06:00.866 --> 00:06:11.130]  Alex Jones here with a message to fellow freedom lovers.
[00:06:11.410 --> 00:06:16.252]  The prognosis for the entire planetary economic system runs from bad to worse.
[00:06:16.432 --> 00:06:23.595]  The globalist model is to shut down societies and starve patriots out until they acquiesce to the global takeover.
[00:06:23.735 --> 00:06:29.161]  That's why we've assembled the most vital and important preparedness items at InfoWarsShop.com.
[00:06:29.381 --> 00:06:33.105]  These are items that I did research on, that I personally use.
[00:06:33.405 --> 00:06:37.930]  You've got the LifeStraw, so you can turn fetid water into safe water anywhere you go.
[00:06:38.130 --> 00:06:43.356]  The KTOR Hand Crank Generator, to charge up key equipment during power outages or out in the field.
[00:06:43.556 --> 00:06:46.657]  Strategic Relocation 3rd Edition by Joel Skousen.
[00:06:46.817 --> 00:06:49.057]  When Disaster Strikes by Matthew Stein.
[00:06:49.317 --> 00:06:53.899]  Therosafe used by Homeland Security to protect yourself during any radiological event.
[00:06:54.059 --> 00:06:56.539]  Hand crank shortwave AM FM radios.
[00:06:56.959 --> 00:07:03.961]  Everything that we've researched and found to be the best is available at InfoWarshop.com and your purchase makes our InfoWar possible.
[00:07:04.161 --> 00:07:05.864]  We're getting prepared, are you?
[00:07:06.104 --> 00:07:07.206]  InfoWarsShop.com
[00:07:19.964 --> 00:07:31.089]  See them on the web www.5starsoap.com or call 1-800-340-7091 for a free catalog and buy American made products.
[00:07:31.389 --> 00:07:37.612]  Order the sampler, a 1-2 month supply or get a 1-2 year supply of soaps for all your cleaning needs.
[00:07:38.052 --> 00:07:41.054]  You're getting soap products twice as good as what you're using now.
[00:07:41.594 --> 00:07:46.037]  This is an amazing deal and you will love the way real soap makes your skin feel.
[00:07:46.277 --> 00:07:53.341]  Call 1-800-340-7091 or visit www.5starsoap.com.
[00:07:53.641 --> 00:07:57.744]  Alex and his staff have used these earth-friendly pure soaps for years.
[00:07:58.284 --> 00:08:03.127]  See them on the web www.5starsoap.com or call 1-800-340-7091 for a catalog.
[00:08:25.942 --> 00:08:33.708]  Crashing through the lies and disinformation, it's Alex Jones on the GCN Radio Network.
[00:08:41.254 --> 00:08:50.540]  Monday through Friday, 12 noon to 3 pm Eastern Central Standard Time, 11 am to 2 pm.
[00:08:54.500 --> 00:08:56.942]  Thank you so much for joining us, ladies and gentlemen.
[00:08:57.122 --> 00:09:05.248]  It is Thursday, the 13th day of June 2013, and here's what I want to do.
[00:09:05.489 --> 00:09:09.031]  I have got just massive amounts of key news and information.
[00:09:09.572 --> 00:09:22.282]  I'd like to mention some of what's coming up, and then I'd like to open the phones up for first-time callers to give us your take on all the scandals from Benghazigate to NSAgate to IRS Harassmentgate to
[00:09:25.090 --> 00:09:29.814]  Everything that we see unfolding, will this country pull out of what's happening?
[00:09:30.955 --> 00:09:44.728]  And Max Keiser predicted about a year ago that by April, late April or early May, there would be an accelerated collapse of world markets based on an implosion of the dollar.
[00:09:45.449 --> 00:09:49.012]  And he claims that he's now predicted somewhat accurately because it's now begun.
[00:09:50.093 --> 00:09:51.535]  Started last week, it's continuing.
[00:09:51.575 --> 00:09:55.240]  Global shares drop, dollar slumps as Route gathers pace.
[00:09:55.260 --> 00:09:57.564]  I want to get him back on today or tomorrow, just for like 10 minutes.
[00:09:58.144 --> 00:10:02.831]  Nikkei plunges 6.4, re-enters bear market at CNBC.
[00:10:04.693 --> 00:10:08.177]  We've got a bunch of news on Obamacare and the fight on that today as well.
[00:10:10.059 --> 00:10:12.002]  This is an investor's business daily.
[00:10:12.022 --> 00:10:22.013]  On Monday, Congressman Stockman of Texas on this broadcast with Mike Adams, the health ranger, sitting in said that, look, in Congress, in the congressional investigations,
[00:10:22.994 --> 00:10:26.976]  Uh, that Al-Qaeda and Muslim extremists cannot be targeted by the NSA.
[00:10:26.996 --> 00:10:31.739]  Uh, and that it's only for the Tea Party.
[00:10:32.139 --> 00:10:35.541]  Well, Investors Business Daily has confirmed that with Congress.
[00:10:35.902 --> 00:10:36.722]  This is a big deal.
[00:10:38.423 --> 00:10:48.469]  I mean, not only were they always building homeland security for the American people, and to intimidate the press, and to make sure good people in government can't blow the whistle and stop corruption.
[00:10:49.049 --> 00:10:52.311]  Now, they're not even saying it's pointed at Al-Qaeda anymore.
[00:10:54.670 --> 00:11:01.714]  And that's why when I go through TSA and they want to grope me and search me and ask me if I'm a terrorist, I just go, hey, the government runs Al-Qaeda, they ship in the drugs.
[00:11:02.155 --> 00:11:02.875]  You got a problem, sir?
[00:11:03.075 --> 00:11:04.516]  Yeah, I do, actually.
[00:11:04.776 --> 00:11:07.898]  This is all security theater to train me that I'm a prisoner.
[00:11:08.979 --> 00:11:10.179]  Well, let's just get you right through.
[00:11:10.339 --> 00:11:11.440]  Oh, we apologize.
[00:11:11.640 --> 00:11:13.221]  Hey, you know, those machines will give you cancer.
[00:11:13.561 --> 00:11:14.462]  Oh, actually, we do.
[00:11:14.522 --> 00:11:14.642]  Yeah.
[00:11:15.002 --> 00:11:16.423]  Oh, can I have your autograph?
[00:11:16.483 --> 00:11:19.705]  I mean, because it's mass Stockholm syndrome.
[00:11:20.005 --> 00:11:22.607]  The TSA people are under mass Stockholm syndrome.
[00:11:23.686 --> 00:11:24.807]  The police are under it.
[00:11:25.168 --> 00:11:26.329]  The bureaucrats are under it.
[00:11:26.590 --> 00:11:27.811]  The population's under it.
[00:11:28.051 --> 00:11:36.802]  People in government are under more hen-pecking, micromanagement, red-tape garbage on short leashes by the government!
[00:11:37.776 --> 00:11:44.839]  Now they're taught to not be on any leashes with the Constitution or Bill of Rights, but when it comes to government dominating each other, that's where it's going on.
[00:11:45.599 --> 00:11:47.400]  The police might as well be robots now.
[00:11:48.380 --> 00:11:59.245]  How they're being watched live in their squad cars more and more with these data links, and audio links, and they're reviewing what they do, and telling them to be more aggressive, and telling them to be rude, and telling them to dominate.
[00:11:59.805 --> 00:12:01.066]  That's the kind of stuff going on.
[00:12:01.406 --> 00:12:03.827]  That's the revolution in policing they're trying to push.
[00:12:05.031 --> 00:12:12.553]  Because the globalists have got to get things ready before they collapse everything or there'll be a restoration of the republic.
[00:12:12.973 --> 00:12:14.773]  The globalists are the revolutionaries.
[00:12:15.074 --> 00:12:20.835]  They're the ones trying to twist society, bankrupt institutions, de-industrialize to get control.
[00:12:21.115 --> 00:12:24.396]  We're under a military globalist economic attack.
[00:12:31.516 --> 00:12:33.757]  I mean, look at this Investors Business Daily headline.
[00:12:34.337 --> 00:12:36.978]  Obama's snooping excludes mosque.
[00:12:37.558 --> 00:12:38.979]  Missed Boston bombers.
[00:12:39.519 --> 00:12:41.740]  Oh, I guarantee you they didn't miss them, they were running them.
[00:12:42.060 --> 00:12:43.660]  Those guys were patsies, undoubtedly.
[00:12:44.541 --> 00:12:47.322]  The secret war, infiltration, sabotage, mayhem.
[00:12:47.602 --> 00:12:53.124]  For years, four-star general Keith Alexander has been building a secret army capable of launching devastating cyber attacks.
[00:12:53.484 --> 00:12:56.085]  Now it's ready to be unleashed and unleash hell.
[00:12:57.506 --> 00:13:01.429]  Curt Nemo, like five years ago, wrote articles about Cyber Command that's already operating.
[00:13:01.449 --> 00:13:08.593]  They're building giant, huge bases in San Antonio, Dallas, Austin, just around where I live.
[00:13:08.613 --> 00:13:12.156]  There's one down the street from my house that spies on citizens locally.
[00:13:12.956 --> 00:13:14.717]  Threat fusion centers everywhere.
[00:13:15.318 --> 00:13:16.879]  Giant facility in Utah.
[00:13:16.939 --> 00:13:18.280]  Facilities in the Ozarks.
[00:13:18.720 --> 00:13:20.461]  I mean, they're just building these things everywhere.
[00:13:21.222 --> 00:13:22.383]  It's no exaggeration.
[00:13:23.362 --> 00:13:28.546]  In the amount of funds being spent, I saw one number of about 15 times the Manhattan Project.
[00:13:32.189 --> 00:13:34.951]  And it's, they told you to fight Al-Qaeda.
[00:13:36.032 --> 00:13:40.976]  It's actually used to shut down the internet and spy on anybody who's resisting Al-Qaeda.
[00:13:43.598 --> 00:13:47.140]  The radical Muslim Jihad Brigades they use to take down their enemies.
[00:13:47.621 --> 00:13:49.222]  They took down the Constitution with them.
[00:13:50.383 --> 00:13:52.985]  They're taking down Libya and Syria, trying to take down Russia with them.
[00:13:54.209 --> 00:13:57.711]  They took down Serbia with them, had the Muslims attack, Serbia fought back.
[00:13:59.071 --> 00:14:04.433]  The West invaded, blew up the infrastructure of the country, handed it over to the Albanian Muslims and Al-Qaeda.
[00:14:05.654 --> 00:14:10.456]  And again, I'm not anti-Serb, I'm not anti-Muslim, I'm showing you how this is done.
[00:14:10.556 --> 00:14:14.738]  Sure, the Serbs did atrocities, and the Croats and the Muslims did atrocities as well.
[00:14:15.078 --> 00:14:16.679]  In fact, about 2 to 1 against the Serbs.
[00:14:17.998 --> 00:14:26.342]  Sometimes I'll get in the car and somebody will say, I am Croatian or I am Croatian Muslim and I don't appreciate you supporting the Serbs.
[00:14:26.862 --> 00:14:30.043]  And I'm like, look, you know the numbers.
[00:14:30.503 --> 00:14:33.725]  You know that you guys started a lot of that and actually killed about double the Serbs.
[00:14:34.025 --> 00:14:35.345]  Does not matter, they are pigs!
[00:14:35.926 --> 00:14:37.766]  And I'm like, well, I'm not a Serb, okay?
[00:14:38.467 --> 00:14:40.488]  I got a lot of blood in me and I'm not Slavic.
[00:14:40.848 --> 00:14:43.189]  I think Slavics are great, great people, but I'm not Slavic.
[00:14:43.869 --> 00:14:46.751]  Okay, I don't have a dog in this fight, other than justice.
[00:14:47.551 --> 00:14:58.297]  And you know the UN and NATO started all that, and went in, and they're just like, whatever, some of what you say is good, but much of it, Serbian pigs, blah blah blah.
[00:14:58.677 --> 00:15:07.442]  The point is, is that I'm not, I'm not Arabic, I'm not Semitic, I'm not, I don't have any connection to Syria.
[00:15:09.480 --> 00:15:33.391]  Other than Syria was democratizing and being friendly, and women weren't wearing burqas, and their standard living was going up despite all sorts of sanctions and stuff, and they were not funding terrorism, and they have jihadis swinging by the chandeliers of their country, beheading Christians, burning down mosques, blowing up synagogues, and man, Bill Clinton's in the news today in Politico going,
[00:15:34.171 --> 00:15:38.032]  Bill Clinton splits with President Obama on Syria, says he's not doing enough.
[00:15:38.432 --> 00:15:40.132]  See how that gives Obama fake left cover?
[00:15:40.533 --> 00:15:42.213]  You've only given a billion to Al Qaeda.
[00:15:43.833 --> 00:15:46.934]  You've only got howitzer attacks going out of Turkey against him.
[00:15:47.474 --> 00:15:49.415]  You've only got... that's not enough Obama.
[00:15:49.655 --> 00:15:50.855]  And then that gives Obama cover.
[00:15:50.955 --> 00:15:52.155]  Oh, he's not doing enough.
[00:15:53.556 --> 00:15:54.476]  He's a peacenik.
[00:15:54.736 --> 00:15:56.676]  Let's give him a peace prize.
[00:15:56.876 --> 00:15:58.637]  And they got the neocons going, attack!
[00:15:59.237 --> 00:15:59.677]  Attack!
[00:16:00.397 --> 00:16:03.078]  Clinton's like, I agree with John McCain.
[00:16:04.168 --> 00:16:13.653]  It's all, they all just sit around and go, okay, we're all going to be for the NSA spying, and Dianne Feinstein, you're going to come out against it, even though your husband's getting contracts from it, in the hundreds of millions.
[00:16:13.933 --> 00:16:14.593]  How's that sound?
[00:16:15.694 --> 00:16:20.316]  And then she comes out and puts out a half-baked attempt, you know, we need to have questions, huh?
[00:16:20.336 --> 00:16:22.998]  I mean, it's all bad theater.
[00:16:23.018 --> 00:16:31.502]  I mean, the worst dinner theater, if you've ever gone to dinner theater, you know, have dinner and see a play, the worst dinner theater is better than these people.
[00:16:31.982 --> 00:16:33.223]  They are bad actors.
[00:16:34.966 --> 00:16:37.087]  And I mean that as a double entendre pun.
[00:16:37.608 --> 00:16:42.011]  They are bad actors on every single front.
[00:16:42.051 --> 00:16:50.997]  They're just gangsters who want to impoverish the West so they don't ever have a political rebellion that puts them all in jail.
[00:16:51.257 --> 00:16:54.359]  And they write books explaining that.
[00:16:54.379 --> 00:16:58.442]  That's really what makes me so mad about all this, is they're blowing the engine out of the U.S.
[00:16:58.882 --> 00:17:03.525]  They're shutting down our power plants, our grids, paying to ship our jobs overseas.
[00:17:04.465 --> 00:17:06.887]  It's not just that competition with slave labor in China.
[00:17:07.287 --> 00:17:10.149]  You know, you pay $21 billion to move General Motors to China.
[00:17:11.370 --> 00:17:22.577]  The government federalizes it with your money, when it was far from going under, and then ships it to China, and it's in the back of the newspaper like a great thing.
[00:17:22.797 --> 00:17:29.562]  And then Obama raises the carbon price yesterday of a defunct, defeated, never passed law
[00:17:30.566 --> 00:17:33.408]  And then the money literally goes to him.
[00:17:33.828 --> 00:17:36.330]  He has major investments in the Chicago Mercantile.
[00:17:36.630 --> 00:17:40.032]  Just flagrantly illegal, flagrantly ridiculous.
[00:17:41.333 --> 00:17:47.277]  See, there's just some of the news that I've got here in the stack today.
[00:17:49.679 --> 00:17:55.763]  By the way, Colonel Schaeffer thought he was on at 1 o'clock Eastern today.
[00:17:58.396 --> 00:17:59.056]  So that's good.
[00:17:59.336 --> 00:18:01.597]  So we've moved Hameed Ghul to one.
[00:18:02.797 --> 00:18:03.837]  General Hameed Ghul.
[00:18:05.878 --> 00:18:08.398]  And we moved Schaefer to noon.
[00:18:08.719 --> 00:18:10.379]  So that'll be good.
[00:18:10.399 --> 00:18:12.940]  But I want both of them on, but I really want Ghul on.
[00:18:14.560 --> 00:18:18.461]  So just, I have to do producing live on the air because things change sometimes.
[00:18:19.061 --> 00:18:19.921]  Okay, fantastic.
[00:18:19.941 --> 00:18:20.702]  They were talking in my ear.
[00:18:20.722 --> 00:18:21.462]  I was giving them answers.
[00:18:21.942 --> 00:18:22.382]  Thank you, crew.
[00:18:25.663 --> 00:18:29.326]  I mean, I tell you, it's just a Twilight Zone reality here.
[00:18:29.886 --> 00:18:32.548]  Reality is out of control, ladies and gentlemen.
[00:18:33.809 --> 00:18:35.590]  And then I've got all this other news here.
[00:18:36.851 --> 00:18:39.452]  Jeff Duncan questions IRS gun usage.
[00:18:40.133 --> 00:18:44.076]  They've got thousands of agents training with M16s.
[00:18:44.576 --> 00:18:46.597]  And of course, you know what the targets are.
[00:18:46.617 --> 00:18:48.579]  That isn't in the Politico article.
[00:18:48.899 --> 00:18:51.060]  The targets are of five-year-old children.
[00:18:51.781 --> 00:18:52.942]  Not to not shoot them.
[00:18:52.962 --> 00:18:54.663]  They're called no hesitation.
[00:18:56.232 --> 00:18:57.973]  So that you do learn to shoot the children.
[00:19:01.696 --> 00:19:02.637]  So we've got that.
[00:19:02.997 --> 00:19:09.743]  And then we finally got breaking what we've been covering for years on Democracy Now and in a Radar Online story.
[00:19:10.183 --> 00:19:15.808]  Government keeps a list of 8 million names considered threats to be rounded up during a civil emergency.
[00:19:19.150 --> 00:19:20.151]  Unbelievable.
[00:19:20.251 --> 00:19:21.712]  Yeah, that's going to work real well.
[00:19:21.752 --> 00:19:23.214]  You guys couldn't hold Baghdad?
[00:19:24.352 --> 00:19:30.276]  But you're going to try to arrest 8 million Americans and take us to your little summer Dachau?
[00:19:30.596 --> 00:19:31.577]  It isn't going to happen.
[00:19:32.578 --> 00:19:39.283]  But if you want to start a civil war and make yourselves all targets, be my guest.
[00:19:39.403 --> 00:19:45.747]  I mean, I've done everything I can to try to stop this total, criminal, insane takeover.
[00:19:48.930 --> 00:19:51.992]  The General Staff tried to tell Hitler not to invade Russia and they still did it.
[00:19:53.118 --> 00:20:00.608]  And, uh, you know, maybe that's what it's going to take, is you guys biting off so much more than you can chew that you go a bridge too far, and then we finally get this country back.
[00:20:00.648 --> 00:20:04.894]  But, uh, every bone in my body wants to try to avert that, but they are training.
[00:20:05.615 --> 00:20:07.518]  They are training to take this country over.
[00:20:09.946 --> 00:20:16.391]  Big business has discovered the preparedness market, and that makes it difficult to know where to go and who to trust.
[00:20:16.731 --> 00:20:21.214]  MyPatriotSupply.com is owned and operated by Patriots just like you.
[00:20:21.494 --> 00:20:30.701]  Has the best prices on storable food, non-GMO seeds, water filtration devices, home canning equipment, survival and self-reliance books, and more.
[00:20:31.001 --> 00:20:36.945]  MyPatriotSupply.com has old-fashioned values and the absolute best customer service in the industry.
[00:20:37.185 --> 00:20:38.466]  Look for the deal of the day.
[00:20:38.766 --> 00:20:41.988]  Unique affordable survival supplies that fit anyone's budget.
[00:20:42.168 --> 00:20:45.731]  Get same day shipping on all orders and free shipping on orders over $49.
[00:20:45.991 --> 00:20:51.735]  Call 866-229-0927.
[00:20:51.755 --> 00:20:52.495]  866-229-0927.
[00:20:52.675 --> 00:20:59.440]  Or visit MyPatriotSupply.com for emergency preparedness, self-reliance, and food independence.
[00:20:59.860 --> 00:21:02.582]  Shop with a name you know and a name you can trust.
[00:21:02.762 --> 00:21:05.504]  Before it's time to survive, it's time to prepare.
[00:21:05.784 --> 00:21:07.125]  MyPatriotSupply.com
[00:21:07.207 --> 00:21:07.678]  We're good.
[00:21:08.427 --> 00:21:09.268]  Attention Preppers!
[00:21:09.368 --> 00:21:10.529]  Think you've got everything?
[00:21:10.549 --> 00:21:11.209]  Think again!
[00:21:11.269 --> 00:21:12.590]  You need Rescue Tape!
[00:21:12.790 --> 00:21:14.692]  The ultimate emergency repair tape!
[00:21:14.872 --> 00:21:15.573]  Used by the U.S.
[00:21:15.653 --> 00:21:16.734]  Army on trucks and tanks!
[00:21:16.854 --> 00:21:18.695]  As part of their Battle Damage Repair Kit!
[00:21:18.855 --> 00:21:21.217]  Rescue Tape is 20 times stronger than duct tape!
[00:21:21.277 --> 00:21:24.660]  Rescue Tape repairs leaky pipes and hoses up to 500 degrees!
[00:21:24.780 --> 00:21:26.301]  Waterproofs electrical connections!
[00:21:26.461 --> 00:21:28.743]  And even works right over oily, dirty surfaces!
[00:21:28.923 --> 00:21:33.326]  Rescue Tape belongs in every Prepper's Survival Kit, Bug Out Bag, and Emergency Kit!
[00:21:33.366 --> 00:21:34.167]  Get rescued!
[00:21:34.327 --> 00:21:35.448]  Or just get stuck!
[00:21:35.528 --> 00:21:37.350]  Learn more at RescueTape.com!
[00:21:38.150 --> 00:21:42.912]  If you want to approach companies with your invention, the first step is to secure your patent rights.
[00:21:43.293 --> 00:21:49.876]  We are Russ Weinzimmer and Associates, a national law firm dedicated to helping you get strong protection for your invention.
[00:21:50.136 --> 00:21:52.357]  Already selling a product based on your invention?
[00:21:52.617 --> 00:21:54.818]  There may still be time to lock in your rights.
[00:21:55.158 --> 00:22:01.562]  Just call us at 800-621-3654 for your confidential, free consultation.
[00:22:01.882 --> 00:22:04.003]  Or visit strategicpatentlaw.com.
[00:22:04.283 --> 00:22:05.764]  That's strategicpatentlaw.com.
[00:22:07.540 --> 00:22:18.563]  Cal Bend Soap Company can save you thousands of dollars and give you good old-fashioned real soap that is triple concentrated and made from the highest quality vegetable and coconut oils.
[00:22:19.183 --> 00:22:30.186]  See them on the web www.5starsoap.com or call 1-800-340-7091 for a free catalog and buy American-made products.
[00:22:30.466 --> 00:22:36.588]  Order the sampler, a 1-2 month supply or get a 1-2 year supply of soaps for all your cleaning needs.
[00:22:37.048 --> 00:22:40.010]  You're getting soap products twice as good as what you're using now.
[00:22:40.530 --> 00:22:44.892]  This is an amazing deal and you will love the way real soap makes your skin feel.
[00:22:45.152 --> 00:22:52.116]  Call 1-800-340-7091 or visit www.5starsoap.com.
[00:22:52.416 --> 00:22:56.438]  Alex and his staff have used these earth-friendly pure soaps for years.
[00:22:56.958 --> 00:23:01.741]  See them on the web www.5starsoap.com or call 1-800-340-7091 for a catalog.
[00:23:07.878 --> 00:23:12.940]  To thank you for being a loyal listener, we have a limited time freebie offer for you.
[00:23:13.620 --> 00:23:21.183]  Claim your free heirloom tomato seeds, just pay shipping, right now at 123freeseeds.com.
[00:23:21.663 --> 00:23:23.524]  These aren't ordinary seeds.
[00:23:24.004 --> 00:23:32.827]  These are heirloom, non-genetically modified, super seeds that are open pollinated and can be grown, harvested, and replanted endlessly.
[00:23:33.487 --> 00:23:38.589]  These survival seeds are actually more valuable than gold in a crisis.
[00:23:39.449 --> 00:23:51.434]  Go to 123freeseeds.com and you can get an airtight storage packet of 150 super seeds free while supplies last to say thank you for being a loyal listener.
[00:23:52.114 --> 00:23:53.714]  First come, first served.
[00:23:54.114 --> 00:23:55.015]  Just cover shipping.
[00:23:55.655 --> 00:24:01.963]  Go to 123freeseeds.com now to see if your free heirloom seeds are still available.
[00:24:02.363 --> 00:24:05.688]  That's 123freeseeds.com.
[00:24:08.671 --> 00:24:09.472]  Federal agents!
[00:24:09.713 --> 00:24:10.414]  We are armed!
[00:24:15.237 --> 00:24:23.459]  Alright, so I want to get your take on the state of the world.
[00:24:23.499 --> 00:24:26.440]  I'm going to take a lot of phone calls when I come back in the next segment.
[00:24:27.000 --> 00:24:28.320]  For first-time callers, it's 800-259-9231.
[00:24:32.602 --> 00:24:32.642]  800-259-9231
[00:25:03.510 --> 00:25:05.391]  Afghanistan against the Russians.
[00:25:06.772 --> 00:25:09.935]  He's going to be joining us to give us all the little geopolitical secrets.
[00:25:09.955 --> 00:25:11.996]  Because, I mean, I've already researched all this myself.
[00:25:12.076 --> 00:25:13.837]  I know Gould to be extremely accurate.
[00:25:14.438 --> 00:25:21.103]  And to have made big announcements months before they were in the geopolitical arena publicly.
[00:25:21.163 --> 00:25:26.627]  So, very powerful interview with Gould set for the
