[00:00:13.212 --> 00:00:14.473]  They fled from tyranny.
[00:03:13.158 --> 00:03:23.340]  The principled filibuster by Senator Rand Paul was of course a response to Attorney General Eric Holder's letter confirming that the President had the authority to kill citizens on U.S.
[00:03:23.380 --> 00:03:25.741]  soil without charge or conviction.
[00:03:26.141 --> 00:03:31.242]  But not all the questions were answered when Eric Holder responded to that filibuster saying no.
[00:03:32.142 --> 00:03:41.924]  Because they inserted the very meaningful clause, the loophole, that it did not cover citizens engaged in, quote, combat on American soil.
[00:03:42.204 --> 00:03:52.106]  This gets into the whole issue of indefinite detention with the NDAA, gets into the whole issue with the war on terror with NORTHCOM declaring military command over the U.S.
[00:03:52.266 --> 00:03:53.047]  and a lot more.
[00:03:53.367 --> 00:03:59.148]  It's a complicated legal loophole argument, but part of it deals with the memo that was leaked to the press
[00:03:59.668 --> 00:04:16.718]  Showing that the administration has adopted a virtually limitless definition of imminent saying that an imminent attack by a supposed terrorist leader doesn't mean they have to have actual evidence of anything that's about to happen or even that an attack is actually planned.
[00:04:17.118 --> 00:04:20.240]  Now with a definition that wide open you can imagine
[00:04:20.640 --> 00:04:30.943]  That the definition of a combatant or someone engaging in combat against the US is equally vague and wide open for very dangerous legal interpretation.
[00:04:31.363 --> 00:04:32.584]  Indeed that is the case.
[00:04:33.364 --> 00:04:39.726]  Let's just simplify matters and point to the fact that they're going to label anyone a combatant who they want to.
[00:04:40.206 --> 00:04:45.752]  In fact, Bush said it quite clearly shortly after 9-11, if you're not with us, you're with the terrorists.
[00:04:45.873 --> 00:04:56.945]  And indeed, they will be using their powers of indefinite detention and extrajudicial drone strikes to target dissidents as despots throughout history always have.
[00:04:57.465 --> 00:05:01.230]  And this is just part of the profile, something to keep an eye on.
[00:05:01.670 --> 00:05:05.033]  Great Wood Rampole did, but it doesn't answer all the questions.
[00:05:05.413 --> 00:05:11.158]  Meanwhile, DHS purchasing even more firearms as the arms buildup intensifies.
[00:05:11.598 --> 00:05:21.707]  The details of the $4.5 million contract with Heckler & Koch was only amplified by a very similar, almost identical contract with Sig Sauer.
[00:05:22.407 --> 00:05:35.555]  All this prompting Forbes magazine to write that we need a national conversation about the buildup of weapons of ammunition now over 2 billion rounds by Homeland Security and other executive departments.
[00:05:35.975 --> 00:05:43.019]  Ralph Vinko writes in part, at the height of the Iraq war, the army was expending less than 6 million rounds a month.
[00:05:43.319 --> 00:05:50.564]  1.6 billion rounds therefore would be enough to sustain a hot war for 20 plus years in America.
[00:05:51.164 --> 00:05:59.189]  Why indeed should the federal government be deploying armored personnel carriers and stockpiling enough ammo for a 20-year war on the homeland?
[00:05:59.490 --> 00:06:02.272]  Because it's wrong in every way, writes Binko.
[00:06:02.772 --> 00:06:11.738]  And hopefully that and other media attention will be enough to dispel the false rumors that there's nothing to it and it's just a bulk purchase to save the taxpayers money.
[00:06:12.138 --> 00:06:20.604]  And hopefully it will get them to back off of their crazy plan to take on Americans and basically provoke a civil war ahead of economic collapse.
[00:06:21.204 --> 00:06:25.707]  Meanwhile, a fresh report on the Bilderberg CONFAB that's held every year.
[00:06:26.107 --> 00:06:37.755]  Veteran sleuth Jim Tucker contacted one of his many sources who claims to have been at a meeting or near a meeting with John Kerry, Vernon E. Jordan, and other top Bilderberg nominees.
[00:06:38.215 --> 00:06:47.541]  Of course, just the fact that John Kerry went to Bilderberg last year, when no one knew he would be the Secretary of State, helps to show the power of Bilderberg.
[00:06:47.842 --> 00:07:07.675]  Because he was out of the spotlight, he had lost the election in 2004, no one was much paying attention to John Forbes Kerry, and yet there was Bilderberg inviting him just for 2012, ahead of his becoming the head of the State Department, one of the largest wagers of wars that aren't wars, and of eugenics operations that aren't eugenics.
[00:07:08.255 --> 00:07:20.858]  But aside from all that, Vernon Jordan and other members talked up the possibility of Iranian war, talking about how the Israeli Prime Minister Benjamin Netanyahu often got angry, and when he got angry, they pushed for war.
[00:07:20.878 --> 00:07:30.000]  A fellow attendee was reported to have said, the bigger the war, the better the chances of establishing a global banking system to finance such ventures.
[00:07:30.420 --> 00:07:36.882]  They also expressed dismay that there weren't boots on the ground from either the US or NATO in the Syria conflict.
[00:07:37.302 --> 00:07:41.545]  Which John Kerry reportedly said he could do something to fix that.
[00:07:41.925 --> 00:07:48.330]  And later that same day, he gave a press conference saying that they wouldn't leave the Syrian rebels flapping in the wind.
[00:07:48.370 --> 00:07:55.955]  Of course, there was the Syrian National Transition Council member, Basma Kodmani, at the Bilderberg meeting last year.
[00:08:07.302 --> 00:08:08.823]  Bush would not be enough.
[00:08:08.943 --> 00:08:09.724]  George H.W.
[00:08:09.764 --> 00:08:10.584]  Bush would not be enough.
[00:08:10.624 --> 00:08:23.553]  But there could be a Jeb Bush presidency putting, for the first time in American history, in all flagrant abuse of the principles and spirit of the Constitution, Bill of Rights, a third member of the same immediate family in the White House.
[00:08:23.873 --> 00:08:24.754]  Let's roll those clips.
[00:08:26.630 --> 00:08:29.291]  ...of whether or not you would run in 2016.
[00:08:29.891 --> 00:08:32.692]  Do you think that there is any Bush baggage?
[00:08:32.712 --> 00:08:33.732]  Do you think that would be a problem?
[00:08:34.272 --> 00:08:36.172]  No, I don't think there's any Bush baggage at all.
[00:08:36.312 --> 00:08:37.053]  I love my brother.
[00:08:37.073 --> 00:08:38.613]  I'm proud of his accomplishments.
[00:08:38.793 --> 00:08:39.573]  I love my dad.
[00:08:39.853 --> 00:08:40.914]  I am proud to be a Bush.
[00:08:41.074 --> 00:08:46.575]  And if I run for president, it's not because of something in my DNA that compels me to do it.
[00:08:46.595 --> 00:08:49.216]  It would be that it's the right thing to do for my family.
[00:08:50.456 --> 00:08:52.258]  Do you think your brother Jeb will be president one day?
[00:08:52.658 --> 00:08:53.459]  I wish he would be.
[00:08:53.699 --> 00:08:57.043]  When the man says I'm not running, he means it.
[00:08:57.543 --> 00:08:58.744]  And I wish he'd run.
[00:08:59.004 --> 00:09:00.146]  Would he be a good president?
[00:09:01.467 --> 00:09:02.128]  Absolutely.
[00:09:02.388 --> 00:09:05.311]  And don't just take that from the father prejudice view.
[00:09:05.751 --> 00:09:14.600]  It has always been no before, but Jeb Bush opened the door just a crack to following in the footsteps of his father and brother this week when he made the rounds for his new book, Immigration Wars.
[00:09:16.303 --> 00:09:23.267]  And so there you have it, comments from Jeb Bush and his family members saying if he ran it'd be for the good of his family, not for the good of the country.
[00:09:23.287 --> 00:09:31.012]  Now it's hard to imagine something as odious as another Bush president appealing to voters, but of course we know it's pushed through these stage elections.
[00:09:31.452 --> 00:09:42.858]  I just want to know one thing, would Rand Paul, who now today is standing up to the drone attacks with a filibuster, will he endorse Jeb Bush like he did Mitt Romney if he's the nominee in 2016?
[00:09:43.239 --> 00:09:45.340]  I certainly hope not, but we'll see what happens.
[00:09:45.700 --> 00:09:49.523]  A judge has halted the New York City soda ban pushed by Bloomberg.
[00:09:49.863 --> 00:09:56.187]  A state judge today did away with that plan for the time being to ban sodas of more than 16 ounces.
[00:09:56.207 --> 00:09:58.969]  However, the city is appealing the decision.
[00:09:59.509 --> 00:10:05.573]  And we see Mayor Bloomberg defending himself against frequent critics that he's trying to ban everything, saying,
[00:10:15.520 --> 00:10:15.580]  Yes.
[00:10:35.600 --> 00:10:38.243]  They previously acted like this was a ridiculous idea.
[00:10:38.784 --> 00:10:50.938]  When we spoke to Whole Foods people in our InfoWars interview, you had organic spies and other grassroots advocates pushing for labeling and exposing the fact that Whole Foods was hiding their GMO ingredients
[00:10:51.078 --> 00:10:51.278]  I don't
[00:11:11.921 --> 00:11:15.283]  Even the Whole Foods is responding to the bottom line because of course they're a business.
[00:11:15.604 --> 00:11:21.788]  Consumer pressure, people saying no to GMOs, and pushing for Prop 37 in California did have a big effect.
[00:11:22.248 --> 00:11:24.710]  But there has been secret meetings going on.
[00:11:25.070 --> 00:11:27.792]  If you could pull up that article on the page over there.
[00:11:28.272 --> 00:11:28.512]  All right.
[00:11:49.525 --> 00:12:01.111]  The beginning of January of this year, cozying up so they can derail the organic and anti-GMO movement and pass basically a soft labeling law to preempt the states.
[00:12:01.191 --> 00:12:10.537]  They want to issue the idea of preemption that stronger state laws most likely wouldn't pass or possibly couldn't pass if there's a federal law on the books.
[00:12:11.457 --> 00:12:27.406]  And he says, in part, is it possible that the threat posed by growing grassroots GMO labeling has prompted a number of Fortune 500 companies to abandon Monsanto and biotech and rethink the PR and bottom-line costs of clinging to their anti-right-to-know positions.
[00:12:27.827 --> 00:12:33.750]  After all, it's not as if these companies are incapable of making GMO-free products, though many Americans don't know it.
[00:12:34.110 --> 00:12:40.554]  Walmart, General Mills, Coca-Cola, Pepsi, Nestle, Unilever, Catalog, Starbucks, even McDonald's.
[00:12:40.954 --> 00:12:43.797]  Are GMO free in Europe thanks to strict labeling laws?
[00:12:44.357 --> 00:12:58.151]  And you go on to see how in the New York Times later in January they reported on more and more meetings with the big food industries who say they're pushing for genetic changes to food and how it may get uniform labeling.
[00:12:58.231 --> 00:12:58.511]  Why?
[00:12:59.292 --> 00:13:20.878]  Because they heard consumers say no to GMO and they saw what happened in California and they say although they were fine with bankrolling opposition to Prop 37 during this past election concentrated in California, they do not want to face what is now up to 20 states considering labeling laws and still a lot of consumer pressure for outright bans.
[00:13:21.198 --> 00:13:23.479]  The bottom line is that Whole Foods is on the inside.
[00:13:23.519 --> 00:13:26.741]  They know there's a sea change in the labeling laws coming.
[00:13:27.061 --> 00:13:34.264]  They want to be ahead of the curve because their identity rests on selling organic foods and they don't want people thinking about their GMOs.
[00:13:34.664 --> 00:13:37.405]  With that said, I go now to Alex's news wrap.
[00:13:37.425 --> 00:13:38.466]  He's been gone for a week.
[00:13:38.786 --> 00:13:42.367]  He wants to cover a whole bunch of issues that are pertinent today.
[00:13:42.708 --> 00:13:43.408]  Here's that video.
[00:13:45.909 --> 00:13:50.631]  On tonight's InfoWars Nightly News, I wanted to come on air and break down some of the top stories
[00:13:55.776 --> 00:13:59.821]  News behind the news, the story behind the story or as Paul Harvey would say
[00:14:02.276 --> 00:14:24.588]  First off, Forbes, very prestigious in journalism, has come out and said that we need to have a national conversation about the 1.6 billion rounds of ammunition, that's now actually over 2 billion rounds of ammunition, and Forbes goes on to say that they went and researched, and indeed Homeland Security has purchased this, and that it's not a rumor.
[00:14:25.468 --> 00:14:30.751]  But raw story, media matters, this is admitted White House front, Politico,
[00:14:33.493 --> 00:14:37.256]  They all come out last week and said that I'm insane, there are no bullets.
[00:14:37.637 --> 00:14:47.185]  And there are no armored vehicles by the thousands being purchased, which Forbes also links to the federal government's own press releases about this.
[00:14:47.285 --> 00:14:57.073]  So, incredible psyops going on because if the people realize the government's arming for a war with the people, they don't want our guns because of the children.
[00:14:57.494 --> 00:14:58.915]  They know crimes dropped 49% in the last 20 years
[00:15:04.555 --> 00:15:04.716]  Yes.
[00:15:21.721 --> 00:15:26.705]  blowing up in their face as even AP, Denver Post, Forbes report on it.
[00:15:27.025 --> 00:15:31.189]  Now AP whitewashes it and others whitewash it, but not Forbes.
[00:15:31.249 --> 00:15:36.213]  And they're saying there should be a national discussion about the drones, the armored vehicles, the checkpoints.
[00:15:36.593 --> 00:15:41.017]  People are waking up to the gathering storm around us.
[00:15:41.077 --> 00:15:42.858]  Very, very exciting.
[00:15:42.938 --> 00:15:49.504]  Speaking of the truth coming out and government hoaxes being exposed, Al Qaeda was created by the people that run our government.
[00:15:50.461 --> 00:15:53.303]  It was created by the Global Crime Networks in 1979.
[00:15:53.543 --> 00:15:54.723]  That's declassified.
[00:15:55.404 --> 00:15:58.226]  The Taliban was basically put into power in Afghanistan.
[00:15:58.506 --> 00:16:05.410]  And I put in films like Road to Tyranny ten years ago that Al-Qaeda and Taliban work for the globalists and are embedded in our government.
[00:16:05.650 --> 00:16:08.632]  Now it's admitted they work for them in Libya and Syria and everywhere else.
[00:16:09.112 --> 00:16:10.573]  So, I deserve an apology.
[00:16:10.933 --> 00:16:12.354]  I'm not looking for an apology.
[00:16:12.374 --> 00:16:14.235]  I just want people to understand.
[00:16:14.755 --> 00:16:17.957]  Twelve years ago, I started putting this information out because it was the truth.
[00:16:18.497 --> 00:16:19.498]  Even though it was unpopular.
[00:16:20.438 --> 00:16:23.079]  Well, now it's all coming out, so what are you going to do about it?
[00:16:23.620 --> 00:16:31.003]  And Mohammed Karzai, who's not a good guy, he's a puppet of the globalists, he's been double-crossed by them, so now he's coming out saying what we know is true.
[00:16:31.744 --> 00:16:39.288]  The bombings the last year, bombing government buildings, blowing up hotels, assassinating Afghan leaders by the Taliban and al Qaeda.
[00:16:40.148 --> 00:16:45.651]  He's come out and said, in a speech, that the United States, or
[00:16:49.082 --> 00:16:49.362]  We're good
[00:17:16.285 --> 00:17:18.506]  They don't talk about how it then shows up here.
[00:17:18.966 --> 00:17:23.547]  You see, they ship it in, and then when you use it, they put you in their private prisons.
[00:17:23.967 --> 00:17:28.668]  And the criminals go out and rob to pay for the overpriced black market product.
[00:17:28.708 --> 00:17:32.169]  Until the 30s, which sold in drugstores everywhere, there was much less drug use.
[00:17:32.469 --> 00:17:35.029]  You could walk in and buy bottles of opium or even heroin.
[00:17:35.610 --> 00:17:41.211]  Cocaine, Coca-Cola, had a large amount, something like a quarter gram of pure cocaine in it.
[00:17:42.332 --> 00:17:43.073]  Until the 30s.
[00:17:43.274 --> 00:17:45.718]  And then they said, wait a minute, we're going to make this illegal to make bigger profits.
[00:17:46.660 --> 00:17:48.985]  That's just amazing how phony the drug war is.
[00:17:50.268 --> 00:17:51.510]  So all of that is coming...
[00:17:53.662 --> 00:17:54.843]  We're good to go.
[00:18:15.211 --> 00:18:17.532]  Because Al-Qaeda is waiting under every table.
[00:18:17.932 --> 00:18:29.438]  That Al-Qaeda is going to murder our family of the TSA perverts, who they admittedly hired convicted felons, can't take your five-year-old daughter or son into a closed room to properly grub them, or put them through naked body scanners.
[00:18:29.959 --> 00:18:36.642]  Now, shifting gears into some big economic news, last year the record number was 46,609,000 plus people on food stamps.
[00:18:36.682 --> 00:18:41.525]  And by December, those are the latest numbers we get, the numbers are always about
[00:18:44.326 --> 00:18:45.186]  Four or five months behind.
[00:18:45.526 --> 00:18:52.569]  It had already surged to 47,791,000 plus, which is over a million more.
[00:18:52.829 --> 00:18:56.211]  And that's the goal to domesticate our society.
[00:18:56.931 --> 00:19:01.333]  Continuing, LA Times reports, Republicans resume effort to repeal Obamacare.
[00:19:01.873 --> 00:19:04.114]  But the problem is, that's mainly on the surface.
[00:19:04.214 --> 00:19:08.996]  It was Republican leadership that wrote Obamacare, along with the Democrats.
[00:19:09.616 --> 00:19:11.977]  Mitt Romney was part of that, what, seven, eight years ago.
[00:19:13.234 --> 00:19:20.202]  Because, or it's longer, because big insurance companies want to make you buy your product from them and have no choice.
[00:19:20.222 --> 00:19:29.832]  That's why premiums are set to double in 2013 and it doesn't cover pre-existing conditions and it's a total scam and it has payroll tax increases on the poorest Americans.
[00:19:30.603 --> 00:19:34.567]  So, keep Republican feet to the fire to really repeal it.
[00:19:34.668 --> 00:19:35.969]  It's incredibly unpopular.
[00:19:36.029 --> 00:19:37.330]  Death bannels are now admitted.
[00:19:37.350 --> 00:19:40.534]  Then not act like they're repealing it.
[00:19:40.594 --> 00:19:44.118]  See, 21st century warfare is economic, not just military.
[00:19:45.379 --> 00:19:47.321]  And it's more economic than it's ever been.
[00:19:47.841 --> 00:19:53.486]  And so they simulate where Republicans and Democrats are fighting so they can control both sides, the social engineers.
[00:19:53.786 --> 00:19:57.750]  Just like they have to have a war to grow the opium and control the people.
[00:19:57.770 --> 00:19:59.211]  They're the real target in Afghanistan.
[00:19:59.611 --> 00:20:00.652]  So they put Al Qaeda in.
[00:20:01.032 --> 00:20:03.294]  And then they move them in the airlift of evil after the U.S.
[00:20:03.314 --> 00:20:03.674]  took over.
[00:20:04.595 --> 00:20:06.338]  Upwards of 40,000 some estimates are.
[00:20:07.018 --> 00:20:12.986]  Our government did on record, look it up, airlifted people into Pakistan to start the next destabilization there.
[00:20:14.007 --> 00:20:22.858]  And then the West can attack Pakistan, which further radicalizes their public, to then go join the Al-Qaeda armies that actually work for the globalists.
[00:20:24.614 --> 00:20:33.789]  It seems complex, but once you get it, and you realize that Episode 1, 2, and 3 of Star Wars are that exact plot, a children's movie gets it, but adults can't get it.
[00:20:33.809 --> 00:20:34.390]  In fact, whenever...
[00:20:35.979 --> 00:20:37.560]  Episode 3 came out.
[00:20:37.600 --> 00:20:48.827]  I remember he was at Cannes Film Festival seeing an interview with him and also reading the text of it, where George Lucas, they were like, we don't understand the last two episodes, two and three, what do they mean?
[00:20:49.728 --> 00:20:57.433]  And he said, what does it mean the government stages attacks against itself as a pretext to take over and enslave and overthrow the Republic?
[00:20:59.298 --> 00:21:00.760]  And they were like, we just don't understand that.
[00:21:01.220 --> 00:21:08.428]  Because conditioned people don't even get how history really works with the Reichstag, Gulf of Tonkin, all these other events.
[00:21:08.988 --> 00:21:12.071]  So, Republicans, resume effort for appeal of Obamacare.
[00:21:12.092 --> 00:21:13.573]  Hope that isn't just for political points.
[00:21:13.913 --> 00:21:16.156]  Hope it's the real deal, because it will bankrupt this country.
[00:21:16.576 --> 00:21:17.077]  It already is.
[00:21:17.637 --> 00:21:20.600]  Banks saved, but you're at risk of losing a generation.
[00:21:21.460 --> 00:21:22.701]  And that's an article out of Reuters.
[00:21:23.301 --> 00:21:24.682]  Oh, they saved the megabanks!
[00:21:25.002 --> 00:21:31.186]  The people are having to work six days a week, their taxes are going up, not because of their pensions, not because of even big government.
[00:21:31.346 --> 00:21:31.987]  That's part of it.
[00:21:32.267 --> 00:21:33.168]  That's to get you dependent.
[00:21:33.188 --> 00:21:36.149]  90 plus percent of the debt in Europe, from Greece to Spain.
[00:21:37.390 --> 00:21:40.752]  is derivatives of the banks that are calling the shots.
[00:21:41.052 --> 00:21:49.056]  So you bail them out, then you're in debt to them, because your money was given to them to bail them out, but now it's their money, so you've got to pay them interest.
[00:21:49.636 --> 00:21:50.877]  And now you're their debt slave.
[00:21:51.537 --> 00:21:52.518]  Unbelievable article there.
[00:21:52.538 --> 00:21:53.198]  Here's another one.
[00:21:53.218 --> 00:21:58.821]  Greek Prime Minister says no more austerity, because after two years of massive tax increases, the economy shut down.
[00:21:58.861 --> 00:21:59.521]  Less money came in.
[00:22:00.161 --> 00:22:01.622]  Now the mission's been completed.
[00:22:01.642 --> 00:22:04.384]  Now they can selectively cut taxes in
[00:22:05.684 --> 00:22:06.104]  Siders.
[00:22:06.164 --> 00:22:09.567]  That's what's going on because they've done this in hundreds of other countries in the last century.
[00:22:09.847 --> 00:22:12.328]  It's in IMF World Bank plans that got leaked in 2002.
[00:22:12.368 --> 00:22:15.250]  That's how we know the script, the playbook here.
[00:22:16.050 --> 00:22:16.551]  Here's another one.
[00:22:16.611 --> 00:22:23.695]  Why Italy could be the next bad boy of Europe if they don't go under all the austerity and raise the taxes that the elite are exempt from.
[00:22:24.956 --> 00:22:28.958]  And speaking of being exempt, here's a story out of the International Business Times.
[00:22:29.639 --> 00:22:31.580]  Just General Electric alone
[00:22:32.983 --> 00:22:33.604]  We're good.
[00:22:45.970 --> 00:22:47.411]  And their executives are exempt.
[00:22:48.172 --> 00:22:49.593]  And they've written the laws.
[00:22:49.693 --> 00:22:57.700]  And it's GE that heads up Obama's council, and formerly controlled MSNBC, that's saying, raise taxes on the rich.
[00:22:57.760 --> 00:22:58.741]  We deserve more taxes.
[00:22:59.001 --> 00:23:07.049]  Because they call the rich, people making $125,000 a year, who they then transfer that money to them in banker bailouts and other deals.
[00:23:07.489 --> 00:23:10.532]  Local government taxes you and puts it into foreign investments.
[00:23:11.718 --> 00:23:16.759]  Over 70% of the tax money you pay, county, city, federal, ends up going to offshore combines.
[00:23:17.479 --> 00:23:19.420]  In investments, bond packages, you name it.
[00:23:19.740 --> 00:23:23.360]  That's the comprehensive annual financial reports exposed.
[00:23:23.600 --> 00:23:27.041]  My two-hour film, it's free online and here at PrisonPlanet.TV.
[00:23:27.381 --> 00:23:28.281]  You better watch it.
[00:23:28.301 --> 00:23:35.143]  It's not as entertaining as, you know, the new Hollywood movies, but it'll actually set you free and empower you financially.
[00:23:35.183 --> 00:23:39.464]  So there's that huge article, GE, Pfizer, Microsoft, Apple, Google.
[00:23:39.724 --> 00:23:41.124]  They ain't paying jack crap.
[00:23:42.327 --> 00:23:46.474]  On average they pay about 1% tax, but I pay 40% federal now.
[00:23:47.275 --> 00:23:51.362]  And I had my accountant do all the math, about 64% in taxes.
[00:23:52.023 --> 00:23:52.444]  And guess what?
[00:23:52.484 --> 00:23:53.406]  It's only going to go up.
[00:23:54.087 --> 00:23:55.148]  And so I can't hire more people.
[00:23:56.530 --> 00:23:58.712]  They all pay taxes, and there's taxes on taxes.
[00:23:59.173 --> 00:23:59.854]  It continues.
[00:24:00.114 --> 00:24:06.981]  iPhone facing its biggest threat yet with the launch of the new Samsung Galaxy, which could be controlled by the eyes.
[00:24:07.001 --> 00:24:08.283]  You're like, oh, that sounds great.
[00:24:08.303 --> 00:24:13.148]  The problem is they can dial in, and in the future you will buy and sell with a retina scan.
[00:24:14.446 --> 00:24:14.727]  I think so.
[00:24:30.584 --> 00:24:34.827]  To take our rights, and he'll use the threat of the West to enslave his people even more.
[00:24:35.308 --> 00:24:35.908]  Unbelievable.
[00:24:35.948 --> 00:24:46.076]  But notice as the global implosion happens, the Middle East wars heat up, the war and conflicts in Asia heat up, Japan and China, North Korea, South Korea, U.S.
[00:24:46.476 --> 00:24:53.702]  It's all heating up and all being orchestrated, all being manipulated, because all these criminals think alike, even if they're against each other.
[00:24:55.006 --> 00:24:55.246]  U.S.
[00:24:55.266 --> 00:24:55.747]  says U.N.
[00:24:55.787 --> 00:24:59.409]  sanctions will bite after North Korea threatens nuclear attack on the West Coast.
[00:24:59.689 --> 00:25:00.950]  All that'll do is start more people.
[00:25:01.590 --> 00:25:03.231]  It'll just start more of their poor, pathetic people.
[00:25:03.871 --> 00:25:04.612]  Just unbelievable.
[00:25:04.932 --> 00:25:06.373]  North Korea threatens nuclear strike.
[00:25:06.393 --> 00:25:07.233]  I mean, that's amazing.
[00:25:07.514 --> 00:25:13.037]  Meanwhile, we've got real threats like four big asteroids that came record close to the Earth.
[00:25:13.057 --> 00:25:18.760]  You've got all these other big asteroids blowing up in the skies over Florida, over L.A., over Russia.
[00:25:21.715 --> 00:25:22.095]  We're good to go.
[00:25:47.455 --> 00:25:47.857]  I don't know.
[00:25:57.264 --> 00:25:58.004]  I don't know.
[00:26:20.063 --> 00:26:24.428]  You get 11 memberships for $5.95 a month and it supports free speech on our own platform.
[00:26:24.748 --> 00:26:26.130]  So please become a subscriber today.
[00:26:26.150 --> 00:26:28.152]  I want to thank all of you that are subscribers.
[00:26:28.192 --> 00:26:31.075]  The films, everything, PrisonPlanet.tv.
[00:26:31.235 --> 00:26:31.816]  Back to Aaron.
[00:26:34.704 --> 00:26:35.645]  And that's it for the news.
[00:26:35.685 --> 00:26:37.287]  We'll go now to the quote of the day.
[00:26:37.727 --> 00:26:41.451]  It comes from a historic figure, Frederick Douglass.
[00:26:41.531 --> 00:26:56.945]  He said, where justice is denied, where poverty is enforced, where ignorance prevails, and where any one class is made to feel that society is an organized conspiracy to oppress, rob, and degrade them, neither persons nor property will be safe.
[00:26:57.646 --> 00:26:59.587]  And he had so many inspirational things to say.
[00:26:59.607 --> 00:27:05.249]  It really paved the way, of course, for the true end of slavery, although they found other ways to compromise people.
[00:27:05.529 --> 00:27:06.850]  We'll be back on the other side.
[00:27:06.870 --> 00:27:13.773]  We're going to discuss what happened in South by Southwest and why they're trying to restrict the First Amendment, at least when it comes to InfoWars.
[00:27:14.093 --> 00:27:14.613]  Stay tuned.
[00:27:14.653 --> 00:27:16.534]  Thanks for watching and spread the word.
[00:27:16.614 --> 00:27:19.495]  PrisonPlanet.tv and Planet InfoWars.
[00:27:24.252 --> 00:27:30.237]  I'm Darren McBreen and these are some of the new items that are available now at Infowarsshop.com.
[00:27:30.357 --> 00:27:35.802]  Alert the public to Obama's blatant abuse of power with the new Obama t-shirt.
[00:27:35.922 --> 00:27:39.625]  Obama's joker face on the front and come and take it on the back.
[00:27:39.785 --> 00:27:43.728]  It's time to publicly call him out for what he is, a tyrant.
[00:27:43.829 --> 00:27:47.692]  Defend the second amendment with our top seller come and take it t-shirts.
[00:27:47.812 --> 00:27:51.935]  And look at that, women's cut tank tops and t-shirts now available.
[00:27:52.075 --> 00:27:52.556]  Nice hat.
[00:27:52.856 --> 00:27:54.937]  Plus, the Don't Tread On Me flag.
