[00:00:00.089 --> 00:00:01.533]  You're listening to GCN.
[00:03:25.285 --> 00:03:45.879]  When we come back, I was sent by a military source, and then confirmed it through a state police source, this document up on InfoWars.com, that KXAN News has now confirmed, this morning.
[00:03:47.900 --> 00:03:54.685]  They said terror attacks in Austin, Texas, and then they named several other
[00:03:55.879 --> 00:03:56.279]  Cities.
[00:03:58.261 --> 00:03:59.642]  Pasadena, California.
[00:04:00.362 --> 00:04:04.726]  And that the terror attack could come any time after the end of Ramadan that ended yesterday.
[00:04:05.967 --> 00:04:10.890]  And that's why they announced in the news, in fact, will you guys print me this from yesterday so I can show viewers?
[00:04:11.491 --> 00:04:13.332]  I forgot to pull it, or pull it from yesterday.
[00:04:13.713 --> 00:04:19.177]  Oh, you heard there's gonna be, you know, troops and feds and checkpoints in Austin, but it's all just a drill.
[00:04:21.155 --> 00:04:23.836]  Well, turns out it's for this specific terror threat.
[00:04:24.537 --> 00:04:33.382]  And then when they got caught doing it, when we put this out last night at about 11 p.m., and I shot a video at 1 a.m.
[00:04:34.682 --> 00:04:41.486]  on this, they've now come out and said, oh, that was a mistake, we shouldn't have released that.
[00:04:42.742 --> 00:04:44.083]  I'm going to explain what's behind that.
[00:04:44.963 --> 00:04:53.029]  And also, we're going to get into, they say the House Republicans are going to vote to gut the border entirely and take us fully into the North American Union.
[00:04:53.369 --> 00:04:55.190]  And I saw Elysium last night.
[00:04:56.391 --> 00:05:01.274]  It is literally the most anti-white racist BS I've ever seen.
[00:05:01.374 --> 00:05:03.455]  It was unbelievable.
[00:05:03.936 --> 00:05:04.296]  Stay with us.
[00:05:06.761 --> 00:05:14.088]  Dozens of diseases ranging from the common cold and flu to MRSA and pneumonia are all caused by infectious pathogens.
[00:05:14.528 --> 00:05:18.332]  Fortunately, a simple, safe and effective alternative exists.
[00:05:18.772 --> 00:05:32.325]  Supernatural Silver is a new and vastly improved type of silver solution that is safe and extremely effective against 143 types of bacteria, both forms of viruses, mold and yeast, and a limited number of parasites.
[00:05:32.885 --> 00:05:34.847]  It can even purify water!
[00:05:35.367 --> 00:05:40.050]  Supernatural Silver comes in both liquid and gel for internal or external use.
[00:05:40.491 --> 00:05:51.939]  With over 180 scientific studies by independent universities, hospitals, research institutions and nursing homes, Supernatural Silver is a powerful weapon in the fight against disease.
[00:05:52.259 --> 00:06:00.131]  To see how Supernatural Silver can give you and your loved ones protection and peace of mind, go to SupernaturalSilver.com.
[00:06:00.532 --> 00:06:04.538]  Use the promo code PROTECTED for 20% off and like us on Facebook.
[00:06:06.670 --> 00:06:09.433]  Protecting your home with a security system is a must.
[00:06:09.653 --> 00:06:15.699]  But when it comes to protecting your family, your home, and belongings, there's no need to sign a long-term contract.
[00:06:16.039 --> 00:06:22.425]  Listen, there is some real scum in the alarm business cashing in by locking you into long, punishing contracts.
[00:06:22.825 --> 00:06:24.786]  Not with SimpliSafe Home Security.
[00:06:25.127 --> 00:06:26.167]  They're the good guys.
[00:06:26.468 --> 00:06:29.149]  You can trust SimpliSafe to protect your family.
[00:06:29.530 --> 00:06:33.832]  SimpliSafe was created by a Harvard Business School engineer, and it's revolutionary.
[00:06:34.053 --> 00:06:37.335]  You'll get 24-hour protection for just $14.99 a month.
[00:06:37.595 --> 00:06:40.317]  There are no hidden fees and no contracts.
[00:06:40.517 --> 00:06:41.478]  You'll save thousands.
[00:06:41.738 --> 00:06:44.800]  Plus, you're protected by their 100% money-back guarantee.
[00:06:45.140 --> 00:06:48.202]  Protect yourself against home invasions and break-ins.
[00:06:48.562 --> 00:06:52.505]  Order your SimpliSafe system now and receive a wireless keychain remote.
[00:06:52.765 --> 00:06:54.689]  A $25 gift, free.
[00:06:55.110 --> 00:06:57.735]  So don't waste your time dealing with scum.
[00:06:58.096 --> 00:07:04.769]  Visit GetSimplySafe.com GetSimplySafe.com GetSimplySafe.com
[00:07:06.138 --> 00:07:10.719]  There's a false sense of security that the greatest economic crash since the Great Depression is over.
[00:07:10.819 --> 00:07:16.661]  But unemployment is still at a 20-year high, and until Americans are working again, the economy has not recovered.
[00:07:16.761 --> 00:07:18.541]  What is the smartest investment you can make?
[00:07:18.701 --> 00:07:19.182]  It's food.
[00:07:19.322 --> 00:07:26.164]  Having a supply of eFoodsDirect 25-year shelf-life food is your best investment for the troubled times today and the future.
[00:07:26.264 --> 00:07:31.265]  For 32 years, the folks at eFoodsDirect have helped thousands take the trouble out of troubled times.
[00:07:31.485 --> 00:07:36.971]  So to celebrate our 32-year anniversary, get the best insurance possible with a special one-time offer.
[00:07:37.091 --> 00:07:40.876]  A two-month food supply for only $320 and free shipping.
[00:07:41.276 --> 00:07:47.463]  That's 352 servings of our newest and most popular award-winning recipes at less than a dollar per serving.
[00:07:47.743 --> 00:07:51.828]  The 25-year shelf life allows you to lock your food cost against inflation.
[00:07:51.988 --> 00:07:57.150]  Call 800-409-5633 or go to efoodsdirect.com slash Alex.
[00:07:57.330 --> 00:08:00.271]  The two-month supply is only available for a limited time.
[00:08:00.391 --> 00:08:05.513]  Call 800-409-5633 or go to efoodsdirect.com slash Alex.
[00:08:06.913 --> 00:08:11.895]  From the front lines of the information war, it's Alex Jones.
[00:08:23.971 --> 00:08:25.932]  I am your host Alex Jones.
[00:08:25.952 --> 00:08:35.934]  It is Friday, the ninth day of August 2013.
[00:08:36.014 --> 00:08:41.396]  We have an incredibly important broadcast lined up for you today.
[00:08:42.970 --> 00:08:45.412]  I normally do the Sunday show live, 4 to 6 p.m.
[00:08:45.452 --> 00:08:45.872]  as well.
[00:08:45.912 --> 00:08:49.134]  I will not be here live this Sunday, though I do intend to call into the show.
[00:08:49.154 --> 00:08:52.316]  I'm going to get David Knight to do it live, if he can do it.
[00:08:52.356 --> 00:08:55.498]  If not, there's so much important news, I'll end up taping something tomorrow.
[00:08:57.139 --> 00:09:05.424]  My great-uncle, the Army officer fellow that I've talked about on air, died yesterday, so I'm going to go to that funeral.
[00:09:06.727 --> 00:09:09.130]  I wish I would have gone and talked to him on his deathbed.
[00:09:09.550 --> 00:09:11.753]  They weren't sure when he was going to die, but he's been real sick.
[00:09:12.454 --> 00:09:13.395]  Having trouble breathing.
[00:09:13.415 --> 00:09:16.258]  That's what cigarettes will do to you.
[00:09:16.538 --> 00:09:19.262]  And my dad has spent a lot of time with him, but I hadn't.
[00:09:20.919 --> 00:09:26.541]  I should have gotten down there last week, but he didn't want family to come bug him, so I kind of followed those wishes.
[00:09:26.601 --> 00:09:30.662]  But that's a side issue, which his life is certainly very, very short.
[00:09:30.682 --> 00:09:38.324]  So I'm going to go to his military funeral on Sunday, and then I'll be back Sunday night and back live Monday, Lord willing.
[00:09:39.744 --> 00:09:40.745]  Out, out, brief candle.
[00:09:40.765 --> 00:09:42.725]  We never know how long we'll be here.
[00:09:43.805 --> 00:09:44.145]  Wow!
[00:09:44.266 --> 00:09:49.387]  Today is an absolute, total, just overload of information.
[00:09:50.646 --> 00:09:52.631]  And I've got to do my best to try to cover it all.
[00:10:02.208 --> 00:10:04.249]  Heard the police announcing they had a search warrant.
[00:10:04.289 --> 00:10:07.591]  One of our reporters heard banging, flashbangs going off.
[00:10:08.172 --> 00:10:12.715]  About 15-20 minutes after, when they had people in handcuffs, he opens his door up of his apartment.
[00:10:13.255 --> 00:10:15.776]  They scream at him like he's the lowest scum on earth.
[00:10:15.797 --> 00:10:17.377]  I mean, beyond an enemy.
[00:10:18.078 --> 00:10:20.279]  Come over, tell him, get back in his apartment.
[00:10:20.319 --> 00:10:21.300]  He is in his apartment.
[00:10:22.060 --> 00:10:23.822]  Slam the door on him with hatred.
[00:10:25.422 --> 00:10:28.965]  And it just shows how the mindset of the police has changed.
[00:10:29.870 --> 00:10:32.991]  in this country to something beyond what I've witnessed in third world nations even.
[00:10:33.871 --> 00:10:37.393]  I mean, they treat us worse than I've seen troops treating Iraqis on videos.
[00:10:38.993 --> 00:10:44.135]  And one time I saw state police on a side road a few years ago.
[00:10:44.175 --> 00:10:46.076]  I talked about this and my iPhone was dead.
[00:10:46.096 --> 00:10:49.137]  You know, I hadn't charged it so it was plugged in but hadn't booted up yet.
[00:10:49.157 --> 00:10:55.499]  And I'm driving by and see like 10 state police with a little tent set up, you know, a little structure.
[00:10:57.639 --> 00:11:00.241]  Not really a tent, you know, it's where they, a canopy.
[00:11:01.202 --> 00:11:03.985]  And they're standing around, and it's just a side street.
[00:11:04.045 --> 00:11:18.297]  So I pull over, knowing how uppity and weird the police are getting, I pull down about 50 yards to another side street, turned off, parked, was dressed nice, walked over and said, hi, how's it going?
[00:11:18.997 --> 00:11:21.019]  As they all turned and looked at me, I was like, hi, how's it going?
[00:11:21.059 --> 00:11:21.620]  I'm walking up.
[00:11:23.670 --> 00:11:27.333]  And wouldn't want a trench coat, no excuse to act like I was some threat to them.
[00:11:27.653 --> 00:11:31.756]  And I know I'm an insurgent, all citizens, police are taught are basically insurgents now, enemies.
[00:11:32.637 --> 00:11:34.118]  And there's terrorists under every rock.
[00:11:34.658 --> 00:11:35.999]  And I said, hey, what's going on?
[00:11:37.340 --> 00:11:41.964]  And the head DPS goes, you get in your car and you get out of here.
[00:11:43.265 --> 00:11:46.247]  And I went, oh, what, I'm a citizen, I can't talk to you?
[00:11:46.667 --> 00:11:49.649]  And he said, I told you, get in there and get out of here.
[00:11:50.090 --> 00:11:52.331]  That's right, and he starts putting his hand on his gun.
[00:11:53.220 --> 00:11:55.661]  And I went, wow, this is really a screwed up country.
[00:11:56.221 --> 00:11:58.762]  And some of the other state police were looking at him like he was crazy.
[00:11:59.922 --> 00:12:00.663]  But it doesn't matter.
[00:12:00.723 --> 00:12:03.564]  The worst of the bunch always end up running things.
[00:12:04.384 --> 00:12:05.264]  He was in charge.
[00:12:05.844 --> 00:12:08.905]  I just went, you know, I had a feeling you'd act like that.
[00:12:08.945 --> 00:12:09.926]  He said, I said!
[00:12:09.946 --> 00:12:13.027]  And I think he had a Napoleonic complex.
[00:12:13.647 --> 00:12:14.887]  Looked like he was about 5'1".
[00:12:16.108 --> 00:12:17.028]  Nothing against short people.
[00:12:17.048 --> 00:12:18.149]  I mean, I'm only 5'10".
[00:12:19.629 --> 00:12:21.850]  But the whole point is, is that
[00:12:23.331 --> 00:12:24.792]  I just see this everywhere.
[00:12:25.153 --> 00:12:29.136]  I sent a reporter, a film crew, up to D.C.
[00:12:29.156 --> 00:12:41.528]  to get more shots of landmarks, and they'd be 500 yards in the grass filming the White House or filming the Washington Monument.
[00:12:41.568 --> 00:12:42.429]  This is yesterday.
[00:12:43.330 --> 00:12:47.754]  And the police would come over and say, you're not allowed to film, you're not allowed to have a tripod.
[00:12:48.817 --> 00:12:50.657]  And they're like, well, can you tell me the law, please?
[00:12:51.318 --> 00:12:54.578]  Sir, listen, I'm going to take you to jail.
[00:12:54.658 --> 00:12:55.639]  That's the law.
[00:12:56.579 --> 00:12:57.579]  And folks, they do it.
[00:12:57.599 --> 00:13:00.760]  So we're going to make a documentary to little kids taking pictures.
[00:13:01.380 --> 00:13:04.941]  They want you to know, buddy, you're occupied.
[00:13:04.961 --> 00:13:06.361]  This is Fallujah.
[00:13:06.821 --> 00:13:08.502]  Now, of course, they couldn't stay in Fallujah.
[00:13:08.522 --> 00:13:09.662]  They got their butt ran out of there.
[00:13:09.942 --> 00:13:11.962]  They couldn't stay in Afghanistan.
[00:13:11.982 --> 00:13:13.163]  They got their butt ran out of there.
[00:13:13.663 --> 00:13:18.104]  But they're all going to be here kicking us and stomping us forever.
[00:13:20.464 --> 00:13:27.046]  And it doesn't matter if 90% of the police are changing people's tires and dealing with real bank robberies or robberies or problems.
[00:13:27.386 --> 00:13:27.986]  It doesn't matter.
[00:13:28.286 --> 00:13:32.888]  Because it's the worst ones that they put to mind the general public and boss us around.
[00:13:33.148 --> 00:13:35.749]  And I personally am not putting up with it anymore.
[00:13:36.769 --> 00:13:41.850]  I mean, I saw all this footage of people all over the country trying to just hold up signs saying, Peach Obama.
[00:13:42.411 --> 00:13:44.251]  And you see the footage, the cops walk up to them.
[00:13:44.271 --> 00:13:45.011]  This is the last few days.
[00:13:45.051 --> 00:13:46.992]  We played some of it yesterday, if you're a TV viewer.
[00:13:49.096 --> 00:13:50.817]  And they would just shove down.
[00:13:52.478 --> 00:13:56.581]  People start talking to him, going, hey, I even checked the local law, I'm allowed to do this.
[00:13:57.221 --> 00:13:59.123]  I said, get out of here, boom!
[00:13:59.163 --> 00:14:04.746]  And the person's head hits the concrete, and then the cops all, I mean, you're assaulting us, you're criminals.
[00:14:05.687 --> 00:14:09.830]  I don't care if you got corrupt judges and a corrupt system and a corrupt media backing you up.
[00:14:10.856 --> 00:14:15.678]  And I'm telling you folks, from the top, they're promoting and protecting bad police everywhere.
[00:14:16.419 --> 00:14:18.079]  Austin has had a model police department.
[00:14:18.180 --> 00:14:20.521]  I know my grandparents are from here, my mom's from here.
[00:14:22.241 --> 00:14:25.063]  I've lived here since high school, visited it during the summers.
[00:14:25.683 --> 00:14:28.344]  Compared to other cities, and statistically it's been a model department.
[00:14:30.425 --> 00:14:35.408]  As the city's gotten bigger, and as they do all the modern training, they're killing innocent people every couple weeks now.
[00:14:36.380 --> 00:14:38.962]  Because they're so scared that they're going to get killed or shot at.
[00:14:39.342 --> 00:14:41.143]  Somebody gets out and has a cell phone in their hand.
[00:14:41.183 --> 00:14:41.844]  Boom, you're dead.
[00:14:42.064 --> 00:14:42.744]  Looked like a gun.
[00:14:42.804 --> 00:14:43.985]  Ah, justifiable homicider.
[00:14:44.285 --> 00:14:46.527]  Some guy runs from the cops and they shoot him in the neck.
[00:14:46.547 --> 00:14:48.308]  And they're like, justifiable.
[00:14:48.388 --> 00:14:49.729]  I mean, it's scary, folks.
[00:14:50.549 --> 00:14:52.911]  And the state police are all over the place now.
[00:14:53.371 --> 00:14:54.692]  They're pulling you over.
[00:14:54.712 --> 00:14:55.653]  They're taking blood.
[00:14:57.234 --> 00:14:58.795]  They'll bend your wife over the cars.
[00:14:58.815 --> 00:15:00.476]  They're ramming their hands into their bodies.
[00:15:01.016 --> 00:15:05.319]  I mean, it is just a total and complete bizarro nightmare.
[00:15:05.379 --> 00:15:06.340]  And it really freaks me out.
[00:15:06.340 --> 00:15:06.520]  Yeah.
[00:15:07.661 --> 00:15:08.001]  Okay.
[00:15:09.843 --> 00:15:13.345]  Now that said, that Jakari video and audio is coming up to your radio listener.
[00:15:13.365 --> 00:15:16.888]  It's posted up at InfoWars.com or you can go to InfoWars.com forward slash show.
[00:15:17.328 --> 00:15:19.410]  During the daytime show, we put out a free video feed.
[00:15:19.430 --> 00:15:20.711]  I don't know how long I can.
[00:15:20.751 --> 00:15:22.452]  It's costing us a lot of money, hundreds of thousands.
[00:15:22.472 --> 00:15:23.493]  We're watching it in a day now.
[00:15:24.354 --> 00:15:27.116]  And we haven't even got video ads up on it yet to pay for it.
[00:15:27.156 --> 00:15:31.779]  But the point is, we do have free video streams up at InfoWars.com.
[00:15:33.558 --> 00:15:34.099]  I don't know.
[00:15:57.375 --> 00:16:03.476]  Of the globalists that run this country, they want them, a paramilitary force that sees us as the enemy, and that's the bottom line training.
[00:16:03.756 --> 00:16:06.297]  And the mayors and everybody call us civilians.
[00:16:06.577 --> 00:16:11.518]  When they say it, they get all sycophantic and smack their lips like they're the new royalty.
[00:16:11.838 --> 00:16:13.398]  You're all civilians too.
[00:16:14.058 --> 00:16:19.299]  And the military's not supposed to be operating domestically, if it's real military, and they're servants as well.
[00:16:19.559 --> 00:16:25.040]  And by the way, it's honorable to be a real servant of the Republic and the Bill of Rights and Constitution.
[00:16:25.962 --> 00:16:29.044]  I would not want to be called an official or an authority.
[00:16:29.364 --> 00:16:30.985]  People call and tell me how great I am.
[00:16:31.626 --> 00:16:35.348]  And it's like dumping coals on me, folks, because I'm not a narcissist.
[00:16:36.069 --> 00:16:43.513]  I'm into ideas and a mission of freedom, not to sit up here like some type of peacock putting my feathers out in front of you.
[00:16:44.254 --> 00:16:44.574]  Okay?
[00:16:44.874 --> 00:16:47.536]  I've transcended that by the time I was about 12 years old.
[00:16:51.926 --> 00:16:56.950]  We are going into classical charity and it hurts really bad to see this happening to our poor country.
[00:16:56.990 --> 00:17:01.494]  We have the father of one of the Navy SEALs who was killed in SEAL Team 6 joining us.
[00:17:01.554 --> 00:17:05.077]  He's obviously coming out saying the evidence is foul play and a cover-up.
[00:17:06.358 --> 00:17:10.281]  And most of the families are now coming out saying that, that had people that died by the way.
[00:17:11.562 --> 00:17:16.887]  So they're going to be joining us coming up for about 45 minutes the next hour with his lawyer Larry Klayman.
[00:17:18.832 --> 00:17:29.014]  And then we're going to have Drew Pearson in studio, motivational speaker and patriot, and have a chance to talk to that famous football player, Dallas Cowboy.
[00:17:29.034 --> 00:17:32.815]  You know, I grew up watching Drew Pearson.
[00:17:32.855 --> 00:17:34.855]  I was probably about a year and a half old.
[00:17:34.875 --> 00:17:37.356]  I guarantee you they were watching the Dallas Cowboys game.
[00:17:37.376 --> 00:17:38.476]  Some of my earliest memories are that.
[00:17:39.336 --> 00:17:42.837]  I don't remember that when I was a year and a half old when he did one of the most famous Hail Marys ever.
[00:17:43.177 --> 00:17:45.157]  But that's not really why he's going to be joining us today.
[00:17:45.698 --> 00:17:47.978]  You'll find out why when he's here in the studio.
[00:17:48.078 --> 00:17:49.299]  In the third hour today.
[00:17:49.319 --> 00:17:50.840]  He's flying down from Dallas.
[00:17:51.421 --> 00:17:53.682]  If his plane's not delayed, he should be here in the next hour.
[00:17:55.404 --> 00:18:01.828]  Now, all of that said, ladies and gentlemen, when we come back from break, I'm gonna really focus and try to get to our top story.
[00:18:03.850 --> 00:18:05.691]  Our top stories that all tie together.
[00:18:07.813 --> 00:18:08.433]  This right here.
[00:18:10.775 --> 00:18:11.616]  Up on Infowars.com.
[00:18:14.326 --> 00:18:18.148]  We're official use only, law enforcement sensitive.
[00:18:19.389 --> 00:18:22.210]  The PDF is up on InfoWars.com.
[00:18:23.351 --> 00:18:30.095]  And the story by Curt Nemo that's a red link, so anybody can go to the site and click on it and read the document themselves.
[00:18:34.011 --> 00:18:47.479]  And it goes on to say the Department of Homeland Security has raised the possibility of random terrorist attacks taking place in Austin, Texas, on or about the 8th or 9th of August, according to a reporting, anonymous reporting, I mean, yeah, the Fed's calling that in.
[00:18:48.140 --> 00:18:55.224]  A group of trained terrorists are planning to conduct attacks in Austin, Texas, and Pasadena, California, at the conclusion of the Ramadan period.
[00:18:56.164 --> 00:18:57.145]  That's in the next few days.
[00:18:57.485 --> 00:19:01.328]  The Ramadan period lasts from about July 9th to August 8th.
[00:19:03.456 --> 00:19:08.698]  The Austin group plans backpack style bombs on 6th Street or 8th or 9th.
[00:19:09.118 --> 00:19:10.959]  They even had part of the street shut down yesterday.
[00:19:11.379 --> 00:19:21.463]  Additionally, the group plans to attack a school with theological seminary in the downtown Austin area and complete the attack with operations at the Austin Bergstrom International Airport.
[00:19:23.224 --> 00:19:24.605]  And it just goes on from there.
[00:19:25.225 --> 00:19:31.488]  Now, ladies and gentlemen, I've seen these before from one of my military sources.
[00:19:31.548 --> 00:19:32.148]  I'm just going to leave
[00:19:33.829 --> 00:19:34.709]  Leave that at that point.
[00:19:34.770 --> 00:19:40.112]  From Camp Mabry, Camp Swift, I've seen these documents.
[00:19:41.593 --> 00:19:43.014]  And this is fake.
[00:19:43.034 --> 00:19:46.435]  I mean the government put it out, but it is fake.
[00:19:46.475 --> 00:19:49.677]  As we said last night, this is pure brainwashing of the police.
[00:19:50.899 --> 00:19:52.922]  To get them caught up in the corruption and the lying.
[00:19:54.685 --> 00:19:56.488]  They told everybody, oh this is just a drill.
[00:19:56.768 --> 00:19:58.491]  But they told the cops, don't tell the public.
[00:19:59.172 --> 00:19:59.813]  It's not a drill.
[00:19:59.833 --> 00:20:01.196]  I'm going to explain what's really going on.
[00:20:01.216 --> 00:20:04.882]  This is a massive psychological warfare operation.
[00:20:06.408 --> 00:20:07.448]  Hi, this is Ted Anderson.
[00:20:07.528 --> 00:20:11.849]  Have you ever wondered why banks, stockbrokers, investment advisors won't talk about gold IRAs?
[00:20:12.009 --> 00:20:17.630]  They've been available since 1986, yet the financial industry won't recognize the value of gold for your retirement.
[00:20:17.730 --> 00:20:21.071]  Gold has outperformed paper investments, yet no word about IRAs.
[00:20:21.311 --> 00:20:23.872]  If you would like to have gold for your retirement, call 800-686-2237.
[00:20:23.972 --> 00:20:28.793]  Don't get left behind by rising inflation and low returns.
[00:20:28.933 --> 00:20:29.253]  Call 800-686-2237.
[00:20:29.273 --> 00:20:30.553]  Secure your future and call 1-800-686-2237.
[00:20:35.694 --> 00:20:38.055]  Can you go without a good meal for three days?
[00:20:38.356 --> 00:20:40.617]  Is your pantry prepared for what's around the corner?
[00:20:40.857 --> 00:20:44.419]  At PantryPrepared.com, we offer gourmet meals for any budget.
[00:20:44.499 --> 00:20:48.862]  They're GMO-free, contain no MSG, and have a 25-year shelf life.
[00:20:49.102 --> 00:20:50.823]  Gluten-free meals are also available.
[00:20:51.023 --> 00:20:55.646]  Order this week and get free shipping and a free cube stove that heats up to 1,200 degrees.
[00:20:55.826 --> 00:20:59.869]  To learn more about a free one-year supply package, visit PantryPrepared.com.
[00:20:59.929 --> 00:21:02.450]  That's PantryPrepared.com or call 801-913-1441.
[00:21:05.572 --> 00:21:09.095]  Digestive health is the key to wellness and elimination of toxins.
[00:21:09.436 --> 00:21:10.156]  That bears repeating.
[00:21:10.477 --> 00:21:14.000]  Digestive health is the key to wellness and elimination of toxins.
[00:21:14.360 --> 00:21:18.624]  And Pro-EM1 Daily Probiotic Cleanse is the key to digestive health.
[00:21:18.925 --> 00:21:24.390]  Pro-EM1 is a powerful liquid probiotic, strong enough to cleanse, gentle enough to use every day.
[00:21:24.770 --> 00:21:26.971]  Pro-EM1 is dairy, wheat, and soy free.
[00:21:27.231 --> 00:21:29.493]  Contains all natural and certified organic ingredients.
[00:21:29.733 --> 00:21:31.634]  Contains no preservatives or animal products.
[00:21:31.874 --> 00:21:33.835]  Supports a healthy digestive and immune system.
[00:21:33.975 --> 00:21:34.716]  Supports weight loss.
[00:21:34.996 --> 00:21:36.497]  Improves absorption of food nutrients.
[00:21:36.797 --> 00:21:38.198]  Aids in controlling yeast infections.
[00:21:38.458 --> 00:21:39.699]  Is never freeze-dried.
[00:21:40.039 --> 00:21:43.901]  And uses three groups of live, viable, beneficial microbes to cleanse and remove toxins.
[00:21:44.241 --> 00:21:47.683]  Order Pro-EM1 Daily Probiotic Cleanse at Terragonics.com.
[00:21:48.023 --> 00:21:51.646]  Spelled T-E-R-A-G-A-N-I-X dot com.
[00:21:51.926 --> 00:21:53.087]  Terragonics dot com.
[00:21:53.467 --> 00:21:54.287]  Or call toll free 866-369-3678.
[00:21:54.307 --> 00:21:54.728]  That's 866-369-3678.
[00:21:54.748 --> 00:21:55.928]  Pro-EM1, the raw probiotic.
[00:22:05.438 --> 00:22:08.200]  Protecting your home with a security system is a must.
[00:22:08.440 --> 00:22:14.464]  But when it comes to protecting your family, your home, and belongings, there's no need to sign a long-term contract.
[00:22:14.824 --> 00:22:21.208]  Listen, there is some real scum in the alarm business cashing in by locking you into long, punishing contracts.
[00:22:21.608 --> 00:22:23.570]  Not with SimpliSafe Home Security.
[00:22:23.910 --> 00:22:24.951]  They're the good guys.
[00:22:25.251 --> 00:22:27.953]  You can trust SimpliSafe to protect your family.
[00:22:28.313 --> 00:22:32.617]  SimpliSafe was created by a Harvard Business School engineer and it's revolutionary.
[00:22:32.817 --> 00:22:36.099]  You'll get 24-hour protection for just $14.99 a month.
[00:22:36.359 --> 00:22:39.102]  There are no hidden fees and no contracts.
[00:22:39.302 --> 00:22:40.262]  You'll save thousands.
[00:22:40.523 --> 00:22:43.585]  Plus, you're protected by their 100% money-back guarantee.
[00:22:43.905 --> 00:22:46.968]  Protect yourself against home invasions and break-ins.
[00:22:47.348 --> 00:22:51.291]  Order your SimpliSafe system now and receive a wireless keychain remote.
[00:22:51.531 --> 00:22:53.475]  A $25 gift, free.
[00:22:53.876 --> 00:22:56.520]  So don't waste your time dealing with scum.
[00:22:56.881 --> 00:23:03.574]  Visit GetSimplySafe.com GetSimplySafe.com GetSimplySafe.com
