[00:00:34.824 --> 00:00:35.585]  Good evening, everyone.
[00:21:23.406 --> 00:21:25.907]  I think, well see, I like WikiLeaks.
[00:21:26.227 --> 00:21:35.709]  I am supportive of people exposing the injustice in the world, so that is the kind of, but like Alex was saying, they're going after whistleblowers.
[00:21:36.309 --> 00:21:36.829]  You know what I mean?
[00:21:36.849 --> 00:21:44.451]  I'm into the whistleblower when it's in the favor of the American public, you know what I mean?
[00:21:45.351 --> 00:21:58.282]  Again, they're finding ways to create disinformation, to discredit, or to actually just crowd the market of whistleblowers so that people will not know which whistleblowers are in their interest and which ones are not.
[00:21:58.362 --> 00:21:58.903]  You know what I mean?
[00:22:01.525 --> 00:22:09.555]  It's just like even with the Jesse Ventura Show, you know, it's like I watch that show and I like it that it's getting through, but it's done in such a manner that it's hard to believe it.
[00:22:10.156 --> 00:22:15.883]  It's like when I see the actors and then we got to turn this plane around and go meet so-and-so, it's like all that stuff seems so over the top that...
[00:22:16.784 --> 00:22:18.805]  It's hard to believe that they're going to let any of that get through.
[00:22:19.346 --> 00:22:27.230]  And like Alex said last time I was on, he said it was like a steam valve, you know, it's like the pressure's so big they're releasing some of the steam by letting that be on the television.
[00:22:27.250 --> 00:22:28.090]  That's one way, yeah.
[00:22:28.110 --> 00:22:31.632]  We're going to put out part of the story to let people think we're really covering it.
[00:22:31.752 --> 00:22:42.178]  But there's also going to be things like Zeitgeist, which are completely disinformation tools because it's like, you know, all based in Masonic and stuff like that.
[00:22:42.358 --> 00:22:44.960]  Have you seen that documentary called Aquarius, Age of Evil?
[00:22:45.746 --> 00:22:46.988]  No, it's on YouTube.
[00:22:47.008 --> 00:22:56.701]  It's pretty interesting, but a lot of it is spent debunking, actually just drawing, pointing out the correlation between the Zeitgeist and Masons.
[00:22:56.841 --> 00:23:01.727]  All the information in Zeitgeist was taken from Masonic sources and with the Masonic agenda in place.
[00:23:02.248 --> 00:23:02.828]  There you go.
[00:23:03.069 --> 00:23:11.054]  And, you know, Alex was actually, he, Peter Joseph, used some of Alex's footage on the first Zeitgeist movie.
[00:23:11.074 --> 00:23:11.554]  Yeah, I know.
[00:23:11.634 --> 00:23:12.675]  And then there was a big tiff.
[00:23:12.875 --> 00:23:22.442]  Yeah, I think it's a use of, that's again, see that's like him, I think they sprinkled in stuff that people think that they're on the right side because they used things like that.
[00:23:22.482 --> 00:23:31.187]  But I think that what they're, especially with the whole Jesus and the Son and like a lot of that stuff was disinformation, I think, to try and
[00:23:32.768 --> 00:23:40.910]  They're trying to usher out the age of Jesus and usher in the age of... you know, regardless if you're religious or not, I think that's a lot of what is going on.
[00:23:40.930 --> 00:23:50.593]  They're trying to usher in the age of atheism and therefore people are going to be looking towards humans as opposed to spirituality.
[00:23:50.613 --> 00:23:51.253]  Well, then we can kill anybody.
[00:23:51.273 --> 00:23:51.933]  That's what happens.
[00:23:51.973 --> 00:23:54.334]  And it's like, hey, why not kill babies up to age three?
[00:23:56.314 --> 00:24:02.718]  There's all these news stories, you know, we were talking about abortion, where they're bringing these babies out and they were still alive and they're cutting their heads off with scissors.
[00:24:02.819 --> 00:24:04.139]  I mean, just disgusting stuff.
