[00:00:10.859 --> 00:00:11.120]  I'm good.
[00:03:04.289 --> 00:03:19.060]  And while it's not known whether DHS purchased these no hesitation targets, a company representative admitted to a customer yesterday that law enforcement agencies had requested at least one of the images which depicted a pregnant woman as a threat.
[00:03:19.621 --> 00:03:21.682]  A customer who called Law Enforcement Inc.
[00:03:21.822 --> 00:03:30.229]  yesterday told InfoWars that the company informed him the targets were strictly for Department of Homeland Security and other law enforcement agencies.
[00:03:30.928 --> 00:03:44.555]  Well, I wonder what would happen if somebody started selling, or maybe a target, they started using them at shooting ranges, if they started using targets of Obama or Senators exclusively.
[00:03:44.955 --> 00:03:46.376]  I wonder how they would feel about that.
[00:03:46.536 --> 00:03:52.999]  Perhaps they would feel about the same way that we do as citizens when we see that type of thing being done by law enforcement.
[00:03:53.179 --> 00:03:55.821]  Maybe they would send the Secret Service to investigate that.
[00:03:55.861 --> 00:03:56.261]  Who knows?
[00:03:56.861 --> 00:03:59.342]  They've done that for people who just make verbal threats.
[00:03:59.422 --> 00:04:02.402]  This is something that is a bit more than just a verbal threat.
[00:04:02.842 --> 00:04:06.043]  Let's take a look at a quick video that really shows some of these targets.
[00:04:07.784 --> 00:04:13.065]  Hi, I'm Janet Napolitano, Secretary of the Department of Homeland Security.
[00:04:13.085 --> 00:04:17.226]  Homeland security begins with hometown security.
[00:04:22.307 --> 00:04:25.808]  It seems apparent that our citizens are staying off the streets.
[00:04:26.548 --> 00:04:32.220]  Which may make scoring particularly difficult, even with this year's rule changes.
[00:04:32.280 --> 00:04:35.707]  To recap those revisions, women
[00:04:37.029 --> 00:04:40.590]  ...are still worth 10 points more than men in all age brackets.
[00:04:41.310 --> 00:04:49.933]  But teenagers now rack up 40 points, and toddlers under 12 now rate a big 70 points.
[00:04:50.093 --> 00:04:58.995]  The big score, anyone, any sex, over 75 years old, has been upped to 100 points.
[00:05:00.035 --> 00:05:05.957]  As always, how fast you move determines how long you live.
[00:05:24.198 --> 00:05:32.763]  Well, those targets you saw in that parody, now that was a parody, but those targets that you saw were actually the real targets produced by Law Enforcement Inc.
[00:05:33.204 --> 00:05:36.826]  at the behest of the Homeland Security and other law enforcement agencies.
[00:05:37.506 --> 00:05:46.912]  This is something that is just beyond belief, and the soundtrack that you heard there was from an old movie, Death Race, that thing that was done in 1974.
[00:05:48.593 --> 00:05:56.467]  But today we have imitations of what in the past was really just a dystopian view of the future.
[00:05:57.259 --> 00:06:04.704]  Now, this is something, this ammunition and targets and that sort of thing, is something that we broke quite some time ago.
[00:06:04.764 --> 00:06:09.487]  Paul Joseph Watson broke this, and I believe it was last summer that I first started talking about this.
[00:06:09.547 --> 00:06:14.771]  We were ridiculed, InfoWars was ridiculed, as well as Drudge, who picked up the story, for being alarmist.
[00:06:15.331 --> 00:06:21.776]  But they were actually data that was picked up off of the actual request for purchases from Homeland Security.
[00:06:22.376 --> 00:06:24.178]  Now, recently things have changed.
[00:06:24.799 --> 00:06:25.860]  Breitbart has picked it up.
[00:06:26.000 --> 00:06:35.189]  Even Mark Levin has started talking about why does the Department of Homeland Security and other federal agencies need such massive amounts of ammunition.
[00:06:35.730 --> 00:06:43.057]  As they pointed out, at the rate that we were using ammunition during the Iraq War, this would be equivalent to 24 years worth of ammunition.
[00:06:43.709 --> 00:06:51.297]  Now, the Associated Press, at the end of last week, tried to cover for Homeland Security, and they said, well, this is simply target practice.
[00:06:51.537 --> 00:06:52.538]  But let's do the math.
[00:06:52.979 --> 00:07:01.848]  They're talking about 90 different federal agencies, 70,000 agents that are using this for target practice, and they said that works out to about 15 million rounds a year.
[00:07:02.208 --> 00:07:02.789]  Well, that's true.
[00:07:03.249 --> 00:07:05.491]  And that's not an excessive number, that's only about 200 per agent.
[00:07:07.634 --> 00:07:12.180]  We have to ask though, do we really need 90,000 agents who are trained to shoot?
[00:07:12.761 --> 00:07:18.529]  Isn't this something like scores of agents who are harassing our people and eating out their substance?
[00:07:18.569 --> 00:07:20.792]  Do we need another Declaration of Independence?
[00:07:21.539 --> 00:07:23.881]  But take a look at that number, the 15 million.
[00:07:23.941 --> 00:07:37.031]  What hasn't been reported is, that is only, that is about, if they were to buy that and buy ammunition for those people, and that was the gist of the AP story, was that they were buying ammunition and doing it in bulk, so they could save money.
[00:07:37.452 --> 00:07:39.073]  But how much bulk do they need to get?
[00:07:39.674 --> 00:07:46.059]  At 15 million rounds a year, which is what the AP said they were using, that would be 133 years worth of target practice.
[00:07:46.079 --> 00:07:46.519]  133 years.
[00:07:50.620 --> 00:07:55.584]  Do they really need to buy 133 years worth of ammunition for target practice in order to save a little bit of money?
[00:07:55.884 --> 00:07:56.585]  It's ridiculous.
[00:07:57.245 --> 00:08:01.048]  No, actually, it looks like the target is really you.
[00:08:01.568 --> 00:08:05.892]  And as we see with these targets that have come out, it looks like the American public is the target.
[00:08:06.252 --> 00:08:14.678]  And it looks like, even beyond that, they're buying massive amounts of ammunition in order to dry up the supply of ammunition for the American public.
[00:08:15.539 --> 00:08:18.301]  Now, if you remember at the beginning of the Obama administration,
[00:08:19.429 --> 00:08:21.650]  Right after he took office, they stopped selling.
[00:08:21.690 --> 00:08:27.233]  They issued an order for the Department of Defense to stop selling once-used brass into the civilian market.
[00:08:27.713 --> 00:08:32.816]  And that affected, that was going to affect in a large way, the price and the availability of ammunition.
[00:08:33.396 --> 00:08:35.898]  Now we had two senators who kicked back against that.
[00:08:35.978 --> 00:08:41.260]  Senator Baucus and John Tester kicked back against that.
[00:08:41.340 --> 00:08:45.482]  But now it comes to light that as recently as December 2012, this policy
[00:08:48.948 --> 00:08:52.111]  That had been reversed after the Senators protested it.
[00:08:52.151 --> 00:08:53.952]  This policy is now still in effect.
[00:08:54.413 --> 00:09:06.703]  We have Fort Drum in New York, the actual Army garrison, is now recycling their brass in a different way.
[00:09:06.883 --> 00:09:13.569]  They're spending money to crush it into raw materials and selling those raw materials at a much reduced rate to China.
[00:09:14.029 --> 00:09:25.397]  They could sell the brass to the American market as one shoes brass and make a lot more money, but instead they're crushing this and selling it just as surplus brass to the Chinese market.
[00:09:25.837 --> 00:09:33.562]  This is, we have an article here where someone has written to, it's a site called congress.org.
[00:09:33.902 --> 00:09:43.469]  It encourages people to get involved and write their congressman, and what we just had on the screen there was someone's letter talking about the history of what happened with this recycled military brass.
[00:09:44.069 --> 00:09:44.389]  No, I don't.
[00:10:00.271 --> 00:10:22.091]  Law says in section 8019 it says that to demilitarize or destroy small arms ammunition or ammunition components that are not otherwise prohibited from commercial sale under federal law unless the small arms ammunition or ammunition components are certified by the Secretary of the Army or designee as unserviceable or unsafe for further use.
[00:10:22.612 --> 00:10:23.673]  So it says that they will not
[00:10:24.553 --> 00:10:25.313]  Uh, destroy that.
[00:10:25.373 --> 00:10:30.454]  But they will sell it, unless it has been designated as being unsafe for further use.
[00:10:30.914 --> 00:10:47.558]  So these once-fired brass shells should be, according to this public law that was put in in December 2009, in reaction to the Obama administration declaring that the Department of Defense was no longer going to sell small arms ammunition, they passed this law.
[00:10:48.158 --> 00:10:59.474]  Now we find in the 2012 document, if you can get a shot of this, this is from Fort Drum in New York, and this is their plans for integrated solid waste plan management.
[00:10:59.895 --> 00:11:03.099]  And we see here that in section 7.4.4,
[00:11:05.692 --> 00:11:06.892]  Right down here, okay?
[00:11:07.192 --> 00:11:08.933]  Brass from expended munitions.
[00:11:08.953 --> 00:11:12.834]  It says, brass from expended ammunition or munitions is recycled.
[00:11:13.414 --> 00:11:22.056]  Expended munitions must be free of any explosive hazard or residue and be crushed, shredded, or otherwise destroyed prior to public sale.
[00:11:22.716 --> 00:11:29.238]  At Fort Drum, brass from expended ammunition is processed through a brass deformer machine located at the transfer station.
[00:11:29.798 --> 00:11:33.119]  And the deformed brass is purchased by a scrap metal vendor.
[00:11:33.923 --> 00:11:46.334]  So that's what they're currently doing with it now in violation of the previous acts that said in 2009 that they would continue to sell this small arms ammunition into the civilian market.
[00:11:46.794 --> 00:11:55.562]  They also say on this document that within the fenced area is another small building where brass from expended ammunition is deformed and stored for resale.
[00:11:56.182 --> 00:12:00.204]  So, this is in violation of the law that was passed back in 2009.
[00:12:00.505 --> 00:12:09.350]  But we see three years later, they're still doing this in spite of the fact that ammunition is at an all-time high in terms of scarcity and price.
[00:12:10.370 --> 00:12:12.532]  It's very scarce and the price is very high.
[00:12:12.872 --> 00:12:18.115]  And the military could be making a lot of money in helping the civilian market to get the price of the ammunition down as well.
[00:12:18.615 --> 00:12:20.056]  But that's not what they want to do.
[00:12:21.457 --> 00:12:30.342]  Now, an economic article from Reuters questions whether or not the Iran economy is far from collapse as sanctions tighten.
[00:12:31.002 --> 00:12:37.986]  They said, a year after US sanctions largely froze Iran of the global banking system, shops in the Iranian capital are crowded.
[00:12:38.667 --> 00:12:41.008]  Finding a seat at good restaurants can be difficult.
[00:12:41.528 --> 00:12:47.612]  And ski resorts in the mountains north of Tehran continue to attract Tehran's glamorous and well-heeled.
[00:12:48.392 --> 00:12:49.633]  They go on to say that
[00:12:50.894 --> 00:13:05.342]  The IMF estimated in October that Iran would post a general state budget deficit of 3.9% of gross domestic product this year, easily bearable for a government with a gross debt of only 9% of GDP.
[00:13:05.862 --> 00:13:13.726]  And so that causes us to ask exactly how does the Iranian economy compare with some of these benchmarks to the United States economy?
[00:13:14.527 --> 00:13:18.289]  How are the sanctions affecting them and how are they coping with it?
[00:13:18.609 --> 00:13:19.910]  Let's take a look at this graph here.
[00:13:20.470 --> 00:13:40.535]  And you can see in this graph that in the Iranian economy, even though they have a budget deficit of about 9%, the US deficit is twice what their budget deficit is, and our debt to GDP ratio is six times what Iran's is.
[00:13:41.296 --> 00:13:42.756]  And so that brings up a question.
[00:13:43.656 --> 00:13:49.658]  Is our government trying harder to destroy our economy than it is trying to destroy Iran's economy?
[00:13:50.248 --> 00:14:00.250]  Now, whether or not it is incompetence or whether or not it's deliberate, and we can certainly question that as we see what they're doing with ammunition, we see what they're doing with targets of the American public.
[00:14:00.871 --> 00:14:04.131]  The question is whether it's incompetence or whether it's deliberate.
[00:14:04.611 --> 00:14:11.273]  Our economy and the government's actions, by most economic measurements, is doing worse than that of Iran.
[00:14:12.665 --> 00:14:21.113]  Well, our quote for the day is from Thomas Jefferson, and he says, My reading of history convinces me that most bad government results from too much government.
[00:14:21.954 --> 00:14:29.600]  I wonder if Thomas Jefferson would think that 90 federal agencies with 70,000 armed agents is too much government.
[00:14:30.121 --> 00:14:33.324]  And he might also say that's a government that looks like it's breaking bad.
[00:14:34.321 --> 00:14:36.261]  Well, we will be right back after this break.
[00:14:36.501 --> 00:14:40.582]  We've got an interview with Alex Jones, and he's going to be talking about Operation Paul Revere.
[00:14:40.602 --> 00:14:49.344]  Now, if you don't know, that's a $115,000 cash contest prize, and also an online virtual film festival.
[00:14:49.984 --> 00:14:57.226]  And Alex is going to give those of you who want to participate some insights into what we're looking for, and the rest of you tell you why we're going to be doing this.
[00:14:57.286 --> 00:15:00.447]  It's a very important film contest, we believe, for liberty.
[00:15:00.907 --> 00:15:02.547]  And that'll be coming up right after the break.
[00:15:08.089 --> 00:15:12.072]  InfoWars.com is proud to introduce the new InfoWars skateboards by Alien Workshop.
[00:15:12.633 --> 00:15:14.614]  Skaters have always been against the grain socially.
[00:15:14.915 --> 00:15:16.256]  Now wake up your friends politically.
[00:15:16.596 --> 00:15:18.217]  Just go to InfoWarsStore.com.
[00:15:18.498 --> 00:15:20.219]  We have Divide and Conquer or Brainwashing.
[00:15:20.699 --> 00:15:26.164]  Then take your deck to your local skate shop, pick out your own trucks, your own wheels, and then hit the streets and wake some people up.
[00:15:26.504 --> 00:15:28.326]  Here is legendary skateboarder Jake Nunn.
[00:15:28.726 --> 00:15:31.028]  This one has a lot more concave than I have on my board.
[00:15:31.268 --> 00:15:32.089]  And I like concave.
[00:15:32.449 --> 00:15:34.331]  It makes it easier to turn and feel the board.
[00:15:35.091 --> 00:15:35.552]  It's pretty cool.
[00:15:35.612 --> 00:15:36.993]  I mean, it's almost the same shape as mine.
[00:15:37.912 --> 00:15:39.653]  It's not really a sport, and it's not really art.
[00:15:40.234 --> 00:15:41.975]  It's just kind of freedom, you know?
[00:15:42.255 --> 00:15:45.457]  I've listened to Alex Jones for a long time, and I love what InfoWars does.
[00:15:45.477 --> 00:15:47.198]  I've always loved Alien Workshop, too.
[00:15:47.218 --> 00:15:48.919]  I think it's kind of cool you guys got together.
[00:15:48.939 --> 00:15:50.681]  This one's pretty nice.
[00:15:52.082 --> 00:15:54.023]  Definitely one for the wall, one for the collection.
[00:15:54.803 --> 00:15:55.564]  Also a good skate.
[00:15:56.264 --> 00:15:59.987]  Get these limited edition decks at InfoWarsStore.com.
[00:16:00.647 --> 00:16:01.288]  This is Jake Nunn.
[00:16:01.608 --> 00:16:04.650]  Get these beautiful new skateboards at InfoWars.com.
[00:16:05.170 --> 00:16:06.491]  Alien Workshop collaboration.
[00:16:06.772 --> 00:16:07.172]  Good stuff.
[00:16:09.187 --> 00:16:13.712]  Alex Jones here with a message that could revolutionize health in this country.
[00:16:13.992 --> 00:16:19.838]  Going back about a year and a half ago, I began to learn about the incredible health effects of longevity products.
[00:16:20.218 --> 00:16:22.580]  Erin Dykes lost 92 pounds.
[00:16:22.921 --> 00:16:25.844]  We're going to show you some before and afters.
[00:16:26.264 --> 00:16:28.045]  Aaron, break down what happened.
[00:16:28.085 --> 00:16:28.646]  Your story.
[00:16:28.906 --> 00:16:33.969]  I've worked really hard with diet and exercise to try to lose weight, but I just didn't get the results.
[00:16:34.009 --> 00:16:34.889]  It just didn't happen.
[00:16:35.190 --> 00:16:37.771]  Then I saw what you were doing with Infowarsteam.com.
[00:16:38.251 --> 00:16:42.074]  I wasn't even trying to lose weight, but I got it because I wanted to feel better energy.
[00:16:42.094 --> 00:16:42.494]  I wanted that
[00:16:42.574 --> 00:16:42.994]  I don't know.
[00:17:30.709 --> 00:17:35.771]  Operation Paul Revere, the largest film contest out there right now.
[00:17:35.791 --> 00:17:40.053]  $115,000 in cash prizes, as well as an opportunity to get before a huge audience.
[00:17:40.133 --> 00:17:45.796]  If you're a film professional, this is your chance to get to hundreds of thousands of people on just our YouTube channel.
[00:17:46.276 --> 00:17:48.017]  Right now I've got with us Alex Jones.
[00:17:48.137 --> 00:17:50.818]  Alex, tell us a little bit about what you're trying to do with this film contest.
[00:17:51.278 --> 00:17:59.161]  Well, David, about a month ago we launched this, and it's got a small window of three months, because tyranny has taken over this country.
[00:17:59.361 --> 00:18:11.466]  And whatever your idea of liberty is out there, we want you to make a short film, or it could even be a long film, the rules are at InfoWars.com forward slash contest, to resist this tyranny.
[00:18:11.906 --> 00:18:15.549]  That's why we're calling it Operation Paul Revere.
[00:18:16.250 --> 00:18:20.253]  And you could be what you call a liberal, a conservative, a constitutionalist, a libertarian.
[00:18:20.593 --> 00:18:21.914]  It could be a three-minute piece.
[00:18:21.994 --> 00:18:23.015]  It could be a two-hour piece.
[00:18:23.075 --> 00:18:26.338]  It could be fiction, nonfiction, drama, a musical.
[00:18:26.798 --> 00:18:29.441]  We want to just encourage that dynamic.
[00:18:29.921 --> 00:18:37.826]  Human spirit to get involved and to go out there and warn and awaken people to become politically involved themselves.
[00:18:37.906 --> 00:18:49.013]  So we're trying to initiate brush fires in the minds of men and women out there in the animating contest for liberty to get them to cause a chain reaction to get other people to do it as well.
[00:18:49.153 --> 00:18:49.954]  And the goal is
[00:18:50.754 --> 00:18:50.854]  Yeah.
[00:19:15.666 --> 00:19:18.647]  To actually finance it and then try to put it in theaters and things like that.
[00:19:18.947 --> 00:19:20.027]  We're out there crowdsourcing.
[00:19:20.247 --> 00:19:22.928]  Just like about a year ago we had a contest for reporters.
[00:19:23.188 --> 00:19:23.988]  Exactly.
[00:19:24.228 --> 00:19:25.609]  And you were one of the runners-up.
[00:19:25.629 --> 00:19:26.229]  You didn't win.
[00:19:26.669 --> 00:19:30.510]  Jakari Jackson won for the male reporter and then was a female reporter winner.
[00:19:30.710 --> 00:19:34.411]  But we hired five reporters out of that, even though there were only two reporters.
[00:19:35.031 --> 00:19:36.872]  And that was for, what was it, a $5,000 prize?
[00:19:37.892 --> 00:19:38.552]  Right, right.
[00:19:58.104 --> 00:19:58.685]  So aggressive.
[00:19:58.725 --> 00:20:02.668]  And there's two months for people to put their film out.
[00:20:02.768 --> 00:20:07.872]  And regardless, we're going to be featuring excerpts out here on The Nightly News that reaches hundreds of thousands a week.
[00:20:08.312 --> 00:20:10.934]  We're going to be featuring excerpts on the radio show Slash TV.
[00:20:10.954 --> 00:20:13.436]  It's also television that reaches three million a day.
[00:20:14.317 --> 00:20:18.400]  We reach total about 15 million people conservatively a week one way or another.
[00:20:19.581 --> 00:20:24.302]  And we've reached, I don't know, it's over 300 million on just one of our YouTube channels alone.
[00:20:24.322 --> 00:20:27.843]  We could show some of the viewers, just the Alex Jones Channel.
[00:20:28.203 --> 00:20:34.725]  Some of my films have been seen over 40 million times free online, like the Obama deception, tens of millions of times with the other films.
[00:20:35.125 --> 00:20:37.406]  So I want to say, hey, I've got this platform.
[00:20:38.186 --> 00:20:42.307]  You can enter and you know you're standing up against corruption, so you win that way.
[00:20:43.107 --> 00:20:57.015]  You got a chance to win $100,000, and then you've also got a chance, whether you win or not, to then talk to us about your other ideas, and then our ideas, and creating, I think, really three film teams in the next year, working with our crew to deploy that.
[00:20:57.055 --> 00:20:57.776]  So I'm kind of like...
[00:20:58.889 --> 00:21:01.430]  Fire all your guns at once and explode into space.
[00:21:02.771 --> 00:21:03.992]  I think that's a rock and roll song.
[00:21:04.352 --> 00:21:09.054]  But the point is that we're born to be free, not just born to be wild.
[00:21:09.174 --> 00:21:10.135]  And that, of course, means free.
[00:21:10.535 --> 00:21:12.736]  And so this is Operation Paul Revere.
[00:21:13.036 --> 00:21:14.757]  You are the Paul Revere of the 21st century.
[00:21:14.777 --> 00:21:16.418]  That's kind of a rant.
[00:21:16.518 --> 00:21:21.100]  But there's two months left, and we're getting a lot of great contacts, a lot of great early entries.
[00:21:22.601 --> 00:21:27.848]  I just want the amazing filmmakers out there to know that we're going to take two months to judge this.
[00:21:28.369 --> 00:21:31.533]  And two months to play clips on air and get viewer feedback as well.
[00:21:31.733 --> 00:21:34.617]  But I'm the final judge.
[00:21:34.697 --> 00:21:36.259]  My crew's going to give me their take as well.
[00:21:36.279 --> 00:21:37.621]  And these are real contests.
[00:21:37.921 --> 00:21:40.982]  Well, one of the key things is that you're looking for new, original content.
[00:21:41.063 --> 00:21:46.005]  You want to see what people can produce, and not only in a short period of time, but you want to see original content as well.
[00:21:46.205 --> 00:21:55.930]  Yeah, walk through that key, because we've had so many... What was happening, David and I, last week and yesterday, we're sitting around talking about, yeah, a lot of good stuff coming in, but a lot of old stuff, people aren't reading the rules.
[00:21:55.950 --> 00:22:00.212]  You know, this is, what can you make?
[00:22:00.312 --> 00:22:02.673]  It's new, and it's proving that
[00:22:03.413 --> 00:22:06.045]  Because I can say we're looking for filmmakers to work with us in new films.
[00:22:06.467 --> 00:22:08.435]  Established filmmakers usually have their own projects.
[00:22:10.832 --> 00:22:13.414]  We're open to some of that too.
[00:22:13.434 --> 00:22:16.716]  For the cash prize it has to be new content.
[00:22:17.637 --> 00:22:21.140]  You talk about your concerns and your ideas.
[00:22:21.660 --> 00:22:23.601]  Film has a lot of power to change minds.
[00:22:23.782 --> 00:22:28.585]  You've talked many times about how in Jaws they got people afraid of sharks.
[00:22:28.685 --> 00:22:29.866]  Irrationally afraid of sharks.
[00:22:30.807 --> 00:22:34.049]  In Doctor Strangelove they ridiculed fluoridation of water.
[00:22:35.150 --> 00:22:36.191]  Really made it look kooky.
[00:22:36.551 --> 00:22:37.452]  So you can do a lot of things.
[00:22:37.472 --> 00:22:43.875]  You can take Brazil, where they took authoritarian governments, ridiculed them, but really made a strong point about authoritarianism.
[00:22:44.275 --> 00:22:49.839]  So a story has a really powerful way to affect people, to really change hearts and minds.
[00:22:49.879 --> 00:22:55.282]  And right now we've got a lot of people who are just willing to give up their liberty for the promise of security.
[00:22:55.342 --> 00:22:58.063]  So I think this is, you know, in terms of what's your target audience?
[00:22:58.083 --> 00:23:01.045]  What are you trying to, you know, when you want to wake people up?
[00:23:01.505 --> 00:23:03.667]  What are the people, you're looking for people who are asleep, right?
[00:23:03.687 --> 00:23:05.268]  That you want these films to reach out to?
[00:23:05.288 --> 00:23:11.113]  Well, again, David Knight, that's why I'm so glad you're here and we're part of the last contest, because you're really a smart guy.
[00:23:11.554 --> 00:23:14.236]  He just crystallized everything I tried to say in five minutes.
[00:23:14.656 --> 00:23:15.497]  This is a big deal.
[00:23:15.797 --> 00:23:18.880]  We've got the bad guys, the big corporations, the globalists.
[00:23:19.660 --> 00:23:30.366]  out there financing all this tyranny, all this garbage, all this pro-war, anti-liberty, anti-family garbage, pro-drone, pro-surveillance state, pro-GMO.
[00:23:30.887 --> 00:23:36.290]  But then you do see there are good people out there like Terry Gilliam and others who are putting films out like Brazil.
[00:23:36.710 --> 00:23:38.571]  We need to see more of that.
[00:23:38.651 --> 00:23:46.216]  We need to see the creative force out there turned loose and realizing that there are other people out there as well that are doing this.
[00:23:46.276 --> 00:23:47.957]  So our target audience
[00:23:48.877 --> 00:23:55.723]  It's basically everybody, but particularly those that are somewhat awake, but that don't really get the big picture.
[00:23:56.844 --> 00:24:08.174]  And so really, my target audience is trying to get people to creatively realize they have power and that there is an information war going on and that people need to get involved.
[00:24:09.315 --> 00:24:10.095]  I'm a Paul Revere.
[00:24:10.115 --> 00:24:11.015]  You're a Paul Revere.
[00:24:11.035 --> 00:24:20.057]  We're trying to get other Paul Reveres to take action to trigger other Paul Reveres to have a societal shift to the fact that the authoritarians are really taking over and we're in great danger.
[00:24:20.598 --> 00:24:24.658]  So, you know, when we say target audience, it's to awaken the sleeping giant.
[00:24:25.119 --> 00:24:26.919]  It is to engage in a Paul Revere event.
[00:24:27.359 --> 00:24:29.279]  And it could be any topic, you know, out there.
[00:24:29.299 --> 00:24:30.980]  It could be smart meters, Second Amendment.
[00:24:31.020 --> 00:24:31.320]  It could be
[00:24:32.040 --> 00:24:32.880]  With 20 subjects.
[00:24:32.940 --> 00:24:35.761]  It could be what's happened to a personal family.
[00:24:36.642 --> 00:24:38.322]  I mean, there's just so many ideas.
[00:24:38.342 --> 00:24:43.684]  This is a giant brainstorming session we're having with $115,000 in the middle of it.
[00:24:44.284 --> 00:24:46.905]  But that's only there to signify this is important.
[00:24:47.826 --> 00:24:47.986]  Right.
[00:24:48.286 --> 00:24:49.966]  And it could be any kind of issue, like you mentioned before.
[00:24:49.986 --> 00:24:52.787]  It could be somebody that's on the left, somebody that's on the right, somebody that's libertarian.
[00:24:53.127 --> 00:24:57.209]  You know, it's whatever their issue is with personal freedom, right, is what you're looking for.
[00:24:57.995 --> 00:25:06.397]  Well, conservatives don't like secret arrest and torture and NDAA and Patriot Act, but suddenly they're where the so-called left was just five years ago with Bush.
[00:25:06.918 --> 00:25:12.079]  Now the so-called left won't criticize Obama with NDAA and warrantless wiretapping and torture.
[00:25:12.099 --> 00:25:14.480]  I mean, I'm saying let's get past all these labels.
[00:25:15.060 --> 00:25:18.461]  And what is the tyranny that's wrong in the world and what's right in the world?
[00:25:19.042 --> 00:25:21.043]  And so it's unlimited.
[00:25:21.063 --> 00:25:22.023]  It's the fish in the sea.
[00:25:22.523 --> 00:25:24.264]  It's what do you think is important out there?
[00:25:25.204 --> 00:25:32.888]  I mean, I'm really looking forward to seeing what you produce, what you do, what comes out of this.
[00:25:32.908 --> 00:25:35.669]  Because we've had contests, film contests, like I said, $15,000.
[00:25:35.709 --> 00:25:37.110]  Was in second place $5,000.
[00:25:37.230 --> 00:25:38.550]  I think third place $1,000.
[00:25:39.010 --> 00:25:42.832]  And I mean, there were actors I've seen on TV and stuff that got involved.
[00:25:43.052 --> 00:25:43.512]  Oh yeah.
[00:25:43.612 --> 00:25:50.637]  So, this is a big deal, and I've already been in a couple of good-sized Hollywood movies, just because Richard Linklater called and invited me to be in them.
[00:25:51.958 --> 00:26:00.904]  I've been using voiceovers and things in quite a few big movies, even as of late, and I'm so unfocused on it I can't remember their names, because that's kind of, you know, Hollywood stuff.
[00:26:01.405 --> 00:26:02.405]  I'm really into you.
[00:26:03.506 --> 00:26:04.706]  And the globalists are into you too.
[00:26:04.726 --> 00:26:05.727]  They're spying on you.
[00:26:05.747 --> 00:26:06.827]  They're stealing your ideas.
[00:26:06.867 --> 00:26:08.208]  They're watching you.
[00:26:08.528 --> 00:26:09.928]  That's what Google and all this is about.
[00:26:10.268 --> 00:26:12.089]  I'm saying let's be unpredictable.
[00:26:12.329 --> 00:26:13.049]  This is a big deal.
[00:26:13.089 --> 00:26:13.769]  This is exciting.
[00:26:13.809 --> 00:26:18.451]  And again, I just desperately want to get the word out to everybody this is happening.
[00:26:18.771 --> 00:26:21.812]  I mean, somebody could see this a week before the contest ends.
[00:26:22.572 --> 00:26:26.194]  And they could go out and shoot something really dynamic and from the heart that moves us.
[00:26:26.934 --> 00:26:28.614]  And, wow, I want to work with that person.
[00:26:29.015 --> 00:26:31.636]  Who is the next great liberty documentary filmmaker?
[00:26:31.816 --> 00:26:33.516]  Right, because it's not just about technical values.
[00:26:33.556 --> 00:26:36.137]  I mean, that's something we're looking for, but it's also about ideas.
