[00:00:06.465 --> 00:00:10.668]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:18:35.874 --> 00:18:42.199]  And I think about third world villages I've been in with poor children, with cane poles, with electricity in their eyes.
[00:18:42.759 --> 00:18:46.582]  So happy to be staring into a beautiful stream, catching fish.
[00:18:47.202 --> 00:18:58.030]  And then I think about rich, wealthy, decadent children, totally confused, totally upset, running to and fro to playdates and events and, and, and...
[00:18:59.191 --> 00:19:14.588]  Different activities desperately looking for fulfillment with their mothers and their fathers desperately looking for fulfillment when fulfillment was already there in the secret place of the most time.
[00:19:16.050 --> 00:19:18.392]  And that the whole world has now been built
[00:19:19.429 --> 00:19:20.109]  Even of old!
[00:19:20.529 --> 00:19:46.560]  The old temples, the old systems, the old art of the secret priesthoods, to suppress the fact that majesty and wonder and creation is all around us, and that we are fulfilled by simply breathing air into our lungs, and that we are now being put into a fully artificial cage, an artificial habitat, a giant electromagnetic gulag,
[00:19:48.567 --> 00:19:53.230]  In the preparation for world mass extermination.
[00:19:54.631 --> 00:19:55.472]  And it's all public.
[00:19:56.072 --> 00:19:56.713]  It's all admitted.
[00:19:57.593 --> 00:20:00.716]  The NSA is on record spying on the general public.
[00:20:00.756 --> 00:20:01.937]  We're going to get to that when we come back.
[00:20:01.997 --> 00:20:06.100]  Now there's an amazing new natural antibiotic every person must have.
[00:20:06.380 --> 00:20:08.181]  It's Cells Alive Silver Solution.
[00:20:08.281 --> 00:20:13.004]  And it destroys over 650 hard to kill viruses, fungus, bacteria, and much more.
[00:20:13.185 --> 00:20:16.647]  Cells Alive Silver Solution has no expiration date, is great for
[00:20:16.647 --> 00:20:16.927]  I don't know.
[00:20:31.664 --> 00:20:32.744]  Hi, this is Ted Anderson.
[00:20:32.824 --> 00:20:37.145]  Have you ever wondered why banks, stockbrokers, investment advisors won't talk about gold IRAs?
[00:20:37.325 --> 00:20:42.947]  They've been available since 1986, yet the financial industry won't recognize the value of gold for your retirement.
[00:20:43.027 --> 00:20:46.367]  Gold has outperformed paper investments, yet no word about IRAs.
[00:20:46.608 --> 00:20:49.168]  If you would like to have gold for your retirement, call 800-686-2237.
[00:20:49.288 --> 00:20:54.109]  Don't get left behind by rising inflation and low returns.
[00:20:54.249 --> 00:20:54.469]  Call 800-686-2237.
[00:20:54.489 --> 00:20:55.870]  Secure your future and call 1-800-686-2237.
[00:21:01.411 --> 00:21:06.272]  There are those curious about bitcoins and those using and making money with bitcoins.
[00:21:06.752 --> 00:21:07.953]  What are bitcoins?
[00:21:08.393 --> 00:21:14.474]  A bitcoin is the first decentralized currency that can be easily transferred from person to person over the internet.
[00:21:14.875 --> 00:21:16.315]  No bank needed.
[00:21:16.695 --> 00:21:21.996]  This means lower fees and accounts can never be frozen, limited or closed.
[00:21:22.376 --> 00:21:24.157]  You are in control of your money.
[00:21:24.637 --> 00:21:25.438]  And the best part?
[00:21:25.819 --> 00:21:29.043]  You can start earning and making money with bitcoins right away.
[00:21:29.443 --> 00:21:36.852]  No computer or expertise is required to earn money with bitcoins and a growing number of merchants now accept bitcoins.
[00:21:37.312 --> 00:21:40.977]  Plus, they're easily exchanged for dollars, euros and more.
[00:21:41.337 --> 00:21:52.842]  Learn more about the easiest, cheapest, most profitable way to enter the Bitcoin market and get paid every two weeks by one of the fastest growing Bitcoin miners in the world at CloudHashing.com.
[00:21:53.322 --> 00:21:56.163]  Just like it sounds, CloudHashing.com.
[00:21:56.583 --> 00:21:58.484]  That's CloudHashing.com.
[00:21:58.904 --> 00:22:00.425]  We mine your business.
[00:22:00.925 --> 00:22:02.105]  Hello, I'm Alex Jones.
[00:22:02.366 --> 00:22:12.809]  Myself, my family, the Infowars.com team want to relay to you and your families that we are intensifying our efforts against the globalists on every front.
[00:22:13.029 --> 00:22:19.931]  Infowars.com is leading the fight against the technocrats, but we can't do that without your help.
[00:22:20.231 --> 00:22:22.972]  By getting the films, bumper stickers, and t-shirts,
[00:22:23.012 --> 00:22:24.613]  It's at Infowars.com.
[00:22:24.773 --> 00:22:31.056]  You will wake up people in your area and support our operation as we move to the next level.
[00:22:31.496 --> 00:22:34.758]  We need your help to spread the word like never before.
[00:22:34.998 --> 00:22:40.581]  They wish to hide themselves during this tectonic battle between the forces of freedom and darkness.
[00:22:41.121 --> 00:22:50.631]  You are the response to the globalist technocrats and their program of global eugenics dehumanization and ultimate extermination.
[00:22:51.012 --> 00:22:52.193]  The war is here.
[00:22:52.513 --> 00:22:53.915]  It's an info war.
[00:22:54.415 --> 00:22:56.157]  The spirit of 1776 versus the mindset of 1984.
[00:23:00.962 --> 00:23:04.507]  Digestive health is the key to wellness and elimination of toxins.
[00:23:04.847 --> 00:23:05.568]  That bears repeating.
[00:23:05.868 --> 00:23:09.373]  Digestive health is the key to wellness and elimination of toxins.
[00:23:09.733 --> 00:23:13.998]  And Pro-EM1 Daily Probiotic Cleanse is the key to digestive health.
[00:23:14.299 --> 00:23:19.786]  Pro-EM1 is a powerful liquid probiotic, strong enough to cleanse, gentle enough to use every day.
[00:23:20.146 --> 00:23:22.347]  Pro-EM1 is dairy, wheat, and soy free.
[00:23:22.607 --> 00:23:24.868]  Contains all natural and certified organic ingredients.
[00:23:25.108 --> 00:23:27.009]  Contains no preservatives or animal products.
[00:23:27.269 --> 00:23:29.210]  Supports a healthy digestive and immune system.
[00:23:29.350 --> 00:23:30.090]  Supports weight loss.
[00:23:30.370 --> 00:23:31.871]  Improves absorption of food nutrients.
[00:23:32.211 --> 00:23:33.572]  Aids in controlling yeast infections.
[00:23:33.832 --> 00:23:35.072]  Is never freeze-dried.
[00:23:35.412 --> 00:23:39.274]  And uses three groups of live, viable, beneficial microbes to cleanse and remove toxins.
[00:23:39.634 --> 00:23:43.055]  Order Pro-EM1 Daily Probiotic Cleanse at Terragonics.com.
[00:23:43.396 --> 00:23:47.017]  Spelled T-E-R-A-G-A-N-I-X dot com.
[00:23:47.297 --> 00:23:48.438]  Terragonics dot com.
[00:23:48.838 --> 00:23:49.658]  Or call toll free 866-369-3678.
[00:23:49.678 --> 00:23:50.118]  That's 866-369-3678.
[00:23:50.138 --> 00:23:51.219]  Pro-EM1, the raw probiotic.
[00:24:08.638 --> 00:24:13.763]  I'm going to get into the giant new developments on the NSA front actually at the start of the next segment.
[00:24:15.424 --> 00:24:19.108]  I want to finish up with just the desperation of our decadent society.
[00:24:20.569 --> 00:24:21.370]  And we know where it's going 100%.
[00:24:22.290 --> 00:24:25.833]  It's historically a cycle and we know exactly what's going to happen.
[00:24:25.853 --> 00:24:29.675]  And I want to break down just in generality what we're facing.
[00:24:29.995 --> 00:24:33.518]  And then coming up, exclusive Reuters reports, U.S.
[00:24:34.378 --> 00:24:39.302]  directs agents to cover a program used to investigate Americans for common crimes.
[00:24:40.903 --> 00:24:46.507]  And it goes on to say that marijuana, you name it,
[00:24:48.743 --> 00:24:52.546]  Watering your lawn on the wrong day, the NSA gets all that and gives it to local government.
[00:24:53.046 --> 00:24:55.168]  Yeah, that's what the threat fusion centers are for.
[00:24:56.048 --> 00:25:02.513]  But then they play games and go, we don't spy, we just gather the data, and the computer makes the decisions, so that makes it okay.
[00:25:02.533 --> 00:25:06.616]  Kind of like the family that Googled last week, the Italian family in Florida.
[00:25:07.616 --> 00:25:09.137]  No criminal record, it's a nice family.
[00:25:09.178 --> 00:25:13.601]  Googled, uh... Googled, uh, pressure cooker.
[00:25:14.650 --> 00:25:17.533]  You know, to order one, I've got a couple pressure cookers to cook things.
[00:25:17.553 --> 00:25:18.313]  I guess I'm a terrorist.
[00:25:18.794 --> 00:25:22.637]  And then separately, their kids were getting ready to go to school, so the next day they looked up backpacks.
[00:25:23.278 --> 00:25:24.559]  And so they got a SWAT team right.
[00:25:27.482 --> 00:25:29.724]  And remember, the government runs al-Qaeda on record.
[00:25:29.744 --> 00:25:32.786]  We're going to get to the whole fake terror alerts, all of it in the next segment.
[00:25:33.527 --> 00:25:35.289]  So some big news breaking right now.
[00:25:36.809 --> 00:25:55.953]  While the globalists, under international treaty, wire all the electronics so they can surveil and take control of them, and then go, oh my gosh, we need bigger government agencies to counter the hackers, because now they can hack your smartphone, hack your washing machine, hack your smart meter, hack your toilet.
[00:25:56.013 --> 00:25:58.753]  That's luxury toilet users warned of hardware flaw.
[00:25:59.154 --> 00:26:01.114]  The hackers may flood your house with them.
[00:26:05.011 --> 00:26:06.933]  This is such a sick joke, ladies and gentlemen.
[00:26:06.973 --> 00:26:09.837]  We are building the pit for our own destruction.
[00:26:10.257 --> 00:26:13.941]  By the way, I have an article out of Reuters again.
[00:26:14.482 --> 00:26:20.429]  They said there's an emergency with radioactivity spewing out of the five reactors that blew up in Japan.
[00:26:21.310 --> 00:26:22.552]  How many years are we into this now?
[00:26:24.468 --> 00:26:29.852]  Three months into it, they caught yellowfin tuna and bluefin in the Pacific off the coast of California.
[00:26:29.892 --> 00:26:36.096]  So radioactive that just eating it is guaranteed to take many years off your life, the government decided to not tell you.
[00:26:36.717 --> 00:26:39.839]  But it came out a year after they'd... I mean, boy, let me tell you.
[00:26:40.600 --> 00:26:43.282]  Alarms go off in Southern California on the reactors now?
[00:26:43.642 --> 00:26:44.362]  What's their answer?
[00:26:44.683 --> 00:26:45.883]  They turn the alarms off.
[00:26:45.903 --> 00:26:50.086]  91% of global reactors, the 425 or whatever it is, are leaking.
[00:26:54.801 --> 00:26:59.343]  Uranium, plutonium, everything else, ladies and gentlemen, to the point now, they're just like, you know what?
[00:26:59.723 --> 00:27:00.884]  We're gonna let them leak.
[00:27:01.504 --> 00:27:02.484]  Don't worry about it.
[00:27:05.786 --> 00:27:10.988]  It's like a science fiction movie, like they're space aliens that live in a radioactive environment and want to radiate us.
[00:27:11.048 --> 00:27:13.509]  I mean, it's like you gotta think of some reason they do that.
[00:27:13.689 --> 00:27:15.070]  But no, they just have a death wish.
[00:27:17.099 --> 00:27:19.220]  It's what psychopaths always do in history.
[00:27:19.860 --> 00:27:21.081]  They just want to get caught.
[00:27:21.141 --> 00:27:22.242]  They want to hurt themselves.
[00:27:22.282 --> 00:27:28.985]  Their own hardwiring, even though they're consciously and spiritually a psychopath, still the humanity in them wants to destroy them.
[00:27:30.426 --> 00:27:32.347]  And so they manifest it.
[00:27:32.367 --> 00:27:35.529]  So they want to destroy themselves with us, of course, along with them.
[00:27:37.149 --> 00:27:38.310]  And that's what I wanted to get to.
[00:27:39.471 --> 00:27:42.192]  People are freaked out by the fact that they're only alive once.
[00:27:42.652 --> 00:27:43.593]  They're totally
[00:27:45.054 --> 00:27:57.187]  Freaked out by the fact that they were born and they're living and then they'll die and they're on a planet where they, you know, dig up all these bones of woolly mammoths and saber-toothed tigers and mastodons and 20-foot sloths.
[00:27:58.479 --> 00:28:00.520]  That was just 10,000 years ago, you know, they think.
[00:28:00.561 --> 00:28:16.752]  And then you go back before that, there's all these dinosaurs and plesiosaurs and 50-foot-long great white megalodon sharks and there's a big moon orbiting and rainstorms come by and lightning and just there's insects everywhere and bacteria.
[00:28:16.772 --> 00:28:20.615]  I mean, we are living just... I just walk around marveling.
[00:28:21.468 --> 00:28:31.172]  At an ant bed, or at birds, or at the sky, or at my children, or at just literature, classical music.
[00:28:31.192 --> 00:28:39.835]  It's just every day is a blessing, every day is a banquet, every day is just an over-the-top hallucination of reality.
[00:28:45.257 --> 00:28:47.558]  Reality is a hallucination of consciousness.
[00:28:50.520 --> 00:28:51.981]  What do you call a hallucination?
[00:28:52.742 --> 00:28:57.286]  You know, that's when your mind, when you have a fever, whatever the case is, distorts what it's seeing.
[00:28:57.306 --> 00:28:58.607]  But I mean, what do you call reality?
[00:28:58.808 --> 00:29:06.495]  When you think about reality, when you think about the nature of it, when you think about what you could build and do, they call that a hallucination.
[00:29:06.535 --> 00:29:07.516]  No, they call that thought.
[00:29:09.417 --> 00:29:15.363]  And so, deep down, everybody knows that they are in the middle of just an incredibly heavy event.
[00:29:17.506 --> 00:29:35.584]  And they sense that the establishment's gone insane and does not have their best interest at heart, and now they know the system's lying to them, so it's like a giant spacewalk, or standing at the edge of a cliff, and then people are running towards all the baubles and all the fame and all the ego stuff, thinking that is something they can cling to.
[00:29:37.435 --> 00:29:38.035]  Well, it's not.
[00:29:38.115 --> 00:29:44.898]  You've got to just turn loose in the sea of reality, and then you will dwell in the secret place of the most high.
[00:29:45.258 --> 00:29:48.160]  Then you will suddenly realize there's something else there.
[00:29:48.980 --> 00:29:49.580]  It's God.
[00:29:51.041 --> 00:29:51.941]  We're on the march.
[00:29:52.441 --> 00:29:54.042]  The Empire's on the run.
[00:29:54.983 --> 00:29:57.644]  Alex Jones and the GCN Radio Network.
[00:30:02.609 --> 00:30:05.370]  Protecting your home with a security system is a must.
