[00:00:03.308 --> 00:00:05.349]  You're listening to GCN.
[00:07:26.024 --> 00:07:36.812]  Advanced manufacturing technology combines silver impregnated white ceramic with new Aquamedics advanced media for removal of fluoride and other heavy metals, all in one filter element.
[00:07:37.012 --> 00:07:43.317]  It is the only one that does it and out of the gates, we have it discounted at 10% off with promo code WATER.
[00:07:43.497 --> 00:07:58.227]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines, ammonia and chlorine, hydrofluorosilicic acid, the most common form of fluoride not covered by other fluoride filter brands,
[00:07:58.467 --> 00:08:03.669]  We now take you live to the Central Texas Command Center, in the heart of the Resistance.
[00:08:03.689 --> 00:08:05.490]  You're listening to the Alex Jones Show!
[00:08:26.022 --> 00:08:32.587]  Ladies and gentlemen, thank you so much for joining us on this Friday, April 26, 2013 worldwide broadcast.
[00:08:33.108 --> 00:08:40.754]  I come to you from my hometown of Dallas, Texas, here at the same hotel where Dick Cheney and other people are staying.
[00:08:40.794 --> 00:08:41.975]  I've been running to them last night.
[00:08:41.995 --> 00:08:43.356]  I'll tell you that story coming up later.
[00:08:43.977 --> 00:08:47.700]  Ran into one of the reporters for the Drudge Report as well.
[00:08:47.740 --> 00:08:49.962]  We tried to crash the party, and I'm not kidding.
[00:08:50.002 --> 00:08:51.623]  I'm actually going to tell you that
[00:08:53.129 --> 00:08:54.450]  Tell you that story coming up.
[00:08:55.271 --> 00:08:56.112]  Wow, here it is.
[00:08:56.132 --> 00:09:00.056]  You know, they said this a week ago, but now they're in the U.S.
[00:09:00.456 --> 00:09:03.019]  Parents deny son's guilt and accuse U.S.
[00:09:03.279 --> 00:09:04.000]  of plot.
[00:09:04.480 --> 00:09:06.943]  No, no, actually, they're still in Russia saying that yesterday.
[00:09:06.963 --> 00:09:07.564]  Now they're coming.
[00:09:08.084 --> 00:09:09.365]  This is in the New York Times.
[00:09:10.507 --> 00:09:14.591]  And they go on to say the intelligence services have been on them for five years.
[00:09:15.171 --> 00:09:17.433]  And had set them up and recruited them somehow.
[00:09:17.933 --> 00:09:20.995]  And that is exactly what they do in false flags.
[00:09:21.035 --> 00:09:23.437]  So there is the New York Times with that piece of news.
[00:09:23.457 --> 00:09:25.618]  We're going to be getting into that more today.
[00:09:25.698 --> 00:09:31.442]  Congressman Ron Paul is scheduled to join us at the start of the next hour.
[00:09:32.203 --> 00:09:38.207]  And then we are also going to be getting Seibel Edmonds on the broadcast.
[00:09:38.227 --> 00:09:43.851]  She was an FBI translator and witnessed them in the 9-11 stand down and running al-Qaeda.
[00:09:44.831 --> 00:09:45.611]  That's on record.
[00:09:45.631 --> 00:09:49.173]  She had to break a federal gag order to bring that information out to you.
[00:09:49.653 --> 00:09:56.555]  And people say, well, if stuff like this happened, you know, if the government was involved in terror attacks, we would, we would know someone would talk.
[00:09:56.695 --> 00:09:57.796]  A lot of people did talk.
[00:09:58.336 --> 00:10:08.820]  And then they spin it and say, Chris Matthews says, Alex Jones says George W. Bush had like Wile E. Coyote, this is exact words, with a plunger detonating it.
[00:10:09.716 --> 00:10:13.385]  I'm not saying that George W. Bush even probably knew what was going on.
[00:10:13.405 --> 00:10:16.694]  Because I later talked to somebody who was with him in the bunker.
[00:10:17.812 --> 00:10:43.262]  uh... with uh... another one of the bush's uh... that night after it happened when he was basically scurrying around scared minnesota scared but but many was either that is a great actor which i don't think there was a bit bush is but the people behind him the globalist that but you may have been control presidents control societies they created al-qaeda they run al-qaeda and that they are using the threat of al-qaeda
[00:10:44.488 --> 00:10:48.030]  To basically take over our society and make everyone a suspect.
[00:10:48.430 --> 00:10:56.753]  There's an article up at Infowars.com where a new FBI manual flyer says anyone taking pictures, period, or video anywhere is a suspected terrorist.
[00:10:57.033 --> 00:10:58.494]  Put them in a terrorist database.
[00:10:59.094 --> 00:11:07.318]  And that's why the cops come up to you and arrest you now if you're videotaping the Eiffel Tower in Paris, or if you're videotaping the Washington Monument.
[00:11:07.358 --> 00:11:12.740]  I've actually had the police come over, we have this on tape, put it on the web, you've seen it, and say, what are you doing?
[00:11:13.240 --> 00:11:16.082]  And we're like, well, we're getting video of the Washington Monument.
[00:11:16.162 --> 00:11:16.503]  Why?
[00:11:17.183 --> 00:11:20.346]  Well, I don't have to answer your questions in America, but it's for my TV show.
[00:11:20.746 --> 00:11:22.067]  Do you have a permit for that?
[00:11:22.087 --> 00:11:29.673]  And I was actually sitting there with a Seethink film crew for the Independent Film Channel, and they looked at the cop and they go, D.C.
[00:11:29.713 --> 00:11:30.914]  doesn't give permits.
[00:11:32.756 --> 00:11:36.759]  Because you don't need a permit to be in a public place or on the street with a camera.
[00:11:37.059 --> 00:11:38.781]  You need a permit if you're going to block a street.
[00:11:39.802 --> 00:11:42.524]  And the cop said, hey, I'm going to arrest you if you don't leave.
[00:11:43.954 --> 00:11:46.215]  And so in America, we left.
[00:11:46.635 --> 00:11:50.837]  Just because we were there to get a job done, and weren't there to fight for the First Amendment that day.
[00:11:50.857 --> 00:11:52.338]  But maybe we should have gotten arrested.
[00:11:52.738 --> 00:11:56.660]  Maybe we need to stop giving in every time we get pushed around.
[00:11:57.000 --> 00:12:02.463]  My point is, it's about making us the suspects, but the novel idea of, could it be the government?
[00:12:02.503 --> 00:12:04.004]  Or could it be elements in the government?
[00:12:04.204 --> 00:12:19.247]  Or could it be defense contractors that want to sell trillions of dollars of more stuff and who want to make America the war zone and get paid $10 billion per company per year to spy on our email and spy on what we're saying.
[00:12:19.287 --> 00:12:20.888]  This is all admitted now.
[00:12:21.268 --> 00:12:24.408]  Everything we talked about for so long is now admitted.
[00:12:24.709 --> 00:12:26.469]  And so now I'm telling you what's coming next.
[00:12:28.666 --> 00:12:30.927]  Now I'm telling you what's coming next.
[00:12:31.587 --> 00:12:45.774]  Now, again, riding shotgun with us today are our Jakari Jackson and the other InfoWars Nightly News reporter, one of the other reporters, David Knight.
[00:12:46.354 --> 00:12:56.179]  And again, our Skype is a little bit catchy today, so I want to ask the network, every time my Skype cuts out and you go to backup Skype, will you give me a Roger, Roger Houston that I'm on the air?
[00:12:58.846 --> 00:13:00.747]  Okay, Roger, Roger, that's great.
[00:13:00.767 --> 00:13:05.608]  Because when I see my screen go black and you guys are reconnecting, why don't you go to backup Skype there?
[00:13:08.809 --> 00:13:10.109]  Well done, Houston.
[00:13:10.829 --> 00:13:13.610]  They're actually in Austin, but Houston is close enough.
[00:13:14.430 --> 00:13:19.552]  And again, I'm here in Dallas orbiting around Dick Cheney right now, who is somewhere in the building.
[00:13:20.172 --> 00:13:21.732]  I can't make up the weirdness of all this.
[00:13:22.192 --> 00:13:24.113]  Is it synchronicity or serendipity?
[00:13:24.933 --> 00:13:30.576]  That I ran into Dick Cheney and George Bush here in Dallas.
[00:13:31.577 --> 00:13:34.779]  Or, no, it'd be like, I ran into the Super Bowl.
[00:13:35.199 --> 00:13:35.699]  What do you know?
[00:13:35.799 --> 00:13:38.041]  I came to this town and the Super Bowl is happening here this weekend.
[00:13:38.081 --> 00:13:41.042]  No, the Presidential Library is being opened and so that's why this happened.
[00:13:41.082 --> 00:13:42.223]  I didn't even think of this.
[00:13:42.703 --> 00:13:45.345]  By the way, I was on my way yesterday.
[00:13:47.103 --> 00:13:54.652]  On my way driving up here, and right off I-35 is the town of West, where that fertilizer plant blew up.
[00:13:55.232 --> 00:14:04.263]  So we thought, hey, let's pull over at the Czech shop, a place that has hot sandwiches, that's a Texas tradition, and about three blocks away is where the fertilizer plant blew up.
[00:14:04.923 --> 00:14:06.825]  So I said, let's drive by it.
[00:14:07.426 --> 00:14:16.218]  Well, we go driving by it on a city street, and the state police were even stopping firemen and stuff that were there for the funeral that had just ended, and there were helicopters flying above.
[00:14:16.258 --> 00:14:18.261]  I was told Obama had been there, but he was gone.
[00:14:18.801 --> 00:14:22.026]  And the state police came over with such pleasure and said, what do you think you're doing here?
[00:14:22.046 --> 00:14:24.889]  And we said, well, we're just driving by to see what's going on.
[00:14:25.934 --> 00:14:27.474]  And he goes, we can't go that way.
[00:14:27.494 --> 00:14:29.475]  And I go, OK, well, where do we turn around?
[00:14:29.535 --> 00:14:31.135]  He goes, well, you can't turn around.
[00:14:31.155 --> 00:14:32.375]  He starts smiling at us.
[00:14:33.136 --> 00:14:36.216]  So I jump up, because Richard was driving, and peer out of the bus.
[00:14:36.596 --> 00:14:38.417]  And I said, oh, so I'm an American scum.
[00:14:38.437 --> 00:14:42.718]  You're enjoying me, you know, watching me squirm.
[00:14:43.138 --> 00:14:44.298]  Well, I shot video of it.
[00:14:44.318 --> 00:14:45.198]  You basically have seen it.
[00:14:45.478 --> 00:14:47.319]  And people are like, Alex is a real wimp.
[00:14:47.699 --> 00:14:49.059]  He drove all the way up to West.
[00:14:49.479 --> 00:14:51.079]  And then when they told him to leave, he did.
[00:14:51.099 --> 00:14:51.959]  No, no, no, no, no.
[00:14:52.160 --> 00:14:54.140]  I am a wimp, but not in the way you think I am.
[00:14:55.882 --> 00:14:57.043]  I'm actually pretty tough.
[00:14:57.243 --> 00:14:58.925]  I'm being sarcastic, folks.
[00:14:58.945 --> 00:14:59.486]  Not a lot of sleep.
[00:14:59.526 --> 00:15:00.106]  I apologize.
[00:15:00.507 --> 00:15:04.651]  The point is that we were driving by and just thought we'd do a report for you.
[00:15:04.972 --> 00:15:06.193]  So it was kind of a drive-by.
[00:15:06.954 --> 00:15:08.276]  Literal drive-by media.
[00:15:08.696 --> 00:15:14.643]  But it just illustrates that then his commander, his superior, comes over and goes, yeah, you can turn around right there.
[00:15:16.394 --> 00:15:19.755]  And the other guy was starting to get mad, like he was going to do something to us.
[00:15:19.895 --> 00:15:21.355]  Because we're totally polite.
[00:15:21.375 --> 00:15:22.516]  We're like, no, we're just driving by.
[00:15:22.536 --> 00:15:24.016]  He goes, well, why do you think you're going to do that?
[00:15:24.096 --> 00:15:27.377]  Well, we're just, OK, we're just going to turn up there.
[00:15:27.417 --> 00:15:28.277]  No, you can't do that.
[00:15:29.298 --> 00:15:31.938]  OK, where can we turn around?
[00:15:32.058 --> 00:15:33.299]  Well, you can't turn around.
[00:15:34.379 --> 00:15:35.519]  And then smiling at us.
[00:15:35.579 --> 00:15:37.740]  I mean, this is the essence of government.
[00:15:38.928 --> 00:15:48.935]  It's like a kid using a magnifying glass to burn ants or something or pull the wings off a butterfly, as Bradley Manning said about what the U.S.
[00:15:48.955 --> 00:15:50.095]  military does overseas.
[00:15:50.696 --> 00:15:58.061]  I mean, someday it'll be like total Skynet robots bombing and destroying and killing everybody in third world countries.
[00:15:58.641 --> 00:15:59.662]  I guess it's already happening.
[00:16:00.122 --> 00:16:06.326]  And then occasionally there'll be a bomb go off and they'll hype it up like the nation just defeated some incredible threat.
[00:16:06.607 --> 00:16:08.768]  So we have the perception that there was some type of
[00:16:10.029 --> 00:16:14.391]  You know, external thing going on that we're not really the big empire taking over the world.
[00:16:14.731 --> 00:16:32.020]  And my biggest issue with the empire is not only is it immoral, but this giant mega-empire that we're seeing unfold here, this giant mega-empire, we're paying for it, and it's treating us just like it treats the other people that it's enslaving and destroying.
[00:16:32.240 --> 00:16:33.961]  This is not even an American empire.
[00:16:34.161 --> 00:16:39.845]  This is not an empire spreading liberty and freedom and the Bill of Rights and the Constitution like the CIA says.
[00:16:40.106 --> 00:16:42.067]  We overthrow countries to spread democracy.
[00:16:42.327 --> 00:16:50.734]  No, you put dictators and Al Qaeda in and now you run Al Qaeda publicly in Libya and Syria and all over the place and
[00:16:52.256 --> 00:17:02.548]  And then lecture me how I'm un-American to point out the global crime syndicate illegal mafia is sitting here now declaring that I'm the enemy as well.
[00:17:02.568 --> 00:17:04.030]  I mean, it's asinine.
[00:17:04.050 --> 00:17:11.578]  Meanwhile, Big Sis says Homeland is using 1,000 more rounds per person than the Army.
[00:17:12.677 --> 00:17:24.581]  But she denies the ammunition purchases are aimed at civilians, even though this military government, and that's what it is, is training to fight the American people in all their manuals and all their drills.
[00:17:25.101 --> 00:17:28.442]  You have enough ammo now to fight a 35-year war.
[00:17:28.462 --> 00:17:30.343]  It was a 27-year war in Iraq.
[00:17:31.183 --> 00:17:32.944]  It's now a 35-year war.
[00:17:33.004 --> 00:17:34.725]  They've gotten over a billion delivered.
[00:17:35.045 --> 00:17:39.546]  There's over a billion more that are on back order that they're going to get over the next few years.
[00:17:39.966 --> 00:17:41.367]  And then they have these headlines everywhere.
[00:17:41.827 --> 00:17:43.829]  Alex Jones discredited.
[00:17:44.349 --> 00:17:46.631]  Alex Jones gets his day in Congress.
[00:17:46.971 --> 00:17:49.193]  Congress takes up the conspiracy theory.
[00:17:49.493 --> 00:17:54.096]  Drudge Report takes up the conspiracy theory, the debunk theory about bullets.
[00:17:55.337 --> 00:18:02.503]  And then you read about the bullets, and they say, yes, we've bought two plus billion bullets, and it's discredited that you said we did.
[00:18:03.220 --> 00:18:10.522]  I mean, I'm actually reading mainstream news going, the discredited bullet story, they're now having congressional hearings, let's cut to that clip.
[00:18:11.082 --> 00:18:14.683]  And then she says, well, we've blocked them to save money, but it's not aimed at the American people.
[00:18:15.324 --> 00:18:18.444]  And, you know, the hollow points are illegal under the Geneva Convention.
[00:18:20.703 --> 00:18:22.203]  They are for target practice.
[00:18:22.223 --> 00:18:32.345]  When anyone knows you don't use hollow points that sometimes cost three to four to five times, they always cost more, usually about double for the cheaper brands, than the ball target ammo.
[00:18:32.465 --> 00:18:33.486]  Any shooter knows that.
[00:18:33.986 --> 00:18:40.067]  And it's all the training and the army manuals and the drills to acclimate us and what we just saw in Boston.
[00:18:40.467 --> 00:18:42.948]  And then she's saying, but it's not for you, it's not for you.
[00:18:43.128 --> 00:18:48.449]  And then you get the manuals, it's for conservatives, libertarians, returning veterans, gun owners, Ron Paul supporters, you name it.
[00:18:49.409 --> 00:18:57.051]  Now again, riding shotgun today, and they'll be popping in with news reports and the latest breaking information, RJ Carrey Jackson and David Knight.
[00:18:57.452 --> 00:19:00.273]  And we're going to be getting into all of this information today.
[00:19:00.353 --> 00:19:03.133]  Ron Paul is coming up, and a lot more.
[00:19:03.173 --> 00:19:11.336]  We're going to break here in just about a minute and a half, but I want to throw it to the reporters there to take us out to break, then I'll come back and get into the bullet story.
[00:19:11.716 --> 00:19:16.698]  Then we're going to get into, and I'm going to get their take on this, the latest on the Boston bombing, where
[00:19:17.618 --> 00:19:18.819]  I should be tooting our horn here.
[00:19:19.359 --> 00:19:25.583]  I should be recapping it, but you know as listeners, I mean, you know, you should be tooting your horn, not buying into it day one.
[00:19:26.003 --> 00:19:28.564]  But it's actually kind of sad and sick that we're right again.
[00:19:29.405 --> 00:19:36.429]  It's actually kind of sad and disgusting that it turned out to be a staged event.
[00:19:37.289 --> 00:19:43.413]  I mean, any way you cut it, any way you slice it, any way you dice it, these guys had CIA wiring up their
[00:19:44.622 --> 00:19:45.022]  Snouts.
[00:19:45.283 --> 00:19:51.106]  I mean, they were absolute cutouts with the government obsessed with them for years.
[00:19:52.767 --> 00:19:53.768]  Like white on rice.
[00:19:54.689 --> 00:19:59.532]  And now, it's just all out there in front of everyone.
[00:19:59.672 --> 00:20:01.533]  Everything the parents said is now coming out.
[00:20:01.933 --> 00:20:03.775]  We'll be right back with Jakari Jackson, David Knight.
[00:20:04.075 --> 00:20:05.076]  I'm your host, Alex Jones.
[00:20:05.096 --> 00:20:05.456]  Stay with us.
[00:20:10.799 --> 00:20:13.822]  You prepare by purchasing gold, food, and firearms.
[00:20:14.162 --> 00:20:19.607]  But if you don't have a home security system, then you're missing a critical weapon in your arsenal for home protection.
[00:20:20.208 --> 00:20:23.391]  When you're sleeping or away from home, who's watching out for intruders?
[00:20:24.051 --> 00:20:25.312]  Check out SimpliSafe.
[00:20:25.633 --> 00:20:29.496]  It's a new do-it-yourself home security system that is completely wireless.
[00:20:30.077 --> 00:20:32.119]  Go to GetSimpliSafe.com.
[00:20:32.759 --> 00:20:35.160]  SimpliSafe is independent and off the grid.
[00:20:35.480 --> 00:20:39.261]  It runs on battery power, so even if the grid goes down, you're protected.
[00:20:39.821 --> 00:20:45.923]  It's completely customizable, so you can use it in your home, business, boat, trailer, storage unit, or shed.
[00:20:46.443 --> 00:20:48.044]  Get SimpliSafe.com.
[00:20:48.764 --> 00:20:55.566]  SimpliSafe is also ridiculously easy to install yourself in under 20 minutes, so there's no need to let a stranger into your home.
[00:20:56.127 --> 00:20:59.689]  If you move or need to relocate, you can take the system with you wherever you go.
[00:21:00.169 --> 00:21:06.592]  You aren't always at home, but SimpliSafe will stand guard, protecting your property 24 hours a day, 7 days a week.
[00:21:07.152 --> 00:21:09.333]  Again, that's GetSimpliSafe.com.
[00:21:10.379 --> 00:21:17.444]  HempUSA.org has a revolutionary wonder food for detoxing the body and rebuilding the immune system.
[00:21:17.745 --> 00:21:26.091]  Microplant powder can help unclog arteries and soften heart valves while removing heavy metals, virus, fungus, bacteria, and parasites.
[00:21:26.291 --> 00:21:29.834]  Plus it cleans and purifies the blood, lungs, stomach, and colon.
[00:21:29.994 --> 00:21:32.976]  Keep your body clean with Microplant Powder.
[00:21:33.377 --> 00:21:34.758]  Order today at 888-910-4367 or visit HempUSA.org.
[00:21:39.554 --> 00:21:40.615]  Hi, this is Ted Anderson.
[00:21:40.795 --> 00:21:45.178]  Have you ever wondered why banks, stockbrokers, investment advisors won't talk about gold IRAs?
[00:21:45.358 --> 00:21:51.062]  They've been available since 1986, yet the financial industry won't recognize the value of gold for your retirement.
[00:21:51.162 --> 00:21:54.584]  Gold has outperformed paper investments, yet no word about IRAs.
[00:21:54.804 --> 00:21:57.406]  If you would like to have gold for your retirement, call 800-686-2237.
[00:21:57.526 --> 00:22:02.429]  Don't get left behind by rising inflation and low returns.
[00:22:02.589 --> 00:22:02.810]  Call 800-686-2237.
[00:22:02.830 --> 00:22:04.231]  Secure your future and call 1-800-686-2237.
[00:22:10.034 --> 00:22:12.895]  Is this the year you finally get serious about your family's drinking water?
[00:22:13.235 --> 00:22:16.516]  If so, keep listening for a special offer from Big Berkey Water Filters.
[00:22:16.596 --> 00:22:19.437]  Did you know that over 60% of municipal water is fluoridated?
[00:22:19.577 --> 00:22:30.400]  Berkey Water Filters distinguish themselves from many other filtration systems with the capability to significantly reduce dangerous chlorine, fluoride, arsenic, and disinfection byproducts from municipal water via the Black Berkey and PF line of filters.
[00:22:30.500 --> 00:22:31.560]  Then there's affordability.
[00:22:31.640 --> 00:22:32.641]  At only 1.7 cents per gallon,
[00:22:33.581 --> 00:22:37.664]  Birkey water filters purify treated and untreated water, even stagnant pond water.
[00:22:37.805 --> 00:22:43.649]  Stop and think how much money you could save by simply reducing buying bottled water and using water filtered by your Birkey water filter.
[00:22:43.810 --> 00:22:46.572]  No need to be constantly replacing expensive filters with a Birkey.
[00:22:46.712 --> 00:22:49.074]  A single set of filters can last for 5 to 10 years.
[00:22:49.174 --> 00:22:52.577]  Choose the best size Birkey for your needs at BigBirkeyWaterFilters.com.
[00:22:52.697 --> 00:22:56.500]  And right now, all GCN listeners get 5% off all ceramic filter systems.
[00:22:56.580 --> 00:22:57.241]  Just call 1-877-99-BIRKEY.
[00:22:58.942 --> 00:23:04.093]  That's 877-99BERKEY or visit BigBerkeyWaterFilters.com.
