[00:00:02.768 --> 00:00:04.790]  You're listening to GCN.
[00:03:49.629 --> 00:03:50.630]  I'm trying to get him in shape.
[00:03:50.670 --> 00:03:51.511]  I'm trying to get in shape.
[00:03:52.231 --> 00:03:54.892]  He was about 100 yards behind me and slowed down.
[00:03:56.133 --> 00:04:04.478]  And I jogged past a young family with a newborn little baby in a pack on the chest.
[00:04:05.754 --> 00:04:09.838]  of his father, and it reminded me of my children, in the little infant packs.
[00:04:10.458 --> 00:04:13.761]  And it was a little bitty tiny baby, just a few months old.
[00:04:16.203 --> 00:04:25.872]  And when I jogged past him, I thought, you know, usually you'd stop and give them a speech about vaccines, GMO, fluoride, but man, I'm late.
[00:04:26.272 --> 00:04:27.073]  I got out of here late.
[00:04:27.113 --> 00:04:27.934]  I got to get to work.
[00:04:28.934 --> 00:04:30.155]  I got a lot of stuff to get done.
[00:04:31.586 --> 00:04:36.688]  And so when I stopped and turned back around and came back past him, I stopped and I talked to him.
[00:04:39.511 --> 00:04:48.394]  And I had this thought after I got in the car later, that the thing I'm going to do is I'm going to start videotaping these encounters, just as an example of what to do with others.
[00:04:48.915 --> 00:04:49.655]  So you warn them.
[00:04:49.695 --> 00:04:50.895]  It's our responsibility to warn them.
[00:04:51.236 --> 00:05:07.442]  And the fact that people think it's weird you're warning them about vaccines, GMO and stuff, that'd be like saying in the 1960s, if you knew about putting syphilis in black people's vaccines, injecting them with syphilis, infecting them, if I knew and didn't go tell them, hey, don't go be part of that Tuskegee thing.
[00:05:09.969 --> 00:05:23.098]  With over 3,000 years of historic use, PureSilver continues to be one of nature's most reliable and effective agents against fighting viruses, mold, fungus, bacteria, pathogens, and parasites.
[00:05:23.738 --> 00:05:34.045]  At Silverlungs, we have developed a reliable and easy-to-use full production system for creating endless PureNanoSilver solutions right from the convenience and comfort of your home.
[00:05:34.665 --> 00:05:38.907]  Your self-produced nano-silver solutions can be applied topically to the skin.
[00:05:39.327 --> 00:05:55.375]  For many who are new to silver that wish to try silver for the first time, we offer a full line of consumables and cosmetics, such as our 2-ounce nano-silver nasal sprays, our nano-silver soap, and our most popular product, the all-natural nano-silver gel.
[00:05:56.215 --> 00:06:03.637]  Visit www.silverlungs.com to learn more about the industry-leading technology of the Silver Lungs System.
[00:06:04.058 --> 00:06:07.419]  That's www.silverlungs.com.
[00:06:09.839 --> 00:06:15.341]  When you're out on the road, the last place you want to be is on the road.
[00:06:16.502 --> 00:06:21.263]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[00:06:21.643 --> 00:06:23.524]  There's a place down in Tennessee
[00:06:25.714 --> 00:06:28.438]  Well, they make blue diamond gusset jeans.
[00:06:30.361 --> 00:06:32.664]  They sew pride in every stitch.
[00:06:34.446 --> 00:06:36.830]  Guarantee you'll love the way they fit.
[00:06:38.695 --> 00:06:42.717]  They put a diamond gusset in the crotch where you need it most.
[00:06:43.437 --> 00:06:46.579]  Blue diamond gussets got it.
[00:06:47.279 --> 00:06:48.100]  Others don't.
[00:06:48.520 --> 00:06:50.401]  We turn jeans inside out.
[00:06:50.661 --> 00:06:52.162]  Diamond gusset jeans.
[00:06:52.442 --> 00:06:55.003]  Made in the USA with unparalleled quality.
[00:06:55.323 --> 00:07:01.587]  Our Defender motorcycle jeans combine gusset comfort with Kevlar protection so you can ride all day with confidence.
[00:07:01.967 --> 00:07:04.168]  Order yours at gusset.com.
[00:07:04.668 --> 00:07:06.689]  Diamond gusset jeans got it.
[00:07:07.029 --> 00:07:07.910]  Others don't.
[00:07:09.025 --> 00:07:13.009]  When an emergency happens, you'll be left to fend for yourself and your family.
[00:07:13.329 --> 00:07:18.934]  An outbreak of contagious disease can happen anywhere, and the threat of bioterrorism is always at hand.
[00:07:19.214 --> 00:07:24.639]  Because we're faced with more diseases than ever before, we need a better solution than ever before.
[00:07:25.020 --> 00:07:28.543]  Fortunately, there's a simple, effective way to protect yourself.
[00:07:28.943 --> 00:07:35.673]  Supernatural Silver offers a safe and effective means of fighting pathogens and can help defeat the root of these problems.
[00:07:36.133 --> 00:07:45.747]  Supernatural Silver is effective against more than 500 different disease-causing pathogens without encouraging drug resistance and without side effects.
[00:07:46.267 --> 00:07:52.152]  Supernatural Silver is the number one choice of thousands of people for immune system support.
[00:07:52.473 --> 00:07:57.797]  Go to SupernaturalSilver.com and give you and your loved ones a fighting chance.
[00:07:58.258 --> 00:08:00.440]  That's SupernaturalSilver.com.
[00:08:00.900 --> 00:08:04.183]  Use the promo code OCTOBER2013 for 20% off your entire order and like us on Facebook.
[00:08:23.423 --> 00:08:29.675]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[00:08:38.686 --> 00:08:44.489]  My friends, we have another incredibly important worldwide broadcast lined up for you today.
[00:08:45.289 --> 00:08:50.232]  Lenin LaRouche will be popping in to talk about geopolitical developments and inside information he's got.
[00:08:50.672 --> 00:08:58.696]  We're going to talk to three different members from pro-open carry Second Amendment groups that are the cutting edge of the real civil rights movement in this country.
[00:08:59.257 --> 00:08:59.597]  C.J.
[00:08:59.677 --> 00:09:07.301]  Grisham will pop in, Terry Holcomb, and many, many others are going to be popping in here on the broadcast today.
[00:09:08.370 --> 00:09:13.591]  We're going to have the folks on from Don'tComply.com as well, TexasCarry.org and others.
[00:09:14.772 --> 00:09:18.333]  And I'll be down at an open carry demonstration coming up 10 a.m.
[00:09:18.493 --> 00:09:26.875]  with the Texas Land Commissioner and others in San Antonio, Texas in front of the Alamo this coming Saturday 10 a.m.
[00:09:26.895 --> 00:09:30.096]  The police chief had said he was going to violate the law in the newspaper
[00:09:31.173 --> 00:09:35.855]  And arrest anybody that open carried a long rifle, which is totally legal in Texas and most other states.
[00:09:36.655 --> 00:09:39.416]  He's now backed off and says he'll allow it this one day.
[00:09:40.036 --> 00:09:44.257]  And that was in the San Antonio Express News and a press release by the police department yesterday.
[00:09:44.597 --> 00:09:47.618]  And the police department said, we're all on the same time.
[00:09:47.678 --> 00:09:48.698]  It's not us against them.
[00:09:49.099 --> 00:09:57.741]  And that's because the union, and I've got this from inside sources, but the police have also spoken out, said we're not going to arrest people for having legal guns.
[00:09:57.841 --> 00:09:59.842]  So, San Antonio Police Department,
[00:10:01.038 --> 00:10:03.259]  That's what the civil rights movement's all about.
[00:10:03.999 --> 00:10:07.460]  We're not going to arrest people if black folks go into lunch counters and eat.
[00:10:08.200 --> 00:10:09.260]  See, that's what you've got to do.
[00:10:09.320 --> 00:10:13.061]  Like Mahatma Gandhi, they said you couldn't gather your own salt.
[00:10:13.081 --> 00:10:18.522]  You had to buy it from the British East India Company in India, even though they had oceans surrounding half the country.
[00:10:19.102 --> 00:10:20.303]  And salt was very inexpensive.
[00:10:20.323 --> 00:10:26.164]  They would arrest you, years in prison, if you tried to gather your own salt from the ocean.
[00:10:26.224 --> 00:10:29.665]  So Mahatma Gandhi marched to the sea across the country
[00:10:30.445 --> 00:10:39.936]  And first hundreds, then thousands, then hundreds of thousands followed him to all break the law and sit at the front of the bus, eat at the lunch counter.
[00:10:42.523 --> 00:10:44.104]  That was the case here in the United States.
[00:10:44.584 --> 00:10:46.684]  But with him, go to the sea and gather the salt.
[00:10:46.965 --> 00:10:59.169]  Well, we are going to reclaim the Second Amendment and say, being a father, being a mother, being a Christian, being a libertarian, being a conservative, being an American, being a veteran is not a bad thing.
[00:10:59.209 --> 00:11:00.189]  In fact, it's a good thing.
[00:11:01.150 --> 00:11:03.891]  And you're not real liberals like Thomas Jefferson that are against it.
[00:11:03.931 --> 00:11:07.812]  You're authoritarians, and everybody's starting to see you for what you really are.
[00:11:09.983 --> 00:11:11.524]  That is what is coming up.
[00:11:12.065 --> 00:11:13.626]  Let me give you our top story.
[00:11:14.607 --> 00:11:24.875]  We broke this at InfoWars.com yesterday, and I saw the comments on some of the other news aggregating sites that aren't mainstream media.
[00:11:25.195 --> 00:11:26.036]  People couldn't believe it.
[00:11:27.597 --> 00:11:32.842]  Well, when Paul Watson went with the article, he already had, I talked to him yesterday afternoon, more than 10 sources.
[00:11:34.071 --> 00:11:36.232]  This had been coming in for about four or five days.
[00:11:36.272 --> 00:11:37.313]  He didn't know what to make of it.
[00:11:37.353 --> 00:11:40.214]  It kind of got stuck in the pile of news coming in.
[00:11:40.254 --> 00:11:48.477]  He goes through all the whistleblower and tips that come in to the InfoWars emails, showtips at InfoWars.com and other emails like that.
[00:11:48.497 --> 00:11:49.618]  And the rest of our crew does that.
[00:11:50.038 --> 00:12:00.623]  But after he had more than 10 of them in yesterday morning, he indeed made some phone calls and they said, yes, that's our policy, but that they couldn't comment on it.
[00:12:01.462 --> 00:12:11.973]  And then he went with the article that you saw up on InfoWars.com and PrisonPlanet.com titled, Chase Bank Limits Withdrawals Bans International Wire Transfers.
[00:12:14.055 --> 00:12:16.998]  Now, DrudgeReport.com, the biggest news site in the world,
[00:12:17.998 --> 00:12:18.679]  We're good to go.
[00:12:34.309 --> 00:12:35.649]  You know, with their publishing company.
[00:12:35.669 --> 00:12:37.310]  He's got a pretty big company.
[00:12:37.330 --> 00:12:39.010]  He doesn't brag about it, but he's a pretty successful guy.
[00:12:39.350 --> 00:12:41.671]  He said, no, we got the letter and we've got a big business account.
[00:12:41.951 --> 00:12:43.511]  No more foreign wire transfers.
[00:12:43.851 --> 00:12:46.752]  And they basically have been telling people, just get a new account.
[00:12:46.872 --> 00:12:48.813]  We're not going to get, you know, do your business.
[00:12:48.873 --> 00:12:50.733]  I mean, that's what a lot of people are basically being told.
[00:12:52.334 --> 00:12:55.194]  And so it's, it's completely confirmed this is going on.
[00:12:55.454 --> 00:13:01.096]  I personally had my wife go into Chase yesterday and ask him some stuff and then,
[00:13:02.734 --> 00:13:16.539]  I, on the way home, I leave early because of this, went to one of their centers and went in and said, I'd like to set up an account, but is it true that I can't do wire transfers and I can't have more than $50,000 of any type of cash business a month total?
[00:13:16.839 --> 00:13:18.040]  That's not just withdrawals, folks.
[00:13:18.100 --> 00:13:24.142]  I can't, say, run a restaurant and have $50,000 in cash deposits in a month.
[00:13:24.242 --> 00:13:25.623]  They will shut down your account.
[00:13:26.553 --> 00:13:36.138]  And they said that subject to change, it may even end up being less per billing cycle or per statement cycle every month.
[00:13:37.439 --> 00:13:38.459]  So let's just be clear.
[00:13:38.479 --> 00:13:39.980]  Let's get the denial out of the way.
[00:13:40.300 --> 00:13:43.642]  Chase put out an official tweet and said this is their new policy.
[00:13:44.656 --> 00:13:46.658]  So this is real, this is going on.
[00:13:46.698 --> 00:13:48.659]  Now let's talk about what it signifies.
[00:13:48.699 --> 00:13:55.024]  DrudgeReport.com has since last night moved it from being a top story to the top story.
[00:13:55.724 --> 00:13:58.666]  The big link at DrudgeReport.com in case you want to find it.
[00:13:59.107 --> 00:14:04.090]  Chase fees on cash, limits withdrawals on some accounts.
[00:14:05.892 --> 00:14:10.035]  Now the French, the German, the British, the Irish, the Japanese,
[00:14:12.489 --> 00:14:22.975]  They're all reporting on this and freaking out, and saying capital controls, looks like Greece, looks like Spain, emergency, red alert, run around like a chicken with your head cut off, because that's what this signifies.
[00:14:23.376 --> 00:14:26.918]  Any way you slice it, this goes from super horrible to absolutely dire.
[00:14:28.359 --> 00:14:33.382]  As of just a little while ago, there are no news articles in the United States about this.
[00:14:34.843 --> 00:14:39.906]  Just like Obama last week had a press conference, he's had several others, and no one will ask him
[00:14:40.811 --> 00:14:42.172]  About Obamacare not working.
[00:14:42.872 --> 00:14:44.173]  I mean, that's the first question.
[00:14:44.333 --> 00:14:49.375]  In a real press conference, even five, six years ago, everyone would be asking different angles of that.
[00:14:49.655 --> 00:14:50.116]  Guaranteed.
[00:14:51.376 --> 00:14:59.140]  Anybody who works in the media, or even citizens that follow news conferences, you know whatever the big issue is with the President, the White House, the economy, the government, the system.
[00:14:59.420 --> 00:15:01.221]  That's going to be nine out of ten questions.
[00:15:01.481 --> 00:15:05.343]  And after every angle's been hit, if they're still taking questions, they'll ask about some other stuff.
[00:15:06.568 --> 00:15:15.650]  No one at multiple press conferences, multiple, multiple, multiple press conferences has asked him about Obamacare.
[00:15:16.131 --> 00:15:17.591]  That's how controlled the press is.
[00:15:17.891 --> 00:15:20.792]  No one has asked him about a hundred plus days earlier this year.
[00:15:22.012 --> 00:15:32.135]  Drudge is pointing that out today, the mystery of a hundred plus days where the debt ceiling just stopped because they couldn't get it passed and didn't threaten everybody with, oh my gosh, we're going to lose our credit rating.
[00:15:33.200 --> 00:15:34.982]  Of course, the Chinese have now lowered the U.S.
[00:15:35.022 --> 00:15:36.984]  credit rating, and they're our quote, biggest creditor.
[00:15:37.025 --> 00:15:52.503]  So they're already maneuvering us towards bankruptcy, and they're already teaching the sheeple that we're going to go totally bankrupt, not because they've maneuvered us into $600 plus trillion in fake derivatives that they've signed us onto, and have the country in $70 trillion in unfunded mandates, and $17 trillion
[00:15:54.693 --> 00:15:57.174]  Right now, currently, as actual debt do now.
[00:15:57.194 --> 00:16:06.078]  17 trillion do now, 70 plus trillion in unfunded mandates, any way you cut it, and then 600 plus trill that we've been signed onto that's not our debt.
[00:16:07.439 --> 00:16:15.082]  But there's total economic ignorance in the general public, so they can get away with this because of economic and geopolitical illiteracy.
[00:16:16.062 --> 00:16:16.743]  Illiteracy.
[00:16:17.063 --> 00:16:24.126]  Pygmies in the middle of Africa know more about government and banking, I guarantee you, than the average trendy.
[00:16:26.618 --> 00:16:34.080]  I'll guarantee you, if a pygmy was given a hundred gold coins and said, go deposit it in a bank, the pygmy would laugh at you and run and bury it under rocks.
[00:16:35.320 --> 00:16:43.142]  Guaranteed, the pygmy is a hundred times smarter, that's never even seen civilization, than the average trendy out there who does not know their head from a hole in the ground.
[00:16:43.582 --> 00:16:49.783]  Now here's the big top story, and let me read over this, so you understand the magnitude of what we're dealing with and why this is so important, alright?
[00:16:51.405 --> 00:16:51.905]  Update!
[00:16:52.046 --> 00:16:56.729]  Chase Bank Limits Cash Withdrawals Bans International Wire Transfers.
[00:16:56.950 --> 00:16:57.870]  Paul Joseph Watson.
[00:16:57.910 --> 00:16:58.991]  Update by Alex Jones.
[00:17:00.192 --> 00:17:07.959]  Alex Jones says, quote, the fact that these letters were being sent out to Chase customers was confirmed at the time that we published.
[00:17:08.499 --> 00:17:16.946]  But in the last 24 hours, we have confirmed that even large businesses doing international transactions have also received the same letters or similar letters.
[00:17:17.266 --> 00:17:19.608]  By the way, people with other banks are getting these now too, by the way.
[00:17:19.628 --> 00:17:20.369]  I haven't gotten to that yet.
[00:17:21.807 --> 00:17:24.149]  As I told you, Chase won't be doing this alone.
[00:17:24.209 --> 00:17:25.509]  You can assure yourself of that.
[00:17:25.549 --> 00:17:26.230]  Let me continue.
[00:17:26.770 --> 00:17:36.156]  I personally visited Chase Bank and inquired about setting up an account and asked if I could wire money out of the country or withdraw the amount of cash listed in the letter.
[00:17:37.557 --> 00:17:48.804]  I was told no and that I would have to qualify with them for a special type of international bank account and would have to deposit huge amounts of money and pay fees to be able to access those services.
[00:17:50.151 --> 00:17:55.694]  What this constitutes is a war on cash and a war on small businesses and individuals.
[00:17:56.134 --> 00:18:07.441]  Two years ago, we saw a giant backlash against Bank of America when they announced customers would be charged for using their own money via their debit card, $5 per transaction.
[00:18:08.081 --> 00:18:12.324]  We have crossed the Rubicon where now the currency has been devalued.
[00:18:13.487 --> 00:18:19.414]  So far, that you will have to pay money to have your money in a bank or use a debit card.
[00:18:19.454 --> 00:18:20.395]  It's like garbage now.
[00:18:20.635 --> 00:18:22.978]  The banks have unlimited fiat, so why do they want yours?
[00:18:23.479 --> 00:18:26.162]  They've already got the money with the QE Unlimited.
[00:18:27.489 --> 00:18:28.609]  You're going to pay taxes on later.
[00:18:28.629 --> 00:18:32.391]  They're going to gang rape you two ways, devaluing and making you pay it back to them because they got the money.
[00:18:32.771 --> 00:18:33.331]  How's that sound?
[00:18:33.371 --> 00:18:35.872]  By the way, Homeland Security is standing by with automatic weapons if you don't like it.
[00:18:36.412 --> 00:18:42.015]  Quote, Homeland Security is there to make sure this takeover happens, this criminal bank robbery of you, of your bank account.
[00:18:42.275 --> 00:18:52.399]  Continuing, in saying that international wire transfers are too much of a risk, Chase Bank might as well be bankrupt because it's telling you there is no money to withdraw.
[00:18:52.659 --> 00:18:55.220]  And they are a zombie bank, so they've been bankrupt for at least five years.
[00:18:56.462 --> 00:18:58.802]  This is where the mega banks have wanted to take us all along.
[00:18:59.163 --> 00:19:08.524]  A total cashless society that destroys all privacy and allows them to fine and fee the general population into serfdom, slavery, bondage.
[00:19:08.904 --> 00:19:13.705]  This is clearly a major step towards capital controls as we saw in the Cyprus bail-in.
[00:19:14.065 --> 00:19:22.827]  We are now receiving reports from business partners who we know well that they are being told by their banks that similar
[00:19:23.976 --> 00:19:27.937]  Regulations to those adopted by Chase are coming within the next few months.
[00:19:28.637 --> 00:19:35.679]  Chase would not be implementing a business killing strategy like this unless all other major banks were also planning to follow suit.
[00:19:36.159 --> 00:19:42.021]  What we see is mega banks leading the way to set the precedent that all the others will follow.
[00:19:43.496 --> 00:19:47.977]  Chase needs to issue a statement clarifying exactly why they are imposing these capital controls.
[00:19:48.418 --> 00:19:59.561]  It is clear that these regulations are being enacted for three different but equally plausible reasons, all of which contribute to the ultimate goal of sacrificing the global economy on the altar of derivative monster zombie banks.
[00:19:59.921 --> 00:20:04.063]  I will cover the three facts when we come back that you need to know.
[00:20:04.443 --> 00:20:06.944]  I'm Alex Jones, InfoWars.com.
[00:20:09.665 --> 00:20:13.528]  Are you prepared for disasters, job loss and uncertain times?
[00:20:13.768 --> 00:20:19.332]  Make Emergency Essentials your first stop for premier food storage and emergency preparedness supplies.
[00:20:19.512 --> 00:20:22.554]  Compare our food storage ounce to ounce and it's easy to see.
[00:20:22.734 --> 00:20:27.957]  Emergency Essentials has the best quality and lowest priced emergency food storage guaranteed.
[00:20:28.117 --> 00:20:34.642]  Call Emergency Essentials at 800-999-1863 today or visit BePrepared.com.
[00:20:34.902 --> 00:20:36.003]  The choice is clear.
[00:20:36.243 --> 00:20:38.464]  Be unprepared or BePrepared.com.
[00:20:39.665 --> 00:20:46.768]  From the makers of Block-It Pocket, we bring you a serious message about the health risks associated with cell phones and wireless devices.
[00:20:47.089 --> 00:20:51.791]  Studies have shown that long-term exposure can contribute to an assortment of health risks.
[00:20:52.111 --> 00:20:56.813]  Block-It Pocket offers you two new products designed to help alleviate your concerns.
[00:20:57.053 --> 00:21:00.415]  See these two remarkable products at Block-It Pocket dot com.
[00:21:00.535 --> 00:21:01.876]  Call 888-315-9618.
[00:21:01.916 --> 00:21:04.557]  Free shipping to the lower 48.
[00:21:05.317 --> 00:21:06.758]  Block-It Pocket dot com.
[00:21:06.998 --> 00:21:08.699]  Enhancing health and privacy.
[00:21:09.977 --> 00:21:15.041]  To thank you for being a loyal listener, we have a limited time freebie offer for you.
[00:21:15.722 --> 00:21:23.288]  Claim your free heirloom tomato seeds, just pay shipping, right now at 123freeseeds.com.
[00:21:24.049 --> 00:21:25.911]  These aren't ordinary seeds.
[00:21:26.371 --> 00:21:35.219]  These are heirloom, non-genetically modified, super seeds that are open pollinated and can be grown, harvested, and replanted endlessly.
[00:21:35.859 --> 00:21:40.961]  These survival seeds are actually more valuable than gold in a crisis.
[00:21:41.821 --> 00:21:53.806]  Go to 123freeseeds.com and you can get an airtight storage packet of 150 super seeds free while supplies last to say thank you for being a loyal listener.
[00:21:54.486 --> 00:21:56.067]  First come, first served.
[00:21:56.487 --> 00:21:57.387]  Just cover shipping.
[00:21:58.027 --> 00:22:04.330]  Go to 123freeseeds.com now to see if your free heirloom seeds are still available.
[00:22:04.730 --> 00:22:07.966]  That's 123 Free Seeds dot com.
[00:22:10.828 --> 00:22:15.329]  And now, an important sponsored message for men only from GetEDSolutions.com.
[00:22:15.549 --> 00:22:23.551]  Men who were formerly taking ED medication are now reporting that a secret underground video has restored their male performance better than pills.
[00:22:23.851 --> 00:22:32.033]  These men say this secret underground video is bringing back the male performance and sensation they've been missing for years, and it's working better than pills.
[00:22:32.333 --> 00:22:33.533]  Things are so much better now.
[00:22:33.913 --> 00:22:36.173]  Everything kinda came back overnight.
[00:22:36.333 --> 00:22:38.794]  My girlfriend is very happy.
[00:22:38.914 --> 00:22:42.296]  I purchased your product yesterday, and it was fantastic.
[00:22:42.396 --> 00:22:46.039]  I have used your system for about three weeks, and I'm already seeing great results.
[00:22:46.299 --> 00:22:52.483]  The owner of this video has reported the overwhelming bandwidth costs may necessitate his taking this video down.
[00:22:52.663 --> 00:22:58.907]  Don't miss watching this urgent video on fixing mail performance while it's still up at GetEDSolutions.com.
[00:22:59.108 --> 00:23:03.631]  There may only be hours left, so watch now at GetEDSolutions.com.
[00:23:03.891 --> 00:23:05.772]  GetEDSolutions.com.
[00:23:05.972 --> 00:23:07.353]  GetEDSolutions.com.
[00:23:09.094 --> 00:23:13.959]  There are those curious about bitcoins and those using and making money with bitcoins.
[00:23:14.439 --> 00:23:15.620]  What are bitcoins?
[00:23:16.081 --> 00:23:22.167]  A bitcoin is the first decentralized currency that can be easily transferred from person to person over the internet.
[00:23:22.567 --> 00:23:24.008]  No bank needed.
[00:23:24.389 --> 00:23:29.694]  This means lower fees and accounts can never be frozen, limited or closed.
[00:23:30.074 --> 00:23:31.856]  You are in control of your money.
[00:23:32.336 --> 00:23:33.117]  And the best part?
[00:23:33.497 --> 00:23:36.720]  You can start earning and making money with bitcoins right away.
[00:23:37.120 --> 00:23:44.527]  No computer or expertise is required to earn money with bitcoins and a growing number of merchants now accept bitcoins.
[00:23:45.007 --> 00:23:48.651]  Plus, they're easily exchanged for dollars, euros and more.
[00:23:49.011 --> 00:24:00.521]  Learn more about the easiest, cheapest, most profitable way to enter the Bitcoin market and get paid every two weeks by one of the fastest growing Bitcoin miners in the world at cloudhashing.com.
[00:24:01.021 --> 00:24:03.864]  Just like it sounds, cloudhashing.com.
[00:24:04.264 --> 00:24:06.186]  That's cloudhashing.com.
[00:24:06.586 --> 00:24:08.128]  We mine your business.
[00:24:19.746 --> 00:24:22.469]  Good enough for me and my Bobby
[00:24:41.957 --> 00:24:45.759]  Ladies and gentlemen, freedom is just another word for nothing left to lose.
[00:24:45.779 --> 00:24:57.185]  And when the bankers are done with it, you're going to have nothing left to lose, and they know you're going to physically fight back, and that's why they've got the biggest military the planet's ever seen geared up 24-7, trying to take on you and your family.
[00:24:58.866 --> 00:25:04.990]  And the military has woken up because of the training and the bad-mouthing of the Founding Fathers and any form of American liberty.
[00:25:06.018 --> 00:25:16.306]  But we have to support the military and other people in the criminal government with public support and speaking out so that they're not alone in refusing the illegal orders they're being given.
[00:25:17.727 --> 00:25:19.108]  You understand that, ladies and gentlemen?
[00:25:19.669 --> 00:25:22.051]  The globalists want to impoverish you to control you.
[00:25:22.371 --> 00:25:30.858]  And now, if you just joined us, JPMorgan Chase has come out publicly.
[00:25:32.119 --> 00:25:39.281]  And said, hey, coming up starting in the middle of November, November 17th, for all these business accounts, you can't wire money, period.
[00:25:40.301 --> 00:25:41.982]  But you can have money wired in.
[00:25:42.082 --> 00:25:43.202]  That's a capital control.
[00:25:43.242 --> 00:25:58.886]  When a country starts going into hyperinflation, which they're set to do according to every yardstick, under QE Unlimited, and the new Fed chief says she's going to accelerate what Bernanke's done, she's the reported author of the helicopter bin strategy.
[00:26:00.461 --> 00:26:10.067]  And so the last thing they're going to want is for dollars to start going out of the country to be converted or people leaving the country with their money.
[00:26:11.248 --> 00:26:14.270]  The IRS has announced they don't care if Congress doesn't pass a law.
[00:26:15.011 --> 00:26:16.171]  They tried last year and this year.
[00:26:16.932 --> 00:26:21.155]  They're going to talk to Homeland Security about putting you on a list if they open an investigation on you.
[00:26:21.895 --> 00:26:24.757]  You can't leave the country even to go to Cancun for your honeymoon.
[00:26:26.178 --> 00:26:27.479]  This is what it is to live a slave.
[00:26:28.677 --> 00:26:29.597]  You want to live in North Korea?
[00:26:29.757 --> 00:26:30.098]  You are.
[00:26:30.118 --> 00:26:33.019]  I mean, it's known when countries do this, you're in deep trouble.
[00:26:33.619 --> 00:26:37.761]  Nobody does this, folks, but the most draconian places like North Korea.
[00:26:38.141 --> 00:26:40.742]  But in America, if it's a Democrat doing it, it's trendy.
[00:26:41.203 --> 00:26:45.905]  It's racist if you don't support North Korean-style currency controls, capital controls.
[00:26:47.045 --> 00:26:48.226]  Now, let's go over the three points.
[00:26:48.706 --> 00:26:54.649]  Chaits needs to issue a statement clarifying exactly why they are imposing these capital controls.
