[00:00:00.349 --> 00:00:01.570]  Well, so does he.
[00:10:33.032 --> 00:10:38.233]  It just shows, though, that I had to say no, the police had to say no, but they didn't stop there.
[00:10:38.734 --> 00:10:43.875]  My street team comes back later and says, oh my gosh, they just sent out bouncers on the street.
[00:10:44.415 --> 00:10:45.716]  You know, big guys with shaved heads.
[00:10:45.736 --> 00:10:46.736]  I don't think it's people with shaved heads.
[00:10:46.756 --> 00:10:49.497]  You know, big guys saying, you're not allowed to be out here, watch it.
[00:10:50.177 --> 00:10:51.458]  I mean, right out of Goodfellas.
[00:10:51.558 --> 00:10:57.080]  So it just shows how anything starts to try to grab power and push people around.
[00:10:58.018 --> 00:11:02.060]  Uh, so I went down there and had a quick impromptu rally just off the website, you know, posting.
[00:11:02.400 --> 00:11:04.261]  Over a hundred people showed up over the hour and a half.
[00:11:05.081 --> 00:11:05.881]  Uh, it was really more than that.
[00:11:05.901 --> 00:11:09.763]  People would come and go and, you know, people had parking nearby, people at the event.
[00:11:10.003 --> 00:11:12.104]  Hundreds came by and voiced their support.
[00:11:12.124 --> 00:11:16.346]  I guess I'm already covering this now, so I'll just finish up with a story and then get into all the geopolitical.
[00:11:17.452 --> 00:11:24.981]  But it's an example of how, at first, some of the media people, when I was driving back to Austin talking to them, were like, well, what's the big deal?
[00:11:25.021 --> 00:11:26.583]  I'm like, what's the big deal?
[00:11:27.184 --> 00:11:34.312]  A private group now says they own the city streets of Austin and the sidewalks and that we can't have bumper stickers on our car.
[00:11:34.853 --> 00:11:42.839]  Talk to the code enforcers when they were threatening to give tickets, and we didn't follow those, have the police arrest people until the police said no.
[00:11:43.320 --> 00:11:44.641]  And I'm like, well, what's the problem?
[00:11:44.681 --> 00:11:46.202]  Well, your car's parked down the street.
[00:11:46.462 --> 00:11:48.184]  It's got InfoWars bumper stickers on it.
[00:11:49.605 --> 00:11:51.066]  And I said, so that's not allowed.
[00:11:51.086 --> 00:11:52.807]  And they said, well, yes, that's not allowed.
[00:11:53.308 --> 00:11:54.549]  I said, well, what's the code?
[00:11:54.589 --> 00:11:55.329]  Well, it's this code.
[00:11:55.369 --> 00:11:56.390]  I said, I've looked that code up.
[00:11:56.750 --> 00:11:58.252]  That's like hot dog stands.
[00:11:59.887 --> 00:12:01.128]  Blocking the sidewalk.
[00:12:01.188 --> 00:12:08.396]  You're using a right-of-way code here that I just can't pull over on the right-of-way on a highway and sell whatever I want.
[00:12:08.897 --> 00:12:11.640]  And I said, we're handing out free magazines on the sidewalk.
[00:12:11.700 --> 00:12:12.721]  You don't own that sidewalk.
[00:12:13.803 --> 00:12:16.625]  And then I talked to some of the police on the phone.
[00:12:16.645 --> 00:12:17.466]  They said, we agree.
[00:12:17.927 --> 00:12:19.228]  We're going to talk to our superiors.
[00:12:19.588 --> 00:12:24.252]  The point is, is that Shop by Southwest ordered code enforcement out there.
[00:12:24.512 --> 00:12:26.194]  They then ordered the police to give us tickets.
[00:12:26.234 --> 00:12:27.315]  They did give warning tickets.
[00:12:27.535 --> 00:12:29.276]  And then revolted and said, we're not even going to do that.
[00:12:30.077 --> 00:12:35.140]  And by the time I got down there last night, the cops were coming over, getting pictures with me, saying, we agree.
[00:12:35.461 --> 00:12:37.062]  I asked the cops, do you support the First Amendment?
[00:12:37.082 --> 00:12:38.162]  They were putting their thumbs up.
[00:12:38.783 --> 00:12:40.364]  And they were laughing at it.
[00:12:41.305 --> 00:12:42.605]  But at first, it was very serious.
[00:12:42.886 --> 00:12:45.707]  Then my crew, as I'm leaving, was down at 6th Street.
[00:12:45.747 --> 00:12:47.289]  I was down at the convention center on 1st and 2nd.
[00:12:48.109 --> 00:12:53.875]  They run over and they go, oh my gosh, you know, big muscle guys with shaved heads and came over and said, we better watch it.
[00:12:53.895 --> 00:12:54.916]  We're not allowed to be out here.
[00:12:55.716 --> 00:13:03.264]  And man, let me tell you, I'm not looking for trouble, but you want to punch my buttons, have some big thug come over and tell me I can't be on the sidewalk.
[00:13:03.324 --> 00:13:07.448]  I mean, I'm not looking for trouble, but you just absolutely punched my buttons right there.
[00:13:09.256 --> 00:13:11.457]  And I turn into Yosemite Sam.
[00:13:11.537 --> 00:13:15.379]  I mean, I just do not know what to say about this country.
[00:13:15.639 --> 00:13:19.701]  But that's what's happened with the free speech zones and the checkpoints and all of it.
[00:13:20.121 --> 00:13:21.702]  None of us really want to live under this.
[00:13:22.182 --> 00:13:23.903]  Police don't want their kids living under this.
[00:13:24.443 --> 00:13:25.503]  You don't want to live under this.
[00:13:25.743 --> 00:13:27.284]  The bureaucrats, most of them, aren't bad.
[00:13:27.304 --> 00:13:28.044]  They don't want to live under it.
[00:13:28.364 --> 00:13:29.625]  Citizens don't want to live under it.
[00:13:29.945 --> 00:13:38.329]  But a few elitists, the guys with all the private jets paid for with government contracts and all the insiders, they love it.
[00:13:39.252 --> 00:13:43.938]  And they use bureaucracy to create monopolies and shut down their competition.
[00:13:50.860 --> 00:13:54.001]  The South by Southwest interactive and music thing twenty-something years ago.
[00:13:54.441 --> 00:13:55.781]  I'd always heard the stories.
[00:13:56.341 --> 00:14:04.003]  I've even seen them in the news where if you try to have in your own parking lot of your bar an event with music during South by Southwest twenty miles away.
[00:14:04.023 --> 00:14:07.343]  I mean they'll go outside the city to the round rock.
[00:14:08.223 --> 00:14:14.985]  I've talked to people and show up and say anybody that sings or plays at this event you'll never be involved with our event.
[00:14:15.025 --> 00:14:15.425]  I mean that's
[00:14:16.841 --> 00:14:18.682]  Let me tell you, that's uncivil.
[00:14:18.722 --> 00:14:22.483]  And by uncivil, there's serious chival penalties.
[00:14:23.403 --> 00:14:32.547]  And I'm thinking about, just because I don't like thuggism, you know, some of the cable people and others tried to take over AXS TV, even though I wasn't even doing shows down there anymore.
[00:14:32.827 --> 00:14:39.129]  I was airing my radio show on there, Slash Video, about six, seven years ago, I guess eight years ago now.
[00:14:39.569 --> 00:14:43.431]  And I went to a city council meeting, telecommunications meeting, and they came over and threatened me.
[00:14:44.878 --> 00:14:53.508]  In fact, one guy came over and said, I'm a former Marine, when my camera was off, I will kill you if you don't stop trying to stop the shutdown of AXS TV.
[00:14:54.471 --> 00:14:55.271]  And I said, that's it.
[00:14:55.571 --> 00:14:57.192]  This is obviously, something's going on here.
[00:14:57.672 --> 00:14:58.793]  This is obviously criminal.
[00:14:58.853 --> 00:15:01.414]  So I hired a private investigator, did some other stuff.
[00:15:01.934 --> 00:15:04.675]  Went to some meetings, bluffed people and said, I know you're stealing money.
[00:15:04.995 --> 00:15:05.855]  Got them to admit it.
[00:15:06.336 --> 00:15:08.836]  And then they only sent the director to prison, to Huntsville.
[00:15:09.337 --> 00:15:11.557]  Supposed to get like seven years, only spent a few years in jail.
[00:15:11.878 --> 00:15:14.158]  And the city shut it down because they were involved higher up.
[00:15:14.198 --> 00:15:14.519]  We know.
[00:15:14.539 --> 00:15:16.559]  You know, tip of the iceberg.
[00:15:16.599 --> 00:15:17.760]  But I'm not playing games here.
[00:15:18.360 --> 00:15:26.069]  I know the law, I know how things work, and I got bigger fish to fry, but I could get together with all the people that have been violated with a class action suit.
[00:15:26.589 --> 00:15:28.251]  And see, that's how mafias start.
[00:15:28.692 --> 00:15:39.444]  They come in, they get big, corporations can do it, government can do it, and that's an example of literally code enforcers, police, and when they wouldn't violate the Constitution,
[00:15:40.834 --> 00:15:47.041]  Guys coming over, you know, six-foot-five guys that weigh 300 pounds going, better get off the street, ladies, and not hand out those magazines.
[00:15:47.621 --> 00:15:48.743]  You're not allowed down here.
[00:15:48.783 --> 00:15:49.623]  Watch it, lady!
[00:15:50.104 --> 00:15:52.827]  I mean, that is Chicago, New York mafia crap.
[00:15:54.529 --> 00:15:56.511]  When you stand up to tyranny, you have liberty.
[00:15:56.531 --> 00:15:57.892]  When you bend over, you're a slave.
[00:15:57.952 --> 00:15:58.873]  We'll be back with the news.
[00:16:01.161 --> 00:16:09.408]  Devastating events like earthquakes, tornadoes, floods, hurricanes, or the threat of martial law have highlighted the need for Americans to prepare for emergencies.
[00:16:09.708 --> 00:16:13.151]  As a result, millions are stockpiling food, gold, and weapons.
[00:16:13.391 --> 00:16:17.555]  But how will these items help if you or one of your loved ones becomes ill?
[00:16:17.855 --> 00:16:22.559]  Supernatural silver is the ultimate tool to prepare you for a medical emergency.
[00:16:22.879 --> 00:16:32.792]  Supernatural Silver is a natural antibiotic that is uniquely effective against bacteria, viruses, moles and fungus, and is remarkable for wound care.
[00:16:33.032 --> 00:16:38.199]  Taken internally or used topically, it can help keep you safe from deadly pathogens.
[00:16:38.439 --> 00:16:47.005]  Supernatural Silver has over 500 different uses and a long-term shelf life, making it the number one choice of preppers across the country.
[00:16:47.225 --> 00:16:54.190]  To find out how this amazing new technology can help you be prepared, go to SupernaturalSilver.com.
[00:16:54.450 --> 00:16:58.373]  Use the promo code PREPARED for 20% off your entire order.
[00:16:58.593 --> 00:16:59.754]  And like us on Facebook!
[00:17:00.723 --> 00:17:07.707]  A little over a year ago, I began to do a lot of research into why, even though I had a pretty good-sized meal, that I was still starving.
[00:17:07.947 --> 00:17:25.577]  And my research led me to a well-known fact that most of the soils that we grow our crops on here in the United States and across the industrialized world are almost completely depleted of almost all of the key minerals and trace elements that our bodies need to rebuild themselves, fight off cancer, and be healthy.
[00:17:25.818 --> 00:17:29.940]  I then searched out the best vitamin and mineral company out there.
[00:17:30.220 --> 00:17:31.781]  And discovered Young-Jevity.
[00:17:31.981 --> 00:17:39.826]  The Young-Jevity products are designed to give you the real nutrition you need, and once you've got that, you don't have to eat as much to be satisfied.
[00:17:40.146 --> 00:17:46.249]  I've lost 37 pounds in two months, simply getting the vitamins and minerals I need.
[00:17:46.469 --> 00:17:47.510]  Check it out for yourself.
[00:17:47.750 --> 00:17:48.471]  It's incredible.
[00:17:48.611 --> 00:17:57.636]  Go to Infowarsteam.com today and order your first canister of Beyond Tangy Tangerine Complete Multivitamin Mineral Complex Dietary Supplement.
[00:17:57.816 --> 00:18:00.077]  That's Infowarsteam.com.
[00:18:00.497 --> 00:18:02.118]  Introducing Pro-1.
[00:18:02.378 --> 00:18:05.900]  All of your filtration in one system, portable, on the go.
[00:18:06.040 --> 00:18:10.442]  No more do you have two or three filters to just reduce sodium fluoride.
[00:18:10.562 --> 00:18:12.903]  You have a system that cuts out the sodium fluoride
[00:18:13.143 --> 00:18:16.548]  And up to 95% of hydrofluorosilic acid.
[00:18:16.668 --> 00:18:27.602]  Advanced manufacturing technology combines silver impregnated white ceramic with new Aquamedics advanced media for removal of fluoride and other heavy metals all in one filter element.
[00:18:27.682 --> 00:18:30.366]  It is the only one that does it and out of the gates!
[00:18:30.526 --> 00:18:33.968]  We have it discounted at 10% off with promo code WATER.
[00:18:34.148 --> 00:18:51.140]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines, ammonia and chlorine, hydrofluorosilicic acid, the most common form of fluoride not covered by other fluoride filter brands, and sodium hexafluorosilicate.
[00:18:51.480 --> 00:18:56.784]  Get your ProPure with the new Pro1 filter today at InfoWareStore.com or by calling 888-253-3139.
[00:19:00.266 --> 00:19:03.010]  Alex Jones here with a message to fellow freedom lovers.
[00:19:03.291 --> 00:19:08.118]  The prognosis for the entire planetary economic system runs from bad to worse.
[00:19:08.298 --> 00:19:15.489]  The globalist model is to shut down societies and starve patriots out until they acquiesce to the global takeover.
[00:19:15.609 --> 00:19:21.012]  That's why we've assembled the most vital and important preparedness items at InfoWarsShop.com.
[00:19:21.233 --> 00:19:24.975]  These are items that I did research on, that I personally use.
[00:19:25.255 --> 00:19:29.798]  You've got the LifeStraw, so you can turn fetid water into safe water anywhere you go.
[00:19:29.978 --> 00:19:34.581]  The KTOR Hand Crank Generator, to charge up key equipment during power outages or
[00:19:34.821 --> 00:19:36.042]  We're getting prepared.
[00:19:36.062 --> 00:19:36.442]  Are you?
[00:20:01.673 --> 00:20:04.536]  Coast to coast, direct from Austin.
[00:20:05.257 --> 00:20:08.561]  You're listening to the Alex Jones Broadcasting Network.
[00:20:08.841 --> 00:20:21.015]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[00:20:36.010 --> 00:20:38.112]  Okay, my friends, we are back live.
[00:20:38.132 --> 00:20:42.537]  We got ZZ Top, born deep in the heart of Texas, bringing us in.
[00:20:43.958 --> 00:20:52.286]  Look, my job is to get you to understand the philosophies used by the corrupt, the oppressive, the monopoly men.
[00:20:53.371 --> 00:21:04.894]  So that you can navigate what's happening out there, not just, oh, we're going to vote for Republicans, or we're going to vote for Libertarians, or, you know, we're going to stand up against tyranny.
[00:21:04.934 --> 00:21:05.855]  Well, what does that mean?
[00:21:07.395 --> 00:21:10.896]  Standing up against tyranny means knowing what tyranny is.
[00:21:11.496 --> 00:21:13.337]  Okay, well, you know what basic tyranny is.
[00:21:13.397 --> 00:21:13.997]  I know I do.
[00:21:14.477 --> 00:21:17.718]  But it takes a lot of studying to know the tricks they play.
[00:21:19.909 --> 00:21:22.351]  The manipulations they engage in.
[00:21:22.791 --> 00:21:29.776]  And it turns out the establishment thinks you're so stupid, they write books and handbooks and brag.
[00:21:29.836 --> 00:21:36.641]  I mean, Karl Rove bragged to the New York Times, yeah, we lie and make stuff up, but you'll go along with the new reality that we tell you about.
[00:21:36.681 --> 00:21:44.527]  And then Gibbs came out a few weeks ago, the former press secretary, and said, yeah, we lie to the public about things that publicly exist.
[00:21:45.208 --> 00:21:48.110]  It's the Wizard of Oz, and the reporters all laugh with him.
[00:21:49.332 --> 00:21:52.833]  Because the public doesn't know he's lying.
[00:21:52.913 --> 00:22:02.136]  They just, whoever's the fanciest, whoever's wearing the nicest tie, whoever is in the fanciest studio, they must be telling the truth.
[00:22:03.516 --> 00:22:05.837]  There's not two billion bullets that have been bought.
[00:22:06.137 --> 00:22:14.439]  They're not buying giant armored vehicles for Homeland Security, even though it's all public, all available on the federal websites, the purchases they've made.
[00:22:14.779 --> 00:22:16.260]  They'll just have Politico and
[00:22:17.199 --> 00:22:28.405]  Fifteen, sixteen other publications this week come out and say I'm a liar, and Sarah Palin is insane, because she's quoting me, and that there are no bullets, and there are no armored vehicles, and we're liars.
[00:22:29.525 --> 00:22:34.008]  That's like saying that California doesn't exist, or the moon doesn't exist.
[00:22:34.048 --> 00:22:39.811]  But let me tell you, for the dumbed-down masses of people out there, they sit back and laugh and go, ha ha ha!
[00:22:39.831 --> 00:22:45.974]  Robert Gibbs came out and said hundreds of times, there are no drones, we're not killing anyone with drones, there is no drone program.
[00:22:47.765 --> 00:22:49.506]  I mean, I played it two weeks ago here on the Sunday Show.
[00:22:49.526 --> 00:22:50.267]  I guess I could play it again.
[00:22:50.287 --> 00:22:51.268]  Can you guys queue up, Gibbs?
[00:22:51.728 --> 00:22:51.968]  Thanks.
[00:22:51.988 --> 00:22:53.189]  I know I have like 20 clips.
[00:22:53.249 --> 00:22:54.050]  We'll play an old one here.
[00:22:54.070 --> 00:22:55.891]  Because people hear that and they go, oh yeah, right.
[00:22:56.151 --> 00:22:56.411]  No, no, no.
[00:22:56.572 --> 00:22:57.532]  And they all laugh.
[00:22:57.572 --> 00:22:58.653]  See, it's funny to them.
[00:22:58.993 --> 00:23:00.655]  See, it's not funny to me.
[00:23:02.395 --> 00:23:18.043]  And I get upset when I'm told I can't have an InfoWars bumper sticker on my car downtown because a code enforcer says no advertising allowed downtown and uses a code about blocking right-of-ways and tells cops to enforce a fraudulent code.
[00:23:19.304 --> 00:23:23.005]  I get in the car and drive back to town and go down and bullhorn them and dare them to arrest me.
[00:23:23.846 --> 00:23:27.988]  But I show up and the cops are like, we already refused, we know they're tyrants, hey let me get a photo with you.
[00:23:30.162 --> 00:23:37.007]  You see, that's when tyranny fails, is when they cannot convince the enforcers to go along with it, and when the people don't lay down.
[00:23:37.428 --> 00:23:46.555]  Because if we don't see, I later learned the police in Austin, that's why I'm talking about this instead of all this big international national news, because it's a microcosm of everything else.
[00:23:48.256 --> 00:23:55.482]  That I sent my crew out with a street team they hired, thousands of dollars, to hand out 10,000 copies of a free magazine,
[00:23:58.530 --> 00:24:01.773]  We sell them in bulk at cost at Infowarshop.com.
[00:24:02.594 --> 00:24:06.558]  We're handing out $10,000 to all the film people to wake them up about the police state.
[00:24:07.018 --> 00:24:09.200]  The cover of the magazine has an American flag on it.
[00:24:10.581 --> 00:24:13.324]  And it says, Inside the Mind of the Establishment.
[00:24:13.564 --> 00:24:16.547]  And breaks down all the tyranny and the attack on free speech.
[00:24:16.667 --> 00:24:17.328]  Oh, isn't that funny?
[00:24:18.888 --> 00:24:20.109]  And how to save America.
[00:24:20.309 --> 00:24:21.511]  Boy, that's really evil stuff.
[00:24:21.971 --> 00:24:26.075]  So, the establishment is so freaked out about that, they order the cops to go give tickets.
[00:24:26.796 --> 00:24:30.639]  The cops refuse and give warnings within hours before they even knew I was coming.
[00:24:31.100 --> 00:24:32.661]  They started refusing.
[00:24:33.022 --> 00:24:34.563]  The code enforcers then refused.
[00:24:34.844 --> 00:24:38.007]  So then, people claiming that they were with South by Southwest
[00:24:38.487 --> 00:24:42.014]  Came and confronted my street team, big guys, and said you better get off the street.
[00:24:42.475 --> 00:24:50.130]  I mean, again, that is a microcosm, a tiny window into the mindset of everything we're facing.
