[00:00:05.512 --> 00:00:05.694]  Yeah.
[00:09:56.557 --> 00:09:59.877]  But you notice they never say any viruses ever originate in America.
[00:10:00.357 --> 00:10:04.338]  It's not like the USA coronavirus pandemic.
[00:10:04.938 --> 00:10:05.898]  They would never announce that.
[00:10:06.039 --> 00:10:10.360]  It's always some third world developing nation group or some political enemy.
[00:10:10.560 --> 00:10:12.601]  Ah, Chinese virus, gonna get ya!
[00:10:13.542 --> 00:10:14.562]  Pigs from Hong Kong!
[00:10:15.042 --> 00:10:16.223]  It's just, it's insane.
[00:10:17.243 --> 00:10:30.429]  Sorry, I mean, I'm not trying to turn this into a comedy show, but sometimes the official news is so hilarious that you just gotta comment with a little bit of satire, but apparently three people have died from a deadly new SARS-like virus.
[00:10:31.300 --> 00:10:37.082]  According to the Daily Mail, three more people, bringing the total death toll to 27!
[00:10:37.122 --> 00:10:38.503]  27, yeah, of course.
[00:10:43.976 --> 00:10:44.516]  Let's see.
[00:10:44.537 --> 00:10:51.082]  60,000 Americans were killed by one drug that the FDA refused to pull off the market.
[00:10:51.422 --> 00:10:54.445]  That's more Americans than died in the entire Vietnam War.
[00:10:55.365 --> 00:11:03.152]  And they didn't warn you about that, but they will warn you about 27 people dying by a virus that they can blame on Al-Qaeda.
[00:11:03.532 --> 00:11:03.933]  Who else?
[00:11:04.933 --> 00:11:06.014]  Alright, next story.
[00:11:06.375 --> 00:11:10.238]  Arsenic is being intentionally added to conventional chicken.
[00:11:11.294 --> 00:11:11.774]  It's true.
[00:11:12.295 --> 00:11:14.597]  Arsenic, of course, is a toxic metal.
[00:11:14.737 --> 00:11:16.939]  You can find it on the Table of Elements.
[00:11:17.219 --> 00:11:18.220]  It is AS.
[00:11:18.320 --> 00:11:19.801]  That's the short version of it.
[00:11:19.821 --> 00:11:22.984]  If you're curious about that, go back to your science class and check that out.
[00:11:23.445 --> 00:11:23.785]  Arsenic.
[00:11:24.185 --> 00:11:26.868]  It is a highly toxic, deadly metal.
[00:11:27.028 --> 00:11:29.150]  In fact, arsenic was the poison of choice
[00:11:29.710 --> 00:11:38.124]  For assassinations throughout world history until about the last, I'd say 100, 150 years when arsenic detection became easier to do.
[00:11:38.144 --> 00:11:41.449]  It was easy to kill somebody with arsenic because it's tasteless.
[00:11:41.850 --> 00:11:43.913]  So you could slip it into their food or their drink and...
[00:11:44.588 --> 00:11:45.548]  Yeah, pretty soon.
[00:11:45.568 --> 00:11:50.530]  Now the king's dead and you got a new emperor, a new king, taking over.
[00:11:50.610 --> 00:11:52.350]  So arsenic was the poison of choice.
[00:11:52.670 --> 00:11:55.951]  Now it's the poison of choice for the chicken industry in the United States.
[00:11:56.311 --> 00:11:59.832]  The FDA says, yeah, you can add arsenic to chicken drugs.
[00:12:00.332 --> 00:12:09.855]  So these are big pharma's drugs being fed to the chicken to increase chicken yields by the chicken farmers, but the drug contains arsenic.
[00:12:10.555 --> 00:12:14.817]  Arsenic is also used, by the way, to treat lumber and make it weatherproof.
[00:12:15.737 --> 00:12:26.001]  And if you go buy that lumber, you'll notice that it has a little warning on it, a cancer warning that says, don't breathe the sawdust from this lumber if you saw into it or you're building with it or doing something.
[00:12:26.501 --> 00:12:27.382]  Don't even touch it!
[00:12:27.422 --> 00:12:28.342]  It's so toxic!
[00:12:29.182 --> 00:12:32.063]  But it's safe to put in the chicken, says the FDA.
[00:12:32.524 --> 00:12:37.305]  Doesn't that just make you feel good about eating some chicken nuggets from time to time?
[00:12:37.346 --> 00:12:37.946]  Yes, indeed.
[00:12:38.999 --> 00:12:45.103]  All right, so the FDA always doing the devil's business of destroying health.
[00:12:45.163 --> 00:12:45.523]  I love it.
[00:12:46.264 --> 00:12:47.104]  What a wonderful group.
[00:12:47.124 --> 00:12:49.186]  We should give those people humanitarian awards.
[00:12:49.706 --> 00:12:50.046]  They're great.
[00:12:50.587 --> 00:13:01.153]  Next story, Hungary, the nation of Hungary, torches 500 hectares of GM corn to eradicate GMOs from the food supply.
[00:13:01.193 --> 00:13:06.217]  Yes, Hungary does not tolerate GMOs to be grown in its borders.
[00:13:06.957 --> 00:13:18.566]  And so when it found that genetically modified corn was accidentally growing, and what happened, by the way, is that the farmers bought seeds and they weren't told that they were Monsanto seeds.
[00:13:18.606 --> 00:13:25.951]  So they planted the seeds, the GMOs were growing, the government figured it out, and they torched 500 hectares.
[00:13:27.762 --> 00:13:30.585]  That's a lot of land of GMOs being burned to the ground.
[00:13:30.605 --> 00:13:33.107]  You might say, well, why do they need to burn the plants?
[00:13:33.728 --> 00:13:39.113]  The answer is, that's the only way to destroy the toxic DNA that's in the plant.
[00:13:39.133 --> 00:13:44.639]  You see, remember, GMOs are self-replicating pollution, so you gotta bring fire.
[00:13:45.019 --> 00:13:47.942]  You gotta really burn them down to make sure you get the GMO.
[00:13:48.823 --> 00:13:50.043]  That you destroy the genes.
[00:13:50.623 --> 00:13:57.165]  Otherwise it could blow downwind and contaminate some other crop some ways away.
[00:13:57.285 --> 00:14:01.746]  Which is probably what happens all over the place, all over the world with these GMOs.
[00:14:01.766 --> 00:14:02.647]  So they burned it down.
[00:14:03.867 --> 00:14:06.388]  Now, isn't it interesting that GMOs are banned in 27 countries?
[00:14:08.106 --> 00:14:10.647]  GMO labeling is mandated in over 50 countries.
[00:14:11.127 --> 00:14:19.590]  You've got countries like Ecuador that have it in their constitution that you can't have GMOs anywhere planted in the country.
[00:14:20.010 --> 00:14:22.431]  You've got Hungary that's burning down GMOs.
[00:14:23.550 --> 00:14:28.013]  And then you've got America that says, hey, all your children should eat more GMOs.
[00:14:28.073 --> 00:14:29.073]  Isn't it lovely?
[00:14:29.093 --> 00:14:37.999]  And you've got the Obama administration, which in 2007 promised that we should all have the right to know what we're eating and that GMOs should be labeled.
[00:14:38.439 --> 00:14:43.182]  That was an Obama campaign promise in 2007 that he has never made good on.
[00:14:43.582 --> 00:14:47.725]  And don't hold your breath, because it's probably not going to happen.
[00:14:48.905 --> 00:14:54.590]  Alright, now, here for just a little bit of satire on this show, we always like to add that in.
[00:14:55.351 --> 00:14:58.854]  Facebook has announced that it's banning vowels.
[00:14:59.595 --> 00:15:05.340]  Because vowels, it turns out, can be used to form words of hate speech.
[00:15:06.812 --> 00:15:11.514]  So what better way to control the people than to take the vowels away?
[00:15:12.214 --> 00:15:18.897]  So now everybody who posts on Facebook is required to post using only consonants and punctuation.
[00:15:19.938 --> 00:15:29.382]  And Coca-Cola, Pfizer, Nissan have all said they strongly support this new policy by Facebook and they posted their own supportive comment which reads,
[00:15:35.626 --> 00:15:37.887]  Uh, that's, uh, no, no vowels allowed.
[00:15:37.907 --> 00:15:42.409]  A-E-I-O-N-U are the new weapons.
[00:15:43.269 --> 00:15:44.290]  The new weapons of truth.
[00:15:44.910 --> 00:15:50.252]  So, all of you out there, if you have, uh, if you have any vowels in your pockets, be careful.
[00:15:50.292 --> 00:15:55.114]  The TSA soon is going to be reaching down your pants looking for vowels.
[00:15:56.215 --> 00:15:59.936]  Not just, no, not just your genitalia, but your vowels.
[00:16:00.436 --> 00:16:01.537]  That's the real danger.
[00:16:01.837 --> 00:16:02.837]  That's where you go wrong.
[00:16:02.897 --> 00:16:03.558]  It's your speech.
[00:16:04.579 --> 00:16:06.161]  No vowels for you, funny boy!
[00:16:06.722 --> 00:16:10.188]  Empty your pockets and drop your vowels before you get on the airplane.
[00:16:11.135 --> 00:16:13.796]  All right, anyway, that's the news segment.
[00:16:13.857 --> 00:16:18.299]  Next coming up, we have an interview with Andrea LaLama.
[00:16:18.379 --> 00:16:24.803]  She's the mom of the autistic children who was censored by Facebook, which is sort of why we did that Facebook satire bit there.
[00:16:25.003 --> 00:16:30.926]  And keep an eye out all next week as InfoWars covers the Bilderberg meeting in Europe.
[00:16:31.446 --> 00:16:37.130]  The web address to go to to watch that is InfoWars.com slash B, as in Bilderbergers.
[00:16:37.890 --> 00:16:45.632]  So, InfoWars.com slash B. Alex is there himself, or at least is planning to be there, unless they don't allow him to enter the country.
[00:16:46.472 --> 00:16:53.773]  And much of the InfoWars team, including, of course, Paul Joseph Watson, will be there in person covering this, so it's going to be an exciting week to see what happens.
[00:16:54.093 --> 00:17:01.455]  And the rest of the InfoWars crew will be covering the daily radio show, with Alex popping in with special reports from time to time.
[00:17:01.475 --> 00:17:05.656]  It's going to be an exciting week, so check it out at InfoWars.com slash B.
[00:17:06.876 --> 00:17:16.462]  And when we come back from break, we're going to an exclusive interview with Andrea LaLama, the mom of the autistic kids whose pictures were censored by Facebook.
[00:17:16.482 --> 00:17:17.803]  So stay with us as we come back.
[00:17:22.628 --> 00:17:33.776]  Many anthropologists and archaeologists believe that before man even discovered the power to harness and use fire, we were involved in agrarian activities.
[00:17:34.256 --> 00:17:38.980]  That is, taking the seeds of plants and then replanting them to produce more.
[00:17:39.620 --> 00:17:48.644]  The very foundation of our modern civilization and human culture is centered around the planting and cultivation of edible plants.
[00:17:49.285 --> 00:17:52.006]  Fruits, vegetables, nuts, you name it.
[00:17:52.546 --> 00:17:54.927]  And the globalists have been going after gardening.
[00:17:54.947 --> 00:17:58.549]  They've been harassing people that have gardens in their front yards or their backyards.
[00:17:58.569 --> 00:18:06.773]  They've called for licenses for people to have gardens because you can't trust prisoners in the police state America to be able to grow their own food.
[00:18:07.313 --> 00:18:10.857]  That's why I've come to the realization that we need to become self-sufficient.
[00:18:11.558 --> 00:18:12.559]  You need to be informed.
[00:18:12.579 --> 00:18:14.642]  You need to have the Second Amendment to protect yourself.
[00:18:14.662 --> 00:18:16.564]  You need to be politically active to wake up others.
[00:18:16.944 --> 00:18:18.146]  You need to filter your water.
[00:18:18.606 --> 00:18:21.229]  But you also need to plant a garden.
[00:18:21.309 --> 00:18:22.971]  Even if you live in an apartment, you can do this.
[00:18:23.452 --> 00:18:26.475]  If you live in the countryside, obviously you can do it on a grand scale.
[00:18:27.296 --> 00:18:31.682]  There are so many green belts in areas that humans don't even visit.
[00:18:32.143 --> 00:18:42.056]  Nearby cities and in suburbs where people are now more and more planting their own little private gardens and meadows and off the side of the road.
[00:18:42.757 --> 00:18:58.776]  Ladies and gentlemen, it is a revolutionary act to unplug from the television, to unplug from the computer, and all the globalist propaganda, and to go out in your backyard, or your front yard, or planters at your apartment, or on the roof of the building where you live, and to plant a garden.
[00:18:59.721 --> 00:19:04.602]  Here are some of the amazing deals at InfoWarsSeedCenter at InfoWarsShop.com.
[00:19:05.122 --> 00:19:13.504]  The Survival Seed Vault by MyPatriotSupply features only the finest survival heirloom seeds for a robust and hardy garden, even in the toughest of times.
[00:19:14.004 --> 00:19:21.526]  The ARC All-in-One Seed Kit contains 70 varieties of 50,000 seeds of fruits, vegetables, medicinal and culinary herbs.
[00:19:21.946 --> 00:19:23.546]  All ARC seeds are heirloom.
[00:19:24.066 --> 00:19:28.247]  Each type is labeled and sealed separately for ease of use and longevity.
[00:19:28.547 --> 00:19:32.991]  The Deluxe Emergency Seed Bank combines three of Emergency Seed Bank's top sellers.
[00:19:33.791 --> 00:19:40.196]  The Family Survival Emergency Seed Bank, the Medicinal Herb Seeds Pack, and the Culinary Herb Seeds Pack.
[00:19:40.877 --> 00:19:48.303]  We also have starter varieties of the Deluxe Seed Packages for fruit, salad, salsa, peppers, and medicinal herbs and more.
[00:19:49.423 --> 00:19:53.265]  Go to the InfoWars Seed Center at InfoWarshop.com.
[00:19:53.806 --> 00:19:58.749]  A little seed can grow a huge tree that produces fruit for up to 50 years.
[00:19:59.069 --> 00:20:00.890]  We have the best life bombs.
[00:20:00.970 --> 00:20:01.730]  That's what these are.
[00:20:02.371 --> 00:20:12.597]  We have the best weapons against death out there at the lowest prices waiting for you to lovingly plant them and lovingly grow them and lovingly eat them and share them with others.
[00:20:13.357 --> 00:20:19.120]  We will strike back against the New World Order and this is only one more initiative in our fight against them.
[00:20:19.320 --> 00:20:26.443]  So please join us at InfoWarsHop.com or you can link through at InfoWars.com at the InfoWars Seed Center.
[00:20:30.902 --> 00:20:34.505]  Welcome back to InfoWars Nightly News on this Thursday, May 30th.
[00:20:34.606 --> 00:20:38.149]  This is Mike Adams and now we're interviewing Andrea LaLama.
[00:20:38.589 --> 00:20:49.379]  She is the mom whose photos of her children, her autistic children, were censored by Facebook and the story went viral on Drudge and InfoWars and many other places.
[00:20:50.060 --> 00:21:07.305]  She is an outspoken critic of the government's lack of action and industry's poisoning of children, causing them to be autistic, and she joins us here in the InfoWars Nightly News studios to give us her take on what's happening with autism, BT toxin, GMOs, and children.
[00:21:07.785 --> 00:21:10.366]  Andrea, thanks for joining us on InfoWars Nightly News.
[00:21:11.381 --> 00:21:12.762]  Thank you for inviting me, Mike.
[00:21:12.862 --> 00:21:14.343]  I really appreciate it.
[00:21:14.723 --> 00:21:18.525]  I'm glad that a lot of people are paying attention to these issues.
[00:21:18.945 --> 00:21:20.025]  Well, it's great to have you here.
[00:21:20.085 --> 00:21:23.447]  By the way, you did a great job on the Alex Jones Radio Show today.
[00:21:24.027 --> 00:21:25.308]  That was earlier.
[00:21:25.348 --> 00:21:31.671]  I'm curious, what kind of reaction are you getting now online from your speaking out on the show?
[00:21:32.797 --> 00:21:33.877]  I'm super happy.
[00:21:33.937 --> 00:21:36.499]  I thank everybody out there that is supporting me.
[00:21:37.800 --> 00:21:43.424]  I'm doing this for not just my children, but for your children and for everybody's children.
[00:21:43.504 --> 00:21:46.086]  Not just the autistic kids, but the kids that don't have autism.
[00:21:46.506 --> 00:21:53.351]  Because we have to create awareness of avoiding autism is enough to create awareness that autism exists.
[00:21:54.051 --> 00:21:56.212]  We need to create awareness of, stop it!
[00:21:56.552 --> 00:21:57.453]  Stop autism!
[00:21:57.553 --> 00:21:58.734]  It's an epidemic!
[00:21:58.794 --> 00:21:59.394]  Let's stop it!
[00:21:59.434 --> 00:22:01.195]  Let's create awareness how to stop it!
[00:22:01.475 --> 00:22:02.475]  And this is how we stop it.
[00:22:02.796 --> 00:22:11.000]  Now, for those who maybe didn't hear the radio show, give us a very quick synopsis of what happened to you and the Facebook censorship issue.
[00:22:11.872 --> 00:22:21.897]  Basically, we went to protest, and I like to teach my children to do what is right by example.
[00:22:22.297 --> 00:22:24.598]  And I took them to protest with me.
[00:22:25.578 --> 00:22:29.620]  They actually were the ones that wanted to go after I explained to them what happened at home.
[00:22:29.900 --> 00:22:32.401]  They are totally capable of understanding what's going on.
[00:22:32.842 --> 00:22:34.382]  They know they have to eat organic.
[00:22:34.442 --> 00:22:35.683]  It's medicine for them.
[00:22:36.163 --> 00:22:37.544]  So they wanted to go and protest for that.
[00:22:37.924 --> 00:22:46.928]  And we took very nice pictures, and I just came back home very innocently to share with my friends and just my small network of families.
[00:22:47.768 --> 00:22:56.032]  And when you picked up the story, I put in my picture in your website, because I've been a reader of natural news for many, many years.
[00:22:56.892 --> 00:22:59.133]  And I took a lot of your advice, by the way.
[00:22:59.153 --> 00:22:59.533]  I love it.
[00:23:01.774 --> 00:23:05.875]  It takes a big part, let me tell you and thank you, it takes a big part in reversing autism.
[00:23:06.015 --> 00:23:12.137]  A lot of your advice and Jeffrey Smith and everybody that is aware of what's going on, Alex Jones.
[00:23:12.177 --> 00:23:13.257]  We shared your photo.
[00:23:13.277 --> 00:23:25.840]  You guys shared my photo in your Facebook page and right after that I tried to share one more time with the foundation that I work with, Autism One, and it didn't allow me.
[00:23:26.360 --> 00:23:28.082]  That's when you got the message that it was abusive.
[00:23:28.122 --> 00:23:29.883]  That it was abusive and it was blocked.
[00:23:30.464 --> 00:23:38.011]  So I got furious to tell the truth because not just for blocking me but for calling me abusive.
[00:23:38.491 --> 00:23:43.656]  How my pictures of my kids protesting with such an innocent
[00:23:45.407 --> 00:23:50.996]  Commentaries in a way, because I'm not pinpointing names, I'm not saying Monsanto or DuPont or anybody.
[00:23:51.016 --> 00:23:53.159]  I'm just saying what is true.
[00:23:53.780 --> 00:23:58.627]  The organic food is medicine for my son, and the other one is biopesticides equal autism.
[00:23:59.682 --> 00:24:08.305]  What's incredible is that the censorship that Facebook did to you was also happening to other moms all across Facebook.
[00:24:08.805 --> 00:24:12.006]  And I'm sure you started to get those messages, they started flooding into us as well.
[00:24:12.447 --> 00:24:15.588]  Everybody that was trying to post Monsanto was getting shut down.
[00:24:15.968 --> 00:24:16.228]  Yes.
[00:24:16.548 --> 00:24:17.208]  Selectively.
[00:24:18.309 --> 00:24:24.371]  The mothers in my group that tried to repost the picture of my children got blocked.
[00:24:24.831 --> 00:24:25.251]  Amazing.
[00:24:28.354 --> 00:24:33.117]  They say, oh, you don't have freedom of speech because Facebook is a private company.
[00:24:34.457 --> 00:24:37.159]  And like you pointed, and I agree with you, it's absurd.
[00:24:37.579 --> 00:24:38.619]  It's totally absurd.
[00:24:38.819 --> 00:24:39.540]  Yeah, it's absurd.
[00:24:39.560 --> 00:24:42.161]  Well, AT&T is a private, you know, a corporation.
[00:24:42.481 --> 00:24:44.783]  Verizon, all these cell phone companies.
[00:24:45.043 --> 00:24:49.365]  It doesn't mean they can block your phone call if you're talking about Monsanto on your phone call.
[00:24:49.525 --> 00:24:50.066]  Exactly.
[00:24:51.427 --> 00:24:52.248]  It's absurd.
[00:24:52.668 --> 00:25:01.016]  And the only logical explanation for this is that this bio-industry, this Monsanto, it's behind it.
[00:25:01.196 --> 00:25:08.723]  And it's preventing the public from talking about it, from commenting about it, from protesting about it.
[00:25:09.163 --> 00:25:10.304]  And this is absolutely wrong.
[00:25:11.485 --> 00:25:18.007]  And we have reached a point that you can't live anymore here in the United States.
[00:25:18.087 --> 00:25:19.868]  It's so suppressive.
[00:25:19.988 --> 00:25:21.969]  We cannot even talk.
