[00:00:02.304 --> 00:00:04.326]  You're listening to GCN.
[00:03:32.575 --> 00:03:37.096]  The next NSA snooping shoe to drop, pre-crime artificial intelligence.
[00:03:37.136 --> 00:03:38.696]  I've been telling you that for 15 years.
[00:03:39.156 --> 00:03:40.537]  Now that's mainstream news.
[00:03:41.539 --> 00:03:46.880]  In fact, I have a case of a guy on Twitter, a well-known writer, said nothing threatening to Obama.
[00:03:46.920 --> 00:03:51.782]  Secret Service came, intimidated him into signing a release to get his mental records.
[00:03:52.262 --> 00:03:53.282]  And the guy went along with it.
[00:03:53.302 --> 00:03:54.422]  I'm going to get him on the show.
[00:03:55.523 --> 00:04:03.505]  But, I mean, show up here and try to make me sign something and you're going to be told to go to North Korea, which might as well be hell.
[00:04:04.485 --> 00:04:09.046]  So, I know you're trying to make it hell, but we're trying as best we can to stop that.
[00:04:11.035 --> 00:04:12.416]  I mean, I really care about the future.
[00:04:12.436 --> 00:04:13.917]  I really care about my children.
[00:04:14.658 --> 00:04:15.819]  I really care about your children.
[00:04:16.940 --> 00:04:18.301]  California's put it on the books.
[00:04:18.361 --> 00:04:25.807]  They can have 1,000 times the Roundup Ready chemical, glyphosate, in your water.
[00:04:27.869 --> 00:04:37.076]  You understand at 1,000th of that level, it massively increases cancer across the board in major studies.
[00:04:37.096 --> 00:04:37.997]  We're going to be getting to that.
[00:04:42.847 --> 00:04:43.707]  Now just think about it.
[00:04:44.788 --> 00:04:45.548]  They're killing us.
[00:04:47.569 --> 00:04:50.171]  And all the yuppies will do is laugh about it, even as they're dying.
[00:04:50.311 --> 00:04:51.311]  It's like, it's fun.
[00:04:52.372 --> 00:04:52.992]  It's fun.
[00:04:54.853 --> 00:04:55.473]  It's fun.
[00:04:56.734 --> 00:05:07.279]  We'll be right back, ladies and gentlemen, with the latest on the establishment's plunging poll numbers, the economy, what's happening with Saudi Arabia, giving missiles to Al-Qaeda, and more.
[00:05:09.173 --> 00:05:10.794]  Introducing Pro-1.
[00:05:11.054 --> 00:05:14.555]  All of your filtration in one system, portable, on-the-go.
[00:05:14.695 --> 00:05:19.097]  No more do you have two or three filters to just reduce sodium fluoride.
[00:05:19.217 --> 00:05:25.239]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosilicic acid.
[00:05:25.359 --> 00:05:36.123]  Advanced manufacturing technology combines silver impregnated white ceramic with new Aquamedics advanced media for removal of fluoride and other heavy metals, all in one filter element.
[00:05:36.343 --> 00:05:42.630]  It is the only one that does it, and out of the gates, we have it discounted at 10% off with promo code WATER.
[00:05:42.830 --> 00:05:57.565]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines, ammonia and chlorine, hydrofluorosilicic acid, the most common form of fluoride not covered by other fluoride filter brands,
[00:05:57.785 --> 00:05:59.809]  And sodium hexafluorosilicate.
[00:06:00.129 --> 00:06:05.459]  Get your Pro-Pure with the new Pro-1 filters today at Infowarsstore.com or by calling 888-253-3139.
[00:06:13.152 --> 00:06:14.072]  Tyranny is here.
[00:06:14.412 --> 00:06:17.973]  The grim future foretold in 1984 has become reality.
[00:06:18.274 --> 00:06:20.534]  It really says that the state is God.
[00:06:20.554 --> 00:06:26.016]  The United States is now recognized globally as one of the most oppressive police states on Earth.
[00:06:26.436 --> 00:06:32.698]  This film conclusively proves the existence of a secret network of FEMA camps, now being expanded nationwide.
[00:06:33.098 --> 00:06:38.640]  This documentary exposes how the continuity of government program has established an all-powerful shadow state.
[00:06:39.080 --> 00:06:42.781]  Police State 4 chronicles the sickening depth to which our Republic has fallen.
[00:06:43.241 --> 00:06:47.245]  Prepare to enter the secretive world of emergency dictatorship.
[00:06:47.545 --> 00:06:53.471]  Body scanners, sound cannons, citizen spies, stage terror and cameras on every street corner.
[00:06:53.491 --> 00:06:56.454]  It's only the beginning of the New World Order's hellish plan.
[00:06:57.055 --> 00:06:58.476]  The police state isn't coming.
[00:06:59.017 --> 00:06:59.537]  It's here.
[00:07:00.158 --> 00:07:06.964]  Secure your copy today at InfoWars.com or see it online in the highest quality at PrisonPlanet.tv.
[00:07:08.942 --> 00:07:10.863]  In the last two years alone, the U.S.
[00:07:10.883 --> 00:07:12.803]  has seen huge losses to our food supply.
[00:07:13.043 --> 00:07:18.485]  In 2011, storms and floods raged across the U.S., costing us $20 billion in lost crops alone.
[00:07:18.705 --> 00:07:22.467]  In 2012, we saw the largest drought in the country in more than 50 years.
[00:07:22.747 --> 00:07:26.468]  You may think out of sight, out of mind, and so you don't think you will be affected.
[00:07:26.628 --> 00:07:27.809]  The fact is, you are.
[00:07:28.009 --> 00:07:28.789]  We all are.
[00:07:29.029 --> 00:07:31.350]  Food shortages drive prices up for everyone.
[00:07:31.650 --> 00:07:39.957]  You might not be able to control Mother Nature, but you can control your food prices by freezing the cost and availability of your food supply with eFoodsDirect.
[00:07:40.157 --> 00:07:41.358]  Be prepared before you need it.
[00:07:41.538 --> 00:07:44.721]  With nutrient-dense food you can store for up to 25 years.
[00:07:45.001 --> 00:07:47.223]  You can hope for the best, but hope won't feed you.
[00:07:47.363 --> 00:07:51.767]  Do what I've done and get your own supply of the best storable foods out there from eFoodsDirect.
[00:07:51.887 --> 00:07:53.969]  Call 800-409-5633 or visit them on the web at eFoodsDirect.com forward slash Alex.
[00:07:57.992 --> 00:08:02.375]  Crashing through the lies and disinformation, it's Alex Jones on the GCN Radio Network.
[00:08:39.517 --> 00:08:54.886]  Ladies and gentlemen, it is Monday, the 17th day of June 2013, and this is just out via the London Guardian.
[00:08:55.967 --> 00:09:02.751]  Snowden, the truth is coming, and the government can't even stop it by murdering me.
[00:09:04.375 --> 00:09:21.979]  Avoiding a specific question on the scope of documents he obtained about the National Security Agency's surveillance program, former NSA contractor Edward Snowden suggested Monday that he believes the federal government wants to either jail him or murder him.
[00:09:22.099 --> 00:09:25.980]  Well, yeah, that's been in the news that they've been bragging about killing him, because it's not the U.S.
[00:09:26.020 --> 00:09:26.400]  government.
[00:09:26.480 --> 00:09:28.521]  It is a foreign mafia.
[00:09:28.541 --> 00:09:30.021]  Yeah, put that back up on screen for me.
[00:09:31.218 --> 00:09:43.551]  A Business Insider is also reporting that he has been doing a live chat with a bunch of newspapers for the last two hours and answering their questions.
[00:09:47.082 --> 00:09:49.685]  So we'll be going over more of that today.
[00:09:49.805 --> 00:09:56.471]  Also, Supreme Court strikes down Arizona voting rules saying you don't have to show an ID that you're a U.S.
[00:09:56.531 --> 00:09:56.932]  citizen.
[00:09:56.952 --> 00:09:58.834]  You don't have to show a driver's license, nothing.
[00:09:59.554 --> 00:10:05.641]  So the government spies on everything you do, but
[00:10:07.426 --> 00:10:13.368]  When you go to vote, you don't have to show any ID that you're even who you say you are.
[00:10:13.968 --> 00:10:20.710]  And the Democratic Party particularly has been caught in all 50 states engaged in retail voter fraud.
[00:10:21.470 --> 00:10:24.871]  People voting over and over again, illegals voting.
[00:10:26.011 --> 00:10:33.133]  If I went to Mexico and wanted to go vote in their election, they would want to see my driver's license or consular matriculum.
[00:10:36.135 --> 00:10:38.296]  You know, that's my whole thing about this amnesty.
[00:10:38.336 --> 00:10:42.299]  We're talking about Mexico, because that's about 80% of the people that are coming here.
[00:10:42.959 --> 00:10:48.662]  I can't go to Mexico with my wife pregnant, walk in, have the baby, have it all paid for, and my kid is a citizen.
[00:10:51.464 --> 00:10:54.746]  If I'm caught illegally in Mexico, I'm going to spend six months hard labor.
[00:10:54.866 --> 00:10:55.486]  That's on record.
[00:10:56.387 --> 00:11:02.811]  Now, I'm not saying do that to illegal aliens here, but the sense of hospitality in America is what's going to destroy us.
[00:11:04.284 --> 00:11:07.386]  And the sense of groveling to government as well.
[00:11:09.066 --> 00:11:10.347]  Groveling to uniforms.
[00:11:10.407 --> 00:11:11.848]  Groveling to fake authority.
[00:11:12.628 --> 00:11:17.110]  And that's why they're putting code enforcers and bureaucrats in uniforms now.
[00:11:17.430 --> 00:11:21.853]  Because the average American falls on their knees.
[00:11:23.693 --> 00:11:28.236]  I might do a test where I'd dress up like a king and walk around the street and tell people to bow.
[00:11:28.296 --> 00:11:29.236]  They probably will.
[00:11:29.937 --> 00:11:32.698]  I know if I put on a third world dictator uniform they would.
[00:11:34.266 --> 00:11:39.770]  And it's comical when some militia person dresses up in a general outfit.
[00:11:39.790 --> 00:11:45.474]  Remember, some of the Republic of Texas, not the whole Republic of Texas, but some of them, you know, we'd go have rallies.
[00:11:45.494 --> 00:11:46.595]  There'd be like 10 guys.
[00:11:46.615 --> 00:11:47.616]  They were all generals.
[00:11:48.016 --> 00:11:50.017]  One guy's an admiral because he's got a bass boat.
[00:11:50.478 --> 00:11:56.142]  They'd have like, you know, four stars on their shoulder in an army uniform redone, an army dress uniform.
[00:11:57.694 --> 00:11:59.895]  And one guy would have a marine dress uniform.
[00:12:00.516 --> 00:12:02.477]  And they would announce, I am the President!
[00:12:02.837 --> 00:12:09.301]  Because out at our, you know, farm, my cousins voted me in as the President of the Republic of Texas.
[00:12:11.522 --> 00:12:16.945]  Sam Houston got voted in an election to be the President after he won the war, guys.
[00:12:18.225 --> 00:12:20.767]  You don't just, you know, skip all that and become President.
[00:12:25.361 --> 00:12:30.996]  And all he did was wear an insignia on his hat as the head of the Texas forces.
[00:12:33.027 --> 00:12:34.168]  And government's the same way.
[00:12:34.448 --> 00:12:38.991]  The Queen of England dressed up in a clown suit with a big crown is utterly ridiculous.
[00:12:39.671 --> 00:12:57.043]  Just like you look at some native in Africa or Latin America today, down in Brazil, you know, wearing a big headdress and everyone's bowing down to them and they're real proud to the explorers and expect you to bow down because they've got a shrunken head hanging around their neck and a big feather headdress.
[00:12:58.427 --> 00:13:01.648]  Or if you go to New Guinea or something and visit the headhunters there.
[00:13:02.148 --> 00:13:05.789]  It's comical if you're an anthropologist there visiting with them.
[00:13:06.910 --> 00:13:22.175]  And it's comical the police uniforms, the red carpets, the jumbo jets, the Air Force One, and thousands of other aircraft used by the federal government as generals and congress people fly around like royalty.
[00:13:23.635 --> 00:13:50.209]  It is a giant, corrupt group of con artists and criminals, festooning themselves in dark suits, festooning themselves in red carpets, and award ceremonies, and titles, all with a bunch of inch-deep, mile-wide, narcissist, totally unhappy, all dishonorable, completely cowardly, vapid, and not even alive.
[00:13:56.328 --> 00:13:59.549]  And that's why you're watching me on TV today, not just listening on the radio.
[00:13:59.930 --> 00:14:02.531]  Radio listeners can go to Infowars.com forward slash show.
[00:14:03.671 --> 00:14:13.075]  We now offer the daytime radio show for everybody as a service against the new world order at Infowars.com forward slash show.
[00:14:13.696 --> 00:14:19.918]  The archives of all the films, the hi-def version of the show, the nightly news, everything else is on PrisonPlanet.tv.
[00:14:21.619 --> 00:14:23.460]  But if you go there, you'll notice that
[00:14:24.953 --> 00:14:29.874]  I am wearing a black sports jacket and a camouflage dress shirt.
[00:14:31.194 --> 00:14:34.255]  And I did that just to illustrate this point today.
[00:14:38.116 --> 00:14:43.497]  That everybody looks at the surface of things.
[00:14:45.738 --> 00:14:47.198]  Does someone have a short haircut?
[00:14:48.738 --> 00:14:49.678]  Is someone thin?
[00:14:50.699 --> 00:14:52.299]  Does someone have a wrecked posture?
[00:14:54.077 --> 00:14:57.158]  Are they wearing a nice jacket?
[00:14:57.639 --> 00:14:59.759]  Is the cut of the jacket well done?
[00:15:00.060 --> 00:15:00.680]  The tailoring?
[00:15:01.420 --> 00:15:03.821]  Does the shirt look clean and properly starched?
[00:15:04.181 --> 00:15:05.622]  Is the tie well appointed?
[00:15:08.740 --> 00:15:23.171]  And then off of that, and they've done criminology studies, where women will get in the car with a sharp-dressed man, even though he's a serial killer, or the person is doing a criminology test, playing the part of a serial killer.
[00:15:23.651 --> 00:15:30.777]  But if you put a billionaire in a dirty t-shirt and shorts, no one will get in the car with him.
[00:15:31.417 --> 00:15:32.919]  And as a society,
[00:15:34.463 --> 00:15:42.632]  We have gotten in the car with predatory, out-of-control parasites who don't just not care about us, they hate us.
[00:15:43.933 --> 00:15:47.617]  And I'm going to get into some of that today to understand why we've gotten to this point.
[00:15:51.781 --> 00:15:56.102]  The video of this will undoubtedly get posted on YouTube and Daily Motion and everywhere.
[00:15:56.582 --> 00:16:09.006]  You will see the majority of the comments, even though I've explained all this, about, is it good fashion taste to wear a camouflage shirt with a black sports jacket?
[00:16:10.540 --> 00:16:17.102]  Just like if I, as you dig around under my desk here, I think there's a container right there with some of my sunglasses.
[00:16:18.002 --> 00:16:25.764]  If I, thank you, if I was to put sunglasses on, on top of it, people would all tune in and ask, why is he wearing sunglasses?
[00:16:25.824 --> 00:16:28.125]  See, everything is about surface.
[00:16:30.106 --> 00:16:34.467]  Everything is about what is on the surface and that's, that's how it is.
[00:16:37.984 --> 00:16:39.565]  That's how it is throughout history.
[00:16:39.926 --> 00:16:40.766]  That's cool, don't worry about it.
[00:16:41.207 --> 00:16:45.030]  I just had the wild hair to wear sunglasses and kind of take the metaphor to the next level.
[00:16:45.850 --> 00:16:47.331]  Or the illustration to the next level.
[00:16:49.793 --> 00:16:53.336]  And then you come to the realization, these aren't mine, who knows if they fit.
[00:16:53.356 --> 00:16:57.860]  Kind of like Agent Smith Matrix classes.
[00:16:58.680 --> 00:17:01.563]  You come to the realization that that's what people are into.
[00:17:02.822 --> 00:17:03.924]  And they want the surface.
[00:17:03.944 --> 00:17:06.368]  They want the illusion over the reality.
[00:17:06.889 --> 00:17:12.637]  They've been trained, especially by television, that that's all that matters.
[00:17:15.168 --> 00:17:21.291]  And that's something that the most gutter rock and roll stars or hip-hop rap people get.
[00:17:21.691 --> 00:17:26.613]  Have a bunch of women in bikinis jumping around in front of a mansion at a pool.
[00:17:27.213 --> 00:17:29.034]  Wear a bunch of gold around your neck.
[00:17:29.414 --> 00:17:32.696]  Wear a crown on your head and everyone will bow down to you.
[00:17:33.096 --> 00:17:34.256]  And that's actually true.
[00:17:34.536 --> 00:17:35.957]  The police will bow down to you.
[00:17:36.337 --> 00:17:37.978]  The bureaucrats will bow down to you.
[00:17:38.338 --> 00:17:42.940]  The whole culture will bow down to you because you're saying I'm somebody.
[00:17:47.657 --> 00:17:50.419]  And within that lie, they can sell you tyranny.
[00:17:51.000 --> 00:18:05.070]  More than 80 years ago, Edward Bernays, head of the Department of War, Psychological Warfare Division, and top consultant to all of the Fortune top 100 companies at the time,
[00:18:10.031 --> 00:18:16.534]  He came out and said, you know, we've got to take burgeoning Hollywood and we've got to merge it.
[00:18:17.215 --> 00:18:18.155]  He said this in the 30s.
[00:18:19.176 --> 00:18:33.443]  We've got to merge it with red carpet events with politicians to make them celebrities and to shift debate away from issues and facts to how someone's suit or tie looks.
[00:18:35.264 --> 00:18:35.884]  And they did that.
[00:18:38.049 --> 00:18:40.177]  And this had gone on before for thousands of years.
[00:18:40.197 --> 00:18:42.084]  I mean, the rough riders met down...
[00:18:43.297 --> 00:19:11.188]  At the Minger Hotel in San Antonio, Teddy Roosevelt, and they said we'll get photographers and illustrators out there, and we've got Hearst Publishing behind us, the big newspaper chain, owned by a big robber baron, Cole robber baron, William Randolph Hearst, and we'll ride up San Juan Hill, there'll be no one there fighting us, and then we'll report atrocities, like babies in incubators and Qaddafi raping women with Viagra, it doesn't matter if it's not true.
[00:19:12.428 --> 00:19:24.277]  And we will announce that we have defeated the Spanish, and we'll have some other events, blowing up the main, a false flag in 1898, and then we'll take the entire Pacific Ocean from the Spanish.
[00:19:27.800 --> 00:19:29.401]  And so that's just how things are done.
[00:19:29.701 --> 00:19:33.904]  But you've got a general public not even aware that that's going on.
[00:19:38.708 --> 00:19:39.569]  And I guess we're all
[00:19:42.313 --> 00:19:43.274]  Slaves to it.
[00:19:43.854 --> 00:19:45.636]  Because I guess I do wear a sports jacket.
[00:19:45.676 --> 00:19:47.217]  I'm building a more fancy studio.
[00:19:47.737 --> 00:19:53.922]  All because that will get the sheeple to pay more attention and then maybe from that platform I can get them out of their trance.
[00:19:54.522 --> 00:19:59.386]  Because let me explain to you what's really going on past all the hype and all the glitter and all the glamour.
[00:20:00.566 --> 00:20:05.050]  You are being murdered slowly and I'm gonna tell you about that when we come back.
[00:20:10.063 --> 00:20:13.345]  There is an increased need to support our immunity and health.
[00:20:14.366 --> 00:20:20.270]  At Silverlungs, we are committed to meeting your needs by providing a full selection of silver-based products.
[00:20:21.370 --> 00:20:32.178]  Our most popular silver-based products are the 32-ounce NanoSilver solutions, our 2-ounce NanoSilver nasal applicators, as well as our all-natural silver soaps.
[00:20:33.314 --> 00:20:36.615]  Just released is our 100% natural silver gel.
[00:20:37.575 --> 00:20:43.777]  Our new silver gel is not based on synthetic gelling agents, which quickly evaporate and leave the silver at the surface.
[00:20:44.878 --> 00:20:55.781]  But rather, we have formulated our silver gel using the natural skin nourishing chemistry of aloe vera, to quickly penetrate and nourish the skin, while delivering the silver more effectively.
[00:20:56.755 --> 00:21:04.348]  Visit www.silverlungs.com and click on our store page to find what silver based products are best for you.
[00:21:05.512 --> 00:21:08.474]  That's www.silverlungs.com.
[00:21:09.254 --> 00:21:17.179]  Virtually anyone can hack your cell phone and track your calls, your texts, your emails, your every movement, but only if they can detect a signal.
[00:21:17.519 --> 00:21:26.805]  Stay one step ahead of hackers and Big Brother with a Blockett Pocket, a custom-made pocket infused with pure silver that creates a complete Faraday enclosure for your cell phone.
[00:21:27.085 --> 00:21:32.810]  For free shipping to the lower 48, visit BlockItPocket.com or call 888-315-9618.
[00:21:34.211 --> 00:21:36.033]  BlockItPocket.com.
[00:21:36.373 --> 00:21:37.955]  Enhancing health and privacy.
[00:21:38.195 --> 00:21:47.443]  We the people grow cotton, weave fabric, engrave ink, embed strips and fibers to protect from counterfeit and carting to a private bank, having it led back at interest, forcing taxes to service debt.
[00:21:47.523 --> 00:21:48.263]  This capitalism?
[00:21:48.323 --> 00:21:54.445]  Or was Jefferson correct when stating a central bank issuing the public currency is a greater menace to the liberties of the people than a standing army?
[00:21:54.605 --> 00:21:55.365]  Hi, Ted Anderson.
[00:21:55.385 --> 00:21:58.486]  I'm placing a free silver dollar in a book that explains our monetary system.
[00:21:58.546 --> 00:21:59.446]  Call for your copy 800-686-2237.
[00:21:59.466 --> 00:22:00.826]  It's time to understand the system.
[00:22:00.866 --> 00:22:01.146]  Call 800-686-2237.
[00:22:01.206 --> 00:22:01.466]  That's 800-686-2237.
[00:22:08.368 --> 00:22:13.691]  American gardeners and fellow Patriots make the right choice with your money, time, and your family food supply.
[00:22:13.831 --> 00:22:18.874]  Choose 100% pure heirloom seeds in the Survival Seed Vault from MyPatriotsupply.com.
[00:22:19.034 --> 00:22:19.875]  Why spend more?
[00:22:20.015 --> 00:22:27.759]  The Survival Seed Vault from MyPatriotsupply.com is only $37.95 and includes 20 varieties of pure, hearty, easy-to-grow heirloom seeds.
[00:22:28.040 --> 00:22:28.520]  Yes, only $37.95.
[00:22:28.580 --> 00:22:30.141]  That's 70% less than our competitors.
[00:22:32.182 --> 00:22:35.365]  You could buy three Survival Seed Vaults for less than one of theirs.
[00:22:35.586 --> 00:22:42.073]  The Survival Seed Vault from MyPatriotSupply.com includes detailed planting and seed saving instructions and ships same day.
[00:22:42.233 --> 00:22:44.876]  Plus, all orders over $49 ship free.
[00:22:45.056 --> 00:22:48.720]  MyPatriotSupply.com is American owned by patriots like you.
[00:22:48.940 --> 00:22:50.722]  Passionate about freedom and preparedness.
[00:22:50.942 --> 00:22:54.643]  Call now 866-229-0927.
[00:22:54.803 --> 00:22:56.704]  That's 866-229-0927.
[00:22:57.084 --> 00:23:02.806]  Or discover more emergency preparedness items when you order at MyPatriotSupply.com.
[00:23:02.946 --> 00:23:03.947]  Choose the original.
[00:23:04.047 --> 00:23:07.608]  Choose the Survival Seed Vault at MyPatriotSupply.com.
[00:23:08.388 --> 00:23:09.608]  Don't throw away leftovers.
[00:23:09.948 --> 00:23:15.730]  Instead, throw all your leftovers, vegetable peels, eggshells, coffee grounds, pizza crusts, and more into the Bokashi!
[00:23:16.030 --> 00:23:23.952]  If you love to garden and compost but don't like the hassle of turning a compost bin or the smell, then check out the E-M Bokashi Food Waste Recycling System from Terragonics.
[00:23:24.232 --> 00:23:29.674]  Finally, a way to recycle all your food and plant waste safely and effectively and stop using fertilizers.
[00:23:29.874 --> 00:23:32.135]  The E-M Bokashi Food Waste Recycling System.
[00:23:32.415 --> 00:23:33.435]  Rather than decomposition,
[00:23:33.615 --> 00:23:42.181]  The Bokashi system uses fermentation to break down waste, so it takes less time to create nutrient-dense humus for crops or gardens, with no turning and no obnoxious odors.
[00:23:42.441 --> 00:23:47.325]  To learn more and order your Bokashi online, visit tarragonics.com and click on the orange button.
[00:23:47.525 --> 00:23:52.529]  That's tarragonics.com, spelled T-E-R-A-G-A-N-I-X dot com.
[00:23:52.709 --> 00:23:53.149]  Or call 866-369-3678.
[00:23:53.169 --> 00:23:53.410]  That's 866-369-3678.
[00:23:59.614 --> 00:24:05.048]  Recycle all your food wastes in about six weeks with the Bokashi Food Waste Recycling System from Terragonics.com.
[00:24:05.268 --> 00:24:05.890]  Terragonics.
[00:24:06.251 --> 00:24:06.932]  Life's getting better!
[00:24:26.912 --> 00:24:42.697]  Welcome back, ladies and gentlemen, to the worldwide radio transmission simulcast with a free podcast and audio feeds and all the free iPhone and Droid apps at InfoWars.com forward slash show where you can also see me wearing Jim Jones sunglasses.
[00:24:43.417 --> 00:24:44.197]  These are not mine.
[00:24:44.257 --> 00:24:51.119]  One of the crew loaned them to me so that I could do the illustration of people have been trained to only look on the surface.
[00:24:51.159 --> 00:24:56.261]  Now, in the old days, in every major culture, it wasn't just the surface unless it was the beauty of a woman.
[00:24:57.290 --> 00:25:03.755]  Even if a man was big and strong, it wasn't really respected on the surface until the person was proven.
[00:25:04.656 --> 00:25:06.017]  Everything was about proven.
[00:25:06.317 --> 00:25:07.358]  Proven quality.
[00:25:08.479 --> 00:25:09.960]  Proven loyalty.
[00:25:10.360 --> 00:25:18.027]  Proven, see, and still today the successful don't look on the surface, the successful look on what's proven.
[00:25:19.013 --> 00:25:23.877]  The losers look on what's glitzy and glamorous and the flavor of the day.
[00:25:24.617 --> 00:25:28.900]  And that's what's going to separate in this society the winners from the losers.
[00:25:29.220 --> 00:25:30.421]  And I want you to win.
[00:25:31.042 --> 00:25:32.243]  I want you to be successful.
[00:25:32.463 --> 00:25:33.423]  I believe in a win-win.
[00:25:33.764 --> 00:25:36.786]  The problem is the globalists are engineering a society where that's not the case.
[00:25:37.887 --> 00:25:40.749]  They would rather have a monopoly of control.
[00:25:42.386 --> 00:25:54.269]  And they would rather have you just be spectators who look on the surface, because if you stop looking on the surface, you'll find out what's going on behind the mask.
[00:25:56.330 --> 00:26:01.011]  And then you might actually be a contender in the marketplace, and the Monopoly men don't want that.
[00:26:01.292 --> 00:26:02.552]  Now I'm going to cover this later.
[00:26:03.672 --> 00:26:07.315]  After we cover economic news with Max Keiser and ask him why he thinks this is happening.
[00:26:07.595 --> 00:26:15.641]  But let me just get a little bit into this now, then I'll get into the military, economic, and huge NSA and Supreme Court rulings where the illegals can all vote.
[00:26:15.661 --> 00:26:16.361]  I mean, that's the plan.
[00:26:16.561 --> 00:26:17.502]  They're gonna get our guns.
[00:26:18.723 --> 00:26:24.427]  If I could turn the illegals into pro-gun, pro-liberty people, quite frankly, I think we can handle 30 million people.
[00:26:25.755 --> 00:26:26.475]  We can't, folks.
[00:26:26.936 --> 00:26:27.936]  It's going to be over.
[00:26:28.376 --> 00:26:30.597]  Socialism at the grassroots, fascism on top.
[00:26:30.697 --> 00:26:31.817]  All our guns are going to be taken.
[00:26:32.178 --> 00:26:33.678]  And the state's going to take most of our kids.
[00:26:34.979 --> 00:26:36.379]  There's going to be a civil war in the country.
[00:26:36.859 --> 00:26:38.180]  And they're going to racially brand it.
[00:26:38.760 --> 00:26:39.740]  And it's very, very sad.
[00:26:39.820 --> 00:26:43.202]  And the globalists will destroy this country one way or another.
[00:26:43.582 --> 00:26:44.442]  And what was the old saying?
[00:26:44.482 --> 00:26:46.543]  It's easier to burn down a barn than to build one?
[00:26:48.524 --> 00:26:58.030]  Globalists love to wreck things because it's so much easier, and they've created cosmology, or kind of a universal world construct.
[00:26:59.231 --> 00:27:04.215]  And this is just the news from today and yesterday, a very small portion of it.
[00:27:05.080 --> 00:27:08.982]  That I'd like to show TV viewers, radio listeners can just search engine this.
[00:27:09.342 --> 00:27:09.863]  You can find it.
[00:27:10.203 --> 00:27:17.247]  California allows up to 1,000 times more glyphosate in drinking water than needed.
[00:27:17.267 --> 00:27:29.154]  Then it links to major scientific studies that a fraction of what they allow in the water, and what they say is safe, is absolutely connected to
