[00:00:08.116 --> 00:00:10.365]  Oh, yeah.
[00:11:04.410 --> 00:11:09.913]  They just accept that as gospel, no inquiry, no independent thought, that's it, case closed.
[00:11:10.933 --> 00:11:15.316]  But as we've documented at length, the DHS's explanation doesn't add up.
[00:11:16.235 --> 00:11:23.865]  They claim that the 1.6 billion bullets are being bought in bulk to save money and are for training purposes only.
[00:11:24.486 --> 00:11:32.056]  Yet most of the bullets purchased are hollow point rounds, which are twice as expensive as full metal jackets.
[00:11:32.717 --> 00:11:41.145]  Therefore, completely unsuitable for training purposes and wholly contradictory to the idea of quote, saving money.
[00:11:41.505 --> 00:11:43.006]  Makes no sense whatsoever.
[00:11:43.026 --> 00:11:47.551]  They cost double the amount as regular firing range bullets.
[00:11:47.951 --> 00:11:48.772]  Makes no sense.
[00:11:50.034 --> 00:11:58.744]  And not a single one of these, you know, pathetic debunking hit pieces have even dared to address that contradiction because they can't explain it.
[00:11:59.345 --> 00:12:03.690]  I mean, the Atlantic came out and put the whole story down to a hoax email.
[00:12:04.371 --> 00:12:07.715]  Didn't even mention the fact that the bullet purchases were taking place.
[00:12:08.616 --> 00:12:23.944]  So, they'd much rather throw around these pejorative terms and ascribe them to people like Pat Robertson and Sarah Palin, when in fact now over a dozen members of Congress are demanding answers on the issue.
[00:12:24.564 --> 00:12:36.250]  There's no mention of that in any of these debunked-as-a-conspiracy-theory articles, because they would have to acknowledge that many sober, rational, important people are asking hard questions.
[00:12:37.714 --> 00:12:42.877]  So why is the DHS buying so many bullets, as we've documented on many times in the past?
[00:12:43.958 --> 00:12:45.919]  One, they're preparing for civil unrest.
[00:12:46.460 --> 00:12:47.980]  That's come out in their own documents.
[00:12:48.000 --> 00:12:49.561]  They've bought riot gear in the past.
[00:12:50.102 --> 00:12:55.085]  They've been caught talking about mass influx of illegal immigrants causing domestic unrest.
[00:12:56.006 --> 00:12:57.887]  They're preparing for that, but two,
[00:12:59.209 --> 00:13:01.792]  They're also trying to restrict the ammo supply in America.
[00:13:02.132 --> 00:13:07.938]  There was a weapons manufacturer who supplies the federal government who called into the Michael Savage Show earlier this week.
[00:13:08.178 --> 00:13:10.040]  We have the article on Infowars.com.
[00:13:11.081 --> 00:13:21.011]  And he said that they're doing it, they're buying up all these bullets, or at least committing the manufacturers to withhold the stock, so therefore the market is starved of supply.
[00:13:21.992 --> 00:13:23.993]  They're doing it to restrict ammunition supplies.
[00:13:24.533 --> 00:13:29.496]  That's why you now have police departments having to literally barter and beg with each other for ammo.
[00:13:30.416 --> 00:13:40.481]  And Americans are now literally waiting in crowds outside gun stores across the country for trucks to arrive to deliver the new ammo, because the shelves are bare.
[00:13:41.802 --> 00:13:44.063]  So this is an end run around the Second Amendment.
[00:13:45.478 --> 00:13:48.922]  And who knows, you know, it might not just be a domestic issue.
[00:13:49.362 --> 00:13:52.485]  Who knows where else all that ammunition could be heading?
[00:13:52.545 --> 00:13:54.207]  Could it be heading to the Middle East?
[00:13:54.247 --> 00:13:56.710]  Could it be heading to the rebels in Syria?
[00:13:57.771 --> 00:14:04.878]  You know, they armed murderous Mexican drug lords and blamed it on the Second Amendment under Operation Fast and Furious.
[00:14:05.378 --> 00:14:07.601]  So why would they stop there?
[00:14:09.301 --> 00:14:11.682]  Speaking of Syria, our next story.
[00:14:11.862 --> 00:14:15.762]  American terrorist in Syria was working for CIA, says father.
[00:14:16.462 --> 00:14:27.805]  The father of US Army veteran Eric Caroon, arrested on Tuesday night by the FBI for fighting alongside an Al-Qaeda group in Syria, says his son was working for the CIA.
[00:14:27.925 --> 00:14:28.565]  Here's a clip.
[00:14:29.105 --> 00:14:31.926]  I know he was doing some work for the CIA over there.
[00:14:33.006 --> 00:14:37.747]  So I don't understand what this is all about, what is going on right now.
[00:14:39.031 --> 00:14:43.492]  I know for a fact that he was passing information onto the CIA.
[00:14:43.612 --> 00:15:03.675]  So while the Obama administration is sending hundreds of millions of dollars, it's now over half a billion dollars in aid to Syrian rebels, which are being led by Jabhat al-Nusra, the group that Haroon was a member of, which is an al-Qaeda group that the New York Times admits killed US troops in Iraq.
[00:15:04.056 --> 00:15:05.836]  Its other name is al-Qaeda in Iraq.
[00:15:06.738 --> 00:15:13.402]  The FBI is simultaneously arresting Americans who fight alongside that group as terrorists.
[00:15:13.582 --> 00:15:18.404]  So if they're in Syria, that's all fine, we'll give them money, we'll give them weapons, they can fight for our regime change.
[00:15:18.764 --> 00:15:23.927]  As soon as they get back in the United States, same with Matthew Van Dyck, they're labelled terrorists.
[00:15:25.068 --> 00:15:34.793]  And recall that immediately after this group, Jabhat al-Nusra, this Al-Qaeda group, was declared a terrorist organisation by the State Department back in December,
[00:15:36.067 --> 00:15:40.409]  Of course, this is the group that bombs schools, universities, carries out beheadings.
[00:15:40.769 --> 00:15:52.334]  Immediately after they were designated a terrorist organization, 29 of the other so-called moderate FSA groups came out and pledged their allegiance to al-Nusra.
[00:15:52.614 --> 00:16:03.159]  So the same groups being supported directly by the Obama administration, by the NATO powers, have pledged allegiance and are now being led on the battlefield by al-Qaeda.
[00:16:03.559 --> 00:16:11.201]  Your tax money going straight to terrorists to bomb schools, kill little kids, carry out beheadings, ransack Christian churches.
[00:16:11.321 --> 00:16:12.361]  It's all good fun.
[00:16:12.461 --> 00:16:13.762]  It's all good foreign policy.
[00:16:14.802 --> 00:16:25.185]  And of course the CIA's involvement in aiding, training and equipping rebel insurgents in Syria is no secret because as the New York Times reported on Monday,
[00:16:26.045 --> 00:16:35.937]  The CIA is now working with Turkey and other Arab governments in the region to oversee a quote, secret airlift of arms and equipment for the uprising against President Bashar al-Assad.
[00:16:36.638 --> 00:16:41.683]  So it's now admitted that the CIA are directly aiding in the shipment of weapons.
[00:16:42.762 --> 00:16:57.894]  And of course the fact that Haroon was arrested by the FBI, despite apparently, according to his father, working for the CIA, most likely reflects on the inter-agency rivalry between the CIA and the FBI.
[00:16:58.395 --> 00:17:06.101]  Of course we know before 9-11, there was a big investigation into the Bin Laden family and other terrorists, which Greg Pallas reported on.
[00:17:07.162 --> 00:17:14.345]  And if that had have been seen through, it may have prevented the 9-11 attack, but the CIA managed to stop it, of course.
[00:17:15.005 --> 00:17:29.870]  So while these terrorists are in Syria, working with Al-Qaeda groups who burn US flags, chop people's heads off, and attack schools, you know, it's all fine and dandy, and don't worry, your tax dollars will continue to pay for it.
[00:17:30.905 --> 00:17:40.948]  While they're over there, they're called Freedom Fighters, but as soon as they come home, they're arrested as terrorists, as Eric Haroun was on Tuesday night.
[00:17:42.489 --> 00:17:45.170]  Moving on, this is a report out of the Lou Rockwell blog.
[00:17:46.275 --> 00:17:49.198]  So what's it like to have a business in Cyprus right now?
[00:17:49.939 --> 00:17:51.941]  And here's the image which you can see now.
[00:17:52.341 --> 00:17:57.487]  This is a screenshot from an online business bank account in Cyprus.
[00:17:57.967 --> 00:17:59.389]  You can see the total balance is €849,000.
[00:17:59.429 --> 00:18:00.029]  Available balance €128,000.
[00:18:06.556 --> 00:18:15.182]  There you see, blocked balance, 720,000 euros blocked by the government.
[00:18:15.222 --> 00:18:17.504]  You're not allowed to use that money.
[00:18:18.285 --> 00:18:22.328]  And this is a medium-sized IT business in Cyprus.
[00:18:23.703 --> 00:18:35.931]  And most of their money has now been declared off-limits as a result of this technocrat quote bailout which is really a mass act of looting and plundering of people in Cyprus with deposits over 100,000 euros.
[00:18:38.168 --> 00:18:42.031]  And this is what the actual business owner who this account belongs to said.
[00:19:08.949 --> 00:19:15.013]  So, they tried to steal 10% of everyone's savings in the initial bailout plan.
[00:19:15.053 --> 00:19:18.836]  That got shot down, you know, after mass protest, mass fallout.
[00:19:19.957 --> 00:19:26.001]  So then they said, we'll just, and this is the EU and the IMF basically imposing this on Cyprus.
[00:19:26.662 --> 00:19:30.444]  They said, we'll just target people with over €100,000 in the bank.
[00:19:30.484 --> 00:19:34.888]  You know, those rich people, those wealthy people with €100,000 in their bank account.
[00:19:37.662 --> 00:19:40.584]  And most people accepted that and went back to sleep, you know.
[00:19:41.124 --> 00:19:45.447]  Oh, it's just those Russian oligarchs, the billionaires, take their money, who cares?
[00:19:46.868 --> 00:19:58.955]  Well, no, it's not the Russian oligarchs, because they got all their money out of the banking system in Cyprus weeks before this even happened, as did all the other mega-rich investors.
[00:19:59.735 --> 00:19:59.895]  So,
[00:20:01.013 --> 00:20:04.655]  It's literally been a looting of small and medium-sized businesses.
[00:20:04.735 --> 00:20:07.236]  It's got very little at all to do with Russian oligarchs.
[00:20:07.756 --> 00:20:18.001]  In fact, there's a story out of the Telegraph today where a middle-class family sold their house, their villa in Cyprus, for €200,000 right before this crisis hit.
[00:20:18.682 --> 00:20:24.104]  And now that money, which they desperately need for medical bills, has disappeared.
[00:20:24.445 --> 00:20:24.825]  It's gone.
[00:20:25.816 --> 00:20:28.038]  We've posted the reports before, as I mentioned.
[00:20:28.258 --> 00:20:31.241]  All the oligarchs got their money out before this happened.
[00:20:31.962 --> 00:20:44.194]  And remember, the technocrats have told us this will be the new template across Europe for quote, bank recapitalization, plundering the hard-earned savings of the people.
[00:20:44.921 --> 00:20:51.224]  And in fact there's a report out which we posted today where Canada has just introduced new rules to do the same.
[00:20:51.284 --> 00:20:59.627]  So if you've got over 100,000 euros in a European bank, 100,000 Canadian dollars in a Canadian bank, then watch out!
[00:21:00.007 --> 00:21:06.910]  I think you might want to start spreading your money out between different banks and of course investing a lot of it in precious metals.
[00:21:07.990 --> 00:21:09.511]  But we got this media narrative of
[00:21:10.831 --> 00:21:12.852]  You know, they're just targeting the mega-rich.
[00:21:12.892 --> 00:21:13.932]  It's not going to affect you.
[00:21:14.472 --> 00:21:16.052]  It's OK to steal their money.
[00:21:16.413 --> 00:21:18.133]  And it's absolute BS.
[00:21:18.673 --> 00:21:25.555]  The primary target for the wealth confiscation in Cyprus is the middle class.
[00:21:25.935 --> 00:21:31.497]  And that is the template across Europe and eventually in Canada and the United States.
[00:21:32.992 --> 00:21:35.574]  Skynet drones work together for homeland security.
[00:21:36.134 --> 00:21:51.986]  This is a video I put together last night over at the Prison Planet Live YouTube channel, and they call these drones Skynet, which of course is named after the technocracy in the Terminator franchise of movies, whose goal it was to exterminate humanity.
[00:21:52.707 --> 00:21:54.909]  Just a cute little name that they've given these drones.
[00:21:56.089 --> 00:21:57.871]  And what you're watching here on the clip is
[00:21:58.937 --> 00:22:09.004]  A number of drones that can communicate with each other to accomplish tasks, which in this case is intercepting an object and then throwing it back up in the air and catching it again.
[00:22:09.784 --> 00:22:21.672]  And the professor who made this presentation at the Zurich Minds Conference, Professor D'Andrea, admits that the technology could be open to, quote, abuse and is incredibly dangerous.
[00:22:22.492 --> 00:22:39.012]  Of course, this ties into the recent DARPA-funded mind-meld study involving rats, which we reported on, which is all geared towards DARPA's ultimate goal, which they've admitted, of creating an army of self-aware, communicative, battlefield robots
[00:22:39.793 --> 00:22:54.899]  Cyborgs, which as top technology experts like Professor of Robotics Noel Sharkey have warned, will inevitably be used to hunt down and kill people, suspects, terrorists, gun owners, constitutionalists, you get the picture.
[00:22:56.107 --> 00:23:03.553]  And we also had the recent report of another drone in development that could be eventually used to snatch protesters off the streets.
[00:23:03.913 --> 00:23:08.657]  It's able to swoop down like an eagle, snatch a stationary object off the ground.
[00:23:09.197 --> 00:23:13.000]  And these drones are only going to get bigger, they're going to get stronger, they're going to get more sophisticated.
[00:23:13.020 --> 00:23:18.244]  And they're all being directed towards this high-tech police state.
[00:23:19.463 --> 00:23:34.731]  Aviation expert David Cenciotti, speaking about the drones which Professor D'Andrea put on display recently, expects the drones to be used for, quote, hunting terrorists and other homeland security purposes.
[00:23:35.552 --> 00:23:44.557]  So that's where it's all being funneled towards the total technological dictatorship Skynet system.
[00:23:44.957 --> 00:23:45.918]  And don't be fooled now.
[00:23:47.031 --> 00:23:49.312]  By how flimsy these drones appear at present.
[00:23:49.352 --> 00:23:50.913]  These are merely the prototypes.
[00:23:51.613 --> 00:23:53.814]  As I said, they're going to get bigger and stronger.
[00:23:53.834 --> 00:24:04.819]  They're going to be watching you and eventually, if the control freaks get their way, they're literally going to be throwing nets over people and snatching them off the streets.
[00:24:05.000 --> 00:24:12.083]  That's the kind of nightmare we've got to look forward to if we don't stop the development of this technology in that direction.
[00:24:13.587 --> 00:24:19.011]  Washington Examiner reports, in shift, Medicare would pay for sex change operations.
[00:24:19.491 --> 00:24:31.841]  For the first time since 1981, when it dubbed sex change operations experimental, Medicare has opened the door to covering transsexual operations, adding to the growing list of operations that would be allowed under Obamacare.
[00:24:32.521 --> 00:24:50.052]  Acting on a new request, the Centers for Medicare and Medicaid Services said it is starting a new analysis that could lift the spending ban for sex change operations with a goal of making a decision two days after Christmas on the eve of Obamacare kicking in on January 1st, 2014.
[00:24:50.952 --> 00:24:53.194]  And this is the same kind of system
[00:24:54.568 --> 00:25:08.120]  As the government-run healthcare here in Britain, which my tax money now goes towards paying for people to get breast enlargement implants on the NHS, National Health Service.
[00:25:08.921 --> 00:25:18.349]  So, if you want to get breast implants, if you want to have a sex change operation, then knock yourself out, that's your choice, but don't ask me to pay for it.
[00:25:19.423 --> 00:25:27.654]  And you know, now we've got the story Planned Parenthood arguing for post-birth abortion, Chinese-style infanticide.
[00:25:28.435 --> 00:25:33.082]  So I guess eventually the argument will be, you know, include that in Obamacare as well.
[00:25:34.577 --> 00:25:41.041]  The horror of government-run healthcare coming to the US, January 1st, 2014.
[00:25:41.842 --> 00:25:44.543]  And just go and look at the British example.
[00:25:45.064 --> 00:25:53.509]  If you want to give yourself chills, of course, you've got the Liverpool pathway care programme, which actually serves to euthanise old people.
[00:25:53.629 --> 00:25:58.372]  Another little goody, another little benefit of government-run healthcare coming to America.
[00:25:59.266 --> 00:26:08.351]  We turn now to a disturbing story out of Los Angeles involving a veteran's home that's been defunded and basically these veterans have been kicked out on the street.
[00:26:08.971 --> 00:26:11.833]  We turn to our correspondent Millie Weaver with that report.
[00:26:15.686 --> 00:26:24.208]  Over 25,000 Los Angeleans will be trekking across the Veterans Home Land without even realizing that they're trespassing.
[00:26:25.188 --> 00:26:31.109]  To discuss this issue, I met with Robert Rosebrock, who's heading the Old Veterans Guard.
[00:26:31.270 --> 00:26:38.971]  Of the Veterans Revolution, and our mission is to save our Veterans Land and to bring our homeless veterans home.
[00:26:39.051 --> 00:26:39.791]  This is their home.
[00:26:39.831 --> 00:26:41.292]  That war ended 38 years ago.
[00:26:42.552 --> 00:26:46.274]  Today, 47% of all homeless veterans are from the Vietnam War.
[00:26:46.354 --> 00:26:51.996]  How many veterans are there actually in the veterans home right now?
[00:26:52.056 --> 00:26:53.537]  Well, let me explain.
[00:26:53.577 --> 00:26:55.218]  Most of these buildings are empty.
[00:26:55.278 --> 00:26:56.839]  They were built 70 years ago.
[00:26:56.939 --> 00:26:57.859]  They have a few.
[00:26:57.999 --> 00:27:00.200]  I think you ran into some of them over there.
[00:27:00.240 --> 00:27:01.601]  They're in rehabilitation.
[00:27:01.621 --> 00:27:03.542]  And those are domiciliaries.
[00:27:03.842 --> 00:27:05.202]  But the buildings are empty.
[00:27:05.242 --> 00:27:06.403]  They're rat infested.
[00:27:06.943 --> 00:27:13.125]  I wanted to find out what the LA Marathon volunteers and VA employees had to say about this issue.
[00:27:13.145 --> 00:27:15.306]  Okay, and that worked for the VA, so I can't.
[00:27:15.346 --> 00:27:17.067]  You can't do interviews either?
[00:27:21.195 --> 00:27:25.658]  Well, it's been one of the best things that's happened to me since I left the military back in 1981.
[00:27:25.798 --> 00:27:27.259]  I am a Vietnam Airman.
[00:27:27.299 --> 00:27:28.419]  So you've had fun?
[00:27:28.839 --> 00:27:29.100]  Hi!
[00:27:29.120 --> 00:27:30.821]  I'm Sergeant Martha B. Police.
[00:27:31.061 --> 00:27:32.662]  How are you doing today?
[00:27:32.682 --> 00:27:32.782]  Good.
[00:27:32.802 --> 00:27:33.802]  Who do you work with?
[00:27:34.223 --> 00:27:35.223]  I'm just a citizen.
[00:27:35.343 --> 00:27:36.064]  You're just a citizen?
[00:27:36.084 --> 00:27:36.264]  Yeah.
[00:27:36.344 --> 00:27:38.365]  Oh, you're just out here filming just for?
[00:27:38.665 --> 00:27:39.386]  Just for the L.A.
[00:27:39.426 --> 00:27:40.786]  Marathon and the veterans.
[00:27:41.187 --> 00:27:41.607]  Oh, okay.
[00:27:41.847 --> 00:27:45.109]  So you don't work for any news agency or any press or anything like that?
[00:27:47.003 --> 00:27:48.564]  I'm not wearing a press pass.
[00:27:49.685 --> 00:27:50.906]  Miss, can you just stop recording?
[00:27:50.946 --> 00:27:52.267]  Thank you.
[00:27:52.347 --> 00:27:55.650]  You're recording still?
[00:27:56.030 --> 00:27:56.650]  Yeah.
[00:27:56.730 --> 00:27:58.772]  People are recording all over the place.
[00:27:59.152 --> 00:28:06.858]  If you continue to interview veterans and people that are on campus, it's just not authorized.
[00:28:06.978 --> 00:28:08.219]  But they gave permission.
[00:28:10.877 --> 00:28:13.618]  So is free speech not authorized?
[00:28:13.658 --> 00:28:15.998]  That's what I want to know.
