[00:00:00.000 --> 00:00:12.000]  [outro]
[00:07:24.618 --> 00:07:32.021]  So they know their monopolistic New World Order, Great Reset is coming to an end.
[00:07:33.002 --> 00:07:33.842]  They understand that.
[00:07:35.330 --> 00:07:36.371]  And they don't know what to do.
[00:07:36.611 --> 00:07:54.441]  And so they're going to engineer an artificial collapse so they can be the saviors of the collapse, so they have all the PR straight and all the propaganda straight, so that as things disintegrate, they can pose as the saviors and hopefully stay in charge of this controlled demolition that they have executed.
[00:07:54.741 --> 00:07:57.823]  But it's not going the way tyrants always want it to go.
[00:07:58.123 --> 00:07:59.204]  It's getting out of control.
[00:07:59.484 --> 00:08:01.345]  So they're upping the level of control.
[00:08:01.625 --> 00:08:03.226]  They're accelerating the collapse.
[00:08:04.071 --> 00:08:06.753]  And they basically lost control now, ladies and gentlemen.
[00:08:07.174 --> 00:08:14.320]  Only a mass awakening of the public can get control of the train before it goes over the edge into the ravine.
[00:08:15.941 --> 00:08:27.276]   And we're very close to that point where we're at a point of return, but the masses having a giant epiphany, a giant chain reaction awakening can And we'll stop them.
[00:08:27.577 --> 00:08:34.459]  That's why they want this show, just as much as they wanted Trump destroyed, because he was a populist, actually cared about the country, and actually wanted us to be sovereign.
[00:08:34.479 --> 00:08:37.380]  He had his own problems, but he believed the president should be president.
[00:08:37.640 --> 00:08:38.760]  He wasn't out to get the country.
[00:08:39.340 --> 00:08:41.041]  That's why the globalists hated him so much.
[00:08:41.821 --> 00:08:43.282]  Well, they hate us even more.
[00:08:43.322 --> 00:08:44.662]  That means all of you, not just me.
[00:08:44.702 --> 00:08:45.962]  I'm just a focal point of this.
[00:08:46.543 --> 00:08:53.845]  Because you have the solutions to stop what they're doing, and you understand their program and their operation.
[00:08:55.905 --> 00:08:59.307]  Now, we could do a drumroll here, but this is actually very sad and disgusting.
[00:09:00.267 --> 00:09:06.250]  And I've explained this and I've told you that the majority of the high-level producers at CNN are pedophiles.
[00:09:07.432 --> 00:09:09.274]  And I don't just get up here and say that for no reason.
[00:09:09.854 --> 00:09:14.739]  That's how these intelligence, private corporate intelligence operations of Jeffrey Epstein and others work.
[00:09:15.079 --> 00:09:27.451]  Why do you think Jeffrey Epstein was recruiting hundreds of girls a month in Palm Beach alone, industrial level, having to exhaust himself, having sex with up to five young girls a day?
[00:09:29.235 --> 00:09:53.649]  Because they had so many men they wanted to corrupt, so many men ready to sell out, from police chiefs, to judges, to lawyers, to bankers, to academics, to scientists, that in one area of Florida, he had thousands and thousands of girls as young as 11 years old, just in the introductory level of the corruption, and then even younger for the real sickos.
[00:09:54.530 --> 00:09:55.190]  The real demons.
[00:09:55.850 --> 00:09:58.572]  As if the ones having sex with 15 year olds weren't evil enough.
[00:10:00.211 --> 00:10:03.213]  So this is the out-of-control corruption of the forbidden fruit of that.
[00:10:05.635 --> 00:10:08.276]  And so, you see another.
[00:10:08.417 --> 00:10:09.277]  How many have there been?
[00:10:09.297 --> 00:10:17.162]  CNN, high-level head Cuomo, Chris Cuomo.
[00:10:17.182 --> 00:10:27.489]  I mean, you don't think they just got rid of Cuomo because of his brother, or because when he's their top show, or because a woman might say he sexually harassed him.
[00:10:27.569 --> 00:10:28.410]  No, ladies and gentlemen.
[00:10:30.023 --> 00:10:32.884]  I mean, his brother wears nipple rings on television.
[00:10:32.964 --> 00:10:34.045]  These are some freaks.
[00:10:38.346 --> 00:10:52.011]  And so, now it comes out that this head producer for Chris Cuomo was organizing women bringing their daughters to him so that he would have sex with the mother and the daughter.
[00:10:52.432 --> 00:10:53.172]  And what did I tell you?
[00:10:53.232 --> 00:10:55.693]  These people want to get their kids into this cult.
[00:10:57.369 --> 00:11:02.751]  These mothers want to get assigned into the operation so their daughters can now recruit other women.
[00:11:03.691 --> 00:11:08.172]  Just like you want to get into Harvard, or you want to get into Yale, or you want to get into UT or wherever.
[00:11:08.472 --> 00:11:13.754]  Well, in the world today, you try to get in at CNN.
[00:11:17.095 --> 00:11:21.956]  The majority of the people at the top now, you wonder why they're so evil, why they follow orders.
[00:11:22.616 --> 00:11:24.757]  Because they've been given, they think, get out of jail free cards.
[00:11:28.504 --> 00:11:29.965]  And so that's who they are.
[00:11:30.045 --> 00:11:30.966]  That's what they're into.
[00:11:31.286 --> 00:11:32.246]  That's what they want.
[00:11:32.446 --> 00:11:37.169]  They don't want to go eat a steak and drink a glass of wine and look at the sunset and every time it's just as good or better.
[00:11:37.630 --> 00:11:38.690]  They don't want their wife.
[00:11:39.191 --> 00:11:40.511]  They want to screw little kids.
[00:11:40.772 --> 00:11:50.037]  And this guy has been indicted for raping a nine-year-old, reportedly, in front of the mother that brought the child there to be raped.
[00:11:52.519 --> 00:12:05.212]   Now, right as this comes out, the Atlantic Monthly, Owned by the heiress of Apple, who hung out on Epstein Island, we'll show you photos and flight logs in a moment, said there's no such thing as pedophilia.
[00:12:05.232 --> 00:12:09.194]  Now why the hell would you put something out like that?
[00:12:09.214 --> 00:12:10.274]  I'm going to show it to you in a moment.
[00:12:12.055 --> 00:12:12.675]  Why would you do that?
[00:12:12.695 --> 00:12:14.376]  Because that's gaslighting, ladies and gentlemen.
[00:12:16.256 --> 00:12:17.617]  And I've got other articles all over it.
[00:12:17.677 --> 00:12:18.997]  Wall Street Journal, New York Times.
[00:12:19.617 --> 00:12:19.678]  Oh!
[00:12:19.698 --> 00:12:19.738]  Oh!
[00:12:22.369 --> 00:12:27.573]  Remember the pizza gate where the internet said maybe something's happening in the basement of a pizza place, which it wasn't.
[00:12:27.933 --> 00:12:28.734]  There was no basement.
[00:12:28.954 --> 00:12:30.715]  And so now there's no pedophilia on earth.
[00:12:30.955 --> 00:12:31.616]  It doesn't exist.
[00:12:31.636 --> 00:12:32.496]  You know that's a fraud.
[00:12:32.797 --> 00:12:33.877]  That's an attempt at a straw man.
[00:12:33.917 --> 00:12:34.518]  It doesn't work.
[00:12:37.120 --> 00:12:39.542]  So why are all these organizations and groups doing this?
[00:12:39.582 --> 00:12:43.805]  And I'll tell you again, because yeah, there's the heiress.
[00:12:43.825 --> 00:12:47.487]  She's worth like $50 million to Apple.
[00:12:47.507 --> 00:12:48.128]  She owns Apple.
[00:12:48.902 --> 00:12:50.063]  The controlling stock.
[00:12:50.463 --> 00:12:56.988]  And she literally basically just lived with the Epsteins in New York, in Paris, in London, and at Little St.
[00:12:57.028 --> 00:12:57.348]  John's.
[00:12:58.930 --> 00:13:01.892]  So that's who these people are.
[00:13:01.952 --> 00:13:05.335]  It's about their power, their control, their God.
[00:13:05.775 --> 00:13:10.178]  They can do whatever they want, whenever they want, however they want.
[00:13:12.580 --> 00:13:18.925]   And I tell you, just like that woman ended up in prison, The Apple heiress needs to be heavily investigated.
[00:13:18.985 --> 00:13:21.046]  And she thinks she can fund these attacks on us?
[00:13:22.006 --> 00:13:24.888]  I am proud to have her and George Soros as my enemies.
[00:13:26.088 --> 00:13:31.030]  Not looking to get killed or put in prison, but if I gotta do this to stop what you're doing, then do it!
[00:13:31.210 --> 00:13:31.830]  Feel your hand.
[00:13:32.911 --> 00:13:35.692]  Because there's no backing down here, because I'm not with you.
[00:13:36.032 --> 00:13:42.175]  And if I submit to you, and if I back down to you, then you have made me join your ranks.
[00:13:42.315 --> 00:13:45.036]  And death is a wonderful release.
[00:13:46.195 --> 00:13:54.301]  At your filthy hands, or your minions' hands, compared to facing God and being a coward working with you.
[00:13:54.341 --> 00:13:55.081]  I will never do it.
[00:13:56.422 --> 00:13:57.483]  And the reckoning's coming.
[00:13:57.503 --> 00:14:04.268]  So you try to collapse society, you try to poison us with these shots, you pull all your crap, you attack us with everything you got, but it's coming out.
[00:14:04.368 --> 00:14:19.761]   So, rats leaving the sinking ship, you've got All these different globalists, like Brian Williams, leading and leaving MSNBC.
[00:14:20.622 --> 00:14:30.104]  You've got, about to be fired, Chris Wallace, when his contract's up, acting like he quit in face-saving measure, running to do an internet show on the failing sinking ship of CNN.
[00:14:30.784 --> 00:14:32.844]  You've got all of this coming out.
[00:14:32.884 --> 00:14:35.005]  We'll tell you the rest of the story, straight ahead.
[00:14:39.405 --> 00:14:41.546]  There is no honor amongst thieves.
[00:14:42.817 --> 00:14:52.195]  And Hollywood has been a giant private corporate intelligence operation of MI6, the CIA, and the Mossad.
[00:14:55.117 --> 00:15:04.204]  Setting up cults, setting up front groups to go out and then run intelligence operations on companies and corporations to basically take over society.
[00:15:04.785 --> 00:15:13.651]  Then you demoralize the general public to break up our families and weaken us ahead of our total enslavement by the big central banks who then want to depopulate us.
[00:15:15.152 --> 00:15:18.415]  So this has all been a Carnegie Rockefeller endowment operation.
[00:15:18.455 --> 00:15:19.176]  You now see it.
[00:15:19.316 --> 00:15:22.138]  Studying their own documents is how I know the future way out ahead of time.
[00:15:23.971 --> 00:15:32.750]  That's why you constantly see like a head of Homeland Security in a whole region, how many times, caught having a mother flying in with a three-year-old to have sex with them.
[00:15:33.412 --> 00:15:33.813]  To rape them.
[00:15:35.461 --> 00:15:36.362]  You're like, what's going on?
[00:15:36.442 --> 00:15:42.247]  Well, that's just because somebody good finally found out about it, and a group of law enforcement they don't control busted them.
[00:15:42.808 --> 00:15:45.590]  That's why they have the left taking over law enforcement.
[00:15:45.610 --> 00:15:57.821]  That's why George Soros is putting in the district attorneys and the attorney generals at the state level, and why the left is trying to pack the whole FBI and the federal marshals with their people, and they're very close to winning.
[00:15:59.542 --> 00:16:06.111]  But as they know the news comes out, that's why Nickelodeon and all the channels promote pedophilia and now say it's actually okay.
[00:16:08.373 --> 00:16:10.656]  Inoculating your child without your consent's okay.
[00:16:10.957 --> 00:16:15.182]  It's all about getting rid of the age of consent.
[00:16:15.222 --> 00:16:16.364]  But it's not just about blackmail.
[00:16:17.914 --> 00:16:18.855]  It's about the control.
[00:16:18.955 --> 00:16:30.040]  So DOJ says CNN producer raped nine-year-old while her mother watched solicitor girls 9 to 16 for sex virtual training sessions with their parents.
[00:16:30.840 --> 00:16:32.441]  He was a Jeffrey Epstein.
[00:16:32.821 --> 00:16:33.782]  He was recruiting.
[00:16:34.102 --> 00:16:39.925]  He was preparing his sex slave ops because that's how you get into the upper ranks of the system.
[00:16:40.445 --> 00:16:42.206]  Here's a photo of him for TV viewers.
[00:16:43.206 --> 00:16:49.398]   Here is Chris Cuomo and the CNN senior producer Who were just arrested for raping children.
[00:16:50.879 --> 00:16:52.700]  And believe me, what we know about is horrible.
[00:16:53.300 --> 00:16:55.841]  You can be assured it's bigger than Sandusky.
[00:16:56.202 --> 00:17:00.364]  CNN is a intelligence operation of the highest order.
[00:17:04.085 --> 00:17:06.186]  Absolutely disgusting, ladies and gentlemen.
[00:17:06.226 --> 00:17:06.907]  Look at this guy.
[00:17:06.927 --> 00:17:08.448]  I mean, just look at what a predator he is.
[00:17:08.468 --> 00:17:10.529]  I mean, would you let that person anywhere near your children?
[00:17:10.549 --> 00:17:11.869]  You look at them and say, absolutely not.
[00:17:11.929 --> 00:17:13.170]  But you have discernment, see?
[00:17:13.766 --> 00:17:17.008]  The general public that's held under this satanic spell doesn't.
[00:17:17.768 --> 00:17:17.848]  Ugh.
[00:17:17.948 --> 00:17:21.090]  He doesn't just want to rape your children, though.
[00:17:21.110 --> 00:17:25.572]  He wants to rape your mind and your freedom and your body with the GMO death shots.
[00:17:26.873 --> 00:17:28.353]  CNN producer arrested.
[00:17:28.713 --> 00:17:30.854]  Accused of raping children as young as nine.
[00:17:32.555 --> 00:17:33.696]  Chris Cuomo's producer.
[00:17:35.342 --> 00:17:36.362]  Look at that maniac.
[00:17:36.982 --> 00:17:38.463]  He's in the club, he thought.
[00:17:38.983 --> 00:17:42.343]  Chris Cuomo, CNN producer, charged with luring girls for sexual training.
[00:17:42.603 --> 00:17:43.423]  That's the New York Post.
[00:17:43.483 --> 00:17:45.144]  No, it's a lot worse than that.
[00:17:45.284 --> 00:17:46.504]  Oh, but here's CNN.
[00:17:47.764 --> 00:17:51.345]  A baseless conspiracy theory found a foothold in Europe.
[00:17:51.405 --> 00:17:52.305]  New research shows.
[00:17:52.665 --> 00:17:53.845]  CNN article text me.
[00:17:54.125 --> 00:17:58.186]  There's no government or combines of pedophiles running secret networks.
[00:17:58.326 --> 00:18:01.786]  No, they put this out on CNN during the whole Epstein thing last year.
[00:18:03.127 --> 00:18:03.467]  Oh, no.
[00:18:03.507 --> 00:18:04.527]  Oh, but oh, it gets better.
[00:18:06.309 --> 00:18:09.551]  Of all the words of tongue and pen, the truest are these.
[00:18:09.671 --> 00:18:10.831]  Alex Jones was right again.
[00:18:11.372 --> 00:18:12.972]  Jack Posobiec puts it out, it's confirmed.
[00:18:13.312 --> 00:18:29.981]  Queen of England there at the cabin, shame cabin, with Jeffrey Epstein and Ghislaine Maxwell, who are best friends with the royal house, helping frame and keep everybody under control with sex ops, which her father ran for MI6, and of course, OSS before that in World War II.
[00:18:30.321 --> 00:18:32.742]  Ghislaine Maxwell, the spymaster sex operative.
[00:18:33.702 --> 00:18:38.506]   That's why Jeffrey Epstein You had to recruit hundreds of girls a week just in Palm
[00:18:38.506 --> 00:18:42.216]   Beach to supply all the people that they were, who were willingly coming and getting
[00:18:42.216 --> 00:18:42.705]  framed.
[00:18:42.705 --> 00:18:45.826]  They wanted to be in the club.
[00:18:45.826 --> 00:18:48.906]  Who else was in the club?
[00:18:48.906 --> 00:18:53.186]   Alex Jones is basically right that America is run by evil people who want to molest your
[00:18:53.186 --> 00:18:57.505]  kids and kill or imprison you if you try to stop them.
[00:18:57.505 --> 00:19:04.465]   Lawrence Powell Jobs, Steve Jobs' widow, and Gisling Maxwell having fun at the little pervert
[00:19:04.465 --> 00:19:10.065]   island and then the Atlantic that she owns running the headline, "The Great Fake Child
[00:19:10.065 --> 00:19:11.625]  Sex Trafficking Epidemic."
[00:19:11.999 --> 00:19:12.159]  Ha!
[00:19:12.499 --> 00:19:15.601]  The Senate report confirms thousands of children trafficked across the U.S.
[00:19:15.621 --> 00:19:19.463]  border under Obama, who then authorized it, given into sex slavery.
[00:19:19.523 --> 00:19:21.284]  Many were disappeared or killed.
[00:19:21.304 --> 00:19:22.765]  That's a U.S.
[00:19:22.805 --> 00:19:27.005]   Senate report confirms children trafficked across border under Obama
[00:19:27.005 --> 00:19:34.685]   were used in sex traffic. But it's okay that the Senate report confirms
[00:19:34.685 --> 00:19:39.765]   thousands of children that Obama allowed to be smuggled and brought in were sex
[00:19:39.765 --> 00:19:45.605]   trafficked because The Atlantic, the most evil publication in the world, literally
[00:19:46.279 --> 00:19:48.220]  I mean, she spends billions a year attacking us.
[00:19:48.680 --> 00:19:49.601]  Attacking free speech.
[00:19:49.661 --> 00:19:50.621]  Attacking America.
[00:19:50.961 --> 00:19:53.503]  And then, she's, but it's okay, because she's a woman.
[00:19:53.803 --> 00:19:55.504]  You see, so she's allowed to act like this.
[00:19:55.884 --> 00:19:58.646]  She's, you know, and oh, they had a Twitter that censors everybody.
[00:19:58.886 --> 00:20:00.787]  He's got brown skin, so it's okay too, right?
[00:20:04.129 --> 00:20:08.111]  CNN staff are charged with enticing moms, young daughters into sexual activity.
[00:20:08.611 --> 00:20:10.472]  Quote, training them for missions.
[00:20:11.193 --> 00:20:12.213]  Said, I'm gonna train you.
[00:20:12.233 --> 00:20:13.674]  I'm gonna make you a secret agent.
[00:20:14.215 --> 00:20:15.256]  Yeah, that's all coming out.
[00:20:17.457 --> 00:20:18.918]  And the women wanted to be recruited.
[00:20:19.198 --> 00:20:21.499]  Oh my gosh, secret agent, man.
[00:20:21.539 --> 00:20:24.721]  You know, James Bond isn't having sex with hot chicks up in hotel rooms.
[00:20:25.021 --> 00:20:28.964]  James Bond's got lines of old men coming in to screw ten-year-old girls.
[00:20:29.824 --> 00:20:30.845]  That's what James Bond does.
[00:20:32.766 --> 00:20:34.607]  And hey, they're externalizing the method.
[00:20:34.667 --> 00:20:36.268]  Roger Stone's gonna pop on.
[00:20:36.308 --> 00:20:40.130]  He's about to get on a plane, but he's gonna pop on, start of the next hour.
[00:20:40.770 --> 00:20:45.800]   SNL jokes about Gang raping Roger Stone's 75-year-old wife who has cancer.
[00:20:47.220 --> 00:20:48.101]  We have the video.
[00:20:48.141 --> 00:20:49.181]  We will be showing you that.
[00:20:49.621 --> 00:20:50.682]  Oh, but it gets better!
[00:20:52.222 --> 00:20:54.724]  SNL, hip-hop nativity, same show.
[00:20:54.784 --> 00:20:57.345]  Skit shows baby Jesus twerking.
[00:20:58.725 --> 00:21:04.068]  Mary as a stripper and baby daddy Joseph with a pimp walk.
[00:21:05.348 --> 00:21:06.909]  Oh, the child shaking its ass.
[00:21:06.929 --> 00:21:08.970]  The newborn baby wants to be raped.
[00:21:09.170 --> 00:21:09.590]  I get it.
[00:21:09.610 --> 00:21:11.151]  It's a religion.
[00:21:12.096 --> 00:21:14.798]  You don't get in the club unless you got the dead eyes of these people.
[00:21:15.819 --> 00:21:17.720]  They look dead because they are dead.
[00:21:18.321 --> 00:21:23.585]  They've turned themselves over to absolute total evil and they think it's cute.
[00:21:24.966 --> 00:21:25.926]  They think it's funny.
[00:21:25.946 --> 00:21:29.069]  And what it really is is a message to all of us.
[00:21:29.709 --> 00:21:30.750]  They're coming for our children.
[00:21:30.790 --> 00:21:32.151]  We already know scumbags.
[00:21:33.932 --> 00:21:43.442]   Meanwhile, Honored and delighted to join Jeff Zucker and his great team.
[00:21:45.483 --> 00:21:51.825]  Chris Wallace will join CNN as anchor for CNN Plus because Fox was about to fire him because he had the lowest ratings on their network.
[00:21:52.833 --> 00:21:54.514]  Their smallest shows have 2 million viewers.
[00:21:54.554 --> 00:21:55.675]  He had like a quarter million.
[00:21:55.995 --> 00:21:56.475]  Total joke.
[00:21:56.836 --> 00:21:57.656]  He's about to be fired.
[00:21:57.696 --> 00:21:58.677]  That's coming out.
[00:21:59.077 --> 00:22:00.998]  And so, what did he do?
[00:22:01.078 --> 00:22:03.320]  He jumped to CNN Plus.
[00:22:03.980 --> 00:22:04.721]  They always make fun of us.
[00:22:04.761 --> 00:22:05.281]  It's called Internet.
[00:22:05.301 --> 00:22:05.882]  We're more than that.
[00:22:05.902 --> 00:22:06.262]  But whatever.
[00:22:06.282 --> 00:22:06.782]  Internet's great.
[00:22:06.802 --> 00:22:06.962]  Yeah.
[00:22:06.982 --> 00:22:08.003]  And the free market of ideas.
[00:22:08.023 --> 00:22:08.723]  We kick your ass.
[00:22:09.044 --> 00:22:12.946]  But, oh, now he'll be Internet only on CNN Plus.
[00:22:12.986 --> 00:22:14.167]  And look what a deviant.
[00:22:14.507 --> 00:22:16.749]  I mean, look, I'm not saying Chris Wallace is a pedophile.
[00:22:17.289 --> 00:22:24.227]   But if I was going to cast somebody for a movie, you know, that I mean, look how creepy he is.
[00:22:24.247 --> 00:22:30.412]  I mean, what a little conceited, self-centered, know-it-all piece of garbage.
[00:22:31.973 --> 00:22:41.400]  And there he is, he's honored and delighted, honored and delighted to be at CNN with John Griffin.
[00:22:42.801 --> 00:22:48.342]   He wants to be colleagues With people like that over at CNN.
[00:22:48.362 --> 00:22:49.964]  Do an overhead shot for me, please.
[00:22:50.704 --> 00:22:51.745]  Here is Chris Cuomo.
[00:22:51.885 --> 00:22:52.886]  Oh, out Chris Cuomo.
[00:22:53.086 --> 00:22:56.149]  In comes Chris Wallace.
[00:22:56.369 --> 00:22:57.830]  And he's got a new friend.
[00:22:58.291 --> 00:22:58.931]  Oh, and it gets better.
[00:22:58.991 --> 00:23:04.736]  Brian Williams signs off from MSNBC's 11th Hour after lying and saying he was shot down in a helicopter.
[00:23:05.036 --> 00:23:10.200]  Only person worse than him, Senator Blumenthal, says he was in combat in Vietnam and was never there.
[00:23:10.360 --> 00:23:12.360]  Lying Scum!
[00:23:38.360 --> 00:23:45.240]   All right ladies and gentlemen, I'm gonna do the tornadoes that hit and was it weather modification or control
[00:23:45.415 --> 00:23:48.136]  I'm gonna really give you the answers.
[00:23:49.577 --> 00:23:50.637]  Coming up next segment.
[00:23:51.358 --> 00:23:56.660]  And then Roger Stone pops in with SNL joking about gang raping his wife dying of cancer.
[00:23:57.560 --> 00:23:59.162]  And you're just like, well, why do they do that?
[00:23:59.182 --> 00:24:06.909]  Because it's about searing your conscience, just getting you used to being raped with inflation and open borders and globalism and pedophilia.
[00:24:06.949 --> 00:24:07.930]  I mean, these are criminals.
[00:24:07.970 --> 00:24:10.613]  They get off on that they can get away with stuff.
[00:24:10.893 --> 00:24:14.117]  They'd show up at a beautiful Thanksgiving dinner at 4 p.m.
[00:24:14.137 --> 00:24:16.999]  at grandma's house and take a crap in the middle of the dressing.
[00:24:17.560 --> 00:24:21.364]  They'd get up in front of the whole family, pull their pants down and spray diarrhea all over the food.
[00:24:22.287 --> 00:24:27.749]  I don't mean to be gross about that, but you don't understand them until you get your mind wrapped around who they are.
[00:24:29.110 --> 00:24:29.930]  They are predators.
[00:24:31.671 --> 00:24:33.772]  And they want to hurt good people.
[00:24:34.612 --> 00:24:35.973]  They want to lie.
[00:24:36.053 --> 00:24:37.393]  They want to hurt you.
