[00:00:15.524 --> 00:00:18.165]  InfoWars, tomorrow's news, today.
[00:03:44.012 --> 00:03:49.673]  The same thing was done in the last decade over and over again in Europe and was perfected by them and the man that ran
[00:03:50.635 --> 00:03:58.838]  The NGOs that brought in the Syrian refugees that was the pipeline from the whole Middle East and North Africa and over 10 million people are estimated to come in over four years.
[00:03:58.838 --> 00:04:06.200]  He is the man running the entire operation who just got a $500 million plus contract.
[00:04:06.200 --> 00:04:08.521]  Another contract for 80 plus million.
[00:04:08.521 --> 00:04:12.282]  These are contracts every few days or every few weeks.
[00:04:12.282 --> 00:04:14.563]  Two of these just came out this last week.
[00:04:14.563 --> 00:04:16.024]  These are no bid contracts.
[00:04:16.024 --> 00:04:16.744]  Now, how do you do that?
[00:04:18.151 --> 00:04:22.454]  Well, Biden has declared an emergency via the Ukraine crisis.
[00:04:22.454 --> 00:04:25.996]  And every president going back really to Kennedy has done this each year.
[00:04:25.996 --> 00:04:33.801]  They'll declare an international emergency so that they can then bypass law and do the type of things he's done even outside of the executive order.
[00:04:33.801 --> 00:04:36.223]  But it doesn't really make it legal.
[00:04:36.223 --> 00:04:38.304]  What Biden's saying is the whole U.S.
[00:04:38.304 --> 00:04:39.525]  is basically under martial law.
[00:04:40.697 --> 00:04:46.942]  So the borders are open, people are being brought in with TB, you name it, real diseases, not this exaggerated hoax COVID.
[00:04:46.942 --> 00:04:56.249]  They're being brought in by the millions, but you're supposed to stay locked down in New York and in Chicago and in DC and all these places the left controls because it is the Great Reset.
[00:04:56.249 --> 00:04:59.351]  So all of this is a globalist attack.
[00:04:59.351 --> 00:05:02.734]  And the United States is being positioned for total collapse.
[00:05:02.734 --> 00:05:05.516]  And I told you this a year ago, when you have a COVID-19 lockdown,
[00:05:07.188 --> 00:05:10.690]  It causes hundreds of millions to go to the edge of starvation, millions to starve.
[00:05:10.690 --> 00:05:25.478]  Then they start flooding the borders to the UN refugee centers and the UN that organizes them for months, brainwashes them just like in sports stadiums, they're outdoor areas with projectors teaching them about the UN and communism and how George Soros loves them and how Biden loves them.
[00:05:25.478 --> 00:05:30.601]  That's why you'll have hundreds of people show up all wearing Biden t-shirts because it's literally being given to them.
[00:05:31.121 --> 00:05:34.603]  And Biden said, come, come, come here.
[00:05:34.603 --> 00:05:36.364]  Immediately rushed the border.
[00:05:36.364 --> 00:05:39.626]  So Biden is exercising dictatorial powers.
[00:05:39.626 --> 00:05:40.707]  It's illegal.
[00:05:40.707 --> 00:05:48.952]  And so all these people are very proud because they now have the War Patrol, the FBI on their side, federal marshals who are being ordered to go along with this crime.
[00:05:48.952 --> 00:05:50.233]  And so far they've been doing it.
[00:05:50.233 --> 00:05:51.574]  The War Patrol's criticized it some.
[00:05:53.646 --> 00:05:55.087]  To break our border.
[00:05:55.087 --> 00:05:59.248]  And so the people that are involved with the smuggling, it's illegal what they're doing.
[00:05:59.248 --> 00:06:00.008]  Violates federal law.
[00:06:00.008 --> 00:06:07.370]  In fact, there's signs up that Owen has shown here in McAllen that say, human smuggling is a federal crime.
[00:06:07.370 --> 00:06:15.873]  But then we watch as women with Grim Reaper tattoos, cartel tattoos, hand babies off to the airport saying, it's my baby, it's my baby.
[00:06:15.873 --> 00:06:17.494]  And then day after day, more kids.
[00:06:17.494 --> 00:06:18.954]  Oh, it's my kid, it's my baby.
[00:06:18.954 --> 00:06:21.895]  By saying that legally, she's saying I have jurisdiction
[00:06:23.388 --> 00:06:31.811]  I am their guardian because under this executive letter of Mark, Biden has said, just come in, but understand what happened.
[00:06:31.811 --> 00:06:39.494]  Under George Herbert Walker Bush in 1992, he signed on to June 21 in Rio de Janeiro with an executive order.
[00:06:39.494 --> 00:06:41.655]  Congress never ratified it.
[00:06:41.655 --> 00:06:43.495]  This is where the authority comes from.
[00:06:43.495 --> 00:06:45.296]  But that executive order was never ratified.
[00:06:46.411 --> 00:06:54.593]  You know, an executive order can't sign you onto a treaty, but still the federal agencies all operated, even though Congress had passed law, as if that was the law.
[00:06:54.593 --> 00:07:01.794]  Then by the first year of Trump, he finally got us out of UNESCO, the United Nations Educational Cultural Organization Treaty.
[00:07:01.794 --> 00:07:03.135]  And it should have been 21.
[00:07:03.135 --> 00:07:04.435]  But it didn't matter.
[00:07:04.435 --> 00:07:07.856]  The bureaucracies, the blue cities, the blue states, they went ahead with it.
[00:07:07.856 --> 00:07:13.757]  And under that, they run our university standards, our public school standards, our banking standards, everything.
[00:07:14.642 --> 00:07:15.863]  And they also run your borders.
[00:07:15.863 --> 00:07:23.487]  And so Trump pulled out of, you can pull these articles up, Trump pulls out of a UN refugee treatment.
[00:07:23.487 --> 00:07:29.831]  And that was one part of UNESCO, because by doing that, the UN is in charge and tells the US who a refugee is, who isn't.
[00:07:29.831 --> 00:07:31.232]  Not our own government.
[00:07:31.232 --> 00:07:36.775]  And so they organize the people in the third world who aren't refugees, other than being from the COVID lockdowns.
[00:07:36.775 --> 00:07:38.436]  They then bring them up here to exploit them.
[00:07:39.605 --> 00:07:48.267]  They send them around the country and they give up to $15,000 per person to the illegal aliens in states like New York, which really goes to their sponsor.
[00:07:48.267 --> 00:07:53.528]  So the Democrats are signing up millions of federal employees, but also just other random people.
[00:07:53.528 --> 00:07:59.670]  Sex traffickers, that came out five years ago in a Senate report that Obama knowingly gave tens of thousands of children to traffickers, including sex traffickers.
[00:07:59.670 --> 00:08:00.770]  So that's why they're doing it.
[00:08:00.770 --> 00:08:02.230]  They're pipelining.
[00:08:02.230 --> 00:08:04.311]  They shut down the Keystone pipeline to give us oil.
[00:08:05.171 --> 00:08:08.875]  But they've opened up the pipeline of third world populations that they're going to exploit.
[00:08:08.875 --> 00:08:10.656]  And they call them milk cows.
[00:08:10.656 --> 00:08:15.261]  You bring in a family, you sign them off for welfare, you put them to work in restaurants illegally and hotels.
[00:08:15.261 --> 00:08:16.943]  Then you take half their paycheck there.
[00:08:16.943 --> 00:08:17.663]  You've got to keep them poor.
[00:08:17.663 --> 00:08:18.584]  That's the plan.
[00:08:18.584 --> 00:08:21.387]  And then you give them their welfare and you take most of the welfare check.
[00:08:21.387 --> 00:08:25.771]  And it's organized in the blue cities where they control the FBI, they control the mayor, they control everybody.
[00:08:25.771 --> 00:08:26.572]  This is the criminal takeover.
[00:08:26.572 --> 00:08:28.354]  So they're not just bringing in a new voting bloc.
[00:08:29.014 --> 00:08:36.539]  It's a new permanent underclass that the globalists control who are indoctrinated and beholden as indentured servants from the time they get here.
[00:08:36.539 --> 00:08:39.421]  And so the more things change, the more they say the same.
[00:08:39.421 --> 00:08:41.503]  A lot of the people who came to the United States were indentured servants.
[00:08:41.503 --> 00:08:45.586]  A lot of people who came to the Caribbean were indentured servants who were not black.
[00:08:45.586 --> 00:08:47.227]  They were German and French and
[00:08:48.763 --> 00:08:49.023]  Yes, sir.
[00:09:16.525 --> 00:09:22.427]  So they're always talking about, oh, how America's bad, and oh, maybe somebody slapped a woman on the ass or something, which is wrong.
[00:09:22.427 --> 00:09:25.328]  But they make that the big thing to break our military up.
[00:09:25.328 --> 00:09:31.850]  But then meanwhile, they've got 80% of the women coming in as young as 10 years old being raped, according to Amnesty International.
[00:09:31.850 --> 00:09:32.811]  And that's a non-issue.
[00:09:32.811 --> 00:09:38.452]  So when you hear liberals claim that, oh, we love these immigrants, oh, we love these people, it's a total and complete lie.
[00:09:38.452 --> 00:09:39.533]  They're the establishment.
[00:09:39.533 --> 00:09:41.273]  They run the death camps in China.
[00:09:41.273 --> 00:09:44.635]  Apple runs the worst slave camps in China.
[00:09:44.635 --> 00:09:44.875]  Again,
[00:09:49.209 --> 00:10:07.397]  Biden, Obama, whatever you want to call this administration, I call it Biden's third administration of Obama, are globalists and they're following a UN operation and they are wrecking this country and they know what they're doing and they're endorsing authoritarianism and tyranny worldwide.
[00:10:07.397 --> 00:10:13.580]  One of my security detail is an Austrian gentleman who's moved to the US, become a citizen, and he's worked for the Saudi oil family.
[00:10:13.580 --> 00:10:17.662]  He's worked for the governments and things over in the Middle East.
[00:10:18.562 --> 00:10:29.010]  And he was talking about when Obama got in and they did the Arab Spring, how they overthrew the government where women were wearing mini skirts and rock and roll was on the radio in Egypt.
[00:10:29.010 --> 00:10:33.113]  They overthrew the government, were blowing up all the churches, killing everybody.
[00:10:33.113 --> 00:10:38.017]  And he just witnessed the whole country turned over to radical Islamists and they blew up hundreds of churches.
[00:10:38.017 --> 00:10:38.517]  It went on and on.
[00:10:38.517 --> 00:10:40.039]  I mean, I knew about that.
[00:10:40.039 --> 00:10:40.819]  You know about that.
[00:10:40.819 --> 00:10:44.122]  That was all endorsed by Obama and by Anderson Cooper.
[00:10:45.609 --> 00:10:47.690]  But this is really happening.
[00:10:47.690 --> 00:10:48.630]  This is really going on.
[00:10:48.630 --> 00:10:50.170]  And they want to do that here.
[00:10:50.170 --> 00:10:51.150]  They want power.
[00:10:51.150 --> 00:10:51.871]  They want control.
[00:10:51.871 --> 00:10:57.052]  It comes out of the French Revolution, the Communist Revolutions, the Fascist Revolution.
[00:10:57.052 --> 00:10:58.572]  It's all this authoritarian group doing it.
[00:10:58.572 --> 00:11:00.693]  So I'm going to take you to what happened last night.
[00:11:00.693 --> 00:11:06.414]  And incredible footage of tiny little holes in the barriers they put up.
[00:11:06.414 --> 00:11:08.415]  This film on the windows we couldn't see through.
[00:11:08.415 --> 00:11:12.256]  And I'm going to just show you a snapshot of jets being loaded.
[00:11:14.076 --> 00:11:14.356]  Yeah, yeah.
[00:11:44.076 --> 00:11:48.718]  We also went back to the scene at the Catholic Charity where we saw the car with the kids being crammed in the back.
[00:11:48.718 --> 00:11:50.599]  We said, hey, that's illegal to transport in this way.
[00:11:50.599 --> 00:11:53.901]  You know, we had the instinct to stop the car until police came.
[00:11:53.901 --> 00:11:55.762]  The police said we were right to stop the car.
[00:11:55.762 --> 00:11:57.083]  The media tried to say that was fake.
[00:11:57.083 --> 00:11:58.543]  That was completely real.
[00:11:58.543 --> 00:12:03.086]  You can come here to McAllen and in 15 minutes see this for yourself because it's still ongoing.
[00:12:03.086 --> 00:12:05.447]  We're going to go back to that scene as well.
[00:12:05.447 --> 00:12:06.968]  So please stay with us.
[00:12:06.968 --> 00:12:08.669]  Please share this and please don't forget.
[00:12:09.509 --> 00:12:11.870]  We can't do this without your funding.
[00:12:11.870 --> 00:12:13.291]  So thank you for your financial support.
[00:12:13.291 --> 00:12:14.872]  We have great products you already need.
[00:12:14.872 --> 00:12:17.393]  Vitamin Mineral Fusion's only got two days left.
[00:12:17.393 --> 00:12:21.395]  All the vitamins, all the minerals, the amino acids you need that are essential for your immune system and your body.
[00:12:21.395 --> 00:12:22.335]  It's amazing.
[00:12:22.335 --> 00:12:24.356]  And infowarrestore.com, 40% off.
[00:12:24.356 --> 00:12:26.798]  And Winter Sun, high quality, high-end D3.
[00:12:26.798 --> 00:12:29.599]  Take it under your tongue for the maximum absorption.
[00:12:29.599 --> 00:12:31.940]  Sublingually, it is 40% off.
[00:12:31.940 --> 00:12:33.241]  Get them both together, 50% off.
[00:12:33.241 --> 00:12:33.861]  Lung Cleanse is 50% off.
[00:12:36.994 --> 00:12:40.877]  Those specials have to end on the Vitamin Refusion on Monday because it's selling out.
[00:12:40.877 --> 00:12:42.097]  So get what your body needs.
[00:12:42.097 --> 00:12:43.258]  Give it as a gift to family.
[00:12:43.258 --> 00:12:43.979]  Stock up on it.
[00:12:43.979 --> 00:12:44.679]  Get some fish oil.
[00:12:44.679 --> 00:12:45.780]  Get some krill oil.
[00:12:45.780 --> 00:12:47.861]  Get some Brain Force that's back in stock.
[00:12:47.861 --> 00:12:49.042]  The great nootropic.
[00:12:49.042 --> 00:12:50.603]  And so much more at InfoWarshaw.com.
[00:12:50.603 --> 00:12:54.526]  And get some of the new t-shirts that the media is the virus.
[00:12:54.526 --> 00:12:56.247]  And Alex Jones was right.
[00:12:56.247 --> 00:12:57.127]  Very, very triggering shirt.
[00:12:57.127 --> 00:12:57.988]  Very, very popular.
[00:12:57.988 --> 00:13:00.370]  And F Biden, F Fauci, F Mask.
[00:13:00.370 --> 00:13:02.091]  That's the most popular shirt right now.
[00:13:02.091 --> 00:13:05.073]  And just know that you're fighting the third dimension just like we are.
[00:13:05.073 --> 00:13:06.494]  And your support, your word of mouth,
[00:13:07.134 --> 00:13:09.796]  is just as important as what we're doing here in the field.
[00:13:09.796 --> 00:13:11.018]  So I want to thank you all for your support.
[00:13:11.018 --> 00:13:12.599]  I want to thank the crew for doing a great job.
[00:13:12.599 --> 00:13:19.345]  And I now want to invite you to watch this live stream and then share it from Bandon Video in the Border Crisis section.
[00:13:19.345 --> 00:13:25.230]  So you're about to see about an hour of exclusive materiel that is only available because of your support.
[00:13:25.230 --> 00:13:26.431]  So you want to thank me?
[00:13:26.431 --> 00:13:27.632]  No, I want to thank you.
[00:13:27.632 --> 00:13:28.793]  Thank you for allowing us
[00:13:36.980 --> 00:13:40.482]  Owen Schroyer already talked to this fella.
[00:13:40.482 --> 00:13:49.587]  He comes here for days after days after days trying to find his parents from Romania that were smuggled by coyotes into the U.S.
[00:13:49.587 --> 00:13:50.188]  He can't find them.
[00:13:51.212 --> 00:13:54.334]  That's the level of human trafficking that's going on.
[00:13:54.334 --> 00:13:58.177]  And they take the cell phones away from the men, women, and children.
[00:13:58.177 --> 00:14:00.018]  Once they get in, they're sent all over the country.
[00:14:00.018 --> 00:14:01.559]  No one knows where they're going.
[00:14:01.559 --> 00:14:02.940]  This isn't just migrants.
[00:14:02.940 --> 00:14:04.522]  This isn't just smuggling.
[00:14:04.522 --> 00:14:05.883]  This is beyond human trafficking.
[00:14:05.883 --> 00:14:09.345]  This is a giant criminal operation, ladies and gentlemen.
[00:14:09.345 --> 00:14:10.686]  And you already talked to Owen.
[00:14:10.686 --> 00:14:13.208]  We'll play you part of that interview in a moment.
[00:14:13.208 --> 00:14:17.371]  There's a big language barrier, but he explained to us that his parents came in, when was it, a week ago?
[00:14:19.178 --> 00:14:21.840]  Three nights ago, and he can't find them.
[00:14:21.840 --> 00:14:23.641]  Now let me show you something right over here.
[00:14:23.641 --> 00:14:25.122]  Look at this.
[00:14:25.122 --> 00:14:28.244]  Right here is where they supposedly do the COVID testing.
[00:14:28.244 --> 00:14:31.687]  But since we've been exposing them, they've just been bypassing a lot of that.
[00:14:31.687 --> 00:14:32.607]  I want to show you something.
[00:14:32.607 --> 00:14:41.674]  These children believe that they're going to be able to take their toys, their dolls, their fire engines, their kitty cats with them.
[00:14:41.674 --> 00:14:42.294]  And they can't.
[00:14:42.294 --> 00:14:45.076]  Once they get here, it's taken away from them.
[00:14:46.377 --> 00:14:52.582]  And in the old days, the smugglers, when they brought a bag of things with them, toys and notebooks, would just throw them in the woods.
[00:14:52.582 --> 00:15:04.150]  That's why all over the woods and the fields on the border, you'll just see piles of children's toys, notes from grandmothers, mementos, things that they loved.
[00:15:04.150 --> 00:15:06.772]  And they would make them throw them in the bushes.
[00:15:06.772 --> 00:15:09.554]  Now they're all here dumped right in the trash.
[00:15:09.554 --> 00:15:13.617]  You can sit here and see the Noah's Ark.
[00:15:15.984 --> 00:15:20.067]  You can see the little doll they love so much.
[00:15:20.067 --> 00:15:24.431]  They're told, sorry, you can't have this because it might have a phone number.
[00:15:24.431 --> 00:15:26.793]  It might have something hidden on them.
[00:15:26.793 --> 00:15:28.955]  We've confirmed this with law enforcement that's gone and investigated.
[00:15:28.955 --> 00:15:34.480]  They stripped them of everything, down their clothing, and even take the money out of their wallets.
[00:15:34.480 --> 00:15:36.561]  Why are they doing this?
[00:15:36.561 --> 00:15:39.624]  Ladies and gentlemen, because this is a giant criminal operation.
[00:15:39.624 --> 00:15:40.485]  Look at this.
[00:15:40.485 --> 00:15:44.328]  And you can find these dumpsters at all of these centers.
[00:15:45.825 --> 00:15:50.227]  The most precious little mementos these children have with them are being disappeared.
[00:15:50.227 --> 00:15:54.348]  This is what you do to people that you're going to be oppressing.
[00:15:54.348 --> 00:15:58.390]  This is what you do to people that you're going to be taking advantage of.
[00:15:58.390 --> 00:16:03.012]  You're going to be putting in sweatshops and that you're going to be putting into sexual exploitation.
[00:16:03.012 --> 00:16:03.952]  And this is what's confirmed.
[00:16:03.952 --> 00:16:05.633]  So this is what's on the Biden administration.
[00:16:05.633 --> 00:16:08.114]  It's what's on the Democrats.
[00:16:08.114 --> 00:16:09.094]  It's what's on the FBI.
[00:16:11.061 --> 00:16:15.242]  And yes, even the Border Patrol, who's been protesting this, they've been following the orders and going along with this.
[00:16:15.242 --> 00:16:19.664]  So, you look at this trash, and it's not trash.
[00:16:19.664 --> 00:16:20.364]  These are memories.
[00:16:20.364 --> 00:16:26.806]  These are people's lives that the left claims they're taking care of, that the left claims they care about.
[00:16:26.806 --> 00:16:33.408]  But in truth, why are they taking their purses away from the women?
[00:16:33.408 --> 00:16:35.308]  Why are they taking the toys away?
[00:16:35.308 --> 00:16:38.729]  They're not just taking big bags they've got where they brought too much stuff.
[00:16:38.729 --> 00:16:40.390]  They're stripping them of their identities.
[00:16:41.579 --> 00:16:48.966]  And sheep dipping them into the black world, the underworld of true authoritarianism and true oppression.
[00:16:48.966 --> 00:16:52.650]  That's why our crew got footage of men coming here and saying, I want that woman.
[00:16:52.650 --> 00:16:53.311]  I want that woman.
[00:16:53.311 --> 00:16:54.832]  I want unaccompanied women.
[00:16:54.832 --> 00:16:56.334]  I want single women with children.
[00:16:56.334 --> 00:16:58.336]  I'm going to teach them my way of God.
[00:16:58.336 --> 00:16:59.737]  Oh, Troyer, you've been here for a whole week.
[00:16:59.737 --> 00:17:01.079]  I just got here tonight.
[00:17:01.079 --> 00:17:02.620]  And there's a man from Romania you've already interviewed.
[00:17:02.620 --> 00:17:03.421]  He's scared to talk to us now.
[00:17:03.922 --> 00:17:07.745]  He's been over three nights right over there in that minivan trying to find his parents who have just disappeared.
[00:17:07.745 --> 00:17:09.926]  I mean, this has a really bad feeling to it.
[00:17:09.926 --> 00:17:11.627]  It's not just the law being waived.
[00:17:11.627 --> 00:17:15.130]  It's not just not even having an executive order.
[00:17:15.130 --> 00:17:16.371]  It's not just this is all illegal.
[00:17:16.371 --> 00:17:18.712]  It has an incredibly dark, evil feeling.
[00:17:18.712 --> 00:17:24.336]  We have a Senate report six years ago where Obama knowingly placed tens of thousands of children with sex traffickers.
[00:17:24.336 --> 00:17:26.117]  Tell us what you've been witnessing.
[00:17:26.117 --> 00:17:32.482]  Well, even if just 1% of the children or 1% of the women that come across illegally
[00:17:33.231 --> 00:17:36.142]  End up in a sex trafficking situation.
[00:17:36.142 --> 00:17:39.474]  You're talking about thousands of people in this black market.
[00:17:40.063 --> 00:17:45.506]  And when you hear about the things Alex was just explaining, that's what they're being groomed into.
[00:17:45.506 --> 00:17:52.889]  So like they're going through a process being in a way, in a way treated like a prisoner, but for them, they look at it as a bunch of free stuff.
[00:17:52.889 --> 00:17:55.770]  They get to come to America at the hopes of having a better life.
[00:17:55.770 --> 00:17:56.891]  That's what they were told.
[00:17:56.891 --> 00:17:59.192]  That's why they say, Oh, Biden, please let us in.
[00:17:59.192 --> 00:18:00.452]  That's why they have the Biden shirts.
[00:18:00.452 --> 00:18:02.353]  That's why they say we came here because of Biden.
[00:18:02.353 --> 00:18:04.914]  Cause they're told, yeah, come in, you'll get everything paid for.
[00:18:04.914 --> 00:18:05.915]  And so it's enticing.
[00:18:06.263 --> 00:18:08.724]  And they think it'll be a better situation than wherever they come from.
[00:18:08.724 --> 00:18:11.806]  But, through that process, they have to go through a lot of things.
[00:18:11.806 --> 00:18:16.708]  So, that's why you have all the new clothes that they're being given at these facilities.
[00:18:16.708 --> 00:18:20.770]  So they get whole new clothes, they get shoes, they get everything paid for.
[00:18:21.192 --> 00:18:22.993]  And then they come here and they're here illegally.
[00:18:22.993 --> 00:18:29.795]  Now they know that they're here illegally, so they're in that status in the back of their mind, and that can be taken advantage of.
[00:18:29.795 --> 00:18:32.336]  Cartels can take advantage of that.
[00:18:32.336 --> 00:18:45.860]  Even gangs in the United States can take advantage of that, let alone just the government taking advantage of the whole crisis, paying off their friends with no-bid contracts, paying off themselves with stimulus bills and infrastructure bills that don't get a wall.
[00:18:45.860 --> 00:18:50.422]  But think about the dynamic of, if I go into that facility right there,
[00:18:51.274 --> 00:18:53.518]  Paid for by tax dollars.
[00:18:53.518 --> 00:18:55.341]  I get a trespassing charge.
[00:18:55.341 --> 00:18:59.027]  But these are non-citizens that they're protecting in there with security around the clock.
[00:18:59.494 --> 00:19:01.694]  A fence, a wall, all of that.
[00:19:01.694 --> 00:19:02.195]  But the U.S.
[00:19:02.195 --> 00:19:03.255]  citizen isn't allowed in.
[00:19:03.255 --> 00:19:06.215]  I'd get arrested even though they're here illegally.
[00:19:06.215 --> 00:19:06.535]  That's right.
[00:19:06.535 --> 00:19:08.196]  Why are they protecting their commodities?
[00:19:08.196 --> 00:19:08.656]  Exactly.
[00:19:08.656 --> 00:19:09.676]  This is a U.N.
[00:19:09.676 --> 00:19:11.376]  contract, $530 million.
[00:19:11.376 --> 00:19:13.057]  Let's get our head of security, Tim, over here.
[00:19:13.057 --> 00:19:18.758]  Tim, come over here and you were just telling me when we got here a little while ago, the changes in security have been made.
[00:19:18.758 --> 00:19:22.338]  So give all of us a tour with Owen and what's happening.
[00:19:22.338 --> 00:19:23.799]  And after you tell us, walk us over there.
[00:19:23.799 --> 00:19:24.359]  Okay.
[00:19:24.359 --> 00:19:24.539]  Sure.
[00:19:25.899 --> 00:19:27.662]  If you want to walk this way.
[00:19:27.662 --> 00:19:40.762]  So in the past what would happen is the border patrol buses would pull up right here and the migrants, the illegal migrants, would be taken into the COVID tents, would be taken into the COVID tents right there.
[00:19:41.543 --> 00:19:50.251]  After they were tested, the positive COVID patients would be transported in unmarked vans to a hotel paid for by ICE.
[00:19:50.251 --> 00:19:57.357]  The negative COVID migrants are then taken down to the Catholic Charity, which is about a block down the street.
[00:19:57.357 --> 00:20:04.783]  Now, the way they did it in the past before we started filming here is they would walk them right down the middle of the street right there,
[00:20:05.222 --> 00:20:08.583]  To the Catholic Charity and they'd walk them in the front door.
[00:20:08.583 --> 00:20:20.589]  The other night we filmed a group of 68 illegal migrants being walked down with four McAllen police cars escorting them with lights on and everything at night.
[00:20:20.589 --> 00:20:27.912]  They were very upset that we were filming that, especially because about one third to one half of the women in the group
[00:20:28.292 --> 00:20:32.957]  We're all obviously very pregnant and so they didn't like that we were filming that.
[00:20:32.957 --> 00:20:45.531]  The very next day they changed up the operation and now if you look to these tents over here, they back up unmarked vans to those tents and they load the migrants in that way.
[00:20:45.531 --> 00:20:47.053]  They drive them around the block.
[00:20:47.313 --> 00:20:48.374]  And let's be clear about this.
[00:20:48.374 --> 00:20:49.314]  Biden could sign an executive order
[00:21:11.744 --> 00:21:12.285]  We're good to go.
[00:21:28.208 --> 00:21:33.350]  Foreign military operations, or spies, do not hold up.
[00:21:33.350 --> 00:21:54.719]  And so to try to overturn our laws and say citizens don't have any rights, and that we're going to pay legal aliens $15,000 when they get to New York, we're going to give them free tuition, that's a magnet to bring them here, because the Democrat NGOs and UN NGOs, like the former UN NGO head that just got the $530 million contract, in a moment we'll play Greg Reese's new amazing report, it's only two and a half minutes long,
[00:21:55.646 --> 00:21:58.690]  They are setting up what they already did in Europe run by the exact same people.
[00:21:58.690 --> 00:22:02.515]  So the hundreds of thousands a month you already see are about to be millions a month.
[00:22:02.515 --> 00:22:11.427]  And then the crisis became so big that every park in Europe, when I was even there five years ago in Germany and in Italy, every park in every town we drove through.
[00:22:12.577 --> 00:22:22.999]  I don't care if it was the Roman Colosseum, or I don't care if it was the Italian coast, I don't care if it was the middle of Germany, you would drive into a town that would have a gas station and one restaurant, there'd be 300 Muslim men just sitting there.
[00:22:22.999 --> 00:22:27.800]  There's no Germans to even pump your gas or to cook you food in a restaurant.
[00:22:27.800 --> 00:22:29.841]  And there'd just be Muslims everywhere.
[00:22:29.841 --> 00:22:32.361]  So that was five years ago.
[00:22:32.361 --> 00:22:35.502]  It's only gotten worse since I was last in Europe, so next we're gonna go to Europe and show everybody this.
[00:22:36.365 --> 00:22:38.608]  This is the plan, ladies and gentlemen.
[00:22:38.608 --> 00:22:42.114]  And it's bone chilling because there is not even an executive order.
[00:22:42.114 --> 00:22:44.076]  Biden is just doing this.
[00:22:44.076 --> 00:22:46.620]  And again, they're waiving any background checks.
[00:22:46.620 --> 00:22:50.346]  And we're going to show you this footage in a little while of
[00:22:51.465 --> 00:22:52.685]  It's what, 737s?
[00:22:52.685 --> 00:22:53.006]  737s.
[00:22:53.006 --> 00:23:01.968]  These are big airplanes, like Southwest Airlines style, with three buses at a time pulling up at the airport, loading people on, and flying away to who knows where.
[00:23:01.968 --> 00:23:05.369]  And now they're even flying people to South Texas from other parts of the border.
[00:23:05.369 --> 00:23:10.711]  This is now the distribution hub for the entire country, all over the United States, and it's absolutely legal.
[00:23:10.711 --> 00:23:15.212]  So we're going to show you some of that raw footage for TV viewers here in this emergency special report.
