[00:00:00.000 --> 00:00:01.000]  [BEEP]
[00:08:31.317 --> 00:08:33.120]  He knows which way the wind's blowing.
[00:08:33.580 --> 00:08:35.583]  He understands the New World Order's destined to fail.
[00:08:36.945 --> 00:08:46.760]  And I can see Musk now looks healthier and better and more radiant than he's ever looked in these interviews because he's feeling good about what he's doing right now.
[00:08:47.816 --> 00:08:49.657]  There's not just evil in the universe, folks.
[00:08:49.677 --> 00:08:57.123]  There's a real desire for freedom and human development and human excellence, and Musk wants that.
[00:08:57.703 --> 00:09:14.176]  Doesn't mean he's perfect, but the fact that Joe Rogan and Elon Musk and Tucker Carlson, all these thought leaders, are anti-New World Order and coming out against the forced vaccines, or taking vaccines, period, or the New World Order, or the open borders, or the wokeness, is incredible.
[00:09:14.216 --> 00:09:15.737]  Now, I said I'd hit it at the bottom of the hour.
[00:09:15.777 --> 00:09:17.218]  We're going to play the clips, all of it.
[00:09:18.035 --> 00:09:24.617]  There's the show's headline today, Elon Musk positioning himself to stop the Great Reset and take down the New World Order.
[00:09:25.398 --> 00:09:27.698]  Make no mistake, he's positioning himself for that.
[00:09:30.519 --> 00:09:31.680]  He sees where Trump failed.
[00:09:31.720 --> 00:09:33.960]  Trump could have done it, but Trump failed.
[00:09:35.421 --> 00:09:42.083]  And so, Musk is beyond Trump 2.0.
[00:09:42.944 --> 00:09:45.424]  Now, does that mean we're out of the woods, everything's perfect?
[00:09:45.464 --> 00:09:46.945]  No, I'll talk about it at the bottom.
[00:09:48.446 --> 00:09:52.528]  Of the hour, but Elon Musk says, Wokeness is one of the greatest threats to civilization.
[00:09:52.548 --> 00:10:00.452]  He goes on to say of Pocahontas, if you could die of irony, she would be dead.
[00:10:01.152 --> 00:10:04.334]  Us slams Liz Warren and woke culture in epic Babylon B interview.
[00:10:05.785 --> 00:10:06.245]  Haha!
[00:10:06.566 --> 00:10:10.668]  The old Babylon Bee put out an article yesterday saying Alex Jones should be the head of the CDC.
[00:10:10.949 --> 00:10:12.710]  He's been more accurate than the CDC.
[00:10:13.390 --> 00:10:18.254]  So, we're in a fight here, but we're winning hearts and minds fast.
[00:10:19.655 --> 00:10:24.598]  And not just at the grassroots, which is key, but at the top of the pyramid.
[00:10:26.152 --> 00:10:31.016]  Because, I mean, we're at the point of killing kids en masse and poisoning people and erasing their immune systems.
[00:10:31.236 --> 00:10:33.237]  I mean, the genocide is going on.
[00:10:33.478 --> 00:10:35.920]  The starvation of the third world's happening now.
[00:10:36.320 --> 00:10:38.522]  And I'm going to tell you, are you going to sign on to that?
[00:10:40.123 --> 00:10:40.983]  Like the Pope's done?
[00:10:41.003 --> 00:10:48.409]  Or are you going to be like the big top German cardinal that came out and said, this is a satanic New World Order depopulation, end of humanity plan, you must resist them.
[00:10:50.010 --> 00:10:52.052]  He's on the Vatican court, the head of it.
[00:10:52.753 --> 00:11:01.064]   You've got One of the top Italian bishops coming on and saying word for word the same thing.
[00:11:01.425 --> 00:11:03.546]  You're gonna have to decide, folks, which side you're on.
[00:11:03.886 --> 00:11:12.169]  It doesn't matter if you're a humanist scientist like Elon Musk, or a Catholic cardinal, or a Jewish doctor like Dr. Zelenko.
[00:11:12.490 --> 00:11:16.251]  We're all brothers and sisters under God, with God-consciousness.
[00:11:16.932 --> 00:11:17.892]  We are conscious of God.
[00:11:17.932 --> 00:11:18.893]  We are communing with God.
[00:11:18.933 --> 00:11:19.973]  We are interfaced with God.
[00:11:20.453 --> 00:11:22.634]  And that's what Reset Wars is all about.
[00:11:22.894 --> 00:11:24.015]  Notice Musk coming up.
[00:11:25.362 --> 00:11:28.083]  He says they load false viruses on your mind.
[00:11:28.363 --> 00:11:31.444]  He didn't just talk about it in a tweet now, and you've got to get those viruses off.
[00:11:31.564 --> 00:11:33.364]  And wokeness is one of their main viruses.
[00:11:34.064 --> 00:11:39.786]  We specifically call wokeness and political correctness one of the main viruses in reset wars.
[00:11:41.906 --> 00:11:50.229]  This is the first real attempt, folks, beyond self-help, beyond a lot of great things that are out there to give you confidence, teach you tricks, teach you systems, teach you habits.
[00:11:50.249 --> 00:11:50.969]  Those are all wonderful.
[00:11:51.897 --> 00:11:56.239]  This is how the globalists see your brain, how they're programming it, and how you can become aware of it.
[00:11:56.519 --> 00:11:58.380]  And you know, some people might watch this and go crazy.
[00:11:58.480 --> 00:12:00.381]  I mean, I'll be honest with you.
[00:12:00.542 --> 00:12:02.062]  This is big technology.
[00:12:02.743 --> 00:12:04.263]  This is human technology God made.
[00:12:04.303 --> 00:12:06.685]  This is how you really work, ladies and gentlemen.
[00:12:07.685 --> 00:12:11.927]  With very simple exercises to become aware of how they program you, how they control you.
[00:12:12.188 --> 00:12:14.809]  And you're going to get those programs put on you, you're going to have to kick them back off all the time.
[00:12:16.408 --> 00:12:19.450]  This is a process, but this is powerful.
[00:12:19.950 --> 00:12:20.730]  Reset Wars.
[00:12:21.051 --> 00:12:24.032]  Reset Wars dot com and it supports the broadcast.
[00:12:24.152 --> 00:12:27.514]  It's 25% off through Christmas and we're building a whole infrastructure.
[00:12:29.655 --> 00:12:32.977]  From this and intend to again have products that are very, very.
[00:12:33.837 --> 00:12:43.223]  Inexpensive, but just like anything getting founded, it costs more up front at the infrastructure in and to build this basically online educational systems.
[00:12:43.243 --> 00:12:45.724]  Want to thank all you that are really becoming founders.
[00:12:46.164 --> 00:12:50.826]  Just like with the Founders Coin, helping keep us on air and helping us build new things and helping us launch new systems.
[00:12:51.146 --> 00:12:53.667]  Because we're not going to just sit here at one level during this critical battle.
[00:12:53.988 --> 00:12:54.928]  We're going to 2022.
[00:12:54.968 --> 00:12:56.108]  We're going all out.
[00:12:56.409 --> 00:12:59.490]  You've got a commitment from me, 16 hours to 18 hours a day.
[00:13:00.690 --> 00:13:02.271]  Whole bunch of new stuff in the New Year getting launched.
[00:13:02.311 --> 00:13:07.433]  Haven't announced it yet, but we are just on fire thanks to all of you and all of us together.
[00:13:07.453 --> 00:13:08.594]  This is Symbiotic Show.
[00:13:08.854 --> 00:13:10.195]  ResetWars.com.
[00:13:10.235 --> 00:13:20.281]   If you're not a member, if you didn't go get the two courses, six plus hours, Mind Wars, Spirit Wars, You absolutely need to get it and show it to your friends and family.
[00:13:20.761 --> 00:13:25.282]  You got your login, you'll be able to watch it 100 times, 200 times, 300 times, share it with your family.
[00:13:25.662 --> 00:13:32.864]  Just go to ResetWars.com and become a founding member today.
[00:13:33.144 --> 00:13:36.265]  Get the first two courses at ResetWars.com.
[00:13:36.385 --> 00:13:40.766]  All right, ladies and gentlemen, let me just reset here.
[00:13:40.786 --> 00:13:46.228]  We're still about three minutes out from break and just tell you, I got to cover the bad news when we come back.
[00:13:47.583 --> 00:13:54.944]  And there's some really good news we're going to have for you in the third hour that you also are going to want to hear.
[00:13:55.685 --> 00:14:01.706]  They just convicted the head of the Harvard Biology Department that was an expert at putting nanotech in vaccines.
[00:14:02.686 --> 00:14:14.188]  He was caught with suitcases of cash from a communist Chinese government, and he tried to spin it and act like it was no big deal, but he just got convicted in two and a half hours by a jury.
[00:14:16.118 --> 00:14:18.719]  So there's still some justice going on.
[00:14:18.779 --> 00:14:20.759]  And then this sends a massive chill to the left.
[00:14:21.159 --> 00:14:27.521]  They've got this one known CHICOM agent, literal CHICOM agent, Swallows Wells, another one, but he's on the committee now.
[00:14:27.821 --> 00:14:29.002]  Shifts, obviously, a CHICOM agent.
[00:14:29.022 --> 00:14:30.822]  But this woman's a direct CHICOM agent.
[00:14:31.903 --> 00:14:33.123]  And she's on the committee.
[00:14:33.463 --> 00:14:37.684]  She's announced that she is going to leave Congress, not run again.
[00:14:37.964 --> 00:14:40.005]  And the word is she may be resigning at any moment.
[00:14:41.101 --> 00:14:58.715]  So, as bad as things look on the surface, and as much as they persecute those of us that stick our heads up, somebody's got to do that to draw the enemy attack, so people can see how real this is, and I'm very happy to be the lure to get them out in the open, and I'm willing to die for this, willing to go to prison, don't want to, believe me.
[00:15:00.725 --> 00:15:04.268]  I got a lot of sunsets I want to watch, a lot of things I want to do, but I'll do whatever it takes.
[00:15:04.949 --> 00:15:06.590]  I'll do whatever it takes, because we have to.
[00:15:07.131 --> 00:15:07.791]  God's watching.
[00:15:08.232 --> 00:15:13.356]  I'll do whatever the Holy Spirit tells me to do to win, and that means going to the fire.
[00:15:13.596 --> 00:15:15.778]  But I need you to carry us through the fire.
[00:15:16.479 --> 00:15:18.381]  I need you to hold my arms up, ladies and gentlemen.
[00:15:18.781 --> 00:15:20.943]  I need you to be there, because I can't do it without you.
[00:15:20.983 --> 00:15:22.004]  I'm asking you to help me do this.
[00:15:22.754 --> 00:15:23.475]  I want to do this.
[00:15:24.155 --> 00:15:24.675]  I'm a winner.
[00:15:24.755 --> 00:15:25.416]  I'm not a loser.
[00:15:26.016 --> 00:15:27.997]  Even when I get destroyed, I chose this.
[00:15:28.098 --> 00:15:29.158]  It's a real winner move.
[00:15:29.458 --> 00:15:38.184]  But I want to do it really strong and really hardcore and just really go all the way and not falter or waver at any level spiritually.
[00:15:38.524 --> 00:15:39.425]  I'll physically waver.
[00:15:39.445 --> 00:15:40.045]  I'll make mistakes.
[00:15:40.085 --> 00:15:40.666]  I'll fall down.
[00:15:40.866 --> 00:15:47.030]  But my spirit is going to just shine through and just be a sword politically shoved right into the globalist heart.
[00:15:47.690 --> 00:15:48.871]  I want to be that weapon.
[00:15:49.611 --> 00:15:51.753]  I want to be shot directly into their heart.
[00:15:52.173 --> 00:15:53.374]  I want to see them fall.
[00:15:53.754 --> 00:15:55.156]  I want to be the children's champion.
[00:15:55.816 --> 00:15:57.017]  You are the children's champion.
[00:15:57.637 --> 00:16:00.560]  We are God's champions on this planet and we will prevail.
[00:16:01.300 --> 00:16:13.490]  The year 2021 has been unprecedented in the anti-human endeavors that powerful globalist corporations have been engaged in against humanity.
[00:16:14.090 --> 00:16:15.712]  It has been hellish.
[00:16:16.479 --> 00:16:24.006]  More than 25 million extra people starved to death, the UN even admits, not from COVID, but from the lockdowns of COVID.
[00:16:24.987 --> 00:16:31.772]  We've seen tens of millions of refugees from this organized Great Reset collapse flood Western Europe and North America.
[00:16:32.433 --> 00:16:41.681]  We witnessed the dollar devalued by roughly 50% of its value in just the last 12 months alone.
[00:16:42.847 --> 00:16:50.414]  We are witnessing the designed, controlled, cloward and piven collapse of our Republic.
[00:16:50.494 --> 00:16:52.155]  This is modern warfare.
[00:16:52.876 --> 00:16:59.502]  And that said, the year 2022 is going to make 2021 look very, very tame in comparison.
[00:17:00.123 --> 00:17:05.127]  Remember, at the end of 2020, we launched the website, 79 Days of Hell.
[00:17:09.397 --> 00:17:26.404]  And that's because we knew that there'd be a coup against President Trump being re-elected via massive election fraud, and that for 79 days there would be the beginning of the preparation for a controlled civil war in the future.
[00:17:27.185 --> 00:17:30.266]  And right here, I have a large file.
[00:17:31.894 --> 00:17:41.998]  of the admissions by the Pentagon now captured by the offshore banks and by the CIA and others about how they are triggering a civil war in America to finish off the Republic.
[00:17:43.478 --> 00:17:44.679]  Now, why are they doing that?
[00:17:44.759 --> 00:17:47.600]  Well, because they know politically they've lost our hearts and minds.
[00:17:47.620 --> 00:17:49.521]  They know politically we've rejected Hollywood.
[00:17:49.821 --> 00:17:53.022]  They know politically we've rejected the left and their globalist ideology.
[00:17:53.582 --> 00:18:02.195]   So instead of going with their slow and easy wins the race approach, they're now trying to overturn the tables at the last minute and grab victory From the Jaws of Defeat.
[00:18:03.376 --> 00:18:05.737]  And that's why this broadcast is so incredibly important.
[00:18:05.757 --> 00:18:12.019]  Because, unfortunately, almost no one else out there has gotten up to the level of our understanding.
[00:18:12.980 --> 00:18:16.361]  And certainly no one at the level of prominence that inflores this.
[00:18:16.921 --> 00:18:17.821]  And so that's why.
[00:18:18.462 --> 00:18:20.142]  It's been critical to support us in the past.
[00:18:20.202 --> 00:18:20.703]  You've done that.
[00:18:20.723 --> 00:18:24.744]  And I thank you for my future and your future and our collective futures together.
[00:18:25.284 --> 00:18:26.465]  But I'm telling you now.
[00:18:27.549 --> 00:18:38.277]  The information we're covering daily at InfoWars.com forward slash show, on radio stations and TV stations across this country, is the antidote to the globalist disease.
[00:18:38.797 --> 00:18:42.240]  And if it gets out, and continues to get out, it's game over for the globalist.
[00:18:42.900 --> 00:18:49.265]  Now there's been a long learning curve for a lot of people who aren't part of the New World Order, but who have been on the sidelines.
[00:18:49.845 --> 00:18:52.067]  That's common people, that's ultra-rich people as well.
[00:18:52.587 --> 00:18:53.968]  And I know a lot of them.
[00:18:54.188 --> 00:18:59.638]  And they've gone from thinking I was eccentric and sometimes right, sometimes wrong, to really understanding that.
[00:19:00.655 --> 00:19:03.937]  I'm dead on, 98% of the time, and really know what I'm talking about.
[00:19:04.277 --> 00:19:12.822]  And so now, more than ever, InfoWars has entered that critical juncture where the most important work we collectively, together, have ever done is happening now.
[00:19:13.563 --> 00:19:24.989]  So please get the articles, the videos, dealing with the globalist plan to trigger an open civil war, or the third phase of the civil war, as the CIA already admits it, that they've put us into the first two phases.
[00:19:26.130 --> 00:19:40.161]  And realize that if legislators and congressmen and governors and others awaken to this, and if we awaken to it, the New World Order will not be able to get away with the operation they're planning to launch in the next 315 days or so.
[00:19:40.902 --> 00:19:43.724]  We are only 320 days or so out from the election.
[00:19:44.045 --> 00:19:45.466]  They will pull all this garbage.
[00:19:45.726 --> 00:19:47.768]  Before then, we're already in the middle of it.
[00:19:48.328 --> 00:19:57.413]  And please continue to financially support InfoWars while getting amazing products at the same time like Vita Mineral Fusion, DNA Force Plus and more at InfoWarsStore.com.
[00:19:57.673 --> 00:19:59.354]  Thank you so much, God bless and good luck.
[00:20:02.576 --> 00:20:08.414]   Leading a frontal assault on the lies of the New World Order. It's Alex Jones
[00:20:08.414 --> 00:20:28.748]   You found it The most demonized, lied-about, censored broadcast in the world.
[00:20:29.728 --> 00:20:30.248]  This is it.
[00:20:30.749 --> 00:20:31.569]  The people's house.
[00:20:32.229 --> 00:20:34.549]  The pro-human attack system.
[00:20:35.289 --> 00:20:36.050]  The Infowar.
[00:20:39.190 --> 00:20:40.830]  Okay, I started giving you some good news earlier.
[00:20:40.850 --> 00:20:43.311]  Let me give you the really horrible bad news.
[00:20:43.471 --> 00:20:48.232]  The predators that made their move were under a 21st century Big Pharma military attack.
[00:20:49.718 --> 00:21:02.746]  And I've got the articles right here where the CIA, the leftist arm of it, has now joined with the puppet administration to say that they're preparing for the mass roundup of the American people.
[00:21:04.267 --> 00:21:06.328]  And you'll see some parallels with the whole COVID rollout.
[00:21:06.588 --> 00:21:10.450]  That's the cover to normalize people coming to your houses and disappearing you.
[00:21:10.470 --> 00:21:11.371]  That's the cover story.
[00:21:11.391 --> 00:21:14.713]  Because they know Americans will rightfully stand up against that and mobilize.
[00:21:16.849 --> 00:21:18.409]  Why are they doing all of this?
[00:21:18.549 --> 00:21:19.650]  Big new developments coming up.
[00:21:20.250 --> 00:21:21.430]  Why are they doing all this?
[00:21:21.490 --> 00:21:23.551]  Because they're losing the hearts and minds.
[00:21:27.131 --> 00:21:31.632]  You go back to use a Hollywood parable or analogy to the original Terminator back in the 80s.
[00:21:31.973 --> 00:21:32.613]  Excellent film.
[00:21:33.113 --> 00:21:34.353]  Skynet's already lost.
[00:21:36.034 --> 00:21:38.374]  Their main system's already been blown up and captured.
[00:21:38.394 --> 00:21:39.694]  The human resistance is won.
[00:21:40.355 --> 00:21:46.743]   Unless they can send back a Terminator To kill the mother of the leader of the future resistance.
[00:21:47.603 --> 00:21:49.784]  We're basically in a situation like that, okay?
[00:21:50.644 --> 00:21:54.005]  Because they've lost already.
[00:21:54.105 --> 00:21:55.346]  The devil's lost already.
[00:21:56.706 --> 00:22:11.651]  All they can do is try to start a giant war now to shift everybody away from the political, spiritual Great Reset.
[00:22:12.632 --> 00:22:13.332]  The Reset War.
[00:22:14.614 --> 00:22:17.195]  Into their great reset that's a worldwide design collapse.
[00:22:19.055 --> 00:22:19.716]  That's what's happening.
[00:22:19.736 --> 00:22:21.296]  So I've got that incredible stack right here.
[00:22:21.316 --> 00:22:25.477]  In fact, I'll have to hit... Good news, last segment of this hour.
[00:22:25.497 --> 00:22:26.658]  It's the longest segment anyways.
[00:22:27.738 --> 00:22:29.299]  This will take the rest of the segment in the next.
[00:22:30.179 --> 00:22:36.401]  Oh, and then Greg Reese has done a lengthy report on the 100-year conspiracy to destroy America.
[00:22:36.461 --> 00:22:37.241]  His best work yet.
[00:22:37.261 --> 00:22:38.601]  It just keeps getting better and better.
[00:22:38.821 --> 00:22:40.382]  It's a lengthy 10-minute report.
[00:22:40.882 --> 00:22:43.483]  We're going to air that last segment of the next hour, but it is live now.
[00:22:45.041 --> 00:22:46.622]  Hitman dot video.
[00:22:47.883 --> 00:22:50.625]  So definitely look for that.
[00:22:50.645 --> 00:22:55.087]  It ties all the different pieces together, and he is truly a game changer.
[00:22:55.127 --> 00:22:56.588]  Just went live 30 minutes ago.
[00:22:56.628 --> 00:22:57.769]  Already got 23,000 views.
[00:22:59.010 --> 00:23:01.031]  100 years of conspiracy to destroy American freedom.
[00:23:03.212 --> 00:23:05.774]  But let's hit the really bad news up front for you.
[00:23:06.895 --> 00:23:09.116]  And Mike Adams will be in the third hour talking about this as well.
[00:23:10.397 --> 00:23:12.078]  Not just the Chi Com agent just got convicted.
[00:23:12.944 --> 00:23:15.827]  Head of the Harvard Biology Department developing nanotech to be added to vaccines.
[00:23:16.327 --> 00:23:16.687]  Of course.
[00:23:18.828 --> 00:23:20.828]  Key Domino to fall.
[00:23:20.828 --> 00:23:27.828]  Bill Gates is up there bragging and smiling on TV.
[00:23:27.677 --> 00:23:30.119]  We have the clip that, oh, record deaths are coming!
[00:23:31.120 --> 00:23:32.201]  Smiling and giggling.
[00:23:32.381 --> 00:23:33.883]  That psychotic murderer can't help it.
[00:23:34.693 --> 00:23:36.114]  And all of his surrogates are out doing it.
[00:23:36.174 --> 00:23:38.436]  Fauci's reading off the same sheet of paper.
[00:23:38.716 --> 00:23:42.960]  Soon as it comes out of Gates' mouth, as he pays all the bills, the taxpayer money laundered through him.
[00:23:43.741 --> 00:23:47.324]  As soon as that happens, boom, they all start regurgitating it on every channel.
[00:23:47.804 --> 00:23:51.187]  He spent billions on buying the media off in the last decade.
[00:23:51.527 --> 00:23:57.912]  And tens of billions, again, of tax-free money in his criminal foundation to buy up all the major health heads of the world.
[00:23:59.113 --> 00:24:01.936]  Thirty-plus nations have gotten wise and kicked his ass out.
[00:24:04.096 --> 00:24:12.603]  But you can't ever calculate the bravado or the arrogance, the hubris, the chutzpah of somebody like Gates.
[00:24:12.623 --> 00:24:16.326]  He just can't help but try to dominate you and rape you with his bioweapon.
[00:24:17.927 --> 00:24:29.857]  And so now this, this destroyer, the destroyer, the Joseph Mingala personified on steroids, Joseph Mingala squared.
[00:24:32.941 --> 00:24:36.064]  I mean, Joseph Mengele, if he was a rock, would weigh about a pound.
[00:24:37.665 --> 00:24:38.986]  In his murders and criminal activity.
[00:24:39.846 --> 00:24:41.488]  Bill Gates is the size of a mountain.
[00:24:42.188 --> 00:24:43.329]  If you quantified his evil.
[00:24:44.070 --> 00:24:45.331]  And the actual death he's sown.
[00:24:45.351 --> 00:24:46.972]  And the destruction.
[00:24:47.953 --> 00:24:51.015]  And again, you could say some of these people are dumbed down, they're starving, they'll go ahead and kill him.
[00:24:51.255 --> 00:24:52.957]  Well, hey, he likes it.
[00:24:53.057 --> 00:24:53.657]  You understand that?
[00:24:54.758 --> 00:24:55.819]  He enjoys his job.
[00:24:56.980 --> 00:24:58.421]  And he wants to get the smart people, too.
