[00:00:15.501 --> 00:00:18.302]  InfoWars, tomorrow's news today.
[00:02:57.926 --> 00:03:04.629]  Whatever you do, do not visit InfoWars.com or ban that video or I hurt you.
[00:03:08.450 --> 00:03:09.671]  Oh, no, no, I don't even know what this is!
[00:03:09.731 --> 00:03:10.352]  How did he get here?
[00:03:11.733 --> 00:03:13.815]  I just caught you, American!
[00:03:14.135 --> 00:03:16.197]  You visited Bandar Video!
[00:03:16.217 --> 00:03:20.340]  Oh, Mark Zuckerberg and others angry at you!
[00:03:20.921 --> 00:03:26.405]  Do what CNN says and do not visit Bandar Video, or I have to hurt you!
[00:03:26.425 --> 00:03:30.088]  It comes from China.
[00:03:39.881 --> 00:03:56.460]  In modern times, we can trace weather modification back to James Pollard Espy, who published The Philosophy of Storms in 1841, wherein he explained how storms are driven by winds, vertical convection, and condensation.
[00:03:57.719 --> 00:04:03.962]  Scientists from all over began theorizing ways of controlling these factors to manipulate the weather.
[00:04:05.102 --> 00:04:11.705]  And by 1946, General Electric began using dry ice to seed clouds and create snow.
[00:04:13.306 --> 00:04:25.511]  The first scientifically controlled experiment of successful weather modification occurred in 1948, when Dr. Irving Langmuir was able to produce rain by artificially seeding clouds.
[00:04:27.182 --> 00:04:29.163]  During the Vietnam War, the U.S.
[00:04:29.263 --> 00:04:34.087]  Army used cloud seeding to extend the monsoon season in specific areas.
[00:04:35.107 --> 00:04:45.415]  This controversial use of weather modification as a weapon of war was classified, and when it was later revealed to the public, people were understandably concerned.
[00:04:46.335 --> 00:04:59.524]  In 1977, the Convention on the Prohibition of Hostile Use of Environmental Modification Techniques was signed in Geneva, with the hopes of preventing any nation from using weather modification as a means of war.
[00:05:00.605 --> 00:05:07.729]  By the end of the 20th century, dozens of countries were using cloud seeding and other techniques to successfully modify the weather.
[00:05:08.670 --> 00:05:20.794]  In 2008, Beijing's Institute of Artificial Influence on the Weather announced its intention of manipulating the weather to ensure optimum conditions for the Olympics.
[00:05:20.954 --> 00:05:28.216]  In 2010, Abu Dhabi was able to produce dozens of storms creating rain, hail, wind gales and lightning.
[00:05:30.535 --> 00:05:42.759]  As technology and weather modification advanced, it was not openly discussed in the public forum, and after decades of successful operations, was considered a conspiracy theory in pop culture.
[00:05:43.539 --> 00:05:46.740]  I've read some theories that HAARP can be used to manipulate the weather.
[00:05:46.980 --> 00:05:47.820]  Is this possible?
[00:05:48.380 --> 00:05:51.201]  Yeah, HAARP is... I mean, I'm a Healy.
[00:05:51.441 --> 00:05:51.861]  What is it?
[00:05:52.361 --> 00:05:54.002]  High altitude...
[00:05:55.194 --> 00:05:59.916]  Radio, pension... I always forget the acronym.
[00:06:00.676 --> 00:06:16.502]  There are people who are sure that the government is stockpiling aliens and controlling everything about anything we would ever think about, and they clearly have never worked for the government because the level of incompetence of the government and inefficiency
[00:06:20.123 --> 00:06:23.864]  It's true that you could manipulate the weather like they did during the Olympics in China.
[00:06:23.904 --> 00:06:29.666]  It's not that you can't manipulate the weather, it's that you would really have any serious control.
[00:06:29.726 --> 00:06:32.967]  Yeah, a lot of the weather happens in many places.
[00:06:33.907 --> 00:06:40.269]  It comes about from the heat balance, from the energy coming from the sun, what it reflects off of, what it gets absorbed by.
[00:06:40.771 --> 00:06:46.516]  What the up currents do, what the down drafts do, what the rotation of the Earth is doing, all of this factors in.
[00:06:47.056 --> 00:06:57.725]  And so I have not been convinced by any of the reports to suggest that experiments in the upper atmosphere, physics experiments, are having any effect on our weather whatsoever.
[00:06:57.965 --> 00:06:58.185]  Right.
[00:06:58.626 --> 00:07:06.612]  And it would be tragic if we wanted to say, oh, that's why it's getting hotter in the world, OK?
[00:07:06.692 --> 00:07:08.494]  Because there's some experiment happening.
[00:07:09.855 --> 00:07:14.121]  That would be tragic because we would be missing the 900-pound gorilla in the room.
[00:07:15.643 --> 00:07:23.132]  In 2008, articles were published on how scientists were learning how to steer hurricanes by injecting heat into the upper atmosphere.
[00:07:24.096 --> 00:07:30.298]  The High Frequency Active Auroral Research Program, otherwise known as HAARP, jointly funded by the U.S.
[00:07:30.358 --> 00:07:38.581]  military and DARPA, is used to excite a limited area of the ionosphere using microwaves that produce high levels of heat.
[00:07:39.822 --> 00:07:41.903]  On October 27, 2012, Hurricane Sandy weakened to a tropical storm.
[00:07:46.570 --> 00:07:51.692]  Microwave imagery shows a thick red beam was then directed at Hurricane Sandy.
[00:07:52.673 --> 00:08:01.717]  Immediately following the red beam, Sandy is strengthened to a Category 1 hurricane and takes the mysterious left turn into New Jersey.
[00:08:03.538 --> 00:08:11.622]  In 2016, former Director of the CIA John Brennan spoke of the real threat of weather modification technology.
[00:08:12.714 --> 00:08:21.862]  Another example is the array of technologies, often referred to collectively as geoengineering, that potentially could help reverse the warming effects of global climate change.
[00:08:22.902 --> 00:08:36.234]  One that has gained my personal attention is stratospheric aerosol injection, or SAI, a method of seeding the stratosphere with particles that can help reflect the sun's heat in much the same way that volcanic eruptions do.
[00:08:37.458 --> 00:08:47.946]  An SAI program could limit global temperature increases, reducing some risks associated with higher temperatures and providing the world economy additional time to transition from fossil fuels.
[00:08:49.046 --> 00:08:51.028]  This process is also relatively inexpensive.
[00:08:51.628 --> 00:08:58.273]  The National Research Council estimates that a fully deployed SAI program would cost about $10 billion yearly.
[00:08:59.454 --> 00:09:06.019]  As promising as it may be, moving forward on SAI would also raise a number of challenges for our government and for the international community.
[00:09:06.980 --> 00:09:20.372]  On the technical side, greenhouse gas emission reductions would still have to accompany SAI to address other climate change effects, such as ocean acidification, because SAI alone would not remove greenhouse gases from the atmosphere.
[00:09:21.533 --> 00:09:33.824]  On the geopolitical side, the technology's potential to alter weather patterns and benefit certain regions of the world at the expense of other regions could trigger sharp opposition by some nations.
[00:09:35.359 --> 00:09:48.573]  In December of 2020, it is announced that China will be expanding its weather modification program, saying it will be able to cover half the country in artificial rain and snow in just four years from now.
[00:09:50.154 --> 00:09:56.020]  In a time-lapse video, this winter's polar vortex behaved as expected for nearly two months.
[00:09:57.041 --> 00:10:11.716]  Then, on January 20th, the same day as Joe Biden's inauguration, a swirling black hole can be seen punching through the storm above China, upsetting the polar vortex, and ultimately pushing it down to Texas.
[00:10:12.898 --> 00:10:20.041]  The power was shut off, dozens were killed in their own beds, and the government blamed fossil fuel technologies.
[00:10:20.221 --> 00:10:27.304]  The bottom line is, Texas thought it could go at it alone, and built a system that ignored climate change.
[00:10:27.344 --> 00:10:28.905]  It was not what's called resilient.
[00:10:29.365 --> 00:10:31.206]  And now Texas is paying the price.
[00:10:31.406 --> 00:10:32.666]  I hope they learn the lesson.
[00:10:32.686 --> 00:10:41.830]  When we build power, when we build anything now, we have to take into account that climate change is real, or people will be caught the way the people in Texas were.
[00:10:43.024 --> 00:10:49.026]  Now Bill Gates is warning that climate change, along with bioterrorism, are the next big threats.
[00:10:50.946 --> 00:11:01.629]  If they can convince you that weather control is a fantasy of conspiracy theorists, and if they can make it snow where and when they want, then it's checkmate for the globalists.
[00:11:03.090 --> 00:11:07.431]  Now we can see why they have made the global warming hoax their biggest agenda.
[00:11:08.831 --> 00:11:10.952]  For InfoWars.com, this is Greg Reese.
[00:11:18.359 --> 00:11:18.559]  Right.
[00:11:18.919 --> 00:11:20.400]  Sarah, what's your feelings?
[00:11:20.420 --> 00:11:22.221]  How will you remember him?
[00:11:22.861 --> 00:11:27.383]  Well, many people are mourning the loss of him today and many are not.
[00:11:27.703 --> 00:11:30.905]  And I was not a fan at all of Rush Limbaugh.
[00:11:31.525 --> 00:11:37.108]  I think he paved the way for political extremism and pushed baseless claims.
[00:11:37.148 --> 00:11:39.069]  He was the beginning of conspiracy theories.
[00:11:39.229 --> 00:11:39.709]  He was like
[00:11:40.109 --> 00:12:07.497]  The predecessor to the Alex Jones is a lot of the things we're seeing that we don't like now he in a sense kind of bastardized the party in a way because I know there are conservative ideals that Sonny was referencing and and and we're you know many of us are saying please speak up and and represent those because I don't like to even think of him as representing Republicans or conservatives he he represents very extreme views he said a ton of despicable things that we could never we don't even have enough time on one show to cover
[00:12:07.878 --> 00:12:13.439]  But some of the most offensive were at the LGBTQ community during the AIDS epidemic.
[00:12:13.619 --> 00:12:21.781]  He used to run a regular segment called AIDS Updates and mocked the deaths of gay men by playing Dionne Warwick's I'll Never Love This Way Again.
[00:12:21.801 --> 00:12:29.463]  And as recently as 2020, said the country couldn't handle Pete Buttigieg as a president because they'd be sick watching him kiss his husband.
[00:12:30.583 --> 00:12:36.865]  This stuff is just, I have a visceral reaction to so many of his words, but the first thing that ran through my head when I saw the news was
[00:12:37.566 --> 00:12:38.707]  Now it's Judgment Day.
[00:12:39.107 --> 00:12:45.111]  At the end of our lives, it's just us answering for everything we did, who we were, what we said, and how we treated people.
[00:12:45.471 --> 00:12:48.793]  And so now, Judgment Day has arrived for Rush Limbaugh.
[00:13:00.649 --> 00:13:02.330]  The Alex Jones Show.
[00:13:02.510 --> 00:13:04.531]  There is a war on, for your mind.
[00:13:04.811 --> 00:13:07.933]  I mean, I'm not even worthy to be bringing you information this powerful.
[00:13:08.553 --> 00:13:12.015]  And I hope that you pay attention to what we cover here, minute by minute.
[00:13:13.415 --> 00:13:16.217]  Because I've had chills since last night.
[00:13:17.697 --> 00:13:20.459]  This just confirms everything else we've already researched.
[00:13:22.728 --> 00:13:33.662]  A Rockefeller study envisions future dictatorship controlled by elite, millions being killed, mandatory quarantines, checkpoints, the end of the family, everything that's in the other documents.
[00:13:33.702 --> 00:13:39.749]  But this dovetails with all the other Rockefeller Foundation documents about the GMO food to sterilize you and the forced vaccines.
[00:13:40.450 --> 00:13:46.333]  The hell we're already living in that's just going to continue to intensify until we take our governments back from these eugenics madmen.
[00:13:46.513 --> 00:13:49.075]  But that story is up on PrisonPlanet.com.
[00:13:49.255 --> 00:13:52.517]  The question is, will you have the courage to really do the research yourself?
[00:13:52.597 --> 00:13:55.779]  Because I don't want you to just sit here and hear me make these claims.
[00:13:56.539 --> 00:14:08.024]  These people are so arrogant that they write policy papers, so many of them, that they're producing these policy papers and reports and white papers so fast that you could never read them all.
[00:14:08.404 --> 00:14:11.386]  It is an open conspiracy against you and your family.
[00:14:11.806 --> 00:14:16.328]  I pray to God, I pray to my Heavenly Father Jesus Christ every night to give me the strength
[00:14:17.148 --> 00:14:28.774]  And the will to be able to face this horror and to give me the strength to carry on because I know why a lot of you don't want to look at this information and just want to comment on the YouTube videos or on message boards that I'm a liar.
[00:14:30.695 --> 00:14:31.075]  I know why.
[00:14:31.675 --> 00:14:32.776]  Because it's scary.
[00:14:37.218 --> 00:14:39.159]  You're not going to be able to go to the ballgames anymore.
[00:14:41.620 --> 00:14:43.941]  You're not going to be able to just go out and get drunk with your friends.
[00:14:43.961 --> 00:14:44.922]  You're not going to be able to just
[00:14:46.442 --> 00:14:48.464]  You know, go out and enjoy yourself all the time.
[00:14:49.665 --> 00:15:12.823]  The only chance we've got of beating this scientific dictatorship, this creeping death that takes its time to incrementally enslave you, mentally, psychologically, physically, spiritually, the only way to defeat it is for the rank and file of this planet to realize that you have a choice to make on what your destiny is going to be.
[00:15:14.460 --> 00:15:19.543]  Once you face this information, once you've consciously admitted it to yourself, it will take over your life.
[00:15:19.963 --> 00:15:21.304]  It should take over your life.
[00:15:22.064 --> 00:15:22.844]  I mean, what else?
[00:15:23.485 --> 00:15:24.405]  What else could it do?
[00:15:26.746 --> 00:15:37.092]  We've got to get past the artificial stigma that the controlled corporate media has been putting out for decades, ahead of their open... of unveiling of planetary dictatorship.
[00:15:38.803 --> 00:15:42.125]  They all talk about how we need a police state to carry this out.
[00:15:42.185 --> 00:15:49.889]  Canada and the United States are going to work in lockstep to display the seriousness of our commitment at both home and abroad.
[00:15:50.169 --> 00:15:53.290]  Win, lose, or draw, you need to choose a side.
[00:15:55.091 --> 00:15:55.852]  InfoWars.
[00:15:56.212 --> 00:15:57.693]  Tomorrow's news, today.
[00:16:08.923 --> 00:16:11.764]  It's Saturday, February 27th.
[00:16:11.784 --> 00:16:12.484]  The year is 2021.
[00:16:12.644 --> 00:16:14.085]  I'm your host, Alex Jones.
[00:16:14.125 --> 00:16:14.965]  February 27th, 1933.
[00:16:15.146 --> 00:16:19.227]  If my memory serves,
[00:16:35.640 --> 00:16:37.822]  This isn't some trick I'm doing at the start of this Saturday show.
[00:16:38.382 --> 00:16:42.685]  That's when Hitler firebombed the Reichstag and set up his dictatorship.
[00:16:43.146 --> 00:16:48.350]  Guys, will you check for me and see if the day the Reichstag fire in 1933 was February 27th?
[00:16:48.490 --> 00:16:52.693]  I just, I looked at the board over there and it says February 27th, 2021.
[00:16:53.134 --> 00:17:00.039]  And sure as hell, that's the date of that Reichstag event.
[00:17:01.437 --> 00:17:03.238]  Okay, here we are on Saturday.
[00:17:03.438 --> 00:17:05.339]  I really appreciate the crew.
[00:17:05.499 --> 00:17:06.160]  Yep, that's it.
[00:17:06.260 --> 00:17:07.761]  February 27th, February 1933.
[00:17:07.921 --> 00:17:23.449]  I want to thank the crew for coming in on this Saturday to take this emergency transmission because we've got incredible news and incredible times mean I can't sit on my arse, as they would say in Scotland.
[00:17:24.470 --> 00:17:25.871]  So I'm going to do my very, very best
[00:17:27.165 --> 00:17:29.626]  to lay all of this out for you today.
[00:17:30.267 --> 00:17:41.253]  And then we have the great activist joining us coming up in a little while, Chris Sky, who has been protesting the lockdowns, not just in Canada, but all over the world.
[00:17:41.693 --> 00:17:50.358]  And the fact that they are a premeditated, permanent breakdown of human society meant to bankrupt human society and starve us to death.
[00:17:51.799 --> 00:17:55.761]  That is quite the statement, but it's actually true, isn't it?
[00:17:57.093 --> 00:18:04.215]  So the first thing I'm gonna hit is the incredible breaking news on this front.
[00:18:05.075 --> 00:18:24.321]  Klaus Schwab and the Dabos Group that are the private corporate arm of the UN have announced how beautiful it is to have quiet cities and how noise pollution was down during lockdowns and how wonderful future lockdowns are going to be.
[00:18:26.274 --> 00:18:36.379]  Now understand, when you sit there and are on lockdown for a few months, it bankrupts your currency, you go into debt, it kills infrastructure, you're sinking towards third world status.
[00:18:38.600 --> 00:18:43.383]  You're rapidly approaching being in a homeless camp.
[00:18:45.444 --> 00:18:50.746]  But now Klaus Schwab, who in his own book said, after COVID will be like after Christ.
[00:18:51.347 --> 00:18:53.668]  It will dominate every facet of the world.
[00:18:56.291 --> 00:19:10.196]  Klaus Schwab has come out and said how beautiful it was to have everything quiet, and no evil humans about, so the elites could fly around on their private jet airplanes, and how great it is that the third world is starving to death en masse.
[00:19:10.296 --> 00:19:14.898]  I mean, this is so evil, but it's out in the open, dolled up like it's a good thing.
[00:19:15.638 --> 00:19:18.419]  Drinking sewage is where you get your water, Bill Gates says.
[00:19:18.799 --> 00:19:22.220]  You're gonna eat synthetic meat when you're lucky, made out of cockroach blood.
[00:19:23.160 --> 00:19:23.801]  You're going to
[00:19:25.745 --> 00:19:26.966]  Be poor and like it.
[00:19:27.846 --> 00:19:28.967]  You're going to have nothing.
[00:19:29.387 --> 00:19:30.387]  You're going to own nothing.
[00:19:32.688 --> 00:19:33.769]  You're going to eat weeds.
[00:19:33.989 --> 00:19:34.929]  You're going to eat bugs.
[00:19:35.630 --> 00:19:38.251]  These are all... And you're like, why would they say that?
[00:19:38.271 --> 00:19:40.412]  It's like, hey, step right up.
[00:19:40.472 --> 00:19:41.893]  We got bugs for you.
[00:19:41.973 --> 00:19:43.253]  We got seaweed for you.
[00:19:43.774 --> 00:19:48.596]  Because they're going to shut things off and only let you have this and make you eat it.
[00:19:50.977 --> 00:19:52.738]  Because Soylent Green is made out of people.
[00:19:53.968 --> 00:20:03.076]  They're going to make you become predatory and agree to killing the old and agree to killing the low IQ so that you get a slot at the table and get some money.
[00:20:03.516 --> 00:20:05.258]  But then in the end, you get it too.
[00:20:07.159 --> 00:20:09.820]  So let me show you these incredible headlines right here.
[00:20:10.660 --> 00:20:15.082]  House dims past Biden's $1.9 trillion COVID relief package.
[00:20:15.642 --> 00:20:22.844]  Most of it goes to Democrat blue cities to line their own pockets, but it gets you used to surviving off a check they bring you.
[00:20:23.424 --> 00:20:33.508]  Not tomatoes you grow in your backyard, not cows you raise on your ranch, not car engines you fix, not children you teach, not as a nurse people you help or heal.
[00:20:34.912 --> 00:20:38.734]  But a check that comes to you administered by robots.
[00:20:40.974 --> 00:20:52.219]  Meanwhile, report Biden admin to charge White House reporters $170 per COVID test amid fears smaller outlets will be squeezed out.
[00:20:52.759 --> 00:20:56.241]  PCR instant computer test costs them nothing.
[00:20:57.181 --> 00:21:00.022]  They charge you that to then preclude all the smaller players.
[00:21:00.563 --> 00:21:03.944]  Or if they don't like you, you're pre-programmed in the machine to be denied.
[00:21:05.267 --> 00:21:11.050]  These are internal checkpoints, and we're just allowing big tech to roll this fraud out.
[00:21:11.970 --> 00:21:15.031]  Even if the test was real, it'd be tyranny, but the test is a fraud.
[00:21:15.612 --> 00:21:16.252]  Theranos 2.0.
[00:21:18.473 --> 00:21:22.775]  That leads us to this New York Times article from way back in April of last year, and it came true.
[00:21:23.135 --> 00:21:28.757]  An extra 15 million people starved to death thanks to the COVID lockdown, not COVID-19.
[00:21:29.878 --> 00:21:32.979]  More than 10 times the global COVID death died from the lockdown.
[00:21:33.299 --> 00:21:35.000]  Klaus Schwab is pleased.
[00:21:35.842 --> 00:21:39.905]  Instead of coronavirus, the hunger will kill us, a global food crisis looms.
[00:21:40.685 --> 00:21:44.467]  But don't worry, the United Nations is there.
[00:21:44.487 --> 00:21:49.911]  And they're going to raise money to feed the poor, but it really won't get there.
[00:21:52.012 --> 00:22:01.458]  World Economic Forum deletes latest video after sharing global lockdowns that push 100 million humans into extreme poverty.
[00:22:02.995 --> 00:22:04.276]  We're going to play you this video.
[00:22:04.736 --> 00:22:07.117]  It's up on InfoWars.com right now.
[00:22:08.058 --> 00:22:09.399]  And it is disgusting.
[00:22:10.839 --> 00:22:12.640]  You're like, why do they do that?
[00:22:12.680 --> 00:22:13.701]  Like, oh, it's so great.
[00:22:13.761 --> 00:22:14.662]  No cars are moving.
[00:22:14.902 --> 00:22:16.122]  Everybody's becoming bankrupt.
[00:22:16.142 --> 00:22:17.103]  Everyone's going into debt.
[00:22:17.463 --> 00:22:18.904]  The currencies are being devalued.
[00:22:19.184 --> 00:22:20.425]  The third world starving to death.
[00:22:20.445 --> 00:22:22.946]  But Klaus Schwab is like, look at it from his perspective.
[00:22:23.406 --> 00:22:25.368]  I don't have to hear the cars outside.
[00:22:25.928 --> 00:22:27.009]  Everyone is starving.
[00:22:27.189 --> 00:22:28.009]  I am in control.
[00:22:28.029 --> 00:22:29.390]  I have a private jet airplane.
[00:22:31.903 --> 00:22:38.166]  They created this big, giant bubble of quadrillions of fake dollars and yen and yon and euros and pounds.
[00:22:38.746 --> 00:22:40.327]  And then you're like, oh, they're going to go to jail!
[00:22:40.387 --> 00:22:41.588]  Jeffrey Epstein's busted!
[00:22:41.848 --> 00:22:42.948]  Bill Gates is busted!
[00:22:43.849 --> 00:22:44.209]  Oh no!
[00:22:44.469 --> 00:22:52.353]  They just shut everything off in a technocracy and make you think about wearing a mask or what's going to happen for your next paycheck under the global social credit score.
[00:22:52.793 --> 00:22:54.394]  That's how they get control of you.
[00:22:54.414 --> 00:22:56.195]  And you're now in the jaws of it.
[00:22:56.715 --> 00:22:59.777]  And submitting to it only makes it worse.
[00:23:02.782 --> 00:23:13.095]  World Economic Forum deletes the latest video after cheering global lockdowns that pushed 100 million humans into extreme poverty and mass starvation.
[00:23:15.057 --> 00:23:20.965]  Yes, even though Twitter is an ecosphere, in fact, we just pulled it up as an InfoWars.com article.
[00:23:22.025 --> 00:23:27.148]  In the carousel at the top, where it shows Google, Facebook, Twitter, and others.
[00:23:27.869 --> 00:23:33.292]  And they've gone from 60% of people on there being leftist to like 5% being conservative.
[00:23:34.653 --> 00:23:39.476]  So from 40% to 5%, they're totally censoring everybody off of it.
[00:23:39.736 --> 00:23:49.302]  But despite the fact that that's happening, only liberals are in their little bubble chamber, all feeling superior when their schmuck's being sold out and destroyed.
[00:23:51.710 --> 00:23:53.531]  It was thoroughly discredited.
[00:23:53.571 --> 00:23:54.472]  Everybody attacked it.
[00:23:54.592 --> 00:23:54.852]  New!
[00:23:55.273 --> 00:24:08.022]  Klaus Schwab's World Economic Forum tweeted yesterday that lockdowns are quietly improving cities around the world, accompanied by a video showing deserted streets, empty factories, and grounded planes.
[00:24:08.922 --> 00:24:12.665]  After backlash, they deleted the video.
[00:24:14.366 --> 00:24:16.388]  Oh, but I was talking to a lady that I know.
[00:24:17.423 --> 00:24:20.183]  Whose husband is a professional cyclist lives here in town.
[00:24:20.924 --> 00:24:24.744]  And I was talking to her a few weeks ago and she said, I said, listen, she's from New Zealand.
[00:24:24.764 --> 00:24:28.005]  I said, listen, you know, they're going to bring the lockdowns back and it's never going to end.
[00:24:28.045 --> 00:24:28.825]  She goes, it doesn't matter.
[00:24:28.845 --> 00:24:29.865]  I'm going back to New Zealand.
[00:24:30.225 --> 00:24:36.346]  She showed me a photo so proudly with the prime minister of New Zealand a few weeks ago at a beach party and no one's wearing masks.
[00:24:36.366 --> 00:24:38.807]  She said, no one has COVID in the country.
[00:24:39.327 --> 00:24:40.567]  No positives.
[00:24:40.587 --> 00:24:41.867]  So we're allowed to go out without masks.
[00:24:41.907 --> 00:24:45.948]  And I said, don't you get, that's about a computer saying you can go out and not wear a mask.
[00:24:46.548 --> 00:24:51.273]  I said, I predict within a few months they'll claim new COVIDs in the country and lock the country down again.
[00:24:51.293 --> 00:24:52.955]  And she was upset.
[00:24:53.516 --> 00:24:54.537]  She wanted that pride.
[00:24:56.239 --> 00:24:56.659]  Guess what?
[00:24:57.380 --> 00:24:58.661]  They just announced martial law.
[00:24:58.962 --> 00:24:59.402]  Here it is.
[00:24:59.482 --> 00:25:07.431]  New Zealand Prime Minister plunges Auckland into second lockdown a month after new COVID-19 cases detected.
[00:25:08.464 --> 00:25:18.331]  So, they put you on a chain, put you in a prison, let you out, put you back in, but each time, each time the noose tightens around the chicken neck.
[00:25:20.472 --> 00:25:21.393]  It's a formula.
[00:25:21.773 --> 00:25:22.533]  It's a plan.
[00:25:22.914 --> 00:25:24.895]  You've seen everything I say come true so far.
[00:25:25.335 --> 00:25:27.016]  Stop denying the evidence.
[00:25:27.477 --> 00:25:29.758]  Stop denying the reality before it's too late.
[00:25:32.160 --> 00:25:36.703]  Let's go to this incredible video that again is posted at InfoWars.com.
[00:25:38.328 --> 00:25:45.531]  And NewsWars.com, that is so incredibly bombshell, where they're like, look how quiet it is.
[00:25:45.651 --> 00:25:46.952]  No one's out now.
[00:25:47.372 --> 00:25:49.533]  Yes, all the farms are closed.
[00:25:49.973 --> 00:25:51.554]  Ah, no food's being brought.
[00:25:51.694 --> 00:25:52.934]  Ah, so liberal.
[00:25:53.155 --> 00:25:54.575]  Oh, I'm Klaus Schwab.
[00:25:55.055 --> 00:25:58.037]  My grandfather ran Hitler's atomic weapon program.
[00:25:58.637 --> 00:25:59.457]  You think you'll beat us?
[00:25:59.877 --> 00:26:00.718]  We are now liberal.
[00:26:01.238 --> 00:26:02.058]  I am Klaus Schwab.
[00:26:03.419 --> 00:26:04.179]  Starved to death.
[00:26:04.219 --> 00:26:05.900]  The left's like, I hate America.
[00:26:05.960 --> 00:26:06.680]  I hate myself.
[00:26:06.821 --> 00:26:07.661]  I want to starve to death.
[00:26:09.261 --> 00:26:10.982]  The article's on InfoWars.com.
[00:26:11.042 --> 00:26:15.324]  I hope you watch the video for yourself, and I hope you share it, because that's your real power.
[00:26:15.845 --> 00:26:17.986]  Just being awake is only one-third of the equation.
[00:26:18.026 --> 00:26:21.087]  The two-thirds is researching it and then sharing it.
[00:26:21.768 --> 00:26:22.528]  Don't just share.
[00:26:22.788 --> 00:26:23.549]  Don't trust me.
[00:26:23.909 --> 00:26:24.629]  Critically think.
[00:26:24.969 --> 00:26:25.790]  Check what I'm saying.
[00:26:26.330 --> 00:26:28.811]  Don't listen to the New York Times when they say, do not question.
[00:26:29.312 --> 00:26:30.592]  Do whatever the New York Times says.
[00:26:31.093 --> 00:26:31.273]  No.
[00:26:31.633 --> 00:26:32.393]  Don't believe me.
[00:26:32.794 --> 00:26:33.774]  Don't believe the New York Times.
[00:26:34.214 --> 00:26:34.995]  Research it yourself.
[00:26:38.437 --> 00:26:39.157]  So, here it is.
[00:26:39.698 --> 00:26:45.622]  Ambient noise in some cities fell 50% and the death toll of starvation doubled.
[00:26:46.664 --> 00:26:47.844]  You're like, well, that's dystopic.
[00:26:47.904 --> 00:26:51.186]  Drink sewage, eat cockroaches.
[00:26:51.546 --> 00:26:52.106]  What is this?
[00:26:52.146 --> 00:26:53.827]  They're like, it is liberal.
