[00:00:00.000 --> 00:00:11.839]  [outro]
[00:02:13.414 --> 00:02:19.256]  Your feathers should be flustered right now with what that agent, that former CIA guy or that CIA guy said about you.
[00:02:19.616 --> 00:02:20.576]  And same with Tucker.
[00:02:20.976 --> 00:02:22.217]  I'll tell you, go after him.
[00:02:22.277 --> 00:02:22.937]  Go after him.
[00:02:23.297 --> 00:02:27.361]  This weaponization that the Republicans have said has happened with the DOJ.
[00:02:27.721 --> 00:02:28.742]  It's true, America.
[00:02:29.022 --> 00:02:30.404]  They're coming after Donald Trump.
[00:02:30.424 --> 00:02:33.186]  They're coming after anybody that's a mega-movement individual.
[00:02:33.507 --> 00:02:34.447]  We've got to push back.
[00:02:35.108 --> 00:02:36.870]  Let's win Trump 2020.
[00:02:37.430 --> 00:02:43.095]  Just really quickly, since you brought it up, would you be in favor of subpoenas to figure out if this guy is telling the truth about Alex Jones?
[00:02:43.155 --> 00:02:44.457]  If they really were targeting him?
[00:02:45.117 --> 00:02:47.460]  Listen, everybody says a lot of stuff up here.
[00:02:47.500 --> 00:02:49.001]  Betty, you say this, you say that.
[00:02:49.041 --> 00:02:52.245]  This guy, I kind of looked at the guy, he looked a little like he's a little different.
[00:02:52.605 --> 00:02:56.349]  But what I would do is I would try to confirm, verify what he said.
[00:02:56.709 --> 00:03:01.494]  And if it's true, if it's true, and if it's accurate, I think Alex Jones should go after.
[00:03:01.695 --> 00:03:04.397]  They should go after the federal government without question.
[00:03:04.698 --> 00:03:06.660]  And I think Tucker and everybody else should do it.
[00:03:07.140 --> 00:03:10.705]  These are abuses that the American people will not tolerate.
[00:03:10.885 --> 00:03:13.989]  We will not tolerate these abuses by the DOJ.
[00:03:14.309 --> 00:03:16.171]  The weaponization has been taking place.
[00:03:16.472 --> 00:03:18.254]  They've gone after Donald Trump for years.
[00:03:18.634 --> 00:03:19.596]  It's all going to stop.
[00:03:20.377 --> 00:03:22.079]  Trump 2024, baby!
[00:03:22.199 --> 00:03:22.920]  He's coming back!
[00:03:23.902 --> 00:03:25.023]  That's right, it was a globalist coup.
[00:03:25.103 --> 00:03:31.290]  All right, we're going to join The Spaces that just fired a few minutes ago up live with Mariana Fall and a bunch of others.
[00:03:31.590 --> 00:03:36.575]  I'm going to let him basically be in control of this for the next two hours with all these great guests and more.
[00:03:37.316 --> 00:03:40.339]  We've got Chase Geyser in there controlling our link to The Spaces.
[00:03:40.659 --> 00:03:42.862]  Chase, tell us what's coming up and then turn it over to them.
[00:03:43.542 --> 00:03:43.822]  Awesome.
[00:03:43.882 --> 00:03:49.604]  So we've got a great space lined up here with Mario Nafal, Nick Sordor, and others, like you said, and we are all connected.
[00:03:49.724 --> 00:03:51.065]  So they are speaking right now.
[00:03:51.085 --> 00:03:55.146]  We're going to go ahead and fade into them so that you can hear and be part of the conversation, Alex.
[00:03:55.166 --> 00:03:55.866]  It's going to be exciting.
[00:03:55.886 --> 00:04:06.470]  Alex was mentioned by a CIA agent in an undercover video that he was being, or that the federal government wanted to bankrupt him.
[00:04:07.409 --> 00:04:14.575]  So that's a major topic of today's space, and we'll get into that here in just a few minutes once Alex jumps on the mic.
[00:04:17.397 --> 00:04:19.699]  In the meantime, Liz, how's it going today?
[00:04:19.719 --> 00:04:20.019]  What's up?
[00:04:21.280 --> 00:04:22.081]  Oh wait, no.
[00:04:22.661 --> 00:04:23.602]  Hold on, we got Alex in now.
[00:04:24.235 --> 00:04:24.675]  Yes, sir.
[00:04:24.856 --> 00:04:25.316]  I'm here.
[00:04:25.336 --> 00:04:26.817]  You guys.
[00:04:27.518 --> 00:04:28.099]  Absolutely.
[00:04:28.259 --> 00:04:31.001]  Mario, Nick, you guys are in charge of this.
[00:04:31.442 --> 00:04:32.182]  So I'm just here.
[00:04:32.262 --> 00:04:33.424]  Just go to me when you want.
[00:04:33.484 --> 00:04:34.825]  I got a lot of amazing speakers.
[00:04:35.405 --> 00:04:37.327]  And so when you want me, let me know.
[00:04:37.367 --> 00:04:39.369]  We're just simulcasting at InfoWars.com.
[00:04:39.769 --> 00:04:40.670]  And we're real Alex Jones.
[00:04:40.730 --> 00:04:42.972]  But you're now in control for the next two hours.
[00:04:43.012 --> 00:04:43.333]  Go ahead.
[00:04:44.934 --> 00:04:45.314]  Perfect.
[00:04:45.415 --> 00:04:46.355]  Yeah, Alex.
[00:04:46.395 --> 00:05:02.736]   So obviously the topic of conversation today It's something that we kind of already knew, that the FBI, the CIA, the Deep State, going after people like you for speaking your mind and telling the truth and exposing things they don't want exposed.
[00:05:05.177 --> 00:05:15.602]  Tell us a little bit about that video and how you felt after you saw it finally be said by somebody, a card-carrying member of the Deep State.
[00:05:16.687 --> 00:05:18.509]  Well, Nick, I already knew this was going on.
[00:05:18.529 --> 00:05:31.944]  It would take an hour to give all the details and all the facts, but the FBI in Connecticut and their chief counsel initiated the suit and ran the suit through the Democrat party law firm in Connecticut, one of the biggest in the country.
[00:05:32.805 --> 00:05:39.027]  And he bragged about it on the stand that he went to them and got them to do all this, that organized the family.
[00:05:39.067 --> 00:05:46.309]  So the FBI Chief Counsel in Connecticut, and then when he was on the stand, my lawyer said, did Mr. Jones ever say your name?
[00:05:46.429 --> 00:05:46.629]  No.
[00:05:47.449 --> 00:05:49.150]  Did Mr. Jones' host ever say your name?
[00:05:49.230 --> 00:05:49.430]  No.
[00:05:49.750 --> 00:05:50.990]  Did you ever appear on his website?
[00:05:51.090 --> 00:05:51.290]  No.
[00:05:51.370 --> 00:05:53.631]  Didn't know who he was until he sued me.
[00:05:53.651 --> 00:05:56.732]  He won $94 million that doesn't exist.
[00:05:57.492 --> 00:05:59.973]  In that kangaroo court where the judge already found me guilty.
[00:06:00.033 --> 00:06:11.079]  So, we knew then, the law firm suing me, the lead lawyer, former federal prosecutor, Chris Manning, whose specialty is suing Republican governors and putting them in jail and we look him up.
[00:06:11.659 --> 00:06:24.646]  And the whole thing, I never said these things, I never did these things they said, I hardly ever talked about it, didn't send people to their houses, thousands of news articles, hundreds of TV programs conservatively, lying about what I did, never showing evidence.
[00:06:26.337 --> 00:06:29.685]  I knew it was Deep State to set the precedent for this lawfare.
[00:06:30.226 --> 00:06:36.240]  This is direct tax to the FBI where they can initiate lawsuits through law firms.
[00:06:37.503 --> 00:06:38.543]  They can then get the money.
[00:06:38.944 --> 00:06:53.609]  And so we also, you know, about major PR firms that after they won the fake suits, because the judges found me guilty, and that's a report that I filed that's on my ex account yesterday, where I explained the new revelations.
[00:06:54.069 --> 00:07:02.512]  The PR firms, after they won the rigged cases, like in Gladiator where, you know, they stab Gladiator so he thinks he can win, but he actually loses in the end, even though they tried to rig it.
[00:07:04.283 --> 00:07:08.787]  They're all right there with PR firms saying, this is how we took down Alex Jones, this is how we did it.
[00:07:09.127 --> 00:07:14.532]  Now there's the headline breaking, new revelations in FBI CIA plan to destroy Alex Jones revealed.
[00:07:14.672 --> 00:07:20.537]  I show them bragging, that's always the supervillains' failure is they love to brag.
[00:07:20.977 --> 00:07:24.941]  So this whole thing, it's like saying Trump said, all Mexicans are criminals.
[00:07:25.711 --> 00:07:26.632]  There is no video.
[00:07:26.992 --> 00:07:28.893]  He didn't say most Mexicans are criminals.
[00:07:29.194 --> 00:07:30.475]  He didn't say Mexicans are bad.
[00:07:30.515 --> 00:07:35.318]  He said, we've got a lot of good people coming across the border that just want to work.
[00:07:35.919 --> 00:07:38.100]  We've also got a lot of really bad people.
[00:07:38.381 --> 00:07:40.262]  Well, that's not all Mexicans are criminals and evil.
[00:07:40.842 --> 00:07:42.123]  So it's the same.
[00:07:42.142 --> 00:07:47.662]   or I mean I see it all the time where they call Elon Musk a white
[00:07:47.662 --> 00:07:52.462]   supremacist that it's just it's not true or Donald Trump that but they hammer it
[00:07:52.462 --> 00:07:57.081]   and they hammer and if they can silence you and he platform you like I was for
[00:07:57.081 --> 00:08:00.661]   five years I was still on talk radio and have my own audience but I was suppressed
[00:08:00.661 --> 00:08:05.462]   they could then make up anything they wanted in the straw man argument so when
[00:08:05.462 --> 00:08:12.423]   I saw this this this former FBI current CIA guy I knew it was true and real because
[00:08:12.423 --> 00:08:20.676]   I have experienced it I mean, if you've been run over by a car and tasted the treads as it runs over your face, you know what hit you.
[00:08:21.256 --> 00:08:32.480]  And so now we know they're trying to fully weaponize it against the American people in general, saying all Trump supporters are white supremacist and criminals and we need re-education camps for them.
[00:08:32.500 --> 00:08:33.640]  That's MSNBC.
[00:08:34.360 --> 00:08:39.919]   This is a dying elite that are corrupt, warmongering criminals that have dissolved our borders,
[00:08:39.919 --> 00:08:44.360]   devalued our currency, did all those horrible things, now trying to then declare
[00:08:44.360 --> 00:08:48.560]   the largest political opposition in the country, the largest political bloc in the country,
[00:08:48.560 --> 00:08:53.239]   is MAGA Republicans, a populist movement that's taken over the Republican Party.
[00:08:53.239 --> 00:08:57.519]   They're trying to list the largest group in the country as terrorists.
[00:08:57.662 --> 00:08:59.104]  The dog isn't going to hunt.
[00:08:59.444 --> 00:09:00.725]  But this is a historical moment.
[00:09:00.745 --> 00:09:05.028]  We saw the Frank Church Committee hearings of the 70s that almost brought down the FBI and CIA.
[00:09:05.528 --> 00:09:10.492]  Put them back in their box until 9-11, where they used that for a big power grab 22 years ago, 23 years ago.
[00:09:14.972 --> 00:09:25.198]  We need new Frank Church Committee hearings and we've got, now it's like 10 congressmen and women are calling for criminal investigation hearings, the subpoenaing of Gavin Oblivious.
[00:09:25.678 --> 00:09:32.462]  So this is a big deal and I'm very thankful to Mario and to Nick and everybody that are covering this.
[00:09:32.522 --> 00:09:34.544]  I'm very thankful for Elon saying it's disturbing.
[00:09:35.104 --> 00:09:37.225]  I'm very thankful for all the congresspeople that are concerned.
[00:09:37.665 --> 00:09:39.306]  I'm very thankful this has been the top story.
[00:09:40.507 --> 00:09:43.309]  One of the top stories the last five days since this broke.
[00:09:43.790 --> 00:09:44.830]  Because look, it's not about me.
[00:09:44.890 --> 00:09:45.911]  It's about all of us.
[00:09:46.031 --> 00:09:49.254]  If they can do this to me or Trump, they can do it to anybody.
[00:09:49.514 --> 00:09:50.535]  So I'm very blessed to be here.
[00:09:52.176 --> 00:10:07.488]  Yeah, so Alex, you know, talking about news that we've seen over the past few days, this FISA reauthorization that they passed yesterday, again, and would not pass the amendment to require a warrant to spy on Americans.
[00:10:07.848 --> 00:10:28.875]  Your thoughts on that and are the American people finally waking up to what is going on in Washington and you know seeing through these Congress people that are pretty much just lie to your face and say you know and you know we're not going to we're gonna fight against the the deep state and fight against government spying on Americans and such when they go ahead and vote to reauthorize FISA.
[00:10:28.915 --> 00:10:30.095]  What are your thoughts there?
[00:10:30.555 --> 00:10:31.395]  Well that's a great point.
[00:10:31.455 --> 00:10:33.176]  The best example is Dan Crenshaw.
[00:10:34.284 --> 00:10:41.916]  He says, oh, I helped pass yesterday the warrantless wiretapping of Americans en masse because of fentanyl.
[00:10:43.058 --> 00:10:45.501]  When that's offshore, they're able to do that already.
[00:10:46.678 --> 00:10:54.620]  Okay, so this unmasking of citizens is done to spy on Congress, to spy on their political opposition, like they did Donald Trump, like they did myself.
[00:10:55.220 --> 00:11:03.142]  And Mangino's released the classified documents months ago that I was on that list, along with Trump's top supporters, to be surveilled.
[00:11:03.182 --> 00:11:06.542]  So they want to make it legal what they're already doing.
[00:11:06.562 --> 00:11:09.403]  They've already got access to all of this without going to a court.
[00:11:09.443 --> 00:11:15.405]   It's already in the NSA database that the CIA and 16 other agencies Have full access to.
[00:11:16.486 --> 00:11:21.610]  So this claim they've reauthorized FISA to protect us is boulder dash.
[00:11:22.350 --> 00:11:24.292]  It's the globalists that ordered the border dissolved.
[00:11:24.332 --> 00:11:28.435]  Now the FBI director says brace for Moscow style attacks are imminent.
[00:11:28.475 --> 00:11:29.416]  Well, who opened the border up?
[00:11:29.836 --> 00:11:31.297]  Who let all these folks into the country?
[00:11:32.158 --> 00:11:36.541]  So we're headed into a very, very dangerous period of time.
[00:11:36.982 --> 00:11:39.804]  And FISA is used to spy on their political opponents.
[00:11:40.284 --> 00:11:42.106]  It is not used to keep the American people safe.
[00:11:44.950 --> 00:11:47.713]  Just a question on that, Alex.
[00:11:48.414 --> 00:11:51.597]  You mentioned that they've opened the borders in a Moscow-style attack.
[00:11:51.657 --> 00:11:57.863]  I mean, again, as somebody who doesn't just read the headlines, do you think that's legitimate?
[00:11:57.963 --> 00:12:00.065]  Or again, is this mainstream media propaganda?
[00:12:01.046 --> 00:12:02.168]  Well, it's a lot of things.
[00:12:02.268 --> 00:12:09.348]   The FBI director came out and said he's increasingly concerned about Moscow Tile attacks in Congress.
[00:12:09.348 --> 00:12:11.867]  Yesterday, I have the transcript, I have the video.
[00:12:11.867 --> 00:12:15.468]   But we also have the New York Times headline, back when they did their job 20 years ago,
[00:12:15.468 --> 00:12:20.187]  or 18 years ago, "Majority of Terror Plots Created by FBI."
[00:12:20.187 --> 00:12:26.228]   We also have the Whitmer kidnapping case, where 17 of the 21 people planning to kidnap
[00:12:26.228 --> 00:12:30.388]   her were feds who were leading the plan, but they couldn't get anybody to do it.
[00:12:30.796 --> 00:12:34.757]  And then they had three trials, two of them, the people were found, you know, mistrial or not guilty.
[00:12:34.797 --> 00:12:36.717]  They finally got one group convicted.
[00:12:36.737 --> 00:12:38.198]  They finally found a jury that was stupid.
[00:12:38.938 --> 00:12:41.378]  So I don't know if the FBI is going to provocateur something.
[00:12:41.398 --> 00:12:43.939]  I don't know if it's going to be a real Hezbollah or Hermas attack.
[00:12:44.399 --> 00:12:48.500]  All I know is, is that they tell us we've got to be groped at the TSA.
[00:12:49.820 --> 00:12:53.522]  We've got to give up all our rights because we're all terrorists within the borders wide open.
[00:12:54.102 --> 00:12:55.563]  That just doesn't make sense.
[00:12:56.183 --> 00:12:56.923]  That's a fraud.
[00:12:56.963 --> 00:13:00.365]  So I don't know what form it's going to take.
[00:13:01.545 --> 00:13:03.626]  So just to understand what you're saying.
[00:13:03.646 --> 00:13:22.155]   So you're saying that there is a likelihood when the FBI released statements such as there being a possible terror attack through the borders that this likely would be something that is conducted possibly by Either them or the three-letter agencies or even foreign agencies such as Mossad or someone else.
[00:13:22.195 --> 00:13:22.795]  Is that your argument?
[00:13:23.435 --> 00:13:25.216]  Well, there's different types of false flags.
[00:13:25.256 --> 00:13:29.639]  They can promote it and know it's going to happen and let it happen and nudge people and entrap them and let it happen.
[00:13:30.019 --> 00:13:32.660]  Or bust a group they've entrapped and stop it to be the heroes.
[00:13:33.261 --> 00:13:34.441]  Or they can purely stage it.
[00:13:34.781 --> 00:13:37.803]  Operation Gladio declassified in the 90s.
[00:13:38.143 --> 00:13:41.025]  Hundreds of terror attacks in Europe to be blamed on Russia.
[00:13:43.326 --> 00:13:53.411]  Again, this has been done, so I don't know what form it will take, but when the FBI director says, we think there's going to be terror attacks, well then you're the ones that open the borders up.
[00:13:53.471 --> 00:13:56.572]  Biden's the one that said immediately surge the border and the borders open.
[00:13:57.593 --> 00:13:59.914]  So what I'm saying is, the logic's dead here.
[00:13:59.954 --> 00:14:03.716]   When there's a terror attack, I hope there isn't one, I think that's a probability now.
[00:14:04.336 --> 00:14:11.321]  They will take our rights and search us and surveil us and have FISA against us in the name of stopping the terror attack.
[00:14:11.361 --> 00:14:13.663]  They either allowed it to happen or they did it themselves.
[00:14:14.123 --> 00:14:16.205]  That's the historical direction.
[00:14:16.645 --> 00:14:21.108]  Previous activity, previous behavior is the greatest indicator of future behavior.
[00:14:24.850 --> 00:14:29.434]  Guys, if the space does crash, I believe we're going to restart IHAS and move from Saudi Arabia.
[00:14:30.504 --> 00:14:34.125]  I guess, let's come back on to Pfizer, the question that Nick asked you.
[00:14:35.286 --> 00:14:48.990]  What is the reason, just for our audience, what is the reason why the intelligence agencies, both local, both within the United States and foreign agencies, want to basically surveil Americans?
[00:14:49.831 --> 00:14:56.553]  Well, I've interviewed Dr. William Binney, who was the technical head of the NSA, not the director, but the second in command.
[00:14:56.573 --> 00:14:57.373]  He actually ran things.
[00:14:57.393 --> 00:14:58.714]  I've interviewed many other whistleblowers.
[00:15:00.512 --> 00:15:05.757]  The NSA system records almost all emails, all text messages, all phone recordings.
[00:15:06.498 --> 00:15:15.026]  It records broadcast TV, it records radio, it records everything with incredible servers they've got in, you know, in regionally hundreds of facilities around the country.
[00:15:16.258 --> 00:15:19.059]  And then they're not listening to everything, but they're recording everything.
[00:15:19.099 --> 00:15:21.420]  When they want, they can go in and listen to it.
[00:15:22.140 --> 00:15:29.523]  And so we know that they've used FISA to spy on the Senate, to spy on political opposition, to spy on President Trump.
[00:15:30.484 --> 00:15:35.606]  And so its main tool is domestic control, also corporate espionage.
[00:15:36.226 --> 00:15:45.991]  Because reports are provided to select corporations and members of Congress so they can insider trade off of the information they're given on companies that they're not fully invested in or controlling.
[00:15:46.471 --> 00:15:48.492]  It's really an economic and social weapon.
[00:15:48.932 --> 00:15:59.697]  And then the Islamic quote threat or right-wing threat or white supremacist threat that they basically gin up in most cases is used as a pretext for that domestic spy grid.
[00:16:03.979 --> 00:16:04.799]  Yeah, absolutely.
[00:16:04.819 --> 00:16:11.982]  So Alex, going to a little bit of the news today, because we are covering this, I kind of want your comment on it.
[00:16:13.522 --> 00:16:14.662]  What's going on in the Middle East right now?
[00:16:14.682 --> 00:16:17.583]  It looks like Joe Biden is rushing back to the White House.
[00:16:17.623 --> 00:16:21.925]  I don't know what rushing and Joe Biden, I don't know if those two go in the same sentence together very well.
[00:16:23.585 --> 00:16:31.888]   And then apparently, Iran readying weaponry, moving weaponry around the country.
[00:16:31.908 --> 00:16:36.454]  You know, we keep hearing these reports over the past couple of days now, or actually over the past week.
[00:16:36.694 --> 00:16:39.918]  They've been like, OK, 24 to 48 hours, guys, 24 to 48 hours.
[00:16:39.938 --> 00:16:43.343]  We've heard that over and over and over again for a week now.
[00:16:44.756 --> 00:16:46.177]  What are they trying to pull here?
[00:16:46.217 --> 00:16:56.324]  Are they trying to, in your mind, is the deep state got their hands in this trying to provoke the situation or stoke the flames?
[00:16:56.404 --> 00:16:57.165]  Is that what's going on?
[00:16:57.825 --> 00:17:08.592]  Well, that's the $64 quadrillion question, and I don't know exactly what's happening, but past behavior, again, is the most indicative of future behavior, so let's talk about that.
[00:17:09.853 --> 00:17:12.535]  Usually the CIA and the FBI and the State Department lie.
[00:17:13.422 --> 00:17:21.051]  But I will remember two and a half years ago or two years and three months ago, they came out and said, Russia is preparing to invade Ukraine.
[00:17:21.532 --> 00:17:22.833]  They're going to invade the next week.
[00:17:22.933 --> 00:17:26.017]  They're amassing troops and blood and ambulances.
[00:17:26.558 --> 00:17:27.138]  And it was true.
[00:17:28.348 --> 00:17:30.870]  And I have Japanese, British TV, Russian on.
[00:17:31.391 --> 00:17:34.174]  I had Russian TV come on and they were deliberately lying.
[00:17:34.494 --> 00:17:35.615]  You could see it in their faces.
[00:17:36.316 --> 00:17:37.577]  No, no, we're not invading.
[00:17:37.637 --> 00:17:37.977]  No, no.
[00:17:38.077 --> 00:17:39.078]  And the next day they invaded.
[00:17:39.098 --> 00:17:40.099]  And I said, I think you're lying.
[00:17:40.119 --> 00:17:40.780]  I think you're invading.
[00:17:41.220 --> 00:17:48.847]  And if you remember, the Reuters reporter confronted the State Department CIA spokesman when the CIA spokesman said, no, they're getting ready to invade.
[00:17:49.448 --> 00:17:52.450]  I think they're going to blow up some government buildings and say, we did it as a pretext.
[00:17:52.490 --> 00:17:55.233]  And that did happen because the CIA had caught that chatter.
[00:17:55.273 --> 00:17:58.015]  I think the Russians did do that as a pretext.
[00:17:58.035 --> 00:17:59.076]  That's what big governments do.
[00:17:59.136 --> 00:18:01.057]  It's a false flag is a standard play.
[00:18:01.678 --> 00:18:04.100]  And then the Reuters reporter said, you're Alex Jones.
[00:18:05.341 --> 00:18:06.682]  False flags don't exist.
[00:18:06.742 --> 00:18:07.783]  Well, the hell they don't.
[00:18:07.803 --> 00:18:09.044]  They're one of the main tools.
[00:18:09.244 --> 00:18:36.318]   WikiLeaks released documents over a decade ago of Green Beret captains and above are given a secret Two-week course in false flags and how if you're overmanned and you're being outgunned, say in Vietnam, and the village elders are on your side, you make a decision with the village elders to go ahead and set a booby trap and blow up some of the rice farmers because then they'll all get on your side.
[00:18:37.318 --> 00:18:41.901]  And that's an example in the Pentagon training of you kill a few people to save a thousand.
[00:18:41.921 --> 00:18:51.667]   That's the sick Machiavellian The Delta Force, when they pass their final test, are given two days to read the prints by Machiavelli and then write a paper.
[00:18:52.728 --> 00:18:56.611]  And if you believe the unjustified is the means, they go, OK, you're now in Delta Force.
[00:18:56.651 --> 00:18:58.553]  If you say that's immoral, I'm not going to do this.
[00:18:58.813 --> 00:19:02.177]  So they're taught false flags at the special operations level.
[00:19:02.217 --> 00:19:03.618]  So let's stop denying they exist.
[00:19:04.099 --> 00:19:04.959]  The Russians do them.
[00:19:05.280 --> 00:19:05.860]  We do them.
[00:19:06.561 --> 00:19:07.322]  We're not perfect.
[00:19:07.342 --> 00:19:08.042]  They're not perfect.
[00:19:08.062 --> 00:19:09.103]  The point is, this goes on.
[00:19:09.935 --> 00:19:15.678]  And so, I'm not exactly sure what's happening or if this is a false flag in Iran, but here's the answer.
[00:19:16.979 --> 00:19:18.980]  Iran's never been controlled by America.
[00:19:20.250 --> 00:19:33.034]  But Iran has done backroom deals since the late 1970s when the CIA tacitly backed the Ayatollah Khomeini to come in because the Shah was going to build nuclear reactors, empower the entire Middle East.
[00:19:33.375 --> 00:19:34.215]  He was a Persian.
[00:19:34.255 --> 00:19:34.935]  He wanted peace.
[00:19:35.495 --> 00:19:41.697]  They got rid of him, let the Ayatollah come in, made a deal to then double-cross Jimmy Carter, hold the American hostages.
[00:19:42.097 --> 00:19:45.723]   The day Reagan wins, They released them.
[00:19:46.083 --> 00:19:48.305]  So ever since then, there's been a back and forth.
[00:19:48.325 --> 00:19:55.771]  Then the West funded Iraq to attack Iran and double-crossed them in the Iran-Iraq War for seven years in the 1980s.
[00:19:56.271 --> 00:20:05.418]  And so now you get $6 billion given before October 7th, back in August of last year.
[00:20:07.640 --> 00:20:08.781]  They give them that money.
[00:20:09.949 --> 00:20:15.510]  And then suddenly we know Hezbollah was working with Hamas, and then suddenly they launched this attack.
[00:20:15.670 --> 00:20:18.931]  Israel magically stands down to start this larger war.
[00:20:18.991 --> 00:20:25.352]  And I believe, this is speculation, but this is what I think happened, I think I know it, that there's backroom channels.
[00:20:25.372 --> 00:20:28.593]  Remember, the left, the so-called left, and Biden are buddies with Iran.
[00:20:29.033 --> 00:20:29.853]  The right isn't.
[00:20:29.873 --> 00:20:34.154]  So there's a larger jockeying where Iran will launch attacks.
[00:20:34.554 --> 00:20:36.054]  There'll be a limited Western response.
[00:20:36.535 --> 00:20:40.997]   The Mullahs, who are super unpopular, They will be made stronger in Iran.
[00:20:41.017 --> 00:20:43.520]  Netanyahu will be made stronger in Israel.
[00:20:44.401 --> 00:20:46.483]  The West will be made stronger over here.
[00:20:47.144 --> 00:20:51.708]  And that we're about to see some limited war happen.
[00:20:51.728 --> 00:20:56.974]  But behind the scenes, it's already basically had guardrails put on it and has been determined.
[00:20:56.994 --> 00:20:58.676]  This is the final level of false flags.
[00:20:58.956 --> 00:21:12.440]   You can go back Six hundred years ago, five hundred years ago, where you had Norman Kings, who were Vikings that conquered France a thousand years ago, and England nine hundred years ago, writing letters to each other that are in the Royal Archives in the National Museum in England.
[00:21:12.460 --> 00:21:12.960]  I've seen them.
[00:21:13.300 --> 00:21:14.161]  You might have searched these.
[00:21:14.761 --> 00:21:21.064]  But they're like, we're having uprisings by the people north of us.
[00:21:21.864 --> 00:21:22.665]  By the Welsh.
[00:21:23.125 --> 00:21:24.987]  Or we have the Iris Uprising.
[00:21:25.327 --> 00:21:26.568]  Or we have the Scott Uprising.
[00:21:26.648 --> 00:21:28.269]  Time for a war, cousin.
[00:21:28.970 --> 00:21:32.753]  And then a war starts between two cousins.
[00:21:32.973 --> 00:21:33.954]  One's Norman French.
[00:21:34.394 --> 00:21:35.435]  One's British French.
[00:21:36.015 --> 00:21:36.876]  Or British Norman.
[00:21:36.896 --> 00:21:37.496]  They're all Norman.
[00:21:38.077 --> 00:21:45.603]  They now have a two-year war, a ten-year war, a hundred-year war, in some cases, to make everyone unify in the country.
[00:21:45.623 --> 00:21:48.263]   It's like that movie, "The King" that came out five years ago
[00:21:48.263 --> 00:21:50.302]  that's actually based on history.
[00:21:50.302 --> 00:21:53.542]  They say, "Sir, we need to launch a war, you're unpopular.
[00:21:53.542 --> 00:21:55.263]  "Let's invade France."
[00:21:55.263 --> 00:21:58.783]  So that's the level that we're at in real history.
[00:21:58.783 --> 00:22:03.863]   And if people don't know with the new global currency coming in and an election coming in and all of this,
[00:22:03.863 --> 00:22:09.981]   that I believe there's been a backroom deal made between Israel, the US and Iran to create this big crisis
[00:22:09.981 --> 00:22:12.242]  and out of this is gonna become some solution.
[00:22:12.908 --> 00:22:13.948]  That's what I see happening.
[00:22:14.008 --> 00:22:17.450]  I mean, you know, the CIA says three days ago, Iran's going to start attacking.
[00:22:17.731 --> 00:22:18.691]  Then they seize a ship.
[00:22:19.131 --> 00:22:20.152]  Now they're readying missiles.
[00:22:20.692 --> 00:22:25.835]  I believe the CIA is telling the truth this time, just like they did days before Russia invaded Ukraine.
