[00:00:00.000 --> 00:00:20.000]  [Outro]
[00:02:51.843 --> 00:02:56.685]  And they're testing people all over the United States in hopes of finding someone that they can say has it.
[00:02:57.346 --> 00:03:03.449]  And that means clearly they're going to say somebody has it that doesn't, somebody that already has organ failure from something else, a homeless person, something like that.
[00:03:03.469 --> 00:03:05.890]  And then we'll say, oh my God, the first case, people are dying.
[00:03:06.490 --> 00:03:07.551]  That's the clear next step.
[00:03:07.651 --> 00:03:10.092]  I would guess the next week or two, we'll be hearing it's killing people.
[00:03:12.293 --> 00:03:14.714]  So they always prepackage it.
[00:03:15.955 --> 00:03:25.870]   Now, of course, for a virus to then learn how to jump into a human, It takes thousands of years, if not millions, when it's illogical, unless you've artificially done it.
[00:03:26.970 --> 00:03:29.631]  But in this case, they're hyping and has it jumped, but it's about to.
[00:03:29.991 --> 00:03:31.131]  How do they know, right?
[00:03:31.512 --> 00:03:34.752]  With 179 days of the election, that it's just about to start killing people.
[00:03:36.733 --> 00:03:37.233]  It's amazing.
[00:03:37.713 --> 00:03:41.915]  Oh, and it's in the milk of the cows, and we've all got to get ready to die.
[00:03:42.875 --> 00:03:43.535]  Huge stack.
[00:03:43.555 --> 00:03:44.315]  You see this stack?
[00:03:45.196 --> 00:03:46.356]  Newscast, you name it.
[00:03:48.070 --> 00:03:51.732]  On that, that's the first big thing we're going to hit after I tell you what else is coming up.
[00:03:53.053 --> 00:04:08.984]  I've been pointing out for a long time that the illegal aliens that move into the blue cities and take over the red suburbs around them don't get to vote immediately in most areas, though the Democrats have passed laws in hundreds of jurisdictions in more than 20 states that they can.
[00:04:09.604 --> 00:04:11.485]  They just say local, but they still vote in the general.
[00:04:11.545 --> 00:04:12.506]  It's purely criminal.
[00:04:12.806 --> 00:04:13.907]  They've done national surveys.
[00:04:13.987 --> 00:04:17.049]  Upwards of 15% of the people voting don't live in the state or the district.
[00:04:18.054 --> 00:04:19.695]  And a bunch of them are illegal aliens.
[00:04:19.876 --> 00:04:22.577]  So they're mailing out the voter registration.
[00:04:22.617 --> 00:04:23.838]  They're signing them up.
[00:04:23.898 --> 00:04:24.679]  The NGOs are.
[00:04:24.719 --> 00:04:25.259]  It's going on.
[00:04:25.860 --> 00:04:34.085]  And Democrats have tried to deny that for a long time in the last few decades as places like San Francisco and Chicago passed laws where illegal aliens can vote in local elections.
[00:04:34.386 --> 00:04:40.730]  Well, most local elections are held at the same time as off-year elections and, of course, general elections.
[00:04:41.716 --> 00:04:42.677]  So that's what they're doing.
[00:04:42.697 --> 00:04:48.880]  I mean, how do you go in to vote local when that's the second page or whatever, but you don't vote in the national?
[00:04:50.121 --> 00:04:51.022]  That's not differentiated.
[00:04:51.042 --> 00:04:52.863]  That's a fact that that's going on.
[00:04:53.223 --> 00:05:02.128]  So now, of course, the big issue is the apportionment of electoral votes in the Electoral College.
[00:05:04.310 --> 00:05:07.312]  The illegals are immediately being able to vote because they're in blue cities.
[00:05:07.492 --> 00:05:10.874]  So those are new blue districts that go to Democrats.
[00:05:12.295 --> 00:05:20.298]  And that's how they bring in a million Islamists from Gaza and only put them in a few key cities like Minneapolis, St.
[00:05:20.338 --> 00:05:22.039]  Paul, or Austin, Texas.
[00:05:22.499 --> 00:05:28.921]  They can keep that area deep blue because it's going to apportion, again, that in a key district that's Democrat.
[00:05:30.462 --> 00:05:38.945]  And the Democrats are now officially trying to pass a law that that's the case to block Trump if he gets in.
[00:05:40.543 --> 00:05:42.184]  Passing a law that they can't do that.
[00:05:42.324 --> 00:05:43.185]  So here's the headline.
[00:05:43.004 --> 00:05:47.683]   invasion by design, House Dems vote unanimously to give illegals congressional and
[00:05:47.683 --> 00:05:53.485]   Electoral College representation. Breaking, House Democrats vote unanimously
[00:05:53.485 --> 00:05:58.725]   to give illegal aliens representation in Congress and Electoral College. That is a
[00:05:58.725 --> 00:06:05.284]   big, big deal and it ties in with this that I'm going to be getting to.
[00:06:03.419 --> 00:06:08.465]  Vermont expands program to help non-whites become homeowners for $25,000 forgivable loans.
[00:06:08.505 --> 00:06:10.567]  Now, sounds nice on the surface, right?
[00:06:11.108 --> 00:06:12.169]  What's really going on here?
[00:06:12.409 --> 00:06:14.912]  Very important and it's happening all over the country.
[00:06:15.953 --> 00:06:16.874]  It's happening all over the world.
[00:06:16.974 --> 00:06:17.374]  Look at this.
[00:06:18.215 --> 00:06:21.759]  Trudeau government offers free access to national parks for illegal aliens.
[00:06:22.099 --> 00:06:23.341]  They call them migrants only.
[00:06:24.400 --> 00:06:25.281]  How does that tie together?
[00:06:25.921 --> 00:06:26.422]  I'll explain it.
[00:06:27.002 --> 00:06:29.004]  Mob of illegals climb over California barrier.
[00:06:29.404 --> 00:06:30.585]  High-five Border Patrol agent.
[00:06:30.926 --> 00:06:34.128]  The Border Patrol threatens to arrest reporters that show the treason.
[00:06:34.468 --> 00:06:36.130]  So more and more of the Border Patrol are in on it.
[00:06:36.170 --> 00:06:36.650]  They're woke.
[00:06:37.231 --> 00:06:44.437]  I'd say the Border Patrol was 95% good men and women even five years ago, but they have gotten a lot of the good people left.
[00:06:44.517 --> 00:06:46.078]  And so they've, I'd say they're 25% now.
[00:06:46.338 --> 00:06:47.740]  And I've talked to high level Border Patrol.
[00:06:47.760 --> 00:06:48.460]  They agree with that number.
[00:06:49.221 --> 00:06:51.283]  That's where I got it from and federal judges.
[00:06:52.666 --> 00:06:58.109]  Let's see, around 25% are woke and a lot of them now are on the cartel payroll.
[00:06:59.230 --> 00:07:04.313]  So, one of our best institutions, our Border Patrol, is being destroyed.
[00:07:08.155 --> 00:07:10.977]  So, that's all coming up in the Border Stack.
[00:07:13.740 --> 00:07:15.441]  Biden has really done it again.
[00:07:15.461 --> 00:07:19.102]  He claimed that inflation was higher under Trump than it is under him.
[00:07:19.162 --> 00:07:20.562]  That is a manifest lie.
[00:07:20.983 --> 00:07:24.564]  Even with Cook government numbers, that's not true.
[00:07:24.604 --> 00:07:27.665]  We'll be going over those numbers as well.
[00:07:27.685 --> 00:07:38.269]  And then separate from the bird flu hysteria that's now gone into warp speed, we also have a big stack on mainline science and huge studies out.
[00:07:40.103 --> 00:07:49.713]  About brain damage and prions and the mad cow and humans caused by the shots and just he goes on and on huge stack there and now the government not just around the world.
[00:07:49.753 --> 00:07:53.157]  It's all UN coded UN run in the law since 1948.
[00:07:55.509 --> 00:08:04.253]  To pay them for every child that's injected, pediatricians are paid upwards of $100,000 per 200 children in their practice that are injected.
[00:08:04.313 --> 00:08:09.636]  So they are mercs, mercenaries, paid hitmen of the system.
[00:08:09.656 --> 00:08:11.817]  When you sit there and mindlessly trust your pediatrician.
[00:08:12.017 --> 00:08:16.880]  There are many moral pediatricians that have practices that advertise, we only give you shots if you want them.
[00:08:18.481 --> 00:08:20.482]  So, we know that.
[00:08:20.522 --> 00:08:22.743]  And again, I work for a large animal vet off and on.
[00:08:23.812 --> 00:08:25.432]  For five years starting when I was 11.
[00:08:27.473 --> 00:08:28.973]  They would just send me for a month of the summer.
[00:08:29.933 --> 00:08:31.674]  And 12 and 13 and then.
[00:08:33.094 --> 00:08:35.455]  When I was.
[00:08:35.475 --> 00:08:37.575]  16, I was kicked out of high school for fighting.
[00:08:38.935 --> 00:08:39.396]  I didn't go.
[00:08:39.456 --> 00:08:41.856]  I went to jail, but I wasn't wasn't charged in it.
[00:08:41.916 --> 00:08:45.397]  But that's why I was, you know, they said you're taking a year off going to the ranch.
[00:08:45.457 --> 00:08:46.577]  Also worked a full year there.
[00:08:47.397 --> 00:08:50.238]  And he had a large animal vet facility and vets that work for him.
[00:08:50.908 --> 00:08:54.230]  But he also had a small animal building.
[00:08:54.270 --> 00:08:55.671]  He had buildings in multiple counties.
[00:08:56.772 --> 00:08:59.914]  And he was top of his class, Texas A&M.
[00:09:01.315 --> 00:09:03.336]  And Jess Adkins.
[00:09:04.337 --> 00:09:11.221]  And he would point blank, just tell the people coming in, oh no, all they need is rabies.
[00:09:12.402 --> 00:09:14.823]  And the stuff doesn't really work.
[00:09:15.744 --> 00:09:26.283]   And if you want your cat to get feline leukemia, Then just go ahead and every time you come in for a checkup, get the shots because he goes, they are contaminated and it'll kill your dog.
[00:09:26.323 --> 00:09:26.983]  It'll kill your cat.
[00:09:28.084 --> 00:09:28.304]  Now.
[00:09:30.026 --> 00:09:32.147]  I'm hard pressed with the cat we have.
[00:09:33.428 --> 00:09:35.189]  To find a place that will shop his balls off.
[00:09:35.209 --> 00:09:37.791]  So he's not trying to run out of the house at night and find girls all day.
[00:09:39.433 --> 00:09:39.573]  And.
[00:09:40.874 --> 00:09:41.614]  He's really well behaved.
[00:09:41.634 --> 00:09:43.135]  He doesn't piss on the walls and stuff, but.
[00:09:44.616 --> 00:09:49.320]  I literally cannot find a vet that will neuter the cat.
[00:09:50.137 --> 00:09:51.938]  Who won't want to shoot him up with a bunch of crap.
[00:09:53.558 --> 00:09:54.578]  And it just comes down to that.
[00:09:54.598 --> 00:09:56.659]  Of course, my cat's super healthy.
[00:09:56.679 --> 00:09:57.920]  Other people's cats are super sick.
[00:09:58.700 --> 00:10:03.942]  And I have a top of his class veterinarian I work for that knew that.
[00:10:03.962 --> 00:10:07.483]  35 years ago, I was told this.
[00:10:08.323 --> 00:10:17.326]  So it's anecdotal, but that's an actual veterinarian, you know, that had multiple practices and was like the top guy in six, seven counties around, everybody wanted.
[00:10:18.231 --> 00:10:21.512]  Because he knew, I mean, he managed the giant herds of cattle, horses.
[00:10:23.112 --> 00:10:26.053]  He'd have teams of up to 30, 40 cowboys working for him.
[00:10:26.093 --> 00:10:27.454]  I mean, this was industrial stuff.
[00:10:27.494 --> 00:10:28.774]  He did artificial insemination.
[00:10:28.794 --> 00:10:29.954]  I don't know why I'm going off on a story on that.
[00:10:29.974 --> 00:10:30.615]  It was very interesting.
[00:10:31.915 --> 00:10:32.755]  Talk about a workaholic.
[00:10:32.935 --> 00:10:34.816]  Oh my God, his dad was so cool.
[00:10:34.896 --> 00:10:35.756]  Died at over 100.
[00:10:37.297 --> 00:10:38.177]  That guy was amazing.
[00:10:38.197 --> 00:10:39.417]  Talk about like John Wayne or something.
[00:10:39.437 --> 00:10:41.398]  But I'm going back to history.
[00:10:41.418 --> 00:10:41.858]  It doesn't matter.
[00:10:42.118 --> 00:10:45.359]  Someday I ought to write a book about my life and maybe have a chapter about that.
[00:10:46.318 --> 00:10:47.338]  That was something else, man.
[00:10:47.878 --> 00:10:51.259]  Gosh, those cowboys would work all day long and then go out and party at night.
[00:10:51.639 --> 00:10:54.640]  And they all owned, like, gravel trucks on the side and hauled gravel.
[00:10:54.700 --> 00:10:56.901]  And these people are just wild.
[00:10:57.381 --> 00:10:59.961]  And it's just sad to see that that's not the work ethic of the country anymore.
[00:11:00.241 --> 00:11:00.862]  But I digress.
[00:11:01.002 --> 00:11:06.063]  Okay, so continuing on with the stuff that's going on here.
[00:11:07.377 --> 00:11:12.839]  We also have Biden halt shipments of U.S.-made ammunition to Israel, first time since October 7th.
[00:11:13.819 --> 00:11:27.723]  We've also got all these leftists coming out and backtracking, not just Chris Cuomo, but his brother, the former governor, who killed a lot of people with the ventilators following the U.N.
[00:11:27.743 --> 00:11:28.143]  directive.
[00:11:28.763 --> 00:11:31.924]  They're now, oh, we never wanted to make you take a shot, or we never wanted to make you wear a mask.
[00:11:31.944 --> 00:11:32.744]  None of that's true.
[00:11:34.545 --> 00:11:35.585]  However much is good for you.
[00:11:36.940 --> 00:11:42.701]  They are doing a rehabilitation tour for the BS that they have engaged in.
[00:11:42.821 --> 00:11:46.522]  Also, the Stormy Daniels case completely blew up their face.
[00:11:46.562 --> 00:11:48.682]  Even CNN says it was a disaster.
[00:11:49.543 --> 00:11:50.863]  She was caught in all these lies.
[00:11:52.203 --> 00:12:01.825]  We then have a high-level Hollywood producer caught trying to solicit a 15-year-old girl, which is, you know, just par for the course, but he's caught on video doing that.
[00:12:03.323 --> 00:12:09.008]  We also have something very, very interesting that I mentioned last week.
[00:12:09.048 --> 00:12:13.851]  I mean, I covered it for like five minutes, but the crew pointed out something I missed in my speed reading.
[00:12:14.992 --> 00:12:16.653]  They have soybeans coming out.
[00:12:16.974 --> 00:12:20.156]  Whether you want to eat them or not, they're in all the different fillers and things.
[00:12:20.957 --> 00:12:26.201]  Just like Klaus Schwab says, you will eat the bugs, well, you will eat the pig meat.
[00:12:26.221 --> 00:12:29.884]  I wonder what the Muslims are going to think.
[00:12:29.964 --> 00:12:39.463]   It literally has pig, Cells, pig protein cells that grows in the soybean.
[00:12:39.543 --> 00:12:41.204]  It's a pharmacological crop.
[00:12:42.765 --> 00:12:48.268]  And the name of the company, this is what I missed, is Molek.
[00:12:49.148 --> 00:12:57.733]  The Canaanite human sacrifice god that they would have like big arms, like a big, basically a big griddle metal pan.
[00:12:58.669 --> 00:13:03.057]  And then people will go throw their children on it and watch them fry and pop and jump.
[00:13:03.891 --> 00:13:13.096]  That's how it was described, as the baby screamed out their last minutes frying on a frying pan and the juices of the fat of babies that had already been roasted.
[00:13:13.496 --> 00:13:21.200]  Sometimes they'd throw up to 500 babies at a time, the archaeologists have discovered, into this big giant pan to mow it.
[00:13:21.760 --> 00:13:27.223]  And so the folks that are not going to, it's been approved with no research, no background, just, oh, it's totally approved.
[00:13:28.204 --> 00:13:30.465]  Now, the soybeans are pink.
[00:13:31.604 --> 00:13:38.831]  And not the leaves of the soybean, not the husk of the soybean, but the soybean itself is pink because it is pig!
[00:13:43.555 --> 00:13:44.376]  Isn't that liberal?
[00:13:44.416 --> 00:13:45.517]  Isn't that loving?
[00:13:45.537 --> 00:13:46.998]  Isn't that trendy?
[00:13:48.239 --> 00:13:54.485]  So trendy to eat bug protein and eat soybeans that literally grow pig tissue.
[00:13:57.199 --> 00:14:03.164]  That's just some of what we've got here in the stack today, and it's kind of like taking a big deep breath.
[00:14:05.026 --> 00:14:06.087]  Before the plunge.
[00:14:07.848 --> 00:14:09.550]  And I hate to say, see, we told you so.
[00:14:09.570 --> 00:14:11.131]  I don't think I need to tell most of you.
[00:14:11.151 --> 00:14:14.434]  This tyranny is just blaringly.
[00:14:15.395 --> 00:14:18.918]  Blaringly obvious, but let's go ahead and get into bird flu.
[00:14:20.019 --> 00:14:21.020]  Without doing a 10 hour.
[00:14:22.799 --> 00:14:23.840]  History lesson on this.
[00:14:24.180 --> 00:14:27.782]  They have been hyping bird flu, as many of you know, for several decades.
[00:14:27.903 --> 00:14:30.705]  China uses it for lockdowns and political control all the time.
[00:14:31.345 --> 00:14:35.007]  There's really not a lot of evidence that there's any real bird flu ever affecting humans.
[00:14:35.248 --> 00:14:40.371]  Most of what is affecting humans is the toxic environment in China and the fact that they have such bad nutrition.
[00:14:41.572 --> 00:14:44.494]  But you can see it in live time right now.
[00:14:44.534 --> 00:14:45.575]  So there's so many stories here.
[00:14:45.935 --> 00:14:48.577]  There's the big one that they're going to use this to disrupt the election.
[00:14:50.232 --> 00:14:55.015]  If enough people see that it's a fraud and there's not enough hysteria, then they may back down.
[00:14:55.515 --> 00:15:17.106]  But starting six months ago, the CDC and the FDA and the federal agencies all got behind the fear-mongering and the federal government started producing hundreds of millions of injections of a, quote, bird flu vaccine that they just magically developed out of the blue sky for this exact strain.
[00:15:17.751 --> 00:15:22.353]  And then that exact strain is spreading, and oh my god, we're all dead, even though they admit no humans ever contracted this strain.
[00:15:23.114 --> 00:15:26.173]   So you've got all the telltale signs, if not telltale signs,
[00:15:26.173 --> 00:15:29.814]   it's absolute fact that there's no way they magically already have a vaccine
[00:15:29.814 --> 00:15:32.774]   with this exact strain that just magically popped up a few months ago.
[00:15:32.774 --> 00:15:35.713]   And that they've magically started producing it months and months ago.
[00:15:35.713 --> 00:15:39.734]   And then it's all just this drumbeat of hysteria being rolled out.
[00:15:39.734 --> 00:15:44.254]   Of course, they admit it's a very dangerous shot, but Biden has waived any federal rules,
[00:15:44.254 --> 00:15:48.533]   just like Trump did with Operation Warp Speed, to just let them secretly do whatever they want,
[00:15:48.533 --> 00:15:51.413]   put it in whatever they want, not tell you what it does.
[00:15:51.413 --> 00:15:54.014]  Pfizer got caught conducting fake trials.
[00:15:54.014 --> 00:15:55.894]  That's the reason nobody died in their real trials.
[00:15:55.894 --> 00:15:57.533]  A bunch of people did die.
[00:15:57.533 --> 00:15:59.653]  That's in my stack today, mainstream news.
[00:15:59.653 --> 00:16:03.134]   What's amazing is this is all coming out, but it's like background noise.
[00:16:03.134 --> 00:16:07.653]   Just, and that's why you see the backtracking by the pundits and the people that pushed it
[00:16:07.653 --> 00:16:08.854]  on every major channel.
[00:16:09.128 --> 00:16:10.228]  Now they were always against it.
[00:16:10.289 --> 00:16:12.150]  Now it wasn't a good idea because they know it's coming out.
[00:16:13.431 --> 00:16:17.974]  But how do you kill a story that's exposing you?
[00:16:18.715 --> 00:16:20.416]  You bring out another big story.
[00:16:20.516 --> 00:16:23.699]  Wars, financial collapse, open borders, and a new virus.
[00:16:24.605 --> 00:16:26.686]  So the big story is they're definitely rolling it out.
[00:16:26.726 --> 00:16:32.470]  They're definitely going to try to create the hysteria and get everybody scared and lining up to take the shots.
[00:16:32.530 --> 00:16:33.911]  And then, of course, the shots will make them sick.
[00:16:33.931 --> 00:16:34.891]  A lot of them will die.
[00:16:34.911 --> 00:16:35.992]  And they'll say that's bird flu.
[00:16:36.012 --> 00:16:37.973]  I mean, you know how this works.
[00:16:38.613 --> 00:16:40.014]  But it's also to get the U.N.
[00:16:40.154 --> 00:16:45.337]  treaty that's been stalling, because the first versions were just lock everybody up, force injections, U.N.
[00:16:45.377 --> 00:16:46.198]  run martial law.
[00:16:46.578 --> 00:16:53.042]  The next version we've covered was, oh, well, we'll let the countries opt in and then they can have their own martial law plan that we write for them.
[00:16:57.365 --> 00:16:59.706]  And so we've got all of that happening.
[00:17:00.026 --> 00:17:01.367]  They're trying to ram the treaty through.
[00:17:02.728 --> 00:17:08.070]  But then there's just, this is an illustration of how deceptive these scumbags are.
[00:17:09.091 --> 00:17:11.172]  Because this is so crystal clear.
[00:17:13.213 --> 00:17:17.715]  That I could show you local and national news saying, oh, bird flu, it's everywhere.
[00:17:17.775 --> 00:17:18.735]  Humans are getting bird flu.
[00:17:18.795 --> 00:17:24.098]  And then I'll show you all the official CDC and UN official documents saying no one has gotten it.
[00:17:25.563 --> 00:17:33.026]  While they run around testing thousands all over the place and creating hysteria, trying to find someone or where a test comes up and says it is.
[00:17:33.046 --> 00:17:37.628]  And they'll use that false test to run around and roll in the tyranny like they rigged the PCR test.
[00:17:38.248 --> 00:17:41.389]  Turn them up 40 times, they're supposed to be, or anything would be considered.
[00:17:41.409 --> 00:17:49.592]  You know, they tested tomatoes and papayas and broccoli and rats and Coca-Cola, remember?
[00:17:50.292 --> 00:17:51.993]  And it all came up, oh, this has got COVID.
[00:17:54.827 --> 00:17:56.368]  But they tell you, oh, a dairy worker's got it.
[00:17:56.408 --> 00:17:57.769]  Then, oh, never actually developed it.
[00:17:57.789 --> 00:17:59.151]  They do the same story over and over again.
[00:17:59.171 --> 00:17:59.551]  So here it is.
[00:18:00.031 --> 00:18:04.175]  RFK warns that the WHO is on the verge of passing its pandemic treaty.
[00:18:06.316 --> 00:18:07.477]  The American Journal covered it.
[00:18:07.557 --> 00:18:08.818]  Another election pandemic.
[00:18:08.878 --> 00:18:12.221]  Seventy people monitored for bird flu in Colorado alone.
[00:18:13.222 --> 00:18:20.568]  World Health Assembly agrees to launch process to develop historic global accords on pandemic prevention, preparedness, and response.
[00:18:21.829 --> 00:18:24.311]  Bird flu likely to infect more humans, Bloomberg claims.
[00:18:25.312 --> 00:18:29.735]  Bloomberg claims it's going to infect more humans and then they admit it hasn't infected anybody.
[00:18:29.996 --> 00:18:30.536]  Let me show you.
[00:18:31.037 --> 00:18:33.759]  Federal agency preparing for bird flu to jump to humans.
[00:18:34.419 --> 00:18:35.760]  So they just know it's going to jump.
[00:18:35.780 --> 00:18:37.322]  They're going to release a new strain.
[00:18:39.043 --> 00:18:42.005]  They're going to poison some folks and say that's what it is.
[00:18:44.628 --> 00:18:45.548]  Bird flu in U.S.
[00:18:45.568 --> 00:18:45.909]  cows.
[00:18:45.989 --> 00:18:46.689]  We're willing in.
[00:18:47.850 --> 00:18:49.984]   As bird flu Fears rise.
[00:18:50.044 --> 00:18:51.785]  The world is negotiating a pandemic treaty.
[00:18:51.845 --> 00:18:52.966]  It looks like a disappointment.
[00:18:52.986 --> 00:18:55.067]  Oh, it's not strong enough, Box says.
[00:18:56.128 --> 00:18:57.028]  Bird flu in milk.
[00:18:57.068 --> 00:18:58.329]  Can humans get bird flu?
[00:18:58.369 --> 00:18:59.189]  How contagious is it?
[00:18:59.589 --> 00:19:01.630]  The avian influenza explained.
[00:19:03.531 --> 00:19:06.513]  FDA says bird flu in cow milk.
[00:19:08.634 --> 00:19:14.417]  Here's no sign yet of H5N1 bird flu spreading between humans, says WHO.
[00:19:15.217 --> 00:19:18.239]  And that was yesterday.
[00:19:21.627 --> 00:19:25.211]  Gary Worker with bird flu, never developed respiratory symptoms, only pink eye.
[00:19:25.592 --> 00:19:26.052]  NBC News.
[00:19:26.092 --> 00:19:28.255]  Then later they admitted and retracted it and just showed it on screen.
[00:19:28.595 --> 00:19:29.616]  Oh, he didn't have bird flu.
[00:19:29.636 --> 00:19:32.059]  But, oh my god, he's got bird flu!
[00:19:32.279 --> 00:19:34.382]  And then, oh, actually, he never had bird flu.
[00:19:34.802 --> 00:19:35.163]  NBC News.
[00:19:36.607 --> 00:19:43.250]  Colorado officials probe sources of H5N1 in cows as USDA confirms more infected mammals.
[00:19:43.910 --> 00:19:45.470]  But none of the cows are sick, by the way.
[00:19:45.490 --> 00:19:46.651]  It's all just made-up crap.
[00:19:47.371 --> 00:19:48.392]  Bird flu latest.
[00:19:48.492 --> 00:19:50.032]  Avian influenza isn't killing cows.
[00:19:50.092 --> 00:19:51.313]  Experts are still worried.
[00:19:52.793 --> 00:19:56.555]  Biden administration to exclude avian influenza COVID-19 from risky research rules.
[00:19:57.275 --> 00:19:59.976]  They can do gain-of-function whenever they want because it's such a threat.
[00:20:01.974 --> 00:20:03.615]  A dangerous vaccine for nothing disease.
[00:20:03.675 --> 00:20:03.855]  U.S.
[00:20:03.875 --> 00:20:05.376]  stockpiling bird flu vaccine.
[00:20:05.416 --> 00:20:07.317]  See, I tell you, and then I show you the article.
[00:20:07.678 --> 00:20:11.440]  I don't like the media just says, Jones says he loves Hitler, and then they never show the clip.
[00:20:12.981 --> 00:20:14.922]  Or Jones says he rapes women, never show the clip.
[00:20:14.982 --> 00:20:17.584]  I tell you the synopsis, then I deliver it for you.
[00:20:17.604 --> 00:20:19.045]  I'll show you where you can get it for yourself.
[00:20:20.186 --> 00:20:25.049]  A really key thing we're going to cover next hour, self-replicating nanobots found in both vaxxed and unvaxxed.
[00:20:25.549 --> 00:20:26.229]  Giant report.
[00:20:27.750 --> 00:20:28.511]  Ties in with all this.
[00:20:30.987 --> 00:20:32.569]  So that's just some of what we're going to be hitting.
[00:20:32.589 --> 00:20:33.790]  That's only half that stack.
[00:20:34.130 --> 00:20:35.652]  But this big stack ties in with it.
[00:20:36.333 --> 00:20:37.955]  But believe it.
[00:20:38.095 --> 00:20:38.876]  You don't need to believe me.
[00:20:38.896 --> 00:20:39.376]  You see it.
[00:20:39.917 --> 00:20:40.718]  They are getting ready.
[00:20:40.738 --> 00:20:43.801]  In fact, they're not getting ready.
[00:20:43.841 --> 00:20:45.123]  We're already into this area.
[00:20:45.163 --> 00:20:46.985]  You can say yesterday's the day.
[00:20:47.485 --> 00:20:50.689]  Let's say May 8th, I think, is really when it went into full operation.
[00:20:52.079 --> 00:20:58.584]  I've also talked to some of my sources in the federal government, the same ones that said they were going to try to roll this crap out again last year with monkeypox, didn't work.
[00:20:58.724 --> 00:21:00.605]  This time they're going to, they're told it's coming.
[00:21:00.625 --> 00:21:06.930]  I'll tell you about that information exclusively next hour and so much more.
[00:21:07.670 --> 00:21:18.798]  Now I want to hit Biden and the economy and him saying inflation's low under him and just huge bank run news that isn't even getting any attention and bank failure news is getting almost no attention.
[00:21:18.838 --> 00:21:19.859]  That's all coming up next segment.
[00:21:20.680 --> 00:21:26.062]  And then I'm going to continue on with all this analysis and so much more in the second hour as well.
[00:21:26.402 --> 00:21:27.182]  More on the Open Border.
[00:21:28.242 --> 00:21:36.885]  But before we go to break, please remember we have amazing products that really work, that will empower you and embolden you in your life at InfoWarsStore.com.
[00:21:37.565 --> 00:21:40.466]  Ultimate fish oil is the highest grade of fish oil.
[00:21:40.586 --> 00:21:43.227]  So good for your whole body, so good for your brain, so good for everything.
[00:21:43.968 --> 00:21:48.049]  And we have a great high-quality version at a very reasonable price that funds the operation.
[00:21:48.109 --> 00:21:50.390]  Please do your shopping at InfoWarsStore.com.
[00:21:50.750 --> 00:21:53.951]  Nitric Boost that cleans out the blood and cleans out the cardiovascular system.
[00:21:54.651 --> 00:21:55.792]  Everybody should be taking this.
[00:21:55.832 --> 00:21:57.152]  People love it once they try it.
[00:21:57.512 --> 00:22:00.653]  Young, old, it's great for everybody, especially middle-aged or older.
[00:22:01.133 --> 00:22:01.753]  NitricBoost.
[00:22:01.893 --> 00:22:04.134]  InfoWarsStore.com or 888-253-3139.
