[00:00:00.000 --> 00:00:13.480]  [outro]
[00:06:27.655 --> 00:06:41.770]  Now, I began to make the point yesterday when ISIS took credit that ISIS is a cutout of Western intelligence to destabilize the world, attack Western countries so they get giant defense budgets domestically to take our rights, and to be able to invade countries.
[00:06:42.691 --> 00:06:57.635]  The United States openly, under Obama, funded hundreds of thousands of ISIS fighters to start the Arab Spring and the invasion and attempt to topple the leadership in Damascus, Syria.
[00:06:58.816 --> 00:07:28.326]   So when I see the extreme ignorance When I posted these comments and posted statements about this on X yesterday and today, getting tens of millions of readers and viewers, that there were brigades of either useful idiots or liars in the feed saying, ISIS is an Islamic organization, has nothing to do with US, British, European, NATO, Israeli intelligence.
[00:07:29.755 --> 00:07:32.016]  So I'm going to show you Obama saying that the U.S.
[00:07:32.056 --> 00:07:35.098]  government funded ISIS, or he called it ISIL, same group.
[00:07:35.918 --> 00:07:42.061]  I'm going to show you Jerusalem Post and other headlines saying Israel's working with ISIS.
[00:07:43.542 --> 00:07:46.003]  They think you don't have a memory, ladies and gentlemen.
[00:07:47.264 --> 00:07:49.025]  Osama bin Laden was CIA.
[00:07:51.286 --> 00:07:56.429]  So there is a historical fact here that people don't remember.
[00:07:57.771 --> 00:08:02.055]  I have made more than six films on 9-11 and Islamic terror.
[00:08:03.436 --> 00:08:04.577]  I have written books on it.
[00:08:04.797 --> 00:08:10.823]  I have interviewed hundreds of top guests, including former section chiefs of the CIA.
[00:08:12.725 --> 00:08:33.176]   This is in the mainline historical literature, but it is not something that is normally on the nightly news, though I have AP Reuters And Jerusalem Post saying, Israel helped fund ISIS with Obama, Israel created Hamas, and I'm not anti-Israel, like I'm not anti-USA, but we have criminals running our governments.
[00:08:33.296 --> 00:08:34.597]  I am against what they're doing.
[00:08:35.718 --> 00:08:47.526]  So, this is like saying George Washington was the first president of the United States, and people are arguing because they don't know history, and say it's Abraham Lincoln, who came almost 100 years later.
[00:08:49.164 --> 00:08:57.806]  So this is a fact, ladies and gentlemen, and in fact, I posted on X a Syrian girl two-minute video that I forgot to send the crew.
[00:08:57.826 --> 00:09:05.847]  You guys download that right now, because I want to play that first before we go to her, and Ossie Cossack, who's a great reporter, lives in Australia but has Russian roots.
[00:09:06.527 --> 00:09:08.267]  He's now been able to join us as well.
[00:09:08.547 --> 00:09:14.908]  And then Scott Bennett, Vladimir Solyov, and so much more today.
[00:09:14.948 --> 00:09:16.809]  This is going to be an absolute jam-packed transmission.
[00:09:18.622 --> 00:09:22.946]  I'll be walking through all of this when we have the guest on.
[00:09:22.966 --> 00:09:25.808]  But let's get a first snapshot look at what I just told you I have.
[00:09:25.828 --> 00:09:29.752]  Because when I tell you I've got something, I'm going to show it to you unlike corporate media.
[00:09:30.452 --> 00:09:32.734]  Corporate media will tell you that I'm a Nazi.
[00:09:32.754 --> 00:09:33.655]  They never show a clip of it.
[00:09:33.995 --> 00:09:35.196]  Or they'll say I'm an actor.
[00:09:35.216 --> 00:09:35.977]  Never show a clip of it.
[00:09:36.177 --> 00:09:36.777]  It's all lies.
[00:09:38.219 --> 00:09:39.099]  Overhead shot please.
[00:09:40.120 --> 00:09:41.181]  Here's just some of the breaking news.
[00:09:41.521 --> 00:09:44.044]  Moscow concert hall attack death toll rises to 133.
[00:09:45.888 --> 00:10:00.522]  Russia arrests 11 Moscow massacre suspects as they reveal names and pictures of those they believe behind the ISIS concert hall slaughter and debt toll that rose to 115, now it's 133, and pictures reveal bloody aftermath.
[00:10:01.063 --> 00:10:10.112]  Putin says Moscow concert hall gunman, gunman who killed 133, tried to flee to Ukraine despite ISIS claiming the attack.
[00:10:11.448 --> 00:10:15.169]  Well, I mean, ISIS has been fighting in Ukraine on the side of Ukraine.
[00:10:15.189 --> 00:10:17.050]  I'll show you mainstream articles in a moment.
[00:10:18.550 --> 00:10:19.150]  Here's another one.
[00:10:19.210 --> 00:10:22.832]  Putin claims Kiev tried, tied to Moscow terror attack.
[00:10:22.932 --> 00:10:24.932]  Ukraine official denies connection.
[00:10:25.232 --> 00:10:42.707]   And then goes on to say Putin, who just won re-election by 87% and has won the war in Ukraine, That he would do this, despite the fact that the CFR, the Trilateral Commission, the Bilderberg Group, all put out statements last week, through Fareed Zakaria, saying, we're going to start hitting the Russians inside their country.
[00:10:43.988 --> 00:10:46.449]  And we've seen the drone attacks and the mass shootings.
[00:10:46.649 --> 00:10:51.651]  They've already sent Ukrainians hundreds of times across into Russia, massacring people in towns.
[00:10:52.351 --> 00:10:55.833]  Now they're just doing it in the middle of Moscow.
[00:10:55.913 --> 00:10:58.874]  So the idea that, oh, they'd never do this, is preposterous.
[00:10:59.847 --> 00:11:00.487]  Of course, we have the U.S.
[00:11:00.527 --> 00:11:05.749]  Embassy warning Americans to avoid Moscow concert weeks before the attacks and issuing new warnings today.
[00:11:06.529 --> 00:11:07.749]  That's called covering your tracks.
[00:11:09.270 --> 00:11:12.430]  Russian troops hack off Moscow attacker's ear and feed it to him.
[00:11:12.710 --> 00:11:13.671]  Yeah, they posted the video.
[00:11:13.711 --> 00:11:14.071]  They did it.
[00:11:16.431 --> 00:11:19.232]  Islamic State releases photo of alleged attackers in Russia shooting.
[00:11:19.612 --> 00:11:21.813]  They want the credit to get the heat off their bosses at NATO.
[00:11:23.712 --> 00:11:26.593]  With the world's attention on Gaza, ISIS is making a global comeback.
[00:11:26.653 --> 00:11:29.454]  Yeah, so the West has an excuse to stay in the Middle East.
[00:11:30.054 --> 00:11:37.997]  And here is the new State Department warning today, telling Americans to stay out of populated, popular areas in Moscow.
[00:11:38.057 --> 00:11:44.119]  We'll be going over all of it, but because I mentioned it, let's just show you a small smattering of this.
[00:11:44.139 --> 00:11:45.319]  We'll get to more as we go along.
[00:11:45.779 --> 00:11:47.460]  You can go to the Jerusalem Post website.
[00:11:47.480 --> 00:11:48.120]  You may have heard of it.
[00:11:48.480 --> 00:11:51.181]  This is Jerusalem Post, March 13th, 2015.
[00:11:54.286 --> 00:11:58.967]  Report, Israel treating Al-Qaeda fighters wounded in Syrian civil war.
[00:12:02.968 --> 00:12:04.908]  And we've got more.
[00:12:05.828 --> 00:12:10.169]  And I have a clip of Obama calling it ISIL, but it's the same group, ISIS.
[00:12:11.029 --> 00:12:13.870]  Let's go ahead and play clip 11 first.
[00:12:14.010 --> 00:12:18.771]  Here is Obama, who started the attack on Syria over a decade ago.
[00:12:19.431 --> 00:12:23.532]  And here he is talking about ISIS slash Al-Qaeda, ISIL, here it is.
[00:12:24.758 --> 00:12:32.842]  So with the additional steps I ordered last month, we're speeding up training of ISIL forces, including volunteers from Sunni tribes in Anbar province.
[00:12:33.042 --> 00:12:39.426]  Month we're speeding up training of ISIL forces, including volunteers from Sunni tribes in Anbar province.
[00:12:40.867 --> 00:12:41.167]  Okay.
[00:12:41.247 --> 00:12:43.528]  And then we have John Kirby, his warning.
[00:12:43.568 --> 00:12:44.869]  We have a statement by Putin.
[00:12:44.909 --> 00:12:45.869]  I'll get to here in a moment.
[00:12:46.770 --> 00:12:48.751]  Putin does not have the motive in this.
[00:12:48.771 --> 00:12:52.473]  I certainly don't lionize or say Vladimir Putin's an angel.
[00:12:53.902 --> 00:13:08.230]  But look at this, and it's now confirmed, breaking one of the terrorists, Rustam Aschev, is a Ukrainian citizen and fought in the armed forces of Ukraine in 2022.
[00:13:09.290 --> 00:13:11.591]  And here it is, right here.
[00:13:11.651 --> 00:13:15.113]  We've got him being interrogated and admitting to all of it.
[00:13:16.704 --> 00:13:17.505]  That's where we are.
[00:13:17.525 --> 00:13:25.550]  I had Jack Posobiec, Naval Intelligence, incredible connections inside the defense system and people in our own government that don't want World War III.
[00:13:26.171 --> 00:13:33.236]  He's been on probably five times the last two months saying imminent attacks on things like sports stadiums and theaters.
[00:13:33.736 --> 00:13:35.717]  That's exactly what the State Department two weeks ago warned us.
[00:13:36.578 --> 00:13:37.799]  So they can say, oh, we warned you.
[00:13:37.879 --> 00:13:40.541]  They didn't give the Russians the specific intel.
[00:13:42.438 --> 00:13:46.660]  Like the Russians did on the CIA ISIS cutouts that did the Boston bombing.
[00:13:47.221 --> 00:13:48.341]  So again, we're patches as well.
[00:13:49.762 --> 00:13:58.106]  So when the globalists want to take rights or divert people or invade a country, they activate ISIS, which is just Al Qaeda under a new name.
[00:13:58.146 --> 00:14:04.169]  Then they go to these countries in Central Asia where they have very, very low nutrition.
[00:14:04.510 --> 00:14:05.450]  There's a lot of inbreeding.
[00:14:05.470 --> 00:14:06.571]  They have very low IQs.
[00:14:06.591 --> 00:14:07.571]  You see the interrogations.
[00:14:07.591 --> 00:14:08.732]  These guys are really stupid.
[00:14:09.534 --> 00:14:12.916]  They go to Ukraine, their mama gets, you know, paid a half million dollars.
[00:14:13.516 --> 00:14:15.438]  They go on this mission trying to flee back to Ukraine.
[00:14:15.478 --> 00:14:18.660]  That's where they caught, now, more than 10 of them.
[00:14:20.541 --> 00:14:21.861]  And you see the footage, it's real.
[00:14:21.901 --> 00:14:22.702]  You can't fake that.
[00:14:23.282 --> 00:14:29.366]  You'd get a hundred Oscars if you could of the Russian special operations people catching them.
[00:14:30.287 --> 00:14:30.467]  So...
[00:14:31.601 --> 00:14:42.066]  The globalist Fareed Zakaria just on last Saturday, and I aired it Monday and said they're getting ready for terror attacks inside Russia, said it's not about sanctions, it's about hurting the Russians inside their country with attacks.
[00:14:43.606 --> 00:14:46.287]  And that's what Ukraine has said they'll do.
[00:14:46.367 --> 00:14:48.648]  They've blown up the bridge repeatedly.
[00:14:48.688 --> 00:14:54.191]  They blew up the Nord Stream pipeline and said Putin did it, and now it's been leaked to Cyrus, of course, that it wasn't.
[00:14:55.458 --> 00:14:56.599]  Of course it was done by the West.
[00:14:57.601 --> 00:15:02.146]  And who's dissolving our borders after destroying the Middle East and bringing all the Islamist, jihadi, military-age men here?
[00:15:03.288 --> 00:15:13.348]   Those are the sleeper cells, if and when Trump wins, that the left's already said are going to uprise with Black Lives Matter and others And literally bring the country into an inferno.
[00:15:13.649 --> 00:15:15.310]  And what did the federal judge rule on Monday?
[00:15:15.731 --> 00:15:19.595]  Illegal aliens can have guns, but the same judge said citizens can't.
[00:15:20.015 --> 00:15:27.843]  And the Attorney General, I have the articles right here, announced they're going to go after American gun owners without warrants and take your guns, but the illegal aliens can have them.
[00:15:28.044 --> 00:15:30.106]  So they're bringing in the illegal aliens, giving them the guns.
[00:15:30.747 --> 00:15:35.344]   This is Red Dawn, folks, but it's directed by the criminals that have hijacked Our government.
[00:15:35.865 --> 00:15:38.567]  Now we're going to go to Syrian girl in Moscow.
[00:15:38.587 --> 00:15:40.088]  She's got incredible B-roll she sent us.
[00:15:40.388 --> 00:15:44.370]  She's actually gotten access into the theater because of her press credentials or the surrounding areas.
[00:15:44.711 --> 00:15:50.695]  Aussie Cossacks up very, very early in Australia joining us.
[00:15:51.115 --> 00:15:52.016]  And then so much more.
[00:15:52.056 --> 00:15:56.499]  But I wanted to give this preface here that the globalists are losing their war in Russia.
[00:15:58.060 --> 00:15:59.320]  And they said they would.
[00:15:59.541 --> 00:16:00.861]  And they've been doing cross-border attacks.
[00:16:01.202 --> 00:16:04.144]  And so now they hope you don't know ISIS is a creation of the West.
[00:16:05.054 --> 00:16:10.083]  So here is a short clip of Vladimir Putin making these points today.
[00:16:11.813 --> 00:16:13.553]  They were found and apprehended.
[00:16:13.573 --> 00:16:15.734]  They tried to escape.
[00:16:15.934 --> 00:16:20.555]  They were moving towards the border with Ukraine.
[00:16:20.835 --> 00:16:31.738]  And we have data that suggests that they were about to be moved towards the territory of Ukraine by those in Ukraine.
[00:16:32.258 --> 00:16:51.765]   Our military services, our emergency services, everyone is, our investigators are working on Finding out the orchestrators of this terrorist attack, those who gave them transportation, who gave them weapons, etc.
[00:16:52.165 --> 00:16:58.548]  The investigative authorities will do everything to identify all details of this crime.
[00:16:58.949 --> 00:17:10.939]   But it's already evident that we face not just a cynically organized terrorist attack, but a massive Mass killing of civilians.
[00:17:11.099 --> 00:17:21.072]   These perpetrators, these criminals went specifically to kill To kill people, point-blank.
[00:17:21.292 --> 00:17:34.600]  Our people, our children, just like the Nazis that once killed our people during the war, they do the same.
[00:17:35.240 --> 00:17:47.492]   All the orchestrators, all those who are responsible for this crime will inevitably Be found responsible, they will pay.
[00:17:47.512 --> 00:17:54.060]  We will identify everyone who stands behind these terrorists and they will pay.
[00:17:54.420 --> 00:17:55.962]  This is a strike against Russia.
[00:17:58.925 --> 00:18:14.192]  We know what terrorist threat means and we expect that other nations that share our pain will cooperate with us and we will stand united against this common enemy, international terrorism.
[00:18:15.032 --> 00:18:18.633]  Vladimir Solyakov is joining us coming up in the next hour.
[00:18:18.452 --> 00:18:28.853]   its ugly head. These terrorists have no nationality and there's only one future for them. Retribution
[00:18:28.853 --> 00:18:31.853]  and oblivion.
[00:18:31.853 --> 00:18:36.853]  Vladimir Solyakov is joining us coming up in the next hour.
[00:18:36.853 --> 00:18:40.962]   We're going to have all three of these guys together here in just a moment. Syrian
[00:18:40.962 --> 00:18:42.212]  girl, Ossie Kossak.
[00:18:42.232 --> 00:18:50.232]   Cyrinderl's in Moscow. Scott Bennett, former Army intel, has spent months in country covering it live.
[00:18:50.232 --> 00:18:56.232]   He's coming up and Michael Yawn today. But Cyrinderl did a great job in two minutes today on her ex-account
[00:18:56.232 --> 00:19:02.232]   breaking down ISIS. And it's not connections. It was born out of Western intelligence.
[00:19:02.232 --> 00:19:06.232]   Going back to Jimmy Carter and then Reagan, finally Mujahideen, they needed new names.
[00:19:06.232 --> 00:19:12.942]   They renamed Al-Qaeda, ISIS or ISIL. You just saw Obama admit to it. Here's a few minutes of her and then we'll go
[00:19:12.942 --> 00:19:13.232]  to her live.
[00:19:14.232 --> 00:19:13.792]  Hi everyone, it's Cyrinderl and I'm in Moscow right now.
[00:19:13.792 --> 00:19:21.232]  Just after the terrorist attack.
[00:19:21.304 --> 00:19:24.965]  I can tell you that most people are doubting that this is ISIS.
[00:19:25.565 --> 00:19:31.888]  Most people, including the government, likely are suspecting that this is Ukrainian terrorists.
[00:19:32.048 --> 00:19:35.910]  This is not the first time that a terrorist attack happened in Moscow.
[00:19:35.950 --> 00:19:41.828]   Of course, there was the assassination of Darya Dugina with a car bomb right here.
[00:19:41.828 --> 00:19:46.110]  There were multiple other attempts at attacks.
[00:19:46.110 --> 00:19:51.569]   There is heightened security here, although I think it became a little bit too relaxed
[00:19:51.569 --> 00:19:53.590]  over time.
[00:19:53.590 --> 00:19:57.149]  And now that's not going to be the case anymore.
[00:19:57.149 --> 00:20:03.350]   But the fact that ISIS supposedly just posted on this website that they were responsible
[00:20:03.350 --> 00:20:05.669]  does not equal that they were responsible.
[00:20:06.128 --> 00:20:11.813]  And we all know, like, why suddenly, at this convenient time, there's a resurgence of ISIS.
[00:20:12.334 --> 00:20:15.496]  You know, how many years has it been since there was an ISIS?
[00:20:15.997 --> 00:20:22.503]  And why is it that while there's a genocide going on in Palestine, ISIS never attacks Israel?
[00:20:22.543 --> 00:20:31.350]   And the one time that a wayward missile went in their direction, The Israeli Defense Minister said that ISIS apologized to them.
[00:20:31.891 --> 00:20:39.176]  Why is it that this ISIS creature is always attacking the countries that the US is fighting at that time?
[00:20:39.236 --> 00:20:45.160]  For example, you know, during the Syrian war, we were fought by ISIS to the point of devastation.
[00:20:45.560 --> 00:20:49.863]  And at the same time as ISIS was bombing us, the US was bombing us.
[00:20:50.202 --> 00:20:52.601]  is not strangely convenient.
[00:20:52.601 --> 00:20:57.282]   And the fact that during the Iraq war where ISIS was born out of Al-Qaeda,
[00:20:57.282 --> 00:21:02.403]   isn't it strange that where the US is fighting, ISIS just happens to be fighting
[00:21:02.403 --> 00:21:03.843]  the people that they're fighting.
[00:21:03.843 --> 00:21:06.522]  I mean, like, doesn't that strike anyone as odd?
[00:21:06.522 --> 00:21:13.322]   Doesn't it strike anyone as odd that just after Russia vetoed a pro-Israel UN resolution,
[00:21:13.322 --> 00:21:23.163]   like within hours or within minutes, this attack happens, the fact that Russia only a few weeks ago
[00:21:23.163 --> 00:21:29.802]   had all of the Palestinian leadership here, including Hamas, doesn't it strike anyone as odd
[00:21:29.802 --> 00:21:36.942]   that ISIS would choose to target the country that brought them in and try to support them?
[00:21:36.942 --> 00:21:49.733]   And you know I Isn't it the case that Israel is destroying mosque after mosque and threatening to take the Al-Aqsa Mosque, the most holy mosque in Islam, and turn it into a synagogue and build the third temple?
[00:21:50.453 --> 00:21:59.116]  Isn't it odd that at that time when this is happening, ISIS is still just attacking the enemies of the United States?
[00:22:00.416 --> 00:22:00.836]  Come on!
[00:22:00.856 --> 00:22:06.099]  I mean, how much more obvious can you get that ISIS is the CIA and the Mossad?
[00:22:06.759 --> 00:22:19.866]  Or, the actors that did this, in fact, were not ISIS, but in fact, were probably traitors, Ukrainians working for the Americans.
[00:22:22.333 --> 00:22:26.655]  It's not even, like, the mask has completely fallen off with this attack, seriously.
[00:22:27.855 --> 00:22:31.697]  It makes absolutely no sense that ISIS would return at this opportune moment.
[00:22:32.737 --> 00:22:44.842]  And it's also super suspicious that the United States knew anything so specific about the terrorist attack weeks in advance that they knew it was going to be a concert.
[00:22:45.402 --> 00:22:47.523]  Was that a warning or was that a threat?
[00:22:48.564 --> 00:22:52.076]   I'm gonna Report more as the story develops.
[00:22:52.416 --> 00:22:53.217]  Thank you very much.
[00:22:53.357 --> 00:22:55.299]  Please follow me as Partisan Girl.
[00:22:56.921 --> 00:23:02.145]  All right, joining us and riding shotgun with us for the rest of the hour is Syrian Girl from Moscow.
[00:23:02.205 --> 00:23:06.469]  She lives outside Russia, but she's there to cover all this as a journalist.
[00:23:06.970 --> 00:23:12.375]  And also Ossi Kossak, who has Russian roots, but is in Australia, also a great reporter and journalist.
[00:23:12.395 --> 00:23:14.237]  We know him well, battling the COVID lockdowns.
[00:23:14.797 --> 00:23:20.962]  And then Scott Bennett, former Army intel, just spent months in the frontline areas in Ukraine joining us.
[00:23:21.103 --> 00:23:25.406]  And then Vladimir Soloviev coming up, the biggest broadcaster in Russia.
[00:23:25.666 --> 00:23:27.068]  He's doing a show live right now.
[00:23:27.108 --> 00:23:30.390]  He's off in about 36 minutes from now.
[00:23:31.131 --> 00:23:33.633]  So, going first to Syrian Girl.
[00:23:34.334 --> 00:23:39.238]  Since you posted that, what, 10 hours ago, you were able to get access as a journalist to areas other people weren't.
[00:23:39.258 --> 00:23:41.360]  You've been able to go and survey what's happening.
[00:23:41.380 --> 00:23:42.701]  What's the intel you've got for us?
[00:23:45.661 --> 00:23:54.130]  Well, I've sent some B-roll to your producer on the scene, you know, people are putting flowers down at the mall with Saqqakhan.
[00:23:54.770 --> 00:24:00.696]  There's devastation burnt, you know, you can see the building, his roof has collapsed.
[00:24:01.215 --> 00:24:02.116]  and has been burned.
[00:24:02.316 --> 00:24:05.039]  Obviously, they used a lot of munitions to be able to do that.
[00:24:05.079 --> 00:24:06.240]  They were very well prepared.
[00:24:06.260 --> 00:24:17.772]  And I wanted to say, you know, one thing I wanted to add as well is, you know, the CIA and the Mossad have been very closely linked since Henry Kissinger.
[00:24:18.452 --> 00:24:28.897]  And the Likud party was on Russia Today, like Russian television, threatening Russia for their stance on Gaza and saying that they're going to pay for it.
[00:24:29.597 --> 00:24:32.178]  Maybe it's not a coincidence that a concert was targeted.
[00:24:32.818 --> 00:24:43.783]  By the way, I posted that on my ex, I posted that on ex last night, it got like 3 million views, where a member of the Knesset literally says, we're going to attack you with these attacks, blaming Russia for it.
[00:24:44.883 --> 00:24:46.264]  And the RT host is just blown away.
[00:24:48.587 --> 00:25:08.680]  Well, also Colonel Douglas MacGregor said it's the CIA, but the thing that really interests me is the fact that, you know, you and I, Alex, especially you, you were there at the very beginning, but I think 10 years ago, 12 years ago, the first interview we did together was because I made a video that said Al-Qaeda is Al-CIA.
[00:25:09.640 --> 00:25:16.510]  And the fact is now, it's so open and so blatant that even the Russian government's like, no, this is not ISIS.
[00:25:16.590 --> 00:25:18.152]  This is Ukraine.
[00:25:18.172 --> 00:25:25.263]  It's a big deal to have Putin come out and say they're using ISIS as a NATO cutout and they tried to flee, they caught them running into Ukraine.
[00:25:27.174 --> 00:25:40.938]  What was a conspiracy theory that we were talking about a decade or more ago is now just back and it's just amazing to see because it didn't even make any sense to use ISIS as this cutout at this time.
[00:25:43.659 --> 00:25:48.860]  Victoria Nuland also threatened nasty surprises towards Russia recently.
[00:25:50.521 --> 00:25:55.622]  It's just a mask-off moment, that's what I would call it.
[00:25:56.678 --> 00:25:58.239]  I agree, and it shows total desperateness.
[00:25:58.259 --> 00:26:04.485]  Did you see the clip of Fareed Zarqari, who was the mouth of the Globalist, saying we need to hit Russia internally and hurt them just last week?
[00:26:06.227 --> 00:26:07.167]  Well, absolutely.
[00:26:07.227 --> 00:26:11.191]  And I wonder, I didn't see any ISIS flags.
[00:26:11.251 --> 00:26:13.413]  I watched the footage of the terrorist attack.
[00:26:13.773 --> 00:26:15.054]  I didn't see any ISIS flags.
[00:26:15.134 --> 00:26:16.716]  I didn't see any... Yeah, what did you see?
[00:26:16.736 --> 00:26:18.758]  It sure looked like Ukrainian uniforms to me.
[00:26:20.214 --> 00:26:26.537]  A hundred percent and the fact that they were fleeing towards Ukraine, you know, the fact is like no one's buying it here.
[00:26:26.597 --> 00:26:29.638]  No one's buying suddenly ISIS comes out of nowhere.
[00:26:29.958 --> 00:26:36.240]  You know, how many must have been devastated in Palestine at this time?
[00:26:36.561 --> 00:26:37.581]  And what has Russia done?
[00:26:38.021 --> 00:26:55.107]   I was here when Russia brought in all of the Palestinian factions, Fatah and including Hamas, And so, of all the people ISIS is going to target, it's going to target... Sorry about that.
[00:26:55.507 --> 00:26:56.208]  My phone fell over.
[00:26:56.228 --> 00:26:58.628]  So it's going to target Russia?
[00:26:59.068 --> 00:26:59.649]  That's right.
[00:27:00.129 --> 00:27:02.089]  ISIS never attacks the West.
[00:27:02.590 --> 00:27:03.710]  It never attacks Israel.
[00:27:05.316 --> 00:27:05.977]  Absolutely!
[00:27:06.117 --> 00:27:29.558]  And, you know, the Israeli Defense Minister said ISIS apologized to them, as I said in that clip, but ISIS really helped Israel in the 1982 Oded Yunan Plan, which was Israel's paper that was written in 1982 to cut Syria up into different regions, including a region east of the Euphrates.
[00:27:30.058 --> 00:27:34.240]  And, you know, there's articles written about this, that ISIS really helped in this regard.
[00:27:34.501 --> 00:27:43.946]  And also the former Defense Minister of Israel said he would prefer ISIS to be victorious in Syria than they would Iran.
