[00:00:00.429 --> 00:00:04.212]  2024.
[00:07:03.440 --> 00:07:04.021]  God is truth.
[00:07:05.521 --> 00:07:14.964]  And my integrity is absolute to the point of hurting myself in many cases, as people know.
[00:07:16.624 --> 00:07:21.166]  But I just cannot tell a lie.
[00:07:22.321 --> 00:07:23.001]  I make mistakes.
[00:07:24.282 --> 00:07:27.323]  And then I look at our enemies and how they are the complete opposite.
[00:07:28.343 --> 00:07:30.804]  And it is fantastical to see what scum they are.
[00:07:33.686 --> 00:07:35.426]  And we are on the verge of nuclear war.
[00:07:36.587 --> 00:07:38.668]  They have killed 22 million people with the shots and counting.
[00:07:41.889 --> 00:07:51.013]  They are now about to inject the entire beef herd under emergency executive orders with mRNA self-replicating nano prions.
[00:07:51.803 --> 00:07:54.505]  That will give you basically synthetic mad cow disease.
[00:07:55.986 --> 00:08:00.389]  And that's just the part eating your brain, not to mention your liver and your heart and your arteries and everything else.
[00:08:00.690 --> 00:08:02.211]  Capillaries.
[00:08:03.652 --> 00:08:04.372]  There's big news on that.
[00:08:04.392 --> 00:08:06.074]  I mean, we are in the middle of a total war.
[00:08:06.114 --> 00:08:06.954]  We're all being targeted.
[00:08:06.994 --> 00:08:07.555]  It's a fact.
[00:08:07.615 --> 00:08:14.720]  It's not... I am in great sorrow and great mourning for humanity.
[00:08:14.920 --> 00:08:18.083]  And I'll be quite honest with you.
[00:08:19.076 --> 00:08:26.778]  When you get older and you've lived, I've always loved humanity, but the continuum of the human experiment and what we are is what matters.
[00:08:27.298 --> 00:08:28.558]  And it's being erased.
[00:08:28.618 --> 00:08:30.098]  We're being overwritten.
[00:08:30.838 --> 00:08:33.839]  The plan is to get rid, publicly, of 90% of the world population.
[00:08:34.219 --> 00:08:36.600]  The globalists are just telling their minions they're going to be kept around.
[00:08:36.620 --> 00:08:37.340]  That's not going to happen.
[00:08:39.720 --> 00:08:41.881]  There are internal statements and other information I've gotten.
[00:08:41.901 --> 00:08:45.381]  And then there are predictive programming and missions.
[00:08:45.461 --> 00:08:48.662]  They believe they will reduce everything down to one entity.
[00:08:50.492 --> 00:08:56.173]  There'll be finally two entities that face each other in this quest for godhood.
[00:08:56.733 --> 00:08:57.854]  Gods destroy worlds.
[00:08:58.134 --> 00:09:01.694]  Gods kill populations.
[00:09:01.734 --> 00:09:04.975]  Gods are gods because they make the decisions to do that.
[00:09:06.575 --> 00:09:07.796]  Oh yeah, your god Satan.
[00:09:09.016 --> 00:09:10.536]  And of course all of them are betrayed.
[00:09:10.556 --> 00:09:12.697]  There won't be one entity left at the end of this.
[00:09:13.497 --> 00:09:14.017]  Satan will
[00:09:15.498 --> 00:09:15.999]  Kill everything.
[00:09:16.400 --> 00:09:19.245]  Every animal, every plant, every human, every life form on earth.
[00:09:20.147 --> 00:09:27.301]  But Satan wants the free will action of those he's deceived to carry that out, down to the last betrayal of the last person.
[00:09:30.307 --> 00:09:32.869]  And so that's really the most important message you can get here.
[00:09:32.909 --> 00:09:36.131]  And that's why they don't like me, because I see them, I know them.
[00:09:36.171 --> 00:09:42.575]  I mean, like in Time Magazine and Newsweek, I said 10 years ago, it was like 15 years ago, they said, Alex Jones is the prophet of the Tea Party.
[00:09:43.156 --> 00:09:45.757]  And I'm not saying I'm a prophet, but that's how the enemy sees me.
[00:09:46.258 --> 00:09:48.980]  This is the guy, this is the guy out there stirring it up.
[00:09:49.000 --> 00:09:52.362]  And I knew they gave me credit for getting Trump elected, and I think our audience did.
[00:09:53.162 --> 00:09:56.004]  But they really do see me after Trump as the number one enemy.
[00:09:56.024 --> 00:09:56.885]  I'm the number two enemy.
[00:09:58.681 --> 00:10:05.604]  And they tried to set me up a bunch and I had this mission-oriented situation where I ignored all the attacks on us.
[00:10:05.664 --> 00:10:11.246]  I would just give you little updates because I understood that those attacks were to try to get me diverted off of message.
[00:10:13.027 --> 00:10:20.489]  But now those attacks that are coming to their conclusion in this theater of war are waking people up.
[00:10:21.910 --> 00:10:23.391]  And they're trying to put me in prison.
[00:10:24.411 --> 00:10:26.732]  So I do need to talk about myself.
[00:10:27.979 --> 00:10:29.960]  And I do need to set the record straight about what's going on.
[00:10:31.001 --> 00:10:33.263]  But just very briefly, I want to thank you all.
[00:10:33.443 --> 00:10:34.423]  We don't want any violence.
[00:10:35.404 --> 00:10:37.765]  The enemy wants violence because they're losing the hearts and minds.
[00:10:37.785 --> 00:10:39.386]  They're losing the control of your soul.
[00:10:39.987 --> 00:10:40.907]  And that's the final goal.
[00:10:42.829 --> 00:10:45.010]  And so no violence to support Infowars.
[00:10:45.050 --> 00:10:45.610]  None of that.
[00:10:45.711 --> 00:10:52.235]  We're in the age and the season and the time of the false flags going into the election with 155 days left.
[00:10:53.295 --> 00:10:54.356]  And that's a no-brainer.
[00:10:54.396 --> 00:10:55.217]  Most people understand that.
[00:10:55.237 --> 00:10:57.038]  But still, there's provocateurs out there, so don't take the bait.
[00:10:58.953 --> 00:10:59.814]  So I want to thank everybody.
[00:10:59.854 --> 00:11:00.735]  I want to tell you I love you.
[00:11:00.795 --> 00:11:01.635]  We're all in this together.
[00:11:02.176 --> 00:11:03.217]  God's real, know that.
[00:11:04.898 --> 00:11:08.981]  And just in very brief summation, people want a quick soundbite.
[00:11:10.122 --> 00:11:27.337]  I learned Friday that they told more guards, the private security company we use, it's bonded and great, does a great job, that they were bringing in more guards to shut us down and lock and change the keys at 9 o'clock.
[00:11:29.059 --> 00:11:31.641]  And so I learned that at like four o'clock.
[00:11:32.741 --> 00:11:42.667]  So I made calls and I explained that the CRO appointed by the court was already slapped down by the judge when he filed a secret filing in March and said, Jones is unreliable.
[00:11:42.707 --> 00:11:43.587]  Jones is stealing money.
[00:11:43.607 --> 00:11:45.308]  I caught him doing this.
[00:11:45.348 --> 00:11:46.009]  None of that was true.
[00:11:46.969 --> 00:11:54.774]  And I need to have full power over this company and the power to fire him because under an LLC in the federal law,
[00:11:56.400 --> 00:11:59.003]  You can't have a CRO that makes all the decisions.
[00:11:59.944 --> 00:12:01.026]  They advise the court.
[00:12:01.106 --> 00:12:03.889]  If he doesn't like what I'm doing, he goes to the court.
[00:12:03.969 --> 00:12:04.891]  He's just reporting back.
[00:12:06.573 --> 00:12:07.474]  So that's how that works.
[00:12:09.096 --> 00:12:13.982]  And so I let him thinking, you know, just I'm not going to, you know, try to be obstructionist here.
[00:12:14.042 --> 00:12:14.743]  Just get through this.
[00:12:16.687 --> 00:12:16.887]  I don't
[00:12:37.642 --> 00:12:40.823]  Then he would tell the sales manager, you just keep the money.
[00:12:40.863 --> 00:12:42.884]  And the sales manager goes, hey, I can keep that.
[00:12:42.904 --> 00:12:45.064]  And I go, and my lawyer's like, that can't be right.
[00:12:45.084 --> 00:12:49.846]  So they met with my sales manager and they went and confronted McGill and said, we have to bring this money into here.
[00:12:49.866 --> 00:12:52.667]  Oh, well, I just was, you know.
[00:12:53.407 --> 00:12:56.388]  So then he got caught in that because he was setting me up, I believe.
[00:13:00.734 --> 00:13:07.015]  Follow the report with the court that he caught me doing this, even though we had meetings and lawyers and I don't know, things might have gotten recorded.
[00:13:07.035 --> 00:13:08.415]  I think they did.
[00:13:08.435 --> 00:13:14.537]  And yeah, I've got the thermal nuclear weapons recordings held back.
[00:13:15.397 --> 00:13:19.317]  Because as soon as that happened, as soon as he did that, I was like, this is a setup.
[00:13:19.377 --> 00:13:27.839]  And I saw what was going on and understood that, you know, in my view, and of course, I'm Ryan, he'd been approached and was a setup and he's a big leftist and hid that, doing all this.
[00:13:29.366 --> 00:13:32.007]  And I told him, and I never met with him again, alone.
[00:13:33.028 --> 00:13:37.450]  I said, a few times he'd come in my office and I'd go, bloop, you know, record.
[00:13:37.470 --> 00:13:40.131]  It'd be too loud, I gotta go to the bathroom, I'm gonna get a cup of coffee, bloop.
[00:13:40.911 --> 00:13:41.431]  Come back in.
[00:13:42.452 --> 00:13:47.714]  When he'd saddle up and try it again, he'd get it with Harmon, the sales manager, repeatedly.
[00:13:48.074 --> 00:13:53.116]  And Harmon didn't even understand what was happening, he's like, McGill says I can keep the money, and I'm like, you can't keep your little percent.
[00:13:54.157 --> 00:13:56.338]  No, it has to go to him and he's gotta pay you.
[00:13:58.669 --> 00:14:06.233]  So he then follows this secret report in March, and I haven't talked to him since then, other than one meeting when my CPAs and lawyers were there.
[00:14:06.373 --> 00:14:11.816]  And my CPAs and lawyers got to go to the bathroom, and I said, I'm not going to be alone with him, and I left too.
[00:14:11.836 --> 00:14:13.757]  And I looked at him, and I said, I know you'll make stuff up.
[00:14:14.258 --> 00:14:15.018]  That was like two weeks ago.
[00:14:15.038 --> 00:14:15.638]  I pointed right at him.
[00:14:16.579 --> 00:14:19.160]  And he looked down, and I said, I'm not going to be in the room alone with you, buddy.
[00:14:20.341 --> 00:14:24.023]  And so, that's where we are.
[00:14:25.464 --> 00:14:33.888]  And so I call up the security companies, a separate security company that did a good job the past organizing our trips, everything, you know.
[00:14:34.869 --> 00:14:36.550]  Love, love, love, love, love the guy.
[00:14:36.570 --> 00:14:38.771]  I thought he was a great guy.
[00:14:40.772 --> 00:14:44.553]  And he's like, well, McGill is the boss and yeah, we're going to, and I'm like, no, he's not.
[00:14:44.574 --> 00:14:46.635]  You need to get real lawyers and talk to him.
[00:14:46.695 --> 00:14:47.715]  It's an LLC, dude.
[00:14:47.735 --> 00:14:48.415]  He can't do this.
[00:14:48.636 --> 00:14:49.276]  You can't shut it.
[00:14:50.390 --> 00:14:52.592]  Well, so they make the phone calls.
[00:14:53.093 --> 00:14:54.034]  They go, okay, fine.
[00:14:54.374 --> 00:15:03.143]  If there's a court order later next week, McGill's going to court tomorrow morning in Houston at like 11 o'clock, then we'll shut it down.
[00:15:03.163 --> 00:15:10.230]  And I'm like, yeah, if the Judge Lopez, who I think has been fair so far, appointed by Trump, if he does that, then I'm not going to argue about it.
[00:15:10.570 --> 00:15:13.913]  But I said, if you try it, I'm going to call the police.
[00:15:15.031 --> 00:15:16.532]  And I'm going to tell the police, where's the paperwork?
[00:15:16.552 --> 00:15:17.052]  Where's the proof?
[00:15:17.212 --> 00:15:19.693]  And I'm going to show them I'm the owner of LLC.
[00:15:19.953 --> 00:15:25.936]  I'm going to show them the documents that under the law, you cannot, the CRO is not the boss when it's an LLC.
[00:15:27.257 --> 00:15:27.997]  We got Ted News there.
[00:15:28.017 --> 00:15:29.278]  I'm about to go to him just to finish this.
[00:15:29.298 --> 00:15:30.278]  It'll take me 30 seconds.
[00:15:32.239 --> 00:15:34.661]  And I told the crew, I said, he's not going to stop.
[00:15:34.861 --> 00:15:37.002]  He may even hire another security company if he can buffalo him.
[00:15:37.782 --> 00:15:38.743]  I said, I got to go on air.
[00:15:38.803 --> 00:15:40.303]  So I go on air in the morning at 10 a.m.
[00:15:40.323 --> 00:15:41.224]  And I say, by noon,
[00:15:44.949 --> 00:15:49.773]  He will be calling up the security guy and telling him, shut it down.
[00:15:51.094 --> 00:15:51.575]  And he did that.
[00:15:51.595 --> 00:15:52.796]  And they go, how the hell do you know this?
[00:15:52.836 --> 00:15:56.139]  I said, I figured it would take him an hour to figure out we were on air and he'd go see it in panic.
[00:15:56.839 --> 00:15:59.842]  And then I got on air, I went back on air, and I learned he was trying to shut it down again yesterday.
[00:16:00.102 --> 00:16:03.625]  And I said, hey, McGill, I can go on 100 talk shows today if I want, dumbass.
[00:16:03.645 --> 00:16:05.026]  You're not going to stop me putting this out.
[00:16:05.366 --> 00:16:07.869]  And I said, and I'm not saying I'm going to do this if you do this.
[00:16:08.269 --> 00:16:10.551]  I'm going to the FBI with the recordings of you.
[00:16:11.786 --> 00:16:23.290]  I'm going to do you a real solid, for now I'm not going to air these, these other recordings I've got, of you literally trying to get me to commit crime, in my view, in my opinion.
[00:16:24.710 --> 00:16:30.572]  And so, literally he's watching, and he's like, then he makes calls to the lawyers, they go, yeah, he called up, he's dropping, and he's going to try to get a court order to shut it down.
[00:16:31.572 --> 00:16:38.935]  So, the hearing starts at 1130 tomorrow in Houston, Texas, Southern District Federal Court, Judge Lopez.
[00:16:40.427 --> 00:16:42.988]  And Judge Lopez might just say, shut it all down.
[00:16:43.269 --> 00:16:44.689]  Now, they've got to ship out the product.
[00:16:44.709 --> 00:16:45.370]  It's already been ordered.
[00:16:45.410 --> 00:16:49.832]  They've got to... I imagine the judges seem pretty reasonable and smart, actually, in deliberatives.
[00:16:49.852 --> 00:16:50.512]  I don't think he'll do that.
[00:16:50.532 --> 00:16:58.817]  I think he'll push out to the 14th, and he'll, you know, authorize the cash collateral meeting that's happening tomorrow.
[00:16:58.857 --> 00:17:00.658]  That's just a little footnote.
[00:17:00.678 --> 00:17:02.059]  And then that'll happen.
[00:17:03.945 --> 00:17:05.847]  The McGill guy is so charged up and things.
[00:17:05.867 --> 00:17:07.468]  I don't know what's going to be pulled.
[00:17:07.508 --> 00:17:09.350]  So we could be the judge might shut us down.
[00:17:09.850 --> 00:17:12.292]  The hearings over at like one o'clock tomorrow.
[00:17:12.772 --> 00:17:17.857]  He could issue an order to shut us down and then and then the order will be sent.
[00:17:18.677 --> 00:17:20.159]  And then I'm up here packing my stuff tonight.
[00:17:20.459 --> 00:17:24.923]  Got a U-Haul, you know, paintings, pictures, my clothes.
[00:17:24.943 --> 00:17:26.064]  I've got an office in the bathroom.
[00:17:26.904 --> 00:17:28.526]  After the showdown, I'm loading everything up on there.
[00:17:29.847 --> 00:17:31.088]  And that could be tomorrow.
[00:17:31.148 --> 00:17:32.029]  It'll probably be
[00:17:34.330 --> 00:17:35.170]  I'm going to go to Ted Nugent.
[00:17:36.050 --> 00:17:37.971]  I think we'll be shut down in about a month.
[00:17:38.311 --> 00:17:39.171]  And there's a lot that goes into it.
[00:17:39.191 --> 00:17:41.212]  It'll take an hour to explain it all, but I'm on this, okay?
[00:17:41.232 --> 00:17:44.252]  I mean, I spent like four hours a day talking to lawyers and all the people.
[00:17:44.973 --> 00:17:54.375]  But they said what McGill is doing, or I've just come to the realization that this is Alice in Wonderland stuff that's going on.
[00:17:55.730 --> 00:18:02.532]  He thinks, like he did in March, that he will take the company over and get rid of me, and that he's going to run this as his new company.
[00:18:02.572 --> 00:18:04.173]  It's cuckoo stuff.
[00:18:04.293 --> 00:18:06.253]  I mean, I can just believe my lawyers.
[00:18:06.834 --> 00:18:10.715]  I called and talked to Top, like the best guy in the state.
[00:18:11.772 --> 00:18:12.613]  I have really good lawyers.
[00:18:12.633 --> 00:18:15.235]  They're up at the top tier, but this guy recognizes the guy.
[00:18:15.575 --> 00:18:17.637]  He follows it and he can't stop watching it.
[00:18:18.638 --> 00:18:25.124]  I got an hour-long plus meeting with him today down in Houston over the phone.
[00:18:25.384 --> 00:18:27.386]  So Ted Nugent is a beautiful American.
[00:18:27.406 --> 00:18:28.967]  He'll be with us until 45 after.
[00:18:29.007 --> 00:18:32.811]  He's up at his wonderful Redoubt in Michigan.
[00:18:33.431 --> 00:18:37.875]  And he called me today, just like he does behind the scenes, like Charlton Heston would do sometimes.
[00:18:38.055 --> 00:18:38.916]  I'm not bragging about me.
[00:18:38.936 --> 00:18:41.999]  Charlton was such a classy guy, you know, call up sometimes and say, how you doing?
[00:18:42.019 --> 00:18:42.700]  You know, kick an ass.
[00:18:42.940 --> 00:18:45.722]  Only a few times before he got Alzheimer's and went away.
[00:18:45.762 --> 00:18:47.764]  But Ted heard about this call to see how I was doing.
[00:18:47.804 --> 00:18:52.428]  I got him to spend precious time because he works really hard, but he also goes and hunts and relaxes really hard.
[00:18:52.869 --> 00:18:56.872]  It's hard to get him off his hunting, but he canceled his hunting tonight for us.
[00:18:57.953 --> 00:18:58.233]  I get it.
[00:18:58.274 --> 00:18:59.215]  He zens out in the woods.
[00:18:59.235 --> 00:18:59.755]  That's what I do.
[00:18:59.815 --> 00:19:01.077]  It's like my only retreat.
[00:19:01.857 --> 00:19:03.179]  And he said he'd come on.
[00:19:03.279 --> 00:19:04.961]  And I asked him to tell, because he was worried about me.
[00:19:04.981 --> 00:19:08.204]  And I said, no, you're the guy that actually they tried to put in prison a bunch.
[00:19:08.645 --> 00:19:09.786]  You never made a big deal about it.
[00:19:09.826 --> 00:19:10.667]  But this is the same tag.
[00:19:10.687 --> 00:19:12.048]  He said, sure, I'll tell that story.
[00:19:12.409 --> 00:19:13.350]  So Ted Nugent joined us.
[00:19:13.370 --> 00:19:14.231]  We're going to break in 10 minutes.
[00:19:14.251 --> 00:19:15.072]  But Ted, I love you.
[00:19:15.492 --> 00:19:16.113]  You're beautiful.
[00:19:16.153 --> 00:19:17.955]  You're an amazing individual.
[00:19:18.215 --> 00:19:18.796]  TedNugent.com.
[00:19:20.978 --> 00:19:21.919]  You see what's happening here?
[00:19:21.959 --> 00:19:23.101]  There's a huge outpouring.
[00:19:23.662 --> 00:19:27.346]  It shows the Great Awakening's here, but it also shows this is a real communist takeover.
[00:19:27.386 --> 00:19:31.652]  So thank you, and if you could just give your brief take on what's happening to me, but let's move on from me for now.
[00:19:31.892 --> 00:19:34.015]  Let's talk about what they've done to you and how you came through it.
[00:19:35.393 --> 00:19:58.385]  Well Alex, number one, I gave you a call because I care about my fellow Americans, especially the Americans that the Founding Fathers wanted all of us to be, and that is to be a cockroach spotlighter, to be defiant, to question all authority, to be suspicious of all authority, to be suspicious of everybody who has power, because right now we're living the manifestation of the worst cultural deprivation in the history of America, where Uncle Sam is now
[00:19:59.085 --> 00:20:00.246]  I think he's the great Satan.
[00:20:00.527 --> 00:20:09.856]  Uncle Sam, our government is treasonous, it's communist, it's Marxist, it hates the Constitution, it violates the Constitutional Oath on an hourly basis.
[00:20:10.156 --> 00:20:15.021]  So I just wanted to call because I hang around with great, great Americans every day, the best Americans.
[00:20:15.341 --> 00:20:20.226]  Americans who put their heart and soul into being the best that they can be so that they're in the asset column.
[00:20:20.726 --> 00:20:21.106]  Of course!
[00:20:38.999 --> 00:20:40.820]  You know, it's called a criminal justice system.
[00:20:41.060 --> 00:20:43.821]  It's actually a criminal justice system.
[00:20:43.841 --> 00:20:45.702]  The justice system is criminal.
[00:20:45.942 --> 00:20:58.427]  And what they're doing to you and what they've done to me, what they're doing to Donald Trump, is clear and present evidence that the court system, our government, none of the alphabet soup bureaucracies, none of them can be trusted.
[00:20:58.908 --> 00:21:04.270]  None of them do anything worthwhile or legal or constitutionally sound.
[00:21:04.470 --> 00:21:06.591]  So, Alex, I just wanted to call in and tell you that.
[00:21:07.264 --> 00:21:11.806]  Well, you and your wife, I've been a fan of you since I was a little kid, listening to your music.
[00:21:11.926 --> 00:21:13.127]  You know, my mom, dad listened to it.
[00:21:13.147 --> 00:21:13.967]  I'm a huge fan.
[00:21:14.007 --> 00:21:15.668]  I went to some of your concerts when I was a teenager.
[00:21:16.309 --> 00:21:17.649]  But you are a living legend.
[00:21:17.669 --> 00:21:19.710]  It's not about you, but it is super interesting.
[00:21:19.810 --> 00:21:21.131]  It's just about Americana.
[00:21:21.491 --> 00:21:22.712]  You've been doing this since the 60s.
[00:21:22.752 --> 00:21:24.152]  You're like the original Alex Jones.
[00:21:24.533 --> 00:21:32.156]  And I know, because I read the news articles, and I asked you at your house one time, we were having coffee, and you said, yeah, while you were playing the Star Spangled Banner before for me.
[00:21:32.176 --> 00:21:32.597]  Incredible.
[00:21:33.377 --> 00:21:39.240]  That on your guitar, yeah, you're losing 15, $20 million a year because Ticketmaster and Monopoly won't book you.
[00:21:39.260 --> 00:21:43.902]  You sell out theaters, you sell out 50,000 arenas, but they won't have Ted Nugent because you supported Trump.
[00:21:43.943 --> 00:21:44.963]  But you didn't back down.
[00:21:44.983 --> 00:21:45.603]  You didn't whine.
[00:21:45.623 --> 00:21:46.144]  You didn't cry.
[00:21:46.604 --> 00:21:47.384]  You've been through hell.
[00:21:47.404 --> 00:21:48.825]  And they've also tried to put you in prison.
[00:21:48.845 --> 00:21:49.946]  It happens all the time now.
[00:21:50.526 --> 00:21:51.707]  And it's like a blip.
