[00:00:00.000 --> 00:00:03.439]  [BEEPING]
[00:10:35.801 --> 00:10:38.621]  It's all available at InfoWarsTore.com.
[00:10:38.661 --> 00:10:42.623]  We have the Team Humanity t-shirts inspired by my discussion with Elon Musk.
[00:10:42.663 --> 00:10:46.424]  We're Team Humanity versus Team Satan, Team Depopulation, Team Death Cult.
[00:10:47.861 --> 00:10:49.443]  We need funds to run this operation.
[00:10:50.243 --> 00:10:51.365]  Plus, these are great products.
[00:10:51.425 --> 00:10:55.148]  Get them all at InfowarStore.com.
[00:10:55.189 --> 00:10:58.752]  Now, there are some products that you can't get at InfowarStore.com.
[00:10:59.072 --> 00:11:00.814]  It's right on screen right there.
[00:11:00.994 --> 00:11:03.317]  DrJonesNaturals.com.
[00:11:03.477 --> 00:11:05.679]  DrJonesNaturals.com.
[00:11:05.859 --> 00:11:14.637]   One word, and you can get the silver, nano-silver, Toothpaste, the very best toothpaste you're going to find anywhere.
[00:11:14.677 --> 00:11:15.497]  People love this.
[00:11:15.777 --> 00:11:23.299]  It's finally back in stock, but only exclusively at drjonesnaturals.com with so many other great products you can only get at drjonesnaturals.com.
[00:11:23.699 --> 00:11:27.840]  And all the other products and the free shipping and everything is at infowarsstore.com.
[00:11:27.860 --> 00:11:34.001]  But if you want the Silver Nano Silver Toothpaste, it's back in stock for a limited time at drjonesnaturals.com.
[00:11:34.020 --> 00:11:42.699]   All right, without further ado, ladies and gentlemen, we go to the Jimmy Dore, Alex Jones
[00:11:42.699 --> 00:11:52.059]  interview that's breaking the internet.
[00:11:52.061 --> 00:12:00.929]  He's an Austin-based producer, director, writer, and documentary filmmaker, as well as host of the Alex Jones Show, which appears on both syndicated and internet radio.
[00:12:01.009 --> 00:12:05.794]  He is also the founder of InfoWars, the multimedia enterprise.
[00:12:06.314 --> 00:12:14.622]  He has been banned by many prominent social media outlets for a range of alleged violations, although his Twitter account was recently restored.
[00:12:15.162 --> 00:12:16.884]  Welcome to the show, Alex Jones!
[00:12:18.001 --> 00:12:25.089]  Wow, Jimmy, I've been a big fan of you for a long time, and you're one of the only men who's spit I've had in my mouth.
[00:12:25.109 --> 00:12:29.434]  So I just want to say that also Willie Nelson spit in my mouth.
[00:12:30.175 --> 00:12:33.358]  My mouth was open when you spit at me like a spitting cobra went right in my mouth.
[00:12:33.519 --> 00:12:36.202]  So you and Willie Nelson have both been in my mouth.
[00:12:37.501 --> 00:12:40.824]  No, I stand by... You put that on your headstone?
[00:12:40.845 --> 00:12:41.785]  I put that on my headstone.
[00:12:41.805 --> 00:12:43.587]  But I stand by that you were being funny.
[00:12:43.607 --> 00:12:45.389]  Because you were being funny.
[00:12:47.271 --> 00:12:49.133]  You said to Jake Ugar, I'm trying to be nice.
[00:12:49.573 --> 00:12:51.095]  And that was funny to me.
[00:12:51.976 --> 00:12:53.397]  Let's just show it.
[00:12:53.758 --> 00:12:54.658]  I'll show it what happened.
[00:12:54.699 --> 00:12:55.019]  Here it is.
[00:12:55.179 --> 00:12:55.439]  Bullshit!
[00:12:55.459 --> 00:12:56.080]  No, Jake, relax.
[00:12:56.140 --> 00:12:57.380]  Hold on, hold on, hold on.
[00:12:57.441 --> 00:12:59.362]  We're against Saudi Arabia, you dumbass!
[00:12:59.402 --> 00:13:01.283]  We talk about that all the time!
[00:13:01.363 --> 00:13:01.763]  Oh, really?
[00:13:01.803 --> 00:13:03.645]  We talk about that all the time!
[00:13:03.745 --> 00:13:05.726]  You don't know what I'm talking about?
[00:13:05.746 --> 00:13:07.267]  You don't know shit!
[00:13:07.287 --> 00:13:09.449]  What, you think the loser people are in charge?
[00:13:09.529 --> 00:13:09.569]  No.
[00:13:09.609 --> 00:13:10.429]  Is that what you think?
[00:13:10.529 --> 00:13:12.531]  And your piss is what's in your ass.
[00:13:12.591 --> 00:13:13.771]  Is that what you think?
[00:13:13.791 --> 00:13:15.693]  You're the anti-liberal and you're pissed.
[00:13:15.713 --> 00:13:16.133]  Bullshit!
[00:13:16.173 --> 00:13:16.793]  We're being nice here.
[00:13:16.813 --> 00:13:18.835]  You know what I care about?
[00:13:18.915 --> 00:13:20.636]  I care about the American people.
[00:13:20.876 --> 00:13:21.036]  Good.
[00:13:21.116 --> 00:13:22.297]  You're the one flipping out.
[00:13:22.317 --> 00:13:22.877]  Anybody hurt?
[00:13:22.998 --> 00:13:23.558]  I'm being nice.
[00:13:23.638 --> 00:13:24.138]  I'm not hurt.
[00:13:24.198 --> 00:13:25.099]  Everybody get the fuck off my stage!
[00:13:27.741 --> 00:13:41.050]  Okay, so there was the Ice-T incident, and the ironic thing is that I thought this was going to blow up into a huge fight, fist fight, because Cenk Uygur was out of his mind.
[00:13:41.870 --> 00:13:50.736]   And you had baited him correctly and professionally, and you got exactly... I couldn't believe he He was handling it that way.
[00:13:50.796 --> 00:13:51.977]  He's a brawler.
[00:13:52.398 --> 00:13:53.859]  I thought Jake's a brawler.
[00:13:53.919 --> 00:13:55.220]  He likes to say he's a brawler.
[00:13:55.941 --> 00:13:58.663]  But it did diffuse him almost immediately after that.
[00:13:59.303 --> 00:14:00.985]  Everybody kind of walked away from that.
[00:14:02.726 --> 00:14:06.209]  If you watch the full clip, it was one of the most viral things I ever did.
[00:14:06.269 --> 00:14:09.071]  People thought I snuck on your stage at your offices.
[00:14:09.132 --> 00:14:09.972]  No, it was at the RNC.
[00:14:11.554 --> 00:14:19.121]  2016 in Cleveland, and it was a huge parking garage that they'd sealed up with big air conditioners in July.
[00:14:19.141 --> 00:14:21.303]  And so we were all milling around.
[00:14:21.323 --> 00:14:23.845]  I walked by, said hi to him.
[00:14:23.885 --> 00:14:25.206]  I've been on the show a few times.
[00:14:25.226 --> 00:14:26.607]  They said, yeah, maybe we'll have you on later.
[00:14:27.028 --> 00:14:28.669]  And I came back by and they were on break.
[00:14:29.090 --> 00:14:32.673]  So I went up there and gave him a Bill Clinton's Rapist t-shirt.
[00:14:33.093 --> 00:14:36.417]  And he just completely blew up when he saw Roger Stone walking by.
[00:14:37.057 --> 00:14:38.978]  And said, Roger, you're not going to crash my show.
[00:14:39.038 --> 00:14:40.678]  And so then I thought it was all a joke.
[00:14:41.158 --> 00:14:43.839]  And then he got madder and madder and madder and madder.
[00:14:43.859 --> 00:14:46.780]  And then he went on air basically and said, we're here in our studio.
[00:14:46.820 --> 00:14:51.741]  And he got into the building and it basically acted like I had like a James Bond snuck in.
[00:14:52.241 --> 00:14:58.063]  Instead, it was out in the middle with with with other shows, 15 feet away, booths everywhere.
[00:14:58.103 --> 00:14:59.083]  You guys had a big stage.
[00:14:59.443 --> 00:15:00.783]  So that's the truth of that story.
[00:15:00.803 --> 00:15:01.484]  And it was a lot of fun.
[00:15:05.186 --> 00:15:11.171]  So no, obviously you didn't sneak into the building because there was security letting everyone in.
[00:15:11.191 --> 00:15:14.933]  You had to go through security to get in and of course you couldn't sneak in with a camera crew.
[00:15:14.953 --> 00:15:16.174]  And we had seen you.
[00:15:16.234 --> 00:15:21.238]  I'd seen you walking back and forth earlier that day and so we knew you were there.
[00:15:21.258 --> 00:15:25.361]  I didn't know that somebody had invited you on to that stage.
[00:15:25.401 --> 00:15:26.962]  I know you had been on Jake's show before.
[00:15:26.982 --> 00:15:29.644]  He had interviewed you at least a couple of times that I saw.
[00:15:30.205 --> 00:15:32.667]  So I didn't know that was going to happen.
[00:15:32.687 --> 00:15:35.587]   Let me be clear because I don't want to be I don't want to be deceptive.
[00:15:35.587 --> 00:15:37.627]  You guys had the big, one of the main stages.
[00:15:37.627 --> 00:15:38.947]  It was only like two or three in the whole building.
[00:15:38.947 --> 00:15:40.026]  Everybody else had little booths.
[00:15:40.026 --> 00:15:40.867]  Right.
[00:15:40.867 --> 00:15:41.987]  Hundreds of broadcasters.
[00:15:41.987 --> 00:15:44.827]  I walked by and I said, "Hey, you want me on?"
[00:15:44.827 --> 00:15:47.026]  They said, "Yeah, come back later."
[00:15:47.026 --> 00:15:50.386]  And so he wasn't like, "Get on the stage."
[00:15:50.386 --> 00:15:51.267]  They're like, "Yeah, come back later."
[00:15:51.267 --> 00:15:52.107]  I was like, "Sure."
[00:15:52.107 --> 00:15:55.467]   I went and did like 30 minutes of more interviews, was walking back by.
[00:15:55.467 --> 00:15:56.587]  He's like, "We'll be right back."
[00:15:56.587 --> 00:15:57.546]  I thought, "Hey."
[00:15:57.546 --> 00:16:00.427]  Jumped up to troll him a little with a T-shirt.
[00:16:00.427 --> 00:16:02.567]  So it is true that I did jump up on the stage.
[00:16:02.567 --> 00:16:04.587]  I wasn't invited, but I knew him.
[00:16:04.587 --> 00:16:05.587]  It was during a break.
[00:16:05.587 --> 00:16:07.407]  It was in the middle of the crowd.
[00:16:07.407 --> 00:16:13.746]   So half of it's true, half of it's not what he said, but I certainly didn't cat burglar into the studio.
[00:16:13.746 --> 00:16:14.587]  Okay.
[00:16:14.587 --> 00:16:15.668]  Very pro wrestling.
[00:16:15.668 --> 00:16:16.507]  Okay.
[00:16:16.507 --> 00:16:17.347]  But. - Yeah.
[00:16:18.126 --> 00:16:23.593]  And the crazy thing to me was that I went to play Austin, Texas.
[00:16:24.133 --> 00:16:28.299]  My first time I was playing Austin and I was eating at that steakhouse across from the Westin.
[00:16:28.939 --> 00:16:33.485]  And swear to God, you came in and you were seated right behind me.
[00:16:33.925 --> 00:16:36.068]  And I was like, oh my God, Alex Jones is going to kill me.
[00:16:38.230 --> 00:16:38.870]  Because you could.
[00:16:38.910 --> 00:16:39.890]  You're much bigger than me.
[00:16:39.950 --> 00:16:40.671]  You could crush me.
[00:16:41.711 --> 00:16:42.592]  I thought it was funny.
[00:16:42.992 --> 00:16:44.993]  Listen, I love your comedy.
[00:16:45.073 --> 00:16:45.693]  I love your show.
[00:16:45.713 --> 00:16:46.634]  You're going to get in trouble for this.
[00:16:46.994 --> 00:16:47.914]  But I'm a big fan.
[00:16:47.934 --> 00:16:48.594]  So is my wife.
[00:16:48.915 --> 00:16:50.976]  We watch almost every episode.
[00:16:51.176 --> 00:16:52.016]  Oh, that's very sweet.
[00:16:52.096 --> 00:16:52.876]  Which is a lot.
[00:16:53.737 --> 00:16:56.518]  And so, no, I think you're one of the best political brains out there.
[00:16:56.558 --> 00:16:57.118]  And you're fair.
[00:16:57.519 --> 00:17:03.201]  You're exposing the whole political system is rotten, controlled by big corporations like BlackRock, who are now starting World War III.
[00:17:03.622 --> 00:17:06.163]  And you've really, the whole time, stood up for my free speech.
[00:17:06.923 --> 00:17:07.663]  And I appreciate that.
[00:17:08.003 --> 00:17:13.606]  You got it a little wrong what happened with the whole school shooting thing and what I really said and what I didn't say.
[00:17:13.626 --> 00:17:18.467]  So I don't want to even say the name of it, but if that comes up, I can tell you what really happened there.
[00:17:18.487 --> 00:17:24.650]  That was all PR firms taking one thing out of context, blowing it up years later as a way to try to take me off the air.
[00:17:25.010 --> 00:17:27.271]  OK, so, yeah, I do actually want to talk about that.
[00:17:27.291 --> 00:17:28.511]  But first, I want to show this.
[00:17:29.172 --> 00:17:31.813]  You were on with Tucker Carlson and he said this.
[00:17:31.833 --> 00:17:35.654]  Oh, wait, what happened?
[00:17:38.570 --> 00:17:44.714]  When you got deplatformed, to this day, no one has ever been more aggressively censored, I don't think, than you.
[00:17:45.475 --> 00:17:47.436]  I've apologized to you this in person before.
[00:17:47.456 --> 00:17:49.938]  I was in Labrador on a fishing trip and missed the entire thing.
[00:17:50.619 --> 00:17:51.879]  I was literally out of cell range.
[00:17:52.260 --> 00:17:55.382]  I didn't know what happened, but I got back and I read about it.
[00:17:55.582 --> 00:17:58.724]  I felt like it was a major moment in the history of the American media.
[00:17:58.744 --> 00:18:00.906]  I don't think anybody defended you.
[00:18:01.584 --> 00:18:02.764]  Wouldn't that happen to anybody?
[00:18:03.424 --> 00:18:04.685]  With any kind of audience?
[00:18:06.285 --> 00:18:14.687]  So, I just want to correct the record on that, and I actually did defend you the day it happened, and ever since.
[00:18:15.207 --> 00:18:24.049]  Here I am in the Young Turks studio, and I couldn't believe that they did this to you, and that everybody at the Young Turks was going along with it.
[00:18:24.369 --> 00:18:26.249]  They're supposed to be an independent news show.
[00:18:26.269 --> 00:18:27.470]  Of course, now we know they're not.
[00:18:27.730 --> 00:18:28.630]  They're corporate funded.
[00:18:29.350 --> 00:18:30.571]  And so here, watch this.
[00:18:30.731 --> 00:18:35.414]  Why are we so afraid that human beings can't decipher for themselves what to believe and what not to?
[00:18:35.894 --> 00:18:42.058]  This isn't the first time there's been alternative publications spouting news that went against the establishment.
[00:18:42.118 --> 00:18:43.539]  You get to do that in America.
[00:18:44.160 --> 00:18:53.446]  You get to say, you know, I remember the biggest fake news story of the Washington Post published was that Saddam has weapons of mass destruction.
[00:18:53.486 --> 00:18:56.307]  That wasn't just some jag off in the Washington Post.
[00:18:56.508 --> 00:18:58.189]  That was their editorial board.
[00:18:58.948 --> 00:18:59.488]  Saying that.
[00:19:00.509 --> 00:19:05.593]  So again, this is not a slippery slope.
[00:19:05.633 --> 00:19:06.514]  We've already slipped.
[00:19:06.814 --> 00:19:08.796]  Once you ban anybody, you're there.
[00:19:09.596 --> 00:19:09.816]  Right?
[00:19:09.896 --> 00:19:11.197]  They've already suppressed us.
[00:19:11.398 --> 00:19:12.699]  They're doing that right now.
[00:19:13.319 --> 00:19:15.040]  And now they're just going to go to full-out banning.
[00:19:15.381 --> 00:19:19.284]  Are you struck that Apple took down all of his content?
[00:19:19.764 --> 00:19:20.344]  I am struck.
[00:19:20.585 --> 00:19:21.725]  That's pretty like...
[00:19:23.109 --> 00:19:26.010]  So all along they were okay, all this time.
[00:19:26.070 --> 00:19:28.811]  He has what, over 2 million subscribers or something?
[00:19:28.931 --> 00:19:29.551]  2.5 on YouTube.
[00:19:29.611 --> 00:19:30.231]  That's crazy!
[00:19:30.511 --> 00:19:32.832]  So all of a sudden that they just go, we're done.
[00:19:32.852 --> 00:19:48.457]  I, you know, I think it's the worst thing that could happen, you know, especially with the advent that we don't have, you know, freedom on the internet, that it's all going to be controlled and they're taking our voices away and they're really taking away access to unify people.
[00:19:49.360 --> 00:19:51.561]  Through ideas, through information.
[00:19:52.001 --> 00:19:56.223]  So it's interesting that we can be lied to to get in wars.
[00:19:56.564 --> 00:19:58.825]  We can be lied to about that we torture.
[00:19:59.725 --> 00:20:08.750]  But all of those, you know, those those presses, they can thrive and continue to take ad revenue and commercialize war.
[00:20:09.290 --> 00:20:10.431]  Oh, no doubt about it.
[00:20:10.551 --> 00:20:13.874]  The way to debunk Alex Jones isn't to suppress his speech.
[00:20:14.174 --> 00:20:15.396]  That makes him a martyr.
[00:20:15.696 --> 00:20:19.119]  It actually lifts him up and makes more people interested in what he has to say.
[00:20:19.379 --> 00:20:24.864]  And then all his accusations of the establishment suppressing him ring true because it actually is happening.
[00:20:25.184 --> 00:20:26.805]  This antidote.
[00:20:27.546 --> 00:20:34.052]  For bad speech in a free, open society is not suppression of that speech.
[00:20:34.353 --> 00:20:39.357]  The antidote to bad speech in a free and open society is more speech.
[00:20:40.138 --> 00:20:49.026]  You don't all of a sudden start saying, well, I have a secret group of billionaires, Silicon Valley billionaires, and they're going to decide what's actually free speech and what's not.
[00:20:49.227 --> 00:20:50.328]  They're going to protect us!
[00:20:52.014 --> 00:20:53.515]  I don't need them to protect us.
[00:20:54.255 --> 00:20:56.236]  I don't need some Danny State.
[00:20:56.356 --> 00:20:59.758]  I don't need the government to protect me from harmful speech.
[00:21:00.138 --> 00:21:04.581]  I don't need a billionaire in Silicon Valley to protect me from harmful speech.
[00:21:05.201 --> 00:21:07.862]  I've been exposed to harmful speech my entire goddamn life.
[00:21:08.503 --> 00:21:10.484]  So what else are you going to start banning?
[00:21:11.064 --> 00:21:12.045]  What is fake news?
[00:21:12.386 --> 00:21:19.554]  Because I'll tell you the biggest fake news story of my lifetime was Iraq possesses weapons of mass destruction.
