[00:00:20.026 --> 00:00:21.668]  The Alex Jones Show.
[00:15:04.698 --> 00:15:06.299]  Well, that's what we do here, right?
[00:15:06.319 --> 00:15:11.062]  Oh, they've got breathless articles at Media Matters going, should Jones be arrested?
[00:15:11.402 --> 00:15:16.085]  He told Stone, OK, I'll give you a job if you get Assange on and get Trump on and get me all these big guests.
[00:15:16.325 --> 00:15:17.025]  That's what you do.
[00:15:17.066 --> 00:15:17.666]  You want a job?
[00:15:17.906 --> 00:15:19.127]  Go get me all the biggest interviews.
[00:15:19.407 --> 00:15:19.567]  Yeah.
[00:15:20.087 --> 00:15:21.608]  How is that bad?
[00:15:22.309 --> 00:15:23.890]  Assange went on all those shows.
[00:15:24.170 --> 00:15:25.391]  Yeah, exactly, exactly.
[00:15:25.411 --> 00:15:28.512]  They're not going after the journalist who interviewed him.
[00:15:28.552 --> 00:15:32.014]  You know what, if Mueller wants to indict me for trying to interview Assad, just do it, you crook.
[00:15:32.034 --> 00:15:32.754]  I'm not afraid of you.
[00:15:33.215 --> 00:15:34.835]  You're an un-American bastard.
[00:15:35.436 --> 00:15:37.137]  Shameful piece of crap, and I'm not afraid of you.
[00:15:37.757 --> 00:15:39.158]  Or any of you other punks, by the way.
[00:15:40.078 --> 00:15:41.759]  I'm loaded for bear on Rogan, by the way.
[00:15:42.059 --> 00:15:43.079]  Rogan, fill your hand.
[00:15:43.100 --> 00:15:43.700]  Get ready, buddy.
[00:15:44.240 --> 00:15:45.121]  Hold on, stay right there.
[00:15:45.181 --> 00:15:45.701]  Let's come back.
[00:15:46.633 --> 00:15:53.836]  I've been doing a lot of research into Google and YouTube censorship, and I've noticed that there's one type of video that is the most censored, the most buried, the most suppressed.
[00:16:16.417 --> 00:16:27.549]  And that's the videos where you saw in 2016 election night all the arrogant leftist authoritarians like the Young Turks and others get so butthurt when Trump won.
[00:16:28.790 --> 00:16:30.452]  They don't want us to have that victory.
[00:16:30.712 --> 00:16:33.395]  They don't want us to remember what political action did.
[00:16:34.738 --> 00:16:38.540]  And that's why the globalists, Hillary and others, are trying to shut InfoWars down.
[00:16:39.081 --> 00:16:42.983]  This is a fight about taking your speech away, not just my speech.
[00:16:43.343 --> 00:16:45.365]  About taking your very sovereignty away.
[00:16:45.625 --> 00:16:47.086]  This country is in a war!
[00:16:47.926 --> 00:16:57.992]  So again, I want to thank you for what you've done, but I want to remind you, if you don't spread the articles and videos, and if you don't financially get the great products we have and fund us, and the 360 win, we're dead in the water.
[00:16:58.633 --> 00:17:02.215]  I'm in your hands, you're in my hands, InfoWarsStore.com, thank you!
[00:17:02.850 --> 00:17:08.452]  We're bringing back one of the biggest fan favorite formulas we've ever offered with even better ingredients.
[00:17:09.152 --> 00:17:10.253]  Ultimate Bone Broth.
[00:17:10.693 --> 00:17:16.455]  Info Wars Life is proud to bring you a powerhouse bone broth formula to help push you to your limits.
[00:17:17.055 --> 00:17:23.217]  This incredible formula will help you get the most out of your workout with the power of ultra high quality bone broth.
[00:17:23.517 --> 00:17:25.738]  One of the most popular health trends on the planet.
[00:17:25.978 --> 00:17:29.379]  Built with more than seven different superfoods and crucial compounds,
[00:17:29.719 --> 00:17:37.805]  Ultimate Bone Broth will help support your healthy muscles, digestion, tendons and ligaments, while also supporting your body's fight against free radicals.
[00:17:38.346 --> 00:17:49.855]  This incredible chicken bone broth formula contains time-tested ingredients such as turmeric root, chaga mushroom, goji berry powder, bee pollen, and alfalfa herb powder to support your body.
[00:17:50.215 --> 00:17:53.398]  It's time to experience what Ultimate Bone Broth can do for you.
[00:17:54.198 --> 00:17:56.340]  Get Ultimate Bone Broth now at 50% off.
[00:18:03.618 --> 00:18:07.020]  For those looking for the ultimate source of energy for their day.
[00:18:07.280 --> 00:18:07.700]  Every day.
[00:18:08.081 --> 00:18:10.142]  The Brain Synergy Combo is here.
[00:18:10.542 --> 00:18:19.927]  Combining the powerful Turbo Force and Brain Force Plus nootropic formulas, this combo has what you need to hit your maximum potential every day.
[00:18:20.328 --> 00:18:29.473]  Take the tasty tropical berry flavored Turbo Force instant ring hits with you on the go or at work to help provide you with focus, clarity, and energy.
[00:18:29.833 --> 00:18:36.798]  And to reach your full potential, hit the next generation of advanced neural activation with the BrainForce Plus Neutrogena.
[00:18:37.199 --> 00:18:43.343]  A fan favorite formula fueled by powerful, time-tested ingredients for a true 360 win.
[00:18:43.984 --> 00:18:47.346]  With this combo, you can have energy wherever you need it.
[00:18:47.366 --> 00:18:50.289]  At home, on the go, in the car, and more.
[00:18:50.749 --> 00:18:56.813]  Get pure energy on tap and take advantage of old and new InfoWars powerhouse formulas
[00:19:01.735 --> 00:19:08.697]  The scientists at InfoWarsLife have created a powerful formula for inflammatory support and joint support.
[00:19:09.057 --> 00:19:11.678]  Discover the power of ancient medicine with Bades.
[00:19:12.278 --> 00:19:15.719]  Bades contains one of the most potent forms of turmeric available.
[00:19:15.979 --> 00:19:20.241]  Turmeric has been used for thousands of years and is one of the most studied herbals today.
[00:19:20.681 --> 00:19:23.922]  It is well known in traditional medicine for its soothing properties.
[00:19:24.842 --> 00:19:35.073]  Our pure turmeric extract plus piperine from Black Pepper makes for optimal absorption to help boost and support your flexibility, mobility, joint function, immune system, and so much more.
[00:19:35.834 --> 00:19:44.383]  Regular turmeric root from the store only contains 1-5% of Actum ingredients, but our turmeric root extract contains over 95% of the Actum ingredients.
[00:19:46.005 --> 00:19:54.554]  Bodies combines turmeric with organic herbs such as spearmint, sage, lemon balm, and thyme to work synergistically for full body support.
[00:19:55.054 --> 00:19:59.338]  Try Bodies today at infowarslife.com or call us at 1-888-253-3139.
[00:19:59.358 --> 00:20:00.640]  You're listening to the Alex Jones Show!
[00:20:15.151 --> 00:20:15.832]  Big Brother.
[00:20:16.292 --> 00:20:17.493]  Mainstream media.
[00:20:18.073 --> 00:20:19.954]  Government cover-ups.
[00:20:19.975 --> 00:20:21.436]  You want to stop tyranny?
[00:20:21.656 --> 00:20:22.816]  Well, so does he.
[00:20:23.317 --> 00:20:27.820]  Live from the InfoWars.com studios, it's Alex Jones.
[00:20:28.240 --> 00:20:33.144]  We're promoting a pro-human
[00:20:45.180 --> 00:20:49.884]  Pro-family, pro-God, future based on love and decency and free will.
[00:20:50.344 --> 00:20:57.070]  The Global's proposing one based on pharmakia, brainwashing, genetic engineering, just total evil.
[00:20:57.190 --> 00:21:06.218]  I have articles where China just ordered the entire population in the next two years to stop serving fat pigs.
[00:21:07.622 --> 00:21:15.025]  But then you read, and the minute I saw it, I went, that's the genetically engineered South Korean pig that's like, you know, has almost no fat, and it looks like Arnold Schwarzenegger in his prime.
[00:21:15.445 --> 00:21:15.745]  Boom!
[00:21:15.825 --> 00:21:33.271]  Bottom of the article, oh, it's a genetically engineered South Korean pig that the government has now bought the patent to, and that they've now built up all the piglet population for, because pigs can have like four or five litters a year, and that within two years, China is ordered to produce this pig because it's healthier.
[00:21:34.191 --> 00:21:36.332]  And see how they slipped in genetically engineered pigs?
[00:21:37.708 --> 00:21:40.129]  Without even pointing out it's genetically engineered pigs.
[00:21:40.149 --> 00:21:41.169]  It's just crazy.
[00:21:41.209 --> 00:21:42.009]  David Knight's here.
[00:21:42.509 --> 00:21:48.430]  And a lot of people, David asked me, why are you still supporting Trump when he said, OK, have an amnesty?
[00:21:48.450 --> 00:21:50.211]  Because he knew they'd say, no, not even that.
[00:21:50.231 --> 00:21:51.471]  I mean, I know what he's doing.
[00:21:51.951 --> 00:21:53.832]  And he hasn't gone after the vaccines yet.
[00:21:53.892 --> 00:21:54.732]  He's done some things I don't like.
[00:21:54.772 --> 00:22:03.294]  But trying to pull us out of wars, trying to reform the criminal justice system so blacks don't get tripled the time whites do, that's something really racist we need to deal with because he's
[00:22:03.894 --> 00:22:13.479]  Prisons are like colleges of crime, and marching in pro-life rallies, and getting us out of TPP, and the Federal Reserve raising interest rates, obviously to try to hurt the recovery.
[00:22:13.819 --> 00:22:30.026]  Clearly he's trying to be an American president, so I support him more that he's so in battle, but now, as Rand Paul has said, we're going to play the clip in a moment, long 15-minute speech, but just this two minutes is powerful, how dare all of you say he's bad and a traitor, and now the Democrats in national polls, 54% in Gallup polls,
[00:22:31.707 --> 00:22:41.351]  Want more war, and think that the defense budget should be even bigger, and that Trump's... So now they're the party of war, the party of locking black people up, and I guess they always were.
[00:22:41.651 --> 00:22:42.932]  Hillary calling them super predators.
[00:22:43.752 --> 00:22:56.017]  It's so upside down world, David, and quite frankly, I've never been prouder of Trump with the situation, trying to pull our troops out of these no-win fake situations, where we're talking
[00:22:56.797 --> 00:22:58.378]  50 billion a year right now in Afghanistan.
[00:22:58.578 --> 00:22:59.719]  It's usually 100 plus billion.
[00:23:00.139 --> 00:23:02.200]  I mean, the wall doesn't cost, you know, that.
[00:23:02.480 --> 00:23:03.261]  This is crazy.
[00:23:03.661 --> 00:23:04.421]  Yeah, absolutely.
[00:23:04.541 --> 00:23:09.624]  And, you know, we have to, I think, help President Trump.
[00:23:09.644 --> 00:23:13.726]  70% of the Republican voters, according to the latest poll, said they want something done about the border.
[00:23:14.406 --> 00:23:21.870]  And I think that we have to understand that he's getting a lot of pushback from even people in the Republican Party, like Mitch McConnell, pushing back against him.
[00:23:21.890 --> 00:23:26.993]  I mean, he had pushback against him from Paul Ryan, who has always been for open borders.
[00:23:27.013 --> 00:23:29.114]  I mean, Paul Ryan was there with Mitt Romney.
[00:23:29.174 --> 00:23:33.417]  They knew that they were going to get Romneycare or Obamacare, whatever.
[00:23:33.437 --> 00:23:34.577]  There's no difference between the two.
[00:23:34.657 --> 00:23:35.798]  They knew they were going to get that.
[00:23:35.918 --> 00:23:39.200]  They were their hedge position in case something went wrong with Obama.
[00:23:39.540 --> 00:23:55.034]  But I think, Alex, it would be perfect for President Trump to actually read, as I, in the last segment of the show today, I had some quotes from President Obama that he read at one of his State of the Unions talking about the border and the kind of stuff that he was... The rhetoric is stronger than Trump's.
[00:23:55.154 --> 00:23:56.595]  Yeah, exactly, exactly.
[00:23:56.655 --> 00:23:58.255]  And yet, you know, Trump is supposed to be a racist.
[00:23:58.555 --> 00:24:07.879]  No, what we've seen in the last couple of weeks with this governor out of Virginia is we have seen the overt racism of the Democrat Party, which has always been there.
[00:24:07.899 --> 00:24:12.461]  Look at Robert Byrd, look at the origins of the Southern Poverty Law Center, what Morris Deese was doing.
[00:24:12.521 --> 00:24:14.802]  It's only involved— Because the South was great in many ways.
[00:24:15.382 --> 00:24:16.283]  There were Southerners, but
[00:24:17.043 --> 00:24:22.267]  It was also about playing poor white farmers off against poor blacks, and that's been the management system.
[00:24:22.287 --> 00:24:24.608]  So the Democrats, they play people off against each other.
[00:24:24.828 --> 00:24:26.970]  It's what they do for 200 years.
[00:24:27.010 --> 00:24:27.690]  That's who they are.
[00:24:27.710 --> 00:24:32.574]  They've been the demographic party, and they've always played one demographic against the other.
[00:24:32.614 --> 00:24:34.735]  They've always been a racist party.
[00:24:34.995 --> 00:24:35.616]  They still are.
