[00:00:20.814 --> 00:00:22.716]  Awesome!
[00:01:17.319 --> 00:01:17.619]  Free Alex Jones!
[00:01:17.639 --> 00:01:17.999]  Free Alex Jones!
[00:01:18.019 --> 00:01:18.360]  Free Alex Jones!
[00:01:18.380 --> 00:01:18.700]  Free Alex Jones!
[00:01:18.720 --> 00:01:19.040]  Free Alex Jones!
[00:01:19.060 --> 00:01:19.460]  Free Alex Jones!
[00:01:19.480 --> 00:01:19.780]  Free Alex Jones!
[00:01:19.800 --> 00:01:20.140]  Free Alex Jones!
[00:01:20.160 --> 00:01:20.481]  Free Alex Jones!
[00:01:20.541 --> 00:01:20.841]  Free Alex Jones!
[00:01:20.881 --> 00:01:21.201]  Free Alex Jones!
[00:01:21.221 --> 00:01:21.581]  Free Alex Jones!
[00:01:21.601 --> 00:01:21.941]  Free Alex Jones!
[00:01:21.961 --> 00:01:22.422]  Free Alex Jones!
[00:01:22.442 --> 00:01:22.762]  Free Alex Jones!
[00:01:22.782 --> 00:01:23.162]  Free Alex Jones!
[00:01:23.202 --> 00:01:23.662]  Free Alex Jones!
[00:01:23.702 --> 00:01:24.142]  Free Alex Jones!
[00:01:24.162 --> 00:01:24.583]  Free Alex Jones!
[00:01:24.603 --> 00:01:25.043]  Free Alex Jones!
[00:01:25.063 --> 00:01:25.503]  Free Alex Jones!
[00:01:25.723 --> 00:01:27.264]  No you aren't!
[00:01:27.304 --> 00:01:27.805]  This is it!
[00:01:28.205 --> 00:01:29.286]  Alex Jones Show!
[00:01:29.426 --> 00:01:32.548]  I don't care, I'm staying right here.
[00:01:32.628 --> 00:01:35.810]  You are the greatest thing ever!
[00:01:35.870 --> 00:01:36.591]  Thank you!
[00:01:36.651 --> 00:01:41.855]  Wait, I gotta get the Info Wars in it, though.
[00:01:41.895 --> 00:01:42.735]  Is that safe?
[00:01:42.855 --> 00:01:44.937]  Oh yeah, Info Wars!
[00:01:45.517 --> 00:01:46.738]  Gun girl.
[00:01:46.838 --> 00:01:47.759]  Hey, come here.
[00:01:47.899 --> 00:01:48.659]  Info Wars, what's up?
[00:01:51.936 --> 00:01:53.317]  Free Alex Jones!
[00:01:53.717 --> 00:02:06.741]  We appreciate all the work that Alex does, and all Americans do, and I think it's just a shame and a travesty with Facebook, Twitter, and the banks, and I mean, we're living in a fascist country.
[00:02:10.928 --> 00:02:25.473]  I would love to meet Alex Jones.
[00:02:25.753 --> 00:02:29.455]  What would you say to him?
[00:02:29.575 --> 00:02:31.295]  What would I say to Alex Jones?
[00:02:31.335 --> 00:02:33.256]  Where does he come up with his ideas?
[00:02:33.896 --> 00:02:38.678]  Because he honestly says the weirdest things, but some of it does make sense, if you really think about it.
[00:02:39.318 --> 00:02:40.818]  I absolutely love InfoWars.
[00:02:40.838 --> 00:02:42.479]  I've been watching for like 11, 12 years.
[00:02:42.599 --> 00:02:43.839]  You guys are awesome.
[00:02:44.039 --> 00:02:46.380]  Thank you.
[00:02:46.420 --> 00:02:47.060]  He's still there.
[00:02:47.100 --> 00:02:48.160]  Go to InfoWars.com.
[00:02:48.180 --> 00:02:50.461]  You can watch his live show on his website.
[00:02:51.121 --> 00:02:52.101]  I miss him so much.
[00:02:52.181 --> 00:02:54.962]  I used to watch him every Tuesday night, so I don't know what happened to him.
[00:02:54.982 --> 00:02:59.463]  Go to InfoWars.com and click on where it says Radio Show and you can watch him every day.
[00:02:59.483 --> 00:03:00.603]  Okay, cool.
[00:03:00.863 --> 00:03:03.683]  We just want to say, hey Alex, wish you were here with us.
[00:03:03.723 --> 00:03:05.624]  Deplorables, come on brother.
[00:03:10.060 --> 00:03:20.829]  InfoWars presents the David Knight Show, the Alex Jones Show, and the War Room with Owen Troyer.
[00:03:21.430 --> 00:03:23.972]  InfoWars.com forward slash show.
[00:03:26.955 --> 00:03:29.277]  Matt Bracken, former Navy SEAL, best-selling author.
[00:03:29.297 --> 00:03:30.197]  He's a really smart guy.
[00:03:31.178 --> 00:03:32.419]  He'll be hosting the fourth hour today.
[00:03:32.439 --> 00:03:37.624]  Remember when he was on last week when the tankers got blown up and sunk in the Persian Gulf?
[00:03:40.063 --> 00:03:44.429]  And I said, the doctrine is nuclear attack will be launched on Iran, fire and fury.
[00:03:44.449 --> 00:03:46.051]  And he said, no, no, that's off the table.
[00:03:46.451 --> 00:03:50.556]  You see, that's why he'd be like a master sergeant, not be a general.
[00:03:50.576 --> 00:03:56.143]  Because I'd done my research and already knew about this before it was even declassified.
[00:03:56.940 --> 00:03:57.220]  U.S.
[00:03:57.280 --> 00:04:00.902]  first strike on Russia, Iran, you name it, with nuclear weapons.
[00:04:01.783 --> 00:04:05.265]  The Dr. Strangelove policy from the 1960s brought back.
[00:04:05.825 --> 00:04:08.747]  This has actually changed under Obama, under Hillary's advice.
[00:04:09.588 --> 00:04:12.109]  I got that from high-level folks involved with the nuclear weapons.
[00:04:12.409 --> 00:04:13.390]  I've told you that on air.
[00:04:13.810 --> 00:04:15.471]  Iran has nuclear weapons, by the way.
[00:04:15.511 --> 00:04:16.312]  I told you that on air.
[00:04:16.772 --> 00:04:18.073]  Saudi Arabia has nuclear weapons.
[00:04:18.093 --> 00:04:18.993]  This is all confirmed now.
[00:04:19.974 --> 00:04:20.534]  And here it is.
[00:04:20.594 --> 00:04:22.535]  They released this on June 11th.
[00:04:23.584 --> 00:04:25.525]  They pulled it two days later and reclassified it.
[00:04:26.205 --> 00:04:27.786]  Here it is, the classified document.
[00:04:28.446 --> 00:04:29.807]  Nuclear Operations Manual.
[00:04:31.167 --> 00:04:32.448]  We have a right to know about this.
[00:04:32.468 --> 00:04:33.348]  I already know about it.
[00:04:33.368 --> 00:04:34.629]  I'm going to tell you all about it.
[00:04:35.229 --> 00:04:36.210]  Now why is that important?
[00:04:36.770 --> 00:04:38.951]  The Iranians admit to shooting down a U.S.
[00:04:38.991 --> 00:04:39.571]  Navy drone.
[00:04:40.051 --> 00:04:42.993]  Trump is vowing retaliation, saying Iran made a very big mistake.
[00:04:43.013 --> 00:04:45.714]  It's a broadcast you might not want to miss today.
[00:04:46.644 --> 00:04:47.385]  I'm Alex Jones.
[00:04:47.425 --> 00:04:48.646]  This is the InfoWars.
[00:04:48.986 --> 00:04:50.027]  InfoWars.com.
[00:04:50.388 --> 00:04:51.369]  NewsWars.com.
[00:04:51.829 --> 00:04:53.091]  Tomorrow's news today.
[00:04:53.471 --> 00:04:55.093]  We are the real wildcard.
[00:04:55.573 --> 00:04:57.375]  We're the real Ace of Spades.
[00:04:58.036 --> 00:04:59.497]  Fighting for America.
[00:04:59.537 --> 00:05:00.578]  Fighting for freedom.
[00:05:00.618 --> 00:05:01.279]  Fighting for you.
[00:05:07.947 --> 00:05:09.508]  We are in a complete war!
[00:05:09.588 --> 00:05:11.630]  And you idiots don't join with the Republic!
[00:05:11.670 --> 00:05:12.491]  You fools!
[00:05:13.151 --> 00:05:14.172]  I want them shut down.
[00:05:14.252 --> 00:05:15.173]  I want them silenced.
[00:05:15.193 --> 00:05:15.993]  I want them muted.
[00:05:16.033 --> 00:05:17.895]  I think they are horrible for our society.
[00:05:18.636 --> 00:05:26.462]  But yes, now Facebook is going to be banning Alex Jones and InfoWars from not only their main platform, Facebook, but also from Instagram.
[00:05:26.682 --> 00:05:30.145]  President Trump, please save the First Amendment!
[00:05:30.945 --> 00:05:34.226]  Please do the right thing and stand up against hate crime!
[00:05:34.646 --> 00:05:37.207]  Mark Zuckerberg is not simply censoring opinions.
[00:05:37.707 --> 00:05:41.728]  He's prescribing which political opinions you're allowed to have.
[00:05:42.168 --> 00:05:43.489]  I want them shut down.
[00:05:43.749 --> 00:05:47.410]  We're losing the thread of the concepts that are important to this country.
[00:05:47.690 --> 00:05:51.311]  I don't like Alex Jones, but Alex Jones gets to speak.
[00:05:51.651 --> 00:05:52.671]  Everybody gets to speak.
[00:05:52.951 --> 00:05:53.891]  I'm a bad person!
[00:05:53.951 --> 00:05:54.632]  I question things!
[00:05:54.732 --> 00:05:55.192]  I'm evil!
[00:05:55.312 --> 00:05:55.652]  I don't...
[00:06:00.373 --> 00:06:01.894]  How dangerous is Infowars?
[00:06:05.278 --> 00:06:13.565]  I'm standing up against those that are destroying this country as we speak!
[00:06:14.046 --> 00:06:15.247]  And why am I fired up?
[00:06:15.407 --> 00:06:16.648]  Because this is war!
[00:06:16.988 --> 00:06:20.552]  Absolute, unabated, total war against our nation!
[00:06:22.068 --> 00:06:22.928]  We bring life.
[00:06:23.228 --> 00:06:24.069]  We bring death.
[00:06:24.369 --> 00:06:25.229]  We are men.
[00:06:25.289 --> 00:06:26.050]  We are women.
[00:06:26.230 --> 00:06:27.150]  We are the humans.
[00:06:27.370 --> 00:06:28.270]  We are the planet.
[00:06:28.471 --> 00:06:29.711]  We are God's creation.
[00:06:29.891 --> 00:06:30.932]  We are the future.
[00:06:31.132 --> 00:06:31.632]  Not you!
[00:06:32.312 --> 00:06:33.052]  Death!
[00:06:33.653 --> 00:06:34.313]  Death!
[00:06:34.573 --> 00:06:38.174]  Coming to you live from the front lines of the Info War.
[00:06:38.394 --> 00:06:39.715]  We don't fear death!
[00:06:40.195 --> 00:06:44.317]  Defending the Republic from enemies, foreign and domestic.
[00:06:47.008 --> 00:06:53.500]  I don't know what's going to happen at the end of this, but you want to fight, you better believe you got one!
[00:07:13.712 --> 00:07:17.755]  InfoWars, the most banned network in the world.
[00:07:17.775 --> 00:07:19.095]  Death!
[00:07:20.636 --> 00:07:22.778]  Waging war on corruption.
[00:07:23.278 --> 00:07:28.521]  It's Alex Jones, coming to you live from the front lines of the InfoWars.
[00:07:37.767 --> 00:07:41.469]  Well, to say we've got an important broadcast today would be putting it lightly.
[00:08:00.623 --> 00:08:02.945]  You're a TV viewer, you can see what I have in my hands.
[00:08:07.027 --> 00:08:11.010]  Joint Publication 3-72 Nuclear Operations.
[00:08:11.850 --> 00:08:13.691]  New Doctrine, June 11, 2019.
[00:08:14.912 --> 00:08:21.476]  For first strike, preemptive nuclear war on Iran, Russia, and China.
[00:08:26.820 --> 00:08:27.380]  First strike.
[00:08:29.076 --> 00:08:33.739]  Quote, winnable nuclear war, complete psychotic madness.
[00:08:35.540 --> 00:08:36.140]  End of the world.
[00:08:37.521 --> 00:08:47.747]  Now what do you think Putin was talking about the day after this was released when he said he warned of the end of the world and insanity and saying the U.S.
[00:08:47.807 --> 00:08:49.407]  doesn't even talk to us now.
[00:08:49.948 --> 00:08:57.192]  Trump is so paralyzed by the neocons calling him a Russian agent that no one even talks to the Russians over the red phone now.
[00:08:58.251 --> 00:08:58.971]  There's no discussion.
[00:08:59.952 --> 00:09:04.433]  There's some joint military discussion, but at the highest levels, it's paralyzed.
[00:09:06.714 --> 00:09:08.654]  And the neocons are running wild.
[00:09:08.734 --> 00:09:23.499]  You know, I read in the news, but I don't believe leftist news most of the time, that Tucker Carlson privately warned Trump not to launch war with Iran, and that he's one of the only people talking to the President lengthy amounts every day
[00:09:24.773 --> 00:09:26.853]  Well, I knew that Tucker talked to the President quite a bit.
[00:09:26.973 --> 00:09:39.296]  I confirmed last night, and I'll leave it at that, that Tucker Carlson and a couple other people, I confirmed from two people, very close to Tucker, about as close as you can get, maybe his wife gets closer.
[00:09:39.336 --> 00:09:51.139]  The point is, is that, is that they are fighting, as we speak, battling in the President's ear.
[00:09:51.359 --> 00:09:53.119]  And the left is kind of pissed!
[00:09:54.735 --> 00:09:57.016]  Their news article's kinda pissed, you know.
[00:09:58.497 --> 00:10:02.639]  If you go to the Daily Beast article, it's got graphics and things making fun of Tucker.
[00:10:02.679 --> 00:10:03.200]  Hey, man!
[00:10:04.260 --> 00:10:05.761]  Don't get in the way of nuclear war!
[00:10:06.422 --> 00:10:07.942]  Damn conservative piece of filth.
[00:10:10.764 --> 00:10:20.129]  Tucker's also gotten documents that the Koch brothers have been targeting nationalists and patriots for censorship of conservatives and censorship of yours truly.
[00:10:20.429 --> 00:10:21.290]  That's who's behind it.
[00:10:22.990 --> 00:10:23.230]  Yep.
[00:10:23.530 --> 00:10:28.013]  You know, I love how the left always said, Oh, Jones is secretly funded by the Koch brothers.
[00:10:28.033 --> 00:10:38.059]  I even had a few former employees literally behave like schizophrenics to my face and go, I know you're really getting funding from the Koch brothers.
[00:10:39.040 --> 00:10:40.821]  And I'm like, the Koch brothers used to be Democrats.
[00:10:41.081 --> 00:10:44.964]  They gave more money to Democrats over all the Republicans and they want open borders.
[00:10:45.244 --> 00:10:50.067]  I'm not funded by the Koch brothers or anybody except the listeners.
[00:10:51.650 --> 00:10:54.231]  The point is, is that he's got a powerful report on that.
[00:10:56.231 --> 00:10:57.551]  I have an overflow of news.
[00:10:58.892 --> 00:11:04.773]  We have exclusive information from inside the NXIVM cult and its conviction and so much more today.
[00:11:08.194 --> 00:11:13.535]  But this is such a big deal on the nuclear weapons doctrine and how it ties into the U.S.
[00:11:13.555 --> 00:11:14.435]  drone being shot down.
[00:11:16.092 --> 00:11:26.716]  Over the Strait of Hormuz and what Iran's doing and the double set of diplomacy, where you've got the neocons and the Democrats basically trying to set Trump up in Iran.
[00:11:28.837 --> 00:11:37.901]  And the Iranians are acting very, very, very bold right now, like they know something we don't know.
[00:11:37.921 --> 00:11:39.582]  Well, I've figured out what's going on.
[00:11:40.462 --> 00:11:42.223]  So I'm going to wait till the start of the next hour.
[00:11:43.023 --> 00:11:44.264]  And then I'm going to get to all this.
[00:11:45.285 --> 00:11:58.715]  Because I have Roger Stone coming on, breaking his silence for the second time, not on the gag order or his court case, but on the NXIVM cult, which he got blamed with saying, oh, Roger Stone spoke to him a few times.
[00:11:58.755 --> 00:11:59.216]  He's part of it.
[00:11:59.736 --> 00:12:01.517]  They had a subcompany try to hire him.
[00:12:02.158 --> 00:12:05.420]  He got in there like a week or so and said, this is a cult, and got out.
[00:12:05.841 --> 00:12:07.222]  He said that here two years ago.
[00:12:08.490 --> 00:12:13.393]  Turns out in the court documents, he was a target of them trying to get at Trump and others.
[00:12:13.493 --> 00:12:15.574]  And of course, obviously yours truly.
[00:12:17.515 --> 00:12:18.716]  And Hillary was involved.
[00:12:18.796 --> 00:12:20.757]  This is all a giant blackmailing scam.
[00:12:21.497 --> 00:12:24.859]  So that's going to be at the bottom of the hour.
[00:12:24.879 --> 00:12:27.560]  He'll be popping in with us here in about 20 minutes.
[00:12:30.582 --> 00:12:35.625]  But the situation with the president
[00:12:36.943 --> 00:12:41.564]  Where he literally only has a couple people telling him, don't listen to Bolton.
[00:12:42.584 --> 00:12:46.485]  And sadly Pompeo is becoming more neoconnish.
[00:12:47.325 --> 00:12:48.405]  And I like Pompeo.
[00:12:49.286 --> 00:12:52.206]  But Bolton is a psychotic.
[00:12:53.146 --> 00:12:57.307]  From the mold of Richard Perle and all the rest of these people.
[00:12:57.587 --> 00:13:00.568]  And Trump is being walked into a setup here.
[00:13:02.028 --> 00:13:04.849]  The Iranians have made double deals before with elements of the Deep State.
[00:13:04.869 --> 00:13:05.889]  They did it against Jimmy Carter.
[00:13:08.120 --> 00:13:12.022]  They have pulled these scams before and there are wheels within wheels.
[00:13:12.062 --> 00:13:16.805]  Like I wanted to go into Venezuela to remove the dictator because thousands are dying a week.
[00:13:17.285 --> 00:13:29.032]  But I said we can't because you can't trust the neocons working with the deep state operatives inside the government to set up our troops and set Trump up in an operation a la Bay of Pigs.
[00:13:31.598 --> 00:13:32.338]  Like the Kennedy.
[00:13:33.258 --> 00:13:35.159]  And so, that's why we're in so much trouble.
[00:13:35.299 --> 00:13:38.239]  Iran downs drone ready for war.
[00:13:43.140 --> 00:13:44.261]  Deep fake photo?
[00:13:44.641 --> 00:13:46.101]  Putin warns USA.
[00:13:46.301 --> 00:13:48.121]  That's the headlines right now.
[00:13:49.222 --> 00:13:52.242]  And the Pentagon's saying that it's a fake video.
[00:13:53.482 --> 00:14:00.964]  They're saying that it was shot down over the Strait of Hormuz, the predator drone, not over Iranian land and airspace.
[00:14:02.099 --> 00:14:04.800]  Service-to-Air Missile taking that down.
[00:14:04.840 --> 00:14:10.061]  And again, the video's posted up on Infowars.com and Newswars.com.
[00:14:10.101 --> 00:14:13.721]  The Iranian government news agency, Press TV, has released that.
[00:14:14.281 --> 00:14:17.042]  Iran accused of using fake photo to prove U.S.
[00:14:17.062 --> 00:14:19.763]  drone was over its territory as U.S.
[00:14:19.803 --> 00:14:21.083]  slams unprovoked attack.
[00:14:22.463 --> 00:14:24.143]  Trump says they've made a very big mistake.
[00:14:25.424 --> 00:14:27.004]  Iran made a very big mistake, close quote.
[00:14:28.786 --> 00:14:36.189]  Putin's now warning the United States that this could escalate into a wider war, and I'm going to cover that when we come back from break for one segment.
[00:14:36.209 --> 00:14:43.973]  I'm going to really dive into it, and then I'm going to get into this new nuclear first-strike doctrine that's just biblical in its evil and its craziness.
[00:14:45.051 --> 00:14:53.415]  And it's neoconnishness, and it's just total losing the moral high ground, begging other countries to strike us first.
[00:14:54.136 --> 00:14:55.877]  That's exactly what Joel Skousen has been saying.
[00:14:55.897 --> 00:15:03.320]  The globalists have been trying to maneuver for a long, long, long, long time.
[00:15:04.581 --> 00:15:06.062]  So that is all coming up.
[00:15:10.264 --> 00:15:11.665]  So when we return, we'll break it all down.
[00:15:13.015 --> 00:15:14.997]  Please do not forget that we are listener supported.
[00:15:15.037 --> 00:15:16.177]  Without you, we will not be here.
[00:15:16.638 --> 00:15:23.283]  You saw the earlier video at the start of the show where we go to these Trump rallies and 70% of people go, we love Alex Jones, we love InfoWars.
[00:15:23.843 --> 00:15:24.844]  We wish he was still on air.
[00:15:25.745 --> 00:15:27.346]  As the news announced, I was off air.
[00:15:28.747 --> 00:15:32.310]  Off all these dozens and dozens of platforms and people believe it.
[00:15:32.670 --> 00:15:35.973]  And they don't go to InfoWars.com or NewsWars.com.
[00:15:36.253 --> 00:15:38.215]  But you are the smartest part of the audience.
[00:15:39.850 --> 00:15:40.991]  And you know how to get the word out.
[00:15:41.011 --> 00:15:43.093]  So without you, they'll win.
[00:15:43.153 --> 00:15:44.595]  You take action, we will win.
[00:15:44.615 --> 00:15:46.136]  Newswars.com.
[00:15:46.457 --> 00:15:47.437]  Infowars.com.
[00:15:47.478 --> 00:15:53.223]  We are alive and well and stronger than ever in many ways because we've got the most hardcore audience ever.
[00:15:53.263 --> 00:15:56.526]  But we need to expand out to others who don't know the full score.
[00:15:56.807 --> 00:15:57.968]  So tell everyone you know today.
[00:15:58.448 --> 00:15:59.910]  Infowars.com lives.
[00:16:00.210 --> 00:16:00.831]  Pass it on.
[00:16:05.973 --> 00:16:07.634]  Folks, you want people to fight for America.
[00:16:07.994 --> 00:16:09.816]  You want people to stand up and say no to the globalists.
[00:16:10.096 --> 00:16:13.398]  You want people to report on the Clintons and all the pedophile rings that are now in the news.
[00:16:13.839 --> 00:16:17.301]  You want people to, you know, expose globalism or the Islamic invasion.
[00:16:17.541 --> 00:16:19.583]  We're doing it, and we're not backing down.
[00:16:19.723 --> 00:16:22.225]  And we're exposing the Covington hoax first.
[00:16:22.305 --> 00:16:23.125]  We expose it first.
[00:16:23.165 --> 00:16:24.166]  We're exposing it all.
[00:16:24.246 --> 00:16:25.627]  We are the tip of the spear.
[00:16:25.667 --> 00:16:26.448]  You are the tip of the spear.
[00:16:26.468 --> 00:16:32.012]  And that's why everybody has to remember, we're running a Save InfoWars special right now.
[00:16:32.532 --> 00:16:35.294]  To get more capital in because we've not been able to expand.
[00:16:35.314 --> 00:16:37.055]  We've actually been contracting some.
[00:16:37.196 --> 00:16:38.977]  The enemy has been winning with all their attacks.
[00:16:38.997 --> 00:16:47.503]  We're still reaching a lot of people thanks to you, but we need capital to get more reporters in the field, to launch a bunch of stuff we've got ready to do that is going to devastate the globalists.
[00:16:47.663 --> 00:16:49.845]  We've proven we don't talk, we deliver.
[00:16:49.885 --> 00:16:51.706]  But I need war bonds, I need capital.
[00:16:51.846 --> 00:16:53.027]  Infowarstore.com.
[00:16:53.227 --> 00:16:54.248]  Storewide free shipping.
[00:16:55.089 --> 00:16:55.309]  50% off.
[00:16:55.349 --> 00:16:56.450]  Double Patriot points.
[00:16:56.650 --> 00:17:00.611]  Infowarslife.com takes you right to the supplements.
[00:17:00.791 --> 00:17:03.872]  Infowarsstore.com is the umbrella site.
[00:17:03.892 --> 00:17:15.135]  We've got a bunch of new Made in America shirts with really soft designer fabric and really the highest quality imprints where the shirts are costing us up to $15 a piece and we're selling them on sale for $19.99.
[00:17:15.695 --> 00:17:21.601]  As I've said the other day, and I said to the people in the press, your case is the template case.
[00:17:35.936 --> 00:17:37.597]  For American freedom moving forward.
[00:17:37.958 --> 00:17:46.824]  And whether or not they can break the InfoWars base, whether or not they can stop the InfoWars audience from supporting the InfoWars network.
[00:17:46.864 --> 00:17:53.549]  Because again, like you said in corporate documents, the model of self-funding, self-sales is the thing that corporations, the globalists fear.
[00:17:53.869 --> 00:17:57.892]  Because crowdsourcing and individuals doing this scares the living daylights out of them.
[00:17:58.012 --> 00:17:58.472]  Absolutely.
[00:17:58.492 --> 00:18:02.573]  It's not only that you have a unique voice in the public arena, in the public square.
[00:18:02.673 --> 00:18:14.557]  The other thing that's unique about InfoWars is it is the only network of this reach that is not backed by a corporate donor or corporate sugar daddy, that's not backed by some billionaire, that's not being funded by a secret foreign government.
[00:18:14.697 --> 00:18:27.081]  It is an old-school, American, 1776-style experiment in the expression of the freedom of the press and freedom of speech that, in fact, the founders were so concerned with at the beginning of the country, they actually tried to support and subsidize
[00:18:27.461 --> 00:18:45.969]  Organizations just like this because this was the kind of press they wanted and then ultimately we now live in an era where they've mostly been co-opted by big corporations or billionaire sugar daddies who have been able to control and manipulate what news and views the person's allowed to have or express or hear and the InfoWars audience has broken through that.
[00:18:46.029 --> 00:18:53.612]  They are the bridge from the founding to the modern age of ultimate American democracy and freedom and that's why there's been an unprecedented onslaught
[00:18:53.973 --> 00:18:58.670]  ...of de-platforming, defamation, lawfare, and libel targeting youth.
[00:19:06.274 --> 00:19:09.095]  The most banned network in the world.
[00:19:09.456 --> 00:19:13.818]  Tom in Texas, police officer on the border, talks about MS-13 and more.
[00:19:13.878 --> 00:19:14.698]  Thanks for calling, Tom.
[00:19:14.818 --> 00:19:15.219]  Yes, sir.
[00:19:15.279 --> 00:19:16.499]  Thank you for taking my call.
[00:19:16.579 --> 00:19:18.420]  Just want to thank you for your products.
[00:19:18.700 --> 00:19:24.563]  I have the InfoWard decals on the outside of my cell phone case, my truck, sports shirts, all the equipment.
[00:19:24.623 --> 00:19:26.484]  I find it's the best way to get your word out.
[00:19:26.564 --> 00:19:27.305]  God bless you, brother.
[00:19:27.365 --> 00:19:33.968]  And I have three or four InfoWard bumper stickers in my glove box right now I hand out if I get to talking to somebody just to help spread
[00:19:34.528 --> 00:19:35.629]  You're our only hope, brother.
[00:19:35.749 --> 00:19:37.610]  I'm telling you, you're more important than I am.
[00:19:37.950 --> 00:19:40.691]  It's people like you on the ground, as you know, that's boots on the ground.
[00:20:06.449 --> 00:20:09.066]  You're listening to The Alex Jones Show.
[00:20:57.677 --> 00:21:04.699]  Ladies and gentlemen, Alex Jones back live here broadcasting worldwide on this Thursday, June 20th, 2019.
[00:21:06.499 --> 00:21:07.720]  Worldwide broadcast.
[00:21:08.900 --> 00:21:09.580]  Asked if the U.S.
[00:21:09.600 --> 00:21:10.580]  will strike Iran.
[00:21:10.620 --> 00:21:11.481]  This is just out.
[00:21:12.261 --> 00:21:12.781]  Just breaking.
[00:21:12.821 --> 00:21:14.041]  It's on Infowars.com.
[00:21:14.761 --> 00:21:15.442]  NBC News.
[00:21:15.482 --> 00:21:16.882]  CNBC as well is reporting it.
[00:21:18.800 --> 00:21:19.380]  Asked if the U.S.
[00:21:19.400 --> 00:21:22.162]  will strike Iran, Trump says you'll soon find out.
[00:21:23.163 --> 00:21:27.786]  President Trump said just minutes ago that he's gonna hold a press conference.
[00:21:28.206 --> 00:21:29.747]  You'll soon find out whether the U.S.
[00:21:29.767 --> 00:21:30.768]  will strike Iran.
[00:21:31.388 --> 00:21:34.310]  As tensions between the two countries ratcheted up, U.S.
[00:21:34.350 --> 00:21:40.935]  officials said earlier in the day that an Iranian missile had shot down an American drone over the Strait of Hormuz.
