[00:00:10.397 --> 00:00:12.470]  I don't know.
[00:04:25.404 --> 00:04:25.604]  Orange man.
[00:04:25.624 --> 00:04:25.845]  Orange man.
[00:04:25.865 --> 00:04:26.105]  Orange man.
[00:04:26.125 --> 00:04:26.465]  Orange man.
[00:04:26.485 --> 00:04:26.686]  Orange man.
[00:04:26.706 --> 00:04:26.906]  Orange man.
[00:04:26.926 --> 00:04:27.126]  Orange man.
[00:04:27.146 --> 00:04:27.346]  Orange man.
[00:04:27.366 --> 00:04:27.567]  Orange man.
[00:04:27.587 --> 00:04:27.827]  Orange man.
[00:04:27.847 --> 00:04:28.047]  Orange man.
[00:04:28.067 --> 00:04:28.327]  Orange man.
[00:04:28.347 --> 00:04:28.548]  Orange man.
[00:04:28.568 --> 00:04:28.768]  Orange man.
[00:04:28.788 --> 00:04:28.988]  Orange man.
[00:04:29.008 --> 00:04:29.228]  Orange man.
[00:04:29.248 --> 00:04:29.449]  Orange man.
[00:04:29.469 --> 00:04:29.689]  Orange man.
[00:04:29.729 --> 00:04:29.949]  Orange man.
[00:04:29.969 --> 00:04:30.189]  Orange man.
[00:04:30.210 --> 00:04:30.410]  Orange man.
[00:04:30.430 --> 00:04:30.670]  Orange man.
[00:04:30.690 --> 00:04:30.990]  Orange man.
[00:04:31.010 --> 00:04:31.271]  Orange man.
[00:04:31.291 --> 00:04:31.491]  Orange man.
[00:04:31.511 --> 00:04:31.711]  Orange man.
[00:04:31.731 --> 00:04:31.971]  Orange man.
[00:04:31.991 --> 00:04:32.252]  Orange man.
[00:04:32.272 --> 00:04:32.472]  Orange man.
[00:04:32.492 --> 00:04:32.692]  Orange man.
[00:04:32.712 --> 00:04:32.913]  Orange man.
[00:04:32.933 --> 00:04:33.133]  Orange man.
[00:04:33.153 --> 00:04:33.353]  Orange man.
[00:04:33.433 --> 00:04:34.774]  Where was your outrage then?
[00:04:35.074 --> 00:04:40.218]  I'm calling for a total and complete shutdown of teenagers wearing MAGA hats until we can figure out what is going on.
[00:04:40.418 --> 00:04:42.139]  They seem to be poisoning young minds.
[00:04:42.239 --> 00:04:48.824]  Yeah, I'm calling for the total and complete shutdown of your Twitter account until you can figure out what a lying f***ing moron you are.
[00:04:48.904 --> 00:04:50.325]  Guilty of racist taunt.
[00:04:50.705 --> 00:04:51.826]  Innocent of all charges.
[00:04:51.886 --> 00:04:54.949]  So the media ran a completely fake news story.
[00:04:55.569 --> 00:04:59.352]  Alright folks, Paul's full, extremely powerful report is on Infowars.com.
[00:04:59.372 --> 00:05:01.433]  We launch the main transmission in 60 seconds.
[00:05:06.420 --> 00:05:09.102]  When it comes to rebuilding your energy, convenience is key.
[00:05:09.443 --> 00:05:15.347]  While coffee, candy, and other sugary products can give you a short boost, the crash can leave you more tired than ever.
[00:05:15.888 --> 00:05:27.898]  TurboForce from InfoWars Life is a powerful mix-in energy packet that utilizes vitamins, amino acids, and extracts used for hundreds of years to provide you focus, clarity, and a boost of energy on the go.
[00:05:31.361 --> 00:05:35.104]  Simply take a packet, mix it into the indicated amount of water, and enjoy!
[00:05:36.914 --> 00:05:39.676]  With 14 servings per box for a two week or more supply.
[00:05:40.076 --> 00:05:43.038]  This is the formula to stock up on whenever you need a boost.
[00:05:44.959 --> 00:05:47.581]  Perfect for work in the car or at home.
[00:05:48.121 --> 00:05:50.903]  Turbo Force is the ultimate answer to a sluggish day.
[00:05:51.364 --> 00:05:52.765]  Don't let your day slow you down.
[00:06:12.054 --> 00:06:22.958]  We now take you live to the Central Texas Command Center, in the heart of the resistance, rallying patriots worldwide.
[00:06:27.159 --> 00:06:29.820]  You're listening to the Alex Jones Show.
[00:06:35.091 --> 00:06:37.173]  It's Tuesday, January 22nd, 2019.
[00:06:37.333 --> 00:06:40.536]  I am your host, Alex Jones.
[00:06:40.596 --> 00:06:41.877]  Thank you so much for joining us.
[00:06:43.999 --> 00:06:45.240]  A lot of good things are happening.
[00:06:45.280 --> 00:06:47.262]  A lot of bad things are happening, obviously.
[00:06:47.322 --> 00:06:59.533]  But I said yesterday at the start of the broadcast that this Covington conspiracy, the Covington hoax, had captured not just America's attention, but the world.
[00:07:00.033 --> 00:07:02.075]  And I saw it as a tipping point.
[00:07:03.715 --> 00:07:08.637]  President Trump came out and tweeted basically those exact words this morning because it's the truth.
[00:07:09.937 --> 00:07:27.844]  It's what's happening and the formulaic way that they use a known Democratic Party activist, an actor, with a group that works for Facebook that also framed me a few months ago in D.C., very same group.
[00:07:29.345 --> 00:07:32.146]  Native American group walks up, starts screaming, F-U, white,
[00:07:33.673 --> 00:07:35.835]  Your mother's married to her brother.
[00:07:37.416 --> 00:07:38.737]  We're glad you're going extinct.
[00:07:39.037 --> 00:07:40.698]  And I go, wow, you're super racist.
[00:07:40.758 --> 00:07:42.940]  And then she'd go, I'm really sweet and a veteran.
[00:07:42.980 --> 00:07:43.800]  Why are you doing that?
[00:07:43.840 --> 00:07:46.302]  And I went, you just called me a subhuman white.
[00:07:46.883 --> 00:07:47.883]  I'm not racist, lady.
[00:07:48.384 --> 00:07:49.284]  Why are you so racist?
[00:07:49.324 --> 00:07:52.166]  And they edited it out to make me look crazy.
[00:07:52.286 --> 00:07:54.428]  And you'd think I'd know I was being set up.
[00:07:56.109 --> 00:07:56.930]  Well, here's the deal.
[00:07:57.070 --> 00:07:59.011]  People like, well, Jones is a full grown man.
[00:07:59.411 --> 00:08:01.653]  We had the raw footage, showed how they set us up.
[00:08:02.073 --> 00:08:02.874]  Didn't become a story.
[00:08:03.888 --> 00:08:05.148]  PostedinfoWars.com.
[00:08:05.488 --> 00:08:33.177]  Sure, maybe a hundred thousand people watch the video, and hundreds of thousands watching live on the show, but it didn't hit but a tiny sliver of what this did, because you've got a bunch of Catholic schoolboys wearing red, white, and blue, and here comes the, quote, native elder, who it turns out is a Democratic Party operative, is in a bunch of Democrat-connected movies, just as we predicted.
[00:08:34.209 --> 00:08:42.651]  He has a history of going on college campuses at Halloween to find people wearing Native American garb to get in their face and try to get beat up.
[00:08:42.671 --> 00:08:45.871]  I mean, he's been in the news five years ago for this.
[00:08:47.732 --> 00:08:48.372]  This individual.
[00:08:49.612 --> 00:08:55.994]  But to have him march over with a group of people, and the students' statements have now been confirmed.
[00:08:56.034 --> 00:08:57.094]  We have all the audio.
[00:08:58.024 --> 00:09:00.145]  Of them saying, we're going to harvest your organs.
[00:09:00.605 --> 00:09:01.545]  We're going to kill you.
[00:09:02.285 --> 00:09:03.946]  Go back to Europe, cracker ass.
[00:09:04.986 --> 00:09:12.448]  We have now multiple angles of this going on for 30 minutes.
[00:09:12.468 --> 00:09:13.448]  They're waiting for the bus.
[00:09:14.048 --> 00:09:15.669]  They're all kind of looking over scared.
[00:09:16.629 --> 00:09:21.911]  They won't start a fight with the racist minority group.
[00:09:23.751 --> 00:09:26.372]  And so they send in their provocateur.
[00:09:27.219 --> 00:09:35.741]  They send him in, just like they send in the ladies to blow smoke in my face, and say, hey, you white, you know, you white pig, and all those names.
[00:09:36.941 --> 00:09:50.045]  They send him in to beat a drum right in their face, but they start, like it's a pep rally, smiling and kind of, okay, nobody's attacking us, because for 20 minutes, 30 minutes, we have all the footage now, they're going, we're gonna kill you, Crackers!
[00:09:50.705 --> 00:09:54.706]  And you little black boys over there with them, we're gonna harvest your organs, bitch!
[00:09:55.964 --> 00:09:57.624]  We're going to kill your ass!
[00:09:57.924 --> 00:09:58.705]  We have the video.
[00:09:59.145 --> 00:10:00.065]  It's up on Infowars.com.
[00:10:00.085 --> 00:10:01.705]  We're going to be playing it this hour.
[00:10:02.165 --> 00:10:15.208]  So imagine, you've got a group of men taunting people because a few of them are wearing MAGA hats, and the Democrat congressman has responded by saying, ban Make America Great Again hats to be worn on people under 18.
[00:10:15.388 --> 00:10:17.049]  That's a Democrat's answer.
[00:10:17.349 --> 00:10:22.810]  Because you've got a big group of racist, leftist-funded, flown-in, bust-in trash,
[00:10:24.625 --> 00:10:25.925]  They march over to start a fight.
[00:10:26.746 --> 00:10:29.206]  The media edits it to say that they were surrounded.
[00:10:34.928 --> 00:10:38.609]  Again, now this, the group that works with Facebook, has been caught over and over again.
[00:10:38.829 --> 00:10:41.110]  They run this whole hoax, and the school...
[00:10:42.864 --> 00:10:53.133]  And the Republican Party leadership and National Review all come out against the horrible, white, make-America-great-again racist that surrounded the Elder.
[00:10:53.793 --> 00:10:55.155]  The Elder!
[00:10:56.556 --> 00:10:57.096]  Think about that.
[00:10:58.618 --> 00:10:59.899]  And so I was watching
[00:11:02.239 --> 00:11:04.360]  Fox News this morning for about two hours.
[00:11:04.520 --> 00:11:05.801]  I don't normally watch that much of it.
[00:11:05.821 --> 00:11:10.084]  I normally listen to music and have it on the background when I work out, but I ended up this morning watching it for two hours.
[00:11:10.864 --> 00:11:12.666]  They all have huge staffs.
[00:11:12.766 --> 00:11:18.629]  They all know about the videos that we first pointed out on Saturday night after this happened of them saying, we're gonna kill you, Cracker.
[00:11:18.689 --> 00:11:19.430]  Go back to Europe.
[00:11:19.690 --> 00:11:20.730]  Now we're finding more.
[00:11:20.971 --> 00:11:22.772]  Hey, fags, we're gonna get you.
[00:11:23.132 --> 00:11:24.673]  You know, Donald Trump's gay.
[00:11:25.013 --> 00:11:25.974]  He's going to hell.
[00:11:26.554 --> 00:11:28.055]  All you fags are going to hell.
[00:11:28.575 --> 00:11:29.416]  This is the left.
[00:11:31.351 --> 00:11:31.651]  Okay?
[00:11:32.292 --> 00:11:33.933]  We have all this extra video now.
[00:11:34.493 --> 00:11:35.453]  They've had all this.
[00:11:35.974 --> 00:11:36.814]  They've looked at it all.
[00:11:37.174 --> 00:11:39.716]  And the shows are like, well, the kids should have left.
[00:11:40.096 --> 00:11:40.997]  These are Fox News shows.
[00:11:41.057 --> 00:11:43.418]  And, well, this shows how America's at each other's throats.
[00:11:43.758 --> 00:11:53.184]  So, on purpose, Fox News and no one else will show all the footage that tens of millions are seeing of them going, we're gonna kill your ass, crackers!
[00:11:53.484 --> 00:11:55.945]  And you black kids over there, we're gonna harvest your organs!
[00:11:56.165 --> 00:11:56.846]  You're dead!
[00:11:56.866 --> 00:11:59.587]  When we come over there, we're gonna beat your ass!
[00:11:59.667 --> 00:12:00.408]  I have all this video.
[00:12:02.538 --> 00:12:07.540]  One of the videos we put out of this has 10 million views today.
[00:12:08.420 --> 00:12:11.461]  So see, the mainstream media thinks nobody's seeing all this.
[00:12:12.502 --> 00:12:13.842]  Oh, everybody's seeing.
[00:12:14.202 --> 00:12:15.823]  Then they turn on even Fox News.
[00:12:17.535 --> 00:12:26.418]  And they won't even show you how vicious and hateful... I mean, the Democrats, you can walk down a line of Democrats at these marches for an hour.
[00:12:26.738 --> 00:12:28.918]  In front of their kids, they go, F you!
[00:12:29.398 --> 00:12:30.299]  I'll beat your ass!
[00:12:30.359 --> 00:12:31.199]  I hope you die!
[00:12:31.379 --> 00:12:32.259]  They'll say it to women.
[00:12:32.419 --> 00:12:35.180]  They'll run up and grab men's genitals, and the police will laugh.
[00:12:35.360 --> 00:12:36.360]  And they'll say, I'm a liberal!
[00:12:36.421 --> 00:12:37.681]  I can grab your genitals!
[00:12:38.701 --> 00:12:40.642]  They are mad dog crazy!
[00:12:43.823 --> 00:12:44.703]  But here's the good news.
[00:12:46.425 --> 00:12:47.626]  We're going to play all these clips here today.
[00:12:49.286 --> 00:12:52.868]  America's and the world's interest has now been piqued.
[00:12:52.908 --> 00:12:53.888]  This is a tipping point.
[00:12:54.749 --> 00:13:01.392]  Because despite all the censorship and all the manipulation, the truth is getting out and people are seeing what unhinged monsters the left are.
[00:13:01.632 --> 00:13:07.335]  Now Alexander Cortez is saying the world's going to end in 12 years if we don't pay carbon taxes to the Rothschilds.
[00:13:07.995 --> 00:13:14.578]  She's saying billionaires shouldn't exist when it's the big mega billionaires that are actually pushing this global consolidation and are tax exempt.
[00:13:16.886 --> 00:13:19.547]  While Venezuela collapses, these people are out of control.
[00:13:19.567 --> 00:13:24.728]  But just to illustrate, and I'm not bragging, it's why InfoWars is so important, it was Rob Due on Saturday.
[00:13:26.709 --> 00:13:33.271]  Rob Due on Saturday, and we were up here doing special reports that began to tweet out, hey, look at these angles of the videos we found.
[00:13:33.691 --> 00:13:38.693]  And then Jack Posobiec and others picked it up after the Women's March, pointing out this didn't happen.
[00:13:38.733 --> 00:13:39.913]  And it chained reaction.
[00:13:41.212 --> 00:13:47.455]  It chain-reactioned, and then by Sunday night, Monday, people were going, oh, maybe there's another side.
[00:13:47.996 --> 00:13:52.598]  And then today, CNN's like, okay, it was wrong what happened to these kids, because they had to close the school.
[00:13:53.018 --> 00:13:55.259]  They've got prominent people saying, bomb them, kill them.
[00:13:55.459 --> 00:13:56.760]  They doxed their whole families.
[00:13:59.522 --> 00:14:00.622]  This is real bullying.
[00:14:00.742 --> 00:14:02.183]  This is real terrorization.
[00:14:06.638 --> 00:14:08.340]  And so now it's all blown up in their face.
[00:14:08.380 --> 00:14:09.801]  But that's what Rush Limbaugh pointed out.
[00:14:10.301 --> 00:14:12.183]  He said, shame on National Review.
[00:14:12.583 --> 00:14:13.684]  Shame on Fox News.
[00:14:13.724 --> 00:14:14.725]  It's a long 12-minute clip.
[00:14:14.745 --> 00:14:18.068]  I'm just going to play a minute of it next break, after the break.
[00:14:18.889 --> 00:14:23.092]  He said that the Republicans just jump on other Republicans, including these young kids.
[00:14:23.312 --> 00:14:24.213]  The school did it.
[00:14:24.393 --> 00:14:25.434]  The National Review did it.
[00:14:25.694 --> 00:14:26.555]  Fox News did it.
[00:14:26.735 --> 00:14:29.518]  To all virtues, signal and say, yes, we're sorry, we're bad.
[00:14:29.738 --> 00:14:32.880]  To get curry favor with the corporate media that everyone hates.
[00:14:33.701 --> 00:14:37.503]  It's like Congressman Steve King.
[00:14:38.844 --> 00:14:41.765]  He didn't say white supremacy is good.
[00:14:42.085 --> 00:14:47.228]  He said white supremacy and white nationalism is not the same as nationalism.
[00:14:47.909 --> 00:14:56.273]  But the Republicans all wanted a virtue signal and they all wanted to strip him of his committeeship just to show how they're groveling and pissing down their legs.
[00:14:56.473 --> 00:14:57.253]  Even Jim Jordan.
[00:14:57.554 --> 00:14:58.174]  Oh gosh!
[00:14:58.614 --> 00:14:59.274]  And McCarthy.
[00:14:59.415 --> 00:14:59.995]  We're sorry.
[00:15:00.015 --> 00:15:01.135]  We won't do it anymore.
[00:15:01.316 --> 00:15:01.816]  We promise.
[00:15:03.592 --> 00:15:04.793]  We'll kiss your butt properly.
[00:15:05.053 --> 00:15:06.514]  Please, please, we're not racist.
[00:15:06.554 --> 00:15:08.095]  Let us show you how we're not.
[00:15:08.135 --> 00:15:26.125]  Meanwhile, Fox News won't even show you hours of footage that we shot, hours of footage others shot, where you just randomly click a feed, and it's, if you whites are gonna frickin' die, America was never great, it'll never be great, we're bringing this country down, and we're gonna kill every white person!
[00:15:26.886 --> 00:15:28.587]  And you think it's a weird white person saying it.
[00:15:29.520 --> 00:15:33.261]  With, like, crazy racist black people and Hispanics going, that's right, bitches!
[00:15:33.481 --> 00:15:34.521]  That's right, bitches!
[00:15:34.902 --> 00:15:37.002]  I mean, I've got all this footage we're going to show you.
[00:15:37.822 --> 00:15:39.443]  Took the team days to bleep it all.
[00:15:40.343 --> 00:15:41.663]  And it's just frothing.
[00:15:42.504 --> 00:15:44.084]  Men threatening to murder women.
[00:15:44.364 --> 00:15:47.105]  Women running up and grabbing male reporters by the genitals.
[00:15:47.345 --> 00:15:49.546]  Hispanics running up saying, I'm subhuman.
[00:15:50.166 --> 00:15:53.087]  I mean, it's just insane frothing.
[00:15:53.327 --> 00:15:57.448]  And then none of it's on the news, except edited videos to make us look bad.
[00:15:58.510 --> 00:16:00.111]  Fox News is in on it, folks!
[00:16:00.151 --> 00:16:03.032]  They're in on it!
[00:16:05.973 --> 00:16:08.654]  When it comes to rebuilding your energy, convenience is key.
[00:16:08.994 --> 00:16:14.897]  While coffee, candy, and other sugary products can give you a short boost, the crash can leave you more tired than ever.
[00:16:15.437 --> 00:16:27.362]  TurboForce from InfoWars Life is a powerful mix-in energy packet that utilizes vitamins, amino acids, and extracts used for hundreds of years to provide you focus, clarity, and a boost of energy on the go.
[00:16:30.899 --> 00:16:34.720]  Simply take a packet, mix it into the indicated amount of water, and enjoy!
[00:16:36.440 --> 00:16:42.561]  With 14 servings per box for a two week or more supply, this is the formula to stock up on whenever you need a boost.
[00:16:44.502 --> 00:16:50.463]  Perfect for work, in the car, or at home, Turbo Force is the ultimate answer to a sluggish day.
[00:16:50.903 --> 00:16:52.323]  Don't let your day slow you down.
[00:16:52.923 --> 00:16:55.744]  Perk up with Turbo Force at infowarstore.com
[00:17:07.003 --> 00:17:10.305]  This is a solution for you and your family.
[00:17:10.585 --> 00:17:15.468]  This is something guaranteed, like oxygen and water, to sustain life.
[00:17:15.668 --> 00:17:17.369]  There are a bunch of bad halogens.
[00:17:17.489 --> 00:17:21.191]  There is one good halogen in the body, and it's pure atomic iodine.
[00:17:21.331 --> 00:17:23.353]  Most forms are bound, so you don't absorb them.
[00:17:23.413 --> 00:17:34.459]  But even microscopic amounts of the broken-down type are better than nothing, because your body recognizes it and takes it on, and tries to use it instead of bromine, chloride, fluorine, and the other bad ones.
[00:17:34.799 --> 00:17:37.440]  And there's a lot of things better than just wealth in this world.
[00:17:37.561 --> 00:17:38.661]  How about physical wealth?
[00:17:39.001 --> 00:17:41.022]  When I forget to take my iodine, I'm an idiot.
[00:17:41.563 --> 00:17:42.623]  We have Edge II.
[00:17:42.703 --> 00:17:47.986]  It's selling out because a company tried to put me over the barrel from the oil well company that drills to get it to 12,000 feet.
[00:17:48.426 --> 00:17:49.947]  We ended up finding an even better company.
[00:17:50.127 --> 00:17:56.130]  Their chemist said, you can put this in the way you have it, but you should add a little bit of vitamin C to stabilize it so it doesn't oxidize.
[00:17:56.250 --> 00:17:57.671]  And this other form of iodine
[00:17:57.851 --> 00:17:57.991]  Yeah.
[00:18:15.126 --> 00:18:17.467]  Raising the world's IQ, the secret is salt.
[00:18:17.567 --> 00:18:18.007]  But it's not.
[00:18:18.027 --> 00:18:21.208]  It says right here, adding ionized iodine to the salt.
[00:18:21.268 --> 00:18:24.169]  Boosted IQ, 10 to 20 points, increased fertility.
[00:18:24.269 --> 00:18:27.650]  They put it in the water the kids are given at school in China.
[00:18:27.930 --> 00:18:28.790]  Why do I say that?
[00:18:28.910 --> 00:18:40.093]  Because in the 20s, we had major reproductive problems, major deformities, major retardation, major IQ reduction, not on the coastal areas where people got fresh fish.
[00:18:40.333 --> 00:18:41.773]  Because we need border security.
[00:18:41.793 --> 00:18:42.574]  We have to have it.
[00:18:42.654 --> 00:18:45.795]  Should have happened 30 years ago, 20 years ago, 10 years ago.
[00:19:09.560 --> 00:19:10.521]  And it's gonna happen now.
[00:19:11.021 --> 00:19:11.622]  Gonna happen now.
[00:19:11.662 --> 00:19:12.863]  Thank you very much, everybody.
[00:19:13.484 --> 00:19:14.845]  Enjoy your food.
[00:19:15.045 --> 00:19:21.170]  There's the juxtaposed of golden candle stick holders with candles and then all this fast food.
[00:19:21.211 --> 00:19:22.352]  Trump is ridiculous.
[00:19:22.832 --> 00:19:24.594]  He's the ultimate joker card.
[00:19:26.755 --> 00:19:30.539]  But meanwhile, he says we've got burgers stacked a mile high.
[00:19:30.839 --> 00:19:33.682]  They spit it that he's lying when it's a figure of speech.
[00:19:34.634 --> 00:19:40.199]  And I didn't see anybody complaining when Barack Obama was spending $65,000 on hot dog dinners.
[00:19:40.819 --> 00:19:49.166]  Nobody cared to mention that in the mainstream press or ridicule him, and Obama always made a big deal of going out for fast food, or the press did at least when he did.
[00:19:49.186 --> 00:19:49.687]  Oh, it's well known.
[00:19:49.707 --> 00:19:53.110]  Trump likes tacos, and Obama likes winners.
[00:20:06.986 --> 00:20:17.873]  You're listening to The Alex Jones Show.
[00:20:26.079 --> 00:20:28.200]  Waging war on corruption.
[00:20:28.721 --> 00:20:30.122]  It's Alex Jones.
[00:20:32.296 --> 00:20:33.436]  Well, Limbaugh gets it right.
[00:20:33.817 --> 00:20:37.198]  The Republicans grovel in fear for corporate mainstream media attention.
[00:20:37.378 --> 00:20:38.138]  It's a total hoax.
[00:20:38.758 --> 00:20:41.780]  And they turned instantly on these young men and bought the leftist hoax.
[00:20:42.500 --> 00:20:44.921]  But the world is waking up and isn't buying it.
