[00:00:56.474 --> 00:00:56.814]  Okay.
[00:04:13.359 --> 00:04:25.108]  Because if the corporations are working with the CHICOMS and the EU, by extension with regulations that we then go under, the government not getting involved is the same as the government ending free speech and getting involved.
[00:04:25.449 --> 00:04:28.171]  And it's simple little mind games the globalists play.
[00:04:29.512 --> 00:04:30.453]  Simple little mind games.
[00:04:30.473 --> 00:04:33.055]  You know, he's top of his class lawyer, whole nine yards.
[00:04:33.655 --> 00:04:37.018]  But you're going to hear his speeches, you're going to say, that sounds exactly like Alex Jones.
[00:04:37.518 --> 00:04:39.200]  That's exactly what Alex Jones is saying.
[00:04:39.440 --> 00:04:40.961]  Because it's what's going on.
[00:04:41.822 --> 00:04:42.723]  Anybody can look at
[00:04:43.627 --> 00:04:45.028]  A pink pig.
[00:04:45.088 --> 00:04:46.208]  And say that's a pink pig.
[00:04:47.969 --> 00:04:51.550]  Anybody can look at what the EU and the UN and Hollywood, the Democrats are doing.
[00:04:51.750 --> 00:04:52.871]  They're running roughshod.
[00:04:52.931 --> 00:04:54.171]  They're a bunch of tyrants.
[00:04:55.272 --> 00:04:56.652]  Lock their asses up, man.
[00:04:57.193 --> 00:04:57.573]  Jeez.
[00:04:57.593 --> 00:05:00.274]  I mean, this is survival we're talking about.
[00:05:00.294 --> 00:05:02.555]  Silicon Valley needs to be raided.
[00:05:05.782 --> 00:05:07.123]  Mike in New Jersey.
[00:05:07.143 --> 00:05:07.623]  You're on the air.
[00:05:07.663 --> 00:05:08.424]  Thanks for calling, Mike.
[00:05:08.544 --> 00:05:09.825]  You are the man, Alex.
[00:05:09.885 --> 00:05:11.306]  I'm so glad to be talking to you.
[00:05:11.406 --> 00:05:12.147]  I'm so excited.
[00:05:12.207 --> 00:05:13.028]  I'm such a big fan.
[00:05:13.128 --> 00:05:15.529]  Ever since I've been listening, I've been buying your products.
[00:05:15.610 --> 00:05:18.011]  I gotta do a shout-out for the Bone Broth.
[00:05:18.111 --> 00:05:18.752]  The Bone Broth.
[00:05:19.533 --> 00:05:20.373]  The Bone Broth.
[00:05:20.974 --> 00:05:21.874]  The Bone Broth.
[00:05:22.375 --> 00:05:23.255]  The Bone Broth.
[00:05:23.616 --> 00:05:28.119]  Tastes like, tastes like a great milkshake, you know, if you just add it to milk.
[00:05:28.359 --> 00:05:29.360]  It tastes like Ovaltine.
[00:05:30.140 --> 00:05:36.062]  I feel great since I've been taking it.
[00:05:36.142 --> 00:05:39.864]  My daughter uses the Bubblegum Fluoride 3 Toothpaste.
[00:05:40.344 --> 00:05:44.105]  I've used the Supermail Vitality, a host of other products.
[00:05:44.125 --> 00:05:45.866]  So thank you so much for that as well.
[00:05:46.166 --> 00:05:48.707]  Brother, you're thanking me for buying the products.
[00:05:48.727 --> 00:05:49.427]  I'm thanking you.
[00:05:49.487 --> 00:05:55.369]  But yes, this is the ultimate bone broth formula with the turmeric, the chaga mushroom, the true bone broth.
[00:05:55.949 --> 00:05:56.630]  It is next level.
[00:05:56.670 --> 00:05:57.290]  It really is good.
[00:05:57.310 --> 00:05:57.690]  So thank you.
[00:05:57.850 --> 00:05:59.712]  I feel great since I've been taking it.
[00:05:59.792 --> 00:06:00.273]  Thank you.
[00:06:11.124 --> 00:06:19.613]  Crashing through the lies and disinformation, it's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:06:31.343 --> 00:06:49.839]  Well, the 14-year-old who's exploded in the last few months, with hundreds of millions of views on YouTube, a million subscribers, is the next person to be digitally crucified, then burned into ashes, and scattered to the four winds, like Winston Smith at the end of 1984.
[00:06:49.980 --> 00:06:58.167]  And she's going to be joining us, coming up, ladies and gentlemen, on the broadcast today.
[00:07:00.194 --> 00:07:07.707]  In the second hour, Mike Adams is going to be hosting the 4th Hour War Room after that, 3 o'clock central, with the great Owen Troyer.
[00:07:10.226 --> 00:07:12.349]  This is going to be a very important broadcast today.
[00:07:12.389 --> 00:07:31.230]  I've done a lot of research, a lot of preparation for the topics I want to get into and the points I want to make, and I really want to get these salvos out there, because if people listen, if people research, if they find out I'm telling the truth, and that if we take action collectively, it's bye-bye New World Order and hello prosperity!
[00:07:32.875 --> 00:07:46.975]  Because the globalists admit they have been purposely sabotaging, purposely demoralizing, and pumping cultural poison into the system because they can't run a free, open, virtuous people.
[00:07:48.186 --> 00:07:49.207]  I know that's really simple.
[00:07:49.747 --> 00:07:53.169]  A free people can't be enslaved by authoritarians.
[00:07:53.929 --> 00:07:56.431]  So they want us to be slaves.
[00:07:57.231 --> 00:08:00.073]  And the credo of slaves is ignorance.
[00:08:00.473 --> 00:08:01.293]  It's backbiting.
[00:08:01.454 --> 00:08:02.134]  It's stupidity.
[00:08:02.554 --> 00:08:03.895]  It's feeling like you're victims.
[00:08:04.855 --> 00:08:07.337]  So you lay down and die instead of overcoming.
[00:08:09.229 --> 00:08:12.051]  And there is a war against the middle of the country.
[00:08:12.371 --> 00:08:14.673]  And I don't just mean that geographically, there's that too.
[00:08:15.193 --> 00:08:16.374]  There is a war.
[00:08:17.115 --> 00:08:18.096]  And everybody already knows this.
[00:08:18.136 --> 00:08:19.757]  When I say this, you're going to say...
[00:08:21.229 --> 00:08:23.190]  Jones just said the grass is green.
[00:08:23.650 --> 00:08:33.173]  I know, but the enemy is obsessed with this, the enemy admits this, and now they've gotten so freaked out that we're fighting back that they've uncloaked themselves.
[00:08:33.793 --> 00:08:35.114]  Because they don't get how we operate.
[00:08:35.734 --> 00:08:36.614]  They've miscalculated.
[00:08:37.334 --> 00:08:39.455]  They've thrown a lot of kindling on this blaze.
[00:08:41.886 --> 00:08:44.968]  They want you to worship Hollywood.
[00:08:45.648 --> 00:08:47.649]  They want you to worship their emptiness.
[00:08:48.170 --> 00:08:51.071]  They want control of everything because they have no control.
[00:08:51.452 --> 00:08:53.473]  They want power because they don't have power.
[00:08:53.793 --> 00:08:54.373]  Inherently.
[00:08:54.974 --> 00:08:58.536]  No matter how much power they've got, it's like a colander, the water just pours out.
[00:08:59.156 --> 00:09:00.257]  It's like a boat with holes in it.
[00:09:01.357 --> 00:09:02.798]  And this happens throughout history.
[00:09:02.858 --> 00:09:03.819]  It's known psychology.
[00:09:06.195 --> 00:09:18.923]  And so the left runs the gambit from arrested development fools, low IQ minions, slaves, right up through mercenaries, control freaks, absolutely evil people.
[00:09:19.984 --> 00:09:21.005]  And it runs that spectrum.
[00:09:21.845 --> 00:09:26.428]  And we have to fully come to Jesus on that.
[00:09:27.849 --> 00:09:30.531]  And understand that we are blind.
[00:09:32.964 --> 00:09:35.885]  To the way they operate, because we don't think like that.
[00:09:36.605 --> 00:09:40.106]  We have a blind spot the size of the Grand Canyon.
[00:09:40.887 --> 00:09:50.890]  And once you finally understand, oh my God, there are really evil people in the world and how they operate, then we can start beating them.
[00:09:50.950 --> 00:09:52.591]  And look, I know you know there's evil people.
[00:09:53.431 --> 00:10:01.974]  But you've got to realize that a lot of evil people aren't going to climb in to your daughter's bedroom at night and slit their throat.
[00:10:02.796 --> 00:10:03.797]  Those psychos exist.
[00:10:03.817 --> 00:10:05.678]  In fact, I wanted to play that clip on Friday.
[00:10:05.698 --> 00:10:06.139]  I never played it.
[00:10:06.159 --> 00:10:06.739]  Let's cue that up.
[00:10:06.779 --> 00:10:07.440]  That serial killer.
[00:10:09.702 --> 00:10:10.322]  For later in the hour.
[00:10:12.424 --> 00:10:21.632]  But there's a lot of other cowardly evil people that set up systems of corruption and oppression so they can get away with carrying it out in an institutional system.
[00:10:22.884 --> 00:10:36.414]  And then those of us that are trying to just have good country, and healthy people, and live a long time, and love God, and have justice, and we believe in success, and we like other people's success, and we like our success, because we're confident, we're strong, we come from, you know, good gene pools, basically.
[00:10:37.094 --> 00:10:38.635]  We are blind to these people.
[00:10:39.296 --> 00:10:42.318]  But I'm telling you, once you've seen their ass, you're never blind again.
[00:10:43.499 --> 00:10:46.941]  And every fiber of your soul will be, get them off our back.
[00:10:46.961 --> 00:10:52.305]  So that's where I'm coming from here today is, I know you know this.
[00:10:55.114 --> 00:10:56.998]  But they're as evil as we thought they were and more.
[00:11:00.705 --> 00:11:04.653]  And they are seeking always to have power and control over us.
[00:11:07.324 --> 00:11:14.369]  And they want to extinguish what makes us great, because that greatness inherently threatens the corrupt, upside-down system they're trying to build.
[00:11:14.669 --> 00:11:16.271]  They can't have a successful America.
[00:11:16.631 --> 00:11:19.013]  They can't have successful race relations.
[00:11:19.333 --> 00:11:25.277]  They can't have good, strong families and culture, because that threatens their strategic takeover, and they admit that.
[00:11:25.377 --> 00:11:26.838]  And I know you know that!
[00:11:27.279 --> 00:11:35.565]  But every moment of every day, in everything we do, we have to remember they are literally out to get us.
[00:11:38.857 --> 00:11:43.481]  And so instead of being victims, we're overcomers.
[00:11:43.641 --> 00:11:50.406]  But you have to overcome the enemy by declaring them the enemy and saying to the enemy, I see you.
[00:11:52.168 --> 00:11:52.908]  I know you're bad.
[00:11:52.928 --> 00:11:55.471]  I know you don't have a conscience.
[00:11:55.991 --> 00:11:56.952]  You know I have one.
[00:11:57.512 --> 00:11:59.274]  So you spend all day trying to manipulate me.
[00:11:59.774 --> 00:12:00.695]  Get behind me, Satan.
[00:12:01.738 --> 00:12:02.998]  You're not in my life anymore.
[00:12:03.659 --> 00:12:04.539]  You don't scare me.
[00:12:05.099 --> 00:12:06.020]  You don't bully me.
[00:12:06.420 --> 00:12:08.761]  Your labels, your lies, it means nothing to me.
[00:12:09.041 --> 00:12:11.342]  I'm standing firm against you.
[00:12:12.042 --> 00:12:14.403]  And I'm gonna confront you to your face.
[00:12:15.123 --> 00:12:19.605]  It isn't just Alex Jones that has to go to Congress when they have big tech hearings.
[00:12:19.665 --> 00:12:21.625]  I'll be at every one I'm physically able to be at.
[00:12:24.566 --> 00:12:28.348]  The moment you decide to look at your calendar and take your vacation in D.C.
[00:12:30.043 --> 00:12:37.287]  And to take your children with you and to march in there when you see Sundar Pichai, or you see Oliver Darcy, or you see any of these liars.
[00:12:38.628 --> 00:12:41.650]  And you get in their face, because they're the usurpers.
[00:12:42.050 --> 00:12:43.151]  They're bigger than a government.
[00:12:45.012 --> 00:12:58.781]  And they set themselves up as our kings now, and induced us through telecommunications to make them the new communications system, where they spy on us and sell our data and lie to us, and then when they get caught, they lie to us again.
[00:13:00.865 --> 00:13:04.047]  Man, just keep trying this Jedi mind trick of we're a private company.
[00:13:04.067 --> 00:13:04.967]  We're a private company.
[00:13:06.448 --> 00:13:07.809]  No, what you are is a trust.
[00:13:09.370 --> 00:13:16.414]  What you are is a criminal combine working with other groups in an oligopoly to control and dominate this nation.
[00:13:16.754 --> 00:13:29.302]  You have disdain for people that don't want to be in Hollywood, that don't want to worship Silicon Valley, and you're taking over every facet of our lives and pumping us full of poison so you can feed on us at your leisure.
[00:13:31.496 --> 00:13:32.537]  And it's coming to an end.
[00:13:34.038 --> 00:13:36.380]  We're going to break up all of these tech monopolies.
[00:13:36.661 --> 00:13:39.003]  We're going to pull the Chi-Com operatives out of our government.
[00:13:39.343 --> 00:13:41.045]  There's going to be thousands of people arrested.
[00:13:41.265 --> 00:13:42.125]  Already hundreds have been.
[00:13:42.766 --> 00:13:51.694]  We're going to roll up Hollywood, and we're going to roll all of you up because you're a cancer, you're an enemy force, and you're working against this nation.
[00:13:51.714 --> 00:13:53.676]  Remember a few months ago?
[00:13:57.128 --> 00:14:04.290]  The Joint Chiefs of Staff got asked in Congress about Google officially working for China and won't even work with our own military.
[00:14:04.370 --> 00:14:05.230]  What does that tell you?
[00:14:05.710 --> 00:14:07.331]  They hate America.
[00:14:08.111 --> 00:14:18.534]  You go to any Democratic Party event, any Silicon Valley event, and you talk about loving America or free market or God, they will groan, they will yell at you, and they will say, get out of here.
[00:14:19.194 --> 00:14:21.995]  They will physically attack you in public spaces.
[00:14:24.039 --> 00:14:25.481]  They are so habituated.
[00:14:25.541 --> 00:14:27.563]  They hate you so much.
[00:14:27.964 --> 00:14:29.946]  They hate Jesus Christ so much.
[00:14:30.346 --> 00:14:38.096]  They hate families so much that they shake with murderous delight.
[00:14:40.917 --> 00:14:45.578]  I mean, I knew they hated America, but the last few years I go out to these events and I say, hey, America's back.
[00:14:46.159 --> 00:14:51.100]  You know, it's, you know, unemployment's down and good things are happening and they start groaning.
[00:14:51.780 --> 00:14:53.721]  And I say, I love America.
[00:14:53.801 --> 00:15:02.163]  And they go, and you're like, so you do it to another group and another group and another group.
[00:15:03.664 --> 00:15:04.504]  And they're all the same.
[00:15:07.851 --> 00:15:10.212]  And you have to understand, these are really bad people.
[00:15:10.793 --> 00:15:15.155]  And they've converted a large number of our fellow citizens into this now.
[00:15:16.655 --> 00:15:18.256]  They're basically demon possessed.
[00:15:18.316 --> 00:15:19.437]  I don't know what you want to call it.
[00:15:19.797 --> 00:15:20.697]  Mass psychosis.
[00:15:21.178 --> 00:15:21.938]  It's going on.
[00:15:22.618 --> 00:15:23.239]  It's happening.
[00:15:23.739 --> 00:15:24.479]  We've all seen it.
[00:15:24.959 --> 00:15:26.040]  It's like the body snatchers.
[00:15:29.571 --> 00:15:36.414]  And we're going to have to stand against them and stop acquiescing their bullying or it's only going to get worse.
[00:15:36.454 --> 00:15:38.335]  And you can see there's no limit to what they'll do.
[00:15:39.015 --> 00:15:50.940]  The good news is there are a bunch of evil people on top, but still a small number, with a lot of victims and mind-controlled, servile, mass brainwashed followers.
[00:15:52.366 --> 00:15:55.972]  But we have to come into that power vacuum and lead and stop all this.
[00:15:56.433 --> 00:15:58.637]  We'll lay the plan out to stop it on the other side.
[00:15:59.238 --> 00:16:00.540]  However you're listening, please spread the word.
[00:16:06.548 --> 00:16:09.609]  Since the beginning, Secret 12 has been one of our most popular formulas.
[00:16:09.749 --> 00:16:12.790]  Now, we're bringing you an all-new version to help you reach your energy peak.
[00:16:12.970 --> 00:16:20.292]  Ultra 12 from InfoWars Life takes advantage of the most effective and expensive form of B12 available, methylcobalamin, to provide you with twice the B12.
[00:16:20.472 --> 00:16:26.874]  Ultra 12 can help make DNA, support the body's energy production, and help produce healthy blood cells while assisting proper nervous system function.
[00:16:27.014 --> 00:16:30.715]  Take advantage of the superior form of B12 and head to InfoWarsStore.com today.
[00:16:42.740 --> 00:16:50.206]  Yeah, I really appreciate you, and it's an honor to talk to you, and I do, before I start, I also wanted to do a plug for a couple of your products that I really love.
[00:16:50.286 --> 00:16:50.927]  Changed my life.
[00:16:51.007 --> 00:16:53.449]  The DNA Force is one, and X2.
[00:16:53.489 --> 00:16:55.210]  You know, I do a lot of construction.
[00:16:55.390 --> 00:17:02.676]  Using the tools that you're using, it just really wreaks havoc on your body, and I had three of my fingers starting to go numb, and I didn't think there was anything going to work on it.
[00:17:02.836 --> 00:17:04.837]  I tried your DNA Force a couple weeks later.
[00:17:04.857 --> 00:17:07.657]  I started feeling that numbness going away, tingling coming back.
[00:17:07.737 --> 00:17:09.958]  And then, you know, now I'm fully using my hand.
[00:17:09.998 --> 00:17:10.398]  It's great.
[00:17:10.518 --> 00:17:14.599]  And I can't thank you enough for what you do just in the fight for liberty.
[00:17:14.679 --> 00:17:15.480]  Well, thank you, brother.
[00:17:15.540 --> 00:17:17.060]  I mean, we want to sell you stuff that works.
[00:17:17.100 --> 00:17:17.860]  You want to order it again.
[00:17:17.900 --> 00:17:23.662]  But PQQ CoQ10 has been proven to make telomeres last longer, to make nerves regrow.
[00:17:23.822 --> 00:17:26.003]  It really is an amazing product for anybody above 40.
[00:17:26.223 --> 00:17:27.263]  Young people can take it as well.
[00:17:27.303 --> 00:17:29.364]  But yes, DNA Force Plus is amazing.
[00:17:29.724 --> 00:17:30.544]  What did you think of the X2?
[00:17:31.084 --> 00:17:31.924]  I love that too.
[00:17:32.005 --> 00:17:36.167]  After a few months of being on that, I felt like I wasn't searching for words.
[00:17:36.607 --> 00:17:45.251]  There was a time in my life where I felt like, man, I don't know if I'm just too exhausted or what, but you feel like you want to get in a conversation and you're pausing and you can't find the word to say.
[00:17:45.391 --> 00:17:48.513]  And I swear, man, that X2 really helps with cognition.
[00:17:48.533 --> 00:17:51.314]  Well, that's because the synapses in the brain operate off of it.
[00:17:51.334 --> 00:17:52.055]  It's electrochemical.
[00:17:52.075 --> 00:17:52.855]  You're absolutely right.
[00:17:52.895 --> 00:17:56.597]  When I forget to take X2 every couple of days, sometimes I forget for like a week because I get busy.
[00:17:56.697 --> 00:17:59.238]  Then I feel it and I take it and it really is amazing.
[00:17:59.338 --> 00:18:00.559]  So thank you for the support, brother.
[00:18:03.260 --> 00:18:04.280]  I want them shut down.
[00:18:04.320 --> 00:18:05.240]  I want them silenced.
[00:18:05.280 --> 00:18:06.061]  I want them muted.
[00:18:06.121 --> 00:18:07.961]  I think they are horrible for our society.
[00:18:08.321 --> 00:18:09.161]  Banning people.
[00:18:09.461 --> 00:18:14.643]  They're dictating the opinions that everyone on the platform is allowed to have.
[00:18:18.303 --> 00:18:22.464]  I'm a conservative Jew, so I guess that makes me such a dangerous person.
[00:18:25.485 --> 00:18:26.265]  Spreading articles.
[00:18:26.305 --> 00:18:27.105]  Spreading videos.
[00:18:27.125 --> 00:18:27.665]  Spreading links.
[00:18:27.685 --> 00:18:28.386]  You're gonna get demonized.
[00:18:28.406 --> 00:18:29.546]  You're gonna get attacked.
[00:18:32.959 --> 00:18:36.000]  It's going to do something terrible like help Trump get re-elected.
[00:18:36.040 --> 00:18:39.381]  That's really what all this is about.
[00:18:39.701 --> 00:18:50.445]  ...said that they deem our content and our brand un... ...is the right to be, do, and say whatever you want.
[00:18:50.525 --> 00:18:51.945]  It's about freedom of expression.
[00:18:54.486 --> 00:18:55.147]  I'm a journalist.
[00:18:55.187 --> 00:18:59.208]  I'm a left not interested in telling the truth about me because I don't fit the stereotype.
[00:19:01.562 --> 00:19:30.116]  They can say whatever they think, and I respect their constitutional right to do it, and I hope they respect my... If you are receiving this translation, you are the resistance.
[00:19:33.360 --> 00:19:41.841]  A classic InfoWars fan favorite formula, Super Blue Fluoride Free Toothpaste is a must have for any info warrior serious about their oral health.
[00:19:41.921 --> 00:19:46.122]  Featuring natural oils and ingredients used since aboriginal and biblical times.
[00:19:46.302 --> 00:19:50.103]  Fueled by the good halogen iodine and high quality nano silver.
[00:19:50.343 --> 00:19:55.084]  We've taken the fluoride out and replaced it with powerful ingredients to help boost your smile.
[00:19:55.264 --> 00:19:57.264]  Don't miss out on one of our best products.
[00:19:57.464 --> 00:20:02.265]  Power up your morning routine with Super Blue Fluoride Free Toothpaste at the InfoWars store.
[00:20:06.445 --> 00:20:09.208]  You're listening to The Alex Jones Show.
[00:20:12.851 --> 00:20:17.775]  This program contains language and sequences some viewers may find disturbing.
[00:20:17.796 --> 00:20:26.283]  The nation and all of our freedoms hang by a thread, and the military apparatus of this country is about to be handed over to scum!
[00:20:26.604 --> 00:20:28.225]  We're beholden to scum!
[00:20:28.665 --> 00:20:29.887]  Russian scum!
[00:20:37.571 --> 00:20:38.892]  Please listen.
[00:20:38.972 --> 00:20:47.276]  If you don't, if you won't, if you fail to understand, then the same incredible terror that's menacing me will strike at you!
[00:20:47.296 --> 00:20:50.137]  The function of all life is survival.
[00:20:51.418 --> 00:20:53.258]  Sleep.
[00:20:53.439 --> 00:20:54.179]  Sleep.
[00:20:55.399 --> 00:20:56.020]  Sleep.
[00:20:56.860 --> 00:20:57.320]  Oh my God!
[00:20:57.380 --> 00:20:57.901]  Oh my God!
[00:20:57.941 --> 00:20:58.541]  Oh my God!
[00:20:58.581 --> 00:20:59.021]  Lock the door!
[00:20:59.061 --> 00:20:59.521]  Lock the door!
[00:20:59.541 --> 00:21:00.122]  They're coming!
[00:21:00.462 --> 00:21:01.402]  They're coming!
[00:21:01.582 --> 00:21:01.943]  Help!
[00:21:02.303 --> 00:21:02.603]  Help!
[00:21:03.043 --> 00:21:03.723]  They're coming!
[00:21:03.984 --> 00:21:04.644]  They're coming!
[00:21:04.704 --> 00:21:05.364]  Listen to me!
[00:21:05.644 --> 00:21:06.064]  Listen!
[00:21:06.125 --> 00:21:06.345]  Help me!
[00:21:07.557 --> 00:21:08.017]  You're next!
[00:21:08.037 --> 00:21:08.357]  Please!
[00:21:08.677 --> 00:21:09.057]  Please!
[00:21:09.297 --> 00:21:09.757]  You're next!
[00:21:09.797 --> 00:21:10.798]  They're in danger!
[00:21:10.858 --> 00:21:11.878]  Please, listen to me!
[00:21:11.918 --> 00:21:13.038]  Something terrible!
[00:21:13.118 --> 00:21:13.758]  Please!
[00:21:13.818 --> 00:21:14.538]  You're next!
[00:21:14.558 --> 00:21:16.139]  They're already here!
[00:21:17.259 --> 00:21:18.219]  You're next!
[00:21:18.299 --> 00:21:18.839]  They're coming!
[00:21:18.899 --> 00:21:19.819]  They're coming!
[00:21:20.619 --> 00:21:21.340]  Sleep.
[00:21:21.440 --> 00:21:22.500]  The seed is planted.
[00:21:22.560 --> 00:21:23.340]  Sleep.
[00:21:24.540 --> 00:21:25.320]  Sleep.
[00:21:25.480 --> 00:21:26.621]  Terror grows.
[00:21:26.701 --> 00:21:29.081]  Elizabeth, wake up!
[00:21:29.101 --> 00:21:30.221]  That's you when you sleep!
[00:21:30.381 --> 00:21:31.541]  Sit up!
[00:21:32.022 --> 00:21:34.242]  Invasion of the Body Snatchers.
[00:21:35.709 --> 00:21:37.850]  All of a sudden, they're growing like parasites.
[00:21:37.910 --> 00:21:38.771]  Is it contagious?
[00:21:40.191 --> 00:21:41.452]  It looked right at me.
[00:21:41.472 --> 00:21:42.492]  You need to get out!
[00:21:42.552 --> 00:21:44.593]  I'm looking at it as if it was human.
[00:21:44.653 --> 00:21:45.434]  I'm not human.
[00:21:47.635 --> 00:21:50.796]  Now, the classic fear begins to grow.
[00:21:50.836 --> 00:21:52.557]  We're being cornered!
[00:21:52.637 --> 00:21:55.178]  In a modern masterpiece of science fiction.
[00:21:55.258 --> 00:21:56.279]  They're barricading us.
[00:22:23.027 --> 00:22:27.230]  If you are receiving this transmission, you are the resistance.
[00:22:28.030 --> 00:22:29.451]  It's Alex Jones.
[00:22:33.374 --> 00:22:38.157]  And we got a giant beachhead two and a half years ago when Trump got elected.
[00:22:38.958 --> 00:22:40.118]  We relaunched America.
[00:22:40.158 --> 00:22:43.300]  This audience, you had done it.
[00:22:43.621 --> 00:22:44.421]  1776 had a beachhead.
[00:22:45.102 --> 00:22:47.143]  So the enemy said, okay, shut him down.
[00:22:48.324 --> 00:22:49.885]  We'll call ourselves the resistance.
[00:22:51.906 --> 00:22:55.507]  And we'll try to adopt a lot of Jones's populist tactics, but we'll invert it.
[00:22:57.027 --> 00:22:58.487]  And that's why they want us off the air.
[00:22:59.127 --> 00:23:00.348]  They are now the resistance.
[00:23:01.148 --> 00:23:02.848]  Well, yeah, you're the resistance to America.
[00:23:03.308 --> 00:23:04.028]  You're the globalist.
[00:23:04.089 --> 00:23:05.109]  America was never great.
[00:23:05.509 --> 00:23:06.309]  It'll never be great.
[00:23:08.209 --> 00:23:20.512]  And now President Trump has basically stood down his one biggest failure so far and not defended the First Amendment against the monopoly combine activities
[00:23:21.576 --> 00:23:28.102]  A big tech openly and publicly moving to China just on the national security front.
[00:23:28.502 --> 00:23:33.887]  He's done something on Huawei, he's done something on 5G, and now that's a major national security threat.
[00:23:34.147 --> 00:23:46.378]  But if you don't think every Apple device having its code access based in China on servers that Apple admits are state controlled, so Apple can be tax exempt.
[00:23:48.410 --> 00:23:54.314]  And then the Pentagon is like, well, I guess none of you will work with us, Apple or Google or anybody else.
[00:23:54.574 --> 00:23:55.735]  Amazon works for the Pentagon.
[00:23:57.136 --> 00:23:58.157]  I guess that's your right.
[00:23:59.078 --> 00:24:00.879]  But, gee, it's kind of bad.
[00:24:00.979 --> 00:24:01.600]  Your right?
[00:24:02.820 --> 00:24:05.262]  To move to China and let them have all our damn codes?
[00:24:06.083 --> 00:24:07.063]  No, that's not their right.
[00:24:07.584 --> 00:24:08.504]  You're a private company.
[00:24:08.525 --> 00:24:12.147]  You know, the Libertarian Institute said so.
[00:24:13.148 --> 00:24:16.010]  Libertarianism isn't what big corporations say it is.
[00:24:16.250 --> 00:24:17.291]  It isn't slitting your throat.
[00:24:20.029 --> 00:24:24.633]  By our government letting China and the EU write all the regulations.
[00:24:25.114 --> 00:24:29.758]  They've written them now to make big tech move over there and do what they say.
[00:24:30.318 --> 00:24:31.039]  I'm going to say it again.
[00:24:31.439 --> 00:24:38.685]  Because our government won't defend us and won't regulate to prohibit foreign regulation and won't protect what we built.
