[00:00:05.419 --> 00:00:09.150]  Infowars.com is tomorrow's news.
[00:05:53.032 --> 00:06:01.096]  Get pure energy on tap and take advantage of old and new InfoWars powerhouse formulas with the Brain Synergy combo.
[00:06:01.496 --> 00:06:04.398]  Head to InfoWarsStore.com today.
[00:06:19.221 --> 00:06:20.002]  InfoWars.
[00:06:20.342 --> 00:06:21.943]  Tomorrow's news today.
[00:06:21.963 --> 00:06:28.688]  If you are receiving this transmission, you are the resistance.
[00:06:45.151 --> 00:06:49.895]  Live from the InfoWars.com studios, it's Alex Jones.
[00:06:57.262 --> 00:07:03.427]  America and the world and what's left of Christendom is being gaslighted.
[00:07:05.589 --> 00:07:08.332]  The news is meant to be upside down world.
[00:07:10.603 --> 00:07:11.263]  News alert!
[00:07:11.403 --> 00:07:15.945]  Church of Satan warns of Mike Pence and the dangers of Christians to our children.
[00:07:17.085 --> 00:07:17.705]  News alert!
[00:07:18.365 --> 00:07:23.967]  Extremists don't like humans and animals being spliced together and the first gene-edited babies being born.
[00:07:25.648 --> 00:07:26.348]  News flash!
[00:07:27.028 --> 00:07:31.449]  Republicans are being banned from criticizing Democrats or saying learn to code.
[00:07:34.710 --> 00:07:35.431]  News flash!
[00:07:35.471 --> 00:07:39.552]  Democrats angry at Trump for saying we shouldn't have post-birth abortion.
[00:07:41.616 --> 00:07:47.821]  You know, later in the broadcast, we're going to show video of post-birth abortions.
[00:07:48.942 --> 00:07:53.485]  There will be viewer discretion advised, but PBS has shown this.
[00:07:53.846 --> 00:07:54.726]  Let's not show it yet.
[00:07:54.846 --> 00:07:57.328]  Give people time to tune out.
[00:07:59.350 --> 00:08:03.053]  We're going to show footage of post-birth abortions.
[00:08:04.807 --> 00:08:07.009]  These babies deserve to be humanized.
[00:08:07.729 --> 00:08:11.632]  Sure, I know you're not going to want to watch an animal butchered or a child butchered.
[00:08:13.634 --> 00:08:15.475]  But we have to humanize them.
[00:08:15.956 --> 00:08:17.137]  And see, that's the next step.
[00:08:17.197 --> 00:08:18.498]  They're harvesting the organs.
[00:08:19.158 --> 00:08:20.399]  And that's why they want us off air.
[00:08:20.940 --> 00:08:23.842]  We go to the next step of what this is really all about.
[00:08:23.902 --> 00:08:28.445]  We bring them down before they've conditioned us to accept the next step.
[00:08:29.386 --> 00:08:31.848]  These are monsters using psychological warfare.
[00:08:31.868 --> 00:08:32.709]  I'm going to explain it again.
[00:08:33.848 --> 00:08:40.033]  The governor of Virginia is a pediatric surgeon specializing in organ removal.
[00:08:42.636 --> 00:08:53.485]  That's why he wants to explain to you we're going to keep them alive after they're born, keep them comfortable, because he has to normalize that at the hospital and normalize it to everyone else.
[00:08:53.745 --> 00:08:57.648]  This is a normalization process by a snake creature.
[00:09:01.131 --> 00:09:01.572]  You understand?
[00:09:03.479 --> 00:09:11.563]  They need to keep the children alive for a few days to a week while they get the donors lined up to get maximum cash.
[00:09:12.764 --> 00:09:18.647]  It's like keeping the aeration going on minnows at the bait shop.
[00:09:19.867 --> 00:09:21.808]  That goes off a few hours, the minnows are dead.
[00:09:23.269 --> 00:09:25.290]  And you can't put them on a hook and catch bass with them.
[00:09:25.790 --> 00:09:26.931]  Now let's go up from minnows
[00:09:27.830 --> 00:09:28.850]  We all feel sorry for it.
[00:09:28.910 --> 00:09:31.491]  The left says you shouldn't even have bait fish.
[00:09:31.552 --> 00:09:32.072]  It's abusive.
[00:09:32.592 --> 00:09:35.333]  Seriously, PETA says eating fish is bad.
[00:09:37.454 --> 00:09:40.095]  We've humanized the one-inch minnow.
[00:09:40.715 --> 00:09:42.096]  If you don't have aeration, it dies.
[00:09:42.676 --> 00:09:46.478]  They have to keep the babies alive to get the organs.
[00:09:48.218 --> 00:09:50.739]  And when they're done, they suck every drop of blood out.
[00:09:51.400 --> 00:09:53.660]  They render down all the skin for collagen.
[00:09:54.061 --> 00:09:55.101]  All the organs are sold.
[00:09:55.181 --> 00:09:57.442]  And I'm sorry to be so macabre here, but
[00:09:58.846 --> 00:10:09.154]  If we don't admit what's going on, it's like Germans at the end of World War II didn't believe there were any death camps or that Hitler was killing anybody.
[00:10:09.375 --> 00:10:10.075]  And Hitler was.
[00:10:10.375 --> 00:10:11.636]  He wrote the Final Solution.
[00:10:11.857 --> 00:10:12.897]  Those documents came out.
[00:10:13.138 --> 00:10:15.980]  He was killing millions of people all over Europe, in Russia.
[00:10:16.680 --> 00:10:17.181]  It's a fact.
[00:10:21.241 --> 00:10:29.450]  And Eisenhower couldn't believe the fact that Germans would get in his face town leaders during the occupation of Germany and would say, we didn't do that.
[00:10:29.491 --> 00:10:32.874]  So he said, you're going to a death camp and you're going to help clean up dead bodies.
[00:10:39.021 --> 00:10:40.103]  And see, that's what I'm doing here.
[00:10:41.138 --> 00:10:44.681]  Is Joe Rogan said Alex Jones is obviously mentally ill.
[00:10:44.721 --> 00:10:45.781]  He's gone to a bad place.
[00:10:46.742 --> 00:10:54.307]  Let's play the clip and then he played the literal Soros funded media group clip from a Soros funded group and for media matters.
[00:10:54.807 --> 00:10:58.050]  So exact Soros funding exact talking points going.
[00:10:58.330 --> 00:10:59.310]  I don't get talking points.
[00:11:01.092 --> 00:11:01.952]  Hiding in plain view.
[00:11:02.333 --> 00:11:05.034]  He's either got an IQ about 70 or he's a lying snake.
[00:11:05.995 --> 00:11:06.455]  It's the latter.
[00:11:08.116 --> 00:11:09.457]  And he goes, yeah, listen to this.
[00:11:09.497 --> 00:11:10.078]  He claims that
[00:11:12.296 --> 00:11:15.741]  And of course the tape's edited by the Soros group.
[00:11:16.642 --> 00:11:23.511]  And he cites the so-called news group and plays it where I say that they would go have sex with dead bodies at the morgue.
[00:11:24.730 --> 00:11:28.952]  And that they found them with dead kids in dungeons and that they would drink their blood and eat the pituitary gland.
[00:11:29.692 --> 00:11:40.597]  And in 30 seconds, the crew typed in Jimmy Savelle, 500 raped children, murdered children, eaten children, sex with dead bodies, eating their brains.
[00:11:40.978 --> 00:11:43.599]  Just type in Jimmy Savelle, sex with dead kids.
[00:11:43.779 --> 00:11:44.719]  Just type it in!
[00:11:46.900 --> 00:11:50.142]  Major BBC presenter who supplied the kids to everybody.
[00:11:50.888 --> 00:11:59.877]  How BBC star Jimmy Savile allegedly, and it's been confirmed in the British News, got away with abusing 500 children and sex with dead bodies.
[00:12:00.678 --> 00:12:10.969]  Now Joe, if you go read the London Telegraph, or you go read the police reports, and I've had members of Parliament on talking about it, they would eat children.
[00:12:10.989 --> 00:12:13.872]  And you're like, I can't believe that exists.
[00:12:16.035 --> 00:12:17.776]  Well, we all know about psychopaths.
[00:12:17.856 --> 00:12:22.159]  They're evil people that like to mount people's heads on walls, torture people.
[00:12:22.339 --> 00:12:24.560]  You know, that's not just in American Psycho.
[00:12:26.622 --> 00:12:32.786]  So, yes, Joe, we're in a bad place when they're splicing humans with animals for 30, 40 years and now it's just breaking.
[00:12:33.046 --> 00:12:36.488]  We're in a bad place when the iPhones can watch and listen to us in real time.
[00:12:37.569 --> 00:12:44.333]  We're in a bad place when I'm up here covering all this and you just say, hey,
[00:12:45.592 --> 00:12:46.132]  Pizza Gate.
[00:12:46.372 --> 00:12:47.493]  Pedophilia doesn't exist.
[00:12:49.374 --> 00:12:53.976]  You know, I've gotten a lot more sophisticated in the last two years since I've been through the system.
[00:12:54.216 --> 00:13:04.122]  I saw the media focus off of the WikiLeaks documents that was true Satanism, Aleister Crowley rituals, kids will be in the hot tub for your pleasure, you know, all of it.
[00:13:05.082 --> 00:13:06.583]  John Podesta, Tony Podesta stuff.
[00:13:08.134 --> 00:13:18.082]  To the media going, Reddit is on fire, and 4chan, it was the LA Times, New York Times, Washington Post, CNN, they were all, look, it's all there.
[00:13:20.084 --> 00:13:22.466]  The Internet's claiming they're killing people in a pizza place.
[00:13:22.806 --> 00:13:27.490]  So we go look at it, it's where a bunch of Democrats hang out, but there's no evidence of that.
[00:13:28.311 --> 00:13:32.294]  Then they go, well, Jones, you need to admit that that part was wrong.
[00:13:32.615 --> 00:13:36.118]  And I said, well, I did cover what everybody else was covering and said people are looking into it.
[00:13:37.122 --> 00:13:41.366]  And I said, OK, I got that part wrong, just like any investigator would get something wrong, something right.
[00:13:41.546 --> 00:13:46.530]  They go, oh my gosh, Jones admits to purposely creating a hoax that pedophilia exists.
[00:13:46.851 --> 00:13:48.732]  Well, I mean, my God, turn on children's television.
[00:13:48.912 --> 00:13:50.454]  That's all it is, is sexualization of children.
[00:13:50.794 --> 00:13:55.779]  Ten times the number of child traffickers have now been busted just the last two years.
[00:13:56.039 --> 00:13:58.161]  And Trump talks about it in his State of the Union.
[00:14:00.563 --> 00:14:11.410]  And says we've busted massive amounts of sex traffickers and child traffickers and Cortez won't stand up and won't clap and Kamilah Harris shakes her head and looks pissed.
[00:14:14.112 --> 00:14:28.341]  I mean every day there's new articles about sex cults with little kids and shelling their bodies and weird Islamic cults with dead kids buried in subterranean caverns and nobody gets in trouble and just this is a full-out assault and
[00:14:33.393 --> 00:14:38.094]  We know that pedophilia is out of control and you've got all these drag kid stuff going on.
[00:14:40.615 --> 00:14:52.618]  Where you have little kids at gay bars talking about using ketamine, talking about group sex, talking about all this insane crap with full-grown men.
[00:14:53.559 --> 00:14:57.860]  In one case, who's a convicted famous axe murderer.
[00:14:59.420 --> 00:15:03.604]  Little kids dressed up like women, with men, never with their family.
[00:15:03.924 --> 00:15:04.925]  The parents don't work.
[00:15:05.365 --> 00:15:06.866]  They're starting at five.
[00:15:06.886 --> 00:15:09.649]  Their son, he's 11 now, started performing.
[00:15:12.571 --> 00:15:13.091]  What's his name?
[00:15:13.171 --> 00:15:13.991]  Desmond is Amazing?
[00:15:14.792 --> 00:15:15.592]  The Amazing Desmond?
[00:15:15.852 --> 00:15:20.093]  And then he's always just with, oh, where's Junior at?
[00:15:20.554 --> 00:15:26.936]  Oh, he's off with an axe murderer who's a famous guy that was into getting underage people onto drugs and group sex.
[00:15:27.356 --> 00:15:33.658]  He started a whole movement where men act like babies and then other men have sex with them and simulated pedophilia.
[00:15:34.298 --> 00:15:38.159]  I mean, that's actually what he started, this whole club boy thing.
[00:15:38.800 --> 00:15:42.601]  And then, oh, it's like right there, oh, but Joe Rogan, there's nothing going on.
[00:15:42.901 --> 00:15:44.462]  Alex Jones is in a bad place.
[00:15:46.062 --> 00:15:50.824]  Jimmy Savelle is in hospitals drinking kids' blood, okay?
[00:15:51.384 --> 00:15:53.025]  That's in the nooch, but I'm the bad guy.
[00:15:53.725 --> 00:15:54.526]  I get it, I get it, Joe.
[00:15:54.546 --> 00:16:00.348]  You're out there in L.A., you're out there in that filth pit, and I'm just, I hope you're proud of who you joined, who you're with there, buddy.
[00:16:02.691 --> 00:16:03.452]  Gold is a better.
[00:16:03.852 --> 00:16:09.477]  We're bringing back one of the biggest fan favorite formulas we've ever offered with even better ingredients.
[00:16:10.157 --> 00:16:11.258]  Ultimate bone broth.
[00:16:11.699 --> 00:16:17.463]  Info Wars Life is proud to bring you a powerhouse bone broth formula to help push you to your limits.
[00:16:18.064 --> 00:16:21.507]  This incredible formula will help you get the most out of your workout.
[00:16:21.747 --> 00:16:26.730]  With the power of ultra-high quality bone broth, one of the most popular health trends on the planet.
[00:16:26.970 --> 00:16:38.797]  Built with more than seven different superfoods and crucial compounds, Ultimate Bone Broth will help support your healthy muscles, digestion, tendons and ligaments, while also supporting your body's fight against free radicals.
[00:16:39.358 --> 00:16:47.963]  This incredible chicken bone broth formula contains time-tested ingredients such as turmeric root, chaga mushroom, goji berry powder, bee pollen,
[00:16:48.363 --> 00:16:50.824]  An alfalfa herb powder to support your body.
[00:16:51.204 --> 00:16:54.365]  It's time to experience what Ultimate Bone Broth can do for you.
[00:16:55.185 --> 00:16:57.586]  Get Ultimate Bone Broth now at 50% off.
[00:17:06.008 --> 00:17:17.412]  I've been on air 24 years, and I set out to awaken America and the world because I believed that humanity weren't cowards.
[00:17:18.393 --> 00:17:19.574]  And the humanity wasn't stupid.
[00:17:20.015 --> 00:17:34.849]  That if folks were shown the facts of what was being constructed by the globalists, by the technocrats, and that their endgame is a anti-God, anti-human, satanic world system, I believed that good men and women would stand up and rally against it.
[00:17:35.030 --> 00:17:37.632]  And I don't take all the credit for what's happened with Infowars.
[00:17:37.692 --> 00:17:39.354]  In fact, I take very little of the credit.
[00:17:39.494 --> 00:17:54.660]  I believe there was a focal point laying it out with the evidence, as only the internet coming into its own 24 years ago could allow, up until that point in history, that people would respond and that the population would start researching themselves and that it would trigger a chain reaction.
[00:17:54.880 --> 00:17:55.881]  I never intended, though,
[00:17:56.721 --> 00:17:59.823]  To be a hyper-dominant leader at the forefront of this.
[00:18:00.083 --> 00:18:06.187]  I was always about having other guests and other individuals and groups on who were experts in their field to help inform the public even better than I could.
[00:18:06.227 --> 00:18:14.692]  But in the last 10 years, Infowars became the dominant leader, globally, in rebooting nationalism and renaissance against the globalist, post-industrial, neo-feudalist system.
[00:18:14.952 --> 00:18:26.401]  The globalists ignored that, which was fine with me, until about three years ago when they decided to use me against Trump and other nationalists by misrepresenting who I was and what I really said and taking me out of context.
[00:18:26.421 --> 00:18:32.386]  That miscalculation actually spread anti-New World Order information technology around the world faster.
[00:18:32.606 --> 00:18:34.968]  And was critical in putting Trump over the top.
[00:18:35.128 --> 00:18:53.283]  And then they made the decision, because of all the chain reactions everywhere, where there were fan videos every day with 5, 10 million views apiece, and hundreds of millions of views a week on different platforms, not even of my own show, but of derivatives of what I was saying and doing, they hit the panic button and said, we were already looking at total censorship in the next few years.
[00:18:53.904 --> 00:18:58.487]  But let's accelerate the plan, start with him, and then drop the hammer on everybody else.
[00:18:59.608 --> 00:19:00.009]  And it's here.
[00:19:01.144 --> 00:19:01.984]  Total surveillance.
[00:19:02.105 --> 00:19:04.346]  They're listening, they're watching on your phone, on your TV.
[00:19:04.586 --> 00:19:05.907]  It's going into AI computers.
[00:19:06.687 --> 00:19:08.708]  The technocracy's on an incredible power trip.
[00:19:09.088 --> 00:19:18.873]  Horrible leftists trained in the universities to hate you and your family have been brought into these cults of big tech who are allowed to have access to everything you do.
[00:19:18.893 --> 00:19:20.034]  It's in the news today.
[00:19:20.054 --> 00:19:21.595]  That you have a brain tumor.
[00:19:21.635 --> 00:19:22.335]  That you're pregnant.
[00:19:22.615 --> 00:19:23.376]  That you're depressed.
[00:19:23.956 --> 00:19:24.956]  That you have HIV.
[00:19:25.757 --> 00:19:26.417]  That you're gay.
[00:19:26.717 --> 00:19:27.458]  Whatever it is.
[00:19:27.938 --> 00:19:31.861]  They're there raping your privacy while calling themselves liberal.
[00:19:32.061 --> 00:19:32.542]  They're a fraud.
[00:19:32.642 --> 00:19:49.114]  But the things they've done to this, the things they've pulled against InfoWars, if our audience doesn't realize how critical it is, and don't keep spreading the word, and don't keep sharing articles and videos, and don't keep buying the great products you already need anyways, The Globalist will be successful in the next year or so shutting down InfoWars.
[00:19:49.174 --> 00:19:50.855]  So, I'm shooting up the bat signal here.
[00:19:51.196 --> 00:19:56.360]  You've really supported us over the years, but the fight's now reaching the critical part of the battle, and I need your commitment
[00:19:57.020 --> 00:20:01.286]  To get great products you already need, but to steadfastly get them at InfoWareStore.com.
[00:20:07.135 --> 00:20:09.738]  You're listening to the Alex Jones Show.
[00:20:30.777 --> 00:20:32.458]  The Alex Jones Show.
[00:20:32.918 --> 00:20:34.479]  Because there is a war on.
[00:20:34.599 --> 00:20:39.062]  Or your mind.
[00:20:39.082 --> 00:20:45.446]  So, Bill Maher does go on TV and say that 35-year-olds should be able to have sex with 12-year-olds and that it's love.
[00:20:45.886 --> 00:20:47.607]  That's a quote.
[00:20:48.267 --> 00:20:52.870]  He names his program, production company, Kid Love.
[00:20:53.991 --> 00:20:56.052]  That's the slogan of NAMBLA.
[00:20:58.113 --> 00:20:58.774]  We love children.
[00:20:58.834 --> 00:20:59.234]  Kid Love.
[00:21:00.899 --> 00:21:07.841]  That's the code words they use on facilities where they want to let fellow pedos know what's going on.
[00:21:09.622 --> 00:21:18.864]  And then, of course, you have all the other pedophilic jokes of him attacking the Kentucky Catholic students and talking about people having sex with them.
[00:21:19.965 --> 00:21:20.665]  Catholic priest.
[00:21:22.506 --> 00:21:27.047]  Oh, but Joe Rogan, how dare Alex Jones say such horrible things about
[00:21:30.691 --> 00:21:31.191]  Bill Maher.
[00:21:31.571 --> 00:21:33.072]  Bill Maher said these things.
[00:21:33.132 --> 00:21:44.678]  You can't swing a stick in Hollywood and not find a director who isn't a pedophile who then still gets to direct movies with kids.
[00:21:44.898 --> 00:21:46.959]  There's hundreds and hundreds of famous cases.
[00:21:47.079 --> 00:21:48.099]  It's rampant!
[00:21:51.841 --> 00:21:57.824]  Absolutely, totally, completely out of control and rampant.
[00:22:00.666 --> 00:22:03.788]  And then Alex is mentally ill.
[00:22:03.848 --> 00:22:07.011]  He says that there's people having sex with dead kids in hospitals.
[00:22:08.472 --> 00:22:09.773]  And he says they're drinking their blood.
[00:22:12.975 --> 00:22:13.796]  Yeah, you're right, Joe.
[00:22:13.836 --> 00:22:15.197]  I'm in a bad place, man, because I care.
[00:22:17.739 --> 00:22:19.741]  I can't just sit here and rationalize all this stuff.
[00:22:19.761 --> 00:22:26.246]  I mean, take George Soros, the big list man test, the guy you quote from.
[00:22:27.310 --> 00:22:30.631]  You quote from his Media Matters as your talking point and say it's not a talking point.
[00:22:31.091 --> 00:22:32.952]  It's like Jack Dorsey said, we don't censor anybody.
[00:22:33.212 --> 00:22:34.412]  Everybody has a right to be on Twitter.
[00:22:35.352 --> 00:22:36.212]  Except Alex Jones.
[00:22:36.312 --> 00:22:36.933]  Well, why'd you do it?
[00:22:36.973 --> 00:22:37.633]  Well, I don't know.
[00:22:39.093 --> 00:22:39.533]  You know why?
[00:22:39.553 --> 00:22:48.736]  Because the establishment came down and they said get him off the air because he's a nationalist who with his audience has relaunched nationalist capitalist movements worldwide.
[00:22:49.316 --> 00:22:52.377]  Europe, the EU takeover is falling apart.
[00:22:52.437 --> 00:22:53.377]  They're in panic mode.
[00:22:53.997 --> 00:22:55.138]  All over the world it's happening.
[00:22:55.298 --> 00:22:56.298]  I'm getting chills right now.
[00:22:57.540 --> 00:23:00.761]  We have all accomplished a great deal, audience, and I salute you.
[00:23:04.843 --> 00:23:05.123]  Joe!
[00:23:06.964 --> 00:23:08.524]  You know George Soros.
[00:23:09.965 --> 00:23:12.186]  Because I called you and I told you about it, we sort of defended him.
[00:23:13.586 --> 00:23:24.431]  You know he went on 60 Minutes and said that it was the happiest time, happy making time, happiest time of his life, helping round up Jews, but he felt no responsibility for it, because if he wouldn't have done it, somebody else would.
[00:23:25.771 --> 00:23:27.092]  That it was an exhilarating feeling.
[00:23:29.175 --> 00:23:31.936]  This is the sickest crap I've ever heard in my life.
[00:23:33.396 --> 00:23:42.539]  And Soros used to be so megalomaniacal and on such a power trip that he would say to interviewers, I'm God.
[00:23:42.799 --> 00:23:43.720]  I am the Messiah.
[00:23:44.868 --> 00:23:59.514]  He pulled the interviews up in magazines, and then by the 90s he said, I used to tell people that I was the Messiah, because I believe I am the Messiah, and it was maybe something I shouldn't have been saying, but I am the Messiah.
[00:24:00.354 --> 00:24:01.795]  So, there it is.
[00:24:03.044 --> 00:24:05.045]  And it was the happy-making time.
[00:24:05.826 --> 00:24:07.487]  My best time of my life.
[00:24:07.507 --> 00:24:09.388]  It was exhilarating.
[00:24:09.468 --> 00:24:13.050]  It was great danger, but I was with my father.
[00:24:13.070 --> 00:24:17.412]  We were rounding up all the Jews, singing them off.
[00:24:19.013 --> 00:24:19.834]  Ah, so fun.
[00:24:20.134 --> 00:24:24.596]  And so the 60 Minutes interview was like, so you were helping round up your fellow Jews and sending them to death camps.
[00:24:25.477 --> 00:24:27.998]  Yes, I was, actually.
[00:24:28.578 --> 00:24:29.079]  Yes, I was.
[00:24:30.563 --> 00:24:33.344]  And so now in this upside-down world, I'm the bad guy.
[00:24:34.525 --> 00:24:35.745]  And Joe's the good guy.
[00:24:36.026 --> 00:24:41.768]  He's the guy that, from his little perch in Los Angeles, will tell us how to be good and how to be bad.
[00:24:41.788 --> 00:24:46.911]  Yes, there it is.
[00:24:48.311 --> 00:24:51.253]  George Soros, I carry potent messianic fantasies.
[00:24:55.754 --> 00:25:00.177]  I... Since I was a boy, I believed that I was the messiah.
[00:25:04.759 --> 00:25:07.020]  I think now it may be Alexander, my son.
[00:25:08.381 --> 00:25:10.042]  He is the messiah.
[00:25:11.342 --> 00:25:12.263]  The messiah!
[00:25:12.283 --> 00:25:13.063]  The messiah!
[00:25:13.804 --> 00:25:20.067]  So a Nazi collaborator thinks he's the messiah, who was a famous villain imploding countries and trying to overthrow their currencies.
[00:25:22.362 --> 00:25:25.723]  And I'm the bad guy for saying what he said on 60 Minutes.
[00:25:25.883 --> 00:25:26.423]  Okay, Joe.
[00:25:26.523 --> 00:25:26.763]  Cool.
[00:25:28.663 --> 00:25:31.104]  And they tell me I'm marked for destruction because I won't back down.
[00:25:31.244 --> 00:25:32.584]  Because I can't back down.
[00:25:33.084 --> 00:25:34.264]  These people are hurting children.
[00:25:37.025 --> 00:25:40.645]  The Soroses are heavily involved in all the Crowleyan magic crap.
[00:25:41.785 --> 00:25:42.205]  Look it up.
[00:25:43.006 --> 00:25:45.846]  Look up Alexander at spirit cooking events.
[00:25:47.026 --> 00:25:48.026]  It's disgusting.
[00:25:49.067 --> 00:25:50.447]  These are disgusting people.
[00:25:51.758 --> 00:25:59.004]  And to get close to God, you've got to politically and spiritually get away from these people.
[00:26:01.406 --> 00:26:07.672]  And by getting away from them, that means protecting children, protecting culture from the trash of the universe.
[00:26:08.192 --> 00:26:12.356]  The worst garbage that will do anything for power and control.
[00:26:12.816 --> 00:26:17.280]  And who only wants to destroy civilization in the name of civilization.
[00:26:19.460 --> 00:26:20.761]  So I'm proud of the work I've done.
[00:26:20.781 --> 00:26:24.364]  And sometimes I get in war mode and I come off a little aggressive.
[00:26:24.705 --> 00:26:25.385]  Nobody's perfect.
[00:26:26.146 --> 00:26:31.651]  But you hype yourself up into these positions of no fear, that's the way it is.
[00:26:32.472 --> 00:26:46.264]  When you're fighting a global culture that is designed to destroy our genetics, vampirically, psychically, spiritually feed on our children, overthrow creation,
