[00:00:00.479 --> 00:00:00.780]  I'm good.
[00:04:35.348 --> 00:04:35.949]  I'm good, brother.
[00:04:36.329 --> 00:04:40.251]  I want to give some shout-outs to a couple of your products I use on the regular.
[00:04:40.411 --> 00:04:43.173]  I'm an avid user of X2, BrainForce.
[00:04:43.673 --> 00:04:46.054]  Real red pill, love them to death, brother.
[00:04:46.154 --> 00:04:48.335]  I've always had trouble sleeping at night.
[00:04:48.415 --> 00:04:51.175]  Like, I've had trouble shutting my computer down, my brain.
[00:04:51.336 --> 00:04:52.276]  It runs wild.
[00:04:52.536 --> 00:04:54.657]  Many, many thoughts quite often.
[00:04:54.877 --> 00:04:59.318]  Ever since I started supplementing with your products, it's helped me maintain focus.
[00:04:59.578 --> 00:05:04.840]  I've been able to regenerate myself properly with sleep, consistent sleep.
[00:05:05.220 --> 00:05:07.641]  I gotta give you a shout out to your products, brother.
[00:05:07.681 --> 00:05:08.401]  They're spot on.
[00:05:08.541 --> 00:05:09.222]  Well, thank you.
[00:05:09.242 --> 00:05:14.790]  I mean, I could sit here for 10 hours and show mainline studies, science about iodine alone, good, clean iodine.
[00:05:15.230 --> 00:05:21.940]  Two billion people have mental disabilities, according to Encyclopedia Britannica, alive on Earth from lack of iodine.
[00:05:22.020 --> 00:05:25.565]  And what the FDA says you need is way lower, folks, than what most of the studies show.
[00:05:25.765 --> 00:05:29.588]  And so the zombiosis and the health problems and so much more is the lack of that.
[00:05:29.688 --> 00:05:34.911]  And then, yeah, you add a good nootropic like brain force, it's got natural things that tune your brain up.
[00:05:35.372 --> 00:05:38.254]  Well, then when your brain gets more active, then you sleep better later.
[00:05:38.554 --> 00:05:40.175]  So there's just a lot of things that go on.
[00:05:40.415 --> 00:05:46.500]  And yeah, I mean, I gotta be careful about the X2 and the X3 because if I take too much of it, I mean, it's the opposite of me.
[00:05:46.540 --> 00:05:48.641]  I can't sleep because it just gives me so much energy.
[00:05:48.761 --> 00:05:55.286]  And I'm not gonna get into details here, but I mean, it's like I'm 15 years old in the, you know, with my wife in that department.
[00:05:55.707 --> 00:05:58.735]  I'm like as virile as I've ever been in my life at 45.
[00:05:59.317 --> 00:06:01.343]  And it is, it is a supplement.
[00:06:01.363 --> 00:06:02.025]  So God bless you.
[00:06:18.908 --> 00:06:22.229]  They get Trump out of there, they're going after everybody.
[00:06:22.249 --> 00:06:23.229]  They've said it all over the news.
[00:06:23.629 --> 00:06:24.750]  These are terrorists.
[00:06:24.790 --> 00:06:31.392]  They've said, we get rid of Trump, we've got to destroy his base, we've got to flatten them, we've got to obliterate them, we've got to imprison them.
[00:06:32.472 --> 00:06:34.733]  And so you're like, well, we'll just have a shooting war.
[00:06:35.033 --> 00:06:42.715]  If you don't get up off your ass and get aggressive now in the info war, you're never gonna sit there and kill people or fight.
[00:06:42.735 --> 00:06:43.475]  Okay?
[00:06:43.495 --> 00:06:45.336]  And I don't want to kill people and I don't want to fight.
[00:06:45.896 --> 00:06:47.899]  I mean, I'm not a talker, folks.
[00:06:47.959 --> 00:06:49.821]  I'm actually a fighter, okay?
[00:06:49.861 --> 00:06:52.124]  All this talk's just a shadow of what I'll do in a war.
[00:06:52.444 --> 00:06:56.829]  And I'm not trying to brag here, but we don't want to go to this point, ladies and gentlemen.
[00:06:56.990 --> 00:06:57.831]  You want us to fight?
[00:06:57.891 --> 00:07:00.434]  Believe me, we're fighting hard just to stay on air.
[00:07:00.574 --> 00:07:01.335]  Forget the threats.
[00:07:01.375 --> 00:07:02.296]  That's easy to ignore.
[00:07:02.376 --> 00:07:02.977]  Forget all that.
[00:07:03.317 --> 00:07:04.217]  We're good to go.
[00:07:26.069 --> 00:07:26.690]  You understand?
[00:07:26.810 --> 00:07:28.671]  When you spread the word, it changes the world.
[00:07:28.691 --> 00:07:35.016]  When you buy the products, it fuels the coal in the engine that we are at ramming speed on a collision course for the enemy.
[00:07:35.056 --> 00:07:35.557]  You understand?
[00:07:35.717 --> 00:07:38.099]  They know we will chew them up.
[00:07:38.239 --> 00:07:39.380]  We've got their number.
[00:07:39.840 --> 00:07:40.761]  We're made for this.
[00:07:41.301 --> 00:07:47.684]  And we're going to bang heads till somebody's head breaks open and the brains hit the ground politically.
[00:07:48.084 --> 00:07:52.266]  I am ready to ram my head into them until my brains or their brains are on the ground.
[00:07:52.286 --> 00:07:53.006]  You understand?
[00:07:53.106 --> 00:07:56.568]  I will hammer my forehead into their forehead and will never stop.
[00:07:56.728 --> 00:07:57.488]  I enjoy it.
[00:07:57.508 --> 00:07:58.289]  You understand that?
[00:07:58.609 --> 00:08:02.150]  But I need fuel and I want to hit them at full speed.
[00:08:02.170 --> 00:08:02.610]  You understand?
[00:08:02.630 --> 00:08:03.471]  Full speed!
[00:08:04.171 --> 00:08:06.514]  And I can't stand not getting up to full speed.
[00:08:06.995 --> 00:08:09.378]  I want to hit them and obliterate them.
[00:08:09.698 --> 00:08:12.021]  I want to smash them harder they've ever been hit.
