[00:00:02.116 --> 00:00:08.840]  We've got it.
[00:03:31.560 --> 00:03:36.945]  There is no business of the government or anybody else or the media involved in this.
[00:03:37.486 --> 00:03:41.290]  And this is done to confuse gender roles and break down the family.
[00:03:41.310 --> 00:03:43.332]  This is an attack on the family.
[00:03:43.652 --> 00:03:48.397]  But if you don't go along with that attack, why you hate people, which I do not hate any of these people.
[00:03:49.577 --> 00:03:52.019]  I wish none of this was going on, so I didn't have to even address it.
[00:03:52.579 --> 00:04:01.124]  And it's so brazen how they sell this authoritarianism, packaged in the name of inclusion, packaged in the name of tolerance.
[00:04:01.524 --> 00:04:11.430]  And so it gets a lot of real liberals, Thomas Jefferson types, to go along with all of this, thinking, oh, well, it's just about inclusion, when that's not what it is.
[00:04:11.911 --> 00:04:12.151]  OK?
[00:04:12.431 --> 00:04:14.292]  From the top, the documents are public.
[00:04:14.332 --> 00:04:18.855]  I cover it in my film, Endgame, Blueprint for Global Enslavement, and in the expanded extras that are online.
[00:04:20.143 --> 00:04:29.908]  That the major universities on record said, we're going to encourage, with chemicals and things, people not knowing their gender, and we're going to encourage homosexuality and things so people don't have kids.
[00:04:30.368 --> 00:04:36.071]  They want you alone, by yourself, a human resource, to be basically euthanized at age 55.
[00:04:36.451 --> 00:04:37.232]  That's their plan.
[00:04:37.472 --> 00:04:38.873]  That's what globalist healthcare is about.
[00:04:38.893 --> 00:04:40.954]  Hitler wasn't defeated.
[00:04:41.194 --> 00:04:42.374]  He was only brought underground.
[00:04:42.634 --> 00:04:43.635]  That's the new world order.
[00:04:43.835 --> 00:04:45.176]  We'll be right back in FallWars.com.
[00:05:02.071 --> 00:05:09.035]  A little over a year ago, I began to do a lot of research into why, even though I had a pretty good-sized meal, that I was still starving.
[00:05:09.275 --> 00:05:26.905]  And my research led me to a well-known fact that most of the soils that we grow our crops on here in the United States and across the industrialized world are almost completely depleted of almost all of the key minerals and trace elements that our bodies need to rebuild themselves, fight off cancer, and be healthy.
[00:05:27.166 --> 00:05:31.288]  I then searched out the best vitamin and mineral company out there.
[00:05:31.548 --> 00:05:33.129]  And discovered Young-Jevity.
[00:05:33.329 --> 00:05:41.154]  The Young-Jevity products are designed to give you the real nutrition you need, and once you've got that, you don't have to eat as much to be satisfied.
[00:05:41.495 --> 00:05:47.579]  I've lost 37 pounds in two months, simply getting the vitamins and minerals I need.
[00:05:47.799 --> 00:05:48.840]  Check it out for yourself.
[00:05:49.080 --> 00:05:49.820]  It's incredible.
[00:05:49.960 --> 00:05:58.986]  Go to Infowarsteam.com today and order your first canister of Beyond Tangy Tangerine Complete Multivitamin Mineral Complex Dietary Supplement.
[00:05:59.167 --> 00:06:01.008]  That's Infowarsteam.com.
[00:06:01.869 --> 00:06:06.957]  From the front lines of the Information War, it's Alex Jones!
[00:06:13.084 --> 00:06:17.566]  Ladies and gentlemen, thank you for joining us on this special worldwide broadcast.
[00:06:17.646 --> 00:06:19.607]  It is Sunday, the second day of June, 2013.
[00:06:21.107 --> 00:06:23.869]  I am your host, Alex Jones.
[00:06:24.089 --> 00:06:34.353]  And in the next few hours, we will find out whether or not I'm allowed to get on an international flight that I've booked, a flight to the United Kingdom, to cover 150 members of royalty,
[00:06:37.294 --> 00:06:50.246]  And government, the new royalty, that have been trying to meet in secret since 1954, when it was founded by a bunch of Nazis after World War II, we will find out whether or not I'm able to go to England to cover Bilderberg 2013.
[00:06:51.107 --> 00:07:00.275]  I say that because thousands of people, including our own Michael Savage here in the United States, talk show host, have been banned from going into England.
[00:07:01.385 --> 00:07:15.694]  If you basically don't support communism, world government, destruction of the family, if you don't think that the family itself is an abhorrent fraud, if you don't want 100% taxation, you are blocked from flying into England.
[00:07:16.605 --> 00:07:17.366]  Uh, some of the time.
[00:07:17.486 --> 00:07:20.328]  We'll, we'll see what happens with this.
[00:07:20.869 --> 00:07:22.770]  And I want to cover that first before I hit some other news.
[00:07:23.210 --> 00:07:25.392]  Then, I'm going to get into Bill O'Reilly last week.
[00:07:25.452 --> 00:07:26.153]  He attacked me.
[00:07:26.773 --> 00:07:33.359]  He talked about hate speech and Facebook banning hate speech, which is a Soviet term, and then played a clip of me talking out of context.
[00:07:33.379 --> 00:07:34.319]  That didn't even make sense.
[00:07:35.480 --> 00:07:40.222]  Uh, ranting about the New World Order killing people and hoping they don't come after me, basically.
[00:07:40.762 --> 00:07:48.285]  And then he just cut that in and just some piece about sexual harassment online and hate speech when I don't even talk about stuff like that.
[00:07:49.025 --> 00:07:58.909]  So, just really bizarre to see News Corp that is being harassed by the White House and having their free speech violated and their sources arrested for just reporting news.
[00:07:59.569 --> 00:08:03.991]  Having Bill O'Reilly, who I know people inside Fox, he basically is Roger Ailes now.
[00:08:04.651 --> 00:08:07.854]  Roger Ailes is kind of old and reportedly has some health problems.
[00:08:08.155 --> 00:08:12.178]  And so like Bill O'Reilly is like the boss of News Corp, at least in the Fox division.
[00:08:12.238 --> 00:08:14.020]  What is he doing constantly?
[00:08:14.060 --> 00:08:15.902]  Every few weeks there's some new attack.
[00:08:16.943 --> 00:08:24.630]  It's like Rachel Maddow saying, and I said the tornado was sent by Obama a few weeks ago that hit Oklahoma City suburb of Moore.
[00:08:25.651 --> 00:08:26.392]  I didn't say that.
[00:08:28.160 --> 00:08:29.320]  I'm on record not saying that.
[00:08:29.340 --> 00:08:31.201]  I said, a caller said, did the government do this?
[00:08:31.241 --> 00:08:31.881]  I think they did.
[00:08:31.901 --> 00:08:33.341]  A caller from Oklahoma City.
[00:08:33.361 --> 00:08:33.981]  And I said, no.
[00:08:34.001 --> 00:08:37.722]  But there is big weather modification programs and weather warfare programs.
[00:08:37.742 --> 00:08:39.482]  And who knows if it's screwing the weather up.
[00:08:39.522 --> 00:08:44.403]  But, you know, hurricanes are actually, you know, in a decade low right now.
[00:08:45.283 --> 00:08:46.924]  Tornadoes are in a 60-year low.
[00:08:46.944 --> 00:08:48.624]  That's USA Today just typing in.
[00:08:48.644 --> 00:08:50.604]  And I said, it's probably a real tornado.
[00:08:50.924 --> 00:08:53.405]  And then that turns into Rachel Maddow saying...
[00:08:54.994 --> 00:09:00.198]  Rachel Maddow saying that I say Obama sent the tornado.
[00:09:04.622 --> 00:09:06.864]  That's the type of garbage we're talking about.
[00:09:06.884 --> 00:09:09.166]  And you have to ask yourself, why are they doing this?
[00:09:09.206 --> 00:09:20.496]  Why is CNN, MSNBC, Fox News, the New York Times, Bloomberg, you name it, Nightline, coming after Alejandro Jones.
[00:09:21.857 --> 00:09:22.917]  That's me, in case you didn't know.
[00:09:22.937 --> 00:09:23.577]  That's Spanish.
[00:09:23.637 --> 00:09:24.698]  I'm showing off I know Spanish.
[00:09:24.758 --> 00:09:25.518]  It's Alexander.
[00:09:25.558 --> 00:09:26.258]  It's Alejandro.
[00:09:26.298 --> 00:09:28.939]  But the point is, I'm under attack.
[00:09:29.059 --> 00:09:29.759]  Why is that?
[00:09:29.839 --> 00:09:30.999]  Because I'm real.
[00:09:32.199 --> 00:09:33.620]  I believe in the Constitution, Bill of Rights.
[00:09:33.720 --> 00:09:34.860]  I know how the globalists operate.
[00:09:34.940 --> 00:09:35.840]  I've got their number.
[00:09:36.360 --> 00:09:38.681]  And we are growing exponentially.
[00:09:38.781 --> 00:09:44.922]  And they can look at a graph, and they can see where we're going.
[00:09:44.982 --> 00:09:48.963]  They can see that we're on the march.
[00:09:49.243 --> 00:09:51.224]  The empire is on the run.
[00:09:52.554 --> 00:09:57.740]  Now speaking of that, here are the articles up on Infowars.com and the live coverage of Bilderberg 2013.
[00:09:57.800 --> 00:09:59.421]  It officially kicks off this Thursday.
[00:09:59.882 --> 00:10:03.246]  But if I get into England, I have reporters, two reporters in England already, they're going to be there.
[00:10:03.266 --> 00:10:04.467]  So regardless, we're going to have live coverage.
[00:10:04.767 --> 00:10:08.711]  But if I get in, I'm going to be there on the ground with members of the British Parliament
[00:10:10.132 --> 00:10:19.796]  Members of the EU Parliament, oh yes, the UK Independence Party, the fastest growing party there, our listeners, they're like Ron Paul type folks, they are aware of what's going on.
[00:10:20.236 --> 00:10:27.679]  Lord Monckton, Nigel Farage, so many others, they're going to be there covering it, they're in the Parliament talking about it.
[00:10:28.735 --> 00:10:29.956]  So many exciting things are happening.
[00:10:30.476 --> 00:10:52.392]  And I've had the police head captain over security call me and basically admit that Bilderberg's running things and that saying that he's a listener but that this private security firm has been put in charge and all the rest of this is going on and that they want to support our First Amendment right, or they call it press right, you know to cover this but at the same time
[00:10:52.972 --> 00:10:58.897]  They're saying no pedestrians around the multi-thousand acre compound that this Grove Hotel is at where they're meeting.
[00:11:00.499 --> 00:11:05.123]  And again, for years they've said this whole thing is non-existent.
[00:11:06.824 --> 00:11:07.625]  And doesn't exist.
[00:11:07.665 --> 00:11:09.646]  But now they're forced to admit it exists.
[00:11:10.087 --> 00:11:16.492]  And we have articles up on Infowars.com with the official county and the city, the county of
[00:11:17.984 --> 00:11:27.012]  Hertfordshire and the city of Watford with the official Bilderberg seal and letterhead where they are basically in control of the whole area.
[00:11:27.052 --> 00:11:33.397]  So this globalist mafia that the New York Times says doesn't exist is coming to town and now it's in the Daily Mail, it's in the BBC.
[00:11:33.758 --> 00:11:45.548]  They're all being forced to report on it because Infowars.com and then GrudgeReport.com and WorldNetDaily.com and others ran the blockade in the last decade exposing that this really does exist and covering it all.
[00:11:47.125 --> 00:11:53.790]  So now we're forcing the dinosaur kleptocratic supporting media to cover this, but still begrudgingly.
[00:11:53.810 --> 00:11:56.892]  And we've got the maps on InfoWars.com.
[00:11:57.253 --> 00:12:01.356]  We have a special page, InfoWars.com forward slash Bilderberg.
[00:12:01.376 --> 00:12:07.901]  And if you're public school educated like I am and have trouble with that, just InfoWars.com forward slash big or B-I-G.
[00:12:09.562 --> 00:12:13.486]  Or if you've drunk too much fluoride and taken too many vaccines, you're totally brain damaged like I am.
[00:12:14.026 --> 00:12:15.207]  We just have Bilderberg.com.
[00:12:15.227 --> 00:12:16.828]  Oh, I'm sorry, that's a different site.
[00:12:17.209 --> 00:12:26.977]  We have Infowars.com forward slash B. Just the letter B. And George Orwell said freedom was the capacity to say 2 plus 2 equals 4.
[00:12:27.057 --> 00:12:29.400]  No, no, that's too advanced for us.
[00:12:30.120 --> 00:12:41.891]  It's the freedom is the understanding and the capacity to go to Infowars.com forward slash the letter B. Not the numeral, but the letter B.
[00:12:44.150 --> 00:12:51.255]  Infowars.com forward slash B as in bumblebee as in bodacious.
[00:12:51.275 --> 00:12:52.316]  Does bodacious start with a B?
[00:12:52.356 --> 00:12:56.559]  Uh, B as in, B as in possum.
[00:12:56.599 --> 00:12:59.501]  Wait, that's a P. The point is it's Infowars.com forward slash
[00:13:05.438 --> 00:13:06.138]  Big Sis!
[00:13:06.519 --> 00:13:07.639]  No, that's not a URL.
[00:13:08.180 --> 00:13:14.303]  Infowars.com forward slash B or forward slash big or forward slash Bilderberg.
[00:13:14.663 --> 00:13:16.464]  We're going to have live video feeds.
[00:13:16.744 --> 00:13:22.808]  They're free for everybody on the ground in England with about 10 different reporters because it turns out
[00:13:23.971 --> 00:13:26.813]  We actually don't just have two reporters in the UK full-time paid salary.
[00:13:26.853 --> 00:13:28.134]  We've got auxiliary reporters.
[00:13:28.834 --> 00:13:30.015]  I said we got about 10 people there.
[00:13:30.035 --> 00:13:30.915]  I think it's gonna be more.
[00:13:31.596 --> 00:13:32.496]  More than 10 people.
[00:13:33.037 --> 00:13:45.385]  The point is, is that you're gonna have thousands of people converging on this thing and it's in the middle of the countryside and the police have put out an order saying no one is allowed to walk on the sidewalk and citizens in the area
[00:13:47.349 --> 00:13:55.535]  People that live there, pay the taxes, they have to show ID to walk down the street with their dog in a rural area, and the Brits love to walk, or to drive their car.
[00:13:55.555 --> 00:14:03.920]  So it's martial law coming to Watford, England, northwest of London, out in the middle of nowhere, beautiful, rolling countryside.
[00:14:04.741 --> 00:14:09.344]  Martial law because a bunch of war criminals and globalists who've been indicted before.
[00:14:09.784 --> 00:14:14.948]  Kissinger one time didn't go to a Bilderberg meeting 10 years ago in London because Pinochet had been arrested when he went in there.
[00:14:15.629 --> 00:14:17.489]  You know, the former Chilean dictator.
[00:14:18.790 --> 00:14:20.270]  That's the conspiracy theory.
[00:14:20.330 --> 00:14:21.410]  Chile doesn't exist.
[00:14:21.790 --> 00:14:25.271]  I choose to ignore your information just by saying you're stupid.
[00:14:25.551 --> 00:14:27.351]  That's just some of what's going to be going on.
[00:14:27.391 --> 00:14:28.232]  So this is historic.
[00:14:28.832 --> 00:14:39.654]  This is big as an InfoWars.com forward slash B. Not B-E-E, but InfoWars.com forward slash B. Alright, I'm kind of word playing that forever.
[00:14:40.094 --> 00:14:41.194]  That was not done on purpose.
[00:14:41.274 --> 00:14:41.854]  I'm out of control.
[00:14:42.054 --> 00:14:44.215]  Here's some of the other news up on InfoWars.com.
[00:14:45.379 --> 00:14:47.841]  From Forbes, I want to apologize.
[00:14:48.161 --> 00:14:52.704]  I said Obamacare, according to Reuters, was going to double the price of the average insurance policy in 2013.
[00:14:53.304 --> 00:14:57.107]  In some areas, it's a 146% increase.
[00:14:57.127 --> 00:15:01.350]  Because the foreign banks that own the insurance companies wrote it.
[00:15:01.690 --> 00:15:02.571]  So of course it does that.
[00:15:02.591 --> 00:15:04.932]  Because they make you buy a product now, it's going to go up.
[00:15:05.392 --> 00:15:15.119]  In California, Obamacare, or I should say, Obaminationcare, to increase individual health care insurance premiums by one hundred and...
[00:15:21.447 --> 00:15:26.373]  46!
[00:15:22.328 --> 00:15:26.373]  And weighing in on this side of the arena is Big Sis Spymaster.
[00:15:26.754 --> 00:15:31.860]  But you call her a liberal, and Obama's bombing more countries and funding Al-Qaeda to attack Syria now.
[00:15:33.120 --> 00:15:34.540]  That's okay, because you got a peace prize.
[00:15:34.880 --> 00:15:40.161]  And Americans have only rebuilt less than half of their wealth, lost in the recession, study says.
[00:15:40.181 --> 00:15:41.121]  We believe we're even out of that.
[00:15:41.502 --> 00:15:48.183]  But don't worry, all over the country, the federal government is cancelling fireworks displays, because they fund those locally.
[00:15:48.723 --> 00:15:50.063]  Your local government can't fund things.
[00:15:50.083 --> 00:15:51.003]  The government has to run that.
[00:15:51.023 --> 00:15:51.663]  The federal government.
[00:15:52.223 --> 00:15:53.184]  So that's basically that.
[00:15:53.204 --> 00:15:55.704]  We'll be back with Bill O'Reilly.
[00:15:55.724 --> 00:15:57.904]  He says shut down free speech.
[00:15:58.225 --> 00:15:59.305]  He agrees with Facebook.
[00:15:59.645 --> 00:16:00.305]  We'll be right back.
[00:16:02.404 --> 00:16:12.246]  Now is the perfect time to spring clean your body with Supernatural Silver, a non-toxic disinfectant for the body that can be used internally or externally.
[00:16:12.506 --> 00:16:18.007]  It helps the immune system by killing the bacteria, viruses and mold that cause disease.
[00:16:18.287 --> 00:16:26.089]  This helps to reduce the workload of your already overworked immune system and allows the immune system to refocus its energy and recharge.
[00:16:26.349 --> 00:16:30.150]  Supernatural Silver can help combat over 300 different conditions,
[00:16:30.450 --> 00:16:36.412]  And it has the ability to kill over 143 types of bacteria, viruses, mold, and yeast.
[00:16:36.672 --> 00:16:52.457]  Supernatural Silver's patented technology includes advanced scientific research with over 180 scientific studies conducted at independent universities, hospitals, research institutions, and nursing homes to see how Supernatural Silver can change your life!
[00:16:52.737 --> 00:17:00.734]  Go to SupernaturalSilver.com, use the promo code SILVER2013 for 20% off and like us on Facebook!
[00:17:06.221 --> 00:17:07.101]  Tyranny is here.
[00:17:07.462 --> 00:17:11.023]  The grim future foretold in 1984 has become reality.
[00:17:11.343 --> 00:17:13.624]  It really says that the state is God.
[00:17:13.804 --> 00:17:19.066]  The United States is now recognized globally as one of the most oppressive police states on Earth.
[00:17:19.506 --> 00:17:25.788]  This film conclusively proves the existence of a secret network of FEMA camps, now being expanded nationwide.
[00:17:26.168 --> 00:17:31.730]  This documentary exposes how the continuity of government program has established an all-powerful shadow state.
[00:17:32.151 --> 00:17:35.792]  Police State 4 chronicles the sickening depth to which our Republic has fallen.
[00:17:36.312 --> 00:17:40.295]  Prepare to enter the secretive world of emergency dictatorship.
[00:17:40.615 --> 00:17:46.499]  Body scanners, sound cameras, citizen spies, stage terror and cameras on every street corner.
[00:17:46.559 --> 00:17:49.521]  It's only the beginning of the New World Order's hellish plan.
[00:17:50.102 --> 00:17:51.543]  The police state isn't coming.
[00:17:52.083 --> 00:17:52.583]  It's here.
[00:17:53.184 --> 00:18:00.009]  Secure your copy today at InfoWars.com or see it online in the highest quality at PrisonPlanet.tv.
[00:18:01.932 --> 00:18:03.573]  Introducing Pro-1.
[00:18:03.833 --> 00:18:07.335]  All of your filtration in one system, portable, on-the-go.
[00:18:07.475 --> 00:18:11.878]  No more do you have two or three filters to just reduce sodium fluoride.
[00:18:11.998 --> 00:18:18.002]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosilicic acid.
[00:18:18.122 --> 00:18:28.908]  Advanced manufacturing technology combines silver impregnated white ceramic with new Aquamedics advanced media for removal of fluoride and other heavy metals, all in one filter element.
[00:18:29.108 --> 00:18:35.414]  It is the only one that does it, and out of the gates, we have it discounted at 10% off with promo code WATER.
[00:18:35.614 --> 00:18:50.329]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines, ammonia and chlorine, hydrofluorosilicic acid, the most common form of fluoride not covered by other fluoride filter brands,
[00:18:51.430 --> 00:18:58.213]  Get your Pro-Pure with the new Pro-1 filters today at Infowarsstore.com or by calling 888-253-3139.
[00:19:13.462 --> 00:19:24.614]  See them on the web, www.5starsoap.com or call 1-800-340-7091 for a free catalog and buy American made products.
[00:19:24.915 --> 00:19:31.142]  Order the sampler, a 1-2 month supply or get a 1-2 year supply of soaps for all your cleaning needs.
[00:19:31.582 --> 00:19:34.525]  You're getting soap products twice as good as what you're using now.
[00:19:35.106 --> 00:19:39.529]  This is an amazing deal and you will love the way real soap makes your skin feel.
[00:19:39.769 --> 00:19:46.834]  Call 1-800-340-7091 or visit www.5starsoap.com.
[00:19:47.134 --> 00:19:51.237]  Alex and his staff have used these earth friendly pure soaps for years.
[00:19:51.777 --> 00:19:56.620]  See them on the web www.5starsoap.com or call 1-800-340-7091 for a catalog.
[00:20:02.884 --> 00:20:05.725]  Coast to coast, direct from Austin.
[00:20:06.465 --> 00:20:10.566]  You're listening to the Alex Jones Broadcasting Network.
[00:20:13.787 --> 00:20:18.829]  From the front lines of the information war, it's Alex Jones.
[00:20:37.845 --> 00:20:41.048]  Because what you've got is all that I need.
[00:20:43.171 --> 00:20:47.715]  Ladies and gentlemen, thank you so much for joining us here today.
[00:20:47.735 --> 00:20:51.860]  It is Thursday, Boresday.
[00:20:54.102 --> 00:20:55.764]  The 30th day of May 2013.
[00:20:55.884 --> 00:21:00.309]  We are going to be here live for the next three hours.
[00:21:00.910 --> 00:21:08.358]  And now Bill O'Reilly has come out and said it's time to shut down hate speech in America and then played a clip of me completely out of context.
[00:21:08.858 --> 00:21:09.159]  Tonight.
[00:21:10.160 --> 00:21:12.903]  There's only so many stupid people out there, Republicans.
[00:21:13.824 --> 00:21:19.648]  This is a guy who put caller ID on his radio show that was unpopular and failed.
[00:21:43.704 --> 00:21:47.267]  And if someone disagreed with him, he's such a bully punk.
[00:21:48.368 --> 00:21:50.150]  Say, I'd like to get in a boxing ring with Bill O'Reilly.
[00:21:50.570 --> 00:21:53.973]  Bill O'Reilly, I challenge you to a pay-per-view boxing match.
[00:21:53.993 --> 00:21:54.994]  You think you're so tough.
[00:21:55.415 --> 00:21:58.337]  Now, your dad was a, you know, tough Irish cop, beat you up, you say.
[00:21:58.657 --> 00:21:59.198]  Well, come on.
[00:21:59.218 --> 00:22:00.539]  You think, you know, you're a lot bigger than me?
[00:22:00.799 --> 00:22:01.800]  Let's get in the ring, buddy.
[00:22:01.820 --> 00:22:03.482]  In fact, you can bring one of your buddies.
[00:22:03.762 --> 00:22:05.744]  Because I can only wake up when there's two people to fight.
[00:22:06.064 --> 00:22:08.485]  You and whoever you want in the ring, let's go punk!
[00:22:08.986 --> 00:22:16.410]  Alright, you think you're so tough, you try to intimidate your guests, you get in their face, you turn their mic off, you get in their face and poke your finger in their face, you big fat bully!
[00:22:16.930 --> 00:22:20.852]  You sit there whenever, um... You're scared to have me on your show!
[00:22:20.872 --> 00:22:24.194]  Of course, you get like 10 million viewers, you normally have about 2 million.
[00:22:24.494 --> 00:22:26.215]  Let's pull up his latest ratings, they've dropped a lot.
[00:22:26.755 --> 00:22:31.298]  I mean, sure, you're coming down fast, but you're miles above MSNBC and CNN.
[00:22:31.718 --> 00:22:33.299]  But still, I mean, you're jealous!
[00:22:33.359 --> 00:22:35.180]  Your radio show failed,
[00:22:36.670 --> 00:22:43.673]  And he gets up there and agrees we should shut down hate speech, which is anybody criticizing the corrupt media and government.
[00:22:44.173 --> 00:22:55.377]  And all these old fake neocons, all these fake conservatives, all these fake liberals, all these socialists, all these authoritarians, they're all the dying dinosaur media in a perfect storm with the rotting government.
[00:22:56.601 --> 00:23:03.245]  Their ratings are all dropping, our ratings are going up, and they know that, and they're upset, and so they're circling the wagons.
[00:23:04.106 --> 00:23:06.688]  Like, like, you know what, circling the toilet bowl.
[00:23:08.186 --> 00:23:11.429]  Like Karl Rove, Turd Blossom circling the toilet bowl.
[00:23:11.449 --> 00:23:19.256]  I mean, you've got Karl Rove attacking the alternative media, and the Tea Party, and Rand Paul, and Ted Cruz.
[00:23:19.476 --> 00:23:22.198]  Because we're the future, you're the past.
[00:23:22.418 --> 00:23:28.043]  You've got the entire hit parade of neocons attacking Matt Drudge and DrudgeReport.com.
[00:23:28.223 --> 00:23:29.785]  Because Matt Drudge was the past.
[00:23:30.325 --> 00:23:33.547]  The present and the future because he likes liberty.
[00:23:33.787 --> 00:23:34.788]  He likes the truth.
[00:23:35.048 --> 00:23:39.551]  He likes the racy reality of standing up to tyranny.
[00:23:40.112 --> 00:23:40.972]  He's the future.
[00:23:41.733 --> 00:23:42.553]  He's independent.
[00:23:42.773 --> 00:23:43.434]  You're the past.
[00:23:43.914 --> 00:23:44.615]  I'm independent.
[00:23:44.915 --> 00:23:45.595]  I'm the future.
[00:23:45.775 --> 00:23:46.436]  You're the past.
[00:23:46.676 --> 00:23:48.017]  The wave of the future.
[00:23:48.477 --> 00:23:51.319]  And you know we're the wave of the future.
[00:23:52.120 --> 00:23:55.162]  And you don't like the wave of the future.
[00:23:55.762 --> 00:23:57.863]  You know you're stating a joke.
[00:23:58.104 --> 00:23:59.765]  I mean, somebody calls in and attacks me.
[00:24:00.966 --> 00:24:02.206]  And says I disagree with you?
[00:24:02.226 --> 00:24:09.332]  I don't run and try to hook up caller ID and then have private security go to the person's house.
[00:24:10.373 --> 00:24:18.579]  I don't sit here and get female employees at my office and call them up every night going, I'll give you a raise if you come over here and have sex with me.
[00:24:20.182 --> 00:24:22.844]  That's what Bill O'Reilly settled on out of court.
[00:24:23.224 --> 00:24:25.265]  I mean, he's a bully perv.
[00:24:25.546 --> 00:24:27.147]  You want to start a fight with me, punk?
[00:24:27.807 --> 00:24:28.067]  Huh?
[00:24:28.708 --> 00:24:30.909]  You punk, you think you can shove me around?
[00:24:32.510 --> 00:24:39.895]  You're a coward, and that's why you'll take me out of context and call for Facebook to censor myself and others.
[00:24:39.915 --> 00:24:46.160]  You want to use me as the poster boy of your censorship, of your attempt to extinguish the fire of liberty?
[00:24:46.440 --> 00:24:48.882]  Thank you for throwing me in that briar patch, pal.
[00:24:49.793 --> 00:24:54.136]  You're a coward, punk... Excuse me, I got a lot of news to cover.
[00:24:54.617 --> 00:24:55.637]  But I'm gonna get to that later.
[00:24:56.978 --> 00:24:58.339]  I've had enough of it.
[00:25:00.021 --> 00:25:02.122]  O'Reilly has 3 million viewers.
[00:25:03.303 --> 00:25:04.364]  And that's been dropping.
[00:25:05.545 --> 00:25:13.551]  This guy thinks if he ignores us, that that's how he suppresses the Liberty Movement.
[00:25:14.724 --> 00:25:25.768]  And then if he just occasionally plays clips out of context, he'll inoculate his audience into disliking us when all you did was send your moderately-sized audience over to us, Bill.
[00:25:26.208 --> 00:25:28.529]  And by the way, some of the liberal sites posted it.
[00:25:29.070 --> 00:25:36.772]  And most of the conservatives and the liberals and libertarians, when I was reading the comments, unified and defended me.
[00:25:37.633 --> 00:25:40.354]  Only you could unify people.
[00:25:41.929 --> 00:25:43.490]  Only you, Bill O'Reilly.
[00:25:43.810 --> 00:25:45.010]  So, thanks a lot.
[00:25:45.270 --> 00:25:49.472]  You actually do have somewhat of an audience for imposing as a conservative.
[00:25:51.313 --> 00:25:54.834]  And so, thank you for sending us your audience.
[00:25:55.514 --> 00:26:00.116]  Just reminding them we're here, so they come over to InfoWars.com and PrisonPlanet.com.
[00:26:00.356 --> 00:26:02.317]  And I know it hurts you to do it.
