[00:00:05.657 --> 00:00:05.897]  I think.
[00:12:26.632 --> 00:12:29.333]  So please go to wearechanged.org and watch that entire piece.
[00:12:29.613 --> 00:12:39.236]  But let's go now to this incredible encounter that just shows how far things have deteriorated and why the NYPD claims they don't have a duty to protect and serve you.
[00:12:40.057 --> 00:12:45.860]  In New York City, where virtually any form of self-defense is illegal, we're told that the NYPD is here to protect us.
[00:12:46.541 --> 00:12:47.341]  Is that really the truth?
[00:12:48.121 --> 00:12:51.823]  Is the NYPD required by law to protect the citizens of New York?
[00:12:51.843 --> 00:12:51.963]  Yes.
[00:12:52.544 --> 00:12:52.764]  Yes.
[00:12:52.784 --> 00:12:54.985]  That's what they're there for.
[00:12:55.305 --> 00:12:55.545]  Yes.
[00:12:55.866 --> 00:12:56.346]  Yes, they do.
[00:12:57.186 --> 00:12:58.187]  They have to serve and protect.
[00:12:58.945 --> 00:13:00.246]  My name is Joseph Lozito.
[00:13:00.626 --> 00:13:03.668]  On February 12, 2011, my life was changed forever.
[00:13:03.688 --> 00:13:05.509]  It happened on the subway.
[00:13:05.669 --> 00:13:08.930]  And I come right to this seat where we're at, where I'm sitting right now.
[00:13:09.511 --> 00:13:10.191]  I sit down.
[00:13:10.211 --> 00:13:12.953]  It's the first seat in the first car.
[00:13:13.513 --> 00:13:17.175]  On the other side of this wall is the engineer of the train.
[00:13:17.695 --> 00:13:18.656]  After I sit down,
[00:13:19.582 --> 00:13:23.104]  Two uniformed police officers entered the train the same door I did.
[00:13:23.645 --> 00:13:28.428]  They proceed to go right into the motorman's compartment through a door just like this.
[00:13:29.088 --> 00:13:32.290]  Next thing I know, a man comes up from the middle of the car.
[00:13:32.890 --> 00:13:33.871]  He comes to a door.
[00:13:35.212 --> 00:13:36.273]  Starts banging on the door.
[00:13:36.373 --> 00:13:37.073]  Bang, bang, bang.
[00:13:37.613 --> 00:13:38.614]  Looking through the window.
[00:13:39.515 --> 00:13:41.296]  And he says, let me in, I'm the police.
[00:13:42.597 --> 00:13:46.039]  The police officer behind the door, looking through that window,
[00:13:46.872 --> 00:13:49.073]  Looks at him and says, you're not the police.
[00:13:50.554 --> 00:13:54.296]  With that, the gentleman turns around and walks back to the middle of the car.
[00:13:55.497 --> 00:14:04.802]  As soon as that gentleman left this area, another person, that was standing right here, next to me, comes up here,
[00:14:05.808 --> 00:14:15.391]  Frantically starts tapping on the window, alternately tapping and looking over his shoulder at the first man, trying to get the police attention, trying to get them to come out.
[00:14:15.731 --> 00:14:19.493]  And he's tapping on the window, and he's waving, and he's tapping on the window, and he's waving.
[00:14:20.993 --> 00:14:21.753]  Still no action.
[00:14:21.793 --> 00:14:22.494]  They don't come out.
[00:14:23.194 --> 00:14:32.837]  The first gentleman that tries to get in, the one who impersonated a police officer, stops two feet from me, maybe three feet from the store,
[00:14:34.008 --> 00:14:36.951]  He looks at me, looks down at me, I look up at him.
[00:14:37.631 --> 00:14:44.077]  He takes out an 8-inch cooking knife, looks me dead in the eye, and says, you're gonna die, you're gonna die.
[00:14:44.577 --> 00:14:47.660]  And with that, he takes the knife and plunges it into my face.
[00:14:48.541 --> 00:14:54.406]  So he recoils his arm back for another plunge, and when he brings it back, I shot for his legs.
[00:14:54.887 --> 00:14:57.389]  And while I took him down, I was able to take him down.
[00:14:57.809 --> 00:15:00.532]  It gave him free reign for the back of my head.
[00:15:01.556 --> 00:15:06.985]  And while I was taking him down, he proceeded to stab me and slice me in the back of the head three separate times.
[00:15:07.265 --> 00:15:13.194]  Finally, the third time he slices up, I'm able to catch his hand, I slam it down, he drops the knife.
[00:15:15.114 --> 00:15:18.457]  Right then and there is when I felt a tap on my shoulder.
[00:15:18.778 --> 00:15:20.579]  And it was the male cop that was in here.
[00:15:21.020 --> 00:15:24.163]  And he taps me on the shoulder and he says, OK, you can get up now.
[00:15:24.183 --> 00:15:26.625]  We got all the medical personnel surrounding me.
[00:15:27.226 --> 00:15:31.970]  Police officer comes to the head of the bed that I'm on and he shows me a mug shot.
[00:15:32.851 --> 00:15:35.073]  And he says, is this the guy that did this to you?
[00:15:36.201 --> 00:15:36.902]  And I said, yes.
[00:15:37.503 --> 00:15:38.605]  And he said, well, you're a hero.
[00:15:39.246 --> 00:15:40.228]  And I said, well, I'm not a hero.
[00:15:40.268 --> 00:15:40.969]  Why am I a hero?
[00:15:41.289 --> 00:15:43.312]  He goes, well, he killed four people last night.
[00:15:43.693 --> 00:15:46.898]  They told me later that week I'm going to have to testify before a grand jury.
[00:15:47.319 --> 00:15:50.784]  After you testified, Terrence Howell testified.
[00:15:51.705 --> 00:16:09.034]  And, long story short, Terrence Howell basically said he was watching from the door, through the window, and he was about to come out to stop Maxim Gellman, but when Gellman reached into his jacket, he thought he had a gun, so instead of coming out, he closed the door and stayed inside.
[00:16:10.391 --> 00:16:16.299]  And when he told me that, it was like being attacked all over again.
[00:16:17.281 --> 00:16:24.270]  I was raised to respect the police, and when I found out that this whole thing could have been prevented, we were furious.
[00:16:25.832 --> 00:16:26.652]  What do you say to that?
[00:16:27.172 --> 00:16:32.314]  What do you say when there's two police officers less than two feet away from you, behind a door?
[00:16:32.934 --> 00:16:34.675]  They have guns, I have nothing.
[00:16:35.135 --> 00:16:37.095]  They have nightsticks, I have nothing.
[00:16:37.575 --> 00:16:40.676]  To me, the NYPD is a symbol of safety and security.
[00:16:40.956 --> 00:16:42.057]  They're there to protect you.
[00:16:42.397 --> 00:16:44.277]  That's what I always thought it was.
[00:16:44.397 --> 00:16:46.158]  I always thought that's what the police were there for.
[00:16:46.698 --> 00:16:50.499]  And now I know, because of my case, the police don't have to do anything.
[00:16:50.659 --> 00:16:52.720]  So what they did that day, by staying in there,
[00:16:53.500 --> 00:17:01.268]  And not coming out until I had control of Max and Gell-Mann, until I had disarmed them, in the eyes of the City of New York, in the eyes of the State of New York, is perfectly okay.
[00:17:01.889 --> 00:17:02.910]  And there's something wrong with that.
[00:17:04.662 --> 00:17:24.285]  And again, ladies and gentlemen, this is a powerful piece up at wearechanged.org, but it's a case example not only of a profile in courage in one man's incredible encounters, but also a profile in how everyone expects the police are going to protect them, but when it comes down to the incident, the police have been told that in a legal capacity,
[00:17:24.645 --> 00:17:29.108]  They have no duty to protect you, and so if you can't protect yourself, who will?
[00:17:29.209 --> 00:17:40.997]  Now, I don't know all the circumstances, so I'm not going to brand this cop a coward, but it certainly looks strange to me that he would completely stand down as a man is being potentially murdered with a knife when he's carrying a gun.
[00:17:41.018 --> 00:17:49.164]  And again, you hear the guy in the video talking about how he had nothing, yet because his life was on the line, wrestled this man until he had him overcome.
[00:17:49.204 --> 00:17:53.247]  The police had a gun, had a baton, but did nothing, just stood down.
[00:17:53.667 --> 00:17:54.627]  But why?
[00:17:54.747 --> 00:18:00.790]  Why can't New Yorkers defend themselves, carry weapons, when they know there's criminals running rampant in a major city?
[00:18:01.090 --> 00:18:04.351]  It's a target-rich environment, so the criminals are only encouraged.
[00:18:04.631 --> 00:18:15.735]  But here's Bloomberg, here's the mayors of Chicago and all the major cities saying, guns are illegal, we've got to ban them all, we've got to put all power in the hands of government, even though they're sworn not to protect you.
[00:18:16.175 --> 00:18:24.263]  Well, those officers and the military are also sworn to uphold the Constitution and Bill of Rights, and we're seeing a movement back towards that, thankfully.
[00:18:24.544 --> 00:18:26.305]  But we've got to turn the culture around.
[00:18:26.626 --> 00:18:30.489]  Remind police that they are here to protect and serve the people of this country.
[00:18:30.550 --> 00:18:32.171]  Otherwise, why are we paying your salary?
[00:18:32.511 --> 00:18:35.735]  And why are you out there with the attitude like you're above the people?
[00:18:36.135 --> 00:18:43.337]  We need to have a general atmosphere of safety, and that comes through armed Americans, not through police state measures and more government power.
[00:18:43.678 --> 00:18:47.499]  Now Mike Adams has written an op-ed at hisnaturalnews.com.
[00:18:47.619 --> 00:18:56.742]  It's up on Infowars.com, detailing how the post-Sandy Hook gun control push spectacularly backfired in America.
[00:18:57.142 --> 00:19:04.484]  Mike Adams writes in part that in the aftermath of the tragic Sandy Hook shooting, the push for gun control however spectacularly backfired.
[00:19:04.845 --> 00:19:14.007]  In reality, it has hardened the positions of gun rights advocates while massively increasing the number of AR-15s and other firearms sold across the country.
[00:19:14.368 --> 00:19:22.150]  The backfire is far worse than gun grabbers could have possibly imagined when they launched their efforts on the graves of the dead Sandy Hook children.
[00:19:22.210 --> 00:19:24.851]  Yeah, shame on you for exploiting the deaths of children.
[00:19:25.211 --> 00:19:25.952]  We're good to go!
[00:19:50.127 --> 00:19:52.690]  Almost completely sold out in many parts of the country.
[00:19:53.050 --> 00:19:58.234]  You've seen the stories where lines outside of gun shows were around the block.
[00:19:58.575 --> 00:20:00.596]  500 people just here in Austin, Texas.
[00:20:01.077 --> 00:20:11.606]  In Seattle, a gun buyback program turned into an impromptu private sale as people on the streets offered more cash than the cops were to buy guns from citizens.
[00:20:12.026 --> 00:20:14.829]  Of course, those were almost certainly law-abiding citizens.
[00:20:15.169 --> 00:20:16.710]  Criminals are always going to get guns.
[00:20:16.791 --> 00:20:20.874]  Why shouldn't law-abiding, responsible people have guns to keep a balance of power?
[00:20:20.894 --> 00:20:22.635]  That's what the founders always talked about.
[00:20:22.996 --> 00:20:30.142]  Furthermore, in the wake of Sandy Hook, the NRA membership spawned 300,000 new members just in the last couple months.
[00:20:30.522 --> 00:20:33.645]  Gun owners of America saw a great surge in their membership.
[00:20:34.065 --> 00:20:35.666]  We've heard from the Hollywood hypocrites.
[00:20:35.726 --> 00:20:52.097]  It blew up in their face when that one listener from the Alex Jones Show put together that powerful clip matching their phony demand a plan where they all act sympathetic against all the different movies they've been in where they spray bullets in every scene and mow down people with wanton glee.
[00:20:52.637 --> 00:20:59.518]  And then we've seen this great propaganda pushback where first Obama faked tears and stood on the backs of the children.
[00:20:59.818 --> 00:21:14.701]  Well now he's having his White House propaganda arm put out photos of him with guns and basically agreeing to be in a Photoshop picture to look like he's sympathetic to guns so they can wait until they think the time is right to push for gun control again.
[00:21:14.721 --> 00:21:17.981]  And of course we saw the same thing with CNN's Piers Morgan.
[00:21:18.261 --> 00:21:21.762]  He came down to Katy, Texas as we already told you earlier in this week.
[00:21:22.182 --> 00:21:22.783]  I don't know.
[00:21:37.797 --> 00:21:44.082]  Imagine, just imagine, Piers Morgan picking up an AR-15 the day after the Sandy Hook shooting.
[00:21:44.502 --> 00:21:45.663]  Never would have happened.
[00:21:45.723 --> 00:21:46.904]  So why is he doing it now?
[00:21:47.264 --> 00:21:59.074]  It's because he's had himself chewed out, he's had himself beat up through words and through arguments from defenders of the Second Amendment, of course, including Alex Jones and so many others.
[00:21:59.594 --> 00:22:00.755]  Now, furthermore,
[00:22:01.135 --> 00:22:08.883]  This has caused Americans in general to break their silence and speak up and defend the Second Amendment and say, no, we don't want to go along with this.
[00:22:09.343 --> 00:22:18.933]  Secondarily, it's caused a reawakening, a rediscovering of what the Second Amendment is and why it was put in place, why it was in the Bill of Rights.
[00:22:18.993 --> 00:22:20.735]  If you've never looked into American history,
[00:22:21.135 --> 00:22:23.277]  First of all, it's incredible and full of detail.
[00:22:23.337 --> 00:22:26.840]  It's a lot more than you heard in your high school and middle school classrooms.
[00:22:26.900 --> 00:22:42.892]  But furthermore, the entire Bill of Rights was its own struggle after the Revolutionary War, after the Constitution was agreed upon, but before it was ratified, because many founders said there weren't enough protections against government, to restrain government.
[00:22:43.212 --> 00:22:56.304]  So they wanted to outline and guarantee the right of free press, of religion, and the right to keep and bear arms, and of due process, and of the right to privacy, and to not be searched without warrant and without witnesses.
[00:22:56.324 --> 00:23:00.388]  That's all in there for a reason, and it's a don't-do list for government.
[00:23:00.428 --> 00:23:07.875]  It's a fairly short list of things they're specifically not to do, and government, of course, wants to violate every single one of them.
[00:23:08.255 --> 00:23:08.856]  But that's not it.
[00:23:08.956 --> 00:23:09.616]  That's right.
[00:23:27.122 --> 00:23:33.467]  They're saying they're going to kick the feds out, kick anyone from the state out, if they're there to try and violate the Second Amendment.
[00:23:33.727 --> 00:23:46.738]  They're encouraging their citizens to buy guns, arm themselves, because the police and sheriffs can't and won't protect you, as we just saw in that clip, don't consider themselves to have a duty to protect you, so you better protect yourself.
[00:23:47.418 --> 00:23:51.521]  And furthermore, states themselves are rediscovering states' rights.
[00:23:51.621 --> 00:23:56.444]  Many states introducing firearms protection acts or similar legislation.
[00:23:56.904 --> 00:23:58.485]  Again, putting the feds on notice.
[00:23:58.505 --> 00:24:01.346]  They're not going to be part of violating the Second Amendment.
[00:24:01.607 --> 00:24:04.588]  We have to keep standing up for this because they're going to keep pushing.
[00:24:04.869 --> 00:24:07.750]  They'll seize upon the next tragedy if and when it happens.
[00:24:08.091 --> 00:24:09.291]  Probably only a matter of time.
[00:24:09.311 --> 00:24:11.893]  Let's just remember the Second Amendment is timeless.
[00:24:12.313 --> 00:24:14.575]  Not to be infringed, shall not infringe.
[00:24:14.635 --> 00:24:15.396]  That's an order.
[00:24:15.956 --> 00:24:29.248]  And speaking of order, the soldiers, the military, of course, part of this component, and they also have spoken out in large numbers, active duty, retired, you name it, saying they will never be a part of confiscating guns from America.
[00:24:29.688 --> 00:24:29.948]  I think so.
[00:24:56.207 --> 00:24:56.608]  Excuse me.
[00:25:11.084 --> 00:25:14.328]  We're going to go to what I consider to be one of my favorite reports.
[00:25:14.749 --> 00:25:18.814]  It was the first public meeting of the Oath Keepers on April 19, 2009.
[00:25:19.995 --> 00:25:28.606]  We all traveled just outside of Boston, Massachusetts to Lexington, to Concord, where the first battle of the American Revolution began.
[00:25:29.087 --> 00:25:38.991]  And it's an excellent piece just reminding us about what the Second Amendment is about, about what this country is about, and about what it means when people say no, they're not going to be pushed any further.
[00:25:39.011 --> 00:25:44.433]  And of course, Lexington was started specifically over disarmament of weapons.
[00:25:44.493 --> 00:25:49.715]  They went to seize the gunpowder stash and many of the weapons held by the militia there.
[00:25:49.775 --> 00:25:55.898]  This of course followed the debasing of the currency, outlawing the colonial script, it followed
[00:25:56.278 --> 00:26:15.032]  The British imposing a standing army on colonial Americans in the wake of the French and Indian War, supposedly to repel Indian attacks, but increasingly to patrol and keep in line the American colonists as they became more and more angry about the taxation, the lack of representation, and all the other factors going on.
[00:26:15.372 --> 00:26:22.278]  But again, it was disarmament that actually sparked the beginning of the revolution, and the feds better back off.
[00:26:22.318 --> 00:26:23.879]  We don't want a violent revolution.
[00:26:24.259 --> 00:26:26.461]  But people aren't going to put up with being disarmed.
[00:26:26.701 --> 00:26:29.743]  And with that, I take you to this powerful special report.
[00:26:29.943 --> 00:26:31.464]  We'll be back in just a few minutes here.
[00:26:31.984 --> 00:26:33.505]  Please share this with everyone you know.
[00:26:33.545 --> 00:26:36.067]  Let's get this broadcast out and let's reawaken.
[00:26:36.307 --> 00:26:38.709]  Let's revitalize the Constitution and Bill of Rights.
[00:26:45.293 --> 00:26:48.535]  When you entrust a man with a public trust and you know that he's human,
[00:26:49.170 --> 00:26:51.991]  And you don't want him to run amok, you bind him down with an oath.
[00:26:52.311 --> 00:27:01.313]  I know we heard talk today about someday you may see those in the uniform, in violation of their oaths, pointing the gun at you, their masters, in an unlawful way.
[00:27:02.093 --> 00:27:03.513]  I pray that never happens.
[00:27:04.213 --> 00:27:05.053]  It has happened.
[00:27:05.533 --> 00:27:12.715]  I want to assure you, the man in the uniform will not be I. Today, really, in many respects, our government
[00:27:13.789 --> 00:27:16.611]  is the one that is stepping aside the rule of law.
[00:27:16.872 --> 00:27:22.897]  Gun confiscation is exactly what happened during the state of emergency following Hurricane Katrina in New Orleans.
[00:27:23.497 --> 00:27:28.661]  The social controllers are very scared of police and military rediscovering their oath of office.
[00:27:28.681 --> 00:27:31.243]  I will not obey orders to impose martial law.
[00:27:31.764 --> 00:27:33.005]  I will not obey.
[00:27:33.025 --> 00:27:37.589]  They understand that throughout history, tyranny comes to your door in a uniform.
[00:27:38.148 --> 00:27:40.970]  We will not obey orders to conduct warrantless searches of the American people.
[00:27:41.571 --> 00:27:42.552]  I will not obey.
[00:27:43.232 --> 00:27:49.217]  Think of every instance you can think in history where republics have fallen through usurpation of power.
[00:27:49.777 --> 00:27:53.821]  Particularly think of the times when it has happened through the military force the Gruner Monk.
[00:27:54.261 --> 00:28:01.084]  You can't really tell from my name, but my father lived under Stalin, and his whole family was killed by Stalin.
