[00:00:01.733 --> 00:00:02.915]  Coast to coast.
[00:05:48.143 --> 00:05:50.384]  When Disaster Strikes by Matthew Stein.
[00:05:50.664 --> 00:05:55.227]  Therosafe used by Homeland Security to protect yourself during any radiological event.
[00:05:55.407 --> 00:05:57.848]  Hand Crank Shortwave AM FM Radios.
[00:05:58.308 --> 00:06:05.292]  Everything that we've researched and found to be the best is available at Infowarshop.com and your purchase makes our Infowar possible.
[00:06:05.492 --> 00:06:06.533]  We're getting prepared.
[00:06:06.773 --> 00:06:07.173]  Are you?
[00:06:07.433 --> 00:06:09.214]  Infowarsshop.com.
[00:06:09.474 --> 00:06:15.057]  My friends, Alex Jones here to tell you about some of the most important information concerning you and your family's health.
[00:06:15.257 --> 00:06:22.500]  Radiation levels have more than doubled in the last 60 years in the Northern Hemisphere from all of the nuclear testing and radiological accidents.
[00:06:22.640 --> 00:06:25.822]  Radioactive contamination is now in most of the food supply.
[00:06:25.982 --> 00:06:27.783]  There's only two ways to avoid this.
[00:06:28.023 --> 00:06:32.605]  Move south of the equator or properly protect your thyroid with nascent iodine.
[00:06:32.685 --> 00:06:35.446]  Looking to protect my family, I've done deep research.
[00:06:35.607 --> 00:06:41.369]  Nascent iodine is the purest, cleanest, absolute best form of iodine to protect yourself and your family.
[00:06:41.549 --> 00:06:45.011]  It's made right here in the USA, completely non-GMO.
[00:06:45.231 --> 00:06:50.293]  I searched out the best quality and now have developed a double strength form of nascent iodine.
[00:06:50.474 --> 00:06:53.435]  Exclusively available at Infowarslife.com.
[00:06:53.695 --> 00:06:59.563]  Nascent Iodine is on record as one of the only safe ways to detox from fluoride poisoning.
[00:06:59.683 --> 00:07:01.686]  Survival Shield Nascent Iodine.
[00:07:01.846 --> 00:07:07.254]  Secure your super high quality Nascent Iodine today at InfoWarsLife.com.
[00:07:07.374 --> 00:07:08.736]  That's InfoWarsLife.com.
[00:07:09.677 --> 00:07:11.318]  Introducing Pro-1.
[00:07:11.578 --> 00:07:15.101]  All of your filtration in one system, portable, on-the-go.
[00:07:15.241 --> 00:07:19.644]  No more do you have two or three filters to just reduce sodium fluoride.
[00:07:19.804 --> 00:07:25.768]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosilicic acid.
[00:07:25.888 --> 00:07:36.675]  Advanced manufacturing technology combines silver impregnated white ceramic with new Aquamedics advanced media for removal of fluoride and other heavy metals, all in one filter element.
[00:07:36.875 --> 00:07:43.179]  It is the only one that does it, and out of the gates, we have it discounted at 10% off with promo code WATER.
[00:07:43.359 --> 00:08:00.350]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines, ammonia and chlorine, hydrofluorosilicic acid, the most common form of fluoride not covered by other fluoride filter brands, and sodium hexafluorosilicate.
[00:08:00.670 --> 00:08:05.093]  Get your Pro-Pure with the new Pro-1 filters today at infowarestore.com.
[00:08:05.293 --> 00:08:05.976]  Or by calling 888-253-3139.
[00:08:38.524 --> 00:08:44.592]  We now take you live to the Central Texas Command Center and the heart of the resistance.
[00:08:44.992 --> 00:08:47.035]  You're listening to Alex Jones.
[00:08:59.266 --> 00:09:04.150]  We reported on this last Friday and now CBS News has picked it up.
[00:09:04.170 --> 00:09:09.514]  You can see the forbidden art at DrudgeReport.com and Infowars.com.
[00:09:13.146 --> 00:09:26.310]  The shirt that the NSA tried to ban, t-shirt artist strikes back and the logo is a parody of the NSA say peeping while you're sleeping.
[00:09:26.710 --> 00:09:29.991]  The NSA the only part of government that actually listens.
[00:09:30.071 --> 00:09:33.852]  They sent a cease and desist trying to have the
[00:09:34.952 --> 00:09:36.473]  T-shirt maker stopped using it.
[00:09:37.234 --> 00:09:40.676]  They went after his shopping cart, a bunch of other things.
[00:09:41.016 --> 00:09:45.479]  But now he's fighting back against them, suing them.
[00:09:46.280 --> 00:09:48.021]  It's absolutely a parody.
[00:09:48.781 --> 00:09:51.363]  And by the way, everyone should do this.
[00:09:51.523 --> 00:09:58.167]  I think we're going to come out with a NSA slash TSA shirt.
[00:09:58.768 --> 00:10:00.009]  NSA on one side,
[00:10:01.414 --> 00:10:05.776]  Probably the back saying, you know, watching you when you're not looking or watching over your back.
[00:10:06.156 --> 00:10:07.297]  On the front, the TSA.
[00:10:07.597 --> 00:10:15.080]  The TSA has also threatened people and threatened to sue people and tried to shut folks down over and over and over again.
[00:10:15.100 --> 00:10:23.423]  And we also have folks critical of Obamacare having their Facebook accounts shut down and suspended.
[00:10:24.044 --> 00:10:26.805]  This is really the authoritarianism of these people.
[00:10:27.862 --> 00:10:30.004]  And we must all resist what they're doing.
[00:10:30.044 --> 00:10:46.836]  It's like the TSA coming out a month ago with announcements nationwide and saying that anyone, anyone who makes a joke in the airport about them, we're going to arrest you.
[00:10:47.117 --> 00:10:55.183]  Now really under statutory law they can't do that, but there is the thuggish implied threat in all of that.
[00:10:56.235 --> 00:11:04.243]  So, it is absolutely essential for all of us to engage in our First Amendment or lose it.
[00:11:04.863 --> 00:11:09.528]  And we'll be called names, we'll be demonized, but the power structure is running on empty.
[00:11:09.968 --> 00:11:11.890]  The power structure is shooting blanks here.
[00:11:13.251 --> 00:11:21.239]  Folks are aware that the system is illegitimate, that the social contract is not just broken, but is absolutely predatory.
[00:11:22.925 --> 00:11:24.366]  And that we're in deep trouble.
[00:11:24.946 --> 00:11:31.490]  Now, the general population has no idea just how deep the rabbit hole goes, just how serious this situation is.
[00:11:32.611 --> 00:11:41.156]  But at the same time, they're beginning to find out more and more, and then that learning curve is very, very accelerated.
[00:11:42.486 --> 00:11:43.486]  Takes off like a rocket.
[00:11:43.646 --> 00:11:49.328]  Once you get the rocket fueled, loaded, ready to launch, it's basically lifted off now.
[00:11:50.148 --> 00:11:55.550]  And that awakening is only going to accelerate as the projectile picks up speed here.
[00:11:55.870 --> 00:12:00.652]  And that's why we're entering that key window when the establishment is going to stage all sorts of stuff.
[00:12:01.824 --> 00:12:02.004]  I think?
[00:12:20.373 --> 00:12:23.796]  And accelerate their program because they were getting behind schedule in their view.
[00:12:23.816 --> 00:12:33.563]  A lot of old globalists like David Rockefeller and Henry Kissinger and Zbigniew Brzezinski have written books saying they want to see their world government, their new world order, established.
[00:12:33.623 --> 00:12:40.829]  And, you know, they can't, like they did 10 years ago or even 15 years ago, say there's no world government, there's no corporate system being set up.
[00:12:42.070 --> 00:12:45.232]  Anyone that says there's a new world order is insane, it doesn't exist.
[00:12:45.893 --> 00:12:47.054]  They can't do that anymore.
[00:12:47.932 --> 00:12:54.417]  They can stage an event blaming on folks that talk about the New World Order, but people know that's real now.
[00:12:55.158 --> 00:12:57.059]  People know global governance is here.
[00:12:57.700 --> 00:13:01.703]  On CNBC, almost every time I tune in, they admit, we're run by foreign banks.
[00:13:02.264 --> 00:13:13.873]  You read Spanish papers, German papers, Swiss papers, Mexican newspapers, they admit, yeah, there's a giant global corporate cartel above the law, exempt, getting taxpayer money.
[00:13:14.173 --> 00:13:15.114]  People are getting it.
[00:13:15.214 --> 00:13:17.196]  And once you admit there's an elite,
[00:13:17.856 --> 00:13:24.481]  You didn't get there by being the best writers or by being the best inventors or being, you know, the most honorable.
[00:13:24.962 --> 00:13:28.484]  No, that's the type of system you want to build where the elite are virtuous people.
[00:13:28.905 --> 00:13:31.587]  That's when you build incredible civilizations and go to the stars.
[00:13:32.087 --> 00:13:37.871]  No, it's all about how big and manipulative and gangster-ish your crew is.
[00:13:38.252 --> 00:13:40.734]  That's why there's a book coming out from White House aides
[00:13:42.317 --> 00:13:46.502]  Quoting Obama would just walk around bragging, saying, I'm really good at killing people.
[00:13:46.522 --> 00:13:47.663]  You know how awesome I am?
[00:13:47.683 --> 00:13:51.227]  You know, I love going in and doing the morning briefing and ordering hits.
[00:13:52.088 --> 00:13:55.112]  And he goes in, it's one of his favorite parts of the day.
[00:13:55.132 --> 00:13:56.974]  He does it at least once a week, sometimes every day.
[00:13:56.994 --> 00:14:00.217]  And he goes in and looks at people and gives the death orders.
[00:14:00.798 --> 00:14:02.140]  He signs death orders.
[00:14:03.411 --> 00:14:20.338]  And even if he was doing that, and it wasn't violating international law, and they weren't really just trying to stir up Pakistan and other areas to get internal wars going between Shiite and Sunni and others, even if it was legitimate, you don't sit there and go, you know, I'm really good at killing people, close quotes.
[00:14:20.918 --> 00:14:22.279]  And see, I've talked about this a lot.
[00:14:22.319 --> 00:14:23.119]  We need to pull this up.
[00:14:24.653 --> 00:14:38.385]  There was a New York Times article, there's also one on Karl Rove saying, there's a New York Times, Washington Post, and I think it was New Yorker Magazine people were all together at a, and they were so afraid of him they wouldn't even say that he was the one that said it until years later.
[00:14:38.745 --> 00:14:49.315]  They said a White House aide, a high-level aide said, we control reality, we can lie however we want, no one can stop us, and the media will do whatever we say, you're out of a job, I literally rule you, you're pathetic.
[00:14:50.117 --> 00:14:59.160]  And so even though they were egomaniac establishment journalists who thought they were part of the power structure, they still went out and attacked him because it made them feel bad to hear they were obsolete.
[00:14:59.800 --> 00:15:03.681]  But that's the endgame of tyranny, and the delusion of tyranny, when you get into it.
[00:15:04.921 --> 00:15:16.564]  But it was Richard Perle, known as the Angel of Death at the Pentagon, because he's just a fat, pasty, weird, demonic person who was always into killing people.
[00:15:16.624 --> 00:15:18.665]  I mean, how do you get a nickname like the Angel of Death?
[00:15:19.653 --> 00:15:34.492]  Well, the Angel of Death, Richard Perl, was another one of these cocktail parties, and walked up right after the 2003 Iraq invasion started, and he walked up to a group of good-looking female reporters.
[00:15:36.291 --> 00:15:44.517]  And that's how they were described, and said, you know, I'm powerful, I'm behind this war, I kill tens of thousands with a signature.
[00:15:45.217 --> 00:15:49.721]  And even though they were all evil and part of the empire and part of the lies, they were just like, ugh!
[00:15:51.582 --> 00:15:53.183]  And they all walked away from him.
[00:15:53.223 --> 00:16:02.089]  Imagine, a guy with all that power, and been in Washington so long, he thinks the way you pick up women is walking up to them and saying, you know, I...
[00:16:03.080 --> 00:16:05.462]  I kill people every day by signing orders.
[00:16:05.842 --> 00:16:06.862]  I kill a lot of people.
[00:16:08.864 --> 00:16:24.714]  You can pull up the exact quote, but the point is, imagine, imagine, I mean if you were the guy who was in special forces and had to run up to a base camp and slit guards' throats and stuff and then blew up a barracks or something, those are still human beings you kill.
[00:16:26.304 --> 00:16:33.749]  And unless you caught them torturing children or something, you want to kill them as quickly and painlessly as possible.
[00:16:34.190 --> 00:16:36.971]  And even if you caught them doing something horrible, they're more like a cockroach.
[00:16:37.011 --> 00:16:39.533]  You're not proud of having to step on it.
[00:16:39.573 --> 00:16:40.374]  It's just got to be done.
[00:16:42.103 --> 00:16:46.386]  And it's just the opposite of manliness, the opposite of honor.
[00:16:46.826 --> 00:16:47.907]  It is disgusting.
[00:16:48.867 --> 00:16:49.588]  And that's who they are.
[00:16:49.788 --> 00:17:02.375]  They're a bunch of guys Obama writes in one excerpt of one of his books I read years ago about how, oh, I've never really been in fights, or I never, you know, I was a total piece growing up.
[00:17:02.596 --> 00:17:11.061]  Who knows if any of that's true, but most of these guys come from very wealthy, powerful families, or establishment families, cloistered, and they're not around the real world.
[00:17:11.801 --> 00:17:20.984]  And it shows, like when George Bush Sr., a decade after grocery store scanners were in, I think it was in 1989, he comes into a Safeway and goes, what is that?
[00:17:21.324 --> 00:17:21.845]  What is that?
[00:17:22.485 --> 00:17:28.167]  Because he hadn't gone to get his own food, or been to a grocery store in so long.
[00:17:28.667 --> 00:17:32.348]  So disconnected from reality.
[00:17:32.388 --> 00:17:34.809]  I mean, I've gone to a grocery store many times when I've been out in L.A.
[00:17:34.829 --> 00:17:36.890]  with pretty big Hollywood stars.
[00:17:38.916 --> 00:17:40.197]  Probably more than 15 or so.
[00:17:40.797 --> 00:17:45.621]  I mean, they just put on a hat, let's go to the store, let's go get some beer and some steaks and stuff, let's cook them.
[00:17:47.422 --> 00:17:55.208]  Those are people worth, you know, in some cases, 50 million, 100 million dollars, and they're cooking their own food because they enjoy it, they're going to the store themselves.
[00:17:56.397 --> 00:18:08.663]  Imagine, imagine George Herbert Walker Bush, at least a decade after scanners are ubiquitous, doesn't know what one was, and was later questioned about it, and said, no, I just learned about this.
[00:18:09.663 --> 00:18:20.088]  It's just like the head of Google gets told about big technological developments and things that are going on, like Bitcoin.
[00:18:20.108 --> 00:18:22.569]  I've known what Bitcoin is for four years.
[00:18:23.149 --> 00:18:24.930]  Doesn't know what Bitcoin is.
[00:18:26.673 --> 00:18:29.388]  And it was later asked, and you know, I really don't know, but now I do.
[00:18:30.936 --> 00:18:38.840]  They got into power because they're part of the club, but they didn't get there because of their science, their beauty, their literature, their art.
[00:18:38.880 --> 00:18:48.445]  They weren't put there because we collectively want them there as an idol, basically, and I don't mean that in a blasphemy way, but as a model of what we want to aspire to.
[00:18:48.805 --> 00:18:59.251]  Instead, these social engineers put out fake models in front of us, fake idols, so that we aspire to failure, and they sabotage culture, and that's one of their greatest sins.
[00:19:00.471 --> 00:19:09.059]  Is putting out destructive archetypes, destructive role models for people to sabotage the collective humanity so they can rule us.
[00:19:09.579 --> 00:19:11.061]  That is not a leadership.
[00:19:11.441 --> 00:19:12.922]  That is not an honorable group.
[00:19:13.183 --> 00:19:23.231]  That is an enemy fundamentally of humanity who hates themselves so much they believe they are obsolete and are going to merge with machines and kill the rest of us.
[00:19:23.652 --> 00:19:25.754]  No, you will not get away with it.
[00:19:26.354 --> 00:19:47.107]  Things are going to get really nasty in the process, and a lot of us aren't going to make it through this, but in the final equation, in my gut, in my spirit, at my bedrock, I know humanity is going to make it, and God has bigger plans for us, and He's not going to let these devils, and that's what they are, destroy incredible things that God has in store for humanity.
[00:19:47.347 --> 00:19:50.689]  We are made in the image of the Creator.
[00:19:51.810 --> 00:19:53.211]  We are creators.
[00:19:53.751 --> 00:19:54.612]  Look at how we create.
[00:19:56.385 --> 00:19:58.128]  The devil is never a maker.
[00:19:59.030 --> 00:20:00.973]  These Satanists can only destroy.
[00:20:01.073 --> 00:20:01.874]  It's all they know.
[00:20:03.016 --> 00:20:03.858]  They are the enemy.
[00:20:04.499 --> 00:20:08.305]  And those of us that love peace have to be prepared to defeat them.
[00:20:10.044 --> 00:20:14.468]  Every day it becomes more clear our nation is headed towards an uncertain future.
[00:20:14.528 --> 00:20:18.111]  Nothing can ensure your family's security like an Atlas Survival Shelter.
[00:20:18.191 --> 00:20:25.096]  The strongest money can buy and designed to be buried up to 42 feet deep with all the comforts of home and all the protection you need.
[00:20:25.176 --> 00:20:30.421]  Bulletproof hatches, tamper-resistant air pipes, and a unique round design that'll withstand a bomb.
[00:20:30.901 --> 00:20:35.525]  See them today at iwantthatbunker.com or call 1-855-4-BUNKER.
[00:20:35.725 --> 00:20:37.126]  Atlas Survival Shelters.
[00:20:37.346 --> 00:20:39.128]  Better prepared than scared.
[00:20:40.271 --> 00:20:41.632]  You are now in the crosshairs.
[00:20:41.912 --> 00:20:46.036]  The NSA and the FBI are treating you like a criminal and monitoring your every move.
[00:20:46.356 --> 00:20:53.101]  Ron Paul said recently, the evidence of the totalitarian nature of this government is on display undeniably every day.
[00:20:53.581 --> 00:20:57.424]  What's taking place right now is a coup and the destruction of the Constitution.
[00:20:57.844 --> 00:20:59.646]  Fortunately, there is something you can do about it.
[00:20:59.946 --> 00:21:04.089]  Learn how to be invisible, lock down your privacy, and even disappear forever.
[00:21:04.530 --> 00:21:06.791]  Go to privacylockdown.com to learn how.
[00:21:06.931 --> 00:21:08.152]  That's privacylockdown.com.
[00:21:09.705 --> 00:21:14.589]  There are those curious about bitcoins and those using and making money with bitcoins.
[00:21:15.069 --> 00:21:16.250]  What are bitcoins?
[00:21:16.711 --> 00:21:22.776]  A bitcoin is the first decentralized currency that can be easily transferred from person to person over the internet.
[00:21:23.176 --> 00:21:24.617]  No bank needed.
[00:21:25.018 --> 00:21:30.302]  This means lower fees and accounts can never be frozen, limited or closed.
[00:21:30.682 --> 00:21:32.484]  You are in control of your money.
[00:21:32.944 --> 00:21:33.745]  And the best part?
[00:21:34.126 --> 00:21:37.350]  You can start earning and making money with bitcoins right away.
[00:21:37.750 --> 00:21:45.159]  No computer or expertise is required to earn money with bitcoins and a growing number of merchants now accept bitcoins.
[00:21:45.620 --> 00:21:49.265]  Plus, they're easily exchanged for dollars, euros and more.
[00:21:49.625 --> 00:22:01.114]  Learn more about the easiest, cheapest, most profitable way to enter the Bitcoin market and get paid every two weeks by one of the fastest growing Bitcoin miners in the world at CloudHashing.com.
[00:22:01.634 --> 00:22:04.456]  Just like it sounds, CloudHashing.com.
[00:22:04.877 --> 00:22:06.778]  That's CloudHashing.com.
[00:22:07.198 --> 00:22:08.740]  We mine your business.
[00:22:09.540 --> 00:22:13.041]  For over five years, you've been hearing about the Berkey guy.
[00:22:13.341 --> 00:22:15.142]  So you may know a few things about him.
[00:22:15.442 --> 00:22:21.684]  For example, you are well aware of the superior quality and effectiveness of Berkey water filters and accessories.
[00:22:22.124 --> 00:22:27.365]  But did you know the Berkeys have had independent lab tests done to prove just how effective they are?
[00:22:27.705 --> 00:22:30.246]  It's true, and he can email you the test results.
[00:22:30.586 --> 00:22:32.487]  Just visit GoBerky.com.
[00:22:32.747 --> 00:22:37.628]  You may also know that the Berky Guy has helped tens of thousands of people get better prepared.
[00:22:37.868 --> 00:22:39.429]  Now here's something you may not know.
[00:22:39.789 --> 00:22:46.751]  GoBerky.com has amazing specials and deals all the time on a wide variety of survival and preparedness products.
[00:22:47.111 --> 00:22:48.953]  Most ready to ship same day.
[00:22:49.333 --> 00:22:55.317]  Visit the Berkey Guy at GoBerkey.com and be sure to click the red Products on Sale Now button.
[00:22:55.618 --> 00:22:57.199]  You can always call toll-free 877-886-3653.
[00:22:57.219 --> 00:22:57.719]  Again, that's 877-886-3653.
[00:22:57.739 --> 00:22:58.980]  GoBerkey.com, home of the Berkey Guy.
[00:23:08.968 --> 00:23:14.072]  Alex Jones here, and I want to tell you about a longtime friend of the show, My Patriot Supply.
[00:23:14.432 --> 00:23:22.899]  As you might remember, this is the company that stood up to the DHS and exposed FEMA's secret plan to begin hoarding emergency survival food.
[00:23:23.319 --> 00:23:30.625]  It has always been my belief that it's key to stand behind companies who share the same values as their fellow Patriots.
[00:23:31.145 --> 00:23:38.551]  My Patriot Supply brings us their exclusive Patriot Pantry brand, along with many other fine preparedness products.
[00:23:39.051 --> 00:23:42.434]  I personally store and use their high-quality products.
[00:23:42.994 --> 00:23:46.637]  It tastes great, and it's easy to store for up to 25 years.
[00:23:47.178 --> 00:23:53.783]  For a limited time, you can save $50 instantly on a four-week supply of food, along with other special offers.
[00:23:54.344 --> 00:24:01.069]  Visit mypatriotsupply.com forward slash alex today with the new world order making rapid advances on every front.
[00:24:01.549 --> 00:24:05.593]  It is essential to prepare with My Patriot Supply today.
[00:24:26.417 --> 00:24:41.908]  Alright, I'm going to cover a bunch of news right now, and then I want to open the phones up for first-time callers yet again.
[00:24:42.689 --> 00:24:45.171]  First-time callers, your chance to be involved on the transmission.
[00:24:46.118 --> 00:24:58.266]  800-259-9231, 800-259-9231, with the wild card of all the different issues that the callers bring up, the different angles and areas they take us into.
[00:24:58.966 --> 00:25:05.911]  I love the randomness of it, so that's why we introduce it here on the broadcast with the open phones on any topic.
[00:25:05.931 --> 00:25:06.591]  800-259-9231.
[00:25:07.272 --> 00:25:12.155]  The reason we wrote about this last week, and I'm glad CBS News has picked it up,
[00:25:14.071 --> 00:25:22.074]  Is that it's the power of the artist and the power of parody and the power of free speech against the system is what will bring it down.
[00:25:23.054 --> 00:25:30.757]  And that's why many a Roman Caesar was brought down by the political graffiti written on the walls.
[00:25:31.837 --> 00:25:36.099]  And it said that the words of the prophets are written on the subway walls.
[00:25:37.039 --> 00:25:38.920]  This is a right and a duty
[00:25:40.029 --> 00:25:46.000]  To engage in public speech, especially when there is tyranny, you've got to get out there and resist it.
[00:25:46.421 --> 00:25:48.485]  You've got to get out there and speak out against it.
[00:25:48.765 --> 00:25:52.072]  And when they try to shut down your free speech, you've got to re-double it.
[00:25:53.089 --> 00:26:01.655]  In fact, I think I'm going to come out with the next issue of the magazine with free bumper stickers in it again, criticizing the TSA and the NSA.
[00:26:02.195 --> 00:26:16.906]  And when the TSA said, if you laugh at us, we're going to arrest you, I had announced to the guys that I wanted to have another $10,000 film prize for making films, either comedy or serious, exposing the TSA.
[00:26:17.586 --> 00:26:20.588]  And I'm just scared of watching the hundreds of videos.
[00:26:21.088 --> 00:26:22.649]  Because, I mean, I love watching them.
[00:26:22.689 --> 00:26:24.991]  It just takes over our whole operation to have a contest.
[00:26:25.311 --> 00:26:26.852]  So I decided not to do it.
[00:26:27.812 --> 00:26:28.433]  But you know what?
[00:26:28.453 --> 00:26:30.194]  I'm on the razor's edge right now.
[00:26:30.214 --> 00:26:33.636]  I was going to have just Kit Daniels run the contest so we're not all doing it.
[00:26:34.396 --> 00:26:35.377]  And let him pick, I guess.
[00:26:35.757 --> 00:26:36.338]  Just randomly.
[00:26:36.378 --> 00:26:37.298]  Here, Kit, you're in charge.
[00:26:37.318 --> 00:26:37.999]  Let's see what you do.
[00:26:38.039 --> 00:26:38.659]  He's a smart guy.
[00:26:41.169 --> 00:26:42.590]  But I think it is just vital.
[00:26:42.610 --> 00:26:43.251]  In fact, I will.
[00:26:43.491 --> 00:26:47.454]  By sometime next week, we'll announce a month or two film contest.
[00:26:47.934 --> 00:26:53.018]  One prize, $10,000 for a parody or a news report.
[00:26:53.038 --> 00:26:53.659]  It can be anything.
[00:26:54.079 --> 00:27:00.865]  A free speech event covering the TSA and the NSA or either or.
[00:27:01.755 --> 00:27:07.557]  You can do one of them, or you can do both of them in a piece, and we'll see how they like that.
[00:27:08.137 --> 00:27:09.837]  Because, oh, you're going to put me on a list.
[00:27:10.117 --> 00:27:14.598]  How about we're all on the list, and then we know who the enemies are, the people that aren't on the list.
[00:27:15.359 --> 00:27:16.039]  See how that works?
[00:27:16.359 --> 00:27:23.441]  You know, God's got a list, and you devils that violate our rights and violate our liberties, wonder whose list you're on.
[00:27:24.264 --> 00:27:25.384]  You think you're omnipresent?
[00:27:25.605 --> 00:27:26.985]  You think you're playing the part of God?
[00:27:27.665 --> 00:27:30.346]  You've tried to say Snowden's a demon, Snowden's horrible.
[00:27:30.747 --> 00:27:32.687]  Now the whole NSA grid is in trouble.
[00:27:32.927 --> 00:27:36.149]  And the Europeans tried to blame America like they weren't doing it.
