[00:00:00.819 --> 00:00:03.221]  You're listening to GCN.
[00:05:58.577 --> 00:06:03.883]  Get your Pro-Pure with the new Pro-1 filters today at Infowarsstore.com or by calling 888-253-3139.
[00:06:08.061 --> 00:06:16.603]  Devastating events like earthquakes, tornadoes, floods, hurricanes, or the threat of martial law have highlighted the need for Americans to prepare for emergencies.
[00:06:16.603 --> 00:06:20.284]  As a result, millions are stockpiling food, gold, and weapons.
[00:06:20.284 --> 00:06:24.746]  But how will these items help if you or one of your loved ones becomes ill?
[00:06:24.746 --> 00:06:29.787]  Supernatural silver is the ultimate tool to prepare you for a medical emergency.
[00:06:29.787 --> 00:06:37.289]  Supernatural silver is a natural antibiotic that is uniquely effective against bacteria, viruses, moles, and fungus.
[00:06:37.449 --> 00:06:37.669]  I think so.
[00:07:09.671 --> 00:07:17.778]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[00:07:17.778 --> 00:07:21.841]  Alex and his staff have used these pure soap products for years.
[00:07:21.841 --> 00:07:29.168]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[00:07:29.168 --> 00:07:31.990]  See them on the web at 5starsoap.com.
[00:07:32.190 --> 00:07:37.013]  Or call 800-340-7091 for a free catalog.
[00:07:37.013 --> 00:07:42.957]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[00:07:42.957 --> 00:07:48.361]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[00:07:48.361 --> 00:07:50.343]  This is an amazing deal.
[00:07:50.343 --> 00:07:55.586]  You can save thousands of dollars and you will love the way real soap makes you feel.
[00:07:55.586 --> 00:07:57.748]  See them on the web at 5starsoap.com.
[00:07:59.968 --> 00:08:18.793]  Or call 800-340-7091 for a free catalog.
[00:08:18.793 --> 00:08:25.055]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[00:08:34.816 --> 00:08:41.405]  Ladies and gentlemen, we are broadcasting worldwide, and I am the machine of talk radio.
[00:08:41.405 --> 00:08:51.898]  At Coast to Coast last night, opening ante this morning, I'm running on two luscious hours of sleep, and I'm going to be live here for at least the next three hours, and Ja'Kari Jackson, Rob Do,
[00:08:54.335 --> 00:08:55.617]  David and I are going to be in here.
[00:08:55.617 --> 00:09:02.326]  Rob Jacobson and John Bowne are out in California doing interviews on a film we're working on.
[00:09:02.326 --> 00:09:09.455]  And some of the other crew is working on a background in research like Leanne McAdoo and others.
[00:09:09.455 --> 00:09:09.895]  Wow!
[00:09:09.895 --> 00:09:10.616]  Where to begin here?
[00:09:12.947 --> 00:09:33.395]  I said yesterday, at least five times on air, that if there is a bio-attack like the anthrax attack, and then I went through how that was Fort Detrick, Maryland, the most weaponized anthrax ever known to man, one machine to miniaturize the anthrax reportedly cost in the hundreds of millions of dollars.
[00:09:35.780 --> 00:09:39.824]  And it is a patented Department of Defense system.
[00:09:39.824 --> 00:09:45.048]  And they tried to frame three different Patsy's for it and finally killed the third Patsy.
[00:09:45.048 --> 00:09:53.836]  Killed the doctor they set up and it was in the back of the paper that they force-fed him prescription Tylenol while in a straitjacket.
[00:09:53.836 --> 00:09:57.939]  So, boy, they were really desperate to get a Patsy that time.
[00:09:57.939 --> 00:10:00.481]  Because the wheels were coming off.
[00:10:04.431 --> 00:10:13.680]  I mean, I specifically said, if there's another anthrax type attack, and I even saw the comments coming on the site going, where does Jones come up with this stuff?
[00:10:13.680 --> 00:10:14.601]  He's so crazy.
[00:10:15.677 --> 00:10:17.658]  This is not 9-11.
[00:10:17.658 --> 00:10:27.860]  Well, if I've learned one thing about criminals and psychopaths and the groups that are involved in a criminal network level, doesn't mean there isn't radical Islam, doesn't mean all that's not, some of that's not real.
[00:10:27.860 --> 00:10:33.962]  There's criminal networks above it, playing all sides off against each other to bring in globalism, order out of chaos.
[00:10:34.582 --> 00:10:42.048]  Look at how our government is using Al-Qaeda in Libya and Syria to ethnically cleanse blacks, Christians, and Muslim minorities.
[00:10:42.048 --> 00:10:48.193]  I mean, you cannot deny the CFR said, quote, we need Al-Qaeda, six months ago.
[00:10:48.193 --> 00:10:49.854]  And praised them.
[00:10:49.854 --> 00:10:57.320]  And the New York Times has said, well, Al-Qaeda is the main force, and we are giving them weapons, because they're the ones that can kick Assad out, who did nothing to anybody.
[00:11:00.515 --> 00:11:03.176]  I'm certainly not nominating him for the Peace Prize or anything.
[00:11:03.176 --> 00:11:09.358]  I mean, Obama doesn't deserve it either, but compared to Obama, he's an angel.
[00:11:09.358 --> 00:11:15.961]  As dictators go, you know, he's one of the better ones.
[00:11:15.961 --> 00:11:20.202]  I could care less if he got overthrown, a real new government came in there.
[00:11:20.202 --> 00:11:23.684]  I wish they were free people completely.
[00:11:23.684 --> 00:11:29.566]  We've had Syrian opposition groups on of people that live in Australia, whose families were basically run out of the country.
[00:11:30.502 --> 00:11:36.026]  Decades ago, because they're not liking Assad, and they say that what's happening is wrong.
[00:11:36.026 --> 00:11:40.549]  And, you know, my point is the globalists don't care about you.
[00:11:40.549 --> 00:11:44.412]  They would kill you in a New York minute if it meant they got power and control.
[00:11:44.412 --> 00:11:46.033]  In fact, they enjoy it.
[00:11:46.033 --> 00:11:52.498]  And if you study criminology, as I've done, I've studied history, and I've also studied a lot of criminology.
[00:11:52.498 --> 00:11:56.121]  And I don't mean whodunit murder mystery books.
[00:11:56.121 --> 00:11:56.941]  I mean, I've read
[00:11:57.862 --> 00:11:58.542]  Ph.D.
[00:11:58.542 --> 00:12:08.287]  level textbooks because it's so fascinating that just cuts down to the hard core info on how criminals act or how predators act.
[00:12:08.287 --> 00:12:11.148]  And let me tell you, they leave calling cards.
[00:12:11.148 --> 00:12:12.329]  Everybody knows they brag.
[00:12:13.393 --> 00:12:15.394]  And they are pathological.
[00:12:15.394 --> 00:12:20.175]  They do the same thing over and over and over and over again.
[00:12:20.175 --> 00:12:29.619]  That's how cops, you know, good detectives back when that still existed, they've pretty much gotten rid of it, you know, knew who different bad guys were and people that had gotten out of prison and they knew the M.O.
[00:12:30.419 --> 00:12:36.381]  The little signs that were put, you know, down in the notebooks of what the person had been done on other cases.
[00:12:36.381 --> 00:12:45.823]  Maybe 20 times they'd robbed a bank, or hundreds of times been a cat burglar and not got caught, but finally got caught, the police had notes on how they did it over and over again.
[00:12:45.823 --> 00:12:54.926]  So I'm sitting here going, okay, this is a false flag, expect the letters to start getting mailed out right about now.
[00:12:55.768 --> 00:13:17.642]  Or expect the letters to start arriving, something like the anthrax attack, to create a ton of fear in Washington and a state of panic to get the open borders passed, the gun registration arbitrarily, where without a judge or jury, a psychologist or psychiatrist can just say, take your guns, because they say so.
[00:13:17.642 --> 00:13:18.963]  All that's happening right now.
[00:13:20.541 --> 00:13:27.443]  All of this is unfolding, and so it's a replay, where they want to get the Patriot Act through, they want to get all this unconstitutional stuff through.
[00:13:27.443 --> 00:13:40.928]  9-11 wasn't enough, even though it was all pre-written, that came out, show you have an anthrax attack, to the media to scare them to get in line, and to key people in the House and Senate.
[00:13:40.928 --> 00:13:47.350]  And now a pro-gun, key senator, who's been saying he will not vote, he may be the vote,
[00:13:48.849 --> 00:13:51.432]  Uh, on whether this is going to pass the Senate or not.
[00:13:51.432 --> 00:13:54.074]  As received, they've confirmed an envelope.
[00:13:54.074 --> 00:14:03.044]  Uh, the office of a Senator, uh, Roger, uh, Wicker, Republican Mississippi, included a substance that is tested positive for the toxic substance, Ryacin.
[00:14:03.044 --> 00:14:04.626]  By the way, I had McAfee on.
[00:14:05.507 --> 00:14:18.732]  Well, the only interviews he did before he disappeared a few months ago, we aired it live on the Nightly News, and I said, that is such an insinuary interview, and I've only done this in two years doing the Nightly News, maybe three times.
[00:14:18.732 --> 00:14:24.294]  I said, do not post that to the archive, and do not put that on the YouTube channel.
[00:14:24.294 --> 00:14:26.815]  That is so insinuary.
[00:14:27.833 --> 00:14:45.277]  What he is saying, that they're going to attack the government with Ryerson, and that Muslims are behind it, tied into Iran, I said, because he couldn't give me proof, but he said, but he suddenly went from being the goofy guy to like, something like an intelligence operative or something, on and off air, and about how he was being hunted and stuff.
[00:14:45.277 --> 00:14:47.758]  By the way, call McAvee, let's try to get him on.
[00:14:47.758 --> 00:14:52.159]  And it was so shocking, I said, I even told him, I said, I'm letting this go out live,
[00:14:53.035 --> 00:14:56.457]  They're in a break, but I said I'm not going to promote this interview.
[00:14:56.457 --> 00:15:02.221]  We will dig the interview up and air it tonight on the Nightly News at the end of the news.
[00:15:02.221 --> 00:15:06.764]  It is newsmaking.
[00:15:06.764 --> 00:15:10.407]  See, as an investigator, these are the things we look at.
[00:15:10.407 --> 00:15:13.629]  And now Obama has gotten a suspicious letter.
[00:15:14.492 --> 00:15:25.757]  And if this continues, which it probably will, the media will get it, and then we'll never find out who did it, or they'll have some guy they drug up who dies in custody, and then, oh, just move along, nothing happening here.
[00:15:25.757 --> 00:15:26.698]  It's like Groundhog Day.
[00:15:26.698 --> 00:15:29.699]  I mean, I feel like Bill Murray right now.
[00:15:29.699 --> 00:15:40.705]  And just the childishness of the minority of people that I see on YouTube and comments going, how dare you not care these people died, as if I don't care.
[00:15:40.705 --> 00:15:43.246]  Hey, I have massive empathy
[00:15:44.781 --> 00:15:55.686]  But I try to not sit here and show it on my sleeve, because I know they're going to selectively unfreeze our emotions and say, now it's okay to care about these people.
[00:15:55.686 --> 00:16:04.830]  But what about the 500 plus people, most of them innocents, raped and killed in Chicago last year, the crime capital of the world, where they weren't allowed to defend themselves?
[00:16:04.830 --> 00:16:05.491]  Oh, no, no, no.
[00:16:05.491 --> 00:16:08.212]  Those deaths, those rapes, those killing of men, women, and children,
[00:16:09.488 --> 00:16:11.190]  I'm not supposed to care about that.
[00:16:11.190 --> 00:16:14.474]  Or when Time Magazine says, let's kill old people.
[00:16:14.474 --> 00:16:18.680]  Or Bill Gates says, hey, we need the case for killing Granny, we need to get rid of old people.
[00:16:18.680 --> 00:16:21.143]  And by the way, let's kill children up to age three or even healthy.
[00:16:21.143 --> 00:16:23.606]  You know, Journal of Bioethics and all this.
[00:16:23.606 --> 00:16:25.909]  And it's like, oh Alex, big deal, there are too many people.
[00:16:28.223 --> 00:16:34.532]  I mean, we see all this callousness by the collectivists because they'll get more because they're young right now.
[00:16:34.532 --> 00:16:35.533]  You know, we kill people.
[00:16:35.533 --> 00:16:36.555]  What an immoral group.
[00:16:36.555 --> 00:16:39.859]  As if the globalists are going to give you anything.
[00:16:39.859 --> 00:16:42.123]  As if they won't kill you next, you morons.
[00:16:43.305 --> 00:16:46.468]  You see, those of us that have empathy, it's already pre-built in.
[00:16:46.468 --> 00:16:52.053]  We don't do it because, oh, we know if we let somebody else get hurt, it'll end up coming back on us.
[00:16:52.053 --> 00:16:53.434]  That's how the universe works.
[00:16:53.434 --> 00:17:00.860]  But our genetics, our spirit, our instincts go, oh, no, I don't, you know, oh, you see somebody get hit by a truck.
[00:17:01.741 --> 00:17:02.782]  And you empathize.
[00:17:02.782 --> 00:17:04.403]  You get sick.
[00:17:04.403 --> 00:17:06.005]  You get nauseous.
[00:17:06.005 --> 00:17:06.985]  And again, I've told the story.
[00:17:06.985 --> 00:17:10.348]  I saw a lot of fatality wrecks six, seven times.
[00:17:10.348 --> 00:17:12.009]  And I was in a couple bad wrecks myself.
[00:17:12.009 --> 00:17:20.056]  I was with some friends one time, drag racing over the I-30 bridge between Rockwall and Rowlett outside Dallas.
[00:17:20.056 --> 00:17:23.098]  And the guy's Corvette tire blew out in front of us.
[00:17:24.310 --> 00:17:28.953]  I mean, this was in heavy traffic, you know, going 150 miles an hour, cutting between cars.
[00:17:28.953 --> 00:17:32.375]  And it flies in and explodes, and I watch people flying around.
[00:17:32.375 --> 00:17:34.456]  And there's blood spraying out of necks and arms.
[00:17:34.456 --> 00:17:35.957]  We pull over to help them.
[00:17:35.957 --> 00:17:37.057]  And I was sitting in the passenger seat.
[00:17:37.057 --> 00:17:37.898]  I wasn't drag racing.
[00:17:37.898 --> 00:17:40.259]  I was like 12 with a 16-year-old.
[00:17:40.259 --> 00:17:45.422]  And after the ambulances got there, there was fire ants all over people.
[00:17:45.422 --> 00:17:47.383]  Other cars wrecked.
[00:17:47.383 --> 00:17:50.164]  And this wreck, this pileup, was in the news at the time.
[00:17:53.467 --> 00:17:57.189]  After it was all done, the smell of the blood and the empathy, I started vomiting.
[00:17:57.189 --> 00:18:03.833]  Let's see, a psychopath or a sociopath, it would just be entertaining to them.
[00:18:03.833 --> 00:18:14.400]  And see, people are becoming artificial psychopaths or artificial sociopaths, bare minimum, by all the simulated shoot-em-up games and movies and all this, where people don't have empathy now.
[00:18:15.305 --> 00:18:16.206]  People don't have empathy.
[00:18:16.206 --> 00:18:18.587]  I've told the story many times.
[00:18:18.587 --> 00:18:22.911]  My grandfather, you know, he was in World War II and saw quite a bit of stuff.
[00:18:22.911 --> 00:18:27.274]  Not even so much in the air after he flew his 22 missions out of North Africa and Italy.
[00:18:27.274 --> 00:18:33.799]  After they took Italy, he was in the Army Air Corps and they put him over a mess hall as an officer.
[00:18:33.799 --> 00:18:37.301]  And he spent most of his time trying to feed the starving Italians.
[00:18:37.301 --> 00:18:39.443]  People were starving to death.
[00:18:39.443 --> 00:18:41.925]  A lot of the death was just there was no food and everything had been bombed out.
[00:18:42.868 --> 00:18:48.109]  And, uh, that's why he always would go to a restaurant and not order any food.
[00:18:48.109 --> 00:18:49.790]  He would wait till everybody ordered their food.
[00:18:49.790 --> 00:18:51.130]  It wasn't even a neurotic thing.
[00:18:51.130 --> 00:19:03.673]  He would then eat everybody's leftovers because he saw starving kids and would end up, you know, trying to, you know, even give the food he had to them because they were under regulations not to give people food.
[00:19:05.745 --> 00:19:12.590]  And then there's all these fake people about, oh, when they're told to have an emotion, they get all emotional, and, oh, we've got to give our rights up.
[00:19:12.590 --> 00:19:13.932]  We've got to get rid of our Second Amendment.
[00:19:13.932 --> 00:19:18.315]  There's, like, Hollywood actors blaming the Second Amendment for this, and I bet it's gum powder.
[00:19:18.315 --> 00:19:19.917]  I said that yesterday, and now they're doing it.
[00:19:19.917 --> 00:19:21.778]  I bet it's gum powder they got that did this.
[00:19:21.778 --> 00:19:24.020]  Any way to blame the Second Amendment.
[00:19:24.020 --> 00:19:29.885]  But my grandfather, I mean, could be in a movie where there was any type of violence or anything, and he shouldn't want to see it.
[00:19:31.261 --> 00:19:35.695]  And it wasn't because he was a wimp, oh you can't handle the violence.
[00:19:35.695 --> 00:19:37.319]  It was because he'd seen so much of it.
[00:19:39.258 --> 00:19:42.720]  And so it physically gets to me.
[00:19:42.720 --> 00:19:44.741]  I empathize at a very deep level.
[00:19:44.741 --> 00:19:47.343]  That's where the rage comes from, ladies and gentlemen.
[00:19:47.343 --> 00:19:52.085]  That's how I'm able to not sleep and fight the New World Order on just a couple cups of coffee.
[00:19:52.085 --> 00:19:55.067]  I had like two cups of coffee yesterday.
[00:19:55.067 --> 00:19:57.468]  And I'm able to do it because it's the mission.
[00:19:57.468 --> 00:20:00.950]  This mission has got to be completed to defend people.
[00:20:00.950 --> 00:20:04.493]  And the reason I tell the story is that we're desensitized to all this killing.
[00:20:04.493 --> 00:20:05.013]  We'll come back.
[00:20:09.267 --> 00:20:10.628]  Whew, nice shootin'.
[00:20:10.628 --> 00:20:13.350]  Hey, that's a sweet AK-47 chest rig.
[00:20:13.350 --> 00:20:14.411]  Is that multicam?
[00:20:14.411 --> 00:20:17.113]  Yep, got it from StrikeHardGear.com.
[00:20:17.113 --> 00:20:18.454]  Strike what?
[00:20:18.454 --> 00:20:21.756]  StrikeHardGear.com.
[00:20:21.756 --> 00:20:24.558]  Set your sights on StrikeHardGear.com.
[00:20:24.558 --> 00:20:28.741]  Tough, tactical gear for your Soviet-style weapon that's made in the USA.
[00:20:28.741 --> 00:20:34.105]  Affordable, plus a no-questions-asked 30-day money-back guarantee and lifetime replacement warranty.
[00:20:34.105 --> 00:20:35.747]  StrikeHardGear.com.
[00:20:35.747 --> 00:20:37.428]  Go ahead, pull the trigger.
[00:20:37.648 --> 00:20:46.974]  We the people grow cotton, weave fabric, engrave ink, embed strips and fibers to protect from counterfeit, then carting to a private bank, having it lent back at interest, forcing taxes to service debt.
[00:20:46.974 --> 00:20:47.775]  This capitalism?
[00:20:47.775 --> 00:20:54.059]  Or was Jefferson correct when stating a central bank issuing the public currency is a greater menace to the liberties of the people than a standing army?
[00:20:54.059 --> 00:20:54.860]  Hi, Ted Anderson.
[00:20:54.860 --> 00:20:58.002]  I'm placing a free silver dollar in a book that explains our monetary system.
[00:20:58.002 --> 00:20:58.922]  Call for your copy 800-686-2237.
[00:20:58.922 --> 00:21:00.023]  It's time to understand the system.
[00:21:00.023 --> 00:21:00.663]  Call 800-686-2237.
[00:21:00.663 --> 00:21:00.944]  That's 800-686-2237.
[00:21:08.028 --> 00:21:09.949]  In the last two years alone, the U.S.
[00:21:09.949 --> 00:21:12.110]  has seen huge losses to our food supply.
[00:21:12.110 --> 00:21:17.792]  In 2011, storms and floods raged across the U.S., costing us $20 billion in lost crops alone.
[00:21:17.792 --> 00:21:21.814]  In 2012, we saw the largest drought in the country in more than 50 years.
[00:21:21.814 --> 00:21:25.696]  You may think out of sight, out of mind, and so you don't think you will be affected.
[00:21:25.696 --> 00:21:27.076]  The fact is, you are.
[00:21:27.076 --> 00:21:28.117]  We all are.
[00:21:28.117 --> 00:21:30.438]  Food shortages drive prices up for everyone.
[00:21:30.738 --> 00:21:39.223]  You might not be able to control Mother Nature, but you can control your food prices by freezing the cost and availability of your food supply with eFoodsDirect.
[00:21:39.223 --> 00:21:40.604]  Be prepared before you need it.
[00:21:40.604 --> 00:21:44.066]  With nutrient-dense food you can store for up to 25 years.
[00:21:44.066 --> 00:21:46.428]  You can hope for the best, but hope won't feed you.
[00:21:46.428 --> 00:21:50.970]  Do what I've done and get your own supply of the best storable foods out there from eFoodsDirect.
[00:21:50.970 --> 00:21:56.814]  Call 800-409-5633 or visit them on the web at eFoodsDirect.com forward slash Alex.
[00:21:57.034 --> 00:21:57.735]  We're good to go.
[00:22:07.859 --> 00:22:11.042]  Is this the year you finally get serious about your family's drinking water?
[00:22:11.042 --> 00:22:14.424]  If so, keep listening for a special offer from Big Berkey Water Filters.
[00:22:14.424 --> 00:22:17.407]  Did you know that over 60% of municipal water is fluoridated?
[00:22:17.407 --> 00:22:28.315]  Berkey Water Filters distinguish themselves from many other filtration systems with the capability to significantly reduce dangerous chlorine, fluoride, arsenic, and disinfection byproducts from municipal water via the Black Berkey and PF line of filters.
[00:22:28.315 --> 00:22:29.456]  Then there's affordability.
[00:22:29.456 --> 00:22:34.360]  At only 1.7 cents per gallon, Berkey Water Filters purify treated and untreated water, even
[00:22:34.360 --> 00:22:34.880]  We're good.
[00:22:56.753 --> 00:23:02.000]  That's 877-99BERKEY or visit bigberkeywaterfilters.com.
[00:23:02.000 --> 00:23:04.042]  Free shipping on every order over $50.
[00:23:04.042 --> 00:23:07.306]  Big Berkey Water Filters, for the love of clean water.
[00:23:07.306 --> 00:23:12.533]  American gardeners and fellow patriots, make the right choice with your money, time, and your family food supply.
[00:23:12.773 --> 00:23:17.958]  Choose 100% pure heirloom seeds in the Survival Seed Vault from mypatriotsupply.com.
[00:23:17.958 --> 00:23:18.918]  Why spend more?
[00:23:18.918 --> 00:23:26.965]  The Survival Seed Vault from mypatriotsupply.com is only $37.95 and includes 20 varieties of pure, hardy, easy to grow heirloom seeds.
[00:23:26.965 --> 00:23:27.506]  Yes, only $37.95.
[00:23:27.506 --> 00:23:28.427]  That's 70% less than our competitors.
[00:23:31.109 --> 00:23:34.511]  You could buy three Survival Seed Vaults for less than one of theirs.
[00:23:34.511 --> 00:23:41.156]  The Survival Seed Vault from MyPatriotSupply.com includes detailed planting and seed saving instructions and ships same day.
[00:23:41.156 --> 00:23:43.978]  Plus, all orders over $49 ship free.
[00:23:43.978 --> 00:23:49.882]  MyPatriotSupply.com is American owned by patriots like you, passionate about freedom and preparedness.
[00:23:49.882 --> 00:23:50.742]  Call now, 866-229-0927.
[00:23:50.742 --> 00:23:51.563]  That's 866-229-0927.
[00:23:51.563 --> 00:23:55.285]  Or discover more emergency preparedness items when you order at MyPatriotSupply.com.
[00:24:01.209 --> 00:24:21.265]  Ladies and gentlemen, Alex Jones here, back live.
[00:24:21.265 --> 00:24:28.311]  Paul Watson coming on with a case of government and media mind control where they openly have tried to overthrow reality.
[00:24:29.502 --> 00:24:32.243]  I'm talking about the family guy that's become a big national story.
[00:24:32.243 --> 00:24:34.043]  I mean, it's all over the place.
[00:24:34.043 --> 00:24:35.623]  The family guy hoax.
[00:24:35.623 --> 00:24:40.105]  We edited two different shows together when we didn't.
[00:24:40.105 --> 00:24:42.665]  And it is real.
