[00:00:02.287 --> 00:00:04.337]  You're listening to GCN.
[00:03:49.325 --> 00:03:52.266]  Uh, and so that special will end as soon as those are gone.
[00:03:52.386 --> 00:03:54.286]  So take advantage of that at InfoWarsTore.com.
[00:03:54.306 --> 00:03:55.767]  But I didn't mean to go off into a plug.
[00:03:55.987 --> 00:04:00.468]  They're going to be in studio, uh, with us here today.
[00:04:00.508 --> 00:04:11.711]  They're visiting us, uh, because we're going to tape some intros and outros and things for the 17th of July when we're going to premiere for PrisonPlanet.tv viewers and start shipping the 15th.
[00:04:13.300 --> 00:04:23.668]  It starts shipping in about two weeks and three days on DVD and then two days later we premiere it on InfoWars Nightly News, InfoWarsNews.com and PrisonPlanet.tv.
[00:04:25.316 --> 00:04:26.096]  We're gonna premiere.
[00:04:26.777 --> 00:04:30.398]  We'll have the regular live news that night, or if it's taped, it'll be taped.
[00:04:30.579 --> 00:04:32.279]  Some days it's live, some days it's taped, I don't know.
[00:04:32.680 --> 00:04:40.784]  And then it will go into the special we're gonna tape tonight, where we talk about the film, and then come back and forth within the film and discuss it.
[00:04:41.444 --> 00:04:42.764]  So, that's all...
[00:04:44.443 --> 00:04:47.946]  Again, available right now for purchase and to support the broadcast.
[00:04:48.407 --> 00:04:50.509]  And the huge nut we have to crack every month as well.
[00:04:50.529 --> 00:04:51.870]  We couldn't do any of this without your support.
[00:04:52.290 --> 00:04:57.795]  We are the biggest alternative media organization in the world right now, fighting on multimedia fronts.
[00:04:57.875 --> 00:05:02.319]  And I want to commend all the supporters and PrisonPlanet.tv members for making that possible.
[00:05:02.599 --> 00:05:07.724]  We'll be back with bombshell Hastings News, Snowden News, Military News, you name it.
[00:05:09.608 --> 00:05:12.670]  You prepare by purchasing gold, food, and firearms.
[00:05:13.030 --> 00:05:18.473]  But if you don't have a home security system, then you're missing a critical weapon in your arsenal for home protection.
[00:05:19.074 --> 00:05:22.276]  When you're sleeping or away from home, who's watching out for intruders?
[00:05:22.956 --> 00:05:24.197]  Check out SimpliSafe.
[00:05:24.537 --> 00:05:28.399]  It's a new do-it-yourself home security system that is completely wireless.
[00:05:28.999 --> 00:05:31.041]  Go to GetSimpliSafe.com.
[00:05:31.701 --> 00:05:34.102]  SimpliSafe is independent and off the grid.
[00:05:34.442 --> 00:05:38.224]  It runs on battery power, so even if the grid goes down, you're protected.
[00:05:38.804 --> 00:05:44.946]  It's completely customizable, so you can use it in your home, business, boat, trailer, storage unit or shed.
[00:05:45.446 --> 00:05:47.047]  Get SimpliSafe.com.
[00:05:47.787 --> 00:05:51.689]  SimpliSafe is also ridiculously easy to install yourself in under 20 minutes.
[00:05:52.449 --> 00:05:54.632]  So there's no need to let a stranger into your home.
[00:05:55.173 --> 00:05:58.758]  If you move or need to relocate, you can take the system with you wherever you go.
[00:05:59.258 --> 00:06:05.707]  You aren't always at home, but SimpliSafe will stand guard, protecting your property 24 hours a day, 7 days a week.
[00:06:06.268 --> 00:06:08.430]  Again, that's GetSimpliSafe.com
[00:06:10.231 --> 00:06:13.372]  Oklahoma reminds us there are many kinds of storms in our lives.
[00:06:13.732 --> 00:06:16.314]  Nature regularly sends us destructive storms.
[00:06:16.854 --> 00:06:19.375]  24 hours before a storm strikes, people panic.
[00:06:19.675 --> 00:06:22.896]  It would be wise to prepare ahead of the panic curve.
[00:06:23.076 --> 00:06:29.339]  The food price storm from drought and livestock problems is forecast to hit ridiculous heights by the end of the summer.
[00:06:29.599 --> 00:06:31.240]  Wonder if there'll really be a problem?
[00:06:31.540 --> 00:06:37.002]  eFoods Direct has a plan to maximize your food dollar and guarantee you'll be glad you ordered food.
[00:06:37.442 --> 00:06:43.024]  Until June 30th, buy 3 of any food item and receive the 4th one free with free shipping.
[00:06:43.404 --> 00:06:54.448]  The Guarantee After September 20th, when you've seen what happened with food prices and shortages, if you're not glad you ordered food, return the food unopened for a full refund.
[00:06:54.708 --> 00:06:57.790]  Go to efoodsdirect.com slash alex or call 800-409-5633.
[00:06:57.810 --> 00:06:59.230]  Your peace of mind guarantee.
[00:06:59.250 --> 00:07:00.531]  efoodsdirect.com slash alex or 800-409-5633.
[00:07:07.073 --> 00:07:07.513]  I don't know.
[00:07:26.266 --> 00:07:30.330]  Our food is devoid of nutrition and processed with poisons and additives.
[00:07:30.651 --> 00:07:34.635]  Our water is filled with toxic poisons and big pharma runoff.
[00:07:34.875 --> 00:07:37.197]  All of this has been engineered by design.
[00:07:37.438 --> 00:07:43.364]  We can turn the tide against the eugenicist by giving ourselves the nutrients our body desperately needs.
[00:07:43.664 --> 00:07:45.926]  To learn more visit InfoWarsHealth.com
[00:07:46.627 --> 00:07:53.532]  The site is literally packed with audio and video featuring top health professionals who don't bow down to Big Pharma.
[00:07:53.692 --> 00:07:59.496]  The fight against the New World Order starts with you, and you can't stand against the machine of your sick, tired, and obese.
[00:07:59.737 --> 00:08:05.661]  When you visit InfoWarsHealth.com, be sure and check out the catalog with nearly 400 life-changing products.
[00:08:05.921 --> 00:08:08.403]  And get free shipping when you sign up for AutoShip.
[00:08:11.947 --> 00:08:20.673]  I have sworn upon the altar of God eternal hostility against every form of tyranny over the mind of man.
[00:08:21.454 --> 00:08:22.474]  Thomas Jefferson.
[00:08:22.494 --> 00:08:26.697]  It's Alex Jones on the GCN Radio Network.
[00:08:36.750 --> 00:08:42.194]  Ladies and gentlemen, it is Wednesday, the 26th day of June, 2013.
[00:08:42.234 --> 00:08:47.318]  We're going to be live here for the next three hours.
[00:08:47.919 --> 00:08:55.665]  We have a top technology professor joining us who has been warning of a technological technocratic singularity takeover.
[00:08:56.525 --> 00:09:02.090]  This is kind of the different view than Ray Kurzweil that says all is rosy, all is glowing.
[00:09:02.130 --> 00:09:03.671]  He'll be with us for part of the next hour.
[00:09:04.491 --> 00:09:05.552]  And then we're going to
[00:09:07.153 --> 00:09:23.350]  That's Roman Jampolinski, and then we've got James Lane and Richard Grove with the new film, State of Mind, dealing with the real secrets of the Global Mind Control program in studio, coming up today.
[00:09:24.431 --> 00:09:29.175]  Now, before I go any further here, I want to open the phones up to take your calls.
[00:09:29.616 --> 00:09:36.242]  Again, first-time callers here today give you a chance to join us on air.
[00:09:37.243 --> 00:09:41.787]  The toll-free number to talk about any issue that you'd like to discuss.
[00:09:41.847 --> 00:09:44.549]  I do want to take a lot of calls in the first hour, and I never seem to get around to this.
[00:09:44.589 --> 00:09:49.474]  I've taken the last 15 minutes or so, but we're going to open the phones up starting at the next segment.
[00:09:50.194 --> 00:09:52.616]  And the number to join us is 800-259-9231.
[00:09:52.956 --> 00:09:57.479]  I love the wild card grab bag of the callers.
[00:09:57.519 --> 00:10:01.021]  Every time I listen to a rebroadcast, it's the calls that I find most interesting.
[00:10:01.762 --> 00:10:09.547]  We don't screen them, so sometimes we get prank calls and sometimes we get people that are drunk, but that's interesting as well.
[00:10:10.047 --> 00:10:11.248]  I like to not have that filter.
[00:10:11.768 --> 00:10:15.931]  The only time we screen the calls is if I say specifically I want to get
[00:10:17.165 --> 00:10:32.192]  Police officers on about their view of something, or if I want to get doctors on about Obamacare, or if I want to let nurses call in and talk about how they're euthanizing people all over the U.S., and you hear the nurses call in saying, oh yeah, we're euthanizing a lady on the third floor right now.
[00:10:32.232 --> 00:10:33.312]  She's begging for food and water.
[00:10:33.632 --> 00:10:34.553]  She's 10 days in.
[00:10:34.573 --> 00:10:37.354]  And you'll hear in the background, Dr. Walker, Dr. Walker.
[00:10:37.394 --> 00:10:38.034]  I mean, they're there.
[00:10:38.895 --> 00:10:39.495]  Things like that.
[00:10:40.566 --> 00:10:42.287]  But it's just a wide-open free-for-all.
[00:10:42.307 --> 00:10:46.069]  Whatever your question, whatever your comment, if you disagree with me, if you agree with me, 800-259-9231.
[00:10:46.089 --> 00:10:46.129]  800-259-9231.
[00:10:46.149 --> 00:10:47.329]  We have a lot of good news out there.
[00:10:47.349 --> 00:10:48.590]  97% opposed to TSA naked body scanners.
[00:11:00.205 --> 00:11:11.697]  TSA completes enforced public comment period on rollout of invasive technology and 97% on the public notice rulemaking federal site.
[00:11:12.558 --> 00:11:14.380]  People have to give their, you know, info and everything.
[00:11:14.400 --> 00:11:16.842]  97% are against it.
[00:11:17.723 --> 00:11:23.349]  I mean, I talk to people and over 80% that I talk to say Snowden's a hero.
[00:11:24.366 --> 00:11:29.452]  And then you see polls saying, you know, half of Americans think Snowden is a traitor.
[00:11:29.913 --> 00:11:32.956]  You see another poll saying 79% say he's a hero.
[00:11:33.877 --> 00:11:36.020]  And then you learn who these polling groups are.
[00:11:37.384 --> 00:11:41.728]  The more accurate ones, you see disinfo pieces out there about them saying they're not accurate.
[00:11:42.208 --> 00:11:47.453]  And they'll use a few cases where their poll doesn't come true in an election, like Zogby.
[00:11:47.853 --> 00:11:50.155]  I found Zogby is more accurate.
[00:11:51.457 --> 00:11:54.239]  Gallup's a little more accurate, even though it can be spun sometimes.
[00:11:54.860 --> 00:11:57.982]  If you have public policy polling, that's run by the Democrats, basically.
[00:11:58.343 --> 00:11:59.344]  I mean, what a joke.
[00:12:00.222 --> 00:12:00.882]  What a joke!
[00:12:02.223 --> 00:12:08.927]  We called up to pay to have them to do a poll, just to see if we can get them to do it, and they told us, they said, we do not like your politics.
[00:12:09.468 --> 00:12:12.450]  We're not gonna let you pay us $5,000 to do a poll.
[00:12:14.411 --> 00:12:15.511]  This is just amazing.
[00:12:15.631 --> 00:12:28.840]  So, my point is, is that when you see an article out there, like on Infowars.com yesterday, saying a majority of Americans support drones domestically, and Paul Watson reports on the poll,
[00:12:29.989 --> 00:12:58.249]  I've called Paul up, who I think is great, but I'm just having a public discussion about this open air, and I said, you know, Paul, I don't really believe that, I think it was 69% in one part of the poll agreed for anti-terrorism for drone, and 60-something percent, oh, there, he's pulled it up, yeah, it's 67%, I'm going from memory, there it is, of them support the use of unmanned spy drones for homeland security missions, and 63% support their use for fighting crime.
[00:12:59.326 --> 00:13:01.348]  But as Rand Paul has said, it's pre-crime.
[00:13:01.828 --> 00:13:06.992]  They're flying around surveilling you, plus the balance of power is way out of whack when the government's this big.
[00:13:08.813 --> 00:13:10.615]  But the issue that I'm basically...
[00:13:12.694 --> 00:13:16.777]  Trying to get at here is that you can't believe all these polls.
[00:13:17.458 --> 00:13:23.543]  What you can believe is hundreds of thousands of people signing a petition to deport Piers Morgan.
[00:13:24.123 --> 00:13:28.947]  That shows people don't like him and his red coat usurping anti-gun activities.
[00:13:29.267 --> 00:13:36.313]  What you can believe is hundreds of thousands on the White House website saying, we want you to pardon Edward Snowden Obama.
[00:13:37.960 --> 00:13:40.701]  Or hundreds of thousands on the White House website.
[00:13:41.481 --> 00:13:52.005]  It's growing towards that saying they want an investigation of the death of Michael Hastings, the reporter that said he had the biggest story of his life and then hours later his car blew up.
[00:13:53.165 --> 00:13:54.546]  That's just some of the issues.
[00:13:56.107 --> 00:14:03.713]  But there's the article on Infowars.com, 97% oppose the TSA body scanners in the public comment period.
[00:14:04.474 --> 00:14:07.836]  So that is more reflective of what I've seen.
[00:14:07.876 --> 00:14:17.704]  I've talked to people at airports and most of them, I'd say 80, 90% are against the naked body scanners and know it's all security theater and dog training and slave training.
[00:14:18.665 --> 00:14:23.929]  I have a friend who works at a high level at the Austin-Bergstrom Airport.
[00:14:25.071 --> 00:14:32.574]  I won't say his name, he asked me not to, and he told me, I don't know, five, six years ago, about how I was with him, and he said, here, let's turn on the television.
[00:14:33.868 --> 00:14:38.149]  Let's watch News 8 Austin, the local Time Warner 24-hour news channel.
[00:14:39.069 --> 00:14:40.990]  And he said, let's see what they do.
[00:14:41.330 --> 00:14:44.511]  By the way, News 8's better in some cases than other mainstream media.
[00:14:44.531 --> 00:14:45.691]  They actually have some good people over there.
[00:14:45.711 --> 00:14:47.272]  I'm not throwing them under the bus if they're listening.
[00:14:47.512 --> 00:14:48.172]  But this happened.
[00:14:48.892 --> 00:14:57.174]  And he said, they talked to 40-plus people trying to get them to support the pat-downs and all the stuff that was going in then.
[00:14:59.537 --> 00:15:03.239]  They found one old lady who said she thought it was great after 40 people.
[00:15:03.439 --> 00:15:05.060]  Because in his job, he had to be there.
[00:15:06.261 --> 00:15:06.901]  Watching this.
[00:15:07.682 --> 00:15:10.323]  And he was, so he turned it on, we're watching it.
[00:15:12.825 --> 00:15:14.746]  And you know, we're there drinking beer.
[00:15:15.286 --> 00:15:16.127]  This was entertainment.
[00:15:17.147 --> 00:15:19.709]  And it comes on and he goes, watch, it's gonna be her!
[00:15:20.289 --> 00:15:21.710]  And he had the old lady.
[00:15:22.375 --> 00:15:26.999]  It was the one person that was for it, and he was rolling around, you know, with sick laughter.
[00:15:27.019 --> 00:15:31.182]  It was very painful, actually, to see the distortion that goes on.
[00:15:31.702 --> 00:15:37.126]  So you've got to be in the media or around the media to learn how these things work, but that's a great example of that.
[00:15:37.587 --> 00:15:38.767]  So, there, I've gone over...
[00:15:39.904 --> 00:15:42.807]  I've gone over that issue as just an example.
[00:15:42.847 --> 00:15:54.456]  Something I've been wanting to air for days, because I came back across it this weekend, was the so-called Kuwaiti girl that it turned out was really the daughter of the ambassador of the Kuwaiti ambassador.
[00:15:55.918 --> 00:16:03.144]  And she famously got up and said they threw the babies out on the floor, you know, they stomped their brains out, all this kind of stuff.
[00:16:04.045 --> 00:16:10.347]  And they said, for her security, we're not going to say her name, we're going to use a, a, a, a, alias.
[00:16:11.087 --> 00:16:16.129]  And you can tell the whole body language of the committee hearing, it was totally fake.
[00:16:18.630 --> 00:16:24.012]  And it indeed came out that it was a fake testimony, and nobody threw babies out of incubators.
[00:16:26.294 --> 00:16:30.215]  And they were major journalistic investigations, and I've got those articles dealing with it.
[00:16:30.815 --> 00:16:47.439]  But when you watch it, then you realize that they had fake newscasts from Atlanta saying they were in Kuwait and Israel with blue screens behind them and palm trees saying they were on the roof as chemical weapons scud missiles were coming in.
[00:16:48.527 --> 00:17:02.241]  But back then the public was so mindless and so trusting that they would even send this over an unscrambled satellite feed where people that had 10-foot type dishes and bigger could pick it up and people recorded it.
[00:17:02.958 --> 00:17:04.639]  As they would go, OK, get ready to act.
[00:17:04.759 --> 00:17:05.240]  All right.
[00:17:05.280 --> 00:17:10.683]  And they'd make dirty jokes and stuff and then put their helmets on and then, you know, take takes.
[00:17:10.723 --> 00:17:11.384]  This wasn't live.
[00:17:11.424 --> 00:17:13.565]  They'd crack up laughing and they'd go, do it again.
[00:17:13.606 --> 00:17:14.126]  Do it again.
[00:17:14.146 --> 00:17:18.209]  Oh, we're here in Tel Aviv or we're here in Kuwait.
[00:17:19.731 --> 00:17:22.393]  In different days, same reporters, same set.
[00:17:22.833 --> 00:17:25.935]  And I remember watching that in 1990, 1991.
[00:17:26.576 --> 00:17:27.957]  Fake newscast.
[00:17:28.397 --> 00:17:32.019]  Folks, if you think it's bad then, it's much worse now.
[00:17:32.420 --> 00:17:36.963]  And that's my point, is that we're not living in Kansas anymore.
[00:17:38.424 --> 00:17:40.866]  But what's happening is there's two different worlds happening.
[00:17:40.906 --> 00:17:45.349]  You've got old media that's real, like talk radio to some extent.
[00:17:46.049 --> 00:17:48.491]  You've got some print publications that
[00:17:49.488 --> 00:17:53.852]  Want readers, so sometimes they tell the truth, like Rolling Stone.
[00:17:55.673 --> 00:18:02.900]  You've got new media all over the place and together we're really bigger than the establishment dinosaur media.
[00:18:04.011 --> 00:18:06.794]  And so, the globalists are operating in a vacuum.
[00:18:06.834 --> 00:18:11.237]  They're up there acting like everybody's buying another propaganda, acting like they still have all the viewers.
[00:18:11.558 --> 00:18:16.202]  All they have is the biggest sets that cost hundreds of millions of dollars a year to run.
[00:18:16.662 --> 00:18:18.023]  TV's very expensive.
[00:18:18.644 --> 00:18:20.566]  And they're losing money, all of them.
[00:18:21.647 --> 00:18:26.151]  Even News Corp that has more viewers and all the other cable news together has been losing money on record.
[00:18:26.671 --> 00:18:27.452]  It's news division.
[00:18:27.812 --> 00:18:29.634]  Because it's a propaganda division.
[00:18:30.816 --> 00:18:51.736]  General Electric and Microsoft that have been connected to NBC and MSNBC for a long time, NBC for 50 years, to General Electric, they're going to make money off their weapons division where they've got $5 million cruise missiles and $1 million cluster bombs and bunker busters that are being dropped on people.
[00:18:52.496 --> 00:18:54.919]  So what if their news division loses $50, $100 million a year?
[00:18:56.760 --> 00:18:57.941]  200 million dollars a year sometimes.
[00:18:58.441 --> 00:18:59.081]  It doesn't matter.
[00:18:59.181 --> 00:19:01.763]  That's the cost of brainwashing people.
[00:19:02.163 --> 00:19:04.464]  But you see, they don't even have the audience anymore.
[00:19:04.744 --> 00:19:11.187]  But all they've got is the illusion of the prestige of being on these stupid shows.
[00:19:11.747 --> 00:19:20.412]  And yes, if you're on one of these shows, and then you do something interesting, then it will be put on all of the mainstream shows, and then you've got a big audience.
[00:19:21.297 --> 00:19:32.499]  Because then you're on Jay Leno, then you're on the other shows that do have large audiences compared to news, and then it gets a ton of attention.
[00:19:32.519 --> 00:19:43.982]  So I just want to continue to announce to everybody that the establishment is flailing around, and so they're trying a tyrannical takeover, but it's not in a vacuum.
[00:19:44.442 --> 00:19:45.562]  There's resistance to it.
[00:19:46.624 --> 00:19:50.631]  It's like they're coming in for a landing like there's no resistance and we're here waiting for them.
[00:19:51.052 --> 00:19:57.162]  Now I'm going to go to your calls because I promised to do it and then the big news on Infowars.com hiding in plain view.
[00:19:57.943 --> 00:20:00.287]  Michael Hastings' wife has
[00:20:09.387 --> 00:20:14.391]  We all know that Berkey water purification systems are the most trusted name in water filtration.
[00:20:14.611 --> 00:20:23.719]  As an authorized Berkey dealer for over six years and serving thousands of satisfied customers, the Berkey guy offers amazing specials for Berkey water filtration systems.
[00:20:23.959 --> 00:20:38.004]  The Berkey Light Systems include a set of self-sterilizing and re-cleanable black purification elements that purify water by removing chlorine, pathogenic bacteria, cysts and parasites to non-detectable levels and remove harmful chemicals such as herbicides and pesticides.
[00:20:38.284 --> 00:20:46.227]  Order the Berkey Light System today complete with two black Berkey elements for only $231 and the Berkey Guy will ship your order free of charge.
[00:20:46.407 --> 00:20:51.969]  With the purchase of a Berkey Light, the Berkey Guy is also offering a set of fluoride and arsenic filters for only $39.99.
[00:20:53.410 --> 00:20:55.532]  That's over 30% off the retail price.
[00:20:55.752 --> 00:20:56.673]  Call the Berkey guy at 1-877-886-3653.
[00:20:56.693 --> 00:20:56.953]  That's 1-877-886-3653.
[00:20:56.973 --> 00:20:58.074]  Or order online at GoBerkey.com.
[00:20:58.094 --> 00:20:59.195]  That's GoBerkey.com today!
[00:21:08.962 --> 00:21:11.343]  Hi, Weldon Hinson, Shipping Manager here at InfoWars.
[00:21:11.443 --> 00:21:15.004]  When we ship Pallet Freight, we use top-flight concepts to get great rates and service.
[00:21:15.144 --> 00:21:17.365]  And John is a long-time listener and supporter.
[00:21:17.465 --> 00:21:18.105]  Thanks, Weldon.
[00:21:18.245 --> 00:21:23.487]  If you ship Pallet Freight, go to freemarketfreight.com to register for special InfoWars pricing.
[00:21:23.527 --> 00:21:26.888]  For this InfoWars to mean business, we need to do business together.
[00:21:27.008 --> 00:21:29.309]  And your support helps us fund the broadcast.
[00:21:29.449 --> 00:21:30.549]  So please don't delay.
[00:21:30.629 --> 00:21:31.109]  Call 855-SHIP-TFC.
[00:21:31.149 --> 00:21:33.690]  That's 855-744-7832 or visit freemarketfreight.com.
[00:21:38.752 --> 00:21:47.999]  We the people grow cotton, weave fabric, engrave ink, embed strips and fibers to protect from counterfeit, then carting to a private bank, having it led back at interest, forcing taxes to service debt.
[00:21:48.059 --> 00:21:48.800]  This capitalism?
[00:21:48.860 --> 00:21:54.964]  Or was Jefferson correct when stating a central bank issuing the public currency is a greater menace to the liberties of the people than a standing army?
[00:21:55.025 --> 00:21:58.667]  Ted Anderson, I'm placing a free silver dollar in a book that explains our monetary system.
[00:21:58.727 --> 00:21:59.648]  Call for your copy 800-686-2237.
[00:21:59.668 --> 00:22:00.989]  It's time to understand the system.
[00:22:01.049 --> 00:22:01.329]  Call 800-686-2237.
[00:22:01.369 --> 00:22:01.650]  That's 800-686-2237.
[00:22:08.895 --> 00:22:11.916]  You prepare by purchasing gold, food, and firearms.
[00:22:12.276 --> 00:22:17.697]  But if you don't have a home security system, then you're missing a critical weapon in your arsenal for home protection.
[00:22:18.297 --> 00:22:21.478]  When you're sleeping or away from home, who's watching out for intruders?
[00:22:22.158 --> 00:22:23.399]  Check out SimpliSafe.
[00:22:23.719 --> 00:22:27.540]  It's a new do-it-yourself home security system that is completely wireless.
[00:22:28.160 --> 00:22:30.260]  Go to GetSimpliSafe.com.
[00:22:30.861 --> 00:22:33.261]  SimpliSafe is independent and off the grid.
[00:22:33.581 --> 00:22:37.362]  It runs on battery power, so even if the grid goes down, you're protected.
[00:22:37.922 --> 00:22:44.023]  It's completely customizable, so you can use it in your home, business, boat, trailer, storage unit, or shed.
[00:22:44.543 --> 00:22:46.123]  GetSimpliSafe.com.
[00:22:46.864 --> 00:22:53.665]  SimpliSafe is also ridiculously easy to install yourself in under 20 minutes, so there's no need to let a stranger into your home.
[00:22:54.225 --> 00:22:54.626]  I think so.
[00:23:08.882 --> 00:23:11.884]  Digestive health is the key to wellness and elimination of toxins.
[00:23:12.224 --> 00:23:12.944]  That bears repeating.
[00:23:13.264 --> 00:23:16.786]  Digestive health is the key to wellness and elimination of toxins.
[00:23:17.146 --> 00:23:21.409]  And Pro-EM1 Daily Probiotic Cleanse is the key to digestive health.
[00:23:21.709 --> 00:23:27.172]  Pro-EM1 is a powerful liquid probiotic, strong enough to cleanse, gentle enough to use every day.
[00:23:27.552 --> 00:23:29.753]  Pro-EM1 is dairy, wheat, and soy free.
[00:23:30.033 --> 00:23:32.274]  Contains all natural and certified organic ingredients.
[00:23:32.514 --> 00:23:34.415]  Contains no preservatives or animal products.
[00:23:34.655 --> 00:23:36.616]  Supports a healthy digestive and immune system.
[00:23:36.756 --> 00:23:37.496]  Supports weight loss.
[00:23:37.776 --> 00:23:39.277]  Improves absorption of food nutrients.
[00:23:39.577 --> 00:23:40.978]  Aids in controlling yeast infections.
[00:23:41.238 --> 00:23:42.478]  Is never freeze-dried.
[00:23:42.818 --> 00:23:46.680]  And uses three groups of live, viable, beneficial microbes to cleanse and remove toxins.
[00:23:47.040 --> 00:23:50.464]  Order Pro-EM1 Daily Probiotic Cleanse at Terragonics.com.
[00:23:50.805 --> 00:23:54.429]  Spelled T-E-R-A-G-A-N-I-X dot com.
[00:23:54.729 --> 00:23:55.871]  Terragonics dot com.
[00:23:56.251 --> 00:23:57.072]  Or call toll free 866-369-3678.
[00:23:57.092 --> 00:23:57.533]  That's 866-369-3678.
[00:23:57.553 --> 00:23:58.634]  Pro-EM1, the raw probiotic.
[00:24:14.076 --> 00:24:17.467]  Yeah, I think so.
[00:24:29.975 --> 00:24:33.717]  All right, we're back live, ladies and gentlemen, and we're going to go right to your phone calls.
[00:24:33.897 --> 00:24:41.801]  And then after I've taken 10 calls or so, I'm going to get into Michael Hastings' wife vows to take down whoever did this.
[00:24:42.621 --> 00:24:49.625]  That's the quote from the Infowars.com article by Paul Joseph Watson.
[00:24:50.085 --> 00:24:56.008]  Friend of journalist reveals colleagues were too scared to release panicked email.
[00:24:58.325 --> 00:25:00.906]  And then everybody's supposed to just line up and go along with this.
[00:25:00.966 --> 00:25:08.329]  I want to talk directly to his friend, the sergeant that had the courage to go public, Sergeant Biggs, Joe Biggs.
[00:25:09.389 --> 00:25:11.390]  He said everybody's scared, but I'm not scared.
[00:25:11.410 --> 00:25:15.792]  He said Hastings, he said Mike would stand up for me if this happened.
[00:25:17.609 --> 00:25:21.731]  And Fox News' Megyn Kelly made jokes about tinfoil hats.
[00:25:21.911 --> 00:25:26.953]  It's just despicable, ladies and gentlemen, that we've got a war on the press in this country.
[00:25:27.574 --> 00:25:36.638]  He says, oh, they're coming after me in a tweet 15 hours before, sends an email out two hours before, his car blows up.
[00:25:37.651 --> 00:25:40.152]  And then we're immediately not supposed to ask if he was killed.
[00:25:40.332 --> 00:25:41.993]  Right there tells you what's going on.
[00:25:42.013 --> 00:25:46.736]  I'm going to be breaking that down and playing some clips of that and getting into some other world news, obviously.
[00:25:46.756 --> 00:25:49.117]  But right now, let's go to Will in Georgia.
[00:25:49.177 --> 00:25:50.117]  Will, you're on the air.
[00:25:50.177 --> 00:25:50.497]  Welcome.
[00:25:51.778 --> 00:25:52.719]  Thank you, Alex.
[00:25:52.779 --> 00:25:54.659]  Thank God for you and for InfoWars.
[00:25:54.880 --> 00:26:00.442]  It's a powerful ministry and it's an opportunity to take our country back to restore our creedal civil religion.
