[00:00:03.433 --> 00:00:05.462]  You're listening to GCN.
[00:10:09.193 --> 00:10:12.754]  They break up original countries and then put them into super regions.
[00:10:12.794 --> 00:10:13.654]  That's the official plan.
[00:10:13.994 --> 00:10:21.395]  The plan of Aslan, which was created by the Ford Foundation in the 60s, is taught under US federal grants in Mexico since 1965.
[00:10:22.436 --> 00:10:22.816]  On record.
[00:10:22.916 --> 00:10:23.376]  Go look it up.
[00:10:24.116 --> 00:10:32.842]  Our government, which is really globalist, teaches that from Texas to Oklahoma, through Colorado to California, up into Oregon, is really Mexico.
[00:10:32.862 --> 00:10:39.367]  Of course, it was Mexico, Spain, Russia, everything else, France, I mean, of course, everybody was grabbing it.
[00:10:39.747 --> 00:10:44.351]  But the point here is the Natives before fought with each other over it.
[00:10:44.711 --> 00:10:46.313]  People romanticized Native Americans.
[00:10:46.953 --> 00:10:52.938]  It was definitely a noble people, like anybody else had interesting qualities, but they were always killing each other for control of the regions.
[00:10:53.419 --> 00:10:57.302]  What do you think the Comanche, the lords of the plains, were up to?
[00:10:58.002 --> 00:10:59.264]  Running around, taking over.
[00:10:59.984 --> 00:11:04.168]  And I'm certainly proud of my Native American heritage, but let's just get it straight.
[00:11:04.208 --> 00:11:05.049]  Extremely warlike.
[00:11:05.309 --> 00:11:06.330]  Extremely bloodthirsty.
[00:11:06.430 --> 00:11:07.611]  Up one side and down the other.
[00:11:07.971 --> 00:11:12.295]  Unless you're talking about a few peaceful tribes that hid out in the desert that nobody else wanted.
[00:11:12.696 --> 00:11:13.636]  Now let's just stop right there.
[00:11:13.656 --> 00:11:14.998]  I've kind of gone off on a jag.
[00:11:16.863 --> 00:11:23.187]  The point here, ladies and gentlemen, is that the system is absolutely, totally out of control.
[00:11:23.227 --> 00:11:24.248]  Let's continue.
[00:11:24.588 --> 00:11:25.809]  Sixth grade assignment.
[00:11:26.029 --> 00:11:29.091]  Destroy the Bill of Rights under the Common Core Curricula.
[00:11:29.491 --> 00:11:36.135]  Not only is 2 plus 2 equal 5, you heard me right, but now the Bill of Rights must be destroyed.
[00:11:36.155 --> 00:11:37.156]  We're going to be breaking that down.
[00:11:37.416 --> 00:11:38.737]  That's up on InfoWars.com.
[00:11:38.797 --> 00:11:44.200]  And then this story, breaking nationally at InfoWars.com.
[00:11:45.802 --> 00:11:47.123]  This is in the Eagle Tribune.
[00:11:47.143 --> 00:11:49.924]  This is what their writer and what the tour guide said.
[00:11:50.384 --> 00:12:11.213]  The tour guide pulls up at the privately owned hotel that's on the edge of a national park and armed park ranger police drew down on the seniors with guns and made them get down while they searched them and took over the bus and then held them for hours at the hotel.
[00:12:12.483 --> 00:12:13.924]  Literally treating them like terrorists.
[00:12:13.984 --> 00:12:14.544]  Okay, you understand.
[00:12:14.724 --> 00:12:16.425]  The illegal aliens, they can do whatever they want.
[00:12:16.445 --> 00:12:21.827]  They're having illegal alien rallies all over the place, socialist events, you name it, at national parks.
[00:12:21.867 --> 00:12:22.867]  I've got stacks of articles.
[00:12:23.147 --> 00:12:27.309]  It's like, by the way, no one can come in but the illegal aliens and communists.
[00:12:28.690 --> 00:12:33.832]  This is just all a demonstration of, by the way, if you're a graduate student in a government program, you get
[00:12:34.642 --> 00:12:36.683]  Basically free Obamacare, nobody else does.
[00:12:36.983 --> 00:12:38.784]  It's a class system, folks.
[00:12:39.304 --> 00:12:40.365]  Just like under the Nazis.
[00:12:40.425 --> 00:12:42.606]  I mean, we are in mega trouble.
[00:12:43.386 --> 00:12:46.327]  I am shocked by how evil, how obvious all this is.
[00:12:46.347 --> 00:12:47.168]  I just can't believe it.
[00:12:48.228 --> 00:12:49.949]  They're definitely trying to cause some type of civil war.
[00:12:50.429 --> 00:12:51.329]  So we've got that article.
[00:12:51.609 --> 00:12:56.212]  The local paper called it Gestapo tactics used to detain tourists in a locked hotel.
[00:12:57.292 --> 00:13:00.593]  So they locked up the hotel, aimed guns at people getting off tour buses.
[00:13:00.914 --> 00:13:01.454]  Imagine
[00:13:03.050 --> 00:13:06.874]  Being these federal police park rangers, because I've been around them.
[00:13:06.954 --> 00:13:10.017]  I love national parks, but they don't want you there.
[00:13:11.599 --> 00:13:15.003]  And when you go now, I mean, they will come over and bug your eyes out.
[00:13:16.624 --> 00:13:23.511]  My son threw an empty water bottle, like five feet, and it went into a trash can when I was at Big Bend.
[00:13:24.660 --> 00:13:28.782]  And they have like this Gestapo that's volunteer park rangers following people around.
[00:13:29.022 --> 00:13:33.063]  And a guy popped out from behind a bush and he goes, you're lucky that didn't miss.
[00:13:34.824 --> 00:13:36.024]  And I went, excuse me?
[00:13:36.044 --> 00:13:38.905]  And he said, technically it's littering if it would hit the ground.
[00:13:39.826 --> 00:13:43.207]  And I just went, and then this guy followed us up the mountain.
[00:13:43.227 --> 00:13:46.708]  And I didn't want to ruin our trip and make my dad get mad or Rob do get mad.
[00:13:46.728 --> 00:13:48.409]  Because Rob do and his son were with us.
[00:13:50.440 --> 00:13:52.641]  And they noticed the guy followed us all the way up a mountain.
[00:13:52.681 --> 00:13:53.961]  I mean, I'm talking thousands of feet.
[00:13:55.521 --> 00:13:57.522]  And the guy was following us.
[00:14:00.642 --> 00:14:02.143]  Just on a weird power trip.
[00:14:02.443 --> 00:14:09.905]  And when I got back down the mountain, I went and asked the park rangers, because you've got the regular park rangers, the armed park rangers that are police, and then these Gestapo people.
[00:14:09.945 --> 00:14:12.305]  And I said, so you've got volunteers out here?
[00:14:12.325 --> 00:14:13.045]  And they go, that's right.
[00:14:13.626 --> 00:14:15.966]  And they have the power to arrest.
[00:14:17.006 --> 00:14:18.867]  And I was just like, I was just like Twilight Zone.
[00:14:21.047 --> 00:14:21.687]  I just can't handle it.
[00:14:21.747 --> 00:14:22.528]  I'm freaking out right now.
[00:14:22.568 --> 00:14:22.848]  Hold on.
[00:14:22.888 --> 00:14:23.588]  I'm freaking out.
[00:14:24.968 --> 00:14:25.809]  I'm freaking out right now.
[00:14:28.770 --> 00:14:31.050]  And the public is just stumbling around like zombies.
[00:14:32.351 --> 00:14:41.534]  Do you understand, folks, that tour buses pulling up at national parks armed police run out with firearms pointed at people?
[00:14:43.029 --> 00:14:53.196]  There's articles about mainline vitamin companies and mainline mining operations, where SWAT teams show up, not with warrants, but for routine inspections now.
[00:14:53.676 --> 00:14:58.959]  Every division of the federal government is now wearing military uniforms, and they show up with M4s.
[00:14:58.999 --> 00:15:00.601]  That's M16s, ladies and gentlemen.
[00:15:01.321 --> 00:15:02.242]  And I've talked to the people.
[00:15:02.282 --> 00:15:03.462]  They're in the news.
[00:15:04.023 --> 00:15:11.548]  They will stand there, and some of the companies I've talked to won't go on air, they're so scared, and actually point M4s at them for hours.
[00:15:13.038 --> 00:15:16.162]  And then people just start quitting the companies and leaving and running in fear.
[00:15:16.482 --> 00:15:17.664]  And the feds are all laughing.
[00:15:17.784 --> 00:15:21.288]  I mean, we have been hijacked by criminal forces.
[00:15:22.089 --> 00:15:23.031]  And it's getting worse.
[00:15:23.531 --> 00:15:27.096]  And the feds are giving orders to see who will follow the orders to be promoted.
[00:15:27.156 --> 00:15:31.902]  But I mean, we're talking about crazed-eyed demons everywhere taking over.
[00:15:34.335 --> 00:15:39.077]  Illegal aliens, you name it, having these big, big events, nobody else allowed in.
[00:15:39.377 --> 00:15:41.218]  They're showing us that we're dog meat.
[00:15:41.458 --> 00:15:43.598]  They're showing us we're the lowest form of crud.
[00:15:45.159 --> 00:15:49.080]  Again, Valley Forge, gigantic, huge, most of it's private.
[00:15:49.100 --> 00:15:53.122]  We just had reporters up there a few months ago shooting B-roll for Obama deception.
[00:15:54.262 --> 00:15:55.403]  They're also at Mount Vernon.
[00:15:56.503 --> 00:16:00.985]  And if you jog along the edge of the National Park,
[00:16:02.042 --> 00:16:07.745]  They have police waiting to run out and give you a ticket to teach you total and complete submission.
[00:16:08.606 --> 00:16:09.966]  You are a slave.
[00:16:10.027 --> 00:16:11.127]  You are scum.
[00:16:11.447 --> 00:16:12.488]  You are trash.
[00:16:12.768 --> 00:16:16.010]  Now they've got TSA on the highway, searching families, groping.
[00:16:16.270 --> 00:16:23.474]  State police nationwide being trained to do, without warrants, without even probable cause, proctology exams on your wife in front of you.
[00:16:23.674 --> 00:16:26.256]  And if you don't like it, they will gun you down!
[00:16:26.276 --> 00:16:28.037]  They want to gun you down!
[00:16:30.478 --> 00:16:32.800]  That, I'm telling you folks, they are taking over.
[00:16:33.340 --> 00:16:34.461]  They are taking over.
[00:16:35.302 --> 00:16:41.807]  The police everywhere, narcotics trafficking, sex trade, I mean, a mafia runs America, okay?
[00:16:42.087 --> 00:16:43.027]  You need to understand that.
[00:16:43.908 --> 00:16:50.013]  And if they're not, there's just some naive cop who writes tickets all day and responds to, you know, home invasions and stuff.
[00:16:50.913 --> 00:16:56.996]  You either got cops that are out there writing tickets, it's low-level, but everybody mid-level and above is basically mafia now in most areas.
[00:16:57.436 --> 00:16:59.618]  I mean, we're rotten.
[00:16:59.778 --> 00:17:01.739]  America rotted, ladies and gentlemen.
[00:17:02.339 --> 00:17:03.480]  Toll-free number to join us, 800-259-9231.
[00:17:03.500 --> 00:17:03.560]  800-259-9231.
[00:17:03.760 --> 00:17:05.181]  We'll get you up and on the air.
[00:17:05.201 --> 00:17:07.582]  Let me just try to get through these headlines.
[00:17:07.602 --> 00:17:10.744]  Runner fined $100 at Valley Forge amid government shutdown.
[00:17:10.764 --> 00:17:10.924]  CBS News.
[00:17:18.140 --> 00:17:18.880]  CNS News.
[00:17:19.640 --> 00:17:22.601]  NIH stops therapy dogs from visiting sick children.
[00:17:23.462 --> 00:17:24.462]  Cannot make this up.
[00:17:25.502 --> 00:17:31.244]  The gyms, golf courses, and private jets, and believe me, the taxpayer paid for Cream of American Beauty.
[00:17:31.284 --> 00:17:33.805]  All the young women are there servicing as well as your sons right now.
[00:17:34.445 --> 00:17:35.105]  Let's continue.
[00:17:35.125 --> 00:17:36.706]  You know, to go to D.C., it's unbelievable.
[00:17:36.986 --> 00:17:41.047]  Nothing but limos with congressmen and ambassadors just packed full of your children.
[00:17:41.587 --> 00:17:45.249]  You know, they just left home a year ago to be stars and found out there's nothing but a sex trade left.
[00:17:45.529 --> 00:17:54.215]  By the way, that was in the news yesterday that sugar daddy stuff's way up with the government shutdown, you know, the 17% that have been laid off.
[00:17:55.115 --> 00:17:55.495]  Why not?
[00:17:55.535 --> 00:18:01.499]  You were government whores before, now you're just becoming actually a physical prostitute.
[00:18:01.519 --> 00:18:05.161]  I think that's a better job morally than taking old ladies' houses.
[00:18:05.181 --> 00:18:09.984]  Of course, that's all staying open in the government, taking people's houses and stuff who can't pay the taxes.
[00:18:10.284 --> 00:18:11.125]  That's all continuing.
[00:18:12.383 --> 00:18:16.265]  So let's continue here with the news.
[00:18:16.525 --> 00:18:19.746]  Feds hold seniors at gunpoint during National Park shutdown.
[00:18:19.766 --> 00:18:20.427]  Let me just read you this.
[00:18:20.647 --> 00:18:23.108]  This is breaking at InfoWars.com and PrisonPlanet.com.
[00:18:23.408 --> 00:18:26.629]  Gestapo tactics used to detain tourists in locked hotel.
[00:18:27.149 --> 00:18:34.773]  Feds used Gestapo tactics to treat senior citizens like terrorists during a shutdown of Yellowstone National Park, placing them under armed guard in locked hotel.
[00:18:36.238 --> 00:18:40.683]  Hispanic tourists thought they had been arrested, vowing never to return to America.
[00:18:41.123 --> 00:18:43.426]  Oh yeah, the foreigners are freaking out.
[00:18:44.727 --> 00:18:54.278]  Some of them, I imagine, are like older foreigners and they're being locked up and there's lockdowns and craze-eyed, weirdo, authoritarian, North Korea wannabe police running around on power trips.
[00:18:54.678 --> 00:18:54.899]  Pet!
[00:18:56.812 --> 00:19:06.635]  Valancourt was part of a tour group of senior citizens from Japan, Australia and Canada and the United States who were in Yellowstone National Park when the government shutdown was announced last week.
[00:19:07.215 --> 00:19:23.240]  When the party briefly exited their tour bus to take photos of a herd of bison, they were aggressively ordered by armed National Park Service rangers to, oh I've been there, they're so rude, to get back in the vehicle on the grounds that they were involved in recreation and that wasn't permitted during the shutdown.
[00:19:23.860 --> 00:19:30.486]  The group had booked a stay in the hotel with the park, and there's local news articles about it, where they would draw guns on people, you name it.
[00:19:30.906 --> 00:19:40.494]  We're soon turned into a prison, as the visitors were told to remain in the building until their stay expired, despite the fact that the tour guide had already paid the $300 fee to enter the park, and let's stop.
[00:19:40.974 --> 00:19:44.757]  Then they wouldn't let them leave, and posted armed guards.
[00:19:44.897 --> 00:19:47.960]  I mean, these people are ready to put us in forced labor camps.
[00:19:48.260 --> 00:19:49.181]  They give one order.
[00:19:49.521 --> 00:19:52.283]  You've seen the Obama supporters and the Mark Dice in our videos.
[00:19:53.924 --> 00:19:55.025]  90%.
[00:19:53.964 --> 00:19:55.025]  Should we kill the gun owners?
[00:19:55.065 --> 00:19:55.345]  Yes.
[00:19:55.605 --> 00:19:56.646]  Should we murder the babies?
[00:19:56.686 --> 00:19:56.966]  Yes.
[00:19:57.547 --> 00:19:58.227]  For Obama.
[00:19:58.428 --> 00:19:58.988]  For Obama.
[00:19:59.008 --> 00:20:05.434]  These are authoritarian, gibbering nobodies who crave power over liberty and freedom and success.
[00:20:05.794 --> 00:20:09.037]  They'd rather have power over somebody than have a million dollars in the bank.
[00:20:10.746 --> 00:20:12.187]  Three letters can strike fear.
[00:20:12.628 --> 00:20:13.688]  E-M-P.
[00:20:14.049 --> 00:20:18.292]  And only one bunker on Earth is EMP, RF, EMI, and infrared proof.
[00:20:18.472 --> 00:20:19.893]  True Protect Ready Bunkers.
[00:20:20.173 --> 00:20:27.479]  True Protect Ready Bunkers can be lived in year-round, buried or unburied, easily fit 8 to 12 people, and also serve as great storm shelters.
[00:20:27.639 --> 00:20:32.522]  They're the best protection known to man, regardless of the threat, and drones and satellites can't detect them.
[00:20:32.783 --> 00:20:34.564]  Learn more at TrueProtect.com.
[00:20:34.744 --> 00:20:37.066]  That's T-R-U Protect dot com, or call 877-219-5616.
[00:20:40.328 --> 00:20:41.529]  You know about RVs.
[00:20:41.729 --> 00:20:42.970]  You've heard about bunkers.
[00:20:43.190 --> 00:20:45.751]  But surviving is not recreation.
[00:20:45.951 --> 00:20:48.453]  And man wasn't made to live underground.
[00:20:48.693 --> 00:20:50.714]  Introducing Survivalist Camps.
[00:20:50.854 --> 00:20:59.338]  The ultimate fully functional off-the-grid survival bug-out house that's mobile, well-equipped, and custom-built to outlast any other RV or trailer.
[00:20:59.579 --> 00:21:02.380]  Go to survivalistcamps.com to learn more.
[00:21:02.560 --> 00:21:04.761]  That's survivalistcamps.com.
[00:21:04.901 --> 00:21:07.123]  Providing your basic needs to survive.
[00:21:07.503 --> 00:21:08.804]  survivalistcamps.com
[00:21:10.919 --> 00:21:12.119]  Pills, pills, pills!
[00:21:12.239 --> 00:21:15.580]  If you've tried to fix your ED with pills or supplements, listen up!
[00:21:15.640 --> 00:21:23.422]  My name is Matt Cook with GetEDSolutions.com, and I've developed a system that often fixes ED from home naturally, without medical intervention.
[00:21:23.662 --> 00:21:24.222]  How does it work?
[00:21:24.502 --> 00:21:28.143]  My system addresses the root cause of most ED, which is desensitization.
[00:21:28.503 --> 00:21:32.464]  Desensitization is not your fault, but it's the number one reason men get embarrassed around women.
[00:21:32.764 --> 00:21:38.966]  The more they try, the more things don't work, and the solution is to fix desensitization through simple activities you do from home.
