[00:00:40.854 --> 00:00:42.056]  Welcome, ladies and gentlemen.
[00:03:01.229 --> 00:03:07.171]  It prepares those authorities, the ones actually involved in the drill, and the others learning from that information.
[00:03:07.571 --> 00:03:11.032]  It conditions them to see those people as the enemy.
[00:03:11.392 --> 00:03:19.234]  And again, if there is any false flag, which the administration would clearly benefit from, Rahm Emanuel said, never let a good crisis go to waste.
[00:03:19.274 --> 00:03:26.836]  If there are any false flags, if any destruction is caused, they will use this drill and the rest of their pattern to demonize
[00:03:27.196 --> 00:03:30.518]  Defenders of the Second Amendment and try to blame them for the event.
[00:03:30.838 --> 00:03:35.201]  Whether or not it sells is up to the American public, but it's a very dangerous trend.
[00:03:35.521 --> 00:03:39.664]  And just to remind you, Alex Jones went to urban warfare drills back in the 1990s.
[00:03:40.404 --> 00:03:47.529]  They've depicted homeschoolers as being attackers and role players in shoot-em-up drills at schools.
[00:03:47.709 --> 00:03:51.871]  One happened in Muskegon Area Intermediate School District back in 2004.
[00:03:53.192 --> 00:04:04.581]  As of 2009, Homeland Security was training ranger scouts to go and disarm disgruntled veterans, returning veterans who had gone bad, they say, according to these scenarios.
[00:04:04.701 --> 00:04:17.331]  And of course, there's the MIAC report that came out of Missouri and the accompanying Homeland Security report, which demonizes as terrorists, as potential domestic extremists, everyone from Ron Paul supporters
[00:04:17.731 --> 00:04:20.912]  Third-party political platformers, people waving U.S.
[00:04:20.992 --> 00:04:27.233]  flags, those who cite the Constitution and all kinds of other so-called hate groups as the terrorists.
[00:04:27.273 --> 00:04:29.494]  They say the fight's no longer against al-Qaeda.
[00:04:29.854 --> 00:04:32.695]  After all, that is our ally in Libya, in Syria.
[00:04:32.995 --> 00:04:34.575]  The enemy is the American people.
[00:04:34.955 --> 00:04:35.495]  And why?
[00:04:35.575 --> 00:04:37.096]  You've got to ask yourself why.
[00:04:37.456 --> 00:04:38.456]  I know the answer why.
[00:04:38.516 --> 00:04:41.457]  Because Homeland Security was set up in the wake of 2001.
[00:04:43.018 --> 00:04:57.572]  Of course, it existed before that, but I mean set up to be empowered on the heels of the Patriot Act, on the heels of the anti-terrorism fervor, to occupy this country, to destroy its Bill of Rights and Constitution, and to take over at the federal and international level.
[00:04:57.672 --> 00:04:58.533]  It's disgusting.
[00:04:59.614 --> 00:05:00.395]  We're good to go.
[00:05:21.787 --> 00:05:22.007]  I think?
[00:05:39.420 --> 00:05:43.744]  Which has cited the far-right as the next dangerous extremist.
[00:05:44.084 --> 00:05:49.488]  It's no longer Al-Qaeda or the terrorist networks based in the Middle East, they say.
[00:05:50.169 --> 00:06:02.319]  They've issued a new paper warning that America, in America, far-right groups such as the Anti-Federalist Movement, which supports civil activism, individual freedoms and self-government, are the problem.
[00:06:02.879 --> 00:06:05.442]  Uh, the Combating Terrorism Center at the U.S.
[00:06:05.482 --> 00:06:21.416]  Military Academy at West Point, uh, has issued the report titled, Challengers from the Sidelines, Understanding America's Violent Far Right, and they go on to lump in constitutionalists, anti-federalists, fundamentalist movements, states' rights movements with racist
[00:06:21.716 --> 00:06:38.842]  White supremacists, which are as rare as leprechauns, very few people you're going to meet in society who have any voice at all, are actual white supremacists or racists, but they love, they're desperate to lump anyone who's for the Constitution and against that centralized takeover authority.
[00:06:38.862 --> 00:06:44.944]  They're in love with the idea of demonizing them as racists and they'll seize upon any opportunity they can.
[00:06:45.764 --> 00:06:59.179]  The report goes on to detail how while far-right groups ideology is designed to exclude minorities and foreigners, the liberal democratic system is designed to emphasize civil rights, minority rights, and the balance of power.
[00:06:59.579 --> 00:07:01.341]  And what is this think tank all about?
[00:07:01.381 --> 00:07:07.408]  It's about brainwashing our servicemen, our military men, the police and law enforcement officers in this country.
[00:07:07.788 --> 00:07:07.908]  Yeah.
[00:07:27.122 --> 00:07:27.802]  We're good to go.
[00:07:50.276 --> 00:07:55.379]  That's not what we need to let be demonized and done away with in the name of stopping terrorism.
[00:07:55.419 --> 00:07:56.439]  It's so ridiculous.
[00:07:56.739 --> 00:07:57.920]  Makes me so angry.
[00:07:58.060 --> 00:08:06.824]  Alex has more on the DHS latest episode of demonizing constitutionalists and other Americans, gun owners, as the terrorists.
[00:08:06.844 --> 00:08:07.885]  Here's that video right now.
[00:08:10.186 --> 00:08:14.148]  Alex Jones here with the most important Second Amendment information I've ever covered.
[00:08:15.114 --> 00:08:29.421]  For those of you that regularly listen, you know in the last decade I have warned that Homeland Security was really set up to confiscate guns from the American people and to set up a Stasi police force against libertarians, conservatives, gun owners, returning veterans.
[00:08:29.961 --> 00:08:33.603]  I said this even before Homeland Security documents got leaked to us.
[00:08:33.983 --> 00:08:39.766]  You remember three and a half years ago stating, yes, veterans, gun owners, conservatives are what Homeland Security really was set up for.
[00:08:40.749 --> 00:08:54.098]  Now, Janet Napolitano has come out, the article is at InfoWars.com, and they're saying we're going to use the See Something Say Something snitch program that they say is for Al-Qaeda and NDAA and all this garbage on the American people.
[00:08:55.086 --> 00:09:01.895]  And what they're announcing with the 23-point executive order and all the rest of it is an all-out, total mobilization against the Second Amendment.
[00:09:02.316 --> 00:09:03.898]  Now, I've been telling you this for years.
[00:09:03.998 --> 00:09:11.908]  Bob Schaefer went on CBS two mornings ago and said, you know, our president's defeated Hitler, we defeated this and that, we can defeat the gun owners.
[00:09:12.694 --> 00:09:16.301]  This is all out and they intend to persecute us.
[00:09:16.561 --> 00:09:17.984]  This is a civil rights issue.
[00:09:18.525 --> 00:09:20.709]  We've got to get on the offensive or it's all over.
[00:09:20.769 --> 00:09:23.194]  We've got to point out they made the schools victim disarmament zones.
[00:09:23.474 --> 00:09:24.997]  They advertise them as shooting zones.
[00:09:25.993 --> 00:09:31.355]  These people are shameless, ladies and gentlemen, and this is an emergency situation.
[00:09:32.215 --> 00:09:34.476]  Go to Infowars.com, get the articles.
[00:09:35.076 --> 00:09:38.157]  There are Democrats all over the country calling to just confiscate everything now.
[00:09:38.517 --> 00:09:40.178]  Now they're saying just take handguns, period.
[00:09:40.238 --> 00:09:41.538]  Now they're saying take rifles, period.
[00:09:42.178 --> 00:09:43.799]  They know things are collapsing.
[00:09:43.859 --> 00:09:46.359]  Homeland Security is meant to take us in their receivership.
[00:09:47.080 --> 00:09:50.581]  I knew this over a decade ago because I would go to urban warfare drills.
[00:09:51.488 --> 00:09:53.789]  And I would see the military trying to take on the American people.
[00:09:54.069 --> 00:09:59.551]  And then I talked to sources inside government and said, yeah, our main focus is veterans and gun owners.
[00:10:00.191 --> 00:10:07.414]  And, I mean, even 15, 16 years ago, I talked to multiple ROTC commanders in colleges in San Antonio, also in Michigan, other areas.
[00:10:07.674 --> 00:10:10.035]  They said, all we're trying to do is take on gun owners and militias.
[00:10:10.535 --> 00:10:16.397]  And you've got four different TV shows coming out, like I Hate Paul Revere and Founding Fathers, where they make the founders look bad.
[00:10:17.117 --> 00:10:21.721]  They have other shows where they're demonizing American gun owners like Founding Fathers where we're the terrorists.
[00:10:22.102 --> 00:10:23.403]  This is a total program.
[00:10:23.423 --> 00:10:29.128]  You can see the full rollout in shows in development in the last year ahead of this demonization program.
[00:10:29.148 --> 00:10:39.437]  They admit the White House and Department of Defense coordinates with the different members of the media at a national level to put out this propaganda to quote brainwash people.
[00:10:39.795 --> 00:10:47.327]  As the Attorney General famously said about guns, this is the labeling of real Americans that understand the globalist takeover as the terrorist.
[00:10:47.867 --> 00:10:50.732]  And they're trying to convert the entire homeland security system over to us.
[00:10:50.792 --> 00:10:52.114]  Now they tell us Al-Qaeda is good.
[00:10:52.755 --> 00:10:54.678]  Now they tell us we're doing a great job in Syria and Libya.
[00:10:55.419 --> 00:10:58.221]  They're saying, no, now Homeland Security is for you.
[00:10:58.822 --> 00:10:59.642]  You, the gun owner.
[00:10:59.682 --> 00:11:01.504]  Folks, if you put up with this, it's all over.
[00:11:01.924 --> 00:11:04.567]  You better make the mainline conservative talk show host get on this.
[00:11:04.847 --> 00:11:08.971]  You better get aggressive with your people in Congress because the globalists mean business.
[00:11:09.751 --> 00:11:13.975]  We'll cover it more today on the radio with Mike Adams and Paul Joseph Watson, InfoWars.com.
[00:11:14.335 --> 00:11:15.116]  I'm Alex Jones.
[00:11:15.276 --> 00:11:16.017]  You have been warned.
[00:11:18.567 --> 00:11:27.834]  Now, ladies and gentlemen, we've seen people stand up in the countryside, in the parts of real America, and say they will not go along with the infringement of the Second Amendment.
[00:11:28.134 --> 00:11:39.083]  We've seen oath keepers, we've seen police chiefs, we've seen sheriffs, we've seen state lawmakers, and now Missouri state reps are introducing legislation to also protect the Second Amendment.
[00:11:39.123 --> 00:11:47.309]  They joined states like Wyoming and others to just send that signal that we're not going to infringe and that the states are not the
[00:11:48.670 --> 00:11:51.311]  And that the states are not obedient to the federal government.
[00:11:51.611 --> 00:11:52.992]  They have their own sovereignty.
[00:11:53.072 --> 00:11:54.233]  So do local districts.
[00:11:54.533 --> 00:11:55.673]  That's what our country is.
[00:11:56.013 --> 00:11:58.995]  It's encouraging to see that in the news there.
[00:11:59.195 --> 00:12:03.477]  And we'll see if any of these laws, if any of these bills become law.
[00:12:03.737 --> 00:12:04.917]  But it's already law.
[00:12:04.997 --> 00:12:07.999]  The Second Amendment is already guaranteed and enshrined.
[00:12:08.139 --> 00:12:10.360]  It's merely identified in the Bill of Rights.
[00:12:10.680 --> 00:12:17.787]  We're going to get into that in detail on the other side of the break with Sheriff Richard Mack, who's been on the issue for virtually his whole career.
[00:12:18.107 --> 00:12:35.063]  But meanwhile, David Ortiz went to talk to the people on the streets to find out if they know what their Second Amendment right is, if they'll relinquish their arms if asked to, and if they're angry that the Obama administration has exploited the death of children to get their gun control agenda passed.
[00:12:35.103 --> 00:12:35.784]  Here's that report.
[00:12:38.206 --> 00:12:44.568]  Here at the University of Texas, I've decided to ask some students what they think of President Obama's assault weapons ban.
[00:12:45.208 --> 00:12:48.309]  If the feds start confiscating assault weapons, will you turn your guns in?
[00:12:48.670 --> 00:12:49.390]  Absolutely not.
[00:12:49.550 --> 00:12:50.630]  No chance.
[00:12:51.371 --> 00:12:58.573]  I completely disagree with what President Obama said the other day and his order and all that, and I will not turn any of my guns in.
[00:12:58.773 --> 00:13:01.454]  There's nothing they can really do that will change my mind about that.
[00:13:01.934 --> 00:13:06.336]  Well, personally, I don't have any guns on me, but if I did, I probably wouldn't.
[00:13:07.728 --> 00:13:11.851]  Just a matter of, you know, protection for myself, or if I had a family, for my family.
[00:13:12.492 --> 00:13:15.434]  I don't own any guns, so I don't have any to turn in.
[00:13:17.456 --> 00:13:18.777]  Do you think other people should turn them in?
[00:13:19.478 --> 00:13:19.758]  I do.
[00:13:19.838 --> 00:13:27.824]  I think that you should follow the law, and also I'm kind of against assault weapon guns and guns in general, and I don't see that there's that much of a need for them.
[00:13:28.385 --> 00:13:31.808]  If everyone turns them in, then you won't need them to defend against other people with.
[00:13:32.458 --> 00:13:40.200]  I don't own any assault weapons, but I am a gun owner, and my guns would be in compliance with those new laws, and so it wouldn't personally affect me.
[00:13:41.240 --> 00:13:55.704]  But if I did own assault weapons, I would comply with the law, because I don't think that other than the headstrong Southern attitude that what's mine is mine, there's no reason to be owning assault weapons in a
[00:13:56.909 --> 00:13:58.590]  Um, just personal setting.
[00:13:58.810 --> 00:14:07.277]  How do you feel about President Obama bringing children on stage as he talks about gun control, yet he's killed at least 168 kids in drone attacks in Pakistan?
[00:14:07.817 --> 00:14:17.044]  I think national security and domestic security are two different issues, and that security abroad is a separate issue entirely from security inside the nation.
[00:14:17.064 --> 00:14:20.246]  I feel that's kind of, almost hypocritical in a way.
[00:14:20.987 --> 00:14:22.128]  Yeah, I don't agree with that.
[00:14:22.188 --> 00:14:29.035]  I think that dragging kids into it and having them listen to all this stuff, they do need to be educated, but I think they're way too young and I think that's wrong.
[00:14:29.075 --> 00:14:30.136]  I don't agree with that at all.
[00:14:30.396 --> 00:14:33.359]  I mean, I don't think it's fair to bring kids onto the stage as he talks about it.
[00:14:33.379 --> 00:14:39.685]  It's kind of unfair to make his point that way, but I think a life's a life and it shouldn't be lost either way.
[00:14:39.705 --> 00:14:42.708]  So, I think it needs to be on both sides.
[00:14:43.988 --> 00:14:47.410]  He needs to value the life of his children as much as, you know, Pakistani civilians.
[00:14:48.071 --> 00:14:55.996]  Maybe he feels bad about all the kids that he has unintentionally killed, and he's trying to make up for that by saying that, you know, by bringing the kids on stage.
[00:14:56.892 --> 00:15:09.337]  No one is... He's not... In the way of asking the question, that way you're making the blame go specifically on a single person, on the President of the United States, when it's a much more complicated and complex issue.
[00:15:09.757 --> 00:15:13.799]  And then in those sort of situations, you can't place the blame on one person.
[00:15:14.059 --> 00:15:16.820]  Yes, people have died, but people die in any sort of conflict.
[00:15:17.540 --> 00:15:23.003]  I don't personally agree with our presence in the Middle East, but I'm going to support our President and the sort of decisions he makes.
[00:15:23.323 --> 00:15:25.484]  And I think that having drones in the Middle East
[00:15:26.684 --> 00:15:28.125]  No, I don't think it's un-American.
[00:15:28.145 --> 00:15:32.768]  Just because I think that within America each state does have its right to make their own laws.
[00:15:32.788 --> 00:15:34.369]  I don't think that it's un-American.
[00:15:34.389 --> 00:15:34.669]  I find that
[00:15:57.890 --> 00:16:07.392]  States, when they have enough reason to stray away from the national government, it is their right to do that.
[00:16:07.712 --> 00:16:17.034]  I guess it would be considered un-American to push the feds back because these are the same people that we expect to protect us, the same people who we expect to watch our homeland security.
[00:16:17.054 --> 00:16:21.475]  Okay, and lastly, can you recite the Second Amendment?
[00:16:22.496 --> 00:16:23.236]  The Second Amendment.
[00:16:24.178 --> 00:16:25.198]  No, I cannot at this point.
[00:16:25.919 --> 00:16:27.039]  I forgot, clearly.
[00:16:27.059 --> 00:16:28.620]  I don't know the first one.
[00:16:29.180 --> 00:16:29.760]  Freedom of speech.
[00:16:30.261 --> 00:16:33.422]  Second one should be right to the press, isn't it?
[00:16:34.302 --> 00:16:37.564]  Right to press, or... Yeah, it's probably that.
[00:16:37.864 --> 00:16:40.225]  I should feel ashamed of myself, though, wanting to be a lawyer.
[00:16:41.846 --> 00:16:42.786]  The right to bear arms.
[00:16:43.426 --> 00:16:44.887]  Every citizen should have the right to bear arms.
[00:16:46.408 --> 00:16:48.789]  And it mentions in there something about a militia.
[00:16:51.150 --> 00:16:52.330]  I don't... I used to know it.
[00:16:53.151 --> 00:16:53.531]  I'm sorry.
[00:16:54.428 --> 00:16:55.189]  Uh, the right to bear arms.
[00:16:55.209 --> 00:17:00.574]  Okay, and it mentions something about a militia in the Second Amendment.
[00:17:01.455 --> 00:17:03.237]  Oh, okay, uh, my bad.
[00:17:04.158 --> 00:17:05.819]  Uh, no, I have no idea what it is.
[00:17:05.839 --> 00:17:07.021]  Could you say it to me?
[00:17:09.403 --> 00:17:09.923]  I cannot.
[00:17:10.364 --> 00:17:13.127]  Reporting for InfoWars Nightly News, I'm David Ortiz.
[00:17:15.754 --> 00:17:20.216]  Now Big Sis is expanding her See Something Say Something snitch program.
[00:17:20.256 --> 00:17:25.638]  It's not just these drills to demonize constitutionalists and gun owners as potential terrorists.
[00:17:26.038 --> 00:17:32.161]  It's also to create the culture that will silence the Second Amendment, make it seem spooky and
[00:17:32.681 --> 00:17:38.506]  Maybe kind of against the law, and that if you see someone with a gun, you should go ahead and call in and report them.
[00:17:38.786 --> 00:17:45.132]  That's already been going on, of course, with these various tip lines, especially in schools and federal government buildings.
[00:17:45.452 --> 00:17:50.636]  But now it's expanding even more, a fresh approach after these executive orders.
[00:17:51.017 --> 00:17:58.383]  The head of Homeland Security, the Attorney General, the Justice Department, the FBI have all been tasked by Obama
[00:17:58.843 --> 00:17:59.483]  I don't know.
[00:18:17.688 --> 00:18:18.910]  We're good to go.
[00:18:35.271 --> 00:18:36.072]  That's going on.
[00:18:36.212 --> 00:18:46.099]  It's on the heels of IRS bills to go door-to-door and collect firearms and get the public to really go along with the idea of voluntarily turning in their self-defense mechanisms.
[00:18:46.899 --> 00:18:53.884]  In furtherance of this gun control debate, an alderman has suggested requiring GPS devices on all guns.
[00:18:54.265 --> 00:19:04.612]  This report comes out of CBS Chicago, where a Southside alderman is asking the City Council for an unorthodox gun measure to allow for GPS tracking of firearms.
[00:19:05.012 --> 00:19:15.522]  Yes, it would be expensive, he admits, to retrofit all guns with GPS devices, but then they could track lost and stolen guns, and wouldn't that be so wonderful for the children?
[00:19:15.903 --> 00:19:23.390]  Of course, they're already supposedly disarmed in Chicago, which is the murder capital of the world, and of course, it's all just about control.
[00:19:24.151 --> 00:19:26.713]  I would like you to flashback to a 2004-2005 issue that came out.
[00:19:29.776 --> 00:19:44.701]  It was reported widely in the media, it's here in USA Today from the Associated Press, about how they wanted smart guns implanted with microchips that would allow police officers to be the only ones who could fire their guns, their weapons.
[00:19:45.041 --> 00:19:54.063]  It would require those officers to have an implanted RFID chip in their hand, what many people consider to be the mark of the beast, and it has to match up with the weapon.
[00:19:54.444 --> 00:19:55.764]  Not only is this creepy big
[00:19:56.004 --> 00:20:13.956]  Brother surveillance technology not only would it enable the system to disbar anyone through a digital database without due process and literally physically shut off their ability to use firearms if they got them retrofitted on the weapons, but it is also just a bad idea on the technology itself.
[00:20:14.476 --> 00:20:20.180]  At the time you had law enforcement authorities decrying the fact that the scanning devices could malfunction.
[00:20:20.620 --> 00:20:23.681]  The officer's hand with the computer chip could be smashed during a fight.
[00:20:24.061 --> 00:20:27.842]  An officer could need to use a partner's gun and on and on.
[00:20:27.882 --> 00:20:30.063]  There could be power outages, computer crashes.
[00:20:30.363 --> 00:20:32.103]  The technology doesn't even make sense.
[00:20:32.143 --> 00:20:36.604]  It could actually put the police officers' lives in jeopardy.
[00:20:37.104 --> 00:20:39.345]  But as we all know, even though they may have
[00:20:39.725 --> 00:20:42.467]  For the time being, pushed off RFID microchips.
[00:20:42.887 --> 00:20:48.151]  Even though this report only supposedly deals with police officers, we know everything's incremental.
[00:20:48.491 --> 00:20:54.035]  GPS tracking, RFID tracking for the children, for prisoners, for the elderly.
[00:20:54.356 --> 00:20:56.277]  They're going to try to push for this kind of stuff.
[00:20:56.357 --> 00:20:56.937]  We're good to go.
[00:21:18.991 --> 00:21:38.669]  Proposals like GPS devices on guns or even the extreme RFID devices that create smart guns that can only be accessed by their lawful registered gun owners Will be considered and are likely to show up in that report along with all the other things they've been creating It's just part of disarming America.
[00:21:38.709 --> 00:21:41.711]  They can piecemeal this everybody sees it for what it is.
[00:21:41.832 --> 00:21:42.312]  It's a blatant
[00:21:42.392 --> 00:21:43.253]  We're good to go.
[00:22:01.793 --> 00:22:04.474]  Now A, the TSA has no credibility at all.
[00:22:04.514 --> 00:22:08.816]  They've repeatedly lied about not continuing to pat down 12-year-old children.
[00:22:09.116 --> 00:22:17.240]  They've abusively patted down the elderly, people in wheelchairs, people with knee replacements, people with special issues, taunted deaf people.
[00:22:17.940 --> 00:22:31.011]  Stolen from passengers, participated in drug smuggling rings, went on power trips screaming that they're God, impersonated officers, rushed people over on the side of the road even though they're not even on duty at these airports.
[00:22:31.332 --> 00:22:37.437]  We know the TASA is abusive, can't be trusted, that their political figureheads are just trying to profiteer off of this.
[00:22:37.757 --> 00:22:41.058]  Like Michael Chertoff, who has a financial stake in the body scanners.
[00:22:41.398 --> 00:22:58.863]  But moreover, it is a deception once again, because while they may be removing this particular type of x-ray machine, they still have the other DNA unzipping x-ray machines, which also do not respect privacy, although they in some ways appear to do so.
[00:22:59.283 --> 00:23:01.604]  What about the privacy under the Fourth Amendment?
[00:23:01.724 --> 00:23:15.412]  Where there shall be no unwarranted searches and seizures without due cause, without specific people naming the reason for the search and going on record as a witness believing that someone might be a criminal and up to something.
[00:23:15.452 --> 00:23:18.394]  We were never supposed to be mass searched.
[00:23:18.594 --> 00:23:20.335]  Checkpoints are unconstitutional.
[00:23:20.635 --> 00:23:23.897]  But we learned to be conditioned by them in the wake of 9-11.
[00:23:24.217 --> 00:23:25.698]  And look how much it's incremented.
[00:23:26.079 --> 00:23:28.540]  Look how much it's been ratcheted up just in a decade.
[00:23:28.620 --> 00:23:30.582]  They want a total control on our society.
[00:23:30.842 --> 00:23:34.985]  We've got to start saying no about the gun issue, about the TSA issue, all of it.
[00:23:35.005 --> 00:23:36.366]  They know the country's furious.
[00:23:36.646 --> 00:23:38.207]  They're trying to distract us with this.
[00:23:38.547 --> 00:23:41.448]  There's been cancer clusters at Boston Logan Airport.
[00:23:41.748 --> 00:23:44.189]  The first ones to get some of these body scanning machines.
[00:23:44.829 --> 00:23:45.830]  They've been covering it up.
[00:23:45.890 --> 00:23:55.113]  The whole congressional investigation into these x-ray machines was over the fact that they weren't living up to their own obligations to test the machines for radiation.
[00:23:55.413 --> 00:23:56.794]  They weren't calibrating them.
[00:23:57.054 --> 00:24:09.898]  They weren't doing anything they were supposed to, and now they want to deceive the public with a widely circulated AP report telling you they're removing them, where they're continuing the most unconstitutional parts of it, and they still have these dangerous machines in the airport.
[00:24:10.198 --> 00:24:10.958]  It's despicable.
[00:24:11.338 --> 00:24:25.582]  And further hypocrisy in this entire gun-related debate, this attempt to disarm America, this thing where politicians and other high-level celebrities and mayors and spokespersons of the media all have their bodyguards because they're wealthy
[00:24:26.042 --> 00:24:26.322]  I think?
[00:24:41.696 --> 00:24:57.297]  Thousands and thousands of semiotic weapons directly to the drug cartels so that they could blame the Second Amendment, show all the violence that's created, make a big stink about illegal weapons flowing south, maybe play into the hands of things like the UN Small Arms Treaty.
[00:24:57.797 --> 00:25:02.421]  Uh, that would deal with importation and exportation across, uh, country lines.
[00:25:02.722 --> 00:25:08.167]  But now, Holder is begging the court to stop the release of documents on Fast and Furious.
[00:25:08.647 --> 00:25:15.633]  The Judicial Watch has filed back in July and June last summer under a freedom of information request.
[00:25:16.681 --> 00:25:34.717]  For all kinds of things pertaining to Fast and Furious, particularly related to Obama's invoking executive privilege over the matter on or about June 20th, and now Eric Holder, supposedly the top lawyer in the country who's involved in this scandal, who has blood on his hands,
[00:25:35.097 --> 00:25:43.744]  And who has previously said they wanted to brainwash Americans about guns to get them to give them up, is now fighting to keep it from being released.
[00:25:44.104 --> 00:26:02.359]  Tom Fitton, the president of Judicial Watch, has said it is ironic, yeah, how about hypocritical, ironic, he said, and beyond ironic that the Obama administration has initiated an anti-gun violence push as it is seeking to keep secret documents about its very own fast and furious gun-walking scandal.
[00:26:03.039 --> 00:26:08.465]  That's right, the elite folks in power, they can have concealed carry, they can have armed guards, they can have bodyguards.
[00:26:08.785 --> 00:26:22.399]  The drug cartels, whose money is laundered on Wall Street and who receive protection, aid and embedding by the CIA and the ATF and all those other bureaus designed to keep us safe, the DEA, they can have guns, but not the American people.
[00:26:23.159 --> 00:26:24.100]  They're dangerous.
[00:26:24.140 --> 00:26:25.841]  They might go out and shoot up a school.
[00:26:25.881 --> 00:26:27.463]  They can't be trusted with their rights.
[00:26:27.823 --> 00:26:36.389]  Bill Clinton in 1994 said that we had radical rights and we were expected to live up to them and be responsible, but now we can't be trusted, so they have to be reined in.
[00:26:36.990 --> 00:26:38.671]  We know what it's all about, people.
[00:26:38.831 --> 00:26:41.553]  It is about the Constitution, the separation of powers.
[00:26:41.873 --> 00:26:47.398]  That's why, of course, they're trying to demonize the anti-federalists and the constitutionalists and the gun owners.
[00:26:48.498 --> 00:26:53.199]  Let's turn now to just some words of wisdom from Founding Father Thomas Jefferson.
[00:26:53.219 --> 00:26:54.900]  It is our quote of the day.
[00:26:55.700 --> 00:27:07.063]  Experience hath shown that even under the best forms of government, those entrusted with power have, in time and by slow operations, perverted it into tyranny.
[00:27:07.463 --> 00:27:09.043]  And yes, they do it calculated.
[00:27:09.123 --> 00:27:10.384]  Yes, they do it incremental.
[00:27:10.724 --> 00:27:11.404]  Yes, it's that
[00:27:11.584 --> 00:27:12.124]  I don't know.
[00:27:37.657 --> 00:27:38.177]  We're good to go.
[00:27:59.096 --> 00:28:00.737]  This is the most critical time.
[00:28:01.197 --> 00:28:07.799]  We are the generation right now deciding if we're going to go along with a communist agenda that's going on in Washington, D.C.
[00:28:07.839 --> 00:28:13.520]  right now, or if we're going to maintain and preserve our constitutional republic.
[00:28:25.436 --> 00:28:31.560]  I really enjoy it when the globalists try to poison us and, well, we resist them via a free market system.
[00:28:32.460 --> 00:28:39.404]  Hello my fellow info warriors, Alex Jones here introducing you to the pro-pure family of gravity-fed filters.
[00:28:39.865 --> 00:28:46.829]  Now, you know that the globalists are filling our water with radioactive isotopes, fluoride, lead, mercury, arsenic.
[00:28:47.509 --> 00:28:56.881]  And one of the few systems that can efficiently and economically remove or reduce down to non-detectable levels these poisons are gravity-fed filters.
[00:28:57.322 --> 00:28:59.585]  And ProPure is the top of the line.
[00:29:00.086 --> 00:29:02.689]  Their filters are impregnated with silver,
[00:29:03.490 --> 00:29:04.671]  A natural antibiotic.
[00:29:05.332 --> 00:29:08.696]  On top of that, they're bigger, so they filter faster.
[00:29:08.996 --> 00:29:12.099]  You don't have to prime these the first time you use them.
[00:29:12.480 --> 00:29:13.120]  It's amazing.
[00:29:13.160 --> 00:29:18.966]  Go to Infowars.com and click on the shopping cart link to see the entire family of these babies.
[00:29:19.989 --> 00:29:24.972]  Now, the fluoride they add to our water is so tiny that most filters can't cut it out.
[00:29:25.252 --> 00:29:31.196]  But ProPure has their system that will, again, reduce it to non-detectable levels.
[00:29:31.336 --> 00:29:33.197]  Almost get all of it out of there.
[00:29:33.518 --> 00:29:34.498]  That's also available.
