[00:00:03.522 --> 00:00:04.145]  So,
[00:07:36.081 --> 00:07:37.201]  How's that?
[00:07:37.821 --> 00:07:41.942]  Look, even if the standards were teaching the Ten Commandments,
[00:07:44.873 --> 00:07:47.794]  It's wrong because it's a federal curriculum.
[00:07:48.274 --> 00:07:48.674]  That's right.
[00:07:49.114 --> 00:08:07.459]  And the fact that these wonderful parents and activists are spending 25 hours a day checking the standards to see if they like them is in effect an admission that they accept the federal government's developing the standards.
[00:08:08.012 --> 00:08:08.412]  That's right.
[00:08:08.452 --> 00:08:10.753]  That's the key thing, is the control.
[00:08:11.313 --> 00:08:14.734]  And you know, we're never going to have control if we allow the federal government to do it.
[00:08:15.034 --> 00:08:17.234]  And the way they do it isn't just through the purse strings.
[00:08:17.254 --> 00:08:19.115]  Of course, they have a lot of control that way.
[00:08:19.635 --> 00:08:22.075]  But the way they really do it is through tests.
[00:08:22.235 --> 00:08:27.257]  Because if they define tests, everybody is so scared that their kids aren't going to do well on the test.
[00:08:27.317 --> 00:08:30.097]  So the tests then define the curriculum.
[00:08:30.638 --> 00:08:31.118]  Absolutely.
[00:08:31.298 --> 00:08:32.298]  Assessment, yeah.
[00:08:32.718 --> 00:08:39.180]  And so that happens whether it's a government school or whether it's a private school because the private schools want to test well.
[00:08:39.240 --> 00:08:50.484]  And you know, we homeschooled our children and it even affects a lot of the homeschoolers because they're so concerned about making sure that their kids perform well on a test.
[00:08:50.844 --> 00:08:59.027]  When really what those grades are, those test scores are really, it's just like handing out a medal to a soldier who's had both of his legs blown off.
[00:08:59.387 --> 00:09:00.688]  It really doesn't matter
[00:09:01.448 --> 00:09:14.120]  What that curriculum is, if you don't know what you want your children to learn, and that's why we would look at what they were teaching the children, and sometimes we would teach them that, sometimes we would teach them a lot of stuff that was very different, and we didn't really worry about the tests at all.
[00:09:14.140 --> 00:09:23.109]  Well, yeah, you don't have to, but the test is terribly important when you're dealing with, for instance, I just want to go back to this diversion.
[00:09:24.407 --> 00:09:39.786]  What's happened is you've got this huge percentage of parents out there who are fighting the Communist core, and the act that they're fighting it, it means that they're recognizing the right of the federal government
[00:09:41.234 --> 00:09:43.436]  Let me make a point here.
[00:09:43.777 --> 00:09:50.082]  We're being lied to on this, and I don't want to talk about Common Core tonight, but I do want people to hear this.
[00:09:51.343 --> 00:10:03.895]  The fact that they're being told that the Council of Chief State School Officers that designed the test items is not federally funded.
[00:10:06.903 --> 00:10:09.804]  It is a powerful, powerful council.
[00:10:10.265 --> 00:10:12.646]  It receives federal money from my office.
[00:10:13.566 --> 00:10:19.270]  In 1981, 1982, I saw the grants all going out for development of textbooks, everything.
[00:10:20.050 --> 00:10:22.972]  So it is a federal curriculum that is being imposed.
[00:10:23.292 --> 00:10:24.613]  That's the Communist core.
[00:10:25.373 --> 00:10:28.235]  But we've had this for at least 30 years.
[00:10:28.295 --> 00:10:32.057]  We've had a national curriculum, but we didn't have the computers.
[00:10:33.270 --> 00:10:33.691]  Right.
[00:10:33.891 --> 00:10:37.733]  And that's why I want to get back to the computer, the danger of the computer.
[00:10:38.414 --> 00:10:40.435]  The national curriculum, bad enough.
[00:10:41.196 --> 00:10:54.045]  But with a computer for learning and for assessment, I'm going to give you a quote from the very person, Donald Neely, who headed up the Project BEST that I leaked.
[00:10:55.646 --> 00:11:03.191]  I went back to the archives for an old grant that he had gotten 10 years earlier, and that association is connected with the NEA.
[00:11:04.271 --> 00:11:05.372]  It's technology, right?
[00:11:05.892 --> 00:11:16.978]  And I got into the grants, and I found a very, very important paper that he had referred to in order to get the Project BEST money, right?
[00:11:17.319 --> 00:11:19.320]  He had to refer to other things that he had done.
[00:11:19.840 --> 00:11:22.882]  It was a study that was done by leading computer scientists
[00:11:24.142 --> 00:11:30.306]  In around 1970, I think, on software, the development of software.
[00:11:31.426 --> 00:11:34.168]  And they spent two years working on this, 300 of them.
[00:11:35.408 --> 00:11:38.370]  And then they had a conference and they put it all together in a paper.
[00:11:39.251 --> 00:11:48.036]  And the most important part of that paper, it's in my book, The Deliberate Dumbing Down of America, this particular paper, I mean, part of it, because I don't have the whole thing.
[00:11:49.136 --> 00:11:50.377]  Donald Ely said,
[00:11:52.608 --> 00:11:54.789]  You don't have to be a liberal or conservative, he said.
[00:11:55.509 --> 00:12:00.052]  But when you're developing software, you have to have a conscience.
[00:12:01.793 --> 00:12:03.333]  Because it is that powerful.
[00:12:05.595 --> 00:12:15.760]  Now, considering the fact that we've got curriculum that has been developed by, you know, Marzano and Paulo Freire out of Brazil, a noted communist, right?
[00:12:16.500 --> 00:12:19.922]  I mean, Paulo Freire, you know, he teaches math for first graders.
[00:12:21.861 --> 00:12:28.543]  You know, with military stuff, you know, grenades and things.
[00:12:28.603 --> 00:12:29.583]  They count grenades.
[00:12:30.884 --> 00:12:35.185]  Now, everybody's wondering what the critical thinking curriculum is.
[00:12:35.325 --> 00:12:37.505]  They really think it's a good curriculum, I guess.
[00:12:37.545 --> 00:12:38.526]  They're trying to find out.
[00:12:38.566 --> 00:12:41.466]  Look, they've got to get rid of the whole thing.
[00:12:43.127 --> 00:12:50.029]  Communist core, but the best way to go after this is to strike after
[00:12:51.331 --> 00:12:52.232]  The charter schools.
[00:12:54.073 --> 00:13:08.482]  That's interesting that you would say that, because so many conservatives believe that charter schools are the way to go, because it introduces an element of choice into what is otherwise this bureaucratic, top-down structure.
[00:13:08.502 --> 00:13:13.225]  They see that choice as being an element of local control.
[00:13:13.265 --> 00:13:14.066]  Can you address that?
[00:13:14.626 --> 00:13:18.448]  Well, they're lying to the people, because charter schools are public schools.
[00:13:19.670 --> 00:13:30.816]  There's no difference between- the only difference, and it's a major horrible difference, which I want to discuss because I believe it is the devolution of our representative form of government through charter schools, and I will discuss that.
[00:13:31.977 --> 00:13:40.142]  The major difference, the only major difference, is one thing is that the test scores are way down with charter schools compared to the public school.
[00:13:40.242 --> 00:13:47.046]  Now you must be surprised that someone who's written a 700 page book, The Deliberate Dumbing Down of America, would be defending the public schools.
[00:13:47.865 --> 00:13:54.110]  But I am, because the test scores are better in the public schools than in the charter schools, and I hope parents will listen to that.
[00:13:55.211 --> 00:13:59.494]  But the major thing is, they don't have elected boards.
[00:14:00.895 --> 00:14:13.945]  Now, that means that if parents are upset about whatever, you know, there are all sorts of things, global education, sex education, drug, bullying, whatever, you know, they're unhappy, good reason, where do they go?
[00:14:15.029 --> 00:14:22.531]  They don't have anybody to go to, to complain, and then they don't even have anybody to vote for or to get rid of.
[00:14:23.505 --> 00:14:25.826]  This is very, very serious, you see.
[00:14:26.206 --> 00:14:47.871]  I mean, in the trailer that we have, which we put together for our Global Road to Ruin through Education video set, a conference last August of leading researchers in this country, it was close to the public, teachers, public school teachers as well, administrators, Samuel Blumenfeld was one of them that came in.
[00:14:49.451 --> 00:14:51.272]  You know, we discussed this.
[00:14:52.713 --> 00:14:55.295]  This charter school thing is very, very dangerous.
[00:14:56.015 --> 00:15:05.823]  Let me point out, the education at the federal level is only second to defense in spending.
[00:15:06.284 --> 00:15:07.204]  Discretionary.
[00:15:09.006 --> 00:15:12.569]  Now that's not even adding the property tax and everything else that we pay, right?
[00:15:12.729 --> 00:15:13.029]  Second.
[00:15:13.289 --> 00:15:16.332]  So if we allow education
[00:15:17.830 --> 00:15:28.314]  To have the elected board stripped from it across the country through charter schools, I believe, and I'm not alone here at all.
[00:15:28.694 --> 00:15:41.299]  I mean, there are many people who've thought this thing out, but of course, the Heritage Foundation and all the neoconservative groups are supporting this because they support the school to work agenda, the Soviet Polytech system.
[00:15:41.639 --> 00:15:42.360]  Right.
[00:15:42.380 --> 00:15:45.861]  Heritage Foundation drafted the North American Free Trade Agreement.
[00:15:47.075 --> 00:15:48.277]  I think.
[00:15:48.457 --> 00:15:49.157]  I didn't know that.
[00:15:51.380 --> 00:15:52.421]  They had to have it.
[00:15:53.462 --> 00:15:56.424]  Once they get that, then they have to have a school to work.
[00:15:56.785 --> 00:16:02.650]  And if you're going to have school to work, you have to destroy the traditional public education system.
[00:16:02.710 --> 00:16:05.513]  You cannot have K-12.
[00:16:06.194 --> 00:16:07.435]  You can't have ABCD.
[00:16:08.756 --> 00:16:14.922]  You've got to have individual education plans, and you've got to use the Skinner Method, that's for workforce training.
[00:16:15.323 --> 00:16:16.804]  Right, right.
[00:16:16.824 --> 00:16:24.151]  And that's why they have deliberately, are in the process of destroying, I'm not defending a public school system, folks.
[00:16:24.912 --> 00:16:25.412]  Remember that.
[00:16:25.913 --> 00:16:32.299]  I'm defending the hierarchical structure of our once magnificent public school system.
[00:16:33.777 --> 00:16:35.278]  It must be restored.
[00:16:35.539 --> 00:16:36.800]  That is my message.
[00:16:37.661 --> 00:16:42.425]  Oh, aren't people surprised that Charlotte Isserbeet would be calling for that?
[00:16:42.505 --> 00:16:45.748]  Because the options are lethal.
[00:16:47.729 --> 00:16:49.071]  Charter schools are lethal.
[00:16:50.072 --> 00:16:56.657]  Tax-funded private education, including religious, which is what our governor is pushing for.
[00:16:58.436 --> 00:17:09.623]  Is lethal, because if you take one penny from the federal government, you teach the corporate fascist curriculum which is the Soviet polytech school to work.
[00:17:10.063 --> 00:17:10.424]  That's right.
[00:17:10.444 --> 00:17:12.365]  If they fund it, they're going to control it.
[00:17:12.827 --> 00:17:13.428]  That's right.
[00:17:13.588 --> 00:17:20.374]  So people who are, oh, they're so excited about school choice, why don't they figure out what is school choice?
[00:17:20.474 --> 00:17:21.615]  It's not school choice.
[00:17:21.775 --> 00:17:22.796]  It's no choice.
[00:17:23.336 --> 00:17:30.923]  If they get their tax-supported school choice implemented, that is the death of private education.
[00:17:31.876 --> 00:17:35.738]  So let's pull it back and talk a little bit about it, because I'm curious to see what your solution is.
[00:17:36.358 --> 00:17:42.000]  I mean, I think one of the reasons that so many conservatives are going for the charter school is because they see a couple of issues.
[00:17:42.520 --> 00:17:46.902]  Number one, they see that control has devolved.
[00:17:47.262 --> 00:17:52.424]  First it went from the parents to the community, then to the state, now to the federal government.
[00:17:53.184 --> 00:17:53.465]  I think so.
[00:18:08.684 --> 00:18:16.446]  Really, at any level with education, there's this design that goes back to Plato's Republic, where the government wants to control the kids from as early an age as possible.
[00:18:16.786 --> 00:18:28.348]  And it's really kind of like as we started out with the documentary State of Mind, talking about how they're trying to use it as an instrument of mind control, a very effective instrument of mind control.
[00:18:28.869 --> 00:18:29.369]  It is.
[00:18:30.169 --> 00:18:34.630]  It is, but they have to understand that the government
[00:18:36.971 --> 00:18:37.651]  I was in the U.S.
[00:18:37.671 --> 00:18:40.452]  Department of Ed in the Office of Education Research and Improvement.
[00:18:40.472 --> 00:18:42.113]  I spent time going over grants, right?
[00:18:42.653 --> 00:18:48.595]  And this Project BEST that I leaked, I don't know which reason I really leaked it most for.
[00:18:49.176 --> 00:18:54.398]  The one I just mentioned to you about the curriculum software going out to every state.
[00:18:55.599 --> 00:18:59.885]  Or, there was a page in there marked, excuse me, confidential.
[00:19:00.866 --> 00:19:01.547]  Confidential.
[00:19:01.807 --> 00:19:03.189]  It's not the CIA, is it?
[00:19:03.890 --> 00:19:05.252]  And it said...
[00:19:07.133 --> 00:19:07.974]  And I'm not kidding you.
[00:19:08.454 --> 00:19:14.218]  This is for people out there who think they can take a penny in services, you know, art.
[00:19:14.298 --> 00:19:18.901]  A lot of homeschoolers, they want to participate in the services of the public school.
[00:19:18.921 --> 00:19:19.461]  Yes, absolutely.
[00:19:19.762 --> 00:19:20.822]  Don't go near it.
[00:19:20.942 --> 00:19:22.383]  That's a trap, absolutely.
[00:19:22.403 --> 00:19:23.464]  Don't go near it.
[00:19:23.484 --> 00:19:31.169]  It said on this document, Project BEST, what we can control and manipulate at the local level.
[00:19:32.470 --> 00:19:33.491]  And then it listed.
[00:19:34.707 --> 00:19:37.028]  The selection of people for the task forces?
[00:19:38.469 --> 00:19:39.910]  The curriculum content?
[00:19:39.930 --> 00:19:42.231]  All right, I don't have to go on any further.
[00:19:42.772 --> 00:19:43.572]  I saw that.
[00:19:43.732 --> 00:19:45.253]  I've been a local school board member.
[00:19:45.413 --> 00:19:45.934]  I saw that.
[00:19:46.014 --> 00:19:48.195]  I knew things were bad, even when I was on the board.
[00:19:48.535 --> 00:19:50.076]  I never accepted a penny.
[00:19:50.276 --> 00:19:53.358]  I've never voted for a penny of federal money when I was on the local school board.
[00:19:53.838 --> 00:20:01.343]  But, you know, even I, when I saw that in writing in my office, which was the most important office in the world,
[00:20:02.861 --> 00:20:03.862]  Dealing with education.
[00:20:03.882 --> 00:20:04.802]  I want people to know that.
[00:20:06.183 --> 00:20:08.144]  Office of Educational Research and Improvement.
[00:20:08.505 --> 00:20:09.785]  Connected with UNESCO.
[00:20:10.106 --> 00:20:11.727]  Connected with the OECD.
[00:20:12.307 --> 00:20:13.388]  Connected with the UN.
[00:20:13.448 --> 00:20:15.229]  And by the way, I just want to make a little comment here.
[00:20:15.249 --> 00:20:19.752]  When people think about all this curriculum and everything, and why is it so rotten?
[00:20:20.172 --> 00:20:30.419]  Well, UNESCO, in 1971, of 20 advisors, 19 came from Communist Eastern Europe and the Soviet Union.
[00:20:31.748 --> 00:20:33.649]  This is a Marxist curriculum.
[00:20:34.530 --> 00:20:37.032]  My office was a Marxist office.
[00:20:38.272 --> 00:20:46.858]  Ronald Reagan made things worse when he carried out the public-private partnerships, which is corporate fascism.
[00:20:47.218 --> 00:20:50.260]  That had to be done in order to put the school to work in, right?
[00:20:50.666 --> 00:20:50.866]  Right.
[00:20:50.906 --> 00:20:54.729]  Well, you know, you went to work at the Department of Education at the beginning of the Reagan administration.
[00:20:55.230 --> 00:20:57.351]  It had just been started under Jimmy Carter.
[00:20:58.012 --> 00:21:03.076]  And one of the things that Reagan campaigned for, if I remember correctly, was to basically get rid of the Department of Education.
[00:21:03.096 --> 00:21:05.298]  But it grew by leaps and bounds under Reagan.
[00:21:05.834 --> 00:21:12.337]  Well, everything that is going on right now, that's why my little book, Back to Basics, is so important that you're going to be pushing, I hope.
[00:21:12.958 --> 00:21:13.678]  Yes.
[00:21:13.758 --> 00:21:27.024]  That little book, written in 1985, Back to Basics, Reform, a Scenarion International Curriculum, Necessary for United States Participation in a One World Socialist Government, scheduled for the early years of the 21st century.
[00:21:27.465 --> 00:21:28.365]  Incredible book.
[00:21:28.845 --> 00:21:31.747]  Everything in it is happening right this minute.
[00:21:32.488 --> 00:21:34.171]  It could have been written tomorrow.
[00:21:34.191 --> 00:21:37.138]  I told the American people what was going to happen.
[00:21:37.459 --> 00:21:41.628]  It was boycotted by every major conservative organization in this country.
[00:21:42.301 --> 00:21:50.803]  And looking at the title of that, when you talk about Skinnerian International Curriculum, I've got to tell you, my wife has a master's degree in education.
[00:21:50.843 --> 00:21:52.743]  She taught for a short period of time in the system.
[00:21:53.264 --> 00:21:55.324]  And I remember when she was in college and she brought home B.F.
[00:21:55.804 --> 00:21:57.885]  Skinner's book, Beyond Freedom and Dignity.
[00:21:58.525 --> 00:22:06.007]  And I looked at that and it's like, and my first response was, it's about time somebody talked about how they're crushing freedom and dignity in the schools.
[00:22:06.047 --> 00:22:07.427]  And she said, I don't know, you don't understand.
[00:22:08.287 --> 00:22:12.189]  He's advocating completely eliminating freedom and dignity, and that's what we see.
[00:22:12.209 --> 00:22:22.012]  We've seen that conditioning, and that's a good example because we've seen Skinnerian conditioning, conditioning from this psychiatrist, psychologist, B.F.
[00:22:22.032 --> 00:22:22.332]  Skinner.
[00:22:22.712 --> 00:22:29.235]  We've seen that kind of conditioning applied to the masses in school for decades, and now we see it being done
[00:22:29.935 --> 00:22:30.575]  We're good to go.
[00:22:52.844 --> 00:22:54.465]  You immediately get to get on the plane.
[00:22:54.826 --> 00:22:57.127]  If not, you get put in time out over here.
[00:22:57.468 --> 00:23:02.171]  Or maybe you might get, if you really are bad, you might get some negative operant conditioning.
[00:23:02.191 --> 00:23:04.613]  You know, you might get tasered, you might get arrested, whatever.
[00:23:05.114 --> 00:23:06.735]  But that's the conditioning right there.
[00:23:07.075 --> 00:23:10.037]  You do what I tell you to do and you get the positive reinforcement.
[00:23:10.057 --> 00:23:18.364]  They've been doing that to kids for quite some time and a lot of people don't realize that as they move to Skinner's emphasis on operant, positive operant conditioning,
[00:23:18.724 --> 00:23:24.448]  That's when they started getting rid of things like grades and stuff like that because they just wanted to give people positive reinforcements.
[00:23:24.968 --> 00:23:29.111]  Well no, but the getting rid of the grades is putting it in the Soviet education system.
[00:23:29.532 --> 00:23:36.056]  They don't have grades there, they don't have competition, they have Pavlov, they study Darwin, and it's polytechnical.
[00:23:36.536 --> 00:23:41.400]  And I know that it is the Soviet education system that we're putting in because a team
[00:23:42.060 --> 00:23:47.623]  American educators went to the Soviet Union after Eisenhower signed the first agreement with Khrushchev in 1958.
[00:23:48.644 --> 00:23:49.384]  And they came back.
[00:23:49.444 --> 00:23:53.387]  And that study is at my son's website, americandeception.com.
[00:23:54.367 --> 00:24:00.911]  The Soviet educators, I mean, the American educators came back and it's really incredible that there's this report that they did.
[00:24:00.951 --> 00:24:02.312]  They've got pictures in it and everything.
[00:24:02.632 --> 00:24:07.675]  And you can just tick off every single thing in that book is what is being put in right now.
[00:24:08.015 --> 00:24:09.836]  Now, people are going to say, oh, no, but
[00:24:11.477 --> 00:24:12.038]  That's true.
[00:24:12.078 --> 00:24:14.400]  Now, let me go back to 1934.
[00:24:14.960 --> 00:24:16.201]  My little black blue book.
[00:24:16.241 --> 00:24:17.182]  I've got it right in front of me.
[00:24:17.222 --> 00:24:17.442]  Here.
[00:24:18.383 --> 00:24:22.907]  Conclusions and recommendations for the social studies.
[00:24:24.669 --> 00:24:25.429]  Can you see that?
[00:24:26.570 --> 00:24:27.631]  Hold it up to the camera.
[00:24:27.651 --> 00:24:28.972]  Hold it up a little bit higher, Charlotte.
[00:24:29.393 --> 00:24:29.533]  Yep.
[00:24:31.032 --> 00:24:32.353]  Hold it up just a little bit higher.
[00:24:33.714 --> 00:24:36.456]  The camera's quite a bit above you, so we're getting a lot of the top of your head, too.
[00:24:36.736 --> 00:24:37.797]  And pull it back a little bit.
[00:24:38.458 --> 00:24:38.938]  That's good.
[00:24:38.978 --> 00:24:39.839]  Okay, we can see that.
[00:24:39.859 --> 00:24:40.339]  That's good.
[00:24:40.659 --> 00:24:40.959]  Thank you.
[00:24:41.380 --> 00:24:41.740]  All right.
[00:24:41.880 --> 00:24:44.923]  Now, there's nothing new about this.
[00:24:45.183 --> 00:24:50.327]  Outcomes-based education, which is Skinner, mastery learning, performance-based.
[00:24:50.427 --> 00:24:52.088]  Whenever you hear performance, that's Skinner.
[00:24:52.608 --> 00:24:57.512]  Results-based, outcomes-based, competency-based, and effective schools.
[00:24:58.772 --> 00:25:02.214]  People think this is new, just like they think that the Communist core is new.
[00:25:02.314 --> 00:25:02.854]  It's not.
[00:25:03.135 --> 00:25:04.015]  This is not new.
[00:25:04.475 --> 00:25:06.477]  I'm going to read something to you from this book.
[00:25:08.558 --> 00:25:19.785]  In 1934, this was published in 1934, after, actually, after the initiation of a project entitled The Eight Year Study.
[00:25:20.916 --> 00:25:21.437]  Carnegie.
[00:25:22.197 --> 00:25:25.921]  The eight-year study was the pilot for outcomes-based education.
[00:25:27.403 --> 00:25:28.944]  They took away the Carnegie units.
[00:25:28.984 --> 00:25:31.026]  They took away all the grades, K through 12.
[00:25:31.366 --> 00:25:32.347]  They took everything away.
[00:25:32.708 --> 00:25:33.529]  No competition.
[00:25:33.569 --> 00:25:36.912]  This was all because these guys had been back and forth to the Soviet Union.
[00:25:37.292 --> 00:25:39.014]  They wanted to put in the Soviet system there.
[00:25:39.194 --> 00:25:41.877]  Outcomes-based education is the Soviet system.
[00:25:42.938 --> 00:25:43.418]  Period.
[00:25:44.399 --> 00:25:52.383]  In fact, a defector, I found a piece of paper, I can't find that guy, I can't find the piece of paper either, where a Soviet defector said OBE is the Soviet system.
[00:25:53.784 --> 00:25:54.825]  But that's Pavlov.
[00:25:54.925 --> 00:25:57.846]  OBE is Mastery Learning, it's Direct Instruction.
[00:26:00.068 --> 00:26:03.369]  Those two, basically, are the words that we know.
[00:26:03.409 --> 00:26:06.131]  Mastery Learning, Direct Instruction, OBE.
