[00:00:03.291 --> 00:00:05.392]  You're listening to GCN.
[00:02:07.936 --> 00:02:22.610]  If you want to wonder how big this radio show is, even separate from the website, it's the fact that they try to pin... I'd say about half the major crimes, we get brought into it.
[00:02:22.650 --> 00:02:25.773]  You had Poplowski shoot three cops in Pittsburgh a few years ago.
[00:02:26.724 --> 00:02:30.006]  The Marine, and they said he did it because he was one of my listeners.
[00:02:30.046 --> 00:02:30.946]  Turned out he hated me.
[00:02:30.966 --> 00:02:34.288]  He was a white supremacist that didn't like the fact that I wasn't a racist.
[00:02:34.769 --> 00:02:38.831]  Within two hours of him being in custody, his mother was trying to throw him out of the house.
[00:02:38.851 --> 00:02:39.891]  That's why he shot the cops.
[00:02:40.272 --> 00:02:40.892]  He was drunk.
[00:02:41.953 --> 00:02:45.435]  They were blaming me on the news for it, nationally.
[00:02:46.615 --> 00:02:47.616]  Now, why is that?
[00:02:48.896 --> 00:02:50.477]  It's because we've got their number.
[00:02:50.577 --> 00:02:51.798]  We know who the globalists are.
[00:02:51.838 --> 00:02:52.959]  We know what their program is.
[00:02:53.732 --> 00:03:03.054]  And they're very concerned that we be discredited so that people will not look at what we cover on the radio show, the InfoWars Nightly News, and on the websites.
[00:03:03.874 --> 00:03:09.035]  Which, by the way, we're working on revamping to the latest, easiest web design.
[00:03:09.055 --> 00:03:11.236]  That's all ongoing right now.
[00:03:12.376 --> 00:03:15.277]  So, PrisonPlanet.com, InfoWars.com.
[00:03:16.557 --> 00:03:17.997]  Four killed, eight injured.
[00:03:18.017 --> 00:03:21.898]  The Washington Post and others are saying three shooters now, too.
[00:03:23.812 --> 00:03:32.954]  AP saying at least one shooter is dead, and now CNN's reporting two suspects down, one dead, one down.
[00:03:32.974 --> 00:03:38.655]  I would suspect that means dead or close to it, in the Naval Yard shooting.
[00:03:39.336 --> 00:03:49.278]  Oh, but don't worry, the same team that responded to the Boston bombing, because that undoubtedly was a false flag up one side and down the other, they are there to make sure the truth comes out.
[00:03:51.345 --> 00:03:54.167]  The Russians have staged mass shootings before to take liberty.
[00:03:54.788 --> 00:03:56.809]  Clear evidence in Pristina and other areas.
[00:03:58.290 --> 00:04:02.873]  The Nazis staged mass shootings in Operation Himmler as a pretext to take liberties.
[00:04:03.413 --> 00:04:09.317]  Operation Northwoods, put out by the Pentagon, was how to stage mass shootings and frame it on Patsy's.
[00:04:10.798 --> 00:04:15.761]  When you have multiple shooters like this, it has Patsy written all over it.
[00:04:15.941 --> 00:04:19.364]  And how they tend to do it is, in the modern ages, have a drill,
[00:04:21.189 --> 00:04:22.589]  Have people that show up for the drill.
[00:04:24.190 --> 00:04:31.372]  You then shoot them in the corridors or wherever you tell them to meet the feds for the drill.
[00:04:31.872 --> 00:04:32.713]  They shoot them.
[00:04:33.173 --> 00:04:37.354]  Then the feds go out with a mask or the contractors shoot some people.
[00:04:40.319 --> 00:04:41.559]  Folks said they were bad shots.
[00:04:41.599 --> 00:04:45.720]  Well, they were probably just told to only kill a few people, but create a big ruckus.
[00:04:46.541 --> 00:04:50.621]  This is how you would stage a false flag, and then you go back and are part of the FBI team.
[00:04:50.862 --> 00:04:52.722]  They said responded minutes after.
[00:04:53.042 --> 00:04:56.083]  Really, but it took three hours for this to start winding down.
[00:04:56.463 --> 00:04:58.323]  It started at, what, 720 Eastern?
[00:04:59.284 --> 00:05:03.004]  Just now starting to wind down at noon Eastern?
[00:05:04.125 --> 00:05:05.345]  That's like four or five hours.
[00:05:05.985 --> 00:05:09.086]  We're going to break it all down straight ahead and take phone calls from the area.
[00:05:10.626 --> 00:05:13.388]  Protecting your home with a security system is a must.
[00:05:13.608 --> 00:05:19.653]  But when it comes to protecting your family, your home, and belongings, there's no need to sign a long-term contract.
[00:05:19.993 --> 00:05:26.378]  Listen, there is some real scum in the alarm business cashing in by locking you into long, punishing contracts.
[00:05:26.798 --> 00:05:28.739]  Not with SimpliSafe Home Security.
[00:05:29.080 --> 00:05:30.120]  They're the good guys.
[00:05:30.421 --> 00:05:33.142]  You can trust SimpliSafe to protect your family.
[00:05:33.503 --> 00:05:37.805]  SimpliSafe was created by a Harvard Business School engineer, and it's revolutionary.
[00:05:38.006 --> 00:05:41.288]  You'll get 24-hour protection for just $14.99 a month.
[00:05:41.548 --> 00:05:44.270]  There are no hidden fees and no contracts.
[00:05:44.470 --> 00:05:45.451]  You'll save thousands.
[00:05:45.691 --> 00:05:48.753]  Plus, you're protected by their 100% money-back guarantee.
[00:05:49.093 --> 00:05:52.155]  Protect yourself against home invasions and break-ins.
[00:05:52.515 --> 00:05:56.458]  Order your SimpliSafe system now and receive a wireless keychain remote.
[00:05:56.718 --> 00:05:58.622]  A $25 gift, free.
[00:05:59.063 --> 00:06:01.688]  So don't waste your time dealing with scum.
[00:06:02.049 --> 00:06:08.401]  Visit GetSimplySafe.com GetSimplySafe.com GetSimplySafe.com
[00:06:09.932 --> 00:06:14.535]  Why does the United States spend the largest percentage of GDP in the world on healthcare?
[00:06:14.655 --> 00:06:17.616]  Why do we have the highest cancer rates on the planet?
[00:06:17.776 --> 00:06:23.019]  The highest rates of diabetes, autism, and every other major disease.
[00:06:23.340 --> 00:06:25.021]  It all comes down to one thing.
[00:06:25.281 --> 00:06:26.601]  We are what we eat.
[00:06:26.902 --> 00:06:31.244]  Our food is devoid of nutrition and processed with poisons and additives.
[00:06:31.584 --> 00:06:35.567]  Our water is filled with toxic poisons and big pharma runoff.
[00:06:35.807 --> 00:06:38.068]  All of this has been engineered by design.
[00:06:38.348 --> 00:06:44.273]  We can turn the tide against the eugenicist by giving ourselves the nutrients our body desperately needs.
[00:06:44.573 --> 00:06:47.295]  To learn more, visit InfoWarsHealth.com.
[00:06:47.555 --> 00:06:54.360]  The site is literally packed with audio and video featuring top health professionals who don't bow down to big pharma.
[00:06:54.600 --> 00:07:00.409]  The fight against the New World Order starts with you, and you can't stand against the machine of your sick, tired, and obese.
[00:07:00.670 --> 00:07:06.599]  When you visit Infowarshealth.com, be sure and check out the catalog, with nearly 400 life-changing products.
[00:07:06.840 --> 00:07:09.343]  And get free shipping when you sign up for AutoShip.
[00:07:10.310 --> 00:07:23.437]  With over 3,000 years of historic use, Pure Silver continues to be one of nature's most reliable and effective agents against fighting viruses, mold, fungus, bacteria, pathogens and parasites.
[00:07:24.057 --> 00:07:34.383]  At Silverlungs, we have developed a reliable and easy-to-use full production system for creating endless Pure Nano Silver solutions right from the convenience and comfort of your home.
[00:07:35.003 --> 00:07:39.266]  Your self-produced nano-silver solutions can be applied topically to the skin.
[00:07:39.666 --> 00:07:55.716]  For many who are new to silver that wish to try silver for the first time, we offer a full line of consumables and cosmetics, such as our 2-ounce nano-silver nasal sprays, our nano-silver soap, and our most popular product, the all-natural nano-silver gel.
[00:07:56.556 --> 00:08:03.979]  Visit www.silverlungs.com to learn more about the industry-leading technology of the Silver Lungs System.
[00:08:04.399 --> 00:08:07.621]  That's www.silverlungs.com.
[00:08:27.509 --> 00:08:33.652]  We now take you live to the Central Texas Command Center, in the heart of the resistance.
[00:08:33.992 --> 00:08:35.573]  It's Alex Jones.
[00:08:37.033 --> 00:08:40.515]  It is Monday, the 16th day of September, 2013.
[00:08:41.815 --> 00:08:54.421]  We're going to be live here for the next three hours, and obviously we are going to be breaking down the Naval Yard shooting that's reportedly killed four, injured eight,
[00:08:55.655 --> 00:09:01.377]  Including two police officers that are amongst the injured.
[00:09:01.397 --> 00:09:05.198]  And it looks like one of them is probably a fatality.
[00:09:06.979 --> 00:09:11.881]  And both shooters are reportedly down, one of them reportedly dead.
[00:09:11.901 --> 00:09:14.962]  We don't know if that's part of the list of killed.
[00:09:16.618 --> 00:09:32.209]  Reportedly, the shooters were firing from balconies down into a cafeteria area, and we have one of the witnesses we're going to play a clip of in a moment saying that she was told by cafeteria staff to stay there.
[00:09:32.629 --> 00:09:34.190]  You're supposed to get in a fetal position.
[00:09:34.671 --> 00:09:35.691]  Your children are trained.
[00:09:35.711 --> 00:09:39.794]  If anybody ever comes up into an area shooting people, you don't run.
[00:09:40.175 --> 00:09:46.119]  You get in a fetal position to get the maximum kill rate so that the government can then take everybody's guns.
[00:09:47.125 --> 00:09:49.466]  You're trained to not fight back when a bully punches you.
[00:09:50.106 --> 00:09:52.707]  You're trained to never resist.
[00:09:53.107 --> 00:09:57.528]  You're trained by the criminal state to submit and be a victim.
[00:09:57.689 --> 00:10:00.269]  And no one can doubt that that is the case.
[00:10:00.289 --> 00:10:04.851]  In fact, let's play a clip of that from one of the press conferences.
[00:10:05.544 --> 00:10:11.507]  After paying for my breakfast, I heard three gunshots.
[00:10:12.287 --> 00:10:17.349]  About three seconds later, there were four more gunshots and all the people there were in the cafeteria.
[00:10:17.389 --> 00:10:22.112]  We all panicked and he was trying to decide on which way we were going to run out.
[00:10:22.612 --> 00:10:27.474]  The people, the workers in the cafeteria wanted us to stand and hide, but I just ran.
[00:10:28.274 --> 00:10:30.976]  That's right, and they told, they told,
[00:10:35.925 --> 00:10:42.530]  The 3,000 people there reportedly over loudspeakers to shelter in place.
[00:10:45.092 --> 00:10:56.981]  And of course, we're doing another article on what came out earlier in the year, the Homeland Security training video, where it tells you to shelter in place and fight back with scissors or your shoe.
[00:10:59.344 --> 00:11:22.655]  But all over the country for at least 15 years, as you know, they have training in government facilities, corporations, but mainly government training centers, government indoctrination centers, public education centers, that you get down on your knees or in a fetal position so that I guess it's easier for the shooter to kill everybody.
[00:11:25.657 --> 00:11:27.418]  That'd be like training someone that
[00:11:28.576 --> 00:11:41.383]  If you're walking down the street and somebody tells you to get in the car, just go ahead and go get in the car with them, because then everything is going to be all right.
[00:11:44.685 --> 00:11:49.928]  Totally disgusting to see all of this unfolding.
[00:11:49.948 --> 00:11:57.793]  I just wanted to remind everybody here today that you have a better chance to die from a honeybee sting than to
[00:11:59.761 --> 00:12:04.323]  be killed in a terror attack period including mass shootings.
[00:12:04.403 --> 00:12:11.466]  There's only about 64 of them a year and less than 25 of them are actual real mass shooting events.
[00:12:11.947 --> 00:12:18.590]  That was the statistics from the Justice Department indexed over the last decade that we've covered at nauseam.
[00:12:19.050 --> 00:12:25.493]  And since 1992 through 2011, where we get the latest statistics, here's the LA Times.
[00:12:27.077 --> 00:12:29.119]  Mirroring what we reported months before.
[00:12:29.379 --> 00:12:32.601]  And my point is, we forced these statistics out.
[00:12:32.621 --> 00:12:33.922]  We actually broke them down here.
[00:12:34.823 --> 00:12:37.425]  That overall mass shootings the last 20 years have dropped 49%.
[00:12:40.627 --> 00:12:42.429]  Total shootings have dropped 49%.
[00:12:42.849 --> 00:12:44.830]  Mass shootings, it was 60-something percent.
[00:12:45.351 --> 00:12:46.772]  And overall crime, more than 50%.
[00:12:47.893 --> 00:12:51.355]  And here's the LA Times this year breaking that down.
[00:12:51.735 --> 00:12:55.618]  Gun crime has plunged, but Americans think it's up, study says.
[00:12:56.599 --> 00:12:58.881]  That is out of the Los Angeles Times.
[00:12:58.941 --> 00:13:01.664]  And tonight on the Nightly News, I'm going to be co-hosting it.
[00:13:02.004 --> 00:13:03.986]  We're going to go over all those statistics.
[00:13:04.006 --> 00:13:06.549]  We'll cover some of them here today as well.
[00:13:06.629 --> 00:13:16.118]  But don't take my word for it, but the perception everywhere is that crime is absolutely exploding.
[00:13:16.158 --> 00:13:16.838]  And why is that?
[00:13:17.159 --> 00:13:17.939]  You had one 19-year-old man
[00:13:20.814 --> 00:13:33.603]  Hiding out in a boat in Boston and they shut more than half the city down and treated everyone as suspects who looked nothing like him and went in people's houses and beat people up in a giant orgy of power grabbing.
[00:13:36.425 --> 00:13:37.706]  And it's the same thing here.
[00:13:38.647 --> 00:13:41.669]  Scores of helicopters, dozens of armored vehicles.
[00:13:42.389 --> 00:13:47.533]  It started at 7.20 in the morning and just started wrapping up about 15 minutes ago.
[00:13:47.633 --> 00:13:48.554]  Both shooters down.
[00:13:49.830 --> 00:14:04.575]  At about 11.58 Eastern, 10.58 Central, just about 15, 16 minutes ago, they said, OK, this is kind of wrapping it up.
[00:14:05.135 --> 00:14:09.537]  Still, people are told to shelter in place, which means sit and wait and prepare to die.
[00:14:12.158 --> 00:14:12.778]  Unbelievable.
[00:14:13.478 --> 00:14:16.259]  Unbelievable that all of this is going on.
[00:14:16.279 --> 00:14:18.240]  And you see how good
[00:14:20.419 --> 00:14:24.482]  I guess security guards with guns are, when there's just a few of them instead of everybody being armed.
[00:14:25.463 --> 00:14:32.668]  One of the shooters reportedly walked up and shot a cop at point-blank range was the first person shot.
[00:14:32.728 --> 00:14:35.110]  Now, none of this is completely confirmed yet, obviously.
[00:14:35.130 --> 00:14:37.111]  It's all a fluid situation right now.
[00:14:37.351 --> 00:14:38.192]  Here's what I want to do.
[00:14:38.492 --> 00:14:41.955]  There were reportedly 3,000 people in the Naval Yard alone.
[00:14:44.022 --> 00:14:50.946]  When they've had other mass shootings at universities that were ongoing, we've been able to have callers in first to tell us what was happening.
[00:14:50.966 --> 00:15:03.394]  But now that this situation is over, or at least looks like it's ending, I would like to hear from eyewitnesses to what you personally saw or heard at the Naval Yard there in Washington, D.C.
[00:15:04.895 --> 00:15:12.539]  In the victim disarmament zone, crime capital, twin crime capital of the world, not just the United States, D.C.,
[00:15:14.992 --> 00:15:21.334]  And Chicago are well known to be the twin crime capitals of the planet.
[00:15:21.854 --> 00:15:23.655]  Worse than Mexico City per capita.
[00:15:25.035 --> 00:15:27.856]  Now, Mexico has the highest crime rate in the world overall.
[00:15:28.537 --> 00:15:30.297]  And of course, citizens aren't allowed to have guns.
[00:15:30.697 --> 00:15:31.077]  Period.
[00:15:31.097 --> 00:15:32.438]  It's only criminals and government.
[00:15:32.718 --> 00:15:33.258]  Same thing.
[00:15:34.058 --> 00:15:35.299]  Two peas in a pod, have them.
[00:15:35.879 --> 00:15:43.182]  But for cities, Chicago, the great city, the windy city, and DC,
[00:15:44.963 --> 00:15:47.964]  Both have the twin peaks.
[00:15:51.766 --> 00:15:54.126]  One has the record one year, the other has the record the next year.
[00:15:55.227 --> 00:15:56.027]  And that's it.
[00:15:57.308 --> 00:16:08.852]  And so, again, a place where you've got all of these Navy personnel and civilian personnel and longshoremen and
[00:16:10.885 --> 00:16:23.518]  The different civilian, maritime groups, merchant marine that make up so much of the military's transport fleet.
[00:16:23.958 --> 00:16:33.568]  You've got them all there, none of them allowed to have guns, except a few federal security guards, police officers, but they call them security guards, in there to be shot.
[00:16:35.512 --> 00:16:49.984]  When, I guarantee you, if you tried this, let's say, in a neighborhood in South Austin, not even a particularly libertarian or conservative city, if you had a mass shooter going down the street shooting people, he would be dead in minutes.
[00:16:51.024 --> 00:16:51.945]  And it happens all the time.
[00:16:52.486 --> 00:16:56.088]  You've got somebody pulls a gun out and starts shooting people and folks kill him.
[00:16:56.529 --> 00:17:03.634]  Every month I see articles in Arizona or Texas or other states that have a lot of guns where people are shooting at cops.
[00:17:04.574 --> 00:17:09.157]  In a standoff situation and citizens shoot the bad guys from behind.
[00:17:09.538 --> 00:17:12.800]  You'll have a bad guy behind a tree or behind a truck shooting at cops.
[00:17:12.820 --> 00:17:13.981]  You got cops over here shooting.
[00:17:14.521 --> 00:17:15.742]  Citizens just open their window.
[00:17:16.042 --> 00:17:16.402]  Boom!
[00:17:17.283 --> 00:17:18.204]  One shot, you're dead.
[00:17:18.264 --> 00:17:19.665]  I mean, it happens all the time.
[00:17:20.085 --> 00:17:21.246]  It's in the local news.
[00:17:21.646 --> 00:17:26.790]  And then you'll hear headlines like, Grand Jury Does Not Indict Citizen Hero.
[00:17:28.052 --> 00:17:32.476]  And the police will have to go to the prosecutors and say, oh, don't, no, no, no.
[00:17:32.857 --> 00:17:35.719]  I know they were involved in the shooting, but they helped us, please don't.
[00:17:36.340 --> 00:17:47.450]  Nowadays, they would have arrested the citizen, the janitor, who went up the tower, the UT tower, with the Austin cop who I've interviewed.
[00:17:48.611 --> 00:17:51.074]  And by the way, the citizen got the first shot off with a shotgun.
[00:17:53.120 --> 00:17:57.624]  Charged him first and killed the Marine with the rifles.
[00:17:58.225 --> 00:18:08.895]  Nowadays they probably would have, I'm not kidding, they would probably have arrested the civilian, as they call them, or the cop wouldn't have let a civilian go up the tower with him.
[00:18:09.596 --> 00:18:14.361]  Because that's an American, that's an enemy, that's a fellow slave that's armed.
[00:18:16.275 --> 00:18:22.582]  And it's not that cops themselves are bad on average, it's the training now is that a citizen with a gun is the ultimate evil.
[00:18:23.223 --> 00:18:35.778]  When in truth, ladies and gentlemen, the truth is more guns means less crime and there is a 50 plus percent overall drop
[00:18:38.997 --> 00:18:47.083]  In shootings period, 49% drop in other types of shootings and 60 plus percent overall drop in violent crime.
[00:18:47.663 --> 00:18:54.949]  And you can go look at those statistics one by one in the InfoWars.com articles and videos we've done that I'm going to have from earlier this year and last year.
[00:18:56.226 --> 00:19:00.249]  with Sandy Hook reposted to an article at Infowars.com.
[00:19:00.609 --> 00:19:04.272]  But you can just type in, gun crime has plunged, but Americans think it's up.
[00:19:04.712 --> 00:19:05.453]  Study says.
[00:19:05.473 --> 00:19:18.823]  And then they go in to say that actually some gun crime dropped 75% is what the LA Times says.
[00:19:19.403 --> 00:19:20.925]  Again, it depends on how you look at it.
[00:19:21.205 --> 00:19:22.746]  We try to be conservative, okay?
[00:19:23.707 --> 00:19:23.887]  But
[00:19:25.302 --> 00:19:32.947]  The whole point here is, yeah it says 75 right there, but really it's 49 if you want to be most conservative.
[00:19:34.008 --> 00:19:34.368]  It's 49.
[00:19:37.010 --> 00:19:38.631]  Sure, some of it's as high as 75.
[00:19:39.511 --> 00:19:40.132]  So there you go.
[00:19:41.363 --> 00:19:42.403]  Now that's the big issue.
[00:19:42.883 --> 00:19:47.565]  Now when we come back, could this be a false flag is the $64 trillion question.
[00:19:48.125 --> 00:19:53.626]  Four victims killed, eight injured in a shooting at the Washington Navy Yard, at least two shooters down.
[00:19:54.427 --> 00:19:57.688]  That sounds like terrorism, so of course they're saying it's not terrorism.
[00:19:58.168 --> 00:20:02.709]  You got multiple shooters, that's not somebody going postal, which you might see at a naval yard.
[00:20:02.729 --> 00:20:03.329]  800-259-9231.
[00:20:03.389 --> 00:20:03.829]  Were you there?
[00:20:03.849 --> 00:20:05.010]  Did you have family there?
[00:20:05.030 --> 00:20:05.070]  800-259-9231.
[00:20:10.251 --> 00:20:14.818]  Why does the United States spend the largest percentage of GDP in the world on healthcare?
[00:20:14.979 --> 00:20:17.943]  Why do we have the highest cancer rates on the planet?
[00:20:18.104 --> 00:20:23.332]  The highest rates of diabetes, autism, and every other major disease.
[00:20:23.672 --> 00:20:25.275]  It all comes down to one thing.
[00:20:25.575 --> 00:20:26.916]  We are what we eat.
[00:20:27.216 --> 00:20:31.560]  Our food is devoid of nutrition and processed with poisons and additives.
[00:20:31.880 --> 00:20:35.863]  Our water is filled with toxic poisons and big pharma runoff.
[00:20:36.104 --> 00:20:38.425]  All of this has been engineered by design.
[00:20:38.666 --> 00:20:44.590]  We can turn the tide against the eugenicist by giving ourselves the nutrients our body desperately needs.
[00:20:44.891 --> 00:20:47.132]  To learn more visit InfoWarsHealth.com
[00:20:47.853 --> 00:20:54.758]  The site is literally packed with audio and video featuring top health professionals who don't bow down to Big Pharma.
[00:20:54.918 --> 00:21:00.722]  The fight against the New World Order starts with you, and you can't stand against the machine of your sick, tired, and obese.
[00:21:00.963 --> 00:21:06.907]  When you visit InfoWarsHealth.com, be sure and check out the catalog with nearly 400 life-changing products.
[00:21:07.147 --> 00:21:09.629]  And get free shipping when you sign up for AutoShip.
[00:21:10.029 --> 00:21:15.371]  American gardeners and fellow Patriots make the right choice with your money, time, and your family food supply.
[00:21:15.491 --> 00:21:20.533]  Choose 100% pure heirloom seeds in the Survival Seed Vault from MyPatriotsupply.com.
[00:21:20.673 --> 00:21:21.513]  Why spend more?
[00:21:21.653 --> 00:21:29.416]  The Survival Seed Vault from MyPatriotsupply.com is only $37.95 and includes 20 varieties of pure, hearty, easy-to-grow heirloom seeds.
[00:21:29.696 --> 00:21:30.176]  Yes, only $37.95.
[00:21:30.236 --> 00:21:31.216]  That's 70% less than our competitors.
[00:21:33.857 --> 00:21:37.020]  You could buy three Survival Seed Vaults for less than one of theirs.
[00:21:37.241 --> 00:21:43.728]  The Survival Seed Vault from MyPatriotSupply.com includes detailed planting and seed saving instructions and ships same day.
[00:21:43.888 --> 00:21:46.531]  Plus, all orders over $49 ship free.
[00:21:46.731 --> 00:21:50.375]  MyPatriotSupply.com is American owned by patriots like you.
[00:21:50.595 --> 00:21:52.377]  Passionate about freedom and preparedness.
[00:21:52.597 --> 00:21:55.440]  Call now 866-229-0927.
[00:21:55.760 --> 00:21:58.383]  That's 866-229-0927.
[00:21:58.743 --> 00:22:04.469]  Or discover more emergency preparedness items when you order at MyPatriotSupply.com.
[00:22:04.609 --> 00:22:05.610]  Choose the original.
[00:22:05.710 --> 00:22:09.254]  Choose the Survival Seed Vault at MyPatriotSupply.com.
[00:22:09.639 --> 00:22:18.884]  We the people grow cotton, weave fabric, engrave ink, embed strips and fibers to protect from counterfeit, then carting to a private bank, having it led back at interest, forcing taxes to service debt.
[00:22:18.944 --> 00:22:19.684]  This capitalism?
[00:22:19.744 --> 00:22:25.848]  Or was Jefferson correct when stating a central bank issuing the public currency is a greater menace to the liberties of the people than a standing army?
[00:22:25.908 --> 00:22:29.550]  Ted Anderson, I'm placing a free silver dollar in a book that explains our monetary system.
[00:22:29.610 --> 00:22:30.530]  Call for your copy 800-686-2237.
[00:22:30.550 --> 00:22:31.871]  It's time to understand the system.
[00:22:31.931 --> 00:22:32.211]  Call 800-686-2237.
[00:22:32.251 --> 00:22:32.531]  That's 800-686-2237.
[00:22:39.395 --> 00:22:41.196]  You've thought about it for years.
[00:22:41.396 --> 00:22:42.897]  Well, the time is now.
[00:22:43.117 --> 00:22:46.359]  You need a secret bunker, and you need it deep and strong.
[00:22:46.559 --> 00:22:50.021]  Atlas Survival Shelters should be your first and only choice.
[00:22:50.261 --> 00:22:57.405]  The experts at Atlas can help you choose a shelter that has all the comforts of your home, and is 11 times stronger than square box shelters.
[00:22:57.645 --> 00:23:00.186]  Call Atlas at 1-855-4BUNKERS.
[00:23:00.206 --> 00:23:02.287]  1-855-4BUNKERS.
[00:23:02.588 --> 00:23:04.669]  Or visit iwantthatbunker.com.
[00:23:04.909 --> 00:23:06.310]  Atlas Survival Shelters.
[00:23:06.690 --> 00:23:08.651]  Better prepared than scared.
[00:23:09.131 --> 00:23:14.134]  We travel so much and having a fake TV gives added peace of mind.
[00:23:14.275 --> 00:23:17.397]  Burglars look for houses that appear to be easy targets.
[00:23:17.797 --> 00:23:23.781]  But fake TV can fool even professional burglars into thinking someone is home watching television.
[00:23:23.921 --> 00:23:35.849]  As a recent widow living alone, it gives me great peace of mind to set my fake TV near a window and know that passing motorists and pedestrians will think someone is home watching TV when I'm actually away from home.
[00:23:36.149 --> 00:23:40.532]  Fake TV easily plugs into any outlet just like a light on a timer.
[00:23:40.732 --> 00:23:42.293]  And they're so easy to use.
[00:23:42.533 --> 00:23:44.434]  You just plug them in and they're ready to go.
[00:23:44.454 --> 00:23:48.176]  Plus, they're so affordable that we have one upstairs and downstairs.
[00:23:48.436 --> 00:23:51.598]  Fake TV is only $29.95 with pre-shipping.
[00:23:51.998 --> 00:23:54.960]  Order your Fake TV by calling 877-5-FAKE-TV or go to faketv.com.
[00:23:58.942 --> 00:23:59.782]  That's 877-532-5388 or Faketv.com.
[00:23:59.802 --> 00:24:00.783]  Faketv, the burglar deterrent.
[00:24:27.688 --> 00:24:34.675]  Folks, I would like to hear from listeners that may have been inside of the giant complex naval yard that one building had as many as 3,000
[00:24:49.497 --> 00:24:58.904]  Workers in a huge shipyard facility just a few miles away from the occupied capital there in DC.
[00:24:59.444 --> 00:25:06.329]  They're reporting the main shooter suspect shot and being down, being reportedly a black man.
[00:25:07.210 --> 00:25:19.202]  And then reportedly a Caucasian, a white male in some type of khaki uniform with a khaki beret, that sounds like some kind of US military uniform, running around with a handgun.
[00:25:20.183 --> 00:25:28.192]  But you can have a lot of false reports too, because if any other citizen sees someone with a gun, you're not supposed to have a gun unless you're in a black uniform.
[00:25:29.193 --> 00:25:38.320]  Slaves aren't allowed to have guns, so everyone's been Pavlovianly trained that you only see men in black uniforms, black ski masks, checkpoints.
[00:25:38.761 --> 00:25:41.443]  That makes you feel safe, like Nazi Germany.
[00:25:42.203 --> 00:25:43.244]  That keeps you safe.
[00:25:44.485 --> 00:25:54.713]  If somebody in the military happened to sneak a gun on the base, which is not uncommon to be able to protect themselves, then that would be accounting for the other shooters.
[00:25:55.114 --> 00:25:56.335]  Or it may be another shooter.
[00:25:57.330 --> 00:26:18.673]  Or it may have been somebody taking part in a drill, and the way you'd run a false flag, and we don't know if this is a false flag, the way you run a false flag, one way you do it is to have shooters there who think they're part of a drill, then you kill them, and then have your real shooters just basically change out of whatever outfit they were in, and then into another.
[00:26:19.881 --> 00:26:36.431]  And then you divert everyone from the implosion of the narrative on Syria, the implosion with the Benghazi report coming out, all the NSA news pouring out of the illegal spying and government lying, the IRS caught lying about targeting Tea Party conservatives and others.
[00:26:37.912 --> 00:26:45.877]  You've got all the other scandals, so this is a great way to change the subject because any way you slice this, ladies and gentlemen, any way you look at this,
[00:26:48.015 --> 00:26:52.140]  When you have one of these mass shootings, it's like the world has ended.
[00:26:54.482 --> 00:26:59.167]  We had six people burned up today in a trailer while the mom was at work.
[00:27:00.549 --> 00:27:01.530]  Associated Press.
[00:27:02.110 --> 00:27:04.373]  We have 1,200 missing.
[00:27:04.753 --> 00:27:06.856]  There could be hundreds of dead in Colorado.
[00:27:07.416 --> 00:27:08.677]  You wouldn't even think that mattered.
[00:27:09.619 --> 00:27:12.180]  Maybe we should have a TSA checkpoint to stop the water.
