[00:00:32.666 --> 00:00:33.367]  I'm good.
[00:04:55.356 --> 00:05:16.136]  Now at one point I went to a gorgeous spot in Big Bend right on the Rio Grande and Mexico is just right across the river where there was a resort about 80 years ago where people came and visited the amazing hot springs and you could see illegals the two times we went there over the weekend just coming and going back and forth across the border
[00:05:16.816 --> 00:05:17.936]  And I talked to some of the locals.
[00:05:17.956 --> 00:05:28.058]  They said if you camp out there at night, sometimes hundreds of people rush across and are picked up by the coyotes or the people smugglers, as they're called.
[00:05:30.779 --> 00:05:34.879]  Here we are in Big Bend on the U.S.-Mexico border.
[00:05:34.899 --> 00:05:35.899]  There's the Rio Grande River.
[00:05:37.460 --> 00:05:39.980]  And the Mexicans just passed at will.
[00:05:40.000 --> 00:05:44.241]  We were out here at night last night when we were leaving and there were just dozens of people going back and forth.
[00:05:45.687 --> 00:05:45.787]  Hi!
[00:05:46.688 --> 00:05:47.649]  Pretty friendly folks.
[00:05:48.950 --> 00:05:59.519]  And it was just incredible to then see the Border Patrol helping, and we didn't get footage of this because we just wanted to get out of there, searching the U.S.
[00:05:59.579 --> 00:06:13.410]  citizens that had come down there to drink Kersh Light and throw footballs, you know, back and forth to each other across the river, and to be riding tickets and arresting people for drinking a couple beers while illegal aliens crossed at will.
[00:06:13.530 --> 00:06:14.111]  They were friendly.
[00:06:15.051 --> 00:06:23.253]  On horseback and back across, and as coyotes ferried people back and forth across, even on canoes.
[00:06:24.133 --> 00:06:32.054]  We even ran into one fella who was singing songs from across the border, if you'd give five dollars to his compadre.
[00:06:32.074 --> 00:06:40.036]  Ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay,
[00:06:50.883 --> 00:06:57.948]  Big Bend is one of the least visited national parks because it's a good 300 miles from even San Antonio.
[00:06:58.528 --> 00:07:01.150]  So there aren't any big cities for a long, long way.
[00:07:01.971 --> 00:07:03.712]  It's the same story on the Mexico side.
[00:07:04.592 --> 00:07:05.713]  When we came through the
[00:07:06.834 --> 00:07:08.995]  I was going to get out and interview them about Fast and Furious.
[00:07:26.647 --> 00:07:30.991]  We're driving up to the checkpoint about, I don't know, 70 miles from the Texas border, right Richard?
[00:07:31.592 --> 00:07:33.694]  I guess so, roughly about 70-80 miles.
[00:07:33.894 --> 00:07:40.840]  And we'd like to go down to South Padre, but we noticed they just let all the other 18-wheelers and stuff through, but they always want to pull us aside.
[00:07:40.860 --> 00:07:47.266]  We've never been through this, or at least since I was a teenager, I haven't been through these internal checkpoints down by Big Bend.
[00:07:48.067 --> 00:07:49.708]  So we are going to see
[00:07:50.916 --> 00:07:51.537]  What happens?
[00:07:52.097 --> 00:07:55.499]  We're going to declare that obviously we haven't been down to Mexico and we don't have anything to declare.
[00:07:56.000 --> 00:07:58.461]  But we've noticed this is really used just to go after citizens.
[00:07:58.481 --> 00:08:08.068]  In fact, we saw Border Patrol assisting park rangers at Big Bend in bugging the hell out of people who were drinking beer down on the border on the Rio Grande.
[00:08:09.229 --> 00:08:13.452]  And so, and of course they also are looking for drugs constantly.
[00:08:13.472 --> 00:08:14.033]  Something that the
[00:08:14.940 --> 00:08:21.508]  The government itself has been caught bringing in, there's just a big report out about the Border Patrol with unprecedented corruption.
[00:08:22.228 --> 00:08:24.071]  So this is their big prize right here.
[00:08:25.232 --> 00:08:32.681]  And I am planning to talk to them about a whole bunch of different issues as soon as we get off and have a chance to talk to them.
[00:08:34.170 --> 00:08:35.531]  So, that is my main.
[00:08:36.532 --> 00:08:39.634]  Yep, there's another immigrant searching dog.
[00:08:39.714 --> 00:08:40.495]  It's really from U.S.
[00:08:40.535 --> 00:08:40.995]  citizens.
[00:08:41.836 --> 00:08:43.057]  Here we go.
[00:08:43.237 --> 00:08:44.178]  How many in the vehicle?
[00:08:44.238 --> 00:08:44.558]  Six.
[00:08:45.519 --> 00:08:45.759]  Six?
[00:08:45.859 --> 00:08:46.359]  Everybody U.S.
[00:08:46.379 --> 00:08:46.720]  citizens?
[00:08:46.800 --> 00:08:47.220]  Yes, sir.
[00:08:47.340 --> 00:08:49.182]  Okay, where are you coming from?
[00:08:49.202 --> 00:08:51.724]  We went down to Big Bend with a family.
[00:08:53.720 --> 00:08:54.320]  What are you doing, sir?
[00:08:54.500 --> 00:08:54.760]  Us.
[00:08:55.200 --> 00:08:56.021]  I'm videotaping.
[00:08:56.041 --> 00:08:56.861]  I'm Alex Jones, man.
[00:08:56.881 --> 00:08:57.861]  You guys are videotaping us.
[00:08:58.522 --> 00:08:59.522]  Videotaping with what?
[00:08:59.942 --> 00:09:00.862]  With my phone right here.
[00:09:01.202 --> 00:09:02.823]  We're videotaping you?
[00:09:03.303 --> 00:09:04.043]  Of course you are.
[00:09:04.443 --> 00:09:04.824]  Where's that?
[00:09:04.844 --> 00:09:08.165]  You're gonna pretend you don't have cameras watching us?
[00:09:08.185 --> 00:09:09.185]  I mean, that's like a joke, man.
[00:09:09.949 --> 00:09:11.370]  So, how was your trip down there?
[00:09:11.470 --> 00:09:12.031]  It was awesome.
[00:09:12.211 --> 00:09:12.651]  It was awesome.
[00:09:12.851 --> 00:09:14.092]  Hey, I wanted to talk to you guys.
[00:09:14.112 --> 00:09:23.259]  I hoped you pulled us over to the secondary area because I wanted to ask about Fast and Furious and Obama shipping guns into Mexico and why you guys aren't trying to investigate him.
[00:09:23.619 --> 00:09:24.159]  Don't comment.
[00:09:25.060 --> 00:09:25.781]  Have a good one, gentlemen.
[00:09:25.801 --> 00:09:26.401]  Okay, you too, man.
[00:09:26.421 --> 00:09:26.841]  Have a good one.
[00:09:27.962 --> 00:09:31.503]  Well, every time I drove through these checkpoints they want to search me.
[00:09:31.923 --> 00:09:34.004]  This was the magic phrase.
[00:09:34.444 --> 00:09:41.326]  Government running a false flag by shipping tens of thousands of guns into Mexico to demonize and try to ban the Second Amendment.
[00:09:41.706 --> 00:09:43.787]  And so they said I could go ahead and go on my way.
[00:09:44.507 --> 00:09:45.247]  So there you go.
[00:09:45.367 --> 00:09:48.408]  They do not want to be interviewed about the government staging an event.
[00:09:49.048 --> 00:09:56.714]  And of course, my father, who was with us, wanted to add that he saw a scanner that looks for radioactive material, and he pointed out the Border Patrol is, quote, doing some good.
[00:09:57.154 --> 00:09:57.734]  Absolutely!
[00:09:57.814 --> 00:09:59.215]  I'm not enemies with the Border Patrol.
[00:09:59.696 --> 00:10:05.120]  One of the few things the feds can do constitutionally is coin the money, have a navy, and protect the border.
[00:10:05.680 --> 00:10:08.323]  Dad, tell us what a proton detector is, what you saw back there.
[00:10:08.503 --> 00:10:19.635]  It's basically a magnetic grid device that detects heavy particles that go through it so that if they actually were looking to detect somebody bringing radiologicals through it.
[00:10:19.875 --> 00:10:20.275]  Exactly.
[00:10:20.315 --> 00:10:22.558]  No, no, no, the Board Patrol serves some real functions.
[00:10:23.098 --> 00:10:26.182]  We don't want them to sit there like we saw and assist the
[00:10:27.905 --> 00:10:33.368]  Regular police and others in harassing folks drinking beer on the Rio Grande.
[00:10:33.708 --> 00:10:34.249]  See my point?
[00:10:34.529 --> 00:10:37.371]  That was a heavy particle detector, so they're doing some good work.
[00:10:37.391 --> 00:10:38.111]  I understand.
[00:10:38.131 --> 00:10:40.112]  So you saw the heavy particle detector down there?
[00:10:41.913 --> 00:10:50.958]  I saw Border Patrol aiding park rangers in writing tickets and harassing people who were drinking beer there on the side of the Rio Grande.
[00:10:51.719 --> 00:10:56.362]  And I'm sick and tired of the nanny state engaging in these type of activities.
[00:10:57.375 --> 00:11:20.275]  I've got to say it, I've been in the Rockies, I've been in the Appalachians, the Smokies, I've been in mountains all over North America and in Mexico, but the way the Chisos and other mountain ranges come together in Big Bend is absolutely gorgeous and some of these time lapses that Rob Dew from Infowars that went on the trip with us got are simply amazing.
[00:11:21.016 --> 00:11:34.505]  So our fact-finding mission discovered that Big Ben is still just as gorgeous as ever, and that the Border Patrol has intensified its presence, but unfortunately just isn't even allowed to stop the illegal aliens.
[00:11:34.985 --> 00:11:50.876]  And if they do stop them, it's on record that Obama simply gives them a green card and points them to the latest polling place so they can vote to take the Second Amendment away from the United States and disarm the American people, like the Mexican people have sadly been disarmed in Mexico as well.
[00:11:51.156 --> 00:11:53.818]  And remember, Mexico has had all of their guns taken.
[00:11:54.299 --> 00:11:57.181]  They've had all of their firearms taken in the last 30 years.
[00:11:57.461 --> 00:11:59.923]  They have the highest crime rate in the world.
[00:12:00.743 --> 00:12:08.289]  Over 55,000 people killed in just the last six years because only the criminals and the criminal government has the guns.
[00:12:08.889 --> 00:12:14.634]  On our way back through West Texas to Austin and Central Texas, we came across Boone Pickens' boondoggle.
[00:12:15.214 --> 00:12:20.736]  Hundreds and hundreds of derelict windmills just sitting out in the middle of nowhere, uh, rusting.
[00:12:21.336 --> 00:12:25.138]  But that's what happens under the whole fake green energy initiative.
[00:12:26.038 --> 00:12:30.119]  Well, that's the InfoWars.com visit to Big Bend in 2013.
[00:12:31.140 --> 00:12:40.523]  We figured we better see the parks because all over the United States they're restricting human access and even telling people they can't get in the water at national parks.
[00:12:40.983 --> 00:12:43.184]  In fact, I went to the National Seashore in Texas
[00:12:43.404 --> 00:12:56.129]  In 2012, where I've been going since I was a small child, and was harassed over and over and over again by the park rangers asking us questions and asking us if we were criminals while we sat there in lawn chairs.
[00:12:56.689 --> 00:13:02.592]  So again, you better visit the national parks before the environmentalist control freaks kick you off of them.
[00:13:04.192 --> 00:13:10.795]  Ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay, ay,
[00:13:11.403 --> 00:13:12.885]  Okay, it's that way right?
[00:13:21.601 --> 00:13:23.943]  Well, it seems many do not trust the government.
[00:13:24.043 --> 00:13:29.107]  Actually, as Max Slavo reports, guns and ammo production are now maxed out.
[00:13:29.607 --> 00:13:32.249]  This is a society preparing for war.
[00:13:32.810 --> 00:13:39.875]  And apparently, a guns and ammo industry report has indicated that every major gun and ammunition manufacturer in the country is running at 100% capacity.
[00:13:40.355 --> 00:13:51.404]  Many are behind, way behind schedule, and billions of rounds of ammunition are now being created every single week in an attempt to keep up with this demand, which is probably why the DHS is trying to buy it all up.
[00:13:51.844 --> 00:13:53.946]  So, good luck with that, DHS.
[00:13:54.506 --> 00:14:02.371]  And speaking of the Second Amendment, MSNBC's Chris Matthews has actually said that natural rights in the Second Amendment are racist.
[00:14:02.651 --> 00:14:03.092]  Straight up.
[00:14:03.252 --> 00:14:08.776]  Apparently, the NRA's Wayne LaPierre wrote for the Daily Caller.
[00:14:08.796 --> 00:14:13.719]  He said, hurricanes, tornadoes, riots, terrorists, lone criminals, these are all perils we're sure to face.
[00:14:13.779 --> 00:14:14.639]  It's not a maybe.
[00:14:15.300 --> 00:14:16.861]  And it's not paranoia to buy a gun.
[00:14:17.021 --> 00:14:17.782]  It's survival.
[00:14:18.562 --> 00:14:26.024]  So apparently exercising your natural rights to protect yourself and to survive is now considered to be racist.
[00:14:26.845 --> 00:14:34.187]  And speaking of more mainstream drivel, apparently Al Gore showed up on the Ellen DeGeneres Show so they could talk about chemtrails.
[00:14:34.867 --> 00:14:42.189]  The generous asked Al Gore about spraying particulates in the air to block out the sun, and he kind of laughed it off and said, yeah, scientists have proposed that.
[00:14:42.229 --> 00:14:43.049]  That's just crazy.
[00:14:43.069 --> 00:14:51.752]  What we really need to save the Earth is basically his carbon tax initiative, because what he would like you to do is pay the government so that you can breathe, and then he'll get some of that money in his pocket.
[00:14:52.052 --> 00:14:56.993]  And somehow, making Al Gore richer, apparently, according to him, his logic, that's going to save the Earth.
[00:14:57.553 --> 00:14:59.274]  So, yay for that.
[00:15:00.294 --> 00:15:05.756]  And in other news, Merck actually published a study pushing antidepressant use with vaccines.
[00:15:06.476 --> 00:15:10.837]  And I actually wrote an article about this that was up on InfoWars today, because I just could not believe it.
[00:15:11.237 --> 00:15:18.039]  A new study published in the Journal of Clinical Infectious Diseases actually claims that taking antidepressants will increase vaccine effectiveness.
[00:15:18.580 --> 00:15:24.201]  And four people from Merck were listed on this study, and the study was about Merck's shingles vaccine.
[00:15:24.241 --> 00:15:25.462]  So big surprise there.
[00:15:25.762 --> 00:15:29.583]  But I think what was even more disconcerting about this is actually where it says
[00:15:30.143 --> 00:15:32.825]  The possible connection, however, is potentially significant.
[00:15:32.865 --> 00:15:44.411]  If antidepressants increase the efficacy of shingles vaccines in those who are depressed, such treatment may have a similar effect on the immune response of depressed patients to other important vaccines, such as those against influenza.
[00:15:44.431 --> 00:15:54.257]  So they're just going to spread this right out and say that if you take a vaccine, which they want everyone to take, then you get depressed, which they think everybody pretty much is, because if you have emotions you need to be on medications.
[00:15:54.697 --> 00:15:59.680]  Then, basically, you need to take antidepressants now on top of your vaccines to make them work better.
[00:15:59.920 --> 00:16:01.661]  It's not a question of whether or not the vaccines work.
[00:16:01.721 --> 00:16:04.483]  It's just a question of you not taking enough antidepressants.
[00:16:04.523 --> 00:16:09.346]  And what we're actually seeing with this is basically a big pharma, full-spectrum dominance.
[00:16:09.386 --> 00:16:15.530]  And I honestly do not know where the logic comes from that says taking antidepressants makes your vaccines work.
[00:16:15.570 --> 00:16:21.414]  I think it's probably the same place where Al Gore's logic comes from, that if you give him money, he'll somehow save the earth with it.
[00:16:22.461 --> 00:16:26.006]  And actually, speaking of antidepressants, I saw this in the mail online.
[00:16:26.446 --> 00:16:33.035]  Fish are becoming easier to catch now because traces of antidepressants are getting into the water supply and making them more relaxed.
[00:16:33.635 --> 00:16:37.380]  And actually guys, if you scroll down to the second picture, I thought this was kind of interesting.
[00:16:38.081 --> 00:16:43.544]  The caption under there says, drugged up scientists studied the behavior of perch exposed to a sedative.
[00:16:44.125 --> 00:16:49.989]  So, I guess the scientists were drugged up while they were doing the study, but the fish were made easier to catch.
[00:16:50.369 --> 00:16:55.072]  And we've seen other reports come out where shrimp have actually had suicidal tendencies off the coasts.
[00:16:55.672 --> 00:17:01.355]  And they swim right into fishermen nets when they usually would swim into the dark because of antidepressants in the water.
[00:17:01.755 --> 00:17:07.839]  If these drugs are making these animals easier to catch, they're making them suicidal, what do you think they're doing to you and your family?
[00:17:08.339 --> 00:17:09.460]  That's the question I have.
[00:17:10.060 --> 00:17:15.263]  And actually, coming up in this broadcast, I'm going to talk to clinical psychologist Dr. Bruce Levine about that.
[00:17:15.703 --> 00:17:18.305]  But first, let's go to the quote of the day.
[00:17:19.145 --> 00:17:22.710]  The Constitution is not an instrument for the government to restrain the people.
[00:17:22.890 --> 00:17:25.654]  It is an instrument for the people to restrain the government.
[00:17:26.134 --> 00:17:29.839]  And that was Give Me Liberty or Give Me Death's Patrick Henry who said that.
[00:17:30.520 --> 00:17:33.124]  And we will be right back after this break.
[00:17:37.568 --> 00:17:41.691]  InfoWars.com is proud to introduce the new InfoWars skateboards by Alien Workshop.
[00:17:42.231 --> 00:17:44.232]  Skaters have always been against the grain socially.
[00:17:44.532 --> 00:17:45.873]  Now wake up your friends politically.
[00:17:46.213 --> 00:17:47.814]  Just go to InfoWarsStore.com.
[00:17:48.115 --> 00:17:49.876]  We have Divide and Conquer or Brainwashing.
[00:17:50.296 --> 00:17:55.759]  Then take your deck to your local skate shop, pick out your own trucks, your own wheels, and then hit the streets and wake some people up.
[00:17:56.119 --> 00:17:57.921]  Here is legendary skateboarder Jake Nunn.
[00:17:58.341 --> 00:18:01.703]  This one has a lot more concave than I have on my board, and I like concave.
[00:18:02.063 --> 00:18:03.924]  It makes it easier to turn and feel the board.
[00:18:04.304 --> 00:18:05.145]  It's pretty cool.
[00:18:05.165 --> 00:18:06.626]  I mean, it's almost the same shape as mine.
[00:18:07.540 --> 00:18:09.261]  It's not really a sport, and it's not really art.
[00:18:09.701 --> 00:18:11.602]  It's just kind of freedom, you know?
[00:18:11.882 --> 00:18:15.084]  I've listened to Alex Jones for a long time, and I love what InfoWars does.
[00:18:15.444 --> 00:18:16.845]  I've always loved Alien Workshop, too.
[00:18:17.125 --> 00:18:18.546]  I think it's kind of cool you guys got together.
[00:18:19.547 --> 00:18:20.307]  This one's pretty nice.
[00:18:21.768 --> 00:18:23.629]  Definitely one for the wall, one for the collection.
[00:18:24.409 --> 00:18:25.190]  Also good to skate.
[00:18:25.870 --> 00:18:29.592]  Get these limited edition decks at InfoWarsStore.com.
[00:18:30.272 --> 00:18:30.913]  This is Jake Nunn.
[00:18:31.233 --> 00:18:34.254]  Get these beautiful new skateboards at InfoWars.com.
[00:18:34.775 --> 00:18:36.095]  Alien Workshop collaboration.
[00:18:36.376 --> 00:18:36.776]  Good stuff.
[00:18:38.795 --> 00:18:43.319]  Alex Jones here with a message that could revolutionize health in this country.
[00:18:43.619 --> 00:18:49.463]  Going back about a year and a half ago, I began to learn about the incredible health effects of longevity products.
[00:18:49.844 --> 00:18:53.626]  Erin Dykes lost 92 pounds.
[00:18:53.666 --> 00:18:55.468]  We're going to show you some before and afters.
[00:18:55.888 --> 00:18:57.650]  Aaron, break down what happened.
[00:18:57.690 --> 00:18:58.251]  Your story.
[00:18:58.532 --> 00:19:03.598]  I've worked really hard with diet and exercise to try to lose weight, but I just didn't get the results.
[00:19:03.638 --> 00:19:04.499]  It just didn't happen.
[00:19:04.799 --> 00:19:07.403]  Then I saw what you were doing with Infowarsteam.com.
[00:19:07.883 --> 00:19:11.688]  I wasn't even trying to lose weight, but I got it because I wanted to feel better energy.
[00:19:11.728 --> 00:19:12.669]  I wanted that nutrition.
[00:19:12.689 --> 00:19:13.330]  Didn't even understand
[00:19:13.370 --> 00:19:18.191]  I don't understand how that could kickstart my own weight loss goals, but the products did that for me.
[00:19:18.531 --> 00:19:26.293]  I found myself suddenly losing weight, more energetic, wanting to exercise, wanting to eat the right foods, and they don't even advertise it as weight loss!
[00:19:26.613 --> 00:19:35.936]  I want to challenge our radio listeners to go to Infowarsteam.com, sign up as a distributor, and get wholesale pricing discounts at Infowarsteam.com.
[00:19:44.946 --> 00:19:49.289]  We are back, and tonight I'm going to be joined by clinical psychologist Dr. Bruce Levine.
[00:19:49.309 --> 00:19:56.695]  I want to talk to him a little bit about how all these kids in schools are being suspended and expelled for things like bringing a paper gun to school.
[00:19:57.916 --> 00:20:07.983]  He's authored actually several books, including Surviving America's Depression Epidemic and Common Sense Rebellion, Taking Back Your Life from Drugs, Strengths, Corporations, and A World Gone Crazy.
[00:20:08.624 --> 00:20:09.544]  He joins us now.
[00:20:10.585 --> 00:20:12.506]  Thank you for coming on today, Dr. Levine.
[00:20:13.167 --> 00:20:14.048]  Sure, great to be here.
[00:20:14.793 --> 00:20:26.177]  Well, okay, since the Sandy Hook shooting, we've seen, for lack of a better word, people are basically freaking out over guns in this country, and our government is now openly trying to restrict our Second Amendment.
[00:20:26.237 --> 00:20:29.978]  And in the last couple months, in schools, we've actually seen a lot of incidences
[00:20:30.678 --> 00:20:35.200]  Of children being suspended and expelled for bringing toy guns to school.
[00:20:35.260 --> 00:20:42.103]  We've seen kindergartners get expelled for playing cops and robbers on the playground and using their finger as a gun and saying pow.
[00:20:42.863 --> 00:20:49.846]  We even saw a little girl with a piece of paper, it was shaped like an L, and they said that's a paper gun, you can't have that.
[00:20:49.986 --> 00:20:52.767]  And they searched her in front of the class, they were calling her a murderer.
[00:20:53.547 --> 00:20:57.329]  Even a little five-year-old with a Hello Kitty bubble gun, they said it's a terrorist threat.
[00:20:59.050 --> 00:21:00.551]  And these kids are having nightmares.
[00:21:00.571 --> 00:21:01.071]  They're crying.
[00:21:01.111 --> 00:21:04.494]  What does it do to these little kids when they do this to them in their school?
[00:21:05.578 --> 00:21:16.942]  Well, certainly when adults overreact and show poor judgment and suspend, expel kids for, young kids, for doing that kind of thing.
[00:21:16.982 --> 00:21:22.304]  I mean, one of a couple of things are going to happen depending on their temperament, depending on these kids' personality.
[00:21:22.644 --> 00:21:28.346]  Some of them will get very depressed and feel shame and feel something's horrible about themselves, will be traumatizing.
[00:21:28.386 --> 00:21:30.067]  For some of these other kids, they'll just
[00:21:31.068 --> 00:21:34.650]  It'll be an early experience of having no respect for authorities.
[00:21:34.690 --> 00:21:37.032]  They'll immediately think these authorities are idiots.
[00:21:37.052 --> 00:21:38.373]  They don't know what they're talking about.
[00:21:39.234 --> 00:21:45.819]  So those are some of the different kinds of reactions that kids will have when adults use really poor judgment and overreact.
[00:21:46.600 --> 00:21:55.627]  Well, I mean, does a five-year-old even really have a concept that their little toy, that gun, or their finger saying pow is a threat to anybody?
[00:21:55.987 --> 00:21:57.288]  Do they even really understand that?
[00:21:58.140 --> 00:22:00.902]  I think they're thinking they're just being kids.
[00:22:01.142 --> 00:22:03.383]  They're not thinking that they're doing anything violent.
[00:22:03.483 --> 00:22:16.171]  And for most of society, a five-year-old pointing their finger and going bang and playing cops and robbers prior to all these school shootings, prior to Sandy Hook, would have not been noticed.
[00:22:17.232 --> 00:22:24.537]  Nothing would have been stated about it unless it was going on in a classroom and it was disrupting some kind of teaching, which is not the case with these kids.
[00:22:25.609 --> 00:22:29.033]  Well doesn't it, I mean it doesn't just affect the kid that's being punished either.
[00:22:29.074 --> 00:22:31.296]  It also affects all the rest of the kids in class.
[00:22:31.336 --> 00:22:36.383]  It's sort of like a group brainwashing almost and saying that guns are bad.
[00:22:36.643 --> 00:22:40.749]  We need to not even look at a gun, don't play with a gun, don't even think about a gun.
[00:22:41.730 --> 00:22:42.030]  Right.
[00:22:42.331 --> 00:22:49.579]  I think part of it is that on these extreme examples, in some ways we're missing the larger, scarier point.
[00:22:50.440 --> 00:23:00.772]  In these examples that you're talking about, they certainly have gone on where teachers and administrators have used colossally horrible, overreacting judgment here, a lack of judgment.
[00:23:01.212 --> 00:23:08.439]  Um, but that's less scary for me, because those really, those are a handful, you know, not that many events have happened on that kind.
[00:23:08.479 --> 00:23:11.302]  I mean, every one that have happened, we're going to see on the news.
[00:23:11.682 --> 00:23:19.049]  But the ones that are happening, millions of events are happening all the time, where kids are normally going through, being depressed,
[00:23:19.569 --> 00:23:23.493]  Or maybe obsessing too much on something or having anxiety.
[00:23:24.014 --> 00:23:36.306]  And these kids are being labeled and pathologized and put on medications that we now know are often making these kids more likely to commit violent acts.
[00:23:36.346 --> 00:23:37.708]  We know these from the statistics.
[00:23:38.660 --> 00:24:01.193]  Well actually that brings up my next point because a frequent contributor to InfoWars, John Rapoport, wrote an article about all these incidents and he said that it's really more like an operant conditioning kind of thing for a thought crime where they'll say these are adverse thoughts you're having when you have these little guns or you play cops and robbers and use that as an excuse to then later put these kids on psychiatric medications.
[00:24:02.395 --> 00:24:26.049]  I don't think a lot of these kids who are just pointing their fingers, I mean, psychologists, psychiatrists, they are doing a lot of horrible things, but even a lot of those reports that you talk about, some of the psychologists themselves were laughing that these were overreactions, and lots of kids who are just pointing a finger, a five-year-old, are not going to be immediately put on a Prozac or antidepressants.
[00:24:26.249 --> 00:24:27.390]  That's not the scary thing.
