[00:00:04.974 --> 00:00:05.055]  Okay.
[00:08:34.633 --> 00:08:35.133]  that can enter.
[00:08:35.233 --> 00:08:36.454]  It's folks worldwide.
[00:08:36.795 --> 00:08:41.238]  The rules, the details, are at Infowars.com forward slash contest.
[00:08:41.359 --> 00:08:45.342]  You have to read the rules and officially sign up for this because it's a $100,000 prize, first place.
[00:08:45.362 --> 00:08:45.842]  $10,000, second place.
[00:08:51.107 --> 00:08:51.727]  $5,000 third place.
[00:08:52.227 --> 00:09:14.963]  But just as I did last year with a reporter contest, we are going to crowdsource from the pool of incredible talent out there and hire several official crews to be directors and writers and camera people in InfoWars.com produced major films and documentaries that will be put in movie theaters and on cable, and I've got all the connections to get it done.
[00:09:15.163 --> 00:09:17.524]  Together, we're gonna really give the New World Order hell.
[00:09:17.805 --> 00:09:18.925]  This is extremely exciting.
[00:09:19.185 --> 00:09:20.006]  I've made over 20 films.
[00:09:20.466 --> 00:09:23.507]  One of them alone has reached more than 40 million people on YouTube and Google Video.
[00:09:23.767 --> 00:09:27.248]  The Obama Deception, Endgame, Fall of the Republic, Road to Tyranny.
[00:09:28.368 --> 00:09:31.789]  Films are the most effective thing I do, but they're very time-consuming.
[00:09:32.569 --> 00:09:36.350]  And so I want to turn the power of We the People loose here.
[00:09:36.390 --> 00:09:40.971]  And your art, your research, your ideas are unstoppable.
[00:09:41.191 --> 00:09:43.492]  We're officially kicking the contest off.
[00:09:44.272 --> 00:09:45.373]  This Friday.
[00:09:45.393 --> 00:09:49.396]  And you've got a little more than three months until April 30th.
[00:09:49.476 --> 00:09:55.681]  Just a little more than three months to produce your documentary or your film and get it out.
[00:09:55.881 --> 00:09:59.304]  And it will absolutely reach tens of millions of people.
[00:09:59.484 --> 00:10:01.806]  Our normal contests get about 500 entries.
[00:10:02.186 --> 00:10:03.467]  That's what $10,000 prize is.
[00:10:03.868 --> 00:10:04.909]  This is 10 times that.
[00:10:05.269 --> 00:10:06.930]  $100,000 for first place.
[00:10:07.030 --> 00:10:08.752]  That's one of the biggest contests out there.
[00:10:09.292 --> 00:10:12.315]  In fact, it's the biggest next to Doritos that has $100,000.
[00:10:13.175 --> 00:10:15.317]  This is huge, ladies and gentlemen.
[00:10:15.397 --> 00:10:22.904]  $115,000 in cash prizes and a shot to have your film produced and financed by InfoWars.com.
[00:10:23.064 --> 00:10:32.272]  Edit it, upload it to YouTube and one other alternate public video site and send your entry to PaulRevere at InfoWars.com.
[00:10:32.492 --> 00:10:37.997]  The animating contest of liberty that Thomas Jefferson talked about is happening right now.
[00:10:38.457 --> 00:10:41.800]  The modern battlefield is in the mind more than ever.
[00:10:42.081 --> 00:10:44.883]  We use truth, the globalists use lies and deception.
[00:10:45.324 --> 00:10:48.767]  The corruption and oppression and high-tech police state is in our face.
[00:10:49.187 --> 00:10:50.528]  But the controllers are scared.
[00:10:50.889 --> 00:10:54.292]  They intended to use the internet to dominate and control humanity and surveil us.
[00:10:54.533 --> 00:10:56.695]  But we've turned their system against them.
[00:10:57.055 --> 00:11:00.299]  This is a historic crossroads that we have reached.
[00:11:00.919 --> 00:11:08.026]  And I ask you to ride in the year 2013 just as one of the founders of this republic did back in 1775.
[00:11:09.768 --> 00:11:16.834]  I'm calling you to arms in the Infowar because the pen and the video camera is mightier than the sword.
[00:11:17.074 --> 00:11:23.579]  Let's go in there and rescue humanity and awaken them and set brush fires in the minds of men and women everywhere.
[00:11:23.879 --> 00:11:24.960]  Be part of this contest.
[00:11:25.060 --> 00:11:25.981]  You've got three months.
[00:11:26.301 --> 00:11:27.422]  Put your hat in the ring.
[00:11:27.562 --> 00:11:30.504]  Be part of the solution to the corruption and oppression.
[00:11:30.865 --> 00:11:33.046]  Be part of the resistance to tyranny.
[00:11:33.086 --> 00:11:38.671]  We're looking for the Paul Reveres that will drive a stake through the New World Order's wicked heart.
[00:11:44.329 --> 00:11:47.611]  ProPure is introducing ProOne.
[00:11:48.231 --> 00:11:52.373]  All of your filtration in one system, portable, on the go.
[00:11:53.134 --> 00:11:56.856]  This is the ProOne by ProPure.
[00:11:57.116 --> 00:11:58.356]  You wanted it, you got it.
[00:11:58.736 --> 00:12:03.639]  No more do you have two or three filters to just reduce sodium fluoride.
[00:12:04.159 --> 00:12:10.683]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosilicic acid.
[00:12:11.503 --> 00:12:23.573]  Advanced manufacturing technology combines silver impregnated white ceramic with new Aquamedics advanced media for removal of fluoride and other heavy metals all in one filter element.
[00:12:24.494 --> 00:12:27.756]  It cuts out the acid derivative of fluoride.
[00:12:28.076 --> 00:12:35.562]  It is the only one that does it and out of the gates we have it discounted at 10% off with promo code water.
[00:12:36.423 --> 00:12:55.081]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines, ammonia and chlorine, hydrofluorosilicic acid, the most common form of fluoride not covered by other fluoride filter brands, and sodium hexafluorosilicate.
[00:12:55.641 --> 00:12:58.703]  This is a revolution against the tyrants.
[00:12:59.023 --> 00:13:04.566]  They love putting the toxic acid base of fluoride into your water.
[00:13:04.626 --> 00:13:11.991]  They love the fact that it's an adjuvant supercharging the trace Prozac in the water and the hormones and the other chemicals.
[00:13:12.531 --> 00:13:20.896]  By cutting out fluoride, you cut out the turbocharger in all the poison being artificially introduced into your body.
[00:13:21.576 --> 00:13:22.718]  This is what I use.
[00:13:23.179 --> 00:13:24.020]  It's a win-win.
[00:13:24.360 --> 00:13:26.504]  You get a high-quality product at the lowest price.
[00:13:26.784 --> 00:13:28.046]  You support the Infowar.
[00:13:28.386 --> 00:13:34.195]  Get your Pro-Pure with the new Pro-1 filter today at InfowarStore.com or by calling 888-253-3139.
[00:13:42.805 --> 00:13:47.329]  Alex Jones here with a message that could revolutionize health in this country.
[00:13:47.629 --> 00:13:53.453]  Going back about a year and a half ago, I began to learn about the incredible health effects of longevity products.
[00:13:53.854 --> 00:13:57.656]  Erin Dykes lost 92 pounds.
[00:13:57.676 --> 00:13:59.478]  We're going to show you some before and afters.
[00:13:59.898 --> 00:14:01.659]  Aaron, break down what happened.
[00:14:01.699 --> 00:14:02.259]  Your story.
[00:14:02.519 --> 00:14:07.600]  I've worked really hard with diet and exercise to try to lose weight, but I just didn't get the results.
[00:14:07.640 --> 00:14:08.521]  It just didn't happen.
[00:14:08.821 --> 00:14:11.402]  Then I saw what you were doing with Infowarsteam.com.
[00:14:11.882 --> 00:14:15.683]  I wasn't even trying to lose weight, but I got it because I wanted to feel better energy.
[00:14:15.723 --> 00:14:16.303]  I wanted that nutrition.
[00:14:16.423 --> 00:14:19.166]  I want to challenge our radio listeners to go to Infowarsteam.com.
[00:14:19.186 --> 00:14:22.249]  Sign up as a distributor and get wholesale pricing discounts at Infowarsteam.com.
[00:15:21.775 --> 00:15:26.479]  Well, within the last week there have been two major drills conducted by the military in U.S.
[00:15:26.519 --> 00:15:30.082]  cities with the cooperation and participation of the police.
[00:15:30.762 --> 00:15:32.864]  Now, this is something we should all be concerned about.
[00:15:33.304 --> 00:15:40.590]  The Founding Fathers are somebody that we look up to because they're the only revolutionary leaders that did not become tyrants themselves.
[00:15:41.130 --> 00:15:44.433]  They understood human nature and the depravity of human nature.
[00:15:45.080 --> 00:15:53.129]  And they not only defeated that in others, they resisted it in themselves, and they came up with safeguards and warnings for us as to how this would happen.
[00:15:53.169 --> 00:15:58.916]  And one of the things that they warned us about was a standing military, as well as a central bank.
[00:15:59.556 --> 00:16:04.442]  A standing military will eventually, and has throughout history, become a tool of oppression.
[00:16:05.123 --> 00:16:12.648]  It has happened in our country in the past, where the military has been used to oppress people, and that's why we have the Capacity Comitatus Act.
[00:16:13.048 --> 00:16:16.951]  That was to counteract American suppression in the U.S.
[00:16:17.191 --> 00:16:18.972]  by the American military.
[00:16:19.472 --> 00:16:21.494]  Let's take a look at some of these recent drills.
[00:16:22.434 --> 00:16:25.736]  On January the 28th in Houston, we have a clip.
[00:16:25.956 --> 00:16:26.677]  Let's show that clip.
[00:16:28.118 --> 00:16:33.262]  Helicopters and the sound of gunfire created a lot of concern this afternoon in one Houston neighborhood.
[00:16:33.542 --> 00:16:37.124]  This happened in southeast Houston around the old Carnegie Vanguard High School.
[00:16:37.324 --> 00:16:38.965]  When you see this, you think the worst.
[00:16:39.026 --> 00:16:41.907]  She told me don't come home because it sounds like we're in a war zone.
[00:16:42.048 --> 00:16:45.290]  Guns shooting and helicopters flying around over the house.
[00:16:45.350 --> 00:16:49.773]  And an Army major who is out here wouldn't tell us exactly what kind of training they were doing.
[00:16:49.793 --> 00:16:54.496]  HPD was aware of what was going on, but the fire department apparently wasn't.
[00:16:55.219 --> 00:16:57.499]  Well, this is the military assault on a school.
[00:16:58.040 --> 00:17:01.120]  This is done with helicopters, with guns firing, with troops on the ground.
[00:17:01.520 --> 00:17:03.481]  The residents thought a war was breaking out.
[00:17:03.521 --> 00:17:04.441]  They didn't know what to think.
[00:17:04.461 --> 00:17:06.321]  They were warning family members not to come by.
[00:17:06.861 --> 00:17:08.942]  Now, the fire department didn't know about that.
[00:17:09.162 --> 00:17:10.702]  Ambulances were called and dispatched.
[00:17:11.162 --> 00:17:17.604]  The police knew about it, but neither the police nor the military warned any of the people, any of the citizens there in Houston.
[00:17:18.184 --> 00:17:19.484]  Now, that's not only
[00:17:20.618 --> 00:17:26.088]  That's not only something that is not competent, but it is also just contempt for the citizens.
[00:17:26.860 --> 00:17:28.381]  Let's take a look at this next clip here.
[00:17:28.421 --> 00:17:33.043]  This is Miami, four days earlier, January the 24th, 2013.
[00:17:33.463 --> 00:17:38.185]  Still, if you've seen one of these drills, it really is like a scene out of one of those action movies.
[00:17:38.265 --> 00:17:41.006]  Choppers stalking the sky in downtown Miami.
[00:17:41.086 --> 00:17:43.267]  And let me tell you what all of this is that we know of.
[00:17:43.648 --> 00:17:48.650]  It's a joint military training exercise involving local police, also military.
[00:17:48.770 --> 00:17:54.312]  As someone shots a video of some of these choppers, military-style choppers, flying over 395 in downtown.
[00:18:02.574 --> 00:18:03.334]  Well, you heard the guy.
[00:18:03.374 --> 00:18:05.035]  He says, hey, it's like a movie.
[00:18:05.435 --> 00:18:06.535]  I guess it's supposed to be fun.
[00:18:06.555 --> 00:18:08.276]  A lot of people didn't think it was fun.
[00:18:08.296 --> 00:18:11.557]  A lot of people are very frightened by that because, again, they don't bother to tell people.
[00:18:12.077 --> 00:18:16.678]  But, again, what's concerning about that is notice that he says that they're training with the police.
[00:18:17.838 --> 00:18:19.699]  It's something that we see happening over and over again.
[00:18:19.739 --> 00:18:21.699]  Here's another one in Minneapolis, August 28, 2012.
[00:18:23.760 --> 00:18:28.302]  If you see military helicopters flying low over Minneapolis, do not be alarmed.
[00:18:28.402 --> 00:18:30.423]  They are training in an urban environment.
[00:18:30.823 --> 00:18:31.323]  The U.S.
[00:18:31.363 --> 00:18:35.745]  Special Operations Command will be conducting these exercises until the beginning of September.
[00:18:35.945 --> 00:18:37.805]  Yep, that's the view outside my window.
[00:18:37.825 --> 00:18:45.668]  That's right, you hear us say, don't be alarmed.
[00:18:45.848 --> 00:18:47.109]  Everything is perfectly fine.
[00:18:47.169 --> 00:18:49.630]  It's just the American military preparing to attack U.S.
[00:18:49.670 --> 00:18:50.010]  cities.
[00:18:50.751 --> 00:18:56.952]  Of course, nothing the government ever does is bizarre or to be questioned, just like we are never to question the TSA.
[00:18:56.992 --> 00:18:59.013]  And if we do, we're the ones who are bizarre.
[00:18:59.253 --> 00:18:59.753]  Here's another one.
[00:19:00.053 --> 00:19:00.253]  St.
[00:19:00.293 --> 00:19:01.593]  Louis, July 3rd, 2012.
[00:19:03.393 --> 00:19:07.934]  People who live and work in this neighborhood say they think the training here is a good idea.
[00:19:07.954 --> 00:19:11.755]  I think it's the same way when you go out to other countries, when you go out of town.
[00:19:12.315 --> 00:19:14.335]  They don't have police officers, they have troops.
[00:19:14.755 --> 00:19:17.416]  I think it kind of scares a lot of people.
[00:19:18.533 --> 00:19:20.054]  Like, cut down on crime?
[00:19:20.094 --> 00:19:21.815]  Crime, yeah, cut down on a whole lot of crime.
[00:19:21.855 --> 00:19:24.056]  Because they don't know if they're military or they're police.
[00:19:24.556 --> 00:19:28.558]  I think it's fantastic because it might slow down some of the crime rate.
[00:19:28.618 --> 00:19:30.419]  You know, the crime rate might go down.
[00:19:30.979 --> 00:19:32.820]  You know, that's what I think of.
[00:19:33.600 --> 00:19:36.082]  Well, now here notice that the media takes a little bit different tact.
[00:19:36.702 --> 00:19:40.144]  It's not, don't worry, or it's fun, it's like a movie.
[00:19:40.504 --> 00:19:47.027]  Here they have two people that say, well, we think it'd be great because it'd be a great way to scare people and get crime down.
[00:19:47.805 --> 00:19:48.526]  Well, no.
[00:19:48.686 --> 00:19:51.487]  Actually, the standing military is a crime.
[00:19:51.968 --> 00:19:55.070]  And using the army for police functions is a crime.
[00:19:55.470 --> 00:19:56.431]  It doesn't stop crime.
[00:19:56.591 --> 00:19:58.872]  It makes the government create the crime.
[00:19:59.573 --> 00:20:02.234]  No one who has a different view was presented in this article.
[00:20:02.254 --> 00:20:03.475]  And here's another one.
[00:20:03.515 --> 00:20:04.396]  Chicago, April 17, 2012.
[00:20:07.182 --> 00:20:12.087]  A pretty scary scene along the Chicago River turns out to be a military training exercise.
[00:20:12.227 --> 00:20:13.568]  Well, notice some of the things that they said.
[00:20:13.608 --> 00:20:19.114]  Although you're seeing the same things here as you did in other cities, people are talking about how reckless the behavior was.
[00:20:19.794 --> 00:20:28.283]  One of the videos that someone shot, he says, look at this, it's night, and these guys are zigzagging and weaving through skyscrapers at a very low altitude with no lights.
[00:20:29.284 --> 00:20:35.571]  Something of reckless endangerment, but the thing that we're really concerned about, again, is the police and the military joining together.
[00:20:35.872 --> 00:20:38.855]  Take a look at this clip from Los Angeles in January the 26th, 2012.
[00:20:41.537 --> 00:20:50.482]  Special military operation forces in conjunction with the LAPD conducting some military maneuvers that had many people wondering what is going on.
[00:20:50.662 --> 00:20:55.865]  When a Black Hawk helicopter and four OH-6s, or little birds, flew over the city.
[00:20:56.125 --> 00:21:00.848]  Duran says the military picks environments based on what they might be facing in the near future.
[00:21:01.388 --> 00:21:03.049]  If it's a mountainous terrain, they go to mountains.
[00:21:03.109 --> 00:21:04.650]  If it's a desert terrain, they use the desert.
[00:21:05.090 --> 00:21:10.493]  Also, what we saw here tonight in downtown Los Angeles has been seen in Miami and in Boston.
[00:21:12.116 --> 00:21:13.296]  Now, do you notice what he said?
[00:21:13.917 --> 00:21:16.558]  He said, if it's a mountainous terrain, they go to the mountains.
[00:21:16.618 --> 00:21:18.038]  If it's desert, they go to the desert.
[00:21:18.418 --> 00:21:19.919]  If it's the coast, they go to the coast.
[00:21:20.539 --> 00:21:22.500]  Why are they going to American cities?
[00:21:23.300 --> 00:21:25.961]  Do you have cities like that in Afghanistan or Iraq?
[00:21:26.501 --> 00:21:28.262]  Are they planning to invade Iran?
[00:21:28.894 --> 00:21:33.375]  But if they're planning to invade Iran, why are they coordinating with American police?
[00:21:33.435 --> 00:21:38.517]  Do they think that the Iranian police are going to coordinate with them on an attack and an invasion of Iran?
[00:21:39.057 --> 00:21:39.277]  No.
[00:21:39.837 --> 00:21:41.298]  But if the U.S.
[00:21:41.338 --> 00:21:46.199]  military attacks American cities, they will get the cooperation of the police, or at least some of them.
[00:21:46.719 --> 00:21:49.282]  Now, all these things have happened within the last year.
[00:21:49.862 --> 00:22:03.936]  All these reports we just showed you in all these cities, major military drills involving the police and the military working together to take over American cities, training, as the man just pointed out, for the scenario that they're expecting to execute.
[00:22:04.801 --> 00:22:06.942]  But this has been going on for a long time.
[00:22:06.982 --> 00:22:07.803]  It's just accelerating.
[00:22:07.883 --> 00:22:10.644]  Let's take a look at this clip where we sent a team to Chicago.
[00:22:11.505 --> 00:22:16.728]  They saw their National Guard training with local police and the Polish military.
[00:22:37.529 --> 00:22:41.411]  Now, in just a few seconds you're going to see some Boy Scouts in rubber jumpsuits.
[00:22:42.371 --> 00:22:53.296]  That's right, they're pulling the Boy Scouts in on us.
[00:22:53.656 --> 00:22:55.716]  The Boy Scouts are being trained to be victims.
[00:22:57.917 --> 00:23:06.461]  And in just a few minutes, the Polish military is going to come in in full combat gear.
[00:23:07.476 --> 00:23:15.005]  Probably 16 Boy Scouts down there with their Scoutmasters and whoever else wanted to come along.
[00:23:15.665 --> 00:23:19.249]  Notice they have them lying face down in the anthrax powder.
[00:23:19.369 --> 00:23:20.811]  It's a very real life situation.
[00:23:21.311 --> 00:23:21.992]  Hostages, you are expendable.
[00:23:22.012 --> 00:23:24.074]  Please put your face directly in the powder.
[00:23:31.161 --> 00:23:38.985]  Yeah, all of a sudden the Polish BOA is participating in this exercise, which they didn't mention at all before that.
[00:23:39.005 --> 00:23:41.487]  It was just, they're here to observe, they're here to observe.
[00:23:41.867 --> 00:23:43.168]  Hey, it's BOA.
[00:23:43.888 --> 00:23:48.751]  Bureau of Operational Anti-Terrorism, is what I think it stands for.
[00:23:49.853 --> 00:23:53.694]  So I don't know, this was a hard one to swallow, watching these guys train.
[00:23:53.934 --> 00:24:02.456]  Now on Police State 4, The Rise of FEMA that we produced in 2010, we have guardsmen training to find weapons caches in Arcadia, Iowa.
[00:24:02.976 --> 00:24:05.936]  And we have an interview with a lieutenant colonel with the National Guard there.
[00:24:08.117 --> 00:24:12.878]  It says in this article, going door to door asking if they can search homes looking for weapons.
[00:24:14.218 --> 00:24:16.158]  And they practice raiding the local gun shop.
[00:24:16.178 --> 00:24:18.619]  And this is for domestic operations.
[00:24:22.503 --> 00:24:25.644]  Lieutenant Colonel, I really appreciate you coming on on such short notice, sir.
[00:24:26.404 --> 00:24:26.964]  My pleasure.
[00:24:26.984 --> 00:24:27.884]  Thanks for the invitation.
[00:24:28.325 --> 00:24:28.645]  You bet.
[00:24:28.905 --> 00:24:33.386]  I saw this article out of the Daily Times-Herald in Carroll, Iowa.
[00:24:33.566 --> 00:24:34.206]  Have you seen that?
[00:24:34.986 --> 00:24:35.567]  I sure have.
[00:24:37.187 --> 00:24:42.328]  And it's telling us about an urban warfare drill to be held in several towns.
[00:24:42.348 --> 00:24:43.629]  Can you tell us about that?
[00:24:44.602 --> 00:25:02.565]  Sure, it's actually a planned training event to provide our soldiers with greater proficiency at what we call Coordinate Search, which is a mission that, just for a little background, we've deployed nearly 13,000 members of the Iowa National Guard in the Global War on Terror.
[00:25:03.397 --> 00:25:25.854]  And the vast majority of those have been in Iraq and Afghanistan, and one of the missions that they perform in Iraq and Afghanistan on multiple occasions is coordinate search, where basically you are trying to get to an area, coordinate off to make sure everything's safe, and then actually search for caches of weapons or other kinds of contraband which could harm American forces and other forces.
[00:25:25.954 --> 00:25:27.995]  Like Fallujah, what we saw in Fallujah.
[00:25:28.556 --> 00:25:28.916]  Correct.
[00:25:29.336 --> 00:25:29.757]  Exactly.
[00:25:30.377 --> 00:25:39.202]  So, because of where we're located in Iowa, there are no active duty bases in Iowa, so we kind of have to create our own urban training environments.
[00:25:40.143 --> 00:25:45.686]  So, the plan on this particular training event was to actually use a small town of about 450 people.
[00:25:46.767 --> 00:25:57.033]  The town has actually kind of adopted the unit, which is called Company A, 1st Battalion, 168th Infantry, and they were more than willing to participate in the exercise.
[00:25:58.226 --> 00:26:00.848]  Well, we showed you Boy Scouts being trained to be victims.
[00:26:01.308 --> 00:26:03.409]  They're also training them to be aggressors.
[00:26:03.910 --> 00:26:10.013]  In a New York Times article in 2009, it says, Scouts to train to fight terrorists and more.
[00:26:10.574 --> 00:26:11.715]  Oh, what would that more be?
[00:26:11.735 --> 00:26:14.776]  And in this article, it says they're
[00:26:15.677 --> 00:26:17.478]  The person who is helping them is A.J.
[00:26:17.518 --> 00:26:18.818]  Lowenthal, a sheriff's deputy.
[00:26:18.858 --> 00:26:22.960]  He says, this is about being a true-blooded American guy and girl.
[00:26:23.700 --> 00:26:29.503]  Now, they also had them not only be aggressive with SWAT team raids, they also conducted a marijuana raid.
[00:26:30.083 --> 00:26:34.485]  And at one point, the guy says, put him on his face and put a knee in his back.
[00:26:35.125 --> 00:26:36.526]  I guarantee he'll shut up.
[00:26:37.146 --> 00:26:39.787]  Well, that's the kind of training they're giving the Boy Scouts.
[00:26:39.907 --> 00:26:41.908]  Not helping little ladies cross the street anymore.
[00:26:42.328 --> 00:26:44.889]  Just put them on their face and put a knee in their back to make them shut up.
