[00:00:00.670 --> 00:00:01.210]  Network.
[00:10:12.985 --> 00:10:17.431]  Well, actually, they did it out on South Lamar on the road downtown.
[00:10:17.851 --> 00:10:19.453]  And we have the video.
[00:10:19.493 --> 00:10:20.254]  That is coming up.
[00:10:22.176 --> 00:10:27.822]  We have, again, Feinstein gun control bill to exempt government officials.
[00:10:27.862 --> 00:10:31.046]  That's anybody in government, federal government, for life, and police.
[00:10:31.366 --> 00:10:34.349]  See, the police are like, well, I don't want to give my guns up when I retire.
[00:10:35.471 --> 00:10:37.272]  Well, they're saying, don't worry, you're going to be exempt.
[00:10:37.333 --> 00:10:41.217]  They told the Russian military and the Russian federal police the same thing in 1917.
[00:10:43.109 --> 00:10:45.590]  And so they went along with the gun confiscation of the general public.
[00:10:45.610 --> 00:10:48.252]  And of course, you know what happened to the police and military after that.
[00:10:48.572 --> 00:11:01.198]  This is a totally unconstitutional, discriminatory, but see, you're taught discrimination is black, white, north, south, man, woman, Hispanic, white, Catholic, Protestant.
[00:11:01.598 --> 00:11:02.278]  You're taught all that.
[00:11:02.318 --> 00:11:09.862]  No, discrimination is the big mega banks exempt from taxes, lobbying to have your taxes raised to give themselves corporate welfare, your money.
[00:11:11.121 --> 00:11:20.590]  Discrimination is governments exempt from smart meter corporate taxes, but you are double-triple charged.
[00:11:22.892 --> 00:11:26.196]  Smart meters and all of this are the tools of total control.
[00:11:27.455 --> 00:11:44.690]  And we actually have articles here out of the Daily Caller, but also one out of the Huffington Post, where they quote the Democrats, and Governor Cuomo and others is saying, it doesn't exclude retired police officers, so all of them have to turn in their guns and magazines and stuff like that.
[00:11:44.730 --> 00:11:51.156]  He said, what they did is disarm the good guys and make sure the bad guys outlaw them.
[00:11:53.806 --> 00:11:56.227]  That was said by a police officer.
[00:11:56.767 --> 00:12:01.489]  But, so now they're talking about trying to pass a law in New York so, oh, the police can keep their guns.
[00:12:02.269 --> 00:12:02.790]  Here's another one.
[00:12:02.850 --> 00:12:06.191]  Feinstein gun control bill to exempt government officials.
[00:12:06.231 --> 00:12:11.793]  Not everyone will have and be able to abide by Senator Dianne Feinstein's gun control bill.
[00:12:12.073 --> 00:12:16.755]  If the proposed legislation becomes law, government officials, not servants, they are officials.
[00:12:16.795 --> 00:12:17.515]  They are royalty.
[00:12:18.276 --> 00:12:19.276]  Red carpets, everything.
[00:12:20.256 --> 00:12:21.737]  And others will be exempt.
[00:12:24.215 --> 00:12:29.959]  And it goes on to say, feds, police, and others that can get a federal waiver.
[00:12:30.960 --> 00:12:32.941]  So see, that's out of the weekly standard.
[00:12:32.981 --> 00:12:36.183]  Ladies and gentlemen, this is what our forebearers revolted against.
[00:12:36.764 --> 00:12:39.466]  You could not buy land
[00:12:40.845 --> 00:12:43.926]  Unless you were nobility in the colonies, large pieces of land.
[00:12:44.287 --> 00:12:50.590]  You couldn't get an export license or an import license unless you were, quote, part of the gentry nobility, a sir or above.
[00:12:51.270 --> 00:12:52.751]  You know, a lord's son.
[00:12:53.691 --> 00:12:59.834]  And so everybody sat there, not able to do business, not able to live, watching lesser men run everything.
[00:13:01.701 --> 00:13:04.006]  George Washington couldn't manufacture carriages.
[00:13:04.286 --> 00:13:04.888]  He wanted to.
[00:13:05.569 --> 00:13:12.022]  He had to buy at five, six times what they cost in England, on top of the shipping, his gentleman's carriage.
[00:13:13.766 --> 00:13:15.727]  You had to buy the finished clothes from England.
[00:13:15.947 --> 00:13:16.847]  There were laws.
[00:13:16.887 --> 00:13:21.589]  You couldn't make firearms, you couldn't make hammers, you couldn't make nails, you couldn't have finished goods here.
[00:13:21.969 --> 00:13:30.693]  As a globalist tool, mercantile tool, to not let development take place and to make everything be back in the home country where the globalists, where the empire controlled things.
[00:13:30.953 --> 00:13:37.135]  Just like today, it can only be made in China because of regulations here that make it impossible to be competitive.
[00:13:37.335 --> 00:13:39.316]  Well, back then they just outright outlawed it.
[00:13:40.270 --> 00:13:46.774]  This is why our forebearers were willing to lose everything and die, because they were sick of literally being spit on by the royals.
[00:13:48.295 --> 00:13:51.937]  And now government with the red carpets and the officials and the titles.
[00:13:51.997 --> 00:14:02.243]  I mean, I saw Dianne Feinstein and all of her minions up there yesterday with all of the traitor police chiefs of the big city crime syndicates that they brought in, and they had
[00:14:03.644 --> 00:14:05.086]  Two cordons in front of the guns.
[00:14:05.106 --> 00:14:06.768]  We have to have two cordons in front of this.
[00:14:07.128 --> 00:14:11.513]  None of the media can even walk by the assault weapons, the semi-autos, because they're so dangerous.
[00:14:11.593 --> 00:14:12.454]  I actually have CNN saying this.
[00:14:12.474 --> 00:14:14.036]  We're going to play the clip later.
[00:14:14.056 --> 00:14:15.818]  It's just total mind control.
[00:14:15.858 --> 00:14:17.080]  Talking to us like we're three years old.
[00:14:17.300 --> 00:14:18.301]  Saying the boogeyman's over there.
[00:14:19.002 --> 00:14:23.706]  And Feinstein saying, I got a special waiver to even have these unloaded guns here.
[00:14:23.726 --> 00:14:25.047]  Like, oh, they're so deadly.
[00:14:25.307 --> 00:14:39.957]  Again, I've always told you they have these sitcoms and dramas based in New York, where guns are banned, where everybody sees the image of guns being illegal and people going to jail for having guns, to where a carpet cleaners in your house sees a gun case and calls the police in Texas or Arizona.
[00:14:40.738 --> 00:14:41.679]  This happens all the time.
[00:14:42.924 --> 00:14:56.032]  And the future, they're saying Homeland Security will respond to any reports of even legal guns and go ahead and take them to, quote, make sure you're not a criminal and then make you go through psychiatric evaluation if anyone calls on you saying you have guns.
[00:14:56.292 --> 00:14:57.252]  This has all been announced.
[00:14:58.553 --> 00:15:00.214]  Okay, so they know what they're doing.
[00:15:00.494 --> 00:15:04.237]  Behind two cordons, we have the guns, they're so deadly.
[00:15:05.097 --> 00:15:08.179]  And these police chiefs say ban them.
[00:15:09.637 --> 00:15:19.788]  And they themselves, the New York Police Department, it's in the news right here in my stack, is lobbying to have a new bill passed so they can keep their guns when they retire.
[00:15:20.468 --> 00:15:22.630]  Unbelievably wicked criminals.
[00:15:23.493 --> 00:15:23.953]  Vicious!
[00:15:24.073 --> 00:15:24.534]  Hateful!
[00:15:24.774 --> 00:15:28.877]  And they say in these quotes, we've got to protect ourselves from criminals once we retire.
[00:15:29.397 --> 00:15:37.483]  There's a quote in the Huffington Post, the irony is not lost on anybody, saying, well, I mean, once we retire, we've got to have guns to protect ourselves.
[00:15:37.523 --> 00:15:38.883]  The criminals are still going to have guns.
[00:15:39.524 --> 00:15:39.864]  Really?
[00:15:39.884 --> 00:15:44.707]  The criminals are still going to have guns?
[00:15:44.767 --> 00:15:45.948]  Oh, you're going to have guns.
[00:15:46.188 --> 00:15:48.070]  Because you're the new royalty.
[00:15:48.290 --> 00:15:49.671]  You're the officials.
[00:15:51.442 --> 00:15:56.326]  You're the authorities, not the servants, not the peace officers.
[00:15:56.606 --> 00:16:00.288]  You are the law enforcement officers.
[00:16:00.329 --> 00:16:04.952]  And the movies and the culture show nothing but the citizens groveling to the police.
[00:16:05.072 --> 00:16:08.254]  Now, I'm going to get to the TSA checkpoints where I live.
[00:16:08.334 --> 00:16:10.536]  See, the army was out a few months ago.
[00:16:11.957 --> 00:16:15.980]  And Austinites should just rise up and go to the city council and the state capitol.
[00:16:16.000 --> 00:16:17.021]  This is all illegal.
[00:16:17.401 --> 00:16:18.342]  I want them out.
[00:16:18.902 --> 00:16:19.703]  This is illegal.
[00:16:21.260 --> 00:16:22.180]  And it's all getting you ready.
[00:16:22.240 --> 00:16:25.341]  Why are they getting you ready for troops on the streets and TSA checkpoints?
[00:16:25.481 --> 00:16:27.002]  I mean, down the street from me.
[00:16:27.102 --> 00:16:27.622]  On the road.
[00:16:28.222 --> 00:16:28.863]  Searching people.
[00:16:30.823 --> 00:16:31.303]  Illegally.
[00:16:31.843 --> 00:16:33.144]  Violation of the Fourth Amendment.
[00:16:33.684 --> 00:16:34.224]  Tenth Amendment.
[00:16:34.264 --> 00:16:34.744]  Ninth Amendment.
[00:16:35.265 --> 00:16:36.085]  Why are they doing this?
[00:16:39.690 --> 00:16:47.954]  Ladies and gentlemen, because they're criminals, they're collapsing the whole society, and they know they're all going to jail if they don't totally take over and arrest their opposition.
[00:16:48.174 --> 00:16:54.817]  They've stolen tens of trillions, the derivatives, the people running things make Ken Lay look like a choir boy, an angel.
[00:16:55.597 --> 00:16:56.058]  Literally.
[00:16:57.378 --> 00:17:01.720]  They are total ruthless mafia, and they know that we're waking up to them.
[00:17:01.740 --> 00:17:03.261]  They know there's a 9% approval rating.
[00:17:05.037 --> 00:17:07.419]  New evidence has come out on CNN that I'm going to be airing tonight.
[00:17:07.439 --> 00:17:10.542]  That's all I've got to say concerning the Sandy Hook shooting.
[00:17:10.562 --> 00:17:11.724]  You know I have questions about it.
[00:17:11.744 --> 00:17:12.244]  I always do.
[00:17:12.264 --> 00:17:19.211]  They have a history of staging these things, so I believe and know people were killed there from the evidence we have, but there was definitely all the signs this is being managed.
[00:17:19.231 --> 00:17:20.892]  In fact, now it's pretty conclusive.
[00:17:20.912 --> 00:17:21.853]  I'm going to air that tonight.
[00:17:22.154 --> 00:17:23.495]  I'm shaking to my core right now.
[00:17:24.556 --> 00:17:25.877]  I mean, again,
[00:17:27.060 --> 00:17:29.641]  Every instinct I've got is to flee this country right now.
[00:17:30.122 --> 00:17:37.925]  And I know others are bad as well, but I mean, this country is going to be the center of the nastiest stuff the world has ever seen if these crooks get their way.
[00:17:39.726 --> 00:17:43.068]  And all of you that serve the system, you're going to wish later you'd done something.
[00:17:43.248 --> 00:17:45.269]  The prosperity, everything, it's gone.
[00:17:45.809 --> 00:17:48.351]  It's going to be totally gone, like oxygen out of the room.
[00:17:49.371 --> 00:17:52.353]  I saw footage this morning when I got up at about 6 a.m.
[00:17:52.413 --> 00:17:54.274]  at Infowars.com and PrisonPlanet.com
[00:17:56.715 --> 00:18:00.256]  That Paul Watson did an article on that really hurt me.
[00:18:01.777 --> 00:18:07.779]  Now I've had the people on charge with life in prison for filming cops in public in Illinois.
[00:18:08.140 --> 00:18:12.401]  Courts throw it out, state appeals, they want to put you in jail for life for filming them.
[00:18:12.882 --> 00:18:20.885]  This is an upscale neighborhood, the footage up at Infowars.com, the neighbor's friends with the attractive red-headed housewife.
[00:18:22.481 --> 00:18:27.865]  And the police are going over their fence, putting in the smart meter, and she goes, look, wireless makes my son sick.
[00:18:28.285 --> 00:18:29.326]  We've discovered this.
[00:18:29.946 --> 00:18:30.587]  I've discovered it.
[00:18:30.827 --> 00:18:31.808]  It's certainly happening.
[00:18:32.909 --> 00:18:36.892]  But regardless, the things spy on you on record and tie into all the new electronics.
[00:18:36.992 --> 00:18:37.612]  They admit that.
[00:18:37.892 --> 00:18:39.393]  They're designed so they tie into it.
[00:18:39.614 --> 00:18:40.474]  They brag about this.
[00:18:41.355 --> 00:18:43.797]  And the police look like total scary goons.
[00:18:45.478 --> 00:18:51.323]  And they are now charging her with resisting police.
[00:18:52.742 --> 00:18:53.522]  For talking to her.
[00:18:53.562 --> 00:18:54.482]  I've got the affidavit.
[00:18:55.563 --> 00:18:57.943]  And they're charging her for eavesdropping.
[00:19:00.104 --> 00:19:01.864]  And they arrested her.
[00:19:01.904 --> 00:19:03.725]  They came back and said, we saw that on YouTube.
[00:19:04.045 --> 00:19:08.526]  You didn't have a right to film me in public while they film us and put smart meters on that spy on us.
[00:19:08.986 --> 00:19:12.467]  And break the law crossing their property to put this on their house.
[00:19:12.867 --> 00:19:15.128]  While she's telling them don't do it.
[00:19:16.048 --> 00:19:21.450]  And then the police chief of the town, I have it all listed here.
[00:19:22.458 --> 00:19:23.658]  It's also the Chicago Tribune.
[00:19:23.858 --> 00:19:25.059]  They're reporting it like it's good.
[00:19:25.839 --> 00:19:28.299]  Came and arrested the neighbor who was there.
[00:19:28.339 --> 00:19:29.019]  Her friend called her.
[00:19:29.459 --> 00:19:31.380]  The woman's barefooted in the cold.
[00:19:31.400 --> 00:19:36.281]  Because her neighbor called her and she's like, please, you don't have a right to be on my property.
[00:19:36.301 --> 00:19:37.381]  The cops just pushed past her.
[00:19:38.361 --> 00:19:39.262]  Bust open the fence.
[00:19:39.482 --> 00:19:39.922]  Go in.
[00:19:40.562 --> 00:19:41.282]  They're placing it.
[00:19:42.262 --> 00:19:46.703]  The woman's standing on the street filming him and they imagine the police came and arrested her.
[00:19:47.083 --> 00:19:48.644]  Next they're going to disappear us.
[00:19:48.904 --> 00:19:50.704]  And they want life in prison for the woman.
[00:19:52.068 --> 00:19:52.889]  Life in prison.
[00:19:53.129 --> 00:19:53.950]  We have links to that.
[00:19:54.450 --> 00:19:57.253]  Life in prison for filming them on the sidewalk.
[00:19:58.254 --> 00:20:00.496]  Now folks, tell me we're not living in a FEMA camp.
[00:20:02.284 --> 00:20:06.146]  Looking back on 2012, we ask ourselves, how did we ever survive?
[00:20:06.266 --> 00:20:13.491]  From natural disasters like Hurricane Sandy and the devastating summer drought, to the family hardships brought on by a disastrous economy.
[00:20:13.771 --> 00:20:16.172]  Our hearts go out to those that have lost everything.
[00:20:16.472 --> 00:20:22.836]  At eFoods Direct, we hear from customers every day that are fortunate enough to weather life's storm by having a supply of food on hand.
[00:20:23.076 --> 00:20:24.217]  After Hurricane Sandy,
[00:20:24.497 --> 00:20:33.127]  Danny from New York City wrote, almost all of the grocery stores are closed, but I managed to get my e-foods just in time to be able to help my sister and niece.
[00:20:33.527 --> 00:20:37.272]  It is better to be prepared ten years too early than one day too late.
[00:20:37.492 --> 00:20:39.374]  I can warn you, but I can't feed you.
[00:20:39.554 --> 00:20:41.715]  Heed the warnings and do what Alex has done.
[00:20:41.835 --> 00:20:49.237]  Call 800-409-5633 today or go to efoodsdirect.com slash Alex and build your food supply.
[00:20:49.477 --> 00:20:53.238]  It's the best tasting non-GMO long-term storable food on the planet.
[00:20:53.378 --> 00:20:55.119]  Call 800-409-5633 or efoodsdirect.com slash Alex.
[00:20:55.299 --> 00:20:57.340]  You can bet your life on eFoodsDirect.
[00:21:03.311 --> 00:21:04.892]  Time and time again.
[00:21:04.912 --> 00:21:07.754]  You need to come here and help us.
[00:21:07.854 --> 00:21:08.955]  We need assistance.
[00:21:09.295 --> 00:21:09.836]  Please!
[00:21:10.116 --> 00:21:13.418]  Those we should be able to depend on let us down.
[00:21:13.698 --> 00:21:19.783]  Federal and state and local officials saying help is on the way, while the folks here in Bell Harbor say show me.
[00:21:20.083 --> 00:21:22.404]  Don't depend on the government to save you.
[00:21:22.604 --> 00:21:28.967]  Take action now so that you're prepared for the next disaster with MyPatriotsupply.com.
[00:21:29.247 --> 00:21:41.553]  Get the best prices on storable food, non-GMO seeds, water filtration devices, home canning equipment, survival and self-reliance books, and more at MyPatriotsupply.com.
[00:21:41.573 --> 00:21:41.973]  Call 866-229-0927.
[00:21:45.615 --> 00:21:49.600]  We are hurting down here and we need help immediately.
[00:21:49.781 --> 00:21:54.166]  Before it's time to survive, it's time to prepare.
[00:21:54.567 --> 00:21:58.953]  MyPatriotSupply.com MyPatriotSupply.com
[00:22:01.735 --> 00:22:06.738]  Do you know how much the dollar has lost in its value against other currencies in the last 90 days?
[00:22:07.058 --> 00:22:11.881]  Ever think about how inflation will change your life, your savings, your retirement plans?
[00:22:12.261 --> 00:22:15.783]  Remember inflation in Zimbabwe, Argentina, the Weimar Republic?
[00:22:16.103 --> 00:22:22.087]  Put another way, who cares if your investments go up 10% but you lose 40% of your purchasing power?
[00:22:22.407 --> 00:22:25.929]  Gold is the only monetary asset that is no one else's liability.
[00:22:26.229 --> 00:22:28.731]  Gold still buys the same amount of stuff it always did.
[00:22:29.131 --> 00:22:31.452]  Gold does not require trust in a third party.
[00:22:31.712 --> 00:22:33.133]  You can possess it in your hand.
[00:22:33.333 --> 00:22:34.314]  You can take it with you.
[00:22:34.594 --> 00:22:35.655]  Gold is real money.
[00:22:35.755 --> 00:22:36.916]  Gold is honest money.
[00:22:37.256 --> 00:22:39.517]  My name is Daniel Larson from Midas Resources.
[00:22:39.557 --> 00:22:46.441]  To find out how you can protect your savings and roll over your IRA funds into precious metals accounts, please call me at 800-686-2237 extension 134.
[00:22:46.482 --> 00:22:46.762]  That's 800-686-2237
[00:22:55.787 --> 00:23:03.509]  Is 2013 your year to achieve more?
