[00:00:04.649 --> 00:00:04.872]  Okay.
[00:03:43.403 --> 00:03:44.203]  It was historic.
[00:03:44.924 --> 00:03:55.471]  And it was great to see Piers get a taste of his own medicine because, you know, if you watch the Larry Pratt interview, he ran all over Larry Pratt, calling him a little man, calling him stupid.
[00:03:55.491 --> 00:04:01.695]  I mean, just screaming at the guy as he was just pouring out calm statistics and facts over and over again.
[00:04:02.355 --> 00:04:04.536]  And this time he got a taste of his own medicine.
[00:04:04.677 --> 00:04:06.238]  And I think he was expecting it.
[00:04:06.738 --> 00:04:12.702]  I don't think he was expecting all of it, especially by the end, the end of that second segment where Alex went into his
[00:04:13.582 --> 00:04:16.385]  Rudish accent and just kept laying it out.
[00:04:16.465 --> 00:04:21.070]  I mean he went straight into the accent and just kept laying out more and more and more.
[00:04:21.811 --> 00:04:26.996]  More ammunition for us to fight these gun grabbing globalists.
[00:04:28.143 --> 00:04:29.163]  And I just think it was amazing.
[00:04:29.203 --> 00:04:33.064]  Melissa Melton has a whole kind of breakdown to the entire interview.
[00:04:33.124 --> 00:04:37.705]  Her article is titled, Alex Jones to Piers Morgan, you're not going to take our guns.
[00:04:38.265 --> 00:04:40.946]  So it starts off, Piers asks, why do you want to deport me?
[00:04:41.526 --> 00:04:45.427]  And Alex goes into, we did it to point out the Second Amendment.
[00:04:45.447 --> 00:04:47.227]  And that's kind of how we do things at InfoWars.
[00:04:47.267 --> 00:04:49.708]  We take stuff that's out in the mainstream media.
[00:04:50.548 --> 00:04:55.532]  And we identify with it and we grab it and then we add what is really going on.
[00:04:55.612 --> 00:05:01.756]  The true, you know, we do put a spin to it, but it's a spin of this is what's really going on America.
[00:05:01.856 --> 00:05:04.678]  This is what's happening and this is not what the mainstream media is talking about.
[00:05:04.698 --> 00:05:05.959]  They don't talk about globalism.
[00:05:06.199 --> 00:05:10.682]  Or if they do, they talk about how it's great and how it's going to bring more jobs, which it never does.
[00:05:10.862 --> 00:05:14.965]  It just takes jobs away and it lets giant banks come in and run our country.
[00:05:16.005 --> 00:05:16.626]  It goes on.
[00:05:18.262 --> 00:05:24.966]  How DHS, Alex brought up how the DHS has bought another 200,000 bullets on top of the one point something billion that they already have.
[00:05:25.446 --> 00:05:30.889]  In addition to their armored SWAT trucks, their bulletproof guard shacks, and their 24 Predator drones.
[00:05:30.989 --> 00:05:34.091]  And DHS is just one entity that is being armed.
[00:05:34.591 --> 00:05:38.554]  He talked about the FBI crime statistics, how they've gone down over the last five years.
[00:05:38.594 --> 00:05:39.835]  We're going to go over more of that later.
[00:05:40.856 --> 00:05:42.097]  And here's another piece he brought up.
[00:05:42.117 --> 00:05:47.040]  The Food and Drug Administration has admitted that prescription medications kill over 100,000 people every year.
[00:05:47.060 --> 00:05:51.423]  Oh, and how even hospital infections kill people.
[00:05:51.923 --> 00:05:52.843]  More people than guns.
[00:05:52.963 --> 00:05:56.266]  And more lives are taken by suicide when it comes to guns.
[00:05:56.366 --> 00:06:04.651]  And most of the gun violence is, in fact, gang violence, which is being propagated by this fake war on drugs.
[00:06:05.171 --> 00:06:08.913]  I would say probably 90% of those gang wars are over drug turf.
[00:06:10.776 --> 00:06:12.057]  I'm just going to go ahead and say that.
[00:06:13.438 --> 00:06:14.839]  I don't even have a statistic to back it up.
[00:06:15.760 --> 00:06:17.621]  But that's what it's about.
[00:06:17.661 --> 00:06:19.082]  It's about drug turf.
[00:06:19.102 --> 00:06:22.745]  And that's most of the gun violence, is gangs shooting each other.
[00:06:23.125 --> 00:06:28.909]  Which is sad because these are young men all over America that could be doing something better with their lives than shooting each other.
[00:06:29.910 --> 00:06:31.271]  But that's the way they chose to live.
[00:06:31.951 --> 00:06:33.892]  Moving on, he goes into democide.
[00:06:34.453 --> 00:06:38.836]  The 290 million people that were killed by governments in the last century.
[00:06:40.057 --> 00:06:44.740]  And then he goes, I'm here to tell you, 1776 will come in if you try to take our firearms.
[00:06:45.460 --> 00:06:47.181]  And I like this towards the end.
[00:06:47.542 --> 00:06:53.325]  While Alex has garnered criticism for his demeanor on Pierre's show last night, America is facing a dark hour.
[00:06:53.565 --> 00:06:57.307]  If someone's house is on fire, the time for calm discussion is long past.
[00:06:57.407 --> 00:07:02.871]  It's time to bang on the door, yell and scream, raise the house, and get people to listen to help save lives.
[00:07:04.286 --> 00:07:10.289]  And a few years ago, this is before, this is the first house I bought back in, I don't know, 99.
[00:07:12.370 --> 00:07:14.572]  I'm definitely pro-home ownership.
[00:07:15.012 --> 00:07:16.653]  Anyway, our neighbor's house caught on fire.
[00:07:17.673 --> 00:07:20.335]  And me and my other neighbor saw it happening.
[00:07:20.635 --> 00:07:21.415]  Well, he ran over.
[00:07:21.675 --> 00:07:24.537]  He didn't knock on the door politely and say, hey, your house is on fire.
[00:07:24.657 --> 00:07:26.198]  Luckily, no one was in the house at the time.
[00:07:26.538 --> 00:07:28.239]  But it started up in the attic.
[00:07:28.279 --> 00:07:29.720]  It was the heater unit that went off.
[00:07:30.160 --> 00:07:33.762]  He kicked in that front door, and we went in there yelling, looking for people.
[00:07:34.355 --> 00:07:35.815]  And we got out.
[00:07:35.915 --> 00:07:36.756]  We weren't harmed at all.
[00:07:37.176 --> 00:07:42.757]  But you don't knock on the door, ring the doorbell, look in the window, see if anyone's there.
[00:07:42.957 --> 00:07:45.417]  No, you kick in the door and you warn people.
[00:07:45.657 --> 00:07:46.718]  And that's what Alex was doing.
[00:07:46.738 --> 00:07:54.399]  He was kicking in the door to the people out there who are asleep watching CNN, clicking their channel, tired, in a zone.
[00:07:54.779 --> 00:07:56.900]  And Alex was a bolt of lightning.
[00:07:57.600 --> 00:08:03.666]  That if anybody was watching, anybody, even with half of their head screwed on straight, woke up and started paying attention.
[00:08:03.906 --> 00:08:07.470]  They may not have liked everything he said, they may not have liked his demeanor, but you know what?
[00:08:07.810 --> 00:08:08.931]  It's got people talking.
[00:08:09.191 --> 00:08:10.713]  And people are talking about this today.
[00:08:11.053 --> 00:08:15.898]  And he got all the information out there, well not all the information they wanted to get, but he got a lot of information out.
[00:08:15.998 --> 00:08:22.503]  We were going over different points that he wanted to cover, and I think if he would have got that third segment in, he would have got to everything, especially going after Dershowitz.
[00:08:22.543 --> 00:08:24.304]  We're going to cover that in a little bit.
[00:08:24.784 --> 00:08:28.007]  Moving on, this is Piers Morgan night.
[00:08:28.367 --> 00:08:30.749]  Alex Jones, best night of television ever.
[00:08:30.829 --> 00:08:34.451]  That's from John Rappaport, and that's also on InfoWars.com.
[00:08:36.351 --> 00:08:40.215]  He crashed the television party in a way it's never happened before.
[00:08:40.655 --> 00:08:44.138]  This was one man attacking the whole rotting corpse of major media.
[00:08:44.438 --> 00:08:46.480]  Attacking the fascists of the federal government.
[00:08:46.840 --> 00:08:52.085]  Attacking the psychiatric pharmaceutical cartel for dispensing drugs that cause people to kill other people.
[00:08:52.466 --> 00:08:57.190]  Attacking the host of the show for daring to come to these shores with his putrid put-on Brit arrogance.
[00:08:57.570 --> 00:09:02.695]  Attacking the brain-dead premise that fewer gun murders equal a far better nation.
[00:09:03.416 --> 00:09:04.317]  Case in point, England.
[00:09:04.377 --> 00:09:08.302]  That has a violent crime rate that's going off the charts.
[00:09:09.203 --> 00:09:15.871]  And Alex made all this happen in just the first seven minutes of the interview.
[00:09:15.891 --> 00:09:16.792]  That was the first segment.
[00:09:23.920 --> 00:09:27.243]  Like a car driving through a showroom window at 80 miles an hour.
[00:09:27.703 --> 00:09:29.044]  Better words could not have been written.
[00:09:29.324 --> 00:09:30.645]  Great job, John Rappaport.
[00:09:31.025 --> 00:09:33.767]  And you can check out that article at Infowars.com.
[00:09:34.128 --> 00:09:35.629]  Moving on, Steve Watson.
[00:09:36.089 --> 00:09:39.291]  Deluded Piers Morgan compares himself to John Lennon.
[00:09:39.331 --> 00:09:49.038]  He's running around licking his wounds today, how he's playing a victim like he never talks over anybody or he never steps on people or calls them names.
[00:09:49.419 --> 00:09:50.680]  And Alex didn't even call him
[00:09:51.400 --> 00:09:52.681]  A name except for a red coat.
[00:09:53.181 --> 00:09:56.722]  I think he called him a Jolly Roger at one point or said put on your Jolly Roger uniform.
[00:09:56.742 --> 00:09:59.184]  A lot of people like that, like calling him a pirate.
[00:09:59.784 --> 00:10:00.444]  That's what he is.
[00:10:00.824 --> 00:10:10.389]  Jones marched past the TSA threats of arrest, got onto a plane to New York, walked into the CNN building and proceeded to give the British subject a verbal lathering he will never forget.
[00:10:10.749 --> 00:10:16.631]  Today, every single major publication and TV station in the US and Britain is reporting on the confrontation.
[00:10:17.112 --> 00:10:19.353]  Of course, CNN is not used to this level of attention.
[00:10:19.413 --> 00:10:19.873]  The viewers
[00:10:21.104 --> 00:10:27.486]  The viewer's Jones appearance has brought the channel will provide a temporary spike in another wise a flatlining ratings picture.
[00:10:28.186 --> 00:10:30.467]  It appears Morgan expected a civilized debate with Jones.
[00:10:30.747 --> 00:10:44.032]  Perhaps he should have treated his previous guests such as Gun Owners of America director Larry Pratt with a modicum of respect rather than flat-out calling him an unbelievably stupid man and an idiot for expressing his opinion that he did not adhere to.
[00:10:45.632 --> 00:10:47.494]  This is back in December 19th when this happened.
[00:10:47.975 --> 00:10:49.216]  Go back and watch that interview.
[00:10:49.436 --> 00:10:55.462]  Look how Piers Morgan treated a man who was being very dignified and very civil and just laying out the facts.
[00:10:56.824 --> 00:10:58.025]  The interview will speak for itself.
[00:10:58.625 --> 00:11:00.888]  I mean, he yells at him completely.
[00:11:01.008 --> 00:11:01.669]  It's ridiculous.
[00:11:02.409 --> 00:11:06.794]  And this one, this really gets to me.
[00:11:08.137 --> 00:11:14.120]  Piers Morgan, friend of drone assassin Obama, calls Alex Jones scary.
[00:11:14.460 --> 00:11:16.541]  And this is after he got him off the show.
[00:11:16.621 --> 00:11:18.001]  They kicked him off after that.
[00:11:18.081 --> 00:11:19.382]  They promised him a third segment.
[00:11:19.442 --> 00:11:24.504]  And let me tell you, they begged to have him come to New York.
[00:11:24.564 --> 00:11:31.067]  They really wanted him there because they thought they were going to walk him into a trap and parade victims and victims' families in front of him.
[00:11:31.107 --> 00:11:32.528]  And you know, it's sad that those people
[00:11:33.570 --> 00:11:34.551]  Had to have their lives lost.
[00:11:34.651 --> 00:11:35.372]  But you know what's sad?
[00:11:35.612 --> 00:11:42.358]  Even sadder that the government goes around and makes these gun-free zones where people can't arm themselves and protect themselves from crazy people.
[00:11:42.938 --> 00:11:45.260]  Because, like it or not, there's crazy people out there.
[00:11:45.841 --> 00:11:53.868]  And the solution that the pharmaceutical-drug-industrial complex has come up with is drug people, drug people, drug people, and not really treat the person.
[00:11:54.168 --> 00:11:54.828]  So what happens?
[00:11:55.729 --> 00:11:56.450]  People flip out.
[00:11:58.141 --> 00:12:00.122]  Anyway, moving on, this is from Paul Joseph Watson.
[00:12:00.443 --> 00:12:05.586]  Here's Morgan, who regularly hangs out with the Architect of Drumstrikes, which have killed almost 200 children.
[00:12:06.940 --> 00:12:13.042]  Really took the biscuit when he called Alex Jones scary in a political interview following last night's already infamous CNN confrontation.
[00:12:13.642 --> 00:12:19.683]  In a political interview released today, Morgan remarked, that kind of vitriol, hatred and zealotry is really quite scary.
[00:12:20.023 --> 00:12:24.364]  I didn't feel threatened by Jones, but I'm concerned that someone like him has that level of influence.
[00:12:24.444 --> 00:12:27.645]  Adding, there's got to be a level of discourse that can raise above what happened last night.
[00:12:28.205 --> 00:12:30.046]  It was undignified and unedifying.
[00:12:30.826 --> 00:12:31.726]  I agree, Pierce.
[00:12:31.746 --> 00:12:33.667]  You are undignifying and unedifying.
[00:12:33.787 --> 00:12:38.969]  Coming to our country and telling us that we have to give up our guns so crazy people can shoot us whenever they feel like it.
[00:12:39.509 --> 00:12:44.950]  Because what happens is when there's gun bans, criminals don't turn in their guns.
[00:12:44.970 --> 00:12:45.510]  They keep them.
[00:12:45.811 --> 00:12:48.231]  And then they start running the streets and they start running wild.
[00:12:49.012 --> 00:12:53.653]  The only thing that keeps them in check is an armed populace and people who know how to responsibly use firearms.
[00:12:55.257 --> 00:12:58.020]  So right now, I want to go to a video that I put together.
[00:12:58.060 --> 00:13:02.966]  We played it a couple weeks ago, and it's called Obama Orders Children Murdered.
[00:13:03.847 --> 00:13:05.909]  And you can see it at Prison Planet Live.
[00:13:07.489 --> 00:13:08.750]  It's got almost 150,000 views.
[00:13:08.811 --> 00:13:11.553]  It's on Prison Planet Live right now.
[00:13:11.573 --> 00:13:14.136]  It's called Obama Orders Children Murdered.
[00:13:14.877 --> 00:13:28.631]  And basically what I did was put a graphic up for every time there was a child or a number of children killed in the different drone strikes or different massacres that were done by US troops or NATO troops or
[00:13:30.140 --> 00:13:34.843]  Any type of Western group that's going into these places, especially Pakistan, it's really sad.
[00:13:34.863 --> 00:13:40.107]  We're not even at war with Pakistan, yet we've killed nearly 200 children in that country with our drone strikes.
[00:13:40.427 --> 00:13:49.554]  So you have to ask yourself, you know, Piers Morgan getting up and using these 20 dead children in Sandy Hook as a pretext to come and take our guns.
[00:13:50.714 --> 00:14:03.859]  When we have Obama, who is just going hog-wild with the drones, not asking for drone control from Obama, just letting, oh, that's okay, because he's on my side, and he wants to take the guns, and that's really what we're after.
[00:14:03.899 --> 00:14:06.760]  We're really after the guns, and it's not for saving children.
[00:14:07.280 --> 00:14:08.020]  No, it's not for that.
[00:14:08.080 --> 00:14:08.821]  It's for control.
[00:14:09.121 --> 00:14:10.501]  So we're gonna go to that video right now.
[00:14:13.102 --> 00:14:17.724]  We gather here in memory of 20 beautiful children.
[00:14:19.437 --> 00:14:20.778]  And six remarkable adults.
[00:14:23.700 --> 00:14:27.102]  They lost their lives in a school that could have been any school.
[00:14:29.563 --> 00:14:34.426]  In a quiet town full of good and decent people that could be any town in America.
[00:14:37.588 --> 00:14:43.592]  Here in Newtown, I come to offer the love and prayers of a nation.
[00:14:45.353 --> 00:14:47.535]  I can only hope it helps for you to know
[00:14:48.763 --> 00:14:51.104]  That you're not alone in your grief.
[00:14:54.044 --> 00:14:56.005]  That our world, too, has been torn apart.
[00:14:58.906 --> 00:15:02.347]  That all across this land of ours, we have wept with you.
[00:15:04.867 --> 00:15:07.988]  We've pulled our children tight.
[00:15:10.529 --> 00:15:17.411]  And you must know that whatever measure of comfort we can provide, we will provide.
[00:15:20.575 --> 00:15:22.436]  As a community, you've inspired us, Newtown.
[00:15:24.717 --> 00:15:36.123]  In the face of indescribable violence, in the face of unconscionable evil, you've looked out for each other.
[00:15:38.204 --> 00:15:39.364]  You've cared for one another.
[00:15:41.565 --> 00:15:43.306]  And you've loved one another.
[00:15:45.728 --> 00:15:48.669]  This is how Newtown will be remembered.
[00:15:50.680 --> 00:15:54.944]  And with time and God's grace, that love will see you through.
[00:15:59.667 --> 00:16:04.992]  But we as a nation, we are left with some hard questions.
[00:16:06.613 --> 00:16:18.443]  And we learned that our most important job is to give them what they need to become self-reliant and capable and resilient, ready to face the world without fear.
[00:16:21.738 --> 00:16:24.179]  And we know we can't do this by ourselves.
[00:16:25.679 --> 00:16:34.141]  It comes as a shock at a certain point where you realize no matter how much you love these kids, you can't do it by yourself.
[00:16:38.562 --> 00:16:46.144]  That this job of keeping our children safe and teaching them well is something we can only do together.
[00:16:48.804 --> 00:16:51.025]  With the help of friends and neighbors.
[00:16:53.339 --> 00:16:54.240]  With the help of a community.
[00:16:56.301 --> 00:16:57.222]  And the help of a nation.
[00:16:59.884 --> 00:17:04.808]  And in that way we come to realize that we bear responsibility for every child.
[00:17:06.090 --> 00:17:08.752]  Because we're counting on everybody else to help look after ours.
[00:17:12.535 --> 00:17:13.295]  And we're all parents.
[00:17:15.337 --> 00:17:16.358]  But they're all our children.
[00:17:20.742 --> 00:17:22.223]  This is our first task.
[00:17:24.110 --> 00:17:25.331]  Caring for our children.
[00:17:28.412 --> 00:17:29.113]  It's our first job.
[00:17:31.154 --> 00:17:33.195]  If we don't get that right, we don't get anything right.
[00:17:35.436 --> 00:17:37.917]  That's how, as a society, we will be judged.
[00:17:37.937 --> 00:17:50.824]  And by that measure, can we truly say, as a nation, that we're meeting our obligations?
[00:17:54.616 --> 00:18:03.222]  Can we honestly say that we're doing enough to keep our children, all of them, safe from harm?
[00:18:05.763 --> 00:18:15.950]  Can we claim, as a nation, that we're all together there, letting them know that they're loved, and teaching them to love in return?
[00:18:18.712 --> 00:18:24.456]  Can we say that we're truly doing enough to give all the children
[00:18:24.881 --> 00:18:31.188]  of this country the chance they deserve to live out their lives in happiness and with purpose.
[00:18:35.332 --> 00:18:40.378]  I've been reflecting on this the last few days, and if we're honest with ourselves, the answer is no.
[00:18:42.921 --> 00:18:43.601]  We're not doing enough.
[00:18:45.884 --> 00:18:46.725]  And we will have to change.
[00:18:50.342 --> 00:18:57.646]  Since I've been president, this is the fourth time we have come together to comfort a grieving community torn apart by mass shootings.
[00:19:00.547 --> 00:19:03.088]  The fourth time we've hugged survivors.
[00:19:04.829 --> 00:19:08.831]  The fourth time we've consoled the families of victims.
[00:19:12.152 --> 00:19:16.795]  And in between, there have been an endless series of deadly shootings across the country, almost
[00:19:17.799 --> 00:19:22.701]  Daily reports of victims, many of them children, in small towns and big cities all across America.
[00:19:24.542 --> 00:19:33.646]  Victims whose, much of the time, their only fault was being in the wrong place at the wrong time.
[00:19:35.867 --> 00:19:37.167]  We can't tolerate this anymore.
[00:19:40.769 --> 00:19:42.649]  These tragedies must end.
[00:19:44.830 --> 00:19:46.031]  And to end them, we must change.
[00:19:48.544 --> 00:19:55.730]  If there's even one step we can take to save another child, then surely we have an obligation to try.
[00:19:55.750 --> 00:20:14.504]  In the coming weeks, I'll use whatever power this office holds to engage my fellow citizens, from law enforcement to mental health professionals to parents and educators, in an effort aimed at preventing more tragedies like this.
[00:20:17.146 --> 00:20:18.307]  Because what choice do we have?
[00:20:21.889 --> 00:20:25.091]  We can't accept events like this as routine.
[00:20:29.253 --> 00:20:35.577]  Are we really prepared to say that we're powerless in the face of such carnage?
[00:20:38.379 --> 00:20:39.780]  That the politics are too hard?
[00:20:43.362 --> 00:20:50.226]  Are we prepared to say that such violence visited on our children year after year after year is somehow the price of our freedom?
[00:20:53.183 --> 00:20:54.724]  There's only one thing we can be sure of.
[00:20:57.105 --> 00:20:58.226]  And that is the love that we have.
[00:21:00.628 --> 00:21:01.248]  For our children.
[00:21:02.909 --> 00:21:03.610]  For our families.
[00:21:05.831 --> 00:21:06.331]  For each other.
[00:21:09.333 --> 00:21:10.934]  The warmth of a small child's embrace.
[00:21:12.115 --> 00:21:12.775]  That is true.
[00:21:16.077 --> 00:21:17.238]  The memories we have of them.
[00:21:18.919 --> 00:21:19.900]  The joy that they bring.
[00:21:22.082 --> 00:21:23.723]  The wonder we see through their eyes.
[00:21:25.764 --> 00:21:29.125]  That fierce and boundless love we feel for them.
[00:21:30.426 --> 00:21:34.648]  A love that takes us out of ourselves and binds us to something larger.
[00:21:36.508 --> 00:21:37.769]  We know that's what matters.
[00:21:41.751 --> 00:21:46.833]  We know we're always doing right when we're taking care of them.
[00:21:49.854 --> 00:21:50.975]  When we're teaching them well.
[00:21:52.892 --> 00:21:54.712]  When we're showing acts of kindness.
[00:21:55.533 --> 00:21:57.893]  We don't go wrong when we do that.
[00:22:01.954 --> 00:22:03.074]  That's what we can be sure of.
[00:22:04.694 --> 00:22:05.075]  Charlotte.
[00:22:06.975 --> 00:22:07.355]  Daniel.
[00:22:09.515 --> 00:22:09.956]  Olivia.
[00:22:11.816 --> 00:22:12.396]  Josephine.
[00:22:14.336 --> 00:22:14.617]  Anna.
[00:22:16.257 --> 00:22:16.577]  Dylan.
[00:22:18.857 --> 00:22:19.257]  Madeline.
[00:22:21.018 --> 00:22:21.458]  Katherine.
[00:22:23.601 --> 00:22:44.990]  Chase, Jesse, James, Grace, Emily, Jack, Noah, Caroline, Jessica, Benjamin, Avelio, Alex.
[00:22:53.547 --> 00:22:57.350]  God has called them all home.
[00:22:57.370 --> 00:23:04.955]  For those of us who remain, let us find the strength to carry on and make our country worthy of their memory.
[00:23:06.296 --> 00:23:19.986]  I encourage you to get that video, Obama Orders Children Murdered, and pass it out to all your gun-grabbing friends and see how they're talking after that, after watching that, because the video speaks for itself.
[00:23:20.446 --> 00:23:22.928]  Moving on, I don't want that man to have a gun.
[00:23:24.156 --> 00:23:37.566]  After CNN ejected Alex Jones following an impassioned defense of the Second Amendment on the Piers Morgan Show last night, Harvard Law School professor Alan Dershowitz said Jones is a piece of evidence for the disarmament case by the gun grabbers.
[00:23:38.387 --> 00:23:44.832]  And we have a clip from that little transaction of Dershowitz who is actually supposed to debate Alex.
[00:23:45.392 --> 00:23:47.374]  And I'll have a little story when we come back from that clip.
[00:23:47.754 --> 00:24:06.810]  And if he got really mad at something I said, or if I disputed his contentions, or I told him he was lying about the FBI statistics, and that he was lying about the claim, more guns equal less crime, I would be worried he would grab for his semi-automatic and try to resolve it.
[00:24:07.851 --> 00:24:12.755]  Wow, so Alex Jones is a liar for bringing up FBI statistics off the FBI's own website.
[00:24:15.350 --> 00:24:16.291]  He's scared of him.
[00:24:16.831 --> 00:24:18.733]  Alan Dershowitz is scared of him because he might not agree with him.
[00:24:19.153 --> 00:24:24.297]  When, in all reality, Alan Dershowitz is the gun grabber who wants to see people disarmed and be killed.
[00:24:24.498 --> 00:24:26.860]  That's what his wish is for, in my opinion.
[00:24:29.522 --> 00:24:36.347]  So, after, it was funny, after they brought Alex out, I thought he was going to do a third segment and I was set up in the green room videotaping the television there.
[00:24:36.367 --> 00:24:39.330]  I hear, Oh, Alan Dershowitz!
[00:24:39.470 --> 00:24:40.591]  Hey, let's get a picture!
[00:24:41.420 --> 00:24:43.862]  Oh, I really like those torture memos you authored.
[00:24:44.663 --> 00:24:50.108]  And, um, as Alan Dershowitz is walking by, and the producer starts screaming at Alex, enough, Alex, enough!
[00:24:50.208 --> 00:24:53.410]  Being real melodramatic, trying to scurry us out of there.
[00:24:54.391 --> 00:24:56.653]  Another guy came up to me and said, what are you doing filming?
[00:24:56.713 --> 00:24:58.094]  I said, nobody said I couldn't film here.
[00:24:59.147 --> 00:25:01.549]  I've been walking around with cameras for 30 minutes, no one said a word.
[00:25:02.489 --> 00:25:05.832]  And so, it was funny, we weren't the darlings anymore.
[00:25:05.872 --> 00:25:12.697]  They weren't treating us all nice with their fake, you know, snobbery and their fake, oh, what's the term for it?
[00:25:12.977 --> 00:25:14.878]  Just like, oh, hi, how's it going?
[00:25:14.918 --> 00:25:24.385]  You know, the second we didn't play by their rules and Alex started talking real and putting it out there, oh, it was like, get out of here, don't attack our sponsors, don't do any of that, get out of here.
[00:25:24.966 --> 00:25:27.788]  And what they did was, they escorted us downstairs.
[00:25:29.190 --> 00:25:35.094]  And before we went in earlier that night, we were walking around, Alex wanted to walk around the cold air a little bit to wake up.
[00:25:35.595 --> 00:25:38.457]  And we were approached by several people throughout the night.
[00:25:39.317 --> 00:25:40.638]  One of which came up to us twice.
[00:25:41.599 --> 00:25:43.500]  And actually there was a couple that did that.
[00:25:44.161 --> 00:25:48.344]  But this guy came, he was looking right at us and he walks up and he's like, oh hey, how's it going?
[00:25:48.684 --> 00:25:50.425]  And you know, I'm really looking forward to tonight.
[00:25:50.445 --> 00:25:52.487]  I wanted to get a whole group out here and have a big protest.
[00:25:52.955 --> 00:25:55.117]  Like, oh, okay, he's like, are you planning anything tonight?
[00:25:55.157 --> 00:25:57.078]  We're like, no, we're not planning anything.
[00:25:57.098 --> 00:25:58.720]  We're going to do the show.
[00:25:59.180 --> 00:26:08.568]  And he shakes our hand, and we walk off, and we go shoot some video, and we're coming back, and all of a sudden this guy appears right behind us, like, oh man, go after that limey, you know, go after him.
[00:26:09.328 --> 00:26:11.290]  And, uh, really spooky.
[00:26:12.391 --> 00:26:15.994]  And Alex had seen other people earlier in the day, and he didn't even mention it to me.
[00:26:16.054 --> 00:26:18.035]  I was busy shooting video, looking at the cameras.
[00:26:18.756 --> 00:26:21.318]  So then, we're on our way leaving CNN.
[00:26:21.338 --> 00:26:22.339]  Let's go ahead and roll that clip.
[00:26:23.266 --> 00:26:27.267]  Here we are going out the back door, which we asked to go out the front door, and they're like, no, you gotta go out this door.
[00:26:28.528 --> 00:26:32.429]  And all of a sudden, this guy appears, right here, looking right at Alex.
