[00:00:03.697 --> 00:00:03.917]  I'm good.
[00:11:41.062 --> 00:11:45.084]  And they also talk about intercepting the phone signals to get your precise location.
[00:11:46.204 --> 00:11:56.347]  So we've seen in other polls that a significant majority of Americans oppose using spy drones to issue speeding tickets, for example.
[00:11:56.867 --> 00:12:05.409]  And again, it just goes to show, if they really knew what these drones were being prepared for, identifying gun owners, tracking people via their cell phones,
[00:12:06.309 --> 00:12:08.570]  Would two-thirds of the American people support it?
[00:12:08.670 --> 00:12:15.532]  Would police departments be getting millions of dollars in grants from the DHS to buy these spy drones?
[00:12:16.092 --> 00:12:28.937]  Again, we find that a lack of education on this issue is key in the Feds being able to mislead Americans on the true agenda behind the rollout of domestic spy drones, as the FAA announced last year.
[00:12:29.517 --> 00:12:40.026]  30,000 in US skies by 2020, and that will include, of course, insect-sized drones as well as the huge Predator B-style drones.
[00:12:41.647 --> 00:12:49.874]  Mike Adams out of Natural News reports, Transhumanism debunked why drinking the Kurzweil Kool-Aid will only make you dead, not immortal.
[00:12:51.095 --> 00:12:53.656]  And I talked about this last week on the Alex Jones Show.
[00:12:53.676 --> 00:13:04.823]  There's been a deluge of new interest in the predictions of futurist Ray Kurzweil in the aftermath of the Global Futures 2045 conference in New York last weekend at which he spoke.
[00:13:05.283 --> 00:13:12.247]  Of course, we saw the big drudge banner headline last week about humans being able to upload their brains to computers by 2045.
[00:13:13.488 --> 00:13:15.028]  That's one of Kurzweil's predictions.
[00:13:16.169 --> 00:13:33.180]  But as I have emphasized, if you actually read Kurzweil's 1999 book, The Age of Spiritual Machines, and bear in mind that this guy is a respected futurist because almost every one of the predictions he made back in 1999 came true over the next 10 years.
[00:13:33.220 --> 00:13:39.904]  He predicted the likes of Google Glass, the Kindle, the iPad, the iPhone, on-demand services like Netflix.
[00:13:40.825 --> 00:13:45.050]  Basically, every technological development occurred over the past 10-15 years.
[00:13:45.110 --> 00:13:48.153]  Kurzweil predicted it, so that's why people are still listening to him.
[00:13:48.634 --> 00:13:53.399]  But there's a side to his brand of transhumanism that you're not being told.
[00:13:53.980 --> 00:13:57.604]  And that is that the technology that will allow people like Kurzweil to
[00:13:58.405 --> 00:14:11.015]  Upload their brains to computers by 2045, dispense with their physical bodies and basically become a kind of virtual reality avatar in a Matrix-style artificially generated reality.
[00:14:11.716 --> 00:14:14.818]  That will all be the sole domain of the elite.
[00:14:15.298 --> 00:14:25.447]  It's not going to be available to the masses because their plans for the rest of us, and this is what Kurzweil basically outlines in his own book, he won't say it publicly but if you read his book it's in there,
[00:14:26.929 --> 00:14:46.967]  What we've got to look forward to in their vision of the future is not very tasteful for us because in his book Kurzweil actually quotes Ted Kaczynski and gives his prediction credence that within decades humans, the general public, not the elite who will get all the life extension technology, but the rest of us
[00:14:47.648 --> 00:14:54.511]  will become superfluous and will either be sterilized out of existence or simply slaughtered en masse.
[00:14:54.931 --> 00:14:59.973]  That's what the elite have in store for us as they go through their transhumanist revolution.
[00:15:00.994 --> 00:15:11.398]  So, in this article, Mike Adams succinctly outlines why the notion, as the elite are pursuing it, of uploading your mind to a computer does not represent immortality.
[00:15:11.798 --> 00:15:15.000]  It merely represents creating a copy of your own brain.
[00:15:15.620 --> 00:15:16.981]  Your body will still die.
[00:15:17.321 --> 00:15:21.124]  Your soul will not be able to live on inside a computer.
[00:15:21.144 --> 00:15:23.265]  Here's the quote from the article.
[00:15:23.746 --> 00:15:27.448]  In this plan, there is no mechanism to transfer your consciousness to the machine.
[00:15:27.889 --> 00:15:34.893]  So even if all three of these technologies are adequately developed, they still don't provide a way to merge your mind with the machine.
[00:15:35.314 --> 00:15:38.756]  Nothing more than a computer simulation of your brain.
[00:15:40.177 --> 00:15:53.723]  So Adams concludes basically that this will be a copy, a simulation, it won't be the original, and that transhumanism is a death cult that bears a stunning resemblance to the Heaven's Gate cult from back in the 1990s.
[00:15:54.583 --> 00:16:02.566]  Because even if you're able to make a copy of your brain and upload it to a computer, your soul, your consciousness, will leave this mortal coil.
[00:16:03.087 --> 00:16:08.329]  The cult of transhumanism is for the elite only, and even if you're a part of it,
[00:16:08.749 --> 00:16:13.971]  It represents a spiritual holocaust that I want nothing to do with, and I'm sure many other people feel the same.
[00:16:14.951 --> 00:16:15.471]  Moving on.
[00:16:16.952 --> 00:16:22.093]  Curt Nimmo writes, Richard Clarke, Hastings accident consistent with a car cyber attack.
[00:16:22.633 --> 00:16:38.018]  Former US National Coordinator for Security, Infrastructure Protection and Counterterrorism, Richard Clarke, told the Huffington Post on Monday that the fatal crash of a journalist Michael Hastings' Mercedes coupe is, quote, consistent with a car cyber attack.
[00:16:38.738 --> 00:16:55.334]  And as an addendum to this, just about an hour before we started recording this nightly news, one of Hastings' former friends, a former sergeant in fact, went on Fox News and gave an interview, and we're going to have an article up on Infowars.com about this very shortly.
[00:16:56.054 --> 00:16:57.135]  He basically said that
[00:16:57.876 --> 00:17:04.257]  Hastings told him directly he was working on, quote, the biggest story ever involving the CIA.
[00:17:04.837 --> 00:17:10.619]  And then he completely rubbished claims that Hastings would be driving at high speed in the middle of the night.
[00:17:10.639 --> 00:17:14.839]  In fact, I believe his exact quote was, he drove like a grandma.
[00:17:15.460 --> 00:17:21.541]  So it was completely out of character for Hastings to be driving, you know, 100 miles down the street in the middle of the night.
[00:17:22.441 --> 00:17:32.191]  And of course we know from his panicked emails he sent to his friends hours before his death that he thought he was being pursued by the authorities.
[00:17:32.792 --> 00:17:35.095]  So we're going to have an article out on that but Clark
[00:17:36.124 --> 00:17:39.626]  Who is no tinfoil hat wearing conspiracy theorist.
[00:17:39.666 --> 00:17:41.047]  He's no internet blogger.
[00:17:41.587 --> 00:17:45.610]  You know, he was the former counter-terrorist under two separate US presidents.
[00:17:46.250 --> 00:17:58.438]  He's now saying that evidence suggests it could have been a cyber hack on the onboard computer of the Mercedes, took control of the vehicle and ended up smashing it into a tree.
[00:17:58.458 --> 00:18:00.820]  Of course, the car basically exploded.
[00:18:01.789 --> 00:18:07.291]  And in this article we point to research out of DARPA and other universities, quote,
[00:18:19.577 --> 00:18:32.604]  To whether the brakes work, writes Keith Barry, citing research conducted by the Center for Automotive Embedded System Security, a partnership between the University of California, San Diego, and the University of Washington.
[00:18:33.164 --> 00:18:37.947]  Now, Clark was careful not to directly implicate the government in hacking Hastings' car.
[00:18:38.427 --> 00:18:47.452]  He said, quote, so if there were a cyber attack on the car, and I'm not saying there was, I think whoever did it would probably get away with it.
[00:18:48.132 --> 00:18:55.241]  In the case of Michael Hastings, what evidence is available publicly is consistent with a car cyber attack.
[00:18:55.781 --> 00:18:59.566]  That's Richard Clarke, former counter-terrorism czar and the two US presidents.
[00:19:00.427 --> 00:19:05.974]  And of course we also know from the revelations of former MI6 agent Richard Tomlinson
[00:19:06.454 --> 00:19:14.881]  The MI6, the British intelligence agency, discussed using similar methods to crash the car of Slobodan Milosevic back in the 1990s.
[00:19:15.301 --> 00:19:24.108]  And of course the fatal car crash involving Princess Diana in 1997 bore numerous indications that her Mercedes was tampered with.
[00:19:24.609 --> 00:19:33.896]  An explanation which of course was shielded by the cover story that the driver, Henri Paul, was drunk when in fact blood samples were switched
[00:19:34.276 --> 00:19:34.856]  We're good to go.
[00:20:01.946 --> 00:20:13.523]  So this story only continues to become more suspicious in the death of former Rolling Stone journalist Michael Hastings, who of course made many enemies in the establishment.
[00:20:14.747 --> 00:20:15.987]  Biometrics news now.
[00:20:16.908 --> 00:20:21.469]  Coming to America, Shanghai now requires ID finger scan.
[00:20:21.929 --> 00:20:28.591]  Shanghai residents will be required to have their fingerprints scanned while obtaining a new ID card starting from July 1st.
[00:20:28.991 --> 00:20:32.732]  The move is aimed to curb counterfeiting and the false use of ID cards.
[00:20:33.922 --> 00:20:46.170]  Basically, in Shanghai, the people who need to renew their ID card are now having to go to the local police office and give their fingerprints, like a criminal would, to be kept on a database stored forever.
[00:20:46.590 --> 00:20:51.294]  And you know, if it's good enough for Communist China, it must be good enough for America.
[00:20:52.094 --> 00:21:00.060]  Over the last month, of course, we've seen numerous stories about schools taking child's digital fingerprints without parental permission.
[00:21:00.720 --> 00:21:10.948]  And the Polk County School District in Florida, this made big headlines recently, made hundreds of children give iris scans before they could use the school bus.
[00:21:11.348 --> 00:21:19.494]  Parents were not told that they could opt out until 750 kids had been scanned, Minority Report style,
[00:21:20.114 --> 00:21:22.555]  Simply to get on the school bus.
[00:21:23.696 --> 00:21:32.919]  So before we go to this classic clip from America Destroyed by Design here at the end of the show, just want to encourage you again to subscribe at PrisonPlanet.tv.
[00:21:32.960 --> 00:21:39.602]  Of course, the InfoWars Nightly News goes out first to PrisonPlanet.tv subscribers in high quality.
[00:21:39.662 --> 00:21:42.744]  It's later put on YouTube a day later or so.
[00:21:43.564 --> 00:21:45.865]  But your support is what allows us to do this.
[00:21:45.945 --> 00:21:52.127]  It funds the live show, the Alex Jones Show, which of course you get live streaming video access to as well.
[00:21:52.667 --> 00:22:01.610]  In addition to every Alex Jones documentary, numerous other documentaries that we put out, speeches, special events, all kind of additional content.
[00:22:02.190 --> 00:22:15.561]  And it funds our network, it enables us to exist and continue to hire more people and grow as the biggest alternative media platform in America, and indeed the world, at Infowars.com.
[00:22:15.941 --> 00:22:19.304]  So please give us your support at PrisonPlanet.tv.
[00:22:19.364 --> 00:22:22.627]  Stick around, after the break we're going to go to this clip, don't go away.
[00:22:27.523 --> 00:22:32.076]  Now you can watch the InfoWars Nightly News streaming live as it happens for free.
[00:22:32.577 --> 00:22:35.786]  Check it out at InfoWars.com forward slash show.
[00:22:42.887 --> 00:22:45.649]  Johnny Appleseed was born during the Revolutionary War.
[00:22:45.709 --> 00:22:46.790]  He's not just a legend.
[00:22:47.210 --> 00:22:53.695]  And in more than five states, he introduced apples that had not even been grown in the colonies.
[00:22:54.336 --> 00:23:02.182]  Later, the seeds from plants he planted and cultivated, and some of the varieties he developed, spread across the United States.
[00:23:02.782 --> 00:23:14.585]  And it was Johnny Appleseed teaching the colonists, and then the new Americans after we won independence, the love of planting fruit trees that introduced that idea to North America.
[00:23:15.305 --> 00:23:31.310]  Ladies and gentlemen, it is a revolutionary act to unplug from the television, to unplug from the computer, and all the globalist propaganda, and to go out in your backyard, or your front yard, or planters at your apartment, or on the roof of the building where you live, and to plant a garden.
[00:23:31.550 --> 00:23:40.434]  Become the Johnny Appleseed of your community with seeds from the InfoWars Seed Center at InfoWarsStore.com.
[00:23:40.734 --> 00:23:52.358]  The simple act of planting fruits and vegetables and then tending them and taking care of them and then sharing them with friends and family is a revolutionary act against tyranny.
[00:23:52.658 --> 00:23:58.321]  The globalists first and foremost do not want us to be self-sufficient.
[00:23:58.781 --> 00:24:01.182]  The crony anti-free market capitalist
[00:24:01.522 --> 00:24:06.825]  The fascists are using socialism and collectivism to shut down societies.
[00:24:07.365 --> 00:24:19.632]  Stalin in Poland and in Ukraine and other areas starved on record more than 10 million people over five years by not letting them grow their own crops and collectivizing them.
[00:24:20.092 --> 00:24:25.455]  Mao killed between 65 million and 80 plus million people doing the same thing.
[00:24:26.115 --> 00:24:28.257]  The UN says they will use food as a weapon.
[00:24:28.437 --> 00:24:31.579]  They use genetic evil to attack the Earth.
[00:24:32.100 --> 00:24:42.688]  And major GMO companies have been caught going into growth belts around the world, even where GMO is illegal, and planting seeds everywhere to infect the genetics of the original crops.
[00:24:43.128 --> 00:24:48.593]  Almost all of the thousands of varieties of Mexican corn has been infected.
[00:24:49.929 --> 00:24:52.251]  They are in a genetic war against everyone.
[00:24:52.692 --> 00:24:56.796]  That's why we have to get these seeds and not just plant them on our own gardens.
[00:24:57.136 --> 00:25:02.221]  And not just give them as gifts to friends and family to plant spring and summer and fall gardens.
[00:25:02.782 --> 00:25:09.308]  I'm calling on you to go out into the green belts, to go out into the areas and plant secret gardens.
[00:25:10.049 --> 00:25:19.936]  No, not of marijuana, but of the hundreds and hundreds of incredible high-quality vegetables and herbs and fruit plants that are here.
[00:25:20.496 --> 00:25:22.577]  Lemons and oranges, the list goes on and on.
[00:25:22.898 --> 00:25:27.481]  They will grow, plum trees, grape trees, they will grow almost everywhere in the U.S.
[00:25:27.881 --> 00:25:33.825]  We can literally, not just buying these products from Infowarsstore.com, but from wherever you get them.
[00:25:34.245 --> 00:25:39.047]  This aggressive program literally just came to me one morning when I woke up about 4 a.m.
[00:25:39.368 --> 00:25:47.611]  realizing that we've got a counter of their genetic war against us with original real crops developed over eons on this planet.
[00:25:48.192 --> 00:25:50.053]  We have the lowest prices.
[00:25:50.093 --> 00:25:57.496]  We bought it in the biggest bulk that some of these companies have ever seen to ship this directly to you from the Infowars Command Center.
[00:25:57.896 --> 00:25:58.917]  We stand for life.
[00:25:59.497 --> 00:26:00.477]  We stand for liberty.
[00:26:00.517 --> 00:26:02.078]  We stand for self-sufficiency.
[00:26:02.358 --> 00:26:10.101]  Go to InfowarsStore.com, click on the Seed Center, and as of taping this, we have the seven top respected brands.
[00:26:10.381 --> 00:26:18.185]  We intend to continue to do research and find other companies, other specialties, other varieties to really take action.
[00:26:18.585 --> 00:26:24.667]  The Infowars Store Seed Center has the largest online selection of heirloom non-GMO seeds.
[00:26:24.987 --> 00:26:28.529]  Check out these products from our newest supplier, Heirloom Organics.
[00:26:28.789 --> 00:26:31.310]  The Medicine Garden, for a natural remedy.
[00:26:31.550 --> 00:26:36.231]  The Tea Garden, that contains every important tea herb you can grow.
[00:26:36.251 --> 00:26:38.412]  Fruit Lovers, with 12 varieties.
[00:26:38.712 --> 00:26:42.213]  And the Tobacco Pack, additive and pesticide free.
[00:26:42.613 --> 00:26:47.775]  Join the gardening revolution today, at InfoWarsStore.com.
[00:26:48.475 --> 00:26:50.676]  This is a revolutionary action we're asking you to take.
[00:26:51.536 --> 00:26:53.136]  Plant seeds everywhere today.
[00:26:53.597 --> 00:26:54.097]  Nurture them.
[00:26:55.097 --> 00:26:58.001]  Bring them to fruit and pass on the knowledge to others.
[00:26:58.421 --> 00:26:59.422]  Become human again.
[00:26:59.963 --> 00:27:01.965]  Discover your roots in the soil.
[00:27:02.626 --> 00:27:06.450]  And remember, the revolution against tyranny is growing.
[00:27:16.394 --> 00:27:28.787]  Staying on the theme of biometrics, we're going to do a flashback to this clip from Alex Jones' 1997 documentary, America Destroyed by Design, which I remember was one of the first Alex Jones films that I ever saw.
[00:27:29.728 --> 00:27:37.175]  And of course, the classic video of Alex getting arrested for refusing to thumb scam at the DMV.
[00:27:37.235 --> 00:27:38.457]  So we're going to go to that clip now.
[00:27:41.038 --> 00:27:46.940]  Well, you've seen what's going on around the country and here in Austin, Texas, where this was produced.
[00:27:47.785 --> 00:27:58.328]  Now you're going to see me, Alex Jones, and about a hundred other people go down to the Texas Department of Public Safety and protest thumb scanning, finger imaging for driver's license.
[00:27:58.428 --> 00:27:59.969]  Yes, everyone must get it.
[00:28:00.429 --> 00:28:09.971]  And according to the Federal Register, President Clinton would like to start random urine, blood, or other tissue sample testing at the driver's license facilities around the nation.
[00:28:10.272 --> 00:28:11.112]  Well, don't hear it from me.
[00:28:11.992 --> 00:28:20.292]  Hear it from newscast and our cameras that were there on the scene the fateful day that 100 Americans stood up to Big Brother.
[00:28:21.252 --> 00:28:24.474]  Well, getting a driver's license caused quite a stinker in Austin today.
[00:28:24.674 --> 00:28:28.596]  You know, in Texas, if you want one of these, well, you have to give your thumbprints.
[00:28:29.056 --> 00:28:35.419]  But KISJ Carter shows you why some folks today said they don't want anybody scanning their body parts.
[00:28:36.000 --> 00:28:42.763]  I'm gonna go up, and if they come up and touch me in any way, I'm gonna lay down peaceably and let the police state minions drag me away.
[00:28:43.143 --> 00:28:46.145]  Alex Jones wants to renew his driver's license.
[00:28:46.505 --> 00:28:48.566]  He also expects to be arrested.
[00:28:49.947 --> 00:28:56.210]  I'm going in there with my passport, my birth certificate, my driver's license, my W-2 form.
[00:28:56.350 --> 00:28:58.191]  But he won't give a thumbprint.
[00:28:58.271 --> 00:29:01.412]  Moments after this interview, troopers did arrest him.
[00:29:01.432 --> 00:29:04.354]  If you do not leave now, I will be forced to arrest you.
[00:29:04.374 --> 00:29:05.754]  Sir, I'm here to get a driver's license.
[00:29:05.854 --> 00:29:07.575]  I have never had a criminal record.
[00:29:07.595 --> 00:29:07.895]  Let's go.
[00:29:07.915 --> 00:29:10.957]  Jones says fingerprinting gives government too much control.
[00:29:11.537 --> 00:29:14.519]  And the next thing you know, they'll ask for urine and blood samples.
[00:29:14.739 --> 00:29:19.122]  Rebecca Yocum walked through the crowd of protesters to renew her license.
[00:29:19.442 --> 00:29:21.444]  She didn't mind giving her thumbprint.
[00:29:21.764 --> 00:29:24.686]  I really don't see anything wrong with the thumbprinting, and it's kind of...
[00:29:25.902 --> 00:29:27.743]  Weird how everybody's protesting about it.
[00:29:27.923 --> 00:29:34.546]  But the protesters believe if they don't speak up now, the requirements to drive could get even more personal.
[00:29:35.246 --> 00:29:38.328]  With your eye on Austin, I'm Jay Carter.
[00:29:38.828 --> 00:29:43.270]  Alex Jones is now in an Austin jail, and he'll face a disorderly conduct charge.
