[00:00:03.757 --> 00:00:04.098]  We're good.
[00:18:32.281 --> 00:18:36.682]  But when I looked at it, I read the article and I said, this is what the headline we're going with.
[00:18:36.722 --> 00:18:37.623]  I sent the guys the link.
[00:18:37.663 --> 00:18:39.143]  I said, give it this headline.
[00:18:39.463 --> 00:18:42.103]  Leukemia-causing chemicals lurking in your pantry.
[00:18:42.524 --> 00:18:53.686]  Because it has in there, in this article, that they stopped using it in rubber manufacturing, the benzoate, when rubber workers in there were getting leukemia in these mass amounts
[00:18:54.546 --> 00:18:57.188]  Just massive amounts of leukemia is going on and cell damage.
[00:18:57.508 --> 00:19:01.350]  But this chemical is more toxic than high fructose corn syrup.
[00:19:02.410 --> 00:19:06.012]  And it's used as a preservative in acidic products.
[00:19:06.352 --> 00:19:13.276]  And when it mixes with vitamin C, which is in a lot of acidic products, it creates benzene, which is a cancer-causing chemical.
[00:19:13.516 --> 00:19:16.318]  So on top of it causing leukemia, it could also cause cancer.
[00:19:16.658 --> 00:19:17.859]  And it's in a lot of stuff.
[00:19:18.159 --> 00:19:20.140]  So you ought to start looking at the back of those labels.
[00:19:20.760 --> 00:19:23.024]  And start realizing what you're putting in your body.
[00:19:23.044 --> 00:19:24.746]  Start putting organic food into your body.
[00:19:24.806 --> 00:19:26.208]  Start drinking clean water.
[00:19:26.268 --> 00:19:27.009]  Get it filtered.
[00:19:27.750 --> 00:19:30.194]  We have products at the InfoWars store to help you out with that.
[00:19:30.614 --> 00:19:32.037]  And do your own research.
[00:19:32.357 --> 00:19:36.803]  Here's a stay-at-home mother who just decided to do her own research and put out her findings.
[00:19:37.464 --> 00:19:44.745]  And it's funny, when her article got linked on InfoWars, she called my wife and said, I think I did something wrong.
[00:19:45.145 --> 00:19:47.486]  I put an FDA quote in there and I'm getting tons of hits.
[00:19:47.786 --> 00:19:48.486]  Was it because of that?
[00:19:48.526 --> 00:19:49.986]  I said, no, you got the InfoWars bump.
[00:19:50.466 --> 00:19:51.226]  That's what happened.
[00:19:51.846 --> 00:19:55.987]  Because we have a lot of people that come to our website who are hungry for real knowledge.
[00:19:56.787 --> 00:20:02.028]  They're not looking for who's wearing what, who's kissing who, and this and that, which you find any other place.
[00:20:02.048 --> 00:20:06.329]  They're looking for real knowledge that they can use in their own lives and how their lives are being affected.
[00:20:07.028 --> 00:20:11.490]  That's why, you know, when Winfowars has a big celebrity on, people don't care that much.
[00:20:12.110 --> 00:20:13.651]  You know, people just want information.
[00:20:14.031 --> 00:20:18.093]  The people that come to our site and the people that share our information, they want real information.
[00:20:18.413 --> 00:20:19.774]  And that's why this article is so good.
[00:20:20.054 --> 00:20:24.216]  And it's somebody out there just like you who just decided to start doing it.
[00:20:24.256 --> 00:20:25.817]  I've been watching a lot of these Paul Revere
[00:20:26.872 --> 00:20:28.212]  We're good to go.
[00:20:55.094 --> 00:20:56.015]  Because that's what they're doing.
[00:20:56.275 --> 00:20:57.255]  They have teleprompters.
[00:20:57.275 --> 00:20:57.936]  They have scripts.
[00:20:57.956 --> 00:20:59.297]  They're all reading the same thing.
[00:20:59.537 --> 00:20:59.877]  I don't.
[00:21:00.177 --> 00:21:04.900]  If I went and did the news again, I would probably say everything in different ways and bring up different points that I have.
[00:21:05.180 --> 00:21:06.641]  Because that's how my mind works.
[00:21:06.741 --> 00:21:10.384]  I don't have to write this stuff down because I've been living it for the last, you know...
[00:21:11.024 --> 00:21:16.068]  Four or five years working here, but even before that I've been hungry for this information because you can't find it anywhere.
[00:21:16.148 --> 00:21:16.748]  You just can't.
[00:21:17.209 --> 00:21:20.691]  So it's good to see people out there really doing their own investigative work.
[00:21:20.731 --> 00:21:26.336]  People like James O'Keefe and my friend Julie over in Virginia who's doing her own blog.
[00:21:26.416 --> 00:21:29.518]  It's great to see people getting out there doing citizen journalism.
[00:21:29.558 --> 00:21:31.540]  That's why you need to carry a camera with you everywhere you go.
[00:21:32.682 --> 00:21:40.985]  Now, before we go to the quote of the day, we have a really interesting special report, a little news blurby, as done by Leanne McAdoo.
[00:21:41.025 --> 00:21:47.767]  It talks about head transplants and another good use for the 3D printable computer.
[00:21:48.087 --> 00:21:49.348]  And we'll go to that report right now.
[00:21:53.334 --> 00:21:59.160]  In this week's Weird Science, technological advances are revealing some real-life Dr. Frankensteins.
[00:21:59.780 --> 00:22:05.666]  Full human head transplants could be coming soon, according to a recent paper in Surgical Neurology International.
[00:22:06.147 --> 00:22:16.497]  Scientists have done head transplants on animals for the past 40 years, but they were never able to connect the spinal cord of the head to the donor body, and this left the animals paralyzed from the neck down.
[00:22:17.017 --> 00:22:23.498]  But Dr. Sergio Cannavaro said the technology only now exists to reconnect surgically severed spinal cords.
[00:22:24.078 --> 00:22:30.939]  With a donor and recipient in the same operating room, surgeons cool the donor head between 55 and 59 degrees Fahrenheit.
[00:22:31.380 --> 00:22:39.201]  Then, both heads must be rapidly removed at the same time, reconnecting the head to the donor's body and circulatory system within one hour.
[00:22:39.541 --> 00:22:45.302]  Once the head is reattached, the heart can be restarted and doctors can keep working to reconnect the spinal cord.
[00:22:45.822 --> 00:22:49.085]  Canavero says the procedure requires an ultra-sharp blade.
[00:22:49.565 --> 00:22:57.952]  The clean cut is vital to spinal fusion since it creates a seamless edge that encourages the body's natural healing process to fuse and reconstruct.
[00:22:58.492 --> 00:23:05.318]  Full head transplants could help paraplegics and people with muscular dystrophy who could benefit from having an entirely new body.
[00:23:06.974 --> 00:23:11.396]  Buttercup the duck can waddle and swim thanks to a prosthetic 3D printed foot.
[00:23:11.776 --> 00:23:19.499]  The bird who was born with its left foot turned backwards could only hobble around until 3D printing company NovaCopy was called in to help.
