[00:00:03.683 --> 00:00:03.803]  Okay.
[00:10:17.392 --> 00:10:29.055]  And he says, when the government tells us this, tells us this is likely to lead to death, shouldn't we defer to that even more than when they say it will result in the release of secret information?
[00:10:29.095 --> 00:10:38.137]  So this judge believes the nonsense that the CIA officials are telling him, that, you know, if these photos come out, all hell will break loose.
[00:10:38.557 --> 00:10:46.159]  You know, quite possibly, maybe that's true, but another reason why they might not want to release the films is because the American people will start asking questions.
[00:10:46.619 --> 00:10:55.003]  They'll start seeing that, oh, you know, you said that he was shot to death and we don't see a bullet here, we don't see a bullet here, and it will poke holes in their argument.
[00:10:55.944 --> 00:11:00.106]  Also, you know, the American people are going to start asking questions.
[00:11:00.186 --> 00:11:06.809]  Madeline Albright, the former Secretary of State as well, has stated that Osama bin Laden had been dead for years.
[00:11:07.589 --> 00:11:08.190]  For years.
[00:11:08.550 --> 00:11:12.273]  So that would obviously contradict their story as well.
[00:11:12.693 --> 00:11:16.476]  And the White House hasn't been too forthcoming also on other issues.
[00:11:16.516 --> 00:11:22.580]  Remember the White House released photos that showed President Obama and Hillary Clinton watching the raid.
[00:11:22.960 --> 00:11:25.582]  They said that's what they looked like when the raid was going on.
[00:11:26.282 --> 00:11:28.244]  They then later said that that was not
[00:11:29.114 --> 00:11:30.736]  A picture of them viewing the raid.
[00:11:31.176 --> 00:11:35.099]  So, you know, we can't really trust White House officials, but there you go.
[00:11:35.479 --> 00:11:44.427]  You've got a federal judge saying that they don't want to release the Osama bin Laden photos, and I'll leave you to come to your own conclusions on that.
[00:11:45.267 --> 00:11:47.990]  Now, in other news, she's here.
[00:11:48.786 --> 00:11:53.590]  She's here and we're not talking about Hillary Clinton or Kim Kardashian.
[00:11:53.610 --> 00:11:55.852]  We're talking about the Obama phone lady.
[00:11:56.312 --> 00:11:58.053]  She visited Austin, Texas today.
[00:11:58.193 --> 00:11:59.154]  Alex flew her out.
[00:11:59.214 --> 00:12:00.715]  She is as sweet as they come.
[00:12:01.556 --> 00:12:06.440]  And we're going to go to a quick video right now that shows Alex greeting her.
[00:12:07.080 --> 00:12:32.750]  at the airport and in just a couple of other minute moments we're going to go to another brief video and then we're later on in the newscast we're going to go to a sit-down interview that Alex had with both her her name is Michelle and her husband and earlier in today's radio show Alex also interviewed the Obama phone lady and it was quite a kick let's go to that video Obama lady here!
[00:12:52.625 --> 00:12:53.245]  How you doing?
[00:12:53.285 --> 00:12:53.946]  I'm Alex Jones.
[00:12:54.246 --> 00:12:54.606]  I'm Harvey.
[00:12:54.626 --> 00:12:56.167]  God bless you, sir.
[00:12:56.747 --> 00:12:58.208]  I hear you like steaks.
[00:12:59.149 --> 00:13:00.990]  I know I did a big job for that man.
[00:13:01.030 --> 00:13:01.830]  I want him to see it.
[00:13:01.870 --> 00:13:02.891]  Do you see me, Obama?
[00:13:04.629 --> 00:13:05.590]  Come on, you guys ready to go?
[00:13:05.610 --> 00:13:06.050]  Okay, ready.
[00:13:06.530 --> 00:13:08.270]  Alex Jones here with Infowars.com.
[00:13:08.611 --> 00:13:12.792]  As you have just seen, we've picked up Michelle, also known as the Obama phone lady.
[00:13:12.852 --> 00:13:15.133]  So when you called me, I was like, what?
[00:13:15.833 --> 00:13:18.314]  Ladies and gentlemen, you want Valhalla?
[00:13:18.814 --> 00:13:19.534]  You've got it.
[00:13:20.254 --> 00:13:23.956]  Tomorrow, my syndicated radio show, we've got her.
[00:13:24.556 --> 00:13:25.976]  The Obama phone lady.
[00:13:26.376 --> 00:13:27.277]  I'm coming to you.
[00:13:27.737 --> 00:13:31.038]  And I'm here at the Alex Jones Show tomorrow.
[00:13:33.659 --> 00:13:34.920]  I'm on a clock!
[00:13:35.080 --> 00:13:36.620]  Alright, you like to fish?
[00:13:36.661 --> 00:13:37.501]  Yeah, I love fish.
[00:13:37.561 --> 00:13:38.601]  I want one of these in my house.
[00:13:38.661 --> 00:13:39.922]  I want one too.
[00:13:40.022 --> 00:13:41.763]  I'm telling my wife that.
[00:13:41.803 --> 00:13:45.505]  Gentlemen, until tomorrow, we leave you to contemplate the fish.
[00:13:46.045 --> 00:13:46.765]  Till we get back.
[00:13:47.385 --> 00:13:48.306]  Till we get right back.
[00:13:49.352 --> 00:13:51.193]  Hey, Momma gave us those fish.
[00:13:51.213 --> 00:13:51.533]  Did he?
[00:13:51.553 --> 00:13:52.934]  Yeah, and he's gonna do more.
[00:13:53.274 --> 00:13:54.355]  He's gonna do more for us.
[00:13:54.555 --> 00:13:56.996]  He's gonna give us a house, a car, a driver's license.
[00:13:57.036 --> 00:13:58.877]  He's gonna take care of me.
[00:13:58.897 --> 00:14:01.058]  I'll take care of you.
[00:14:01.098 --> 00:14:01.839]  You take care of me.
[00:14:01.879 --> 00:14:02.399]  I'm here.
[00:14:02.879 --> 00:14:03.960]  Do you see me, Michelle?
[00:14:04.140 --> 00:14:04.780]  I'm Michelle too.
[00:14:10.746 --> 00:14:14.808]  And in other news, it seems more people have died in Chicago.
[00:14:14.868 --> 00:14:21.070]  Died in Chicago in 2012 than died in Afghanistan, according to FoxNews.com.
[00:14:21.830 --> 00:14:24.031]  There were 405 coalition deaths in Afghanistan in 2012.
[00:14:24.071 --> 00:14:25.011]  310 of those, 405 were Americans.
[00:14:25.031 --> 00:14:28.013]  But in Chicago, one of the bastions for gun control, there were 532 homicides in 2012.
[00:14:39.835 --> 00:14:51.869]  Just further proof that gun control does not work, and in nearby Aurora, Illinois, the second largest city in Illinois, there was very little deaths in 2012, and they have very lax gun laws.
[00:14:52.329 --> 00:14:56.034]  So when will these individuals realize that gun control doesn't work?
[00:14:56.434 --> 00:15:08.544]  If you want to reduce gun violence, end the drug war, Barack Obama, and you will watch, in my opinion, violent firearm rates drop by at least a third.
[00:15:08.904 --> 00:15:12.647]  And another thing you can do is don't have gun-free zones as well.
[00:15:13.869 --> 00:15:21.675]  Speaking of gun violence, it seems that again, sadly, Chicago rung in the new year 2013 with more violence.
[00:15:22.195 --> 00:15:30.461]  Headline reads, it's on vladtv.com, still suffering 22 murders in 11 days in Chicago, two teens dead.
[00:15:30.902 --> 00:15:37.467]  I wonder what Pierce Morgan would say if an assault weapon killed 22 individuals.
[00:15:38.147 --> 00:15:39.228]  But yet, in this place,
[00:15:40.935 --> 00:15:45.927]  In this place, Chicago, this happens all the time and you hear nothing from Mayor Michael Bloomberg.
[00:15:45.947 --> 00:15:47.812]  We're now going to go to some pretty powerful video.
[00:15:48.516 --> 00:15:55.882]  We have learned about at least five different shootings since Friday afternoon, and at least six teens have been shot.
[00:15:56.082 --> 00:15:57.283]  Two of them have died.
[00:15:57.583 --> 00:16:02.607]  We're just 12 days into 2013, and there's now a total of 22 homicides.
[00:16:02.947 --> 00:16:11.514]  Later on today, Reverend Jesse Jackson and Police Superintendent Gary McCarthy will join together for a roundtable to discuss this gang violence in Chicago.
[00:16:12.655 --> 00:16:14.196]  These individuals are truly amazing.
[00:16:14.216 --> 00:16:16.298]  They're going to have a roundtable discussion
[00:16:16.986 --> 00:16:18.147]  End the drug war, guys.
[00:16:18.647 --> 00:16:19.107]  There you go.
[00:16:19.827 --> 00:16:22.408]  Crime will drop by a third, minimal, in my opinion.
[00:16:22.588 --> 00:16:24.289]  There's no need for a roundtable discussion.
[00:16:24.309 --> 00:16:25.550]  All you have to do is arm the people.
[00:16:25.850 --> 00:16:26.650]  End the drug war.
[00:16:27.150 --> 00:16:30.232]  But your beloved Barack Obama doesn't want to do that.
[00:16:30.612 --> 00:16:37.235]  And actually, the police chief of Chicago, Gary McCarthy, I believe his name was, he was the police chief of Newark, New Jersey.
[00:16:37.635 --> 00:16:41.277]  And Newark, New Jersey, sadly, was crime-ridden as well.
[00:16:41.337 --> 00:16:44.478]  So I don't know what he's going to do to improve the situation in Chicago.
[00:16:45.407 --> 00:16:55.049]  Now, speaking of gun violence, this is truly senseless gun violence in an article posted today on Infowars.com by William Grigg of LRCblog.
[00:16:55.690 --> 00:17:06.612]  The headline reads, Auburn, Washington resident Dustin Theo Harris was asleep in his bed on February 11th of 2012 when two armed strangers entered his room and started to give him orders.
[00:17:07.052 --> 00:17:08.833]  Understandably startled, Theo Harris
[00:17:09.373 --> 00:17:09.573]  I think?
[00:17:30.589 --> 00:17:36.878]  Theo Harris' roommate Nicholas Harrison, an ex-convict who had failed to report for community supervision.
[00:17:37.338 --> 00:17:45.549]  The officers were searching his bedroom to find if Theo Harris had a gun, which would have allowed them to charge Harrison with a parole violation.
[00:17:46.230 --> 00:17:49.872]  They had no warrant or probable cause, and no gun was found.
[00:17:50.252 --> 00:17:56.294]  Since Harrison was already in custody at the time of the incident, there was no need to conduct a safety sweep of the residence.
[00:17:56.314 --> 00:18:02.977]  Basically, they crashed into this individual's house because they were looking for his roommate to see if his roommate had a gun.
[00:18:03.357 --> 00:18:11.140]  They already had his roommate in custody, but if they were to have found a gun, they would have been able to really throw him in jail for a long time.
[00:18:11.460 --> 00:18:12.801]  As a result, though, they shot
[00:18:13.302 --> 00:18:20.995]  His roommate 16 times and that's because they broke in in the middle of the night and the guy reached for a flashlight.
[00:18:22.318 --> 00:18:30.301]  The officers were not convicted of anything wrong because their supervisor said that they were, you know, they were operating in self-defense.
[00:18:30.341 --> 00:18:31.102]  They had to shoot him.
[00:18:31.122 --> 00:18:32.622]  They didn't know if that guy had a gun.
[00:18:33.043 --> 00:18:35.023]  But, I mean, they really need to use their head.
[00:18:35.043 --> 00:18:37.944]  They're breaking into someone's house in the middle of the night.
[00:18:38.004 --> 00:18:39.565]  People are in a deep sleep.
[00:18:40.125 --> 00:18:44.767]  Obviously, they're going to be flustered and they're going to reach for their baseball bat, their flashlight.
[00:18:45.548 --> 00:18:47.228]  They could have done this raid in the morning.
[00:18:47.488 --> 00:18:49.069]  They could have even rang the doorbell.
[00:18:49.884 --> 00:18:54.208]  You know, they weren't looking for that individual, they were looking to see if there was a gun in the house.
[00:18:54.568 --> 00:19:03.576]  So there you go again, and Mayor Michael Bloomberg, Pierce Morgan, that's one of the, you know, some of the shootings that occur from cops.
[00:19:03.636 --> 00:19:06.479]  It's not just, you know, bad people walking around shooting people.
[00:19:06.859 --> 00:19:10.342]  Sometimes the murders occur because of officers of the law.
[00:19:11.703 --> 00:19:12.864]  Maybe we should ban their guns.
[00:19:13.785 --> 00:19:16.127]  Now, in a much lighter story,
[00:19:18.163 --> 00:19:24.310]  It seems that Ethiopian kids, if you leave them alone with computers, really know what they're doing.
[00:19:25.010 --> 00:19:28.094]  And that's further proof that kids are smart individuals.
[00:19:28.574 --> 00:19:35.522]  They're not dumb, despite the horrible test results we see in our public school systems in an article posted by Device.
[00:19:36.894 --> 00:19:42.855]  It says, Ethiopian kids hack OLPCs in five months with zero instruction.
[00:19:43.396 --> 00:19:50.917]  And the article says, what happens if you give a thousand Motorola Zoom tablet PCs to Ethiopian kids who have never seen a printed word?
[00:19:51.417 --> 00:20:01.840]  Within five months, they'll start teaching themselves English while circumventing the security on your OS to customize settings and activate disabled hardware.
[00:20:01.900 --> 00:20:02.080]  Whoa!
[00:20:02.800 --> 00:20:15.410]  The One Laptop per Child project started as a way of delivering technology and resources to schools and countries with little or no education infrastructure, using inexpensive computers to improve traditional curriculum.
[00:20:16.010 --> 00:20:21.134]  What the OLPC project has realized over the last five or six years though is that teaching kids stuff
[00:20:22.179 --> 00:20:23.420]  Is really not that valuable.
[00:20:23.861 --> 00:20:28.304]  Basically, later on in the article it says, quote, We left the boxes in the village closed.
[00:20:28.785 --> 00:20:29.605]  Taped shut.
[00:20:29.986 --> 00:20:31.627]  No instruction, no human being.
[00:20:32.048 --> 00:20:34.149]  I thought the kids will play with the boxes.
[00:20:34.490 --> 00:20:40.895]  Within four minutes, one kid not only opened the box, but found the on and off switch.
[00:20:41.356 --> 00:20:43.257]  He'd never seen an on and off switch.
[00:20:43.297 --> 00:20:44.038]  He powered it up.
[00:20:44.458 --> 00:20:48.499]  Within five days, they were using 47 apps per child per day.
[00:20:48.859 --> 00:20:53.021]  Within two weeks, they were singing ABC songs in English in the village.
[00:20:53.481 --> 00:20:56.341]  And within five months, they had hacked Android.
[00:20:56.902 --> 00:21:01.463]  Some idiot in our organization or in the media lab had disabled the camera.
[00:21:01.983 --> 00:21:05.346]  And they figured out it had a camera and they hacked Android.
[00:21:05.386 --> 00:21:05.946]  So there you go.
[00:21:05.986 --> 00:21:10.629]  That's just a fun story that shows that kids have that electricity in their eyes.
[00:21:10.689 --> 00:21:12.911]  They want to learn and they can learn.
[00:21:13.411 --> 00:21:18.255]  Yet in the city of Detroit, only 7% of our kids can read or do math proficiently.
[00:21:19.115 --> 00:21:24.119]  Nationwide, it's only about 40% of our kids can read or do math proficiently.
[00:21:24.479 --> 00:21:28.382]  Yet if you go to charter schools, proficiency rates are at 90%.
[00:21:28.962 --> 00:21:31.504]  90 plus percent in the city of Newark.
[00:21:32.339 --> 00:21:38.480]  You're always hearing these poverty pimps saying that we need to throw more money at our education system, our socialized education system.
[00:21:39.020 --> 00:21:56.224]  In the city of Newark, their public school systems are doing horrible, yet at Robert Treat Academy, it's a charter school, proficiency rates at over 90%, and those are inner city kids, many of them who don't have fathers, and they're doing a wonderful job, because you can fire bad teachers.
[00:21:56.984 --> 00:22:01.985]  The socialized public education system does not work, and if we can go to that image of that beautiful child,
[00:22:03.044 --> 00:22:06.248]  Looking at that app, I mean, he's just truly adorable.
[00:22:06.308 --> 00:22:06.889]  Just look at him.
[00:22:07.429 --> 00:22:09.712]  Kids want to learn, and they can learn.
[00:22:10.193 --> 00:22:21.046]  Again, charter schools do wonderfully, yet Barack Obama really doesn't, he's not aggressive on charter schools, and yet he says that he wants to see our kids have a wonderful education system.
[00:22:22.682 --> 00:22:30.356]  And you've got these poverty pimps continue to say that the answer is to throw more and more money at these failing public education system.
[00:22:30.376 --> 00:22:31.638]  We need a free market approach.
[00:22:32.079 --> 00:22:33.742]  School vouchers are what works.
[00:22:34.725 --> 00:22:36.627]  And now we're going to go to the joke of the day.
[00:22:36.647 --> 00:22:38.529]  I mean the daily quote of the day.
[00:22:38.569 --> 00:22:41.852]  I say joke of the day because what you're about to hear is pretty humorous.
[00:22:42.353 --> 00:22:53.363]  It's from Janet Napolitano and she says, the last thing the Department of Homeland Security is about is infringing on anybody's constitutionally protected rights.
[00:22:54.144 --> 00:22:55.025]  Rimshot please.
[00:22:56.451 --> 00:23:01.174]  So there you go, that's our daily quote, and now we're going to go to the Obama phone lady again.
[00:23:01.454 --> 00:23:02.435]  Her name is Michelle.
[00:23:02.455 --> 00:23:06.978]  We're going to go to a quick video once again, and then when we come back, we're going to see an interview.
[00:23:06.998 --> 00:23:12.201]  You're going to see an interview that Alex conducted with the Obama phone lady and her husband.
[00:23:15.023 --> 00:23:18.906]  I turned down everybody, but I said, I gotta go on the Alex Jones Show!
[00:23:42.034 --> 00:23:42.815]  You're awesome.
[00:23:42.855 --> 00:23:44.776]  Gentlemen, I'm here.
[00:23:45.356 --> 00:23:45.957]  He's won.
[00:23:46.037 --> 00:23:47.838]  We want to get some of this what he won.
[00:23:47.918 --> 00:23:50.079]  I want to help get mine in now.
[00:23:50.240 --> 00:23:52.021]  People don't know that Clinton put it in.
[00:23:52.281 --> 00:23:56.164]  But once Obama ran, made that election, they called these Obamas.
[00:23:56.544 --> 00:23:59.606]  Even the job I worked for gave us phones and they was called Obamas.
[00:23:59.966 --> 00:24:07.791]  But why when I made this and when we was out there campaigning for Obama, people was like, how the hell they get you on?
[00:24:08.772 --> 00:24:11.054]  Out of all of us, mine hit like it hit.
[00:24:11.334 --> 00:24:12.696]  Why you think that hit like that?
[00:24:12.716 --> 00:24:13.897]  Is it what I said?
[00:24:13.917 --> 00:24:15.178]  How I said it?
[00:24:15.298 --> 00:24:15.899]  It was funny.
[00:24:16.299 --> 00:24:17.020]  Is that what it is?
[00:24:17.380 --> 00:24:19.542]  Yo, Obama phone lady, I'll be there.
[00:24:20.022 --> 00:24:22.064]  Don't you be square, you better be there.
[00:24:22.084 --> 00:24:24.907]  Crying Colorado, hear Obama lay a hill.
[00:24:25.467 --> 00:24:26.828]  Tomorrow!
[00:24:26.868 --> 00:24:28.549]  We'll see you at the Alex Jones Show.
[00:24:28.609 --> 00:24:29.290]  I'll see you there.
[00:24:30.010 --> 00:24:34.333]  Even if he is bigger than Obama, he's the president.
[00:24:34.914 --> 00:24:37.615]  He should be able to take anything in this nation and do.
[00:24:37.695 --> 00:24:42.379]  And if he don't do it, you ain't gonna last long in Ohio, in America.
[00:24:42.519 --> 00:24:48.183]  Because we had a lot of people that voted for him, and what he said he was gonna do, we waiting on that.
[00:24:49.187 --> 00:24:53.328]  Ladies and gentlemen, as they say in Caddyshack, Oonga Galonga.
[00:24:53.948 --> 00:24:57.749]  We have the Obama phone lady right here.
[00:24:57.769 --> 00:24:58.829]  Alright now.
[00:24:58.889 --> 00:24:59.969]  What's coming up tomorrow?
[00:25:01.870 --> 00:25:04.210]  Obama lady here!
[00:25:04.670 --> 00:25:06.671]  Tomorrow!
[00:25:07.351 --> 00:25:08.431]  At 1 o'clock!
[00:25:09.491 --> 00:25:10.912]  On the Alex Jones Show!
[00:25:10.952 --> 00:25:11.392]  Up next.
[00:25:16.783 --> 00:25:17.704]  You got Obama phone?
[00:25:17.764 --> 00:25:18.024]  Yes!
[00:25:18.144 --> 00:25:21.386]  Everybody in Cleveland, no minority, got Obama phone!
[00:25:21.646 --> 00:25:23.747]  Keep Obama in president, you know?
[00:25:24.007 --> 00:25:28.230]  The Obama phone lady debates Alex Jones in studio.
[00:25:28.530 --> 00:25:32.593]  Will she still support Obama after a big dose of the truth?
[00:25:33.113 --> 00:25:36.255]  Find out next on the InfoWars Nightly News.
[00:25:40.623 --> 00:25:46.728]  I really enjoy it when the globalists try to poison us and, well, we resist them via a free market system.
[00:25:47.648 --> 00:25:49.189]  Hello, my fellow info warriors.
[00:25:49.369 --> 00:25:54.593]  Alex Jones here, introducing you to the ProPure family of gravity-fed filters.
[00:25:55.054 --> 00:26:01.999]  Now, you know that the globalists are filling our water with radioactive isotopes, fluoride, lead, mercury, arsenic.
[00:26:02.699 --> 00:26:12.042]  And one of the few systems that can efficiently and economically remove or reduce down to non-detectable levels these poisons are gravity-fed filters.
[00:26:12.482 --> 00:26:14.763]  And ProPure is the top of the line.
[00:26:15.263 --> 00:26:17.844]  Their filters are impregnated with silver.
[00:26:18.664 --> 00:26:19.845]  A natural antibiotic.
[00:26:20.505 --> 00:26:23.867]  On top of that, they're bigger, so they filter faster.
[00:26:24.167 --> 00:26:27.269]  You don't have to prime these the first time you use them.
[00:26:27.649 --> 00:26:28.309]  It's amazing.
[00:26:28.349 --> 00:26:34.133]  Go to InfoWars.com and click on the shopping cart link to see the entire family of these babies.
[00:26:35.157 --> 00:26:40.159]  Now, the fluoride they add to our water is so tiny that most filters can't cut it out.
[00:26:40.440 --> 00:26:46.382]  But ProPure has their system that will, again, reduce it to non-detectable levels.
[00:26:46.523 --> 00:26:48.383]  Almost get all of it out of there.
[00:26:48.704 --> 00:26:49.684]  That's also available.
[00:26:50.004 --> 00:27:01.970]  And if you look at the different systems they offer, the ProPure Big Brushed Finish is on a stand, so it's easier on a table or at your restaurant or wherever you have it to go up with a glass or a mug and fill it up.
[00:27:02.090 --> 00:27:06.152]  Then there's this big baby right here, the Pro-Pure King, large version.
[00:27:06.372 --> 00:27:08.473]  Got a lot of different options that come with it.
