[00:00:04.278 --> 00:00:04.538]  I think.
[00:13:45.749 --> 00:14:08.215]  As opposed to being a check on the balance of the federal government, as opposed to standing up for our constitutional rights, these state legislatures in Georgia and North Carolina, I used to live in North Carolina, and I know that when it comes to identity card legislation, North Carolina just rolls over for anything the federal government wants to do, and that's what they're doing here, and they're doing it in Georgia as well.
[00:14:08.935 --> 00:14:19.444]  So be aware if that is happening in your state and be aware of what the implications are when every time you get a job it's reported to Washington.
[00:14:20.084 --> 00:14:24.568]  And presumably Washington has a say-so as to whether or not you get that job.
[00:14:24.668 --> 00:14:30.652]  They can say there's a problem with your paperwork or you might run into some kind of a bureaucratic snafu like a no-fly list.
[00:14:30.712 --> 00:14:33.315]  You might get a no-work list as well.
[00:14:33.795 --> 00:14:34.616]  That's in the future.
[00:14:35.697 --> 00:14:37.298]  That takes us to our quote of the day.
[00:14:37.318 --> 00:14:42.363]  It is from Kwame Nkrumah, a former Marxist leader in Africa.
[00:14:42.943 --> 00:14:44.084]  But he had an interesting quote.
[00:14:44.104 --> 00:14:48.848]  He said, A state in the grip of neocolonialism is not a master of its own destiny.
[00:14:49.689 --> 00:14:55.033]  It is this factor which makes neocolonialism such a serious threat to world peace.
[00:14:55.925 --> 00:15:00.490]  Now, what he's calling neo-colonialism we would call gangster capitalism.
[00:15:00.570 --> 00:15:03.132]  The kinds of things that Cecil Rhodes did in Rhodesia.
[00:15:03.613 --> 00:15:10.599]  The kinds of things that the large multinational banks are doing to us in the first world today.
[00:15:11.280 --> 00:15:21.809]  They were just seeing it at that time in the colonial world, the third world, they were seeing it and it was very brutish, it was very open, it was very naked aggression.
[00:15:22.169 --> 00:15:29.755]  It was a little bit more subtle when they did it in the western countries, but now the gloves have come off and we're seeing that iron fist there.
[00:15:30.355 --> 00:15:36.580]  But we call it the difference between gangster capitalism and true free market competitive
[00:15:37.341 --> 00:15:37.962]  Free markets.
[00:15:38.663 --> 00:15:40.324]  That's not what capitalism is.
[00:15:40.665 --> 00:15:42.146]  It's not gangster capitalism.
[00:15:42.287 --> 00:15:45.951]  It is a free market where you have private property and true competition.
[00:15:46.351 --> 00:15:48.313]  And that is what is being squished out.
[00:15:49.435 --> 00:15:52.558]  Now getting back to NSA spying information, ours is Technica.
[00:15:53.556 --> 00:16:00.959]  Has an article about how a 30-year-old, in this case a lawyer, exposed NSA mass surveillance of Americans.
[00:16:01.039 --> 00:16:03.399]  But it's not the 30-year-old Ed Snowden.
[00:16:03.900 --> 00:16:10.042]  No, this is a lawyer and it was back in 1975, eight years before Ed Snowden was born.
[00:16:10.662 --> 00:16:15.164]  And this is part of the Frank Church Committee hearings, if you remember back in the mid-70s.
[00:16:15.224 --> 00:16:18.545]  It was an effort to clean up corruption in the wake of Watergate.
[00:16:19.525 --> 00:16:21.387]  The article says, critics today charge that the U.S.
[00:16:21.407 --> 00:16:27.573]  surveillance state has become a self-perpetuating insular leviathan that essentially makes its own rules under minimal oversight.
[00:16:27.993 --> 00:16:28.513]  Absolutely.
[00:16:29.314 --> 00:16:40.525]  Well, the Church Committee, set up by Congress in 1975 to function as a sort of Watergate-style inquiry, focused on CIA subversion of foreign governments and spying on American citizens.
[00:16:41.178 --> 00:16:49.700]  Now, the 30-year-old lawyer that they talk about in this article is an L. Britt Snyder, and what he was talking about was Project Shamrock.
[00:16:50.220 --> 00:16:53.821]  Now, listen to how similar this is, even though the technology has changed.
[00:16:53.861 --> 00:16:59.103]  He said, I can remember the clean-cut, earnest man in his early 40s who met with me, but I do not recall his name.
[00:16:59.503 --> 00:17:08.365]  It was true, he said, that NSA had access for many years, even in 1975, to most of the international telegrams leaving New York City for foreign destinations.
[00:17:08.786 --> 00:17:09.946]  It was just telegrams then.
[00:17:10.686 --> 00:17:15.148]  The program was codenamed Shamrock, and it was known to only a few people within the government.
[00:17:15.508 --> 00:17:30.395]  Every day a courier went up to New York on the train and returned to Fort Meade, that's where the NSA was headquartered, with large reels of magnetic tape, which were copies of the international telegrams sent from New York the preceding day using the facilities of three telegraph companies.
[00:17:31.095 --> 00:17:38.260]  The tapes would then be electronically processed for items of foreign intelligence interest, typically telegrams sent by foreign establishments in the U.S.
[00:17:38.860 --> 00:17:40.721]  or telegrams that appear to be encrypted.
[00:17:41.222 --> 00:17:44.204]  It's exactly, exactly what they are doing today.
[00:17:44.864 --> 00:17:57.693]  Except, as we'll see in the one article after this, we're going to see exactly how they're doing that from Google and Apple and how technology has streamlined that and made that so pervasive that they can do it to everyone.
[00:17:58.433 --> 00:18:01.054]  But first, let's take a look at the reaction in Germany.
[00:18:01.755 --> 00:18:05.056]  German prosecutors may actually file charges over U.S.
[00:18:05.116 --> 00:18:06.357]  and British surveillance.
[00:18:06.557 --> 00:18:10.239]  They're very angry about the fact that the German government has been spied upon.
[00:18:10.979 --> 00:18:23.346]  German Justice Minister Sabine Leuthauser-Schnarrenberger demanded an immediate explanation, said the behavior of the intelligence services was, quote, reminiscent of the actions against enemies during the Cold War.
[00:18:24.326 --> 00:18:27.788]  Quote, it defies belief that our friends in the U.S.
[00:18:28.368 --> 00:18:31.049]  see Europeans as their enemies, she said.
[00:18:31.069 --> 00:18:40.313]  A spokesman for the federal prosecutor said the office was preparing to bring charges against, quote, persons unknown in relation to the reports.
[00:18:40.393 --> 00:18:42.274]  Well, we know who they are.
[00:18:42.294 --> 00:18:44.695]  They can start with James Clapper
[00:18:45.629 --> 00:18:51.294]  Director of Intelligence who lied to Congress just a couple of months before this was all broken by Snowden.
[00:18:51.914 --> 00:18:54.176]  He lied to Congress about what was being collected.
[00:18:54.476 --> 00:18:58.059]  We can also go to President Obama himself.
[00:18:58.219 --> 00:19:00.721]  Maybe they should press charges against Obama.
[00:19:01.402 --> 00:19:07.167]  But the interesting thing I think about it is the fact that they just cannot believe how they're being treated.
[00:19:07.687 --> 00:19:13.031]  They have no malice towards the United States, yet the United States is treating them as if they're enemies.
[00:19:13.871 --> 00:19:17.672]  Well, that's the situation we American citizens find ourselves in.
[00:19:18.513 --> 00:19:25.095]  Not bearing any malice in general to the United States government, we are treated as if we were dangerous enemies.
[00:19:25.795 --> 00:19:33.158]  We are spied on, we are lied to, and we see a buildup in weapons reminiscent of the Cold War.
[00:19:33.838 --> 00:19:41.921]  So essentially what we see here is an information war, a PSYOP, that has all the hallmarks of a Cold War and preparations for a hot war.
[00:19:43.479 --> 00:19:54.261]  Now, the government likes to minimize this NSA leak and say, we were just looking at ones and zeros, or it's just metadata.
[00:19:54.421 --> 00:20:03.323]  Well, more slides have been released today from The Independent, more slides from Edward Snowden, that give us more information about PRISM.
[00:20:04.263 --> 00:20:07.184]  And if you remember when this came out a couple of weeks ago now,
[00:20:08.137 --> 00:20:16.402]  The companies that were involved, Microsoft, Google, Apple, others, said essentially the same thing in their statements.
[00:20:16.422 --> 00:20:30.431]  They had very carefully worded, nearly identical statements of denial, which right there should tell you that they're not telling the truth, that they've got a prepared statement, carefully prepared denial, so they can kind of beat around the bush.
[00:20:30.451 --> 00:20:32.652]  Actually, I guess you could say they're prevaricating around the bush.
[00:20:33.547 --> 00:20:41.251]  But these identical scripted statements were denials and now we see in this document here that you're looking at, we see exactly what's happening.
[00:20:41.291 --> 00:20:46.353]  These are some more documents from this top secret slideshow that was leaked by Edward Snowden.
[00:20:46.934 --> 00:20:51.436]  The slide describes what happens when an NSA analyst quote, tasks
[00:20:52.267 --> 00:21:00.454]  The PRISM system, in other words, gives it a task for information about a new surveillance target, and they've got about 117,000 of these targets as of last count.
[00:21:01.054 --> 00:21:19.670]  The request to add a new target is passed automatically to a supervisor who reviews it, but basically it's just a rubber stamp procedure because the analyst only has to have, in his terms, a reasonable belief defined as 51% confidence that the specified target is a foreign national.
[00:21:20.563 --> 00:21:23.685]  Now, the other things that are interesting are these side notes on these charts.
[00:21:23.725 --> 00:21:27.808]  Go down that chart just a little bit, and you'll see that side note over to the side.
[00:21:27.828 --> 00:21:45.502]  The Washington Post says, the FBI uses government equipment on private company property to retrieve matching information from a participating company, such as Microsoft or Yahoo, and it then passes it on without further notice or further review to the NSA.
[00:21:46.877 --> 00:21:54.822]  If you look at the next slide down, you'll see that it shows how it passes from the cloud to the FBI Data Intercept Technology Unit.
[00:21:54.862 --> 00:21:56.123]  That's the DITU.
[00:21:56.824 --> 00:22:01.427]  And it says in the notes there, from the FBI's Interception Unit on the premises of private companies.
[00:22:01.487 --> 00:22:03.788]  Again, they said, we don't know anything about it.
[00:22:03.848 --> 00:22:05.209]  We didn't have anything to do with it.
[00:22:05.669 --> 00:22:07.891]  They've actually got the machines there.
[00:22:07.951 --> 00:22:12.094]  And we've had leakers who have told us this in the past, and they were telling us this from the very beginning.
[00:22:12.734 --> 00:22:26.383]  And now we have more evidence from the government's own top secret slides that it is on the private company's premises that they put this specialized equipment where they can pass information to one or more quote-unquote customers as they call themselves.
[00:22:26.803 --> 00:22:30.366]  Those customers would be the NSA, the CIA, or the FBI.
[00:22:30.546 --> 00:22:42.294]  Now the next slide shows that depending on the provider, the NSA may receive live notifications when a target logs in or sends an email or monitors a voice text or voice chat.
[00:22:43.214 --> 00:22:44.075]  As it is happening.
[00:22:44.735 --> 00:22:46.295]  So right there, there's the note right there.
[00:22:46.976 --> 00:22:51.678]  They're going to be pulling in the data in real time as it's happening.
[00:22:51.798 --> 00:23:00.561]  And if we look at the previous chart that was up there, one of the things that they like to talk about is how, let's go to the previous chart there, talk about metadata.
[00:23:01.061 --> 00:23:02.942]  And how, don't worry, it's only metadata.
[00:23:03.062 --> 00:23:07.244]  Or as one congressman said, it's only ones and zeros, it's not any information about you.
[00:23:08.254 --> 00:23:12.416]  But on that chart, it shows not only metadata, but it shows voice content.
[00:23:12.556 --> 00:23:13.917]  Right there, you see voice content.
[00:23:14.237 --> 00:23:18.039]  Down a little bit to the left, guys, it says DNI content.
[00:23:18.179 --> 00:23:19.840]  In other words, where you're located.
[00:23:20.640 --> 00:23:21.440]  And videos.
[00:23:22.161 --> 00:23:24.742]  They're looking at all of your personal information.
[00:23:24.802 --> 00:23:26.643]  It is not just metadata.
[00:23:28.396 --> 00:23:37.587]  Now we have an interview that is coming up with the filmmakers of State of Mind, talking about control and how the government has absolute total control of us.
[00:23:38.348 --> 00:23:46.978]  Part of total control, part of a psyops, is having information about what you're doing, how you're going to react, how you think.
[00:23:47.998 --> 00:23:49.960]  Then they use that information to control you.
[00:23:50.020 --> 00:23:51.581]  This is an excellent documentary.
[00:23:51.941 --> 00:23:52.482]  State of mind.
[00:23:52.542 --> 00:23:54.264]  It's going to be shipping July 17th.
[00:23:54.764 --> 00:23:56.766]  It is still pre-booking at InfoWars.
[00:23:57.246 --> 00:24:01.029]  We're going to have it exclusively for a 90-day window here at InfoWars.
[00:24:02.070 --> 00:24:13.941]  And we've got a video here where Alex is meeting with the filmmakers and they talk about how subjective reality is manipulated to influence our objective reality.
[00:24:16.536 --> 00:24:44.570]  Okay folks, Alex Jones here with InfoWars.com and we're shooting some interviews to get the word out about the new film State of Mind, The Psychology of Control that people can find out more about at InfoWars.com and InfoWarsStore.com and we're going to be premiering this on PrisonPlanet.tv on July 17th, 7 o'clock central for all the viewers and members of PrisonPlanet.tv and then they are graciously to get the word out and have a free society
[00:24:44.909 --> 00:24:50.052]  We're going to allow it to be posted on our official YouTube channel for free for everybody.
[00:24:50.552 --> 00:24:59.196]  But I hope that folks out there will want to have it on Blu-ray or DVD and get a free film that we're offering with it at InfoWarsTore.com so that they can make future films.
[00:24:59.216 --> 00:25:00.777]  This is their second feature film.
[00:25:00.817 --> 00:25:06.219]  The first one, of course, is A Noble Lie, Oklahoma City, 1995, exposing that false flag.
[00:25:06.239 --> 00:25:11.382]  So this is very important to support the front lines of the Info War, and I'm very impressed with this film.
[00:25:11.664 --> 00:25:15.725]  That's why we have the initial distribution the first three months of it coming out.
[00:25:15.745 --> 00:25:18.666]  So you can pre-order it right now at infowarestore.com.
[00:25:18.906 --> 00:25:38.552]  But we were in there having a meeting about a big interview we're doing tomorrow on the Nightly News and Richard Grove who is a forensic historian and really knows his stuff because I've done a lot of research and hearing him talk and the way he puts things is really a great way to wake people up but also to simplify the complexity
[00:25:39.088 --> 00:25:56.503]  And he's basically taken the classic equation, one of the classic equations of Einstein and combined it to basically explain how they're hijacking the human computer and manipulating it, why they want us to have training instead of real education.
[00:25:56.763 --> 00:25:59.826]  Of course, they call their brainwashing and Pavlovian training.
[00:26:00.134 --> 00:26:03.476]  They call it education, but it's really dog training.
[00:26:03.796 --> 00:26:04.956]  TSA, all of it.
[00:26:05.356 --> 00:26:14.260]  So I got him to basically agree to talk to us here and go back over what he was showing me earlier when he drew out this equation.
[00:26:14.721 --> 00:26:17.502]  So Richard, please break this down for everybody out there.
[00:26:18.902 --> 00:26:25.724]  Just a little behind-the-scenes on what it takes to come up with a state of mind and the line of thinking that it takes for an individual to become autonomous again.
[00:26:26.064 --> 00:26:28.465]  You've heard the saying, Tim Agnowski, know thyself.
[00:26:28.545 --> 00:26:30.785]  It comes from the Greek, Oracle of Delphi.
[00:26:31.085 --> 00:26:34.846]  They used to go to a woman who would sniff vapors because they didn't have logic and reason yet.
[00:26:35.166 --> 00:26:39.388]  And when logic and reason came along, the Oracle of Delphi became obsolete.
[00:26:39.708 --> 00:26:43.649]  So movies like The Matrix, this whole place, these are arguments of philosophy.
[00:26:43.689 --> 00:26:45.169]  How do you find reality?
[00:26:45.209 --> 00:26:46.089]  How do you find knowledge?
[00:26:46.130 --> 00:26:47.750]  How do you find wisdom and pass it on?
[00:26:48.243 --> 00:26:52.025]  Well, one of the pieces of wisdom we have as humanity is the idea of energy-mass equivalence.
[00:26:52.345 --> 00:26:55.307]  It didn't originate with Einstein, it originated with Maxwell.
[00:26:55.607 --> 00:27:07.533]  But if you take this equation, which basically means one gram of any substance, any element on Earth, has the same potential energy, and you solve it for celeritas, or the speed of light, you find that it has both positive and negative values.
[00:27:07.834 --> 00:27:11.636]  Now this is the same that if you had the square root of 4, you would also have plus or minus 2.
[00:27:12.296 --> 00:27:14.017]  So you have a positive and negative aspect.
