[00:00:03.055 --> 00:00:05.077]  You're listening to GCN.
[00:03:28.951 --> 00:03:33.133]  Children having convulsions and dying right now from their first vaccines in hospitals everywhere.
[00:03:33.493 --> 00:03:35.854]  Hospitals are killing people for their organs openly.
[00:03:36.215 --> 00:03:38.796]  They're forcibly sterilizing poor people all over the country.
[00:03:39.116 --> 00:03:40.577]  Troops are dying of DU.
[00:03:40.857 --> 00:03:43.078]  The government's announcing veterans are the number one enemy.
[00:03:43.398 --> 00:03:44.719]  They're bankrupting the country.
[00:03:44.759 --> 00:03:46.620]  The NSA's spying on us illegally.
[00:03:47.060 --> 00:03:49.161]  Government is committing every crime you can imagine.
[00:03:49.441 --> 00:03:53.703]  There's SWAT teaming old ladies that can't pay their property taxes and taking their homes.
[00:03:54.043 --> 00:03:56.444]  Foreign banks are above the law, sucking out $47 trillion.
[00:03:56.464 --> 00:03:56.944]  And the government...
[00:03:59.921 --> 00:04:03.783]  is shut down, at least for the public, the government golf courses aren't.
[00:04:04.103 --> 00:04:15.148]  They're now putting up expensive iron-wired barricades to keep the World War II vets out of the World War II memorial that the feds didn't pay for, don't own, didn't build.
[00:04:15.428 --> 00:04:23.652]  Mount Vernon, they don't run it, they don't administer it, they don't own it, but it's designated as a federal park, so they blocked that.
[00:04:24.152 --> 00:04:26.954]  Just an orgy of bug-eyed control freaks
[00:04:27.714 --> 00:04:37.623]  Running around doing stuff so absurd that I don't even have words at this point to describe the mega-level bizarreness.
[00:04:38.464 --> 00:04:42.205]  By the way, last night we were up here and Adon Salazar stayed late to write an article.
[00:04:42.566 --> 00:04:43.946]  We had tips and went and checked it.
[00:04:44.606 --> 00:04:46.987]  Indeed, it's true.
[00:04:47.007 --> 00:04:54.630]  There was a military Marine Corps Army drill outside the White House and in surrounding areas with checkpoints.
[00:04:54.670 --> 00:04:55.431]  They call it a drill.
[00:04:55.451 --> 00:04:56.991]  It's martial law preparation.
[00:05:10.441 --> 00:05:13.203]  Protecting your home with a security system is a must.
[00:05:13.443 --> 00:05:19.465]  But when it comes to protecting your family, your home, and belongings, there's no need to sign a long-term contract.
[00:05:19.825 --> 00:05:26.208]  Listen, there was some real scum in the alarm business cashing in by locking you into long, punishing contracts.
[00:05:26.608 --> 00:05:28.570]  Not with SimpliSafe Home Security.
[00:05:28.910 --> 00:05:29.951]  They're the good guys.
[00:05:30.251 --> 00:05:32.933]  You can trust SimpliSafe to protect your family.
[00:05:33.313 --> 00:05:37.617]  SimpliSafe was created by a Harvard Business School engineer, and it's revolutionary.
[00:05:37.817 --> 00:05:41.099]  You'll get 24-hour protection for just $14.99 a month.
[00:05:41.379 --> 00:05:44.102]  There are no hidden fees and no contracts.
[00:05:44.302 --> 00:05:45.262]  You'll save thousands.
[00:05:45.523 --> 00:05:48.565]  Plus, you're protected by their 100% money-back guarantee.
[00:05:48.905 --> 00:05:51.968]  Protect yourself against home invasions and break-ins.
[00:05:52.348 --> 00:05:56.271]  Order your SimpliSafe system now and receive a wireless keychain remote.
[00:05:56.531 --> 00:05:58.452]  A $25 gift, free.
[00:05:58.872 --> 00:06:01.513]  So don't waste your time dealing with scum.
[00:06:01.874 --> 00:06:08.197]  Visit GetSimplySafe.com GetSimplySafe.com GetSimplySafe.com
[00:06:09.798 --> 00:06:11.439]  Introducing Pro-1.
[00:06:11.699 --> 00:06:15.201]  All of your filtration in one system, portable, on-the-go.
[00:06:15.341 --> 00:06:19.744]  No more do you have two or three filters to just reduce sodium fluoride.
[00:06:19.864 --> 00:06:25.868]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosilicic acid.
[00:06:25.988 --> 00:06:36.774]  Advanced manufacturing technology combines silver impregnated white ceramic with new Aquamedics advanced media for removal of fluoride and other heavy metals, all in one filter element.
[00:06:36.974 --> 00:06:43.281]  It is the only one that does it, and out of the gates, we have it discounted at 10% off with promo code WATER.
[00:06:43.461 --> 00:06:58.196]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines, ammonia and chlorine, hydrofluorosilicic acid, the most common form of fluoride not covered by other fluoride filter brands,
[00:06:58.416 --> 00:07:00.438]  And sodium hexafluorosilicate.
[00:07:00.758 --> 00:07:06.082]  Get your Pro-Pure with the new Pro-1 filters today at Infowarsstore.com or by calling 888-253-3139.
[00:07:10.447 --> 00:07:15.549]  Alex Jones here, and I want to tell you about a longtime friend of the show, My Patriot Supply.
[00:07:15.909 --> 00:07:24.371]  As you might remember, this is the company that stood up to the DHS and exposed FEMA's secret plan to begin hoarding emergency survival food.
[00:07:24.791 --> 00:07:32.094]  It has always been my belief that it's key to stand behind companies who share the same values as their fellow Patriots.
[00:07:32.614 --> 00:07:40.016]  My Patriot Supply brings us their exclusive Patriot Pantry brand, along with many other fine preparedness products.
[00:07:40.516 --> 00:07:43.917]  I personally store and use their high-quality products.
[00:07:44.477 --> 00:07:48.098]  It tastes great, and it's easy to store for up to 25 years.
[00:07:48.658 --> 00:07:55.240]  For a limited time, you can save $50 instantly on a four-week supply of food, along with other special offers.
[00:07:55.800 --> 00:08:02.542]  Visit mypatriotsupply.com forward slash Alex today, with the New World Order making rapid advances on every front.
[00:08:03.002 --> 00:08:07.063]  It is essential to prepare with My Patriot Supply today.
[00:08:18.226 --> 00:08:18.827]  It's Friday!
[00:08:27.157 --> 00:08:33.285]  We now take you live to the Central Texas Command Center in the heart of the resistance.
[00:08:33.645 --> 00:08:35.147]  It's Alex Jones!
[00:08:36.897 --> 00:08:45.164]  Well, economist and fund manager Peter Schiff has proven extremely accurate in the last few years of his predictions.
[00:08:46.044 --> 00:08:52.069]  We'll be joining us coming up at the bottom of the next hour to talk about this story in the Financial Times of London.
[00:08:53.290 --> 00:08:58.575]  Global economy is in epic scale change, says IMF's LeGrand.
[00:09:00.456 --> 00:09:15.551]  And of course they mean by an epic challenge, a challenge for them to use the global crisis they've engineered to consolidate control over the planet and bring in total corporate anti-free market crony capitalist tyranny.
[00:09:16.332 --> 00:09:19.955]  So Peter Schiff will be joining us for about 20 minutes at the bottom of the next hour.
[00:09:20.516 --> 00:09:24.440]  Mark Dice is going to be coming on the show as well.
[00:09:25.902 --> 00:09:27.523]  to discuss his new video.
[00:09:27.583 --> 00:09:33.748]  It's funny, I was already setting him up for the show today when I saw the video this morning, and now DrudgeReport.com has linked to it.
[00:09:34.569 --> 00:09:38.012]  Democrats do not even know what party Obama is in.
[00:09:38.032 --> 00:09:41.034]  And by the way, we've talked to Mark.
[00:09:41.154 --> 00:09:42.716]  This is everyone he talked to.
[00:09:43.442 --> 00:09:47.064]  There's one woman who knows he's a Democrat, and she's a Democrat.
[00:09:47.425 --> 00:09:50.146]  There's one woman out of 10 people.
[00:09:50.206 --> 00:09:52.008]  He goes out and shoots these in 10-15 minutes.
[00:09:52.608 --> 00:09:58.612]  It's almost as bad in Austin in the trendy areas, and we do these videos as well, but nobody does them like Mark.
[00:09:59.352 --> 00:10:01.233]  I've told my crew, mimic what he's doing.
[00:10:01.273 --> 00:10:02.935]  Just come up with your own questions.
[00:10:04.045 --> 00:10:07.188]  Because he really knows how to show how ignorant they are.
[00:10:08.169 --> 00:10:09.770]  And they are Democratic supporters.
[00:10:09.810 --> 00:10:13.773]  Many of them say they like Obama, but don't know what party he's in.
[00:10:14.073 --> 00:10:15.975]  He's just really cool.
[00:10:17.476 --> 00:10:20.259]  And Paul Watson points out, how are they going to know?
[00:10:23.376 --> 00:10:24.636]  What Obamacare really is.
[00:10:24.776 --> 00:10:26.457]  How are they going to know what a government shutdown is?
[00:10:26.897 --> 00:10:29.078]  How are they going to know the Federal Reserve isn't federal?
[00:10:29.718 --> 00:10:32.479]  See, all this propaganda is designed for low-grade morons.
[00:10:33.059 --> 00:10:35.900]  We sit here, and the public moves in slow motion.
[00:10:36.800 --> 00:10:39.601]  They literally behave like people I've known that have lobotomies.
[00:10:40.481 --> 00:10:42.582]  And I'm not a predator, so I don't take advantage.
[00:10:42.602 --> 00:10:48.544]  I try to wake them up, and they look at you with this feeble, giggling, bug-eyed look and laugh at you.
[00:10:49.417 --> 00:10:50.337]  They know how to do that.
[00:10:50.357 --> 00:10:51.478]  In fact, they laugh at Mark.
[00:10:52.098 --> 00:10:53.739]  They're proud of their ignorance.
[00:10:54.199 --> 00:10:55.680]  And folks, they want our guns.
[00:10:56.641 --> 00:10:57.621]  They want our kids.
[00:10:58.501 --> 00:10:59.582]  We are their slaves.
[00:10:59.602 --> 00:11:01.483]  Because you could say, well, they can't tie their shoelaces.
[00:11:01.903 --> 00:11:02.423]  Oh, you know what?
[00:11:02.443 --> 00:11:03.904]  There's more of them than there are of us.
[00:11:05.385 --> 00:11:06.946]  That's why we're not a democracy.
[00:11:08.586 --> 00:11:13.389]  In a democracy, a pure democracy that some of the city-states in ancient Greece had,
[00:11:15.131 --> 00:11:18.092]  We're all taught that Greece was this perfect democracy and it was heavenly.
[00:11:18.492 --> 00:11:27.796]  There were 10, 20, 25, depending on what period in Grecian history over thousands of years, different city-states, different groups.
[00:11:28.377 --> 00:11:32.078]  Some did human sacrifice and worshipped basically the devil.
[00:11:32.979 --> 00:11:34.339]  Some worshipped nature.
[00:11:34.419 --> 00:11:35.640]  Some worshipped science.
[00:11:36.020 --> 00:11:37.361]  Some were Spartans.
[00:11:37.961 --> 00:11:40.462]  Others were known for being more philosophers.
[00:11:42.580 --> 00:12:06.320]  But the original democracy, they would have two wire buckets, baskets, up on a hill, and that particular group, I think that was in Athens, I'm going from memory, they would go up on the hill for a period, and they would put black rocks for a yes, for a nay vote, and
[00:12:08.086 --> 00:12:10.367]  White rocks for a yes vote.
[00:12:10.888 --> 00:12:12.569]  Black for no, white for yes.
[00:12:13.269 --> 00:12:14.350]  And they would get together.
[00:12:14.370 --> 00:12:16.331]  It was the upper class men.
[00:12:16.351 --> 00:12:18.332]  They were the only ones allowed to vote.
[00:12:19.012 --> 00:12:20.433]  They'd been voted into the society.
[00:12:20.893 --> 00:12:23.715]  So it was a democracy of the oligarchy, basically.
[00:12:25.015 --> 00:12:29.238]  They would decide if they didn't like you, they would go have a vote to kill you.
[00:12:30.058 --> 00:12:32.580]  And routinely philosophers and others that criticized them
[00:12:33.516 --> 00:12:38.842]  Would be taken up to the hill, they would vote, and then make you drink poison or throw you off a cliff.
[00:12:39.482 --> 00:12:51.635]  And they had similar voting in other areas in and around the Grecian islands and up into Macedonia where Alexander the Great came from, a landlocked area, what is not even part of Greece today but was part of northern Greece.
[00:12:52.095 --> 00:12:54.197]  I mean that's just all history, it's a labyrinth.
[00:12:54.838 --> 00:13:11.326]  Similar to the Minotaur's labyrinth, but much bigger, to study any sector of history, especially Grecian history, Cretan history, Cretan history, that's where we get the word Cretan, or Cretan, which is the derivative of Cretan, I guess got turned into Cretan.
[00:13:12.567 --> 00:13:23.312]  That guy's a Cretan, which is an ancient, multi-thousand-year-old slang by one group in Greece against the other, saying you're a degenerate idiot.
[00:13:25.464 --> 00:13:28.868]  I'm now digressing, and I apologize for doing that here on the air today.
[00:13:28.888 --> 00:13:32.692]  We have a lot of important news to cover, but Mark Dice will be joining us.
[00:13:33.072 --> 00:13:47.127]  And then Dr. Steve Pucinich, in the last 45 minutes of the third hour, will get into the Naval Yard, shooting a former head of PSYOP, especially for the federal government, heading up the State Department operations, and of course,
[00:13:48.368 --> 00:13:55.569]  First confirming that Bin Laden had died 12 years ago and that they would roll him out in the future as a pretext, as a political diversion.
[00:13:56.030 --> 00:14:01.271]  And now we have Sy Hersh saying the same thing, who I didn't know he was friends with, or knows well.
[00:14:01.891 --> 00:14:16.354]  And we also learned the amazing thing that Tom Clancy, never even tried to get Tom Clancy on, but he didn't do a lot of interviews, was a regular viewer of my films and of the radio show, was an off-and-on listener, that they would discuss the show for 12 years.
[00:14:18.227 --> 00:14:23.574]  Since he and Steve Pachinick, who co-wrote books together, produced TV shows and movies together.
[00:14:23.594 --> 00:14:26.678]  He was one of Tom Clancy's main sources.
[00:14:26.958 --> 00:14:29.021]  I'm not bragging that Tom Clancy was a listener.
[00:14:29.381 --> 00:14:33.727]  It's just, I just marvel on a daily basis now, almost.
[00:14:35.146 --> 00:14:56.207]  Multiple times weekly I get contacted by incredibly famous people, who it turns out are listeners, and who say that I've expanded their perspective, and it's just, it's very daunting to know that these incredible minds, literary minds, scientific minds, are looking up to my broadcast, which a lot of the time I hear the rebroadcast, I think is unlistenable.
[00:14:57.468 --> 00:15:09.554]  But it's an incredible responsibility, and I am honored to be here and have so many amazing, amazing people listening, most of whom don't give me authorization to say that they're even listeners.
[00:15:09.955 --> 00:15:18.979]  By the way, I've gotten so busy with all the serious global news, I haven't even aired the interview we shot last Thursday with Russell Brand, a video interview.
[00:15:19.099 --> 00:15:22.041]  I haven't aired that yet, and Friday's not the day to air something like that.
[00:15:23.430 --> 00:15:26.791]  If we have time, we'll premiere it on the radio slash TV show.
[00:15:27.372 --> 00:15:28.072]  It's a good interview.
[00:15:28.092 --> 00:15:28.572]  It's powerful.
[00:15:29.292 --> 00:15:30.733]  This Sunday, 4 to 6 p.m.
[00:15:30.753 --> 00:15:31.533]  sometime in there.
[00:15:32.214 --> 00:15:33.774]  We'll play that on Sunday.
[00:15:33.814 --> 00:15:35.895]  Sunday's actually a good day to launch news, I found.
[00:15:36.235 --> 00:15:37.416]  Friday is the worst.
[00:15:37.856 --> 00:15:38.516]  Everybody knows that.
[00:15:38.536 --> 00:15:42.318]  If you want to bury something, put the release out on a Friday afternoon.
[00:15:43.288 --> 00:15:47.133]  If you want to really get something out big, they say put it out on a Monday or a Wednesday.
[00:15:47.493 --> 00:15:58.047]  In my experience, to get a jump on the news, because the news is so dead, and most reporters are at home, deep into a bottle of Jack Daniels, or gin and tonic, whatever the case is.
[00:15:58.067 --> 00:16:01.311]  I don't know what it is about reporters, but man, everyone I've ever known is a complete drunk.
[00:16:01.992 --> 00:16:03.214]  I'm not a reporter, I'm a broadcaster.
[00:16:03.234 --> 00:16:03.834]  I'm just joking.
[00:16:04.535 --> 00:16:10.943]  The point is, ladies and gentlemen, is that we're going to air that Russell Brand interview Sunday or Monday.
[00:16:10.963 --> 00:16:13.086]  Because it is some newsworthy stuff, he said.
[00:16:13.106 --> 00:16:16.290]  He has a lot of gravitas in person.
[00:16:16.470 --> 00:16:17.291]  A lot of energy.
[00:16:17.832 --> 00:16:20.576]  I've got to put him up there with...
[00:16:24.218 --> 00:16:27.961]  Some of the most energy I've ever felt being right up close to that guy.
[00:16:27.981 --> 00:16:29.482]  I mean, it was a lot of energy.
[00:16:30.282 --> 00:16:31.243]  He just gone off stage.
[00:16:31.263 --> 00:16:33.624]  We did the interview, but very interesting.
[00:16:33.644 --> 00:16:37.247]  That guy is definitely electrified, whether you agree with him or not.
[00:16:37.367 --> 00:16:44.712]  He certainly is on a journey himself towards what I believe is awakening and becoming completely anti-New World Order, but he's pretty much already there.
[00:16:45.132 --> 00:16:53.878]  And so it's good to have people like that that are rising icons in the media landscape and the cultural landscape who are assaulting the narcissism
[00:16:54.678 --> 00:17:00.283]  Of the Pavlovian mind control system that we're all under, to some extent.
[00:17:00.343 --> 00:17:08.469]  We're all victims of it, to one level or another, but particularly those that really buy into the culture of television.
[00:17:09.450 --> 00:17:12.512]  Dominant, establishment television.
[00:17:12.992 --> 00:17:21.099]  The old media is dying and on its last legs and falling apart, imploding at an accelerated rate, but mainstream culture
[00:17:22.324 --> 00:17:28.375]  Lady Gaga, the sitcoms, the dramas, the... That's the real propaganda.
[00:17:28.776 --> 00:17:35.247]  It has waned some, but it's still the towering center of the culture.
[00:17:36.238 --> 00:17:55.445]  It is the sun of our political solar system, and worldwide, Hollywood is the center of the cultural-spiritual morass, the bygone swamp of cultural decay, the huge festering cesspit.
[00:17:55.946 --> 00:18:04.329]  And it itself is imploding financially, but still, even in its flailing gesticulations,
[00:18:05.487 --> 00:18:07.070]  It is dominant.
[00:18:07.991 --> 00:18:08.953]  Not hyper-dominant.
[00:18:08.973 --> 00:18:10.295]  It was hyper-dominant worldwide.
[00:18:10.335 --> 00:18:11.176]  Now it's dominant.
[00:18:11.577 --> 00:18:12.618]  But sinking quickly.
[00:18:13.720 --> 00:18:14.761]  And they know they're sinking.
[00:18:15.042 --> 00:18:18.046]  The mayor of Los Angeles has panicked and said everyone's fleeing.
[00:18:19.420 --> 00:18:21.461]  Well, of course, everyone's fleeing.
[00:18:21.501 --> 00:18:22.981]  It's a giant con artist operation.
[00:18:24.042 --> 00:18:26.783]  And then it will fully implode in the next decade or so.
[00:18:27.743 --> 00:18:38.327]  But by then, we may be into World War III, so it really won't matter in the final equation if we don't turn things around and kind of stop the collective insanity that is gripping the world.
[00:18:38.827 --> 00:18:45.950]  Obviously, you tuned in to hear what I have to say about what happened yesterday with the poor woman who the
[00:18:47.290 --> 00:18:54.492]  Senate and House have implied as a terrorist and said the police acted heroically and they were given a standing ovation.
[00:18:55.313 --> 00:19:02.895]  We're going to be talking about Miriam Carey who was executed and they said that she was firing guns at him and running into barricades.
[00:19:02.955 --> 00:19:04.095]  It turned out she didn't have guns.
[00:19:04.135 --> 00:19:05.176]  She wasn't firing guns.
[00:19:05.636 --> 00:19:07.456]  It looks like it's the police that ran the barricades.
[00:19:07.816 --> 00:19:15.319]  They were having a drill with army checkpoints and she got scared as best we can tell and then fled away.
[00:19:16.479 --> 00:19:19.940]  And was with her small child who wouldn't be scared.
[00:19:19.960 --> 00:19:21.341]  I don't want to go to North Korea.
[00:19:21.861 --> 00:19:24.741]  It's scary to come up to troops and Marines.
[00:19:25.162 --> 00:19:26.562]  We have photos of them by the way.
[00:19:27.202 --> 00:19:29.943]  And police dogs and checkpoints on main roads.
[00:19:32.023 --> 00:19:33.724]  Not even in front of the White House.
[00:19:33.824 --> 00:19:35.865]  And then she ran and they got her.
[00:19:36.565 --> 00:19:38.265]  And then they had a huge celebration.
[00:19:38.625 --> 00:19:40.806]  It's ongoing with
[00:19:42.978 --> 00:19:57.343]  Bizarre ATF agents and people in rock-ready stances with adrenaline in their eyes, patting each other on the back with the FBI acting like they just fought, you know, 500,000 Chinese pouring into North Korea or something in the Korean War.
[00:19:57.363 --> 00:19:58.824]  I mean, you would think they just went up...
[00:20:00.680 --> 00:20:01.741]  So, you've decided to get prepared.
[00:20:01.761 --> 00:20:08.510]  You're not sure that a case of ramen and a couple of granola bars under your bed will cut it as long-term food storage anymore.
[00:20:18.703 --> 00:20:19.344]  You're in luck.
[00:20:19.504 --> 00:20:22.927]  At Emergency Essentials, we have all the resources to get you started.
[00:20:23.087 --> 00:20:28.293]  From three-day emergency bug-out bags to year's supplies of food and everything in between.
[00:20:28.473 --> 00:20:31.756]  Call Emergency Essentials at 800-999-1863 or visit BePrepared.com.
[00:20:31.776 --> 00:20:32.857]  The choice is clear.
[00:20:32.917 --> 00:20:34.619]  Be unprepared or BePrepared.com.
[00:20:39.984 --> 00:20:41.004]  Hi, this is Ted Anderson.
[00:20:41.104 --> 00:20:45.426]  Have you ever wondered why banks, stockbrokers, investment advisors won't talk about gold IRAs?
[00:20:45.566 --> 00:20:51.187]  They've been available since 1986, yet the financial industry won't recognize the value of gold for your retirement.
[00:20:51.287 --> 00:20:54.628]  Gold has outperformed paper investments, yet no word about IRAs.
[00:20:54.868 --> 00:20:57.429]  If you would like to have gold for your retirement, call 800-686-2237.
[00:20:57.549 --> 00:21:02.350]  Don't get left behind by rising inflation and low returns.
[00:21:02.510 --> 00:21:02.730]  Call 800-686-2237.
[00:21:02.750 --> 00:21:04.111]  Secure your future and call 1-800-686-2237.
[00:21:11.195 --> 00:21:15.678]  And now, an important sponsored message for men only from GetEDSolutions.com.
[00:21:15.918 --> 00:21:23.904]  Men who were formerly taking ED medication are now reporting that a secret underground video has restored their male performance better than pills.
[00:21:24.224 --> 00:21:32.390]  These men say this secret underground video is bringing back the male performance and sensation they've been missing for years, and it's working better than pills.
[00:21:32.690 --> 00:21:33.911]  Things are so much better now.
[00:21:34.292 --> 00:21:36.553]  Everything kinda came back overnight.
[00:21:36.713 --> 00:21:39.135]  My girlfriend is very happy.
[00:21:39.275 --> 00:21:42.657]  I purchased your product yesterday and it was fantastic.
[00:21:42.757 --> 00:21:46.399]  I have used your system for about three weeks and I'm already seeing great results.
[00:21:46.659 --> 00:21:52.823]  The owner of this video has reported the overwhelming bandwidth costs may necessitate his taking this video down.
[00:21:53.023 --> 00:21:59.247]  Don't miss watching this urgent video on fixing mail performance while it's still up at GetEDSolutions.com.
[00:21:59.467 --> 00:22:03.989]  There may only be hours left, so watch now at GetEDSolutions.com.
[00:22:04.249 --> 00:22:06.131]  GetEDSolutions.com.
[00:22:06.331 --> 00:22:07.711]  GetEDSolutions.com.
[00:22:10.489 --> 00:22:16.974]  Big business has discovered the preparedness market, and that makes it difficult to know where to go and who to trust.
[00:22:17.295 --> 00:22:21.778]  MyPatriotSupply.com is owned and operated by patriots just like you.
[00:22:22.058 --> 00:22:31.266]  Has the best prices on storable food, non-GMO seeds, water filtration devices, home canning equipment, survival and self-reliance books, and more.
[00:22:31.566 --> 00:22:37.491]  MyPatriotSupply.com has old-fashioned values and the absolute best customer service in the industry.
[00:22:37.731 --> 00:22:39.032]  Look for the deal of the day.
[00:22:39.312 --> 00:22:42.535]  Unique, affordable survival supplies that fit anyone's budget.
[00:22:42.715 --> 00:22:46.298]  Get same-day shipping on all orders and free shipping on orders over $49.
[00:22:46.558 --> 00:22:52.282]  Call 866-229-0927.
[00:22:52.302 --> 00:22:53.724]  866-229-0927.
[00:22:54.024 --> 00:22:59.988]  Or visit MyPatriotSupply.com for emergency preparedness, self-reliance, and food independence.
[00:23:00.429 --> 00:23:03.091]  Shop with a name you know and a name you can trust.
[00:23:03.311 --> 00:23:06.093]  Before it's time to survive, it's time to prepare.
[00:23:06.333 --> 00:23:13.978]  MyPatriotsupply.com There are those curious about bitcoins and those using and making money with bitcoins.
[00:23:14.458 --> 00:23:15.659]  What are bitcoins?
[00:23:16.099 --> 00:23:22.163]  A bitcoin is the first decentralized currency that can be easily transferred from person to person over the Internet.
[00:23:22.584 --> 00:23:24.025]  No bank needed.
[00:23:24.405 --> 00:23:29.688]  This means lower fees and accounts can never be frozen, limited or closed.
[00:23:30.109 --> 00:23:31.870]  You are in control of your money.
[00:23:32.350 --> 00:23:33.131]  And the best part?
[00:23:33.512 --> 00:23:36.756]  You can start earning and making money with bitcoins right away.
[00:23:37.136 --> 00:23:44.546]  No computer or expertise is required to earn money with bitcoins and a growing number of merchants now accept bitcoins.
[00:23:45.026 --> 00:23:48.671]  Plus, they're easily exchanged for dollars, euros and more.
[00:23:49.031 --> 00:24:00.518]  Learn more about the easiest, cheapest, most profitable way to enter the Bitcoin market and get paid every two weeks by one of the fastest growing Bitcoin miners in the world at cloudhashing.com.
[00:24:01.038 --> 00:24:03.860]  Just like it sounds, cloudhashing.com.
[00:24:04.280 --> 00:24:06.181]  That's cloudhashing.com.
[00:24:06.601 --> 00:24:08.162]  We mine your business.
[00:24:10.884 --> 00:24:16.567]  I can see for miles and miles and miles
[00:24:19.482 --> 00:24:24.044]  You hear that New World Order?
[00:24:24.364 --> 00:24:27.865]  Trying to shut down our economy?
[00:24:49.184 --> 00:24:49.705]  I can see.
[00:24:49.725 --> 00:24:50.585]  You know what?
[00:24:50.625 --> 00:25:00.195]  More and more people can see for miles.
[00:25:01.436 --> 00:25:02.097]  And miles.
[00:25:03.418 --> 00:25:04.059]  And miles.
[00:25:05.460 --> 00:25:06.040]  And miles.
[00:25:06.060 --> 00:25:07.862]  You know what's happening?
[00:25:07.902 --> 00:25:09.404]  People are learning your tricks.
[00:25:11.297 --> 00:25:19.628]  At least people are learning your tricks and getting smarter and more informed, or they're succumbing to total zombie-osis.
[00:25:20.469 --> 00:25:28.560]  But the problem for the establishment is having a bunch of drooling, fearful, sheep-like zombies to even draw from for your own ranks.
[00:25:29.616 --> 00:25:33.739]  Because you want dumb people working for you so they won't notice the criminal activities you're involved in.
[00:25:34.300 --> 00:25:37.462]  That's not tenable, even short term, for the New World Order.
[00:25:38.583 --> 00:25:41.025]  The spectacle of D.C.
[00:25:41.165 --> 00:25:50.232]  on lockdown, panicking, people running, Congress people running in fear, being ordered around by police in these ridiculous police uniforms.
[00:25:51.993 --> 00:25:55.416]  Everyone lying down on the ground, you know, hiding behind rocks.
[00:25:57.313 --> 00:25:59.014]  Miles away in some cases.
[00:25:59.655 --> 00:26:04.679]  And then the media going for five hours and saying she was seen shooting at the police.
[00:26:05.119 --> 00:26:06.080]  Shots fired.
[00:26:06.360 --> 00:26:07.641]  The Capitol's under attack.
[00:26:07.842 --> 00:26:09.323]  The White House is under attack.
[00:26:09.823 --> 00:26:10.904]  On and on and on and on.
[00:26:10.984 --> 00:26:21.713]  And then we find out it's a woman during a drill who drove up to a checkpoint, not barricades, and then ran from a checkpoint and may have bumped up against a checkpoint
