[00:00:02.915 --> 00:00:04.956]  You're listening to GCN.
[00:02:15.791 --> 00:02:22.176]  And I was driving into work listening to this, just going, is this, I'm really hearing this, because that's liberal to kill black people, you know, to make sure they don't get born.
[00:02:23.096 --> 00:02:24.938]  But don't say Brown back.
[00:02:25.779 --> 00:02:34.163]  That's like we posted a joke, satire video, Nancy Pelosi caught in secret, caught in, caught in secret Obamacare meeting.
[00:02:34.183 --> 00:02:35.264]  It was just hilarious.
[00:02:35.584 --> 00:02:40.346]  And, and, you know, it shows the Affordable Care Act as a turd wrapped in the bill.
[00:02:40.947 --> 00:02:46.269]  And people are all over that on YouTube and on InfoWars.com saying it's racist code word.
[00:02:47.250 --> 00:02:49.251]  No, no, sometimes a turd is a turd.
[00:02:49.731 --> 00:02:53.613]  We're saying that it's a horrible pile of Bravo Sierra.
[00:02:54.940 --> 00:03:07.626]  You know, like you say, that car's a lemon, that car's a... Or, I tell you, uh, you know, this employee is a... Are you miserable little... I think I've called my dog that before, you know, when I walked to the house at night and stepped in it.
[00:03:08.446 --> 00:03:11.528]  You little... But no, no, when I call my dog that, it's racism!
[00:03:11.608 --> 00:03:12.388]  I didn't know that!
[00:03:12.988 --> 00:03:17.710]  Again, this is an attack on free speech and the hate laws they want to put in to arrest whoever they want.
[00:03:17.751 --> 00:03:18.371]  That's coming up.
[00:03:19.344 --> 00:03:19.804]  Brown bag.
[00:03:20.105 --> 00:03:24.928]  Now brown bag is associated for over 150 years with cheap mass milled pulp paper.
[00:03:26.769 --> 00:03:28.510]  And that's why you call it brown bagging it.
[00:03:28.550 --> 00:03:31.192]  Brown bagging it means bringing your own lunch.
[00:03:32.232 --> 00:03:33.013]  And they know that.
[00:03:33.073 --> 00:03:34.734]  They want to expand it out to a point.
[00:03:34.974 --> 00:03:38.556]  I told you they arrest you in England for using the word homosexual.
[00:03:39.157 --> 00:03:41.979]  Even though that's just a scientific term like heterosexual, homosexual.
[00:03:43.124 --> 00:03:46.347]  Caucasian, Negro, all that supposedly is racist.
[00:03:46.547 --> 00:03:48.669]  There's white groups that don't want the word Caucasian used.
[00:03:48.689 --> 00:03:49.390]  They say it's hurtful.
[00:03:49.970 --> 00:03:51.472]  These are just names.
[00:03:52.272 --> 00:03:58.958]  Like, I've actually seen articles where people got mad in a restaurant because someone ordered a Negro Modelo.
[00:03:58.978 --> 00:03:59.959]  In fact, try to pull that up.
[00:03:59.979 --> 00:04:00.800]  It was a few years ago.
[00:04:00.820 --> 00:04:02.161]  I think it was in Dallas.
[00:04:02.181 --> 00:04:02.862]  People got mad.
[00:04:02.902 --> 00:04:03.622]  That was a big scene.
[00:04:03.862 --> 00:04:05.284]  It was white yuppies that got mad.
[00:04:05.304 --> 00:04:06.465]  They heard the word Negro.
[00:04:06.865 --> 00:04:07.646]  Didn't know it's Spanish.
[00:04:07.666 --> 00:04:08.486]  That just means black.
[00:04:09.423 --> 00:04:11.064]  It just means, I want a dark beer.
[00:04:11.204 --> 00:04:12.725]  You know, in German it means Bock.
[00:04:13.425 --> 00:04:14.726]  I guess Bock means dark beer.
[00:04:15.006 --> 00:04:16.126]  That's racist too, folks.
[00:04:16.367 --> 00:04:23.070]  Can't say Bock beer, can't say Negro Modelo, can't say I want a brown bag special.
[00:04:24.611 --> 00:04:33.935]  A lot of lunch places say you want the brown bag special and you get your barbecue sandwich and your chips and your pickle and drink for, you know, four dollars or whatever and it's called, you know, it's a special.
[00:04:34.075 --> 00:04:34.816]  That's racist.
[00:04:35.796 --> 00:04:38.758]  So you're all looking for secret racism everywhere.
[00:04:40.216 --> 00:04:43.177]  But instead of the real racist stuff going on in front of you.
[00:04:43.457 --> 00:04:46.858]  The UN, you know, running mass murder operations in Africa to take people's land.
[00:04:46.898 --> 00:04:47.758]  It's even in the New York Times.
[00:04:48.098 --> 00:04:48.898]  Nobody gets in trouble.
[00:04:49.098 --> 00:04:53.919]  Remember, a teapot might look a little like Hitler, like a cloud, so you ban that.
[00:04:54.340 --> 00:04:56.480]  My dog looks like he has a Hitler mustache.
[00:04:57.140 --> 00:04:58.281]  Should he be euthanized?
[00:04:58.781 --> 00:05:03.262]  And I'm not joking, there may come a day when the death squad comes in the politically correct world.
[00:05:03.282 --> 00:05:05.822]  I tell you, I just can't believe it.
[00:05:05.902 --> 00:05:06.603]  It's all coming up.
[00:05:06.663 --> 00:05:07.643]  Big Benghazi news.
[00:05:10.185 --> 00:05:12.927]  Protecting your home with a security system is a must.
[00:05:13.167 --> 00:05:19.210]  But when it comes to protecting your family, your home and belongings, there's no need to sign a long-term contract.
[00:05:19.550 --> 00:05:25.974]  Listen, there is some real scum in the alarm business cashing in by locking you into long, punishing contracts.
[00:05:26.334 --> 00:05:28.295]  Not with SimpliSafe Home Security.
[00:05:28.636 --> 00:05:29.676]  They're the good guys.
[00:05:29.996 --> 00:05:32.618]  You can trust SimpliSafe to protect your family.
[00:05:33.038 --> 00:05:37.341]  SimpliSafe was created by a Harvard Business School engineer and it's revolutionary.
[00:05:37.541 --> 00:05:40.824]  You'll get 24-hour protection for just $14.99 a month.
[00:05:41.104 --> 00:05:43.826]  There are no hidden fees and no contracts.
[00:05:44.026 --> 00:05:44.987]  You'll save thousands.
[00:05:45.247 --> 00:05:48.289]  Plus, you're protected by their 100% money-back guarantee.
[00:05:48.630 --> 00:05:51.712]  Protect yourself against home invasions and break-ins.
[00:05:52.072 --> 00:05:55.995]  Order your SimpliSafe system now and receive a wireless keychain remote.
[00:05:56.255 --> 00:05:58.196]  A $25 gift, free.
[00:05:58.616 --> 00:06:01.237]  So don't waste your time dealing with scum.
[00:06:01.598 --> 00:06:03.799]  Visit GetSimplySafe.com.
[00:06:04.139 --> 00:06:06.180]  GetSimplySafe.com.
[00:06:06.400 --> 00:06:08.381]  GetSimplySafe.com.
[00:06:09.541 --> 00:06:14.123]  Why does the United States spend the largest percentage of GDP in the world on healthcare?
[00:06:14.263 --> 00:06:17.245]  Why do we have the highest cancer rates on the planet?
[00:06:17.385 --> 00:06:22.627]  The highest rates of diabetes, autism, and every other major disease.
[00:06:22.948 --> 00:06:24.608]  It all comes down to one thing.
[00:06:24.888 --> 00:06:26.049]  We are what we eat.
[00:06:26.509 --> 00:06:30.852]  Our food is devoid of nutrition and processed with poisons and additives.
[00:06:31.172 --> 00:06:35.135]  Our water is filled with toxic poisons and Big Pharma runoff.
[00:06:35.395 --> 00:06:37.716]  All of this has been engineered by design.
[00:06:37.957 --> 00:06:43.880]  We can turn the tide against the eugenicist by giving ourselves the nutrients our body desperately needs.
[00:06:44.181 --> 00:06:46.922]  To learn more visit InfoWarsHealth.com.
[00:06:47.163 --> 00:06:53.987]  The site is literally packed with audio and video featuring top health professionals who don't bow down to Big Pharma.
[00:06:54.207 --> 00:07:00.029]  The fight against the New World Order starts with you, and you can't stand against the machine of your sick, tired, and obese.
[00:07:00.269 --> 00:07:06.191]  When you visit InfoWarsHealth.com, be sure and check out the catalog with nearly 400 life-changing products.
[00:07:06.431 --> 00:07:08.912]  And get free shipping when you sign up for AutoShip.
[00:07:09.853 --> 00:07:22.981]  With over 3,000 years of historic use, Pure Silver continues to be one of nature's most reliable and effective agents against fighting viruses, mold, fungus, bacteria, pathogens and parasites.
[00:07:23.621 --> 00:07:33.928]  At Silver Lungs, we have developed a reliable and easy-to-use full production system for creating endless Pure Nano Silver solutions right from the convenience and comfort of your home.
[00:07:34.548 --> 00:07:38.791]  Your self-produced nano-silver solutions can be applied topically to the skin.
[00:07:39.212 --> 00:07:49.180]  For many who are new to silver that wish to try silver for the first time, we offer a full line of consumables and cosmetics, such as our 2-ounce nano-silver nasal sprays.
[00:07:49.600 --> 00:07:50.261]  We're good to go.
[00:08:17.799 --> 00:08:25.444]  Crashing through the lies and disinformation, it's Alex Jones on the GCN Radio Network.
[00:08:30.728 --> 00:08:34.171]  Ladies and gentlemen, it is the second day of August 2013.
[00:08:36.994 --> 00:08:40.837]  I am your host, Alex Jones, on this Friday Worldwide Edition.
[00:08:41.437 --> 00:08:43.558]  Thank you so much for joining us.
[00:08:44.079 --> 00:08:54.085]  We have popping in at the bottom of the next hour the $100,000 winner, first place prize winner of the Operation Paul Revere film contest for the film The Purge.
[00:08:55.146 --> 00:09:01.310]  And Michael Dorman will be joining us at the bottom of the next hour.
[00:09:01.931 --> 00:09:10.317]  James Dillingpole will then join us for part of the third hour to discuss his London Telegraph research of 97 percent.
[00:09:10.717 --> 00:09:14.840]  We actually already knew this, but I'm glad he did the research.
[00:09:14.860 --> 00:09:14.840]  97!
[00:09:14.880 --> 00:09:16.141]  It was more than I thought.
[00:09:16.181 --> 00:09:16.801]  I thought it was around 90.
[00:09:18.043 --> 00:09:22.229]  Because I found a few small oil companies that weren't funding it.
[00:09:22.249 --> 00:09:27.157]  97% of the climate change global warming fanatics are funded by oil companies.
[00:09:28.139 --> 00:09:29.361]  We'll be explaining why that is.
[00:09:30.469 --> 00:09:33.051]  When you say, listen, I don't think we should shut down all our power plants.
[00:09:33.511 --> 00:09:34.492]  They're totally clean.
[00:09:34.712 --> 00:09:36.053]  China has dirty ones.
[00:09:36.073 --> 00:09:36.814]  We can't compete.
[00:09:37.995 --> 00:09:38.435]  Shut up!
[00:09:38.515 --> 00:09:38.815]  Shut up!
[00:09:38.835 --> 00:09:39.836]  You work for the oil companies!
[00:09:40.196 --> 00:09:41.998]  Well, actually, I don't work for the oil companies.
[00:09:42.678 --> 00:09:47.041]  I work for common sense and having an industry in this country.
[00:09:47.082 --> 00:09:48.222]  So that's going to be coming up.
[00:09:48.683 --> 00:09:54.327]  So incredibly, so incredibly important.
[00:09:56.188 --> 00:09:57.950]  Now, we have huge news.
[00:09:59.768 --> 00:10:08.235]  On the science front, massive news on the Benghazi front as well.
[00:10:09.836 --> 00:10:18.963]  And huge news on the BBC and the British government pedophile front that I've got to get to because I had this news yesterday.
[00:10:18.983 --> 00:10:22.766]  More has come out today and I didn't cover it because I kind of psychologically shy away from this.
[00:10:22.826 --> 00:10:24.327]  It's so horrific.
[00:10:24.367 --> 00:10:25.829]  I'm not a big fan of horror movies either.
[00:10:25.849 --> 00:10:27.870]  I don't just like horror for horror's sake.
[00:10:28.431 --> 00:10:29.191]  It's very upsetting.
[00:10:29.211 --> 00:10:29.852]  We're going to cover it.
[00:10:30.232 --> 00:10:37.378]  Celebrity arrest could soar after horrified police discovered Jimmy Savelle's secret lair, secret room at record shop.
[00:10:38.278 --> 00:10:43.701]  This is the guy who is the most trusted confidant of the royal family, including the Queen of England.
[00:10:45.021 --> 00:10:47.343]  And there is a reason all of this is coming out now.
[00:10:47.543 --> 00:10:50.324]  Undoubtedly, this has been known for decades.
[00:10:50.784 --> 00:11:00.009]  They are blackmailing the British royalty to fully sign all their power over to the Rothschild-Rockefeller bank combine.
[00:11:00.569 --> 00:11:04.571]  So this is the true fall of the House of Windsor you're seeing right now.
[00:11:05.860 --> 00:11:06.541]  With the blackmail.
[00:11:07.261 --> 00:11:14.326]  And you're also seeing the globalist move on Rupert Murdoch with the hacking scandal threatening to arrest him if he doesn't basically submit to their takeover.
[00:11:15.146 --> 00:11:23.792]  So, this is very serious information going on right now and I'm going to be breaking that down as well.
[00:11:24.212 --> 00:11:33.138]  Also, I've been telling you about this for really about 17, 18 years on air, but I learned about it a few years under the broadcast.
[00:11:34.557 --> 00:11:41.204]  And that's plastic chemical BPA may harm human fertility and cause cancer.
[00:11:41.224 --> 00:11:45.309]  And that's a new study, a big scientific study that they're reporting on on Fox News.
[00:11:46.030 --> 00:11:46.670]  That's today.
[00:11:47.952 --> 00:11:55.019]  The answer, of course, by White House-run MSNBC will be to come out and say that I say that they're making people gay with juice boxes.
[00:11:56.495 --> 00:12:04.339]  When what I actually said and what I actually covered was the fact that it also has that side effect.
[00:12:04.959 --> 00:12:08.481]  So we're going to be going over that report as well.
[00:12:10.081 --> 00:12:13.163]  Also, here's a CNN headline today.
[00:12:14.485 --> 00:12:16.666]  Your TV might be watching you.
[00:12:17.367 --> 00:12:17.847]  Oh, really?
[00:12:18.007 --> 00:12:32.356]  I told people this 16 years ago when I was visited by a Time Warner high-level, I'm not going to say how high-level, they can go back to the time and figure out who it was, but a high-level engineer in Time Warner in Central Texas.
[00:12:32.856 --> 00:12:40.261]  And when I broke the news that the televisions had hidden microphones and that some even had hidden cameras, I was given death threats.
[00:12:42.362 --> 00:12:43.963]  And I mean the type where they tell you
[00:12:45.916 --> 00:12:48.597]  Uh, what your girlfriend, uh, had for lunch.
[00:12:51.599 --> 00:12:55.081]  That kind, where they have, you know, private goons following you around and things.
[00:12:55.101 --> 00:12:56.621]  They did not want this out at that time.
[00:12:57.222 --> 00:12:59.263]  Now it's time to roll it out to the slaves.
[00:13:01.204 --> 00:13:03.005]  So, there's CNN, told you so again.
[00:13:03.285 --> 00:13:10.388]  And again, I'm not up here every day going, told you so, told you so, told you so, told you so, told you so, told you so, about my ego, okay?
[00:13:10.428 --> 00:13:11.509]  In fact, this is scary.
[00:13:12.608 --> 00:13:17.573]  To know that I know their program very well, better than almost anybody on air.
[00:13:18.894 --> 00:13:25.661]  I've spent my life trying to discover reality, not the fiction that's put out as the cover medium.
[00:13:26.842 --> 00:13:27.963]  And I know their program.
[00:13:28.564 --> 00:13:32.547]  Most of it they've put down in books and white papers and conferences they've had on record.
[00:13:37.264 --> 00:13:49.611]  It's just mind-boggling to know what their public plan is, and to know how horrific it is, and now to see it moving ahead, and to still be attacked by people that work for the establishment.
[00:13:50.031 --> 00:13:54.154]  You know, they've got a lot of operatives in every major news network and every major newspaper.
[00:13:55.680 --> 00:14:10.426]  On record, since media got going in this country, but it's intensified in the last few decades, because previously people involved in psyops and propaganda in media thought they were doing it for liberty and freedom, and so there was some restraint involved.
[00:14:10.446 --> 00:14:22.931]  It was still immoral, the road to hell, paved by that type of thing, but now it's just pure cynical mercenaries who will do anything they're told, and that's the nature historically of tyranny.
[00:14:24.011 --> 00:14:26.952]  Is that it just progresses by increment until the bottom falls out.
[00:14:27.472 --> 00:14:50.637]  But when you see the announcement of the Pentagon and the CIA and the White House to give tens of billions of dollars to every major media outlet and have the Pentagon openly try to buy off even small bloggers to stir up infighting and disinfo, the fact that they're mainlining that announcement is an attempt so that when it comes out they're doing it, it isn't like, ooh, we caught the army planning fake news.
[00:14:51.298 --> 00:14:52.638]  It's that, well, that's no big deal.
[00:14:54.386 --> 00:15:13.412]  It's to inoculate psychologically, because you see, they can't just have their 20 or so, I'm guesstimating, at the Washington Post that are Naval Intelligence and CIA and then Ford Foundation, above intelligence agencies, foundation operatives.
[00:15:14.132 --> 00:15:15.632]  That way there's no government oversight.
[00:15:17.593 --> 00:15:21.674]  I mean, I know of about 20 known operatives at the Washington Post currently.
[00:15:23.695 --> 00:15:26.177]  Bob Woodward, Naval Intelligence, I mean the list goes on and on.
[00:15:27.278 --> 00:15:28.119]  Bernstein, CIA.
[00:15:30.703 --> 00:15:32.604]  No, he doesn't probably like that announcement.
[00:15:32.864 --> 00:15:46.592]  The point is, is that things like that are going on, and then you've got CNN that's been the model since Ted Turner launched it with military satellites to broadcast the video feeds, is CIA.
[00:15:46.612 --> 00:15:48.013]  100% up one side, down the other.
[00:15:48.413 --> 00:15:54.837]  MSNBC is like foundation, Ford Foundation, Carnegie, Rockefeller Endowment, White House, State Department.
[00:15:56.494 --> 00:15:59.476]  I mean, different agencies get different media ops.
[00:15:59.516 --> 00:16:02.659]  It's like, you know, they divide, okay, you manage this one, you manage that one.
[00:16:04.060 --> 00:16:11.906]  Fox News is kind of like the Republican-oid, uh, Heritage Foundation management arm.
[00:16:13.846 --> 00:16:21.293]  Situation to kind of control the right wing, but now it's time to get rid of that, so they're figuring out that there's going to be no room at the top for them.
[00:16:21.654 --> 00:16:26.759]  This is a purely socialist communist system in its prime vein.
[00:16:29.637 --> 00:16:35.865]  So now this whole mainlining, this whole announcement of this happening is just so it can be, oh hi guys!
[00:16:36.245 --> 00:16:40.851]  Here's somebody from the White House, the Department of Defense, or the CIA and all the women blush.
[00:16:41.231 --> 00:16:42.353]  Ooh, isn't he handsome?
[00:16:42.833 --> 00:16:43.855]  Yeah, I'm here to help ya!
[00:16:44.055 --> 00:16:46.298]  We're here to work with the public, work with America!
[00:16:46.618 --> 00:16:47.880]  And here's Colonel Johnson.
[00:16:50.194 --> 00:16:54.416]  You know, one morning, from the Army, it's just a mainline that you're going to work right.
[00:16:54.696 --> 00:16:55.516]  This is the takeover.
[00:16:55.556 --> 00:16:56.476]  This is the full takeover.
[00:16:56.496 --> 00:17:09.601]  Because they don't want to just have their people that they then put on TV, and the reporters that they magnify, and the reporters that they give all the attention, so that all the junior reporters mimic what the Operation Mockingbird operatives do.
[00:17:09.941 --> 00:17:11.062]  That doesn't work anymore.
[00:17:11.542 --> 00:17:14.383]  They need everybody at the Austin American-Statesman
[00:17:15.464 --> 00:17:23.245]  And everybody at the New York Times, and everybody at the LA Times, and everybody at the local TV station, to pull as one.
[00:17:24.566 --> 00:17:30.107]  And to say, yeah, we got orders directly from the government, and they direct what you're going to do, and that's the way it works now.
[00:17:30.147 --> 00:17:31.487]  That's all being announced everywhere now.
[00:17:32.267 --> 00:17:37.408]  And the Pentagon is coming out, as of last week, and saying, the only group we don't control is the bloggers.
[00:17:37.788 --> 00:17:38.788]  People like Drudge Report.
[00:17:39.508 --> 00:17:40.828]  We're going to interface with them.
[00:17:41.329 --> 00:17:43.389]  We're going to become their sources so they trust us.
[00:17:44.332 --> 00:17:48.613]  And the people in the audience are just shaking their heads because they've done this in third world countries and taken over.
[00:17:48.893 --> 00:17:50.974]  They know this is a full takeover of America.
[00:17:51.234 --> 00:17:52.855]  That's why they look so depressed and freaked out.
[00:17:53.295 --> 00:17:56.976]  A few younger, gullible people that got up and asked questions are like, we don't lie anymore!
[00:17:56.996 --> 00:17:58.757]  And he goes, well, you'll see.
[00:17:58.817 --> 00:18:00.137]  Now, don't say we lie.
[00:18:02.858 --> 00:18:09.180]  So this is the full immersion in the true state-run, globalist-run, corporate-run, foundation-run media.
[00:18:10.387 --> 00:18:12.268]  This is the, oh, you've exposed where government run?
[00:18:12.568 --> 00:18:12.928]  You bet.
[00:18:13.028 --> 00:18:14.068]  Now we're coming for you.
[00:18:14.848 --> 00:18:20.250]  And so if you think there's been infighting and buy-offs and everything else, get ready to see who's been paid off.
[00:18:20.710 --> 00:18:28.892]  I mean, you're going to see bloggers and alternative media people, most of them have already been bought off or paid off, and some of that's even come out, to attack us.
[00:18:29.292 --> 00:18:33.954]  Now it's going to be just, you're going to see just guns in the next year.
[00:18:33.974 --> 00:18:35.574]  It'll take them a year to get it organized.
[00:18:35.834 --> 00:18:38.015]  They're going to just swing around and start blasting us 24-7.
[00:18:39.660 --> 00:18:40.220]  And that's fine.
[00:18:40.240 --> 00:18:41.601]  We're prepared for that and we're ready.
[00:18:42.302 --> 00:18:43.342]  We've already hit the bar bar.
[00:18:43.362 --> 00:18:45.804]  We've already taken out the enemy Operation Machine Gun Nest.
[00:18:46.044 --> 00:18:47.545]  We're moving towards the final objective.
[00:18:48.085 --> 00:18:49.906]  So, I mean, we're ready for it.
[00:18:49.926 --> 00:18:52.067]  Because we got the guy upstairs in Providence.
[00:18:52.127 --> 00:18:53.348]  So, fire away!
[00:18:53.368 --> 00:18:55.129]  If it's God's will, you'll destroy me.
[00:18:56.650 --> 00:18:59.051]  And it may be God's will that I blow up and burn in front of everybody.
[00:19:00.072 --> 00:19:00.352]  Fine.
[00:19:01.012 --> 00:19:03.334]  Maybe it's God's will that we move through the enemy and defeat them.
[00:19:03.914 --> 00:19:04.154]  Good.
[00:19:04.555 --> 00:19:05.355]  I don't pray for anything.
[00:19:05.375 --> 00:19:06.436]  I just say, your will be done.
[00:19:07.136 --> 00:19:08.177]  On earth as it is in heaven.
[00:19:08.973 --> 00:19:09.435]  Period.
[00:19:10.779 --> 00:19:11.200]  Period.
[00:19:12.443 --> 00:19:14.805]  So I'm ready, but you need to understand, folks, this is it.
[00:19:15.065 --> 00:19:16.726]  And then they're coming after all the pension funds.
[00:19:16.766 --> 00:19:19.648]  It's already started, as I told you, public and private.
[00:19:19.868 --> 00:19:21.129]  They're coming after your children.
[00:19:21.149 --> 00:19:22.650]  They're coming with forced inoculations.
[00:19:22.970 --> 00:19:24.311]  They're coming after the language.
[00:19:24.651 --> 00:19:30.495]  They're going to arrest you for saying, I want a Negro Modelo beer.
[00:19:30.975 --> 00:19:34.477]  They're going to arrest you if you say, I want a Swartz during Oktoberfest.
[00:19:34.858 --> 00:19:39.120]  They're going to arrest you in Seattle if you say, I want a brown bag special at your business.
[00:19:39.501 --> 00:19:39.961]  I'm not joking.
[00:19:39.981 --> 00:19:41.102]  We actually have a newscast on that.
[00:19:41.542 --> 00:19:43.523]  They're going to arrest you if you call yourself a citizen.
[00:19:43.823 --> 00:19:45.223]  I'm not joking, that's coming.
[00:19:46.044 --> 00:19:48.485]  They're going to arrest you basically, this is it.
[00:19:48.605 --> 00:19:50.985]  I'm not joking by the way, that's mainstream news.
[00:19:52.846 --> 00:19:58.788]  If you don't want your kids taught how to have anal sex when they're five years old by the pedophile government, you're going to be arrested.
[00:19:59.268 --> 00:20:01.229]  You don't want to give them a shot, you're going to be arrested.
[00:20:01.249 --> 00:20:02.970]  You don't want to turn your guns in, you're going to be arrested.
[00:20:03.830 --> 00:20:05.611]  Uh, so that's all coming up when we come back.
[00:20:05.651 --> 00:20:09.833]  And then Big Benghazi Gate, we told you, it was a... gun running operation.
[00:20:09.893 --> 00:20:19.098]  We the people grow cotton, weave fabric, engrave ink, embed strips and fibers to protect from counterfeit, and carting to a private bank, having it led back at interest, forcing taxes to service debt.
[00:20:19.198 --> 00:20:19.919]  This capitalism?
[00:20:19.979 --> 00:20:26.105]  Or was Jefferson correct when stating a central bank issuing the public currency is a greater menace to the liberties of the people than a standing army?
[00:20:26.145 --> 00:20:29.788]  Ted Anderson, I'm placing a free silver dollar in a book that explains our monetary system.
[00:20:29.848 --> 00:20:30.909]  Call for your copy at 800-686-2237.
[00:20:30.929 --> 00:20:32.130]  It's time to understand the system.
[00:20:32.170 --> 00:20:32.470]  Call 800-686-2237.
[00:20:32.510 --> 00:20:32.791]  That's 800-686-2237.
[00:20:39.577 --> 00:20:42.780]  Wouldn't it be nice to have one product that replaces more than ten?
[00:20:42.940 --> 00:20:44.501]  Saving you space, time, and money?
[00:20:44.521 --> 00:20:51.266]  HempUSA.org has a complete full spectrum vitamin mineral detox formulation called Micro Plant Powder Gold.
[00:20:51.347 --> 00:20:56.671]  Micro Plant Powder Gold contains 101 vitamins, minerals, probiotics, and iodine.
[00:20:56.751 --> 00:21:00.814]  Has a 100 year shelf life and is a perfect addition to any storage shelter.
[00:21:00.874 --> 00:21:03.196]  Make Micro Plant Powder Gold your choice.
[00:21:03.336 --> 00:21:04.777]  Call 888-910-4367 or visit HempUSA.org today!
[00:21:09.758 --> 00:21:12.519]  Protecting your home with a security system is a must.
[00:21:12.759 --> 00:21:18.782]  But when it comes to protecting your family, your home, and belongings, there's no need to sign a long-term contract.
[00:21:19.122 --> 00:21:25.525]  Listen, there is some real scum in the alarm business cashing in by locking you into long, punishing contracts.
[00:21:25.925 --> 00:21:27.887]  Not with SimpliSafe Home Security.
[00:21:28.207 --> 00:21:29.268]  They're the good guys.
[00:21:29.548 --> 00:21:32.270]  You can trust SimpliSafe to protect your family.
[00:21:32.630 --> 00:21:36.934]  SimpliSafe was created by a Harvard Business School engineer, and it's revolutionary.
[00:21:37.134 --> 00:21:40.416]  You'll get 24-hour protection for just $14.99 a month.
[00:21:40.676 --> 00:21:43.399]  There are no hidden fees and no contracts.
[00:21:43.619 --> 00:21:44.579]  You'll save thousands.
[00:21:44.820 --> 00:21:47.902]  Plus, you're protected by their 100% money-back guarantee.
[00:21:48.222 --> 00:21:51.285]  Protect yourself against home invasions and break-ins.
[00:21:51.665 --> 00:21:55.588]  Order your SimpliSafe system now and receive a wireless keychain remote.
[00:21:56.670 --> 00:21:57.771]  A $25 gift, free.
[00:21:58.192 --> 00:22:00.816]  So don't waste your time dealing with scum.
[00:22:01.197 --> 00:22:07.868]  Visit GetSimplySafe.com GetSimplySafe.com GetSimplySafe.com
[00:22:09.090 --> 00:22:10.310]  Don't throw away leftovers.
[00:22:10.651 --> 00:22:16.452]  Instead, throw all your leftovers, vegetable peels, eggshells, coffee grounds, pizza crusts, and more into the Bokashi!
[00:22:16.753 --> 00:22:24.675]  If you love to garden and compost but don't like the hassle of turning a compost bin or the smell, then check out the EM Bokashi Food Waste Recycling System from Terragonics!
[00:22:24.955 --> 00:22:30.397]  Finally, a way to recycle all your food and plant waste safely and effectively and stop using fertilizers.
[00:22:30.597 --> 00:22:32.818]  The EM Bokashi Food Waste Recycling System.
[00:22:33.118 --> 00:22:42.880]  Rather than decomposition, the Bokashi system uses fermentation to break down waste, so it takes less time to create nutrient-dense humus for crops or gardens, with no turning and no obnoxious odors.
[00:22:43.160 --> 00:22:48.021]  To learn more and order your Bokashi online, visit tarragonics.com and click on the orange button.
[00:22:48.221 --> 00:22:53.862]  That's tarragonics.com, spelled T-E-R-A-G-A-N-I-X dot com, or call 866-369-3678.
[00:22:57.023 --> 00:22:58.767]  That's 866-369-3678.
[00:23:00.330 --> 00:23:05.762]  Recycle all your food wastes in about six weeks with the Bokashi Food Waste Recycling System from Terragonics.com.
