[00:00:00.009 --> 00:00:01.489]  Alex Jones Broadcasting Network.
[00:02:46.150 --> 00:02:53.213]  2013's also been the year where the establishment openly circled the wagons and said, look, we're just going to outright lie to the public now.
[00:02:53.613 --> 00:02:56.714]  We're going to engage in even more psychological warfare.
[00:02:57.774 --> 00:03:02.797]  Race baiting, sexual baiting, every form of balkanization you can imagine.
[00:03:03.578 --> 00:03:09.321]  The media has gone completely, openly, nakedly weaponized in 2013.
[00:03:10.161 --> 00:03:13.063]  And then let's look forward though, because it's a double, double deal.
[00:03:13.083 --> 00:03:25.751]  I want to know what you think about 2013, and then any other issues you want to mention after you give us your take on that, and then what's coming in 2014, and do you agree with myself and countless others
[00:03:26.656 --> 00:03:55.084]  Like Rand Paul, Ron Paul, Matt Drudge, Joseph Farah, basically everybody we talk to, everybody we read, everybody who's been accurate in the past, has their ear to the ground, knows what's going on, says this is such a critical year, not just with the midterm elections, trying to repeal some of what Obama's done, and then actually bring him to justice, but geopolitically, with Russia moving missiles up to their western borders.
[00:03:56.824 --> 00:03:59.426]  With the West, with Western Europe.
[00:03:59.446 --> 00:04:01.968]  I mean, just all of this is such a big deal.
[00:04:01.988 --> 00:04:06.572]  And we're going to be breaking all that down after I hit some of the news coming up in the next segment.
[00:04:06.632 --> 00:04:11.876]  I'm going to open the phones up, not now, but in about 10 minutes I'll give the number out so that we can get your take on all this.
[00:04:12.056 --> 00:04:17.820]  There's a lot of news, obviously, that I haven't gotten to yet because we're four minutes into transmission.
[00:04:18.401 --> 00:04:23.284]  But the bombings in Russia follow a Saudi threat to attack Russia.
[00:04:23.705 --> 00:04:25.166]  And again, this could be a false flag.
[00:04:26.460 --> 00:04:28.981]  Russia has engaged in what looks like false flags before.
[00:04:29.521 --> 00:04:35.062]  When Putin was running for his first election, from vice president to president, there were some events.
[00:04:35.142 --> 00:04:47.085]  But this follows direct Saudi threats to lose Russia tens of billions of dollars trying to discredit them and not let them have the international spotlight during the Winter Olympics coming up.
[00:04:47.745 --> 00:05:00.363]  And so my gut and all the different angles here and the way this is happening is this is meant to destabilize Russia, make Putin look weak, and it looks like the CIA with Saudi Arabia activated their al-Qaeda forces.
[00:05:02.719 --> 00:05:04.360]  Introducing Pro-1.
[00:05:04.620 --> 00:05:08.122]  All of your filtration in one system, portable, on-the-go.
[00:05:08.262 --> 00:05:12.664]  No more do you have two or three filters to just reduce sodium fluoride.
[00:05:12.864 --> 00:05:18.807]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosilicic acid.
[00:05:18.927 --> 00:05:29.693]  Advanced manufacturing technology combines silver impregnated white ceramic with new Aquamedics advanced media for removal of fluoride and other heavy metals, all in one filter element.
[00:05:29.893 --> 00:05:36.198]  It is the only one that does it and out of the gates, we have it discounted at 10% off with promo code WATER.
[00:05:36.398 --> 00:05:53.391]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines, ammonia and chlorine, hydrofluorosilicic acid, the most common form of fluoride not covered by other fluoride filter brands, and sodium hexafluorosilicate.
[00:05:53.711 --> 00:05:58.094]  Get your Pro-Pure with the new Pro-1 filters today at infowarestore.com.
[00:05:58.294 --> 00:06:00.677]  We're by calling 888-253-3139.
[00:06:00.777 --> 00:06:03.379]  The facts are in.
[00:06:03.559 --> 00:06:04.701]  The studies are legion.
[00:06:04.961 --> 00:06:12.328]  Sodium fluoride and other toxic members of the fluoride family are devastating the health and cognitive ability of the American people.
[00:06:12.488 --> 00:06:15.952]  So why are the social engineers adding it to the water?
[00:06:16.312 --> 00:06:16.833]  Simple.
[00:06:16.873 --> 00:06:21.177]  Dumb down the host population that the parasitic technocracy is feeding on.
[00:06:21.577 --> 00:06:27.040]  We may not have been able to get fluoride out of the water supply yet, but we can help to get it out of our bodies.
[00:06:27.300 --> 00:06:43.349]  I am extremely excited to announce the exclusive InfoWars Life Fluoride Shield formulation, fusing six of the best documented ingredients from around the world to help the body remove not just toxic fluoride residues from the body, but a whole host of toxic substances.
[00:06:43.630 --> 00:06:47.832]  Let's take a stand against the globalists by blocking their poisons with Fluoride Shield.
[00:06:48.192 --> 00:06:50.033]  I use Fluoride Shield every day.
[00:06:50.353 --> 00:06:55.654]  Secure your Fluoride Shield and other pioneering formulations at InfoWarsLife.com today.
[00:06:55.914 --> 00:07:00.155]  Let's start cleansing our bodies now and support the Info War at the same time.
[00:07:00.315 --> 00:07:02.176]  That's InfoWarsLife.com.
[00:07:02.456 --> 00:07:12.619]  Alex Jones here to tell you about how you can help spread liberty worldwide, also enjoying what I have found to be the best tasting 100% organic coffee on the planet for more than a decade.
[00:07:12.839 --> 00:07:19.765]  My favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[00:07:19.925 --> 00:07:24.629]  We have now managed to secure the sought-after beans in a highly customized blend.
[00:07:24.809 --> 00:07:31.495]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at Infowarslife.com.
[00:07:31.615 --> 00:07:38.701]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[00:07:38.782 --> 00:07:40.503]  Hands down, this is my favorite coffee.
[00:07:40.663 --> 00:07:45.626]  And it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[00:07:45.786 --> 00:07:50.148]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[00:07:50.268 --> 00:07:53.530]  Available in original or with our immune support infusion blend.
[00:07:53.670 --> 00:07:59.794]  You will be supporting a free press, all the while enjoying a truly great tasting cup of my favorite coffee.
[00:07:59.954 --> 00:08:01.755]  Available at Infowarslife.com
[00:08:31.607 --> 00:08:37.689]  We now take you live to the Central Texas Command Center in the heart of the resistance.
[00:08:38.089 --> 00:08:40.109]  You're listening to Alex Jones.
[00:08:45.191 --> 00:08:59.035]  I don't know what's going on, but I am crazed this morning.
[00:09:02.012 --> 00:09:09.398]  Crazed with the fires of liberty burning in my mind, burning in my heart, burning in my gut.
[00:09:11.860 --> 00:09:16.043]  Fiery with the ideas of independence, creation and freedom.
[00:09:17.264 --> 00:09:22.328]  My soul is alive and I reach out through the airwaves.
[00:09:23.089 --> 00:09:29.574]  I reach out to you via radio and of course television on this Monday, the 30th day already.
[00:09:33.692 --> 00:09:34.273]  Of December 2013.
[00:09:35.253 --> 00:09:40.157]  And obviously we have masses of incredibly important news.
[00:09:40.838 --> 00:09:50.665]  But I want to open the phones up right out of the gates to ask you what do you think the most important, not the biggest fluff stories, but what were the most important stories of 2013?
[00:09:51.206 --> 00:09:56.570]  I believe it is the huge awakening that is now accelerating.
[00:09:57.210 --> 00:10:01.734]  And then all the big breaking stories and developments come out of that awakening.
[00:10:02.034 --> 00:10:03.055]  The public woke up.
[00:10:03.837 --> 00:10:22.111]  And the military led the way, speaking out, and literally told Obama, no, we will not attack Syria with aircraft, and no, the special forces will not train al-Qaeda in bases in Iraq, in Jordan, and in Turkey.
[00:10:25.634 --> 00:10:26.354]  That is huge!
[00:10:28.665 --> 00:10:40.333]  That Dempsey, who was a lapdog of the establishment, went to Obama at the White House on a Friday night, they were going to hit him on Saturday, and said, the military is not with us, we cannot do this.
[00:10:41.174 --> 00:10:44.976]  The whole world is really upset about what's happening.
[00:10:45.877 --> 00:10:49.860]  And the French were the only ones freaking out, running around saying, attack, attack, attack.
[00:10:54.643 --> 00:10:55.324]  What does that tell you?
[00:10:56.209 --> 00:10:59.070]  Well, the French are set to get part of the pipelines.
[00:10:59.510 --> 00:11:01.471]  They're going to come out of there with the natural gas and the oil.
[00:11:02.951 --> 00:11:09.073]  The French want America to fund Al-Qaeda to take over that area.
[00:11:09.334 --> 00:11:16.656]  And our country is finally having that moment of conscience where we look at something and just say, is there nothing we won't go along with?
[00:11:17.116 --> 00:11:18.997]  Is there nothing we won't do?
[00:11:19.237 --> 00:11:20.657]  Just by saying we're the good guys?
[00:11:21.178 --> 00:11:23.518]  So it's okay when the country's been hijacked?
[00:11:23.899 --> 00:11:24.759]  Is being captained?
[00:11:25.987 --> 00:11:29.368]  By the most anti-human, anti-liberty combines.
[00:11:30.968 --> 00:11:40.311]  Nameless, faceless corporate boards who can all rationalize what they're doing and insulate themselves from the decision that their minions are carrying out.
[00:11:41.031 --> 00:11:45.252]  Well, we're going to name those nameless, faceless globalists and point out their power structure.
[00:11:45.412 --> 00:11:49.793]  Because when the Federal Reserve is known to be private, and known to be owned by less than 20 families,
[00:11:50.916 --> 00:12:06.447]  Predominantly out of Europe and England, when it's known that the country's being run by foreign combines, when it's known they're gearing up for war domestically against the people, and that it's treason, when it's known that what they're doing is the author of our discontent,
[00:12:08.015 --> 00:12:10.519]  When it's known that they are the plague, culturally.
[00:12:10.759 --> 00:12:15.045]  When it's known the globalists want us poor and dumbed down so they can run our lives.
[00:12:15.245 --> 00:12:18.090]  When it's known that there's a shadow government.
[00:12:18.250 --> 00:12:20.673]  People didn't believe there was a shadow government just three years ago.
[00:12:21.034 --> 00:12:22.816]  The majority of media would make fun of me.
[00:12:23.840 --> 00:12:30.887]  Now, when the LA Times or the New York Times or the Washington Post is interviewing me, they say, well, why are you against the shadow government?
[00:12:31.147 --> 00:12:32.989]  Why are you against a corporate world government?
[00:12:33.369 --> 00:12:36.352]  Oh, I thought it didn't exist, bozos!
[00:12:37.293 --> 00:12:42.597]  But see, we are winning the info war, so now you can't deny stuff exists to your readers.
[00:12:42.978 --> 00:12:49.444]  You've got to admit it, but say, oh, we're rabble-rousers, we're extremists because we don't like the global system.
[00:12:50.999 --> 00:12:55.146]  Oh, what are you, against peace and harmony and a world system that brings us together?
[00:12:55.166 --> 00:13:00.295]  This is not a world system to bring us together.
[00:13:02.711 --> 00:13:25.514]  This is a globalist ring of power, a centralized technological world government that scientifically targets humanity in a giant experiment, a social experiment of deconstruction, of leveling competition for a genetic corporate rewrite of the entire skin of the planet, not just homo sapien sapien.
[00:13:28.871 --> 00:13:30.832]  Homo Sapien Extinctus.
[00:13:31.493 --> 00:13:32.593]  I think would be a good name for it.
[00:13:33.193 --> 00:13:34.994]  Or the Homo Sapiens are dead.
[00:13:35.455 --> 00:13:36.836]  The Homo Sapiens are gone.
[00:13:37.116 --> 00:13:46.401]  Because a bunch of unhappy, nihilistic globalists who have unlimited sex, power, private jets, everything.
[00:13:47.867 --> 00:14:07.732]  Hundreds of trillions of dollars and euros that they've stolen and created their own alternate fraudulent stock market system, a bubble meant to absorb the rest of the world and impoverish the world while only empowering a select few, and then blaming free market capitalism for your abomination that is a fraudulent
[00:14:09.209 --> 00:14:20.051]  Computer code, hacking the very nature of reality, and turning the public into a bunch of drooling, screen time zombies.
[00:14:21.618 --> 00:14:25.659]  That's what we're talking about in 2013, the fight against that, the awakening to that.
[00:14:25.959 --> 00:14:33.160]  Listen, they deny FEMA camps, the Emergency Centers Establishment Act, the civilian inmate labor camp program.
[00:14:33.580 --> 00:14:40.022]  They have to deny stuff that's public, because if they ever admit it, then there is a debate about it, and they can't win that debate.
[00:14:40.642 --> 00:14:45.903]  That's why they say there's no drones in the skies, there's no billions of bullets, there's no checkpoints on the highway.
[00:14:47.199 --> 00:14:49.722]  It's not tyranny to have kids being trained to spy on their parents.
[00:14:49.782 --> 00:14:52.724]  It's not tyranny to arrest kids that play with Nerf guns in their backyard.
[00:14:53.085 --> 00:14:59.331]  It's not tyranny that if a kid has a gun sewed on their sweater that they, you know, the TSA doesn't let them fly.
[00:14:59.351 --> 00:15:04.175]  Or if a kid's wearing an NRA shirt, doesn't even have an image of a gun on it, they're kicked out of school.
[00:15:04.455 --> 00:15:05.176]  It's not tyranny.
[00:15:05.736 --> 00:15:07.018]  No, you're right, it's not tyranny.
[00:15:07.158 --> 00:15:09.400]  It's crazy town tyranny.
[00:15:15.063 --> 00:15:29.426]  And they are just running around like zombies with their heads cut off, wanting us to buy into their whole fraudulent system, wanting us to buy into their lies, and it's not happening anymore.
[00:15:30.426 --> 00:15:39.568]  If we get the word out that this society is falling, this society is imploding,
[00:15:40.532 --> 00:15:45.075]  And point out that it is being scientifically orchestrated in the establishment's own words.
[00:15:45.355 --> 00:15:45.995]  It's game over.
[00:15:46.336 --> 00:15:51.579]  And I know I've said that many times in different ways, but I want people to really get that through their melons.
[00:15:53.080 --> 00:15:56.182]  The establishment wouldn't be trying to censor Real Talk Radio.
[00:15:57.683 --> 00:16:05.588]  The establishment wouldn't be trying to shut down free speech and wouldn't be trying to tell us resistance is futile if resistance was futile.
[00:16:07.622 --> 00:16:12.626]  The truth is there's always been a very tiny group that loves liberty and a very tiny group that loves darkness.
[00:16:13.967 --> 00:16:19.110]  And most people are just lackadaisical and kind of followers and want to be told what to do.
[00:16:20.031 --> 00:16:28.517]  But the minority that burns with liberty, burns with the animating contest, burns with visions of humanity empowered to the greatest level,
[00:16:30.080 --> 00:16:50.595]  Those of us that burn with admiration for the beautiful and the intelligent and the successful and the pure and the virtuous, those that do not have the envy or the jealousy or the hatred of the good, we are a large minority compared to the tiny minority of those that absolutely serve evil.
[00:16:51.736 --> 00:16:54.378]  And look at globalism, look at the Ten Kingdoms under FEMA.
[00:16:55.325 --> 00:16:56.106]  In the United States.
[00:16:56.126 --> 00:16:56.806]  And then globally.
[00:16:57.126 --> 00:17:04.951]  Ten regions under the UN and UNESCO and the OECD, which is the real global corporation that runs everything.
[00:17:05.732 --> 00:17:07.092]  That was set up after World War II.
[00:17:08.233 --> 00:17:09.054]  OECD.
[00:17:10.334 --> 00:17:12.356]  Organization of Economic Cooperative Development.
[00:17:13.116 --> 00:17:15.017]  They create the plan on their board.
[00:17:15.638 --> 00:17:17.139]  It is then voted on.
[00:17:17.159 --> 00:17:22.402]  And if there's any disputes, they meet at groups like Bilderberg and Trilateral Commission for fine-tuning.
[00:17:23.134 --> 00:17:23.855]  This is all on record.
[00:17:23.875 --> 00:17:28.499]  They all write books admitting it, bragging how they run everything, hoping you don't go read it though.
[00:17:28.519 --> 00:17:31.041]  It's only for their own minions to be able to read it.
[00:17:31.221 --> 00:17:46.474]  When Carol Quigley wrote his 1100 page tragedy in hope in the early 1960s, there was only to be a thousand of them copied for academia and it was to be given to the CIA, the State Department, but also to other heads of state around the world.
[00:17:47.415 --> 00:17:48.896]  But the plates got out.
[00:17:51.292 --> 00:17:59.998]  And a few copies got bought and pieces of it got republished in magazines and lawsuits were threatened by the publisher, but it was fair use.
[00:18:00.899 --> 00:18:03.441]  And so the word got out on Tragedy and Hope.
[00:18:04.141 --> 00:18:09.425]  And then later, just by sheer brinksmanship, Patriot groups have republished it.
[00:18:09.885 --> 00:18:10.406]  We sell it.
[00:18:12.182 --> 00:18:21.390]  And my point in bringing that up is, he says in the book, we have to have an operation manual, because this is so sophisticated, our own people have to understand it.
[00:18:21.590 --> 00:18:29.917]  How we control left, how we control right, how we want the illusion of choice, how we're going to destroy markets, destroy freedom, impoverish people, create a technocracy.
[00:18:30.178 --> 00:18:33.841]  Brzezinski's written five books on the same subject, admitting it all.
[00:18:34.241 --> 00:18:34.842]  How the U.S.
[00:18:34.882 --> 00:18:38.705]  government funded Pol Pot to kill 31% of their population.
[00:18:42.851 --> 00:18:51.215]  All you've got to do is have the courage to realize we've been hijacked, and have the courage to tell others, because here's the deal, the courage is only on the surface.
[00:18:51.956 --> 00:18:56.578]  And by that, a lot of people think to fight this is dangerous.
[00:18:56.678 --> 00:19:06.463]  If you actually knew, and have actually studied this, if you're a new listener, the danger is in going along with this, and literally losing your independence, your individualism, your soul.
[00:19:08.390 --> 00:19:11.232]  And that's what the globalists traffic in, is the souls of men, as the Bible says.
[00:19:11.472 --> 00:19:12.613]  That's what they're really after.
[00:19:13.174 --> 00:19:14.595]  They want our souls.
[00:19:14.875 --> 00:19:18.177]  They want to know who we are so they can program us and change us.
[00:19:18.438 --> 00:19:20.559]  That's the ultimate control freak vision.
[00:19:20.579 --> 00:19:24.182]  And once you realize that, it is not courage to fight this.
[00:19:25.143 --> 00:19:33.529]  If men were coming to kill my family and were coming to kill me, it would not be courage that I would fight them with every bit of vicious cunning that I possess.
[00:19:35.370 --> 00:19:36.031]  That is not
[00:19:37.921 --> 00:19:38.381]  Courage!
[00:19:38.441 --> 00:19:39.522]  That is survival.
[00:19:41.283 --> 00:19:48.287]  You corner a raccoon in your garage and try to kill it, it's going to attack you viciously, biting and snapping like a PCP-driven machine.
[00:19:48.788 --> 00:19:52.850]  And not because it has courage, it wants to live.
[00:19:52.870 --> 00:19:53.210]  800-259-9231.
[00:19:53.391 --> 00:19:58.514]  I want to hear what you think the biggest stories of 2013 are, and what's coming up in 2014.
[00:19:58.574 --> 00:19:59.594]  Do you agree with me?
[00:19:59.855 --> 00:20:00.655]  It's a critical year.
[00:20:00.675 --> 00:20:00.655]  800.
[00:20:00.695 --> 00:20:01.936]  Let's come back with a number.
[00:20:02.987 --> 00:20:03.847]  The facts are in.
[00:20:04.007 --> 00:20:05.128]  The studies are legion.
[00:20:05.408 --> 00:20:12.791]  Sodium fluoride and other toxic members of the fluoride family are devastating the health and cognitive ability of the American people.
[00:20:12.931 --> 00:20:16.392]  So why are the social engineers adding it to the water?
[00:20:16.732 --> 00:20:17.152]  Simple.
[00:20:17.312 --> 00:20:21.694]  Dumb down the host population that the parasitic technocracy is feeding on.
[00:20:22.034 --> 00:20:27.496]  We may not have been able to get fluoride out of the water supply yet, but we can help to get it out of our bodies.
[00:20:27.756 --> 00:20:43.800]  I am extremely excited to announce the exclusive InfoWars Life Fluoride Shield Formulation, fusing six of the best documented ingredients from around the world to help the body remove not just toxic fluoride residues from the body, but a whole host of toxic substances.
[00:20:44.080 --> 00:20:45.921]  Let's take a stand against the globalists.
[00:20:46.041 --> 00:20:48.324]  By blocking their poisons with Fluoride Shield.
[00:20:48.645 --> 00:20:50.507]  I use Fluoride Shield every day.
[00:20:50.828 --> 00:20:56.115]  Secure your Fluoride Shield and other pioneering formulations at InfoWarsLife.com today.
[00:20:56.375 --> 00:21:00.621]  Let's start cleansing our bodies now and support the Info War at the same time.
[00:21:00.781 --> 00:21:02.243]  That's InfoWarsLife.com
[00:21:04.227 --> 00:21:10.689]  Big business has discovered the preparedness market, and that makes it difficult to know where to go and who to trust.
[00:21:11.029 --> 00:21:15.490]  MyPatriotSupply.com is owned and operated by Patriots just like you.
[00:21:15.770 --> 00:21:24.972]  Has the best prices on storable food, non-GMO seeds, water filtration devices, home canning equipment, survival and self-reliance books, and more.
[00:21:25.292 --> 00:21:31.214]  MyPatriotSupply.com has old-fashioned values and the absolute best customer service in the industry.
[00:21:31.474 --> 00:21:32.755]  Look for the deal of the day.
[00:21:33.055 --> 00:21:36.257]  Unique, affordable survival supplies that fit anyone's budget.
[00:21:36.437 --> 00:21:39.719]  Get same-day shipping on all orders and free shipping on orders over $49.
[00:21:39.799 --> 00:21:40.019]  Call 866-229-0927.
[00:21:40.039 --> 00:21:40.079]  866-229-0927.
[00:21:40.139 --> 00:21:44.521]  Or visit MyPatriotSupply.com for emergency preparedness, self-reliance, and food independence.
[00:21:44.581 --> 00:21:47.043]  Shop with a name you know and a name you can trust.
[00:21:57.048 --> 00:21:59.790]  Before it's time to survive, it's time to prepare.
[00:22:00.070 --> 00:22:08.916]  MyPatriotsupply.com There's no reason to be sick this season with Supernatural Silver's incredible technology.
[00:22:09.196 --> 00:22:18.343]  You can give your immune system the support it needs to help fight off colds, flus, and other nasty pathogens that can ruin the holidays for you and those you love.
[00:22:18.783 --> 00:22:20.184]  Used internally or topically.
[00:22:20.484 --> 00:22:27.989]  Supernatural Silver is a great defense against sore throats, runny noses, sinus or ear infections and a whole host of other illnesses.
[00:22:28.409 --> 00:22:33.453]  Supernatural Silver is extremely safe and a great way to protect yourself and the ones you love.
[00:22:33.833 --> 00:22:37.936]  No one knows what the future may bring, so be smart and plan ahead.
[00:22:38.236 --> 00:22:44.220]  Have Supernatural Silver in your emergency preparedness arsenal and give someone a gift that's meaningful.
[00:22:44.640 --> 00:22:46.521]  A gift that can change lives.
[00:22:46.902 --> 00:22:48.603]  Give the gift of good health this year.
[00:22:48.903 --> 00:22:56.098]  Go to SupernaturalSilver.com and use the promo code SILVER2013 for 20% off your entire order.
[00:22:56.519 --> 00:22:58.543]  That's SupernaturalSilver.com.
[00:22:58.924 --> 00:23:00.127]  And like us on Facebook.
[00:23:02.657 --> 00:23:06.379]  New Year, new website, new ways to protect your health and privacy.
[00:23:06.580 --> 00:23:11.022]  To thank you for our recent success, BlockItPocket.com is extending our holiday offers.
[00:23:11.343 --> 00:23:17.166]  See these new get one free New Year deals only at BlockItPocket.com and only through January 31st.
[00:23:17.486 --> 00:23:22.910]  Enhance cell phone and wireless device safety and security with products that work from a family-owned American business.
[00:23:23.170 --> 00:23:30.495]  Call or click 888-315-9618 or BlockItPocket.com, your source for wireless protection and information.
[00:23:31.804 --> 00:23:34.807]  You've spent precious time and money preparing for emergencies.
[00:23:34.967 --> 00:23:36.508]  Your generator is good to go.
[00:23:36.588 --> 00:23:42.072]  You have plenty of extra fuel stored, but you're never truly ready without PRI Fuel Stabilizers.
[00:23:42.233 --> 00:23:46.176]  More than half of generator failures occur because the fuel has gone bad.
[00:23:46.216 --> 00:23:51.180]  PRI Fuel Stabilizers keep your fuel fresh and keep you ready for any disaster.
[00:23:51.240 --> 00:23:54.282]  That's why the pros rely on it and why you need it.
[00:23:54.402 --> 00:23:56.364]  Call 888-776-9373 or visit PRIProducts.com for the dealer nearest you.
[00:24:17.619 --> 00:24:46.032]  This is the end, my only friend The end of our elaborate plans The end of everything that stands The end, no safety or surprise The end, I'll never look again
[00:24:50.164 --> 00:24:51.425]  This is the end of 2013.
[00:24:51.485 --> 00:25:07.573]  Starting at the beginning of the next segment I'm going directly to your calls and then at the beginning of the next hour I will cover the top stories and get into some of the breaking news as well.
[00:25:08.274 --> 00:25:09.775]  You have the Volgograd bombings.
[00:25:10.816 --> 00:25:17.361]  Following Saudi Arabian threat to attack Russia to destabilize the country and discredit the Olympics.
[00:25:18.082 --> 00:25:26.108]  And now there have been other bombings inside Russia, not just the bombing in Volgograd.
[00:25:26.528 --> 00:25:32.993]  And these are reportedly by Black Widow, female suicide bombers connected to the Western-run Al-Qaeda.
[00:25:34.056 --> 00:25:50.246]  And this is an open secret outside of the United States, just as Al-Qaeda has been used against the more stable pro-West, pro-Liberty groups in Libya and in places like Egypt.
[00:25:50.266 --> 00:25:53.127]  And you're like, wow, pro-West in Libya?
[00:25:53.467 --> 00:25:55.228]  Yes, very pro-West in the last 10 years.
[00:25:56.554 --> 00:26:09.843]  For about seven years before they killed Gaddafi, seven and a half years, he was investing in the West, letting everybody in from Halliburton to you name it, building hotels everywhere and apologizing for everything and allowing investment.
[00:26:09.963 --> 00:26:12.665]  And I mean, look, we're doing business with Vietnam right now.
[00:26:12.725 --> 00:26:16.448]  We lost 58,000 people and 200 plus thousand seriously wounded.
[00:26:21.107 --> 00:26:24.290]  And Qaddafi probably wasn't even behind the Lockerbie bombing.
[00:26:24.310 --> 00:26:26.972]  That was a double false flag, but that's another story.
[00:26:27.613 --> 00:26:36.541]  The point here is, is we know Egypt was an ally and was not persecuting Christians and other large minority groups in Egypt.
[00:26:36.641 --> 00:26:37.182]  Now they are.
[00:26:38.171 --> 00:26:41.094]  And then it got so out of control, 16 million people marched.
[00:26:41.794 --> 00:26:43.796]  Muslim Brotherhood took over with a million-person march.
[00:26:44.557 --> 00:26:46.779]  16 million marched and they had street battles and defeated them.
[00:26:47.699 --> 00:26:53.544]  And so the Muslim Brotherhood started blowing up facilities all over Egypt and attacking military bases.
[00:26:53.565 --> 00:26:54.505]  So the military crushed them.
[00:26:55.046 --> 00:26:56.907]  And I'm not romanticizing the Egyptian military.
[00:26:57.448 --> 00:27:01.491]  But I'll take them over Al-Qaeda, Al-Cieda, any day.
[00:27:01.632 --> 00:27:05.195]  And again, the CIA, large elements of it, let's be clear,
[00:27:06.578 --> 00:27:09.239]  A lot of folks in the CIA are going public saying they don't like this.
[00:27:10.720 --> 00:27:32.729]  They have created Al-Qaeda, protected Al-Qaeda, and fostered it because British intelligence in 1903 made a deal with a Bedouin leader who controlled a small area of what is Saudi Arabia today, a couple hundred square miles, and they gave them weapons and they took over what is Saudi Arabia today, and they took over other countries like Syria that they had no claim on.
[00:27:33.549 --> 00:27:33.930]  And by
[00:27:36.130 --> 00:27:39.093]  1933 dominated more than half the Middle East.
[00:27:41.054 --> 00:27:45.939]  So, in fact it was more than half, probably 80% or so.
[00:27:45.959 --> 00:27:54.947]  The point is, is that this is the type of garbage that we see going on and people are like, well wait, are you saying there aren't Muslim extremists?
[00:27:54.987 --> 00:28:00.212]  No, I'm saying there's a giant pool of crazies in Saudi Arabia
