[00:00:15.521 --> 00:00:18.263]  InfoWars, tomorrow's news today.
[00:13:10.130 --> 00:13:11.431]  They're still locked down there.
[00:13:12.281 --> 00:13:18.383]  Then those hundreds of millions will flood us and be organized as weapons against the population.
[00:13:18.663 --> 00:13:27.046]  And when you see your way of life being destroyed, because of the ongoing systems, and you say you don't want to open borders, the UN will then announce that you too are racist and bad.
[00:13:27.066 --> 00:13:32.788]  And they've got their reconciliation commissions they're setting up that they used in communist China and South Africa.
[00:13:34.042 --> 00:13:36.323]  They're talking about they're making a list of Trump supporters.
[00:13:36.343 --> 00:13:37.444]  They're going to persecute you.
[00:13:37.724 --> 00:13:38.624]  They're going to get you.
[00:13:39.384 --> 00:13:40.305]  This is by the millions.
[00:13:41.325 --> 00:13:45.667]  And you see the mass censorship now, as we predicted, almost total censorship.
[00:13:46.268 --> 00:13:48.929]  No media that I saw carrying Giuliani's press conference.
[00:13:49.369 --> 00:13:50.890]  Thank God there's right side broadcasting.
[00:13:50.910 --> 00:13:52.670]  Thank God there's Infowars picking it back up.
[00:13:52.991 --> 00:13:54.611]  Thank God you're out there amplifying it.
[00:13:54.951 --> 00:13:57.252]  But this is a serious war.
[00:13:58.773 --> 00:14:00.534]  And they cut off our communications first.
[00:14:02.015 --> 00:14:02.615]  And I want to be clear.
[00:14:04.400 --> 00:14:09.663]  The Chinese people are hardworking, really smart folks, but for thousands of years, they've been under imperial rule.
[00:14:10.463 --> 00:14:13.204]  And so they've been socially conditioned to be submissive and follow orders.
[00:14:13.745 --> 00:14:18.027]  Just like the British used to be extremely violent and the Romans couldn't conquer them.
[00:14:18.087 --> 00:14:20.928]  And they were the most unconquerable, toughest group the Romans thought.
[00:14:21.268 --> 00:14:21.969]  They'd fought everybody.
[00:14:23.089 --> 00:14:25.871]  And now they're the most domesticated people around.
[00:14:25.911 --> 00:14:26.971]  That's imperial conditioning.
[00:14:27.651 --> 00:14:29.993]  So the Chinese have been conditioned for 5,000 years.
[00:14:32.042 --> 00:14:34.564]  To submit to peer pressure and directives.
[00:14:34.584 --> 00:14:36.846]  Incredibly brave in wars, fights.
[00:14:37.566 --> 00:14:40.829]  I mean, you know, just described like robots when it comes to war.
[00:14:41.950 --> 00:14:46.334]  But when it comes to following orders of their government and peer pressure, very robot-like.
[00:14:47.394 --> 00:14:48.475]  This is dog training.
[00:14:50.437 --> 00:14:55.061]  And all the stuff you now see being done to us is the same dog training the Chinese have gone through.
[00:14:56.402 --> 00:14:57.422]  And that's all this is.
[00:14:58.322 --> 00:15:02.744]  That the government doesn't need to have robots replace us if they can turn us into robots.
[00:15:05.025 --> 00:15:15.208]  So instead of making China a capitalist country at the end of World War II, criminal elements of the Rockefeller Combine, Dave Rockefeller wrote a book about this and wrote two articles in New York Times.
[00:15:15.689 --> 00:15:17.169]  I always go back to this because this is key.
[00:15:18.390 --> 00:15:19.050]  This is the real world.
[00:15:19.710 --> 00:15:26.893]  And sent George Herbert Walker Bush in there with James Baker and the rest of them to make a deal with the Communist Chinese after they'd spent
[00:15:29.505 --> 00:15:33.789]  25 years enslaving and killing 80 million other people and getting them to behave.
[00:15:33.809 --> 00:15:47.559]  And if they'd follow every directive of one-child policies and horrible things that the Rockefellers told them to do, they said, yeah, kill about 80 million of your people and one-child policy, and we'll make you the global superpower of economics.
[00:15:47.679 --> 00:15:49.320]  But you're not allowed to have a big military.
[00:15:50.020 --> 00:15:51.782]  But of course, wink, wink, they're globalists.
[00:15:52.002 --> 00:15:53.463]  They were building a big military the whole time.
[00:15:54.434 --> 00:15:59.978]  That's why I saw the pivot under Obama was because China wasn't following its agreement to not be expansionist.
[00:16:00.238 --> 00:16:10.925]  They were given all the rarest minerals and all the economic power and they were allowed to economically expand, but America would economically close, but then would have military dominance still.
[00:16:10.945 --> 00:16:11.906]  That's how you divide power.
[00:16:12.406 --> 00:16:13.927]  That's the rollerball allegory.
[00:16:14.027 --> 00:16:15.088]  That's really how globalism works.
[00:16:15.128 --> 00:16:18.330]  The original movie with James Caan, 1972 or whatever it is, is dead on.
[00:16:21.678 --> 00:16:26.542]  So, of course the globalists and the CFR rooked us, scammed us, bamboozled us.
[00:16:27.262 --> 00:16:28.263]  I didn't sign on to globalism.
[00:16:28.323 --> 00:16:29.104]  I wasn't alive then.
[00:16:30.925 --> 00:16:33.607]  I guess I was bored about the year the deal was officially made.
[00:16:34.968 --> 00:16:37.550]  But we live under this and it's all been one-sided.
[00:16:38.791 --> 00:16:41.894]  It's not about Kumbaya and one world living together and all this great stuff.
[00:16:42.234 --> 00:16:50.741]  Communist China was allowed to buy up our debt, buy up Hollywood, buy up our whole infrastructure to have power over us, but only through the intermediaries
[00:16:51.994 --> 00:17:02.061]  The middlemen, the Mitt Romneys and the Bill Clintons and the Rahm Emanuels, all of them making hundreds of millions and billions of dollars off the Chinese.
[00:17:03.662 --> 00:17:06.044]  And that's what Trump came out of like three months ago.
[00:17:06.064 --> 00:17:07.245]  And he said, yeah, they really hate me.
[00:17:07.925 --> 00:17:09.566]  He said, I may not be here too long.
[00:17:09.586 --> 00:17:10.647]  You may not be seeing me soon.
[00:17:10.847 --> 00:17:11.688]  He knew what the fix was in.
[00:17:13.513 --> 00:17:19.916]  He said, I learned that it's not even the communist Chinese that are making all the money when we pay three times more than anybody else for drugs made there.
[00:17:20.296 --> 00:17:26.539]  There's middlemen, the Democrats and Republicans that are getting more money than the factories and the Chinese for these drugs.
[00:17:26.999 --> 00:17:28.259]  We're bringing the drugs back here.
[00:17:28.419 --> 00:17:29.160]  We're not doing that.
[00:17:32.541 --> 00:17:33.502]  That's one industry.
[00:17:35.262 --> 00:17:37.203]  A hundred percent set up to be one sided.
[00:17:39.884 --> 00:17:41.145]  So I've got a lot to cover here.
[00:17:44.079 --> 00:17:51.286]  And a lot to break down, but I'm going to be laying out in the next 40 minutes or so.
[00:17:53.248 --> 00:18:01.417]  I need to get going with it, but here's my greatest sadness.
[00:18:02.725 --> 00:18:06.166]  The average person that's a leftist buys into the system.
[00:18:06.926 --> 00:18:09.187]  They go and they get one degree and they can't get a job.
[00:18:09.207 --> 00:18:10.687]  They get two degrees, they can't get a job.
[00:18:10.707 --> 00:18:12.088]  They get three degrees, they can't get a job.
[00:18:12.448 --> 00:18:14.588]  Or they get some little government or bureaucracy job.
[00:18:14.648 --> 00:18:21.250]  And they tell them, once we overthrow America and create a socialist utopia, you're all going to be in charge and have mansions.
[00:18:22.911 --> 00:18:23.691]  And they believe this.
[00:18:27.532 --> 00:18:31.373]  They're never going to be brought into the power structure.
[00:18:32.654 --> 00:18:58.623]  They're absolute jokes and they're vicious and they're hateful and they literally believe that Joe Biden and the communist Chinese and the mega banks and the neocons that launched all these wars are the bad guys when Trump did everything he could to bring good factory jobs back and good farming jobs back and good manufacturing and all sorts of other production and things that actually build an infrastructure that actually empower people.
[00:19:01.021 --> 00:19:05.342]  And you notice once the globalists got rid of our industry, they're now saying service is not essential.
[00:19:06.002 --> 00:19:07.683]  They're teaching you that you're under total control.
[00:19:08.043 --> 00:19:10.763]  And now Rahm Emanuel has come out and said, learn to code.
[00:19:13.104 --> 00:19:14.404]  And said, the jobs aren't coming back.
[00:19:14.464 --> 00:19:15.165]  It's impossible.
[00:19:15.385 --> 00:19:16.705]  You can't wave a magic wand.
[00:19:17.565 --> 00:19:23.807]  And they're going to put the carbon taxes on us that only Europe and the United States are doing.
[00:19:24.367 --> 00:19:28.588]  Not India, not China, not Mexico, and then everything will be gone.
[00:19:29.909 --> 00:19:38.176]  That last little percent that was left here and the few percentage points Trump clawed back in the few years he was in office that they obstructed.
[00:19:42.459 --> 00:19:47.183]  And it's just, it's so disgusting to see how they use our open society to come in, take us over.
[00:19:47.684 --> 00:19:49.665]  They became fabulously wealthy selling us off.
[00:19:50.166 --> 00:19:55.070]  And now they hate us so much and they hate flyover country and they hate Christians so much.
[00:19:55.130 --> 00:19:56.151]  It's an ethos of the left.
[00:19:58.695 --> 00:20:01.658]  That they are saying all over the news, we're going to polarize you.
[00:20:01.678 --> 00:20:02.739]  We're going to persecute you.
[00:20:03.000 --> 00:20:04.161]  We're going to take your bank accounts.
[00:20:04.181 --> 00:20:05.162]  We're going to take your jobs.
[00:20:05.522 --> 00:20:06.663]  We're going to take your sons.
[00:20:06.964 --> 00:20:08.025]  We're going to sterilize them.
[00:20:08.365 --> 00:20:10.768]  I mean, this is true enslavement.
[00:20:13.631 --> 00:20:15.933]  They truly hate the existence of this country.
[00:20:16.474 --> 00:20:20.358]  They've thrown their lot into the authoritarians of the planet and
[00:20:22.875 --> 00:20:39.792]  President Trump talked a lot about doing something about censorship, but there were so many billions and billions of dollars spent per quarter by big tech buying off the government and giving jobs to all the government officials' wives and children, just like Hunter Biden does, that the Republicans did nothing because they were bought off.
[00:20:41.634 --> 00:20:45.358]  And now they're vestigial, and now they're going to be thrown to the ash heap of history.
[00:20:47.378 --> 00:20:49.159]  Unless we take them over again.
[00:20:49.779 --> 00:20:55.120]  All over the country, legislatures have huge Republican wins with Trump-style anti-globalist candidates.
[00:20:55.620 --> 00:21:01.582]  And we've got a real opportunity with the fact that there's a world government, the fact that it's one-sided, the fact that we're all being screwed over.
[00:21:01.942 --> 00:21:11.785]  If we use this opportunity to point out they've taken our free speech, they've disenfranchised our voting, they've engaged in the scams, the mainstream corporate media that hates us as they decide who the president is.
[00:21:13.425 --> 00:21:15.426]  If we take this as an opportunity,
[00:21:17.503 --> 00:21:23.508]  So that Republicans get serious and get hardcore and recognize that Joe Biden is a communist Chinese agent.
[00:21:23.988 --> 00:21:27.231]  That Joe Biden and the laptop and the recordings of Hunter are all real.
[00:21:28.372 --> 00:21:35.477]  And that you can't have a communist Chinese agent who's totally compromised sitting in there with the nuclear codes.
[00:21:35.918 --> 00:21:37.459]  If that talking point gets out,
[00:21:39.520 --> 00:21:53.292]  And this boomerangs back around, this incredible biting off more than you can chew they've done, there's a very good chance that this triggers a revolution against the globalist that's more local and more focused, that is 10 times stronger than what you saw Donald Trump do.
[00:21:53.952 --> 00:22:06.583]  If we use what Donald Trump did that was mainly a blueprint of info wars, and just common sense resistance and understanding of geopolitical histories, if we do that,
[00:22:07.927 --> 00:22:09.507]  Then we have a fighting chance in the future.
[00:22:10.408 --> 00:22:28.993]  But if we do not recognize that they're going to clamp down the lockdowns even more now, and they're going to bankrupt everybody to make us like their Democrat slaves in blue cities that are either on welfare or have a government or special corporate job that they are told is only because they serve the globalists and serve the system.
[00:22:30.334 --> 00:22:37.116]  As soon as their conversion of the collapse of the country is over, those individuals
[00:22:38.151 --> 00:22:39.652]  We'll be completely disenfranchised.
[00:22:40.993 --> 00:22:56.004]  It's up to us to somehow reach over the table to the average leftist minion and somehow try to get some sense into them because most of them are very simple-minded people that actually are scared and actually believe what mainstream media tells them.
[00:22:56.304 --> 00:22:59.506]  We've got to expose the corporate background of the Bidens, the corporate looting.
[00:23:00.527 --> 00:23:06.371]  And there are a lot of classical liberals like Tim Pool and many others that are explaining, you know, that
[00:23:08.174 --> 00:23:19.657]  The establishment wanted Biden, the whole world power structure wanted Biden, and the left could never criticize anything Trump was doing human rights wise, because compared to what was going on in China, Trump is an angel.
[00:23:20.377 --> 00:23:22.438]  And Trump got us out of three wars.
[00:23:22.898 --> 00:23:27.459]  Trump got the VA standards up higher than anybody else has ever done since it was created.
[00:23:27.760 --> 00:23:32.741]  Trump really busted his ass to pragmatically deliver as much as he could to the American people.
[00:23:34.155 --> 00:23:37.577]  Well, now you're not going to get the quicker Trump vaccine that obviously you don't even have to take.
[00:23:37.597 --> 00:23:41.140]  It was just meant to take power away from Gates so they would reopen the economy.
[00:23:41.980 --> 00:23:42.921]  And Trump figured that out.
[00:23:43.001 --> 00:23:45.643]  So he started having giant rallies and saying, don't wear your mask.
[00:23:46.083 --> 00:23:46.623]  It's a scam.
[00:23:47.484 --> 00:23:48.304]  He did a great job.
[00:23:49.465 --> 00:23:51.867]  And so they are going to fraudulently run him out of there.
[00:23:51.887 --> 00:23:53.348]  And I'm not saying that's a foregone conclusion.
[00:23:54.326 --> 00:23:57.249]  They're going to have the Republican Party turn against him, the whole media, the whole nine yards.
[00:23:58.150 --> 00:24:08.382]  Trump must just address the nation from the Oval Office nightly on all these subjects and really talk heart to heart with us about why he did it, what he did, and what we face and what's going to happen.
[00:24:08.882 --> 00:24:13.307]  And I think President Trump should stay on his horse and still go give speeches at least once a week.
[00:24:13.948 --> 00:24:16.129]  around the country to stay on the offense.
[00:24:16.189 --> 00:24:17.949]  But this is bigger than Trump.
[00:24:18.129 --> 00:24:19.149]  We got Trump elected.
[00:24:19.790 --> 00:24:28.212]  And so many of us thought I didn't, that Trump was totally invincible, that there was a secret plan, and that nothing can stop him.
[00:24:29.612 --> 00:24:31.213]  And that's just not the way the universe works.
[00:24:31.253 --> 00:24:33.793]  God will give you a chance and give you a leader.
[00:24:34.434 --> 00:24:35.954]  But if you don't back him and stand with him,
[00:24:37.210 --> 00:24:41.652]  There's allegories of that in the Bible, you know, where the prophet's sitting there praying, but I think it's Moses.
[00:24:41.692 --> 00:24:43.793]  He's so tired, they're going to help him hold his hands up.
[00:24:44.654 --> 00:24:51.277]  So, going from memory here, but, but, you know, if people weren't helping Moses, then he couldn't do what he was doing.
[00:24:51.617 --> 00:24:58.201]  And I'm not comparing Trump to Moses, except that he is, you know, they're leading us out of the exodus, out of Egypt.
[00:24:59.662 --> 00:25:03.904]  But when you come out of Egypt or Babylon or Sodom and Gomorrah, you go into the desert.
[00:25:04.915 --> 00:25:08.138]  You go into tribulations and you go into governing yourselves again.
[00:25:08.178 --> 00:25:12.322]  You go into figuring out who you are and what you're going to build.
[00:25:12.423 --> 00:25:15.886]  It's not a flip a switch and everything gets fixed.
[00:25:17.267 --> 00:25:21.612]  But as we spiritually and culturally come out of their system,
[00:25:23.277 --> 00:25:38.707]  And as we metaphysically and culturally and physically move away from the globalist, that means we've got 100% not stay at their hotels, not eat in their restaurants, not buy their cars, not purchase anything or do anything that is a new world order system.
[00:25:39.927 --> 00:25:45.511]  Because their whole COVID lockdown, their whole martial law siege is about that vertical integration.
[00:25:45.931 --> 00:25:51.134]  And the big six tech companies have all increased their wealth on average 57% in the last eight months.
[00:25:53.592 --> 00:25:53.892]  Look it up.
[00:25:54.232 --> 00:26:10.039]  The numbers are higher in some of the projections, but the word is by the end of the year, Apple and Amazon may double their profit from what it was last year.
[00:26:12.660 --> 00:26:18.542]  And so the whole thing was written to not help the small businesses, but to screw over the small businesses.
[00:26:18.582 --> 00:26:23.484]  And this is people declaring war against you and your family.
[00:26:26.380 --> 00:26:27.841]  All right, let me start getting into the news here.
[00:26:27.881 --> 00:26:28.601]  There's a lot of it.
[00:26:28.842 --> 00:26:29.882]  Let me just tell you what I've got.
