[00:00:00.230 --> 00:00:00.331]  Okay.
[00:04:10.936 --> 00:04:18.480]  I'm here because I love this country and if the Democrats are able to do away with the Constitution, a temporary ban on the Constitution?
[00:04:18.480 --> 00:04:19.380]  Come on.
[00:04:19.380 --> 00:04:21.121]  Never heard of.
[00:04:21.121 --> 00:04:22.642]  Everyone should be terrified of that.
[00:04:22.642 --> 00:04:26.444]  You need to be prepared to protect what's yours at all times.
[00:04:26.444 --> 00:04:28.465]  United we stand.
[00:04:28.465 --> 00:04:32.146]  White, black, Hispanic, Latino, masculine, whatever.
[00:04:32.146 --> 00:04:33.307]  United we stand.
[00:04:33.307 --> 00:04:37.269]  Are you willing to lay down your life to protect the Second Amendment and your right to carry?
[00:04:37.589 --> 00:04:38.070]  Definitely.
[00:04:38.070 --> 00:04:39.091]  Why wouldn't I be?
[00:04:39.091 --> 00:04:41.454]  I mean, that'd be the perfect thing to give my life up for.
[00:04:41.454 --> 00:04:43.116]  Something my family would be honored about.
[00:04:43.116 --> 00:04:44.077]  I'd love to die for my freedom.
[00:04:44.077 --> 00:04:49.423]  Would you be willing to lay down your life to protect the Second Amendment and your right to carry?
[00:04:49.423 --> 00:04:51.025]  Absolutely.
[00:04:51.025 --> 00:04:51.706]  That's why I'm out here.
[00:04:59.597 --> 00:05:03.259]  It's time to take a new, healthier approach to one of your most basic needs.
[00:05:03.259 --> 00:05:10.323]  The Alexa Pure Pro water filtration system is the same water filter that Alex and the Infowars crew use every day for the purest water possible.
[00:05:10.323 --> 00:05:14.306]  You can start cleaning the toxins from your water for clean, healthy, and delicious drinking water.
[00:05:14.306 --> 00:05:21.290]  Perfect for preppers or anyone concerned with a healthier source of water, the Alexa Pure Pro can remove up to 99.9% of impurities.
[00:05:21.290 --> 00:05:25.572]  This groundbreaking, gravity-fed water filtration system is like no other.
[00:05:25.572 --> 00:05:28.474]  Make sure your water is up to your standards today with the Alexa Pure Pro.
[00:05:29.022 --> 00:05:33.783]  There's a new way to show your support for the InfoWars crew at InfoWarsStore.com.
[00:05:33.783 --> 00:05:38.484]  Now when you buy your favorite products, you can add a donation right at the checkout.
[00:05:38.484 --> 00:05:43.966]  Simply open the donation option and either select a preset amount or enter a custom amount.
[00:05:43.966 --> 00:05:49.227]  With this brand new donation module, donating to support the InfoWars crew has never been easier.
[00:05:49.227 --> 00:05:50.707]  You ask, we deliver.
[00:05:50.707 --> 00:05:54.248]  This easy option gives you the means to donate directly to the cause.
[00:05:54.248 --> 00:05:56.148]  Remember, we're all part of the fight.
[00:05:56.148 --> 00:05:58.509]  InfoWars, brought to you by you.
[00:06:10.164 --> 00:06:11.324]  Big Brother.
[00:06:11.324 --> 00:06:13.126]  Mainstream media.
[00:06:13.126 --> 00:06:15.007]  Government cover-ups.
[00:06:15.007 --> 00:06:16.708]  You want to stop tyranny?
[00:06:16.708 --> 00:06:18.369]  Well, so does he.
[00:06:18.369 --> 00:06:23.073]  Live from the InfoWars.com studios, it's Alex Jones.
[00:06:34.574 --> 00:06:40.897]  The Weimar government passed a government registration law in the name of public safety.
[00:06:40.897 --> 00:06:49.001]  After Adolf Hitler seized power, the registration list was used to disarm the Jews and political opponents of the Nazi Party.
[00:06:49.001 --> 00:06:51.082]  Stalin's a bigot!
[00:06:51.082 --> 00:06:59.466]  The Communist Party decreed that the people surrender all their weapons, and later, surrender their knives.
[00:06:59.466 --> 00:07:00.727]  20 million people were killed.
[00:07:04.153 --> 00:07:14.363]  Mao Zedong said that the government must command all the guns so that no guns can ever be used to command the party.
[00:07:14.363 --> 00:07:16.505]  65 million were killed.
[00:07:16.505 --> 00:07:24.874]  And if you try to take our firearms, 1776 will commence again!
[00:07:24.874 --> 00:07:25.134]  Yeah!
[00:07:27.054 --> 00:07:33.728]  After America gained independence, the people were bestowed with the Second Amendment to defend their freedoms from tyranny.
[00:07:34.873 --> 00:07:46.418]  The founders would have likely found the Federal Reserve Bank alone to be despotic, let alone the deep-rooted corruption and tyranny we are steeped in today.
[00:07:46.418 --> 00:07:49.839]  Today, there is open talk of gun confiscation.
[00:07:49.839 --> 00:07:52.080]  Hell yes, we're gonna take your AR-15!
[00:07:52.080 --> 00:07:59.763]  When the governor of Virginia threatened to strip his people of their constitutional right, over 22,000 people showed up to protest.
[00:08:01.473 --> 00:08:04.514]  16,000 were armed to the teeth.
[00:08:04.514 --> 00:08:08.775]  The spirit of the Second Amendment has nothing to do with sport.
[00:08:08.775 --> 00:08:15.097]  It is an equalizing force for the individual soul which thrives only in a free society.
[00:08:15.097 --> 00:08:20.718]  And the only people who want to take it away are tyrants and fools.
[00:08:20.718 --> 00:08:26.060]  Virginia was a victory, but the swamp runs deep and the danger is real.
[00:08:27.327 --> 00:08:31.950]  A pivotal year like 2020 comes only once in a lifetime.
[00:08:31.950 --> 00:08:35.472]  And we all need to give it everything we have.
[00:08:35.472 --> 00:08:42.836]  The leading Democratic candidate has been staffing violent radicals calling for a communist revolution in America.
[00:08:42.836 --> 00:08:45.138]  Whether or not their candidate wins.
[00:08:45.138 --> 00:08:46.559]  So if Trump gets re-elected, what?
[00:08:47.717 --> 00:08:49.797]  The city's burned.
[00:08:49.797 --> 00:08:51.918]  The time to act is now.
[00:08:51.918 --> 00:08:54.718]  Help yourself and help your family.
[00:08:54.718 --> 00:08:58.719]  Support the InfoWar at InfoWarStore.com.
[00:08:58.719 --> 00:09:02.660]  And we will continue to fight for individual freedom and the spirit of 1776.
[00:09:02.660 --> 00:09:05.241]  1776 will commence again if you don't back down!
[00:09:05.241 --> 00:09:12.442]  You will not take away our firearms and you will not silence us!
[00:09:16.443 --> 00:09:21.025]  Resistance to tyrants is obedience to God.
[00:09:21.025 --> 00:09:26.348]  Infowars.com is tomorrow's news today.
[00:09:26.348 --> 00:09:32.811]  This program contains language and sequences some viewers may find disturbing.
[00:09:32.811 --> 00:09:40.094]  The nation and all of our freedoms hang by a thread, and the military apparatus of this country is about to be handed over to scum!
[00:09:40.094 --> 00:09:42.155]  We're beholden to scum!
[00:09:42.155 --> 00:09:43.356]  Russian scum!
[00:09:51.067 --> 00:09:52.468]  Please listen.
[00:09:52.468 --> 00:10:00.771]  If you don't, if you won't, if you fail to understand, then the same incredible terror that's menacing me will strike in you!
[00:10:00.771 --> 00:10:04.913]  The function of all life is survival.
[00:10:04.913 --> 00:10:06.914]  Sleep.
[00:10:06.914 --> 00:10:08.875]  Sleep.
[00:10:08.875 --> 00:10:09.775]  Sleep.
[00:10:09.775 --> 00:10:10.576]  Oh my God!
[00:10:10.576 --> 00:10:11.176]  Oh my God!
[00:10:11.176 --> 00:10:11.756]  Oh my God!
[00:10:11.756 --> 00:10:12.536]  Lock the door!
[00:10:12.536 --> 00:10:13.037]  Lock the door!
[00:10:13.037 --> 00:10:14.217]  They're coming!
[00:10:14.217 --> 00:10:15.078]  They're coming!
[00:10:15.078 --> 00:10:15.798]  Help!
[00:10:15.798 --> 00:10:16.518]  Help!
[00:10:16.518 --> 00:10:17.459]  They're coming!
[00:10:17.459 --> 00:10:18.199]  They're coming!
[00:10:18.199 --> 00:10:19.139]  Listen to me!
[00:10:19.139 --> 00:10:19.600]  Listen!
[00:10:19.600 --> 00:10:20.080]  Hold off!
[00:10:21.504 --> 00:10:21.944]  You're next!
[00:10:21.944 --> 00:10:22.164]  Please!
[00:10:22.164 --> 00:10:22.785]  Please!
[00:10:22.785 --> 00:10:23.285]  You're next!
[00:10:23.285 --> 00:10:24.345]  We're in danger!
[00:10:24.345 --> 00:10:25.266]  Please, listen to me!
[00:10:25.266 --> 00:10:26.426]  It's something terrible!
[00:10:26.426 --> 00:10:27.287]  Please!
[00:10:27.287 --> 00:10:27.707]  You're next!
[00:10:27.707 --> 00:10:28.287]  Here they are!
[00:10:28.287 --> 00:10:30.528]  They're already here!
[00:10:30.528 --> 00:10:30.748]  Help!
[00:10:30.748 --> 00:10:31.768]  You're next!
[00:10:31.768 --> 00:10:32.409]  They're coming!
[00:10:32.409 --> 00:10:34.109]  They're coming!
[00:10:34.109 --> 00:10:34.930]  Sleep.
[00:10:34.930 --> 00:10:36.090]  The seed is planted.
[00:10:36.090 --> 00:10:38.031]  Sleep.
[00:10:38.031 --> 00:10:38.951]  Sleep.
[00:10:38.951 --> 00:10:40.112]  Terror grows.
[00:10:40.112 --> 00:10:40.392]  Sleep.
[00:10:40.392 --> 00:10:42.593]  Elizabeth, wake up!
[00:10:42.593 --> 00:10:43.893]  That's you when you sleep!
[00:10:43.893 --> 00:10:45.534]  Sit up!
[00:10:45.534 --> 00:10:47.695]  Invasion of the Body Snatchers.
[00:10:49.188 --> 00:10:51.389]  All of a sudden, they're growing like parasites.
[00:10:51.389 --> 00:10:52.689]  Is it contagious?
[00:10:52.689 --> 00:10:54.730]  It looked right at me.
[00:10:54.730 --> 00:10:55.830]  You need to get out!
[00:10:55.830 --> 00:11:01.132]  You're looking at it as if it was human or not human.
[00:11:01.132 --> 00:11:04.493]  Now, the classic fear begins to grow.
[00:11:04.493 --> 00:11:06.114]  We're being cornered!
[00:11:06.114 --> 00:11:09.895]  In a modern masterpiece of science fiction.
[00:11:36.548 --> 00:11:41.516]  If you are receiving this transmission, you are the resistance.
[00:11:41.516 --> 00:11:43.139]  It's Alex Jones.
[00:11:58.877 --> 00:12:00.258]  Therapists in the U.S.
[00:12:00.258 --> 00:12:05.922]  say they are seeing increasing numbers of patients with what they call Donald Trump Anxiety Disorder.
[00:12:05.922 --> 00:12:07.804]  Trump Anxiety Disorder.
[00:12:07.804 --> 00:12:13.288]  Trump Derangement Syndrome.
[00:12:13.288 --> 00:12:16.150]  Trump Derangement Syndrome is clinically real.
[00:12:16.150 --> 00:12:22.875]  It doesn't merely affect individuals, but entire political parties, rendering them unrecognizable.
[00:12:22.875 --> 00:12:24.857]  One minute, they're perfectly normal.
[00:12:24.857 --> 00:12:26.258]  The next, rapid.
[00:12:30.396 --> 00:12:34.099]  The veneer of civilization is evaporating quickly.
[00:12:34.099 --> 00:12:36.602]  Families and culture are collapsing.
[00:12:36.602 --> 00:12:41.666]  And godless leftists are behaving just like zombies of modern war.
[00:12:41.666 --> 00:12:43.167]  You can't trust your mother.
[00:12:43.167 --> 00:12:45.249]  Get the hell out of here!
[00:12:45.249 --> 00:12:48.972]  Get the f*** out of here!
[00:12:48.972 --> 00:12:50.274]  Your best friend.
[00:12:53.328 --> 00:13:00.071]  Psychologist Dr. Stuart Bassman says for his clients, it started the morning after the election.
[00:13:00.071 --> 00:13:04.373]  Doctors are seeing patients suffering from Trump Anxiety Disorder.
[00:13:04.373 --> 00:13:10.335]  A number of people are manifesting what I would call Post-Traumatic Stress Disorder.
[00:13:10.335 --> 00:13:15.978]  An overpowering fear that President Trump represents the end of the world.
[00:13:20.720 --> 00:13:23.804]  Pray, it doesn't happen to you.
[00:13:23.804 --> 00:13:24.905]  Lance, I'm dead!
[00:13:24.905 --> 00:13:27.188]  Rev it.
[00:13:27.188 --> 00:13:29.250]  White nails.
[00:13:51.131 --> 00:13:59.638]  But here's the good news, chumps.
[00:13:59.638 --> 00:14:09.105]  You think you're going to assassinate Trump, shoot down the internet idiot, and bully a bunch of us into going along with you?
[00:14:10.860 --> 00:14:12.080]  I'd like reserve power.
[00:14:12.080 --> 00:14:12.460]  Now.
[00:14:12.460 --> 00:14:14.321]  Morons from being willing to have a fight.
[00:14:14.321 --> 00:14:15.961]  We're wanting one at this point.
[00:14:15.961 --> 00:14:21.422]  And only the dumbest morons buy into your SJW globalist George Soros droppings.
[00:14:21.422 --> 00:14:21.962]  Stabilizer.
[00:14:21.962 --> 00:14:23.183]  Emergency reserve.
[00:14:23.183 --> 00:14:26.083]  Hillary Clinton and the New World Order and Michael Moore.
[00:14:26.083 --> 00:14:29.344]  Go back to Haiti where you came from.
[00:14:29.344 --> 00:14:32.885]  We're awake and you're not putting us back in the coma.
[00:14:32.885 --> 00:14:34.345]  You got that, Jack?
[00:14:34.345 --> 00:14:35.305]  You're done.
[00:14:35.305 --> 00:14:36.085]  It's over.
[00:14:36.085 --> 00:14:36.946]  Worldwide.
[00:14:36.946 --> 00:14:38.526]  Get him back.
[00:14:38.526 --> 00:14:39.146]  Get him back.
[00:14:45.774 --> 00:14:50.260]  If you are receiving this transmission, you are the resistance.
[00:14:50.260 --> 00:15:01.757]  I don't want to interrupt, then I'm leaving.
[00:15:03.092 --> 00:15:04.153]  You've been doing great, Owen.
[00:15:04.153 --> 00:15:06.735]  You're going to finish up with these calls within Gregory's.
[00:15:06.735 --> 00:15:09.838]  And, of course, Harris and Smith are going to take another hour of calls.
[00:15:09.838 --> 00:15:11.419]  The crew's volunteered to do it.
[00:15:11.419 --> 00:15:14.862]  So, we're here live covering this, hoping everything de-escalates.
[00:15:14.862 --> 00:15:16.123]  So, the live coverage continues.
[00:15:16.123 --> 00:15:17.464]  Everybody spread those links.
[00:15:17.464 --> 00:15:19.846]  The Globals are hacking us, trying to shut this down.
[00:15:19.846 --> 00:15:20.587]  Don't let them win.
[00:15:20.587 --> 00:15:20.927]  No BS.
[00:15:20.927 --> 00:15:23.309]  Let me tell you, everything's straight shooting here.
[00:15:23.309 --> 00:15:25.751]  See, I don't have some Machiavelli manipulative view.
[00:15:25.751 --> 00:15:27.993]  With me, it's all straightforward attack.
[00:15:27.993 --> 00:15:29.134]  That's the real power!
[00:15:30.253 --> 00:15:33.354]  Don't act so surprised, Globalist.
[00:15:33.354 --> 00:15:37.155]  You didn't think you could silence the American people, did you?
[00:15:37.155 --> 00:15:41.077]  Join Bandot Video, and I will complete your training.
[00:15:41.077 --> 00:15:51.761]  Together, we can overthrow the Emperor and restore the Republic.
[00:15:51.761 --> 00:15:52.861]  It's 2 AM.
[00:15:52.861 --> 00:15:55.102]  The Emperor is gone.
[00:15:58.078 --> 00:16:01.520]  I'm here with Scott Youseum, founder of OMG Tax.
[00:16:01.520 --> 00:16:06.383]  Tell us how your company helps our listeners out there who have a problem with the IRS.
[00:16:06.383 --> 00:16:12.787]  My team of lawyers, enrolled agents, and licensed tax experts remove wage garnishments sometimes in the same day.
[00:16:12.787 --> 00:16:18.171]  We even have reduced the total debt some of our clients were required to pay through what is known as an offer in compromise.
[00:16:18.251 --> 00:16:20.675]  Can you give us an example of somebody you help?
[00:16:20.675 --> 00:16:22.117]  Oh, can I ever?
[00:16:22.117 --> 00:16:27.285]  We have taken a $500,000 liability with the IRS.
[00:16:27.285 --> 00:16:28.046]  Guess what?
[00:16:28.046 --> 00:16:32.773]  The client didn't pay a dime through the representation known as non-collectible status with the government.
[00:16:33.080 --> 00:16:43.625]  If you owe the IRS more than $10,000 and you want to see if it's possible to pay a lot less, call OMG Tax right now for a free tax-saving consultation.
[00:16:43.625 --> 00:16:43.885]  Call 800-486-8112.
[00:16:43.885 --> 00:16:43.945]  800-486-8112.
[00:16:43.945 --> 00:16:44.005]  800-486-8112.
[00:16:44.005 --> 00:16:44.345]  That's 800-486-8112.
[00:16:44.345 --> 00:16:47.487]  If you are trying to quit drinking or doing too many drugs, listen to me.
[00:17:02.014 --> 00:17:04.097]  You don't know me and we'll never meet.
[00:17:04.097 --> 00:17:05.839]  I had a problem like you once.
[00:17:05.839 --> 00:17:12.386]  I drank and used to party a little too much till it got out of control and almost ruined my life.
[00:17:12.386 --> 00:17:17.472]  I realized I needed help to fix my problem before it totally destroyed me.
[00:17:17.472 --> 00:17:22.178]  If you've tried to fix your drinking and drug problem and you know you can't do it alone,
[00:17:22.598 --> 00:17:25.721]  You need to call the National Treatment Advisors.
[00:17:25.721 --> 00:17:32.726]  They'll immerse you into a 30 day program to replace your old habits with new habits and totally change your life.
[00:17:32.726 --> 00:17:37.910]  And if you have PPO, private health insurance, the entire program may be covered.
[00:17:37.910 --> 00:17:41.213]  Fix your problem right now before it gets any worse.
[00:17:41.213 --> 00:17:42.173]  Get clean.
[00:17:42.173 --> 00:17:43.995]  Call now and learn more.
[00:17:43.995 --> 00:17:44.035]  800-506-6740.
[00:17:48.598 --> 00:17:52.040]  800-506-6740.
[00:17:52.040 --> 00:17:59.844]  That's 800-506-6740.
[00:17:59.844 --> 00:18:08.248]  I spend a lot of time reminding the InfoWars family of listeners and viewers that without you, we won't be on the air.
[00:18:08.248 --> 00:18:09.709]  And I spend a lot of time thanking you.
[00:18:10.523 --> 00:18:17.887]  But I really think you should thank yourself for keeping us on the air and really changing the world for the better and raising the alarm as modern Paul Revere's.
[00:18:17.887 --> 00:18:25.372]  But something I should spend more time on is just reminding you that these products are really amazing.
[00:18:25.372 --> 00:18:34.197]  You've got that pledge from me, but you've seen the third party test out there, the air filtration, the water filtration, the supplements are all the very best you're going to find out there.
[00:18:34.197 --> 00:18:38.740]  And you can't fund an operation anywhere else that's fighting the globalists.
[00:18:39.659 --> 00:18:40.260]  This hard.
[00:18:40.260 --> 00:18:44.185]  So it's not a burden to support InfoWars.
[00:18:44.185 --> 00:18:54.817]  It really is something that is good for everybody that stands for justice and freedom and makes your life and your family's life, your children's life so much better.
[00:18:54.817 --> 00:18:57.461]  So visit infowarestore.com today.
[00:18:59.161 --> 00:19:07.263]  We have been fighting so hard the last two weeks that I've not even had time to cut new audio ads for this huge syndicated radio audience.
[00:19:07.263 --> 00:19:08.864]  And I apologize to the radio listeners.
[00:19:08.864 --> 00:19:15.025]  I apologize for the fact that I'm cutting this on a phone as I drive down the road, but this is a war and we're getting it done any way we can.
[00:19:15.025 --> 00:19:21.867]  But we had huge sales in the New Year, around Christmas end of the New Year.
[00:19:21.867 --> 00:19:24.128]  But we sold the products at such low prices
[00:19:25.339 --> 00:19:37.538]  That he didn't bring in a lot of actual capital to fund our operations, and I'm expending massive amounts of money to put more than 15 people in Virginia, more than 10 people in DC, all next week for the trial of Trump.
[00:19:38.900 --> 00:19:43.982]  It's so critical we're there to confront the globalists and put out the counter-narrative of the truth is what they're doing.
[00:19:43.982 --> 00:19:45.262]  This is a real fight.
[00:19:45.262 --> 00:19:51.864]  So please step to the plate and take care of yourself and your family and get great products while you do it at InfoWarsTore.com.
[00:19:51.864 --> 00:19:55.665]  These are products you need, like the ultimate fish oil, and it funds the operation.
[00:19:55.665 --> 00:19:56.626]  Please take action.
[00:19:56.626 --> 00:20:01.387]  InfoWarsTore.com.
[00:20:01.387 --> 00:20:04.008]  You're listening to the Alex Jones Show.
[00:20:09.986 --> 00:20:11.329]  The answer to 1984 is 1776.
[00:20:11.329 --> 00:20:13.374]  You're listening to The Alex Jones Show.
[00:20:41.474 --> 00:20:59.504]  Alright ladies and gentlemen, I went ahead and aired some special reports and some old pieces we put together likening the left to a horde of zombies because I thought it would really set the tone for the rot that we have spreading across the planet.
[00:20:59.504 --> 00:21:00.305]  The rot of
[00:21:01.983 --> 00:21:17.230]  Aimlessness, the rot of people living hypnotized, watching entertainment all day, the rot of IQs dropping and brainwaves dropping, and every indicator being that humanity is in the process of dying right now.
[00:21:17.230 --> 00:21:26.174]  Now, humanity's in the process of waking up to the fact that we're being sucked into a spiritual, physical, cultural, environmental woodchipper.
[00:21:28.888 --> 00:21:42.299]  But reading all the news and all the information, this is probably one of the first times that I just physically could not go on air at the start of the broadcast.
[00:21:42.299 --> 00:21:50.945]  And, you know, there really just comes a time when the world's just going to have to be judged.
[00:21:50.945 --> 00:21:55.449]  And if I tell you what I really think about things, it's because I respect you.
[00:21:58.933 --> 00:22:07.298]  We're not going to get away with aborting billions of babies and not valuing human life.
[00:22:07.298 --> 00:22:26.089]  And watching China, the model of where people don't value human life, and watch that become the global standard for multinational corporations who are beyond soulless and not have a total collapse of civilization.
[00:22:26.089 --> 00:22:27.690]  And so that's where all this is going.
[00:22:31.820 --> 00:22:34.742]  Just a few weeks ago, we had an image up on screen.
[00:22:34.742 --> 00:22:36.903]  Maybe later we'll put it up.
[00:22:36.903 --> 00:22:42.546]  But it was of an astronaut standing in the middle of a U.S.
[00:22:42.546 --> 00:22:46.968]  forest.
[00:22:46.968 --> 00:22:51.030]  People said, oh, what a pretty photo!
[00:22:51.030 --> 00:22:53.191]  But they missed the point.
[00:22:53.191 --> 00:22:59.635]  It was a world made uninhabitable for humans.
[00:23:02.641 --> 00:23:22.903]  A 12 monkeys scenario, because if you look at that image we put together, it shows particula in the air, alien particula that was created artificially that made the world uninhabitable for humans.
[00:23:30.345 --> 00:23:42.069]  And now they're driving around in China with giant fumigators, pumping out chemicals, hoping to kill the virus.
[00:23:42.069 --> 00:23:49.992]  And the government is using it for a police state authoritarian enforcement drill.
[00:23:49.992 --> 00:23:57.515]  And, you know, really the big takeaway from this is, InfoWars, analyzing the globalist program,
[00:23:59.065 --> 00:24:15.232]  Has absolutely, with films and articles and guests and PowerPoint presentations, thousands of times detailed exactly what you see beginning to unfold in China with the coronavirus.
[00:24:15.232 --> 00:24:23.116]  And the fact that Bill and Melinda Gates, a few months ago, had a big drill for something similar to this that would kill 65 million people starting in China.
[00:24:26.104 --> 00:24:30.968]  And people being put in these containment pods and being wheeled away.
[00:24:30.968 --> 00:24:39.234]  And that this would be used in Bill and Melinda Gates Foundation's own words.
[00:24:39.234 --> 00:24:45.078]  Here's the article right here by Kellan McBrain.
[00:24:45.078 --> 00:24:52.444]  To bring in world government.
[00:24:52.444 --> 00:24:54.185]  And you know, I made a film
[00:24:58.550 --> 00:25:02.712]  A long time ago.
[00:25:02.712 --> 00:25:05.673]  Time sure flies.
[00:25:05.673 --> 00:25:16.778]  I guess 13 years ago.
[00:25:16.778 --> 00:25:23.781]  Called Endgame, blueprint for global enslavement.
[00:25:23.781 --> 00:25:26.302]  And what's it say on the back?
[00:25:26.302 --> 00:25:27.363]  They want you dead.
[00:25:31.277 --> 00:25:49.772]  And I explain everything in the film, and it's a three-hour film, and he sold a couple hundred thousand copies of it, and I put it out for free on Google Video, and it got over 50 million views on there before Google got rid of Google Video.
[00:25:49.772 --> 00:25:53.915]  And it's got about 10 million views on different platforms on YouTube.
[00:25:53.915 --> 00:25:57.358]  But the point is, is that if you watch this 13-year-old film,
[00:26:01.403 --> 00:26:11.545]  It lays out how they would use contrived bio crises, epidemics, to bring in world government.
[00:26:11.545 --> 00:26:18.247]  Now I didn't need a crystal ball to see that.
[00:26:18.247 --> 00:26:21.767]  They said they'd do that.
[00:26:21.767 --> 00:26:28.429]  And just remember, the same Bill Gates secretly meeting with none other than Jeffrey Epstein,
[00:26:31.110 --> 00:26:37.272]  Running a quote secret alternative world government project.
[00:26:37.272 --> 00:26:40.173]  That's the Wall Street Journal.
[00:26:40.173 --> 00:26:42.814]  Now what's interesting is there's a big article out today.
[00:26:42.814 --> 00:26:46.615]  I got a lot of calls on it because it's in the physical paper.
[00:26:46.615 --> 00:26:51.036]  I guess on the front page of the business section.
[00:26:51.036 --> 00:26:57.538]  And it says Amazon Prime Video gives amateur
[00:26:59.437 --> 00:27:04.538]  How to conspiracy theories a stage.
[00:27:04.538 --> 00:27:08.119]  Then it goes on to say, oh, questionable films.
[00:27:08.119 --> 00:27:11.660]  You can't have a book or a film that's questionable in the marketplace.
[00:27:11.660 --> 00:27:12.580]  It's just not allowed.
[00:27:12.580 --> 00:27:15.340]  Somebody up there says no.
[00:27:15.340 --> 00:27:24.102]  So it says Amazon took down the Alex Jones film, Endgame, for violating community standards.
