[00:00:02.631 --> 00:00:03.233]  We're good.
[00:05:20.083 --> 00:05:28.848]  So, now is the time to understand that everything we've talked about has been proven accurate, and everything you warned your friends and family about is going to be true.
[00:05:28.848 --> 00:05:31.630]  So it's now that your credibility is way up.
[00:05:31.630 --> 00:05:34.952]  The power structure is going to silence those of us that they can't.
[00:05:35.992 --> 00:05:40.595]  But it's up to all of us to not let them silence any of us.
[00:05:40.595 --> 00:05:42.315]  We have the power.
[00:05:42.315 --> 00:05:46.638]  But the sun is setting on humanity and setting on free speech.
[00:05:46.638 --> 00:05:52.201]  We have to make sure that we fight hard right now to make sure that long, dark night doesn't come.
[00:05:52.201 --> 00:05:53.361]  So be the Polar Bears you are.
[00:06:20.444 --> 00:06:22.825]  I've worked as hard as I can.
[00:06:48.916 --> 00:06:53.797]  I try to not have things get to this point.
[00:06:53.797 --> 00:06:54.537]  But now they're here.
[00:06:54.537 --> 00:07:09.960]  And all of the America haters, and Christian haters, and God haters, that signed on to the Hollywood, anti-America, anti-family, pro-Chicom, pro-EU, pro-pedophile agenda.
[00:07:09.960 --> 00:07:15.142]  I hope you enjoy what is about to happen.
[00:07:15.142 --> 00:07:16.882]  The depression that's already been triggered,
[00:07:18.086 --> 00:07:24.428]  By the Deep State working with the Chinese Communists launching the COVID-19 bio-attack.
[00:07:24.428 --> 00:07:38.192]  And the ensuing stampede of scientifically directed hysteria has already guaranteed a global depression that has already set in across the planet.
[00:07:38.192 --> 00:07:44.654]  And what is a inconvenience for the average nouveau riche westerner
[00:07:47.023 --> 00:07:51.766]  is a death sentence to people in India, the Middle East, Africa and Latin America.
[00:07:51.766 --> 00:08:11.236]  I have a stack of even the UN reports here admitting that billions are going into starvation and that millions will starve to death and millions are dying now because of the breakdown of the economy.
[00:08:11.236 --> 00:08:15.138]  More than half the world's population lives at a hand-to-mouth subsistence
[00:08:16.687 --> 00:08:24.510]  We're close to half and in some cases 80% of their money goes to food.
[00:08:24.510 --> 00:08:34.653]  And so while everybody's getting into being scared of the virus that is a weaponized cold virus and that is killing more than the flu does every year.
[00:08:34.653 --> 00:08:37.334]  It looks like a lot of the projections will be right.
[00:08:37.334 --> 00:08:39.114]  Probably 80,000 or so this year.
[00:08:39.114 --> 00:08:41.555]  Mike Adams original projection dead.
[00:08:46.550 --> 00:08:51.453]  The hysteria is the real weapon, and it will kill millions of people this year.
[00:08:51.453 --> 00:09:03.040]  And I'm going to, later in the broadcast, last segment of this hour, read to you where the people are starving to death, en masse, because of this, all over the world.
[00:09:03.040 --> 00:09:12.345]  And then the sick, evil Pope says that, oh, this is because it's nature's revenge for ignoring climate change.
[00:09:14.813 --> 00:09:21.598]  And saying we need to cut our carbon, which would kill over a billion people in the next decade, the UN's models show.
[00:09:21.598 --> 00:09:32.246]  So the UN's running this global government, telling all the nation states what to do, while they're the ones actually cutting the food off.
[00:09:32.246 --> 00:09:36.869]  But even the Daily Beast and even Fauci have had to cover their bases.
[00:09:36.869 --> 00:09:39.751]  We have a very powerful clip coming up.
[00:09:39.751 --> 00:09:40.352]  Bottom of the hour.
[00:09:42.008 --> 00:09:54.412]  Where Bill Gates went on TV this weekend and said, Oh, well, we'll have hundreds of thousands of people get sick and die from the vaccine because we're going to give it to every person on earth.
[00:09:54.412 --> 00:10:00.775]  And he admits that there will be side effects in young people, especially.
[00:10:00.775 --> 00:10:09.358]  And so he says, we need governments to indemnify the companies that are bringing forth the vaccine, which are run by Bill and Melinda Gates.
[00:10:11.414 --> 00:10:23.003]  Boy, when they're even telling you, like the drug commercials, hey, this drug can kill your ass, but it shows happy people dancing or whatever, while they say that, juxtaposing it, you know it's deadly.
[00:10:23.003 --> 00:10:32.271]  And he already patented it two years ago, the actual COVID-19 virus.
[00:10:32.271 --> 00:10:32.771]  It's the same.
[00:10:32.771 --> 00:10:34.332]  It's a chimera right out of China.
[00:10:34.332 --> 00:10:35.233]  That's where they developed it.
[00:10:38.991 --> 00:10:40.952]  And now they've just got to put it in the vaccine and have the trials.
[00:10:40.952 --> 00:10:44.532]  That's how they hit the ground running.
[00:10:44.532 --> 00:10:49.254]  And this is a guy that openly says, we need to vaccinate people to lower the world's population.
[00:10:49.254 --> 00:10:52.415]  And it says kill old people, but now he really cares about them a lot.
[00:10:52.415 --> 00:11:00.637]  Because you see, when you take the COVID-19 vaccine on average, it will lower your immunity, according to all the studies of other similar vaccines, at least 50%.
[00:11:05.646 --> 00:11:10.768]  Look up, flu vaccine lowers immunity to flu.
[00:11:10.768 --> 00:11:16.291]  And that's why they now have studies that people that have been vaccinated don't live as long and die of the flu.
[00:11:16.291 --> 00:11:17.371]  That's in studies.
[00:11:17.371 --> 00:11:24.954]  That's why they're like, oh, actually, if you're old, you've been taking the flu vaccine too much and it's not effective, stop it.
[00:11:24.954 --> 00:11:31.717]  It actually lets the flu kill you the next year.
[00:11:31.717 --> 00:11:33.358]  Because it covers that mutation.
[00:11:36.735 --> 00:11:38.756]  But then it lowers your immunity to all the other flus.
[00:11:38.756 --> 00:11:40.576]  That's how it works.
[00:11:40.576 --> 00:11:45.577]  But if your body learns to beat something naturally, it boosts it against all of them.
[00:11:45.577 --> 00:11:47.598]  And again, I've had medical doctors on to explain this.
[00:11:47.598 --> 00:11:48.858]  We've had virologists on.
[00:11:48.858 --> 00:11:55.820]  There's never been a flu vaccine that was picked that was the right mutation for the next year.
[00:11:55.820 --> 00:11:56.980]  Never happened.
[00:11:56.980 --> 00:11:59.181]  And that's why they never had one for the common cold.
[00:11:59.181 --> 00:12:02.401]  Because there's thousands of them every year.
[00:12:02.401 --> 00:12:03.662]  There's hundreds of COVID-19 versions.
[00:12:12.867 --> 00:12:20.997]  Now, there's a lot that we're going to be breaking down here today.
[00:12:20.997 --> 00:12:28.806]  But there's a report I want to go to that's very, very important that Greg Reese just put out that will be posted on Infowars.com within minutes.
[00:12:28.806 --> 00:12:30.188]  And this deals with the Communist Party.
[00:12:30.188 --> 00:12:32.590]  China fires a warning shot directly at the globalists.
[00:12:32.590 --> 00:12:32.871]  Here it is.
[00:12:35.726 --> 00:12:49.112]  In the intelligence community, a limited hangout is the deliberate revelation of some information about malfeasance to try to confuse and or prevent discovery of other information.
[00:12:49.112 --> 00:13:01.898]  In a recent Daily Mail article, the Communist Chinese admit, after four years of denial, that the COVID-19 virus resulted from work being done in the Wuhan Institute of Virology.
[00:13:02.638 --> 00:13:04.760]  And was paid for by the U.S.
[00:13:04.760 --> 00:13:12.866]  National Institute of Health, run by none other than Anthony Fauci during the Obama administration.
[00:13:12.866 --> 00:13:31.580]  In the article, the CCP admits to harvesting their bats from a single cave in Yunnan, China, thereby vindicating the work of Indian researchers who scanned its genome and found evidence that COVID-19 is a man-made hybrid, also known as a chimera virus.
[00:13:32.521 --> 00:13:47.131]  Controversy sparked in 2015 over the creation of a chimeric SARS-like virus at the University of North Carolina and a moratorium was enacted to end gain-of-function research in the United States.
[00:13:48.412 --> 00:13:56.080]  Gain-of-function research involves genetically increasing the transmissibility of deadly pathogens.
[00:13:56.080 --> 00:14:08.671]  Immediately following this moratorium, the Obama administration and the National Institute of Health under Dr. Anthony Fauci outsourced the work to the Wuhan Virology Lab in China.
[00:14:09.512 --> 00:14:21.899]  The NIH awarded $3.7 million in research grants to the Wuhan Institute of Virology for gain-of-function coronavirus experimentation on bats.
[00:14:21.899 --> 00:14:34.567]  The Wuhan Institute lists the NIH as a partner, as well as the University of Alabama, the University of North Texas, Harvard University, and the National Wildlife Federation.
[00:14:35.607 --> 00:14:44.732]  The CCP still claims that it was an accident, suggesting that the innocent bat experiments may have gotten out of control.
[00:14:44.732 --> 00:14:55.477]  But the admission is that COVID-19 came from the Wuhan laboratory and it was paid for and directed by Anthony Fauci and the NIH.
[00:14:55.477 --> 00:15:03.701]  The very same Fauci who is now suggesting extended lockdowns and mandatory vaccinations in the United States.
[00:15:05.402 --> 00:15:20.513]  As the world increasingly blames China for the COVID-19 virus, the CCP has fired a not-so-subtle warning shot across the bow of their American deep state accomplices.
[00:15:20.513 --> 00:15:28.759]  A massive war with China could potentially make all talk of deep state corruption vanish.
[00:15:28.759 --> 00:15:31.381]  Reporting for InfoWars.com, this is Greg Reese.
[00:15:55.711 --> 00:16:01.838]  Get healthy, not high with 100% pure CBD, powerful natural pain relief from veterans vitality.
[00:16:01.838 --> 00:16:05.643]  GCN listeners, have you ever thought about how CBD may help you?
[00:16:05.643 --> 00:16:08.266]  I'm sure you've heard about the many benefits of CBD.
[00:16:08.266 --> 00:16:10.709]  Well, here's your opportunity to try before you buy.
[00:16:11.049 --> 00:16:14.231]  It's made by veterans, created by veterans and for everyone who deserves better choices.
[00:16:14.231 --> 00:16:18.453]  Our CBD is derived from organic hemp grown in the USA and third party tested.
[00:16:18.453 --> 00:16:26.917]  Veterans Vitality CBD saves you as much as 25 to 50 percent over our competition and a portion of all sales is contributed to veteran nonprofits and events.
[00:16:26.917 --> 00:16:31.739]  Many of our customers have experienced improved quality of life, help with anxiety, PTSD
[00:16:33.320 --> 00:16:35.483]  Our products do not contain THC.
[00:16:35.483 --> 00:16:38.946]  They are safe, non-addictive, effective, and 100% legal.
[00:16:38.946 --> 00:16:46.595]  GCN listeners, get your free trial bottle of premium CBD by simply paying, shipping, and handling at GCNFreeCBD.com.
[00:16:46.595 --> 00:16:49.077]  That's GCNFreeCBD.com.
[00:16:49.077 --> 00:16:51.680]  Again, GCNFreeCBD.com.
[00:16:51.680 --> 00:16:53.903]  Offered by Veterans Vitality Premium CBD.
[00:16:55.327 --> 00:16:58.768]  Attention all radio listeners who still need food supplies.
[00:16:58.768 --> 00:17:08.132]  If you've thought about the implication of food-related supply chain disruptions and are concerned about the coming quarantines, this will be the most important message you will ever hear.
[00:17:08.132 --> 00:17:09.053]  Here's why.
[00:17:09.053 --> 00:17:13.135]  In the next few days, all Americans will face extremely hard choices.
[00:17:13.135 --> 00:17:20.818]  If we've learned anything from China and Italy, it's that quarantines and enforced lockdowns are just a few days away here in the U.S.
[00:17:21.238 --> 00:17:29.424]  Listen, while dehydrated food is becoming scarce, you can still get enough open-pollinated heirloom seeds to grow a one-acre crisis garden.
[00:17:29.424 --> 00:17:36.189]  The truth is, growing nutrient-dense vegetables in the days ahead may actually be the single most important thing you do.
[00:17:36.189 --> 00:17:41.593]  Go to survivalseedbank.com and watch the new video to understand the nature of the threat.
[00:17:41.593 --> 00:17:43.274]  This could be life-saving.
[00:17:43.274 --> 00:17:46.156]  Lockdowns can last from 6 to 8 weeks.
[00:17:46.156 --> 00:17:47.397]  Get free bonus seeds!
[00:17:47.737 --> 00:17:49.617]  Special quarantine reports too.
[00:17:49.617 --> 00:17:51.918]  Go to survivalseedbank.com.
[00:17:51.918 --> 00:17:56.619]  That's survivalseedbank.com.
[00:17:56.619 --> 00:18:07.020]  Since the invention and deployment of radar during World War II, scientists have noted increased cancers and other health problems with those who were close to the devices.
[00:18:07.020 --> 00:18:09.341]  That's where they're really high-powered.
[00:18:09.341 --> 00:18:14.802]  If you're a quarter mile from a cell tower, there's not any real high-powered radiation hitting you.
[00:18:14.802 --> 00:18:16.002]  But if you're a couple hundred feet away,
[00:18:16.722 --> 00:18:20.083]  They got fences around them with skull and crossbones on them for a reason.
[00:18:20.083 --> 00:18:21.964]  It says it can hurt you.
[00:18:21.964 --> 00:18:33.169]  So now with 5G that's even stronger, these systems are literally above the streets, just 20 or 30 feet from people's heads, from their genitals, from their bodies.
[00:18:33.169 --> 00:18:36.130]  People are burning them down and attacking them all over the world now.
[00:18:36.790 --> 00:18:38.751]  I'm saying don't do that.
[00:18:38.751 --> 00:18:40.411]  Use information warfare.
[00:18:40.411 --> 00:18:45.833]  Use the truth to expose it and sue local governments and others until they remove them.
[00:18:45.833 --> 00:18:49.694]  That's the way to deal with this, ladies and gentlemen.
[00:18:49.694 --> 00:18:52.435]  Take action in the information war.
[00:18:52.435 --> 00:18:55.956]  But I gotta tell you, I can't blame the people that are doing it because they're under assault.
[00:18:56.736 --> 00:19:04.268]  One of our best selling products is Living Defense, and it's been sold out for over four months because it's hard to source the ingredients that are organic.
[00:19:04.268 --> 00:19:06.952]  We've got a limited supply right now, but it's selling out fast.
[00:19:06.952 --> 00:19:10.438]  And I want those of you that haven't experienced Living Defense to get it for yourself.
[00:19:10.438 --> 00:19:11.900]  Here's just part of one testimonial.
[00:19:12.120 --> 00:19:14.763]  Look, in January 2016, I went in a hospital.
[00:19:14.763 --> 00:19:18.287]  I went in a VA hospital out here in Boise, and I was in there until June.
[00:19:18.287 --> 00:19:27.558]  And one of the only things that got me through that ordeal was listening to InfoWars three hours a day, and I kept hearing Dr. Group and all you guys talking about living defense.
[00:19:27.558 --> 00:19:28.439]  Let me tell you something, man.
[00:19:28.579 --> 00:19:35.403]  I had an internal digestive problem, and I suffered with it for about five or six years, and the doctors, they tried every test.
[00:19:35.403 --> 00:19:36.884]  Nobody could figure out what it is.
[00:19:36.884 --> 00:19:40.887]  And then every day, when I kept hearing you and Dr. Group and those commercials, I said, you know what?
[00:19:40.887 --> 00:19:43.068]  I'm going to get me some of that frickin' Living Defense.
[00:19:43.068 --> 00:19:46.090]  Now, I wasn't supposed to have any nutritionals, because they don't want you to have that stuff.
[00:19:46.090 --> 00:19:47.951]  But I ordered it, had it shipped to me.
[00:19:47.951 --> 00:19:48.491]  I got it.
[00:19:48.491 --> 00:19:49.732]  I hid it from the nurses.
[00:19:49.732 --> 00:19:50.772]  I started taking it.
[00:19:50.772 --> 00:19:52.814]  Man, that stuff changed my life.
[00:19:52.814 --> 00:19:53.754]  It saved my life.
[00:19:53.754 --> 00:19:56.476]  Alex Jones and InfoWars saved my life.
[00:19:59.255 --> 00:20:08.240]  You're listening to the Alex Jones Show!
[00:20:08.240 --> 00:20:15.165]  Hi, I'm your host Alex Jones.
[00:20:15.165 --> 00:20:17.386]  Very grave things are happening right now.
[00:20:17.386 --> 00:20:19.047]  Let me do this.
[00:20:19.047 --> 00:20:21.829]  Let me lay out what's going to be covered today.
[00:20:23.120 --> 00:20:30.862]  And then we're going to open the phones up in the second and third hour and Gerald Cilente is in the fourth hour out of the war room with Owen Schroer today.
[00:20:30.862 --> 00:20:32.802]  Here on the InfoWars radio TV network.
[00:20:32.802 --> 00:20:35.203]  3 to 6 p.m.
[00:20:35.203 --> 00:20:39.464]  ahead of Robert Barnes doing America Countdown.
[00:20:39.464 --> 00:20:43.345]  Dealing with the plan to implode the economy and bring in global depression.
[00:20:43.345 --> 00:20:43.525]  Even
[00:20:45.191 --> 00:20:52.616]  JPMorgan and Goldman Sachs are saying if we're shut down more than four more weeks, depression is absolutely confirmed.
[00:20:52.616 --> 00:20:54.637]  Depression is already hitting in the third world.
[00:20:54.637 --> 00:20:56.458]  People are starving to death en masse.
[00:20:56.458 --> 00:20:59.940]  The UN estimates an extra two million people will starve to death this year.
[00:20:59.940 --> 00:21:03.402]  But it's worth it if it saves a couple hundred thousand people globally.
[00:21:03.402 --> 00:21:06.264]  Because it gives big tech surveillance powers.
[00:21:06.264 --> 00:21:08.786]  It gives big pharma medical tyranny powers.
[00:21:10.148 --> 00:21:11.248]  This is a giant takeover.
[00:21:11.248 --> 00:21:19.951]  So let me say this now, then I'm going to elaborate on it next segment after I cover some of the news.
[00:21:19.951 --> 00:21:32.235]  This virus release, we've always said on air for several decades, is the globalist main takeover system.
[00:21:33.615 --> 00:21:52.251]  Because it gets every checkbox they need, of locking things down, getting rid of cash, surveilling people, being able to lock up arrests wherever they want, being able to create total fear, being able to absolutely starve the third world, and be able to force things into your body, that then slowly debilitate you with binary weapons systems and kill you.
[00:21:52.251 --> 00:21:54.593]  And so it was easy to predict this would be their main assault.
[00:21:54.593 --> 00:21:56.775]  They said it would be their main assault.
[00:21:56.775 --> 00:22:00.118]  And even though every country isn't under globalist control, like Russia,
[00:22:01.400 --> 00:22:04.101]  Or Iran, or North Korea.
[00:22:04.101 --> 00:22:11.442]  They have their own corruption problems and evil problems, and they like the power grab as well.
[00:22:11.442 --> 00:22:20.644]  And so the World Health Organization coordinates it, the Chi-Coms duplicate how you're supposed to behave, they set the precedent, the most evil regime in history.
[00:22:20.644 --> 00:22:28.426]  The media and others, and universities and big corporations stampede Western governments into getting behind it.
[00:22:28.426 --> 00:22:30.066]  And then, I told you ten weeks ago,
[00:22:31.144 --> 00:22:31.825]  I said watch!
[00:22:31.825 --> 00:22:34.107]  They'll say it's a permanent emergency and will never end.
[00:22:34.107 --> 00:22:37.710]  And they're going to have to cycle it on and off.
[00:22:39.110 --> 00:22:48.498]  And now JP Morgan's put out a cycling chart for the next two years and we'll get a vaccine within a year and it'll be forced, but if you're hurt, you'll be given a payment.
[00:22:48.498 --> 00:22:50.659]  Bill Gates is coming up saying that.
[00:22:50.659 --> 00:22:55.283]  So they know the UN came out two months ago, three months ago and said, we can't cover this up.
[00:22:55.283 --> 00:22:58.225]  Vaccines are killing people en masse and hurting them bad.
[00:22:58.225 --> 00:22:59.406]  Our own doctors know it's bad.
[00:22:59.406 --> 00:23:00.807]  So now they're just going to go, you know what?
[00:23:00.807 --> 00:23:06.032]  It does hurt you, but it's for a greater good and you will take it.
[00:23:06.032 --> 00:23:07.433]  But that's a lie too.
[00:23:08.925 --> 00:23:28.261]  They released it, it doesn't protect you, and it's right here in the news that people that tested positive before now have it, and people that tested negative now have it, and people that, and the tests don't work, and most of them are faulty, and it picks up normal cold viruses and says it's corona, because it is corona.
[00:23:28.261 --> 00:23:31.564]  It's like, is that a Jersey milk cow?
[00:23:31.564 --> 00:23:34.587]  Or is that a Santa Gertrudis beef cow?
[00:23:40.279 --> 00:23:46.047]  It's a cow.
[00:23:46.047 --> 00:23:48.771]  And so there is no damn vaccine.
[00:23:48.771 --> 00:23:51.635]  It is only to lower your immunity.
[00:23:51.635 --> 00:23:52.757]  Bill Gates wants you dead.
[00:23:52.757 --> 00:23:53.358]  He's on record.
[00:23:55.503 --> 00:23:56.863]  And that's what's so crazy about this.
[00:23:56.863 --> 00:24:01.584]  You know, you notice we've obsessed over Bill Gates for 20 plus years and everybody goes, why do you do that?
[00:24:01.584 --> 00:24:02.605]  Why is he in your films?
[00:24:02.605 --> 00:24:03.705]  He's just a Microsoft guy.
[00:24:03.705 --> 00:24:12.827]  And I'm like, you watch, you'll one day be on TV telling you they're coming with forced inoculations and microchips and world government.
[00:24:12.827 --> 00:24:13.987]  And now they are.
[00:24:13.987 --> 00:24:17.628]  Because he is the chief science officer.
[00:24:17.628 --> 00:24:20.329]  I'm not up here blowing smoke up your rear end, folks.
[00:24:23.971 --> 00:24:29.957]  Bill Gates doesn't finance TV shows attacking me and finance lawsuits against me because he likes me.
[00:24:29.957 --> 00:24:31.859]  I've got his damn number!
[00:24:31.859 --> 00:24:35.022]  You think I'd mess with somebody like that if it isn't true?
[00:24:35.022 --> 00:24:36.243]  He's a murderer!
[00:24:36.243 --> 00:24:41.288]  He's a psychotic James Bond villain!
[00:24:41.288 --> 00:24:47.113]  And I thought, as Americans, we'd get pissed about somebody like that and do something about him.
[00:24:47.113 --> 00:24:47.934]  And I think we are.
[00:24:55.609 --> 00:24:59.891]  But this is a weapon system aimed at poor people to starve them.
[00:24:59.891 --> 00:25:05.132]  It is a bio-weapon because it cuts the economy and the food off, and they're going to die.
[00:25:05.132 --> 00:25:14.816]  Over 2 billion people are at starvation level, and Lord Monson's done excellent analyses of this and estimates that under the carbon taxes they wanted, a billion would die in a decade.
[00:25:14.816 --> 00:25:19.297]  Well, now they're admitting this will end up killing billions if the global depression stays for a decade.
[00:25:19.297 --> 00:25:20.938]  It's going to kill hundreds of millions of people.
[00:25:20.938 --> 00:25:23.419]  Let's go to a very important special report, then we'll come back.
[00:25:24.380 --> 00:25:29.723]  Let's go to the New Normal Will Destroy America.
[00:25:29.723 --> 00:25:32.025]  The Republic is coming apart at the seams.
[00:25:32.025 --> 00:25:36.407]  You're violating a governor order.
[00:25:36.407 --> 00:25:37.067]  I highly suggest you go home.
[00:25:37.067 --> 00:25:44.132]  A defiant paddle boarder found himself in over his head in hot water when sheriff's deputies surrounded him near Malibu Pier.
[00:25:44.132 --> 00:25:47.774]  Ain't breaking no law, ain't selling no drugs.
[00:25:47.774 --> 00:25:49.055]  I'm just preaching the word of God.
[00:25:49.055 --> 00:25:51.436]  And look at all these police cars here.
[00:25:53.761 --> 00:25:53.881]  Wait.
[00:26:08.635 --> 00:26:20.384]  The sign at Donaldson Park says closed, but in smaller print says, in groups of no more than four persons, parks remain open for walking, hiking, biking, running, and similar activities.
[00:26:20.384 --> 00:26:23.066]  Matt was just there with his wife and six-year-old.
[00:26:23.066 --> 00:26:26.869]  He says it was the officers who were violating social distancing guidelines.
[00:26:26.869 --> 00:26:35.775]  During this whole contact, you know, none of the officers had masks on, none of them had gloves on, you know, and they're in my face, handcuffing me, they're touching me.
[00:26:35.775 --> 00:26:37.777]  I certainly don't think it's appropriate for
[00:26:44.307 --> 00:26:49.351]  All in the name of a new normal which defies our inalienable rights and is plunging the U.S.
[00:26:49.351 --> 00:26:50.532]  into a recession.
[00:26:50.532 --> 00:26:56.096]  Once the facts are laid bare, couldn't those aggressively pushing for it be committing open treason?
[00:26:56.096 --> 00:27:00.219]  It's enough to make Attorney General Barr shudder at the long-term consequences.
[00:27:00.399 --> 00:27:10.544]  Generally speaking, there are occasions where liberties have to be restricted during certain emergencies, such as war.
[00:27:10.544 --> 00:27:15.767]  Or, in this case, a potentially devastating pandemic.
[00:27:15.767 --> 00:27:17.367]  But they have to be balanced.
[00:27:17.367 --> 00:27:21.970]  Whatever steps you take have to be balanced against the civil liberties of the American people.
[00:27:21.970 --> 00:27:26.372]  And it cannot be used as an excuse for broad deprivations of liberty.
[00:27:27.613 --> 00:27:41.122]  Uh, so, uh, as things proceed, uh, you know, we're going to be interested in both what the federal government is imposing, uh, and also, uh, making sure that that's justified, but also what the states do.
[00:27:41.122 --> 00:27:50.369]  Once this is over, will we analyze the globalist Hail Mary pass to take out Trump and American economic success after all of the Russiagate impeachment nonsense?
[00:27:50.689 --> 00:27:57.015]  Or will we face a new wave of attacks as the Department of Homeland Security has eerily predicted?
[00:27:57.015 --> 00:28:11.427]  Politico reported, the Department of Homeland Security has warned the faith-based community that the threat of attacks against houses of worship may be higher once religious services resume due to stressors caused by the coronavirus pandemic.
[00:28:11.707 --> 00:28:13.167]  Is this truly a threat?
[00:28:13.167 --> 00:28:15.248]  Or is it a threat against the First Amendment?
[00:28:15.248 --> 00:28:21.350]  And now, as all 50 states are under a major disaster declaration for the first time in U.S.
[00:28:21.350 --> 00:28:30.972]  history, the Federal Reserve Bank of Minneapolis president, Neel Keshkari, has declared that without an effective vaccine for the coronavirus, the U.S.
[00:28:30.972 --> 00:28:34.413]  economy could face 18 months of rolling shutdowns.
[00:28:34.733 --> 00:28:46.803]  Whether it's healthcare policy makers, fiscal policy makers, which means Congress or the Federal Reserve, we should all be erring on the side of overreacting to try to avoid the worst economic outcomes.
[00:28:46.803 --> 00:28:56.211]  As those in power now increase that power as elections are put on hold, this new normal is merely the New World Order in sheep's clothing.
[00:28:56.271 --> 00:28:59.073]  We can all agree these are troubled times, right?
[00:28:59.073 --> 00:29:01.975]  So do you know who's on your wireless network?
