[00:00:00.289 --> 00:00:08.032]  From the front lines of the information war, it's Alex Jones.
[00:05:32.884 --> 00:05:35.566]  I like President Trump and I want him to succeed.
[00:05:35.606 --> 00:05:39.509]  I want to restore our republic and I want to empower our people.
[00:05:43.331 --> 00:05:47.855]  And I believe Trump believes he did the right thing when he killed Soleimani last week.
[00:05:50.182 --> 00:06:07.796]  But Darren Breen put together an extremely important report that's at Band.Video and NewsWars.com and up on the front page of InfoWars.com that really needs to get out to everyone that I'm going to play coming up at the bottom of the hour.
[00:06:08.777 --> 00:06:13.500]  Video report, warning, stage set for Trump assassination.
[00:06:13.520 --> 00:06:18.404]  It's a two minute, 46 second report and it's extremely powerful.
[00:06:19.406 --> 00:06:25.847]  And it's a real scenario.
[00:06:31.269 --> 00:06:34.169]  Now, we're going to roll through that.
[00:06:37.050 --> 00:06:38.330]  Coming up at the bottom of the hour.
[00:06:40.270 --> 00:06:45.772]  And tie it into Iran threatens to attack Trump and his private properties as well as his family.
[00:06:46.272 --> 00:06:47.392]  Big Steve Watson article.
[00:06:48.476 --> 00:06:49.657]  Up on Infowars.com.
[00:06:52.840 --> 00:06:55.923]  And the Iranians have issued more threats of $80 million bounty.
[00:06:58.265 --> 00:07:04.691]  Tucker Carlson, who I agree with, has come out and said the same people who lied about WMDs in Iraq are pushing conflict with Iran.
[00:07:06.033 --> 00:07:13.440]  They're all over Fox News calling for leveling Iran, turning them into a glass parking lot, attacking their cultural sites.
[00:07:15.851 --> 00:07:18.613]  Saying that's something that Al-Qaeda does.
[00:07:19.814 --> 00:07:30.100]  Well, Al-Qaeda is the archenemy of the Iranians, and it's not the Iranians that are known around the world if they take over an area for blowing up archaeological sites.
[00:07:30.260 --> 00:07:32.322]  That's the Wahhabis out of Saudi Arabia.
[00:07:33.182 --> 00:07:35.323]  So, the ignorance out there just reigns.
[00:07:35.403 --> 00:07:40.126]  But, I'm not in the business of defending the mullahs or Iran.
[00:07:42.639 --> 00:07:56.645]  And if Trump really believed that Soleimani was about to launch all these new takeover attacks in the Middle East, and that killing him when he was on the terrorist list and all the rest of it was the right move to do, I give the President the benefit of the doubt.
[00:07:58.126 --> 00:08:04.469]  But now that I saw the President start talking about, oh, we're not going to leave until you pay for our bases.
[00:08:04.489 --> 00:08:05.869]  Well, they didn't ask us to come there.
[00:08:06.310 --> 00:08:07.750]  They didn't ask us to build those bases.
[00:08:07.770 --> 00:08:11.212]  And I say we get the hell out and let them sort it out themselves.
[00:08:12.076 --> 00:08:14.037]  They can all kill each other and let God sort it out.
[00:08:16.138 --> 00:08:28.442]  But if Trump believes he's going to have to have some strikes to get us out of Afghanistan and out of Iraq, which is what happened in Syria, you just can't pull out automatically.
[00:08:28.482 --> 00:08:32.944]  If you get attacked, you've got to strike back, or it becomes a rout, then that's going to happen.
[00:08:32.964 --> 00:08:33.744]  I don't expect the U.S.
[00:08:33.764 --> 00:08:35.705]  military to never be in any conflict.
[00:08:36.245 --> 00:08:41.207]  I'm not an absolutist that just says we have no right to ever defend ourselves or
[00:08:42.734 --> 00:08:45.715]  Strike out at someone that we believe is preparing to attack us.
[00:08:47.776 --> 00:08:49.316]  And it depends on who's leading the country.
[00:08:49.917 --> 00:08:53.438]  You can't believe a word out of Obama or Hillary or Bush Sr.
[00:08:53.458 --> 00:08:54.118]  or Bush Jr.
[00:08:54.138 --> 00:08:55.298]  and I was against all those wars.
[00:08:57.659 --> 00:09:10.584]  But that said, people like Pompeo and others who have been big Russophobes
[00:09:12.523 --> 00:09:15.608]  And who really presided over the bipartisan sellout to China.
[00:09:16.910 --> 00:09:18.512]  I don't trust him as far as I can throw him.
[00:09:20.154 --> 00:09:28.026]  And you're seeing a lot of big pushes to again expand attacks on Shiite targets around the world and escalate the situation.
[00:09:29.266 --> 00:09:30.746]  Now I'll tell the Iranians something.
[00:09:31.327 --> 00:09:38.868]  If they think threatening the President or attacking the President or attacking his properties is going to be popular with the American people because they're watching U.S.
[00:09:38.908 --> 00:09:43.990]  satellite and think that mainstream news represents the American people, you've got another thing coming.
[00:09:44.450 --> 00:09:51.151]  The worst thing Iran could ever do is have somebody truck bomb a Trump property.
[00:09:51.531 --> 00:09:53.172]  A golf course, a hotel, a casino.
[00:09:54.201 --> 00:09:55.142]  A condo complex.
[00:09:55.202 --> 00:09:56.683]  The worst thing you could ever do.
[00:09:56.703 --> 00:10:13.215]  The American people would demand massive retaliation because you may have a lot of brainwashed people, but they get that when a foreign power says, we're going to kill your president, we're going to target their family, that it's cowardly.
[00:10:14.336 --> 00:10:14.836]  It's stupid.
[00:10:17.902 --> 00:10:19.343]  And it's going to blow up in their face.
[00:10:19.443 --> 00:10:21.904]  And the Iranian government has officially been tweeting this out.
[00:10:22.785 --> 00:10:27.547]  So you talk about a wild escalation and saying, we have zero problem with you Americans.
[00:10:27.607 --> 00:10:28.468]  We know you're good.
[00:10:28.528 --> 00:10:29.308]  We like you.
[00:10:29.949 --> 00:10:30.829]  We're your friends.
[00:10:30.909 --> 00:10:32.410]  We just don't like your president.
[00:10:33.330 --> 00:10:34.571]  Trump needs to be removed.
[00:10:34.631 --> 00:10:37.433]  The yellow haired crazy man must die.
[00:10:38.713 --> 00:10:43.576]  These are quotes I've got right here from their government Twitter accounts and speeches they've given.
[00:10:44.597 --> 00:10:46.918]  And so that is just wild rhetoric.
[00:10:47.540 --> 00:10:51.865]  And we heard rhetoric like that before Soleimani got killed by the Ayatollah.
[00:10:53.126 --> 00:10:57.110]  Saying, you can do nothing, we'll blow you up, we'll blow Israel up, we'll blow everybody up.
[00:10:57.811 --> 00:11:03.657]  And when you're shooting your mouth off like that and you've got paramilitary forces around the world, expect to get attacked.
[00:11:09.195 --> 00:11:13.058]  I mean, I've got a big old gun safe right there with .50 caliber rifles the whole nine yards.
[00:11:13.678 --> 00:11:20.604]  And I would expect that if I started saying, I'm going to attack somebody with those, which I would never do, I'm going to do something big.
[00:11:20.764 --> 00:11:23.946]  I can blow you away, that somebody would probably come blow me away.
[00:11:26.348 --> 00:11:28.269]  Because people know I tend to do what I say I'm going to do.
[00:11:28.510 --> 00:11:29.490]  The Iranians do too.
[00:11:30.891 --> 00:11:34.474]  So you start shooting your mouth off like that, and you're known as a country that does what they'll say they'll do.
[00:11:34.734 --> 00:11:35.715]  We'll get ready to get killed.
[00:11:38.117 --> 00:11:45.781]  We shouldn't forget that this is not a vacuum here, and that Iran has been grabbing ships, has been shooting down drones, been pulling a lot of crap.
[00:11:46.962 --> 00:11:52.585]  And that's because they've been working with back channels, with Obama and Kerry and others trying to embarrass Trump.
[00:11:53.125 --> 00:11:56.967]  And they may have maneuvered Trump into this, though, by killing Soleimani, something they didn't expect.
[00:11:58.646 --> 00:12:05.030]  Giving them the cover now to have Deep State assassinate Trump, which I think is a real danger, and blame it on Iran.
[00:12:05.050 --> 00:12:08.453]  I mean, they did that with Serhan Serhan and said he did it for the Palestinians.
[00:12:08.713 --> 00:12:10.394]  Turned out he didn't even, you know, shoot anybody.
[00:12:10.454 --> 00:12:11.835]  His hand was pinned.
[00:12:11.855 --> 00:12:17.379]  There was a CIA operative behind Robert F. Kennedy that shot him multiple times in the back.
[00:12:17.419 --> 00:12:18.439]  That's all been declassified.
[00:12:18.459 --> 00:12:20.561]  The CIA was there and what happened?
[00:12:22.862 --> 00:12:26.745]  And Serhan Serhan spoke out on how he was drugged, given amnesia by the girl in the polka dot dress.
[00:12:30.419 --> 00:12:32.360]  Make no mistake, this is a major escalation.
[00:12:32.380 --> 00:12:36.481]  And then you add the official letter about the U.S.
[00:12:36.841 --> 00:12:48.586]  saying they're pulling out of Iraq, when three days ago I was up here going, oh look, here's the Iraqi president saying he's been contacted by the Pentagon and confirmed that they want to pull out, that Trump says pull out.
[00:12:49.566 --> 00:12:52.487]  Well, then the letter comes out and the Pentagon goes, that's not real.
[00:12:52.507 --> 00:12:54.108]  And then they go, well, that is real.
[00:12:58.376 --> 00:13:00.217]  So it's a big deal, ladies and gentlemen.
[00:13:00.737 --> 00:13:02.118]  We're gonna be going over all of that.
[00:13:02.498 --> 00:13:04.439]  That was from January 6th, yesterday, that letter.
[00:13:05.519 --> 00:13:09.481]  So there is a lot of stuff going on, a lot of civil war going on inside the government.
[00:13:09.841 --> 00:13:11.322]  People ask me, is Trump for real?
[00:13:12.082 --> 00:13:13.382]  Trump's 100% for real.
[00:13:14.363 --> 00:13:14.983]  Does that mean 100% good?
[00:13:15.223 --> 00:13:16.124]  No, no, no, no.
[00:13:17.004 --> 00:13:25.928]  It means he really thinks he's the president, he's trying to be the president, and there hasn't been a president like that in a long, long time, and the power structure in these bureaucracies
[00:13:27.082 --> 00:13:28.723]  They're accustomed to calling all the shots.
[00:13:29.364 --> 00:13:41.074]  And so their whole system is upturned right now, and that's why they hate Trump, is because he's taken their power away, and they think they own this country, and they think they're there to sell it out to the highest bidder.
[00:13:43.216 --> 00:13:44.537]  But does that mean Trump's infallible?
[00:13:44.617 --> 00:13:45.037]  Absolutely not.
[00:13:45.057 --> 00:13:47.780]  Does that not mean he couldn't be led into a trap?
[00:13:48.360 --> 00:13:50.682]  Does that mean this whole war thing stinks to high heaven?
[00:13:50.802 --> 00:13:51.623]  Absolutely it does.
[00:13:52.444 --> 00:13:53.605]  We've got some clips of what
[00:13:54.943 --> 00:13:59.926]  What Carlson's saying, what the Democrats are saying, what Trump's saying, it's all coming up.
[00:14:00.026 --> 00:14:04.008]  Are there a bunch of dangerous war hawks and chicken hawks and neocons that are licking their lips?
[00:14:04.168 --> 00:14:04.949]  Absolutely right.
[00:14:05.829 --> 00:14:07.710]  Is the back of mine neck hair tingling?
[00:14:07.790 --> 00:14:08.411]  You bet it is.
[00:14:08.431 --> 00:14:10.592]  We're going to get the number out to and take your calls.
[00:14:11.072 --> 00:14:11.873]  We are back live.
[00:14:11.973 --> 00:14:13.093]  I'm your host Alex Jones.
[00:14:13.314 --> 00:14:17.496]  Newswars.com, Infowars.com and Bandai Video are the main sites.
[00:14:20.558 --> 00:14:22.079]  But Infowars has had babies.
[00:14:23.353 --> 00:14:31.795]  They're growing up to be big giants in the fight like Summit.News and other great sites out there as well.
[00:14:34.415 --> 00:14:34.775]  Okay.
[00:14:38.796 --> 00:14:42.556]  I run into this problem a lot that we bite off more than we can chew.
[00:14:43.377 --> 00:14:50.198]  But I think part of life in this universe and consciousness is that we're all doing things that are above our pay grade.
[00:14:50.538 --> 00:14:51.038]  We're not God.
[00:14:52.748 --> 00:14:58.471]  And we have a big report on the shelf that's just so big, so huge, so important that we never finished it and never got it out.
[00:14:59.211 --> 00:15:07.895]  And that's the microchipping of the homeless confirmed, and witnesses all over the country, and the documents, the admissions, and trying to get the HIPAA forms to be able to cut the microchips out live on air.
[00:15:07.915 --> 00:15:10.096]  I think that's where we're at.
[00:15:10.197 --> 00:15:10.877]  That's coming soon.
[00:15:11.457 --> 00:15:15.939]  Took us about three weeks longer to put out the vaccine special, showing all the new damages there.
[00:15:18.381 --> 00:15:21.222]  But I became aware of something last night
[00:15:26.004 --> 00:15:28.665]  That was hiding in plain view and that I already knew.
[00:15:32.426 --> 00:15:38.687]  And then when I discovered this little piece of information, it reminded me of all the other information.
[00:15:38.707 --> 00:15:40.748]  So I went and decided to do some searching.
[00:15:42.368 --> 00:15:48.249]  So my children went to bed at about 9.30 and I ended up staying up till 2 a.m.
[00:15:49.310 --> 00:15:54.231]  And I was so upset by this, but also so sure it's the Zeitgeist and how to defeat the Globalist.
[00:15:55.506 --> 00:15:58.767]  That I got up at 4.30, so I slept two and a half hours, and I feel great.
[00:15:58.787 --> 00:15:59.987]  Two and a half hours.
[00:16:02.948 --> 00:16:04.648]  Had my first cup of coffee at about 5 a.m.
[00:16:07.709 --> 00:16:22.712]  And I envisioned how I'd do big PowerPoint presentations in here, kind of like I did on the big Epstein update, and how we'd bring all these drafts out, and how I had intended to do this a year ago.
[00:16:27.711 --> 00:16:32.395]  And let me just do it this way.
[00:16:39.040 --> 00:16:46.806]  It's pretty sensational that Trump can't get rid of Brennan's security clearance.
[00:16:47.807 --> 00:16:48.688]  Former head of the CIA.
[00:16:48.748 --> 00:16:49.228]  He ordered it.
[00:16:49.328 --> 00:16:49.969]  It's just not done.
[00:16:50.956 --> 00:16:58.041]  And Brendan goes on TV and says, we're going to take you out of the intelligence agencies through the intelligence committee in the house.
[00:16:58.122 --> 00:16:58.822]  Totally illegal.
[00:16:59.042 --> 00:17:01.384]  And they all laugh and say, thank God for the deep state.
[00:17:01.744 --> 00:17:04.727]  And Brendan makes jack-o'-lantern demon faces on TV.
[00:17:06.968 --> 00:17:10.751]  It's all a confidence act in front of all these, these followers.
[00:17:11.812 --> 00:17:14.094]  DC's just full of followers and trash.
[00:17:16.075 --> 00:17:17.957]  And see, that's just one little micron of this.
[00:17:23.863 --> 00:17:28.286]  So Tom Pappert has been investigating this and I'm glad he cares.
[00:17:31.108 --> 00:17:33.809]  And so he texted me last night, he said, have you seen my article on this?
[00:17:35.050 --> 00:17:38.412]  And I read the article and I called him back and I said, yeah, your article gave me a headache.
[00:17:41.014 --> 00:17:50.840]  I said, you're focusing on one operative out of the State Department, former CNN, of course, same group.
[00:17:52.284 --> 00:17:55.926]  Who is going around fact-checking conservatives and getting people banned.
[00:17:56.546 --> 00:18:01.689]  I said, do you notice that he's attacking Trump and backing the Ukraine garbage and the impeachment garbage?
[00:18:02.229 --> 00:18:04.110]  And do you notice it's funded by the State Department?
[00:18:04.170 --> 00:18:08.332]  That's the State Department funding the move against Trump.
[00:18:08.392 --> 00:18:09.573]  And I said, and look right here.
[00:18:09.593 --> 00:18:12.194]  And I said, I'm glad you wrote this article.
[00:18:12.354 --> 00:18:18.617]  It just, it gives me a headache because we'll focus in on somebody doing an article about how we're liars or how we're bad.
[00:18:18.637 --> 00:18:19.478]  And of course it's not true.
[00:18:22.571 --> 00:18:43.351]  But instead of making about how National File is under attack or how Infowars is under attack, you go look at it and it's thousands of government employees and contractors who are funded by a group set up by Obama in 2016 that's still ongoing.
[00:18:46.294 --> 00:18:53.276]  And then they're giving the power position at Facebook, Google, Apple, and Twitter to ban anyone they want.
[00:18:54.517 --> 00:19:16.087]  And it's a stay-behind network, and then I went and looked, and this is what Papert brought up, he's super smart, I'm not complaining about Papert, I'm saying so much data came up it gave me a headache, that Pompeo is running it and knowingly brought these people in, because we went and tracked where he knows them, he controls them, and is undermining Trump's base while right there with Trump.
[00:19:16.727 --> 00:19:19.528]  Just like McMaster and just like Fiona Hill that we first exposed.
[00:19:19.548 --> 00:19:22.589]  And, you know, it was Roger Stone did that here.
[00:19:23.209 --> 00:19:24.590]  He's facing prison for that.
[00:19:25.730 --> 00:19:31.032]  And they made Fiona Hill during the impeachment hearings, you know, a victim of Roger Stone and Alex Jones.
[00:19:31.072 --> 00:19:35.593]  And they called us Russians and all this crap because we're loyal Americans against these globalists.
[00:19:42.095 --> 00:19:44.076]  So, I'll get to this.
[00:19:45.310 --> 00:19:49.071]  Next hour, and I'm going to go over all the documents and the rest of it, but the way to approach this is this.
[00:19:50.392 --> 00:20:06.998]  There are giant, rogue government groups, bipartisanly, arrogantly, that think they own this country and own you, who are undermining America and attacking Trump's policies across the board.
[00:20:08.191 --> 00:20:28.949]  And attacking the Second Amendment, and attacking replacement migration, saying that doesn't exist when it's official UN policy, and attacking the refugee centers that are being staged to flood us, and they go out and say none of that's true, because it's the State Department still running it, and then they get anybody shut down online that's a Paul Revere and exposes that the ocean's blue.
[00:20:35.899 --> 00:20:36.960]  So it's on so many fronts.
[00:20:37.060 --> 00:20:38.120]  They're running the censoring.
[00:20:38.160 --> 00:20:39.161]  They're running the control.
[00:20:39.461 --> 00:20:40.421]  They're running the bullying.
[00:20:40.441 --> 00:20:41.422]  They're running the deplatforming.
[00:20:41.602 --> 00:20:43.583]  They're running getting people's bank accounts taken away.
[00:20:43.983 --> 00:20:45.144]  Now they're going after the NRA.
[00:20:46.584 --> 00:20:50.907]  And Trump is presiding over all this censorship and these people that are undermining him.
[00:20:52.848 --> 00:21:01.492]  And then their funding ran out last year that Obama had put in for two and a half years and Pompeo moved it into another agency and increased the funding.
[00:21:06.104 --> 00:21:09.506]  And then we're like, well, let's go search all these people out, and Papert had already done it.
[00:21:10.948 --> 00:21:12.589]  Turns out Papert knows Pompeo.
[00:21:12.609 --> 00:21:19.834]  I'll tell you some stories behind the scenes, because Papert has a TV station, and Pompeo used to come in there on it all the time when he was a congressman in Kansas.
[00:21:25.479 --> 00:21:29.940]  And we went and looked, and I spent hours last night and this morning, and Pompeo's running them all.
[00:21:31.260 --> 00:21:33.981]  He's a big, fat neocon, just like McMaster's.
[00:21:34.421 --> 00:21:35.181]  We all know that!
[00:21:35.581 --> 00:21:49.183]  Just like Fiona Hill, but you get rid of one group, you get another group, and then now when I look at him on TV and he's up there, and he's this super patriot and all this, but he presided over the sellout to China.
[00:21:49.203 --> 00:21:50.283]  He didn't do jack crap.
[00:21:50.523 --> 00:21:53.004]  He's there to divert us, like a magician, to
[00:21:55.205 --> 00:22:05.533]  Russia, when Russia is incompetent when it comes to being able to take over the U.S., when the globalists are allied with China and have taken us over and we're fighting for our lives.
[00:22:06.493 --> 00:22:07.494]  And it makes me sick.
[00:22:08.915 --> 00:22:10.977]  And Pompeo's a big fat bully.
[00:22:12.298 --> 00:22:14.719]  And he runs un-American organizations and the CIA.
[00:22:16.479 --> 00:22:23.709]  But you're illegally being directed through this State Department group to silence me and silence you and everybody else, and it's un-American crap!
[00:22:24.349 --> 00:22:26.873]  Pompeo's a trillion times bigger threat than the Russians!
[00:22:27.333 --> 00:22:31.259]  He's bringing KGB evil to America and undermining our president!
[00:22:32.580 --> 00:22:33.642]  These people make me sick!
[00:22:45.165 --> 00:22:45.505]  Warning.
[00:22:46.266 --> 00:22:49.789]  The stage is set for Trump's assassination.
[00:22:50.450 --> 00:22:56.116]  Could the deep state use threats from Iran to complete their coup against President Trump?
[00:22:56.156 --> 00:23:00.720]  You take on the intelligence community, they have six ways from Sunday at getting back at you.
[00:23:00.740 --> 00:23:01.941]  Government's gonna kill this guy.
[00:23:02.141 --> 00:23:08.287]  The establishment might have finally set the stage for the perfect false flag to bury the president.
[00:23:09.108 --> 00:23:10.089]  Here's the scenario.
[00:23:10.349 --> 00:23:21.141]  We all know the evil Democrats would love to orchestrate a JFK-style coup to get rid of Trump, but fear the repercussions would mean another civil war in America.
[00:23:21.341 --> 00:23:28.529]  Normally, the criminal elite would not be opposed to civil war as long as they were able to maintain order out of chaos.
[00:23:28.669 --> 00:23:32.753]  However, the assassination of Trump would not work in their favor.
[00:23:33.053 --> 00:23:42.743]  American patriots on the streets and within the military would rise up and destroy the Democratic Party and their brainwashed supporters with a vengeance.
[00:23:44.648 --> 00:23:47.973]  Enter the enemy within, the neocons.
[00:23:48.834 --> 00:23:59.528]  The recent decision to authorize a US airstrike that barbecued Iran's top general, Qasem Soleimani, was a bold and justified response to a
[00:23:59.548 --> 00:24:02.610]  So Iran's terrorist campaign throughout the Middle East.
[00:24:02.830 --> 00:24:15.740]  Nobody mourns the death of Soleimani, may he rot in hell, but the action could very well set the course for a much larger conflict in the Middle East and might have sealed the fate for President Trump here at home.
[00:24:16.040 --> 00:24:26.187]  Now, both sides of the establishment, left and right, have the opportunity they've been waiting for, the ultimate false flag attack, to strike down our president.
[00:24:27.368 --> 00:24:36.252]  Because now, if Trump gets assassinated, the American people will no longer suspect the criminal cartel operating the Deep State.
[00:24:36.572 --> 00:24:42.915]  Instead, they will blame the murder on Iran, and the American media will fully support that narrative.
[00:24:43.155 --> 00:24:50.279]  This will ultimately prevent civil war and divert the people's anger away from the treasonous Democrats.
[00:24:50.879 --> 00:25:01.825]  The death of Trump would mean no indictments against Democratic leaders, Hollywood celebrities, wealthy elites like George Soros, and criminal operatives within the mainstream media.
[00:25:02.125 --> 00:25:13.631]  The establishment would regain total control of the White House, the American people would be duped into another war, and the military-industrial complex would once again be satisfied.
[00:25:14.111 --> 00:25:16.893]  Now, am I saying this is absolutely going to happen?
[00:25:17.313 --> 00:25:17.493]  No.
[00:25:17.953 --> 00:25:19.734]  This is not a prediction.
[00:25:19.754 --> 00:25:21.334]  This is a warning.
[00:25:21.854 --> 00:25:23.495]  Trump better watch his ass.
[00:25:28.176 --> 00:25:32.037]  Now, this very important report is posted at Band.Video.
[00:25:32.117 --> 00:25:34.477]  It's posted to the top page on NewsWars.com.
[00:25:34.917 --> 00:25:39.819]  It's titled, Video Report Warning Stage Set for Trump Assassination.
[00:25:41.199 --> 00:25:41.979]  Need to get that out.
[00:25:42.079 --> 00:25:43.280]  People need to know what's going on.
[00:25:43.340 --> 00:25:44.680]  Trump needs to understand the danger.
[00:25:45.925 --> 00:25:53.347]  And by us exposing this, it'll take this obvious move away from the globalists.
[00:25:58.749 --> 00:26:09.613]  Now... I was going to take calls during this hour, but I'm just running out of time and I have too much I'm going to cover, so...
[00:26:11.994 --> 00:26:15.035]  We may take calls later in the broadcast, but we're not going to take calls now in the summer.
[00:26:16.295 --> 00:26:17.275]  Just to let you guys know that.
[00:26:29.598 --> 00:26:32.839]  I don't want to just sit up here and chatter about all this stuff.
[00:26:35.219 --> 00:26:38.540]  This isn't just one more channel with somebody else's views or opinion.
[00:26:42.179 --> 00:26:57.625]  There are thousands of contractors and government bureaucrats interfaced with the dying dinosaur corporate media, actively engaged in suppression of American voters, of American business, of American ideas, and of loyal American patriots.
[00:26:59.206 --> 00:27:03.628]  And they are now going after the NRA's gun ranges and trying to shut them down.
[00:27:03.668 --> 00:27:04.949]  They are now suing the NRA.
[00:27:04.969 --> 00:27:06.309]  They are suing gun manufacturers.
[00:27:06.329 --> 00:27:10.651]  They are trying to take our speech away, not just our Second Amendment.
[00:27:13.260 --> 00:27:15.182]  And still, President Trump does nothing.
[00:27:19.365 --> 00:27:41.362]  And then we have these giant stay-behind networks of permanent bureaucracy that openly are undermining the American people.
[00:27:47.864 --> 00:27:55.149]  By this entitled group of criminals.
[00:28:03.214 --> 00:28:08.598]  And I don't know if the President knows this is going on.
[00:28:12.661 --> 00:28:14.362]  I know he knows a lot of it's happening, but
[00:28:15.683 --> 00:28:24.170]  I know that the big job of McMaster and Kelly and the rest of them was, quote, keeping InfoWars articles away from the President.
[00:28:24.210 --> 00:28:25.051]  That was in the news.
[00:28:25.091 --> 00:28:25.872]  The White House said that.
[00:28:26.752 --> 00:28:28.254]  We don't let him have InfoWars.
