[00:00:20.236 --> 00:00:22.118]  Welcome to the Info Wars Nightly News.
[00:03:31.157 --> 00:03:32.098]  Now this is a
[00:03:32.918 --> 00:03:44.229]  Dan Senior, he is Paul Ryan's top advisor, and this is a story that's swirling around the internet after his wife, who is a former NBC reporter, Campbell Brown, she appeared to confirm this claim.
[00:03:44.669 --> 00:03:46.311]  So Brown quoted a tweet that said,
[00:03:51.315 --> 00:03:54.977]  And she then responded, yep, still having fun after all these years.
[00:03:55.098 --> 00:03:56.398]  Key to a happy marriage.
[00:03:57.259 --> 00:04:02.682]  So of course, then he later came out and denied this claim, telling CBS News the story was ludicrous.
[00:04:03.143 --> 00:04:10.588]  But in recent weeks, in recent days, he's been aggressively pushing this tape and trying to keep the story at the top of the headlines.
[00:04:11.468 --> 00:04:16.812]  After his performance at Sunday night's debate, Trump, you know, he was really impressive.
[00:04:16.892 --> 00:04:18.313]  And so they want to then go back
[00:04:19.053 --> 00:04:21.555]  He shut down the whole Trump tape thing.
[00:04:21.655 --> 00:04:27.020]  He didn't allow that to derail not only the debate, but his career as well.
[00:04:27.360 --> 00:04:29.382]  He actually came out on top with that.
[00:04:29.642 --> 00:04:34.226]  And then here we have Paul Ryan's top advisor trying to keep the Trump tape trending.
[00:04:34.446 --> 00:04:34.686]  I think.
[00:04:55.151 --> 00:04:55.591]  I don't know.
[00:05:16.761 --> 00:05:26.025]  The GOP civil war, and getting really excited about the fact that Donald Trump could take the entire Republican Party down like a house of cards.
[00:05:26.705 --> 00:05:31.787]  NBC kicked off their nightly news on Monday with the civil war emblazoned across the screen.
[00:05:31.867 --> 00:05:38.030]  Lester Holt was salivating, saying, Donald Trump's fortune's fading over his lewd comments about women.
[00:05:38.430 --> 00:05:40.611]  A GOP civil war has broken out.
[00:05:41.111 --> 00:05:46.353]  And other NBC's gone on to say the same thing, talking about the GOP being in a free fall.
[00:05:46.913 --> 00:05:47.053]  I don't
[00:06:04.082 --> 00:06:04.502]  I think so.
[00:06:33.661 --> 00:06:36.084]  There's another kind of angle that's coming out from the debate.
[00:06:36.404 --> 00:06:43.432]  The key moment, of course, in the debate was when Donald Trump told Hillary Clinton, you know, you're lucky that I'm not in power because you'd be in prison.
[00:06:43.973 --> 00:06:45.554]  And that was amazing.
[00:06:45.675 --> 00:06:49.078]  Everyone was like, yes, that was actually when a lot of undecided voters
[00:06:49.639 --> 00:06:59.465]  Thought, wow, maybe I could vote for Donald Trump because he's actually going to hold Hillary Clinton accountable because we can all see that she's absolutely criminal and that she's being protected from every level.
[00:06:59.905 --> 00:07:05.468]  Well, here's an article just coming out of Slate, but there's other articles out there taking this same tack.
[00:07:05.508 --> 00:07:18.476]  They're saying Donald Trump promised to rip up the foundations of liberal democracy by declaring that he would vow to investigate and prosecute a political opponent using the powers of his office.
[00:07:19.096 --> 00:07:22.617]  This is a burst of Banana Republic machismo.
[00:07:24.137 --> 00:07:26.538]  Hillary Clinton is not just his political opponent.
[00:07:26.638 --> 00:07:31.339]  She actually is a criminal element working within our government.
[00:07:31.579 --> 00:07:32.379]  She's a criminal.
[00:07:32.679 --> 00:07:33.919]  She should be jailed.
[00:07:34.059 --> 00:07:37.860]  And if Donald Trump is there, he's going to actually be in charge of the government.
[00:07:37.920 --> 00:07:39.920]  So he can put special people in charge of that.
[00:07:39.940 --> 00:07:44.141]  Because as we've seen, there has been some collusion for Hillary Clinton.
[00:07:44.161 --> 00:07:47.162]  This is what we're really finding out with this WikiLeaks data dump.
[00:07:47.882 --> 00:07:50.823]  It's already a banana republic and it's in favor of Hillary Clinton.
[00:07:50.844 --> 00:07:52.144]  She's not even in power yet.
[00:07:52.504 --> 00:07:57.127]  I can't imagine how little truth we'll be getting if she is put in power.
[00:07:57.607 --> 00:08:04.670]  Now the Hill is reporting that the Clinton camp appeared to have contacts with the Department of Justice on the email case.
[00:08:04.930 --> 00:08:12.154]  So while they're actively investigating her, her staff is speaking with them and finding out what the next moves are they're going to make.
[00:08:12.714 --> 00:08:15.957]  So, this is an official within Hillary Clinton's presidential campaign.
[00:08:16.857 --> 00:08:19.619]  They were having discussions with sources inside the DOJ.
[00:08:19.860 --> 00:08:21.141]  This is in an email from May 2015.
[00:08:21.761 --> 00:08:34.010]  It's the Clinton campaign spokesman, Brian Fallon, and he says that the DOJ folks had informed him about an upcoming status conference in one of the lawsuits regarding Clinton's private email setup.
[00:08:34.371 --> 00:08:37.893]  Now, this information that he was talking about would have been public information.
[00:08:38.034 --> 00:08:42.377]  Someone could have went and found it, but for whatever reason, the DOJ felt like they should tell
[00:08:42.557 --> 00:08:43.317]  We're good to go.
[00:09:07.222 --> 00:09:07.703]  We're good to go.
[00:09:23.385 --> 00:09:32.189]  Proof positive, she said when Bill Clinton entered the plane with her there for more than 30 minutes that they were having a friendly chat about the kids and stuff.
[00:09:32.209 --> 00:09:34.169]  So that right there is a conflict of interest.
[00:09:34.450 --> 00:09:36.250]  She should have recused herself from that case.
[00:09:37.131 --> 00:09:42.013]  But it shows a level of collusion which calls into question the entire investigation.
[00:09:42.133 --> 00:09:43.053]  Indeed it does.
[00:09:43.613 --> 00:09:50.316]  It shows the DOJ was giving Hillary Clinton's campaign inside information about an ongoing investigation into her email server.
[00:09:50.796 --> 00:09:52.397]  Reince Priebus says this is
[00:09:52.657 --> 00:09:53.178]  That's right.
[00:10:11.058 --> 00:10:11.538]  We're good to go.
[00:10:28.286 --> 00:10:42.071]  This is concerning a speech that the former President Bill Clinton gave abroad, and the Department of State provided a detailed readout of official email traffic that it was about to release in response to this FOIA request.
[00:10:42.731 --> 00:10:44.712]  Now, this is a common practice.
[00:10:44.732 --> 00:10:57.237]  They'll actually allow an agency or a corporation like the Clinton Foundation to review what documents they're about to release via FOIA so they can see if there's any proprietary information there, but they're giving
[00:10:58.038 --> 00:11:11.793]  Heather Samuelson, who's a Clinton aide since the early 2000s, really detailed information about what they're about to release, highlighting exactly when they're going to do it, so they can coordinate and get in front of it.
[00:11:12.534 --> 00:11:20.542]  And so she says, you know, no objections by Department of State in this batch, but some lengthy internal discussions among officials that I highlight below.
[00:11:21.143 --> 00:11:27.530]  And they go on to talk about President Clinton received an invitation to speak at a climate change conference in Turkey.
[00:11:27.950 --> 00:11:34.217]  He would have been compensated by the Turkish government and also to the Canadian government would have paid him for the same type of thing.
[00:11:35.097 --> 00:11:49.061]  So, these are just things that would have come up that really would have ruffled some feathers there, showing that Hillary Clinton's State Department and the Clinton Foundation were kind of doing a little pay to play there with these speeches.
[00:11:49.561 --> 00:11:53.363]  Now, and again, this goes on to talk about how the White House colluded there with her
[00:11:55.043 --> 00:11:55.203]  Yes.
[00:12:10.899 --> 00:12:11.219]  I don't
[00:12:32.375 --> 00:12:36.558]  He got really excited about the fact that he was able to provoke Trump at the debate.
[00:12:36.618 --> 00:12:41.881]  You remember he said, let's be honest, is this a comic book version of a presidential campaign?
[00:12:41.961 --> 00:12:44.543]  And he was really proud of himself for that.
[00:12:44.603 --> 00:12:48.246]  But he actually gave the Clinton campaign tips about other candidates.
[00:12:48.866 --> 00:12:49.346]  I don't know.
[00:13:06.198 --> 00:13:24.950]  We have Univision, so this is like an entire network now pressuring Hillary Clinton's presidential campaign, telling them, hey, some of the things that Donald Trump was saying about some illegal immigrants from Mexico being drug dealers and rapists, you could really attack this, you could really latch onto this, you guys really should speak out about this.
[00:13:25.910 --> 00:13:30.873]  We should get something by standing up for Latinos or attacking Republicans for not condemning his speech.
[00:13:31.173 --> 00:13:37.456]  So Huma Abedin responded, well, if he's hearing this, if he's raising this, it means he's hearing it from his Univision colleagues.
[00:13:38.337 --> 00:13:43.079]  And of course, the owner there has given millions of dollars to pro-Clinton super PACs.
[00:13:44.420 --> 00:13:48.863]  The Clinton Communications Director, Jennifer Palmieri, said in another message, he's right.
[00:13:48.923 --> 00:13:50.444]  We should be jamming this all the time.
[00:13:50.524 --> 00:13:51.365]  What else can we do?
[00:13:51.485 --> 00:13:52.625]  Issue a broader challenge?
[00:13:52.946 --> 00:13:57.729]  So here we have the networks colluding with the campaign saying, you know, here, here's what you guys need to do.
[00:13:57.789 --> 00:13:59.170]  We'll really push this for you.
[00:13:59.670 --> 00:14:02.612]  The New York Times gives Hillary Clinton veto power.
[00:14:03.293 --> 00:14:09.417]  So there are supposed to be independent journalists following Clinton around, following Trump around.
[00:14:10.077 --> 00:14:22.471]  But here they gave her the power to veto statements that she made, but this was regarding a statement that she made about Sarah Palin, but it never made it into the long profile because she was like, no, that's not going to look good.
[00:14:22.872 --> 00:14:28.398]  We also see the Boston Globe coordinating on how to maximize Hillary's presence.
[00:14:29.099 --> 00:14:31.822]  So this is Marjorie Pritchard, the Globe's op-ed editor.
[00:14:31.922 --> 00:14:47.320]  She contacted Podesta, wondering if they were still set to submit an op-ed, but then she went above and beyond and offered tips about how the campaign could extract maximum benefit from the piece by coordinating its publication to match the Globe's regular reporting.
[00:14:47.901 --> 00:14:50.782]  So they knew they had this story coming out that Wednesday.
[00:14:50.862 --> 00:14:52.442]  Clinton would be there on Tuesday.
[00:14:52.542 --> 00:15:02.944]  So, you know, let's go ahead and time this right for maximum exposure, help out her presence, which includes the fact that this woman has no freaking presence.
[00:15:03.104 --> 00:15:04.344]  She's so inauthentic.
[00:15:04.404 --> 00:15:13.726]  She's so scripted, so protected, so controlled that it actually tells her in her speech, there's a cue that says, smile.
[00:15:14.446 --> 00:15:30.278]  Okay, this is how much of a robot this woman is, and this was coming out of an email where it was shown that she has begun to hate the phrase, everyday Americans, because she's so out of touch with everyday Americans that she doesn't, she says it's too scripted, too stiff.
[00:15:30.719 --> 00:15:37.103]  She can't really, you know, she can't sound convincing when she talks about, you know, just being like everyday Americans.
[00:15:37.404 --> 00:15:43.408]  So she wanted to take that out, and there it was revealed, some of her speech, and it says, smile.
[00:15:44.889 --> 00:15:49.970]  So, I mean, and now we also have, you know, on the other side, we've got CNN panelists.
[00:15:50.831 --> 00:15:55.172]  WikiLeaks was able to release, they had a surrogate list of all of their favorite journalists.
[00:15:55.932 --> 00:16:06.114]  So, people that we watch every day, we see Rachel Maddow, Chris Hayes, these type of people who are her surrogates, who are willing to put stuff out there for her, be her champion.
[00:16:06.494 --> 00:16:07.775]  Here's a CNN panelist.
[00:16:08.995 --> 00:16:11.238]  Appearing on New Day, this is Jackie Kucinich.
[00:16:11.258 --> 00:16:16.523]  She also works for the Daily Beast, so you know it's coming from all angles here, print and TV media.
[00:16:16.964 --> 00:16:27.354]  She says any accusation of Bill Clinton committing sexual abuse or of Hillary threatening his victims to keep quiet comes straight out of conspiracy theory land.
[00:16:27.955 --> 00:16:30.558]  So there you go, it's another conspiracy theory.
[00:16:30.939 --> 00:16:40.831]  And then get this, now we all know that Hillary Clinton has sock puppet accounts out there that she pays these AstroTurf paid trolls, and you know, I get attacked by them all the time.
[00:16:41.272 --> 00:16:46.058]  Well, get this, so initially she was spending about a million dollars on Project
[00:16:46.178 --> 00:16:50.100]  Breaking barriers, paying people to respond to negative info.
[00:16:50.420 --> 00:16:55.623]  That has increased to over $6 million they're paying people to troll.
[00:16:56.103 --> 00:17:02.446]  And what's really interesting is that this AstroTurf effort is going far beyond merely defending Clinton.
[00:17:02.686 --> 00:17:06.408]  They're actually targeting and intimidating people who criticize her.
[00:17:07.088 --> 00:17:17.177]  So, this is going after random people online, trolling them, attacking them, and then of course, she wants to be the face of the anti-bully campaign.
[00:17:17.317 --> 00:17:17.938]  Total crap!
[00:17:18.218 --> 00:17:21.401]  We're gonna have more on this WikiLeaks coming right up, but here's Margaret Howell.
[00:17:25.196 --> 00:17:28.077]  There's an article up on our website written by Paul Joseph Watson.
[00:17:28.097 --> 00:17:32.239]  It talks about the email data dump produced by Wikileaks earlier today.
[00:17:32.259 --> 00:17:40.662]  It outlines an email, get this, written to John Podesta, Hillary Clinton's campaign manager, from Bill Ivey, an admin person within her campaign.
[00:17:40.702 --> 00:17:42.182]  This was in March of 2016.
[00:17:42.642 --> 00:17:47.724]  Ivey writes that they need the citizenry dumb and compliant.
[00:17:47.784 --> 00:17:50.005]  They need you dumb, unaware of what's going on.
[00:17:50.045 --> 00:17:52.626]  This is exactly what he wrote in this leaked email.
[00:17:53.206 --> 00:18:00.989]  As I've mentioned, we've all been quite content to demean government, drop civics, and in general conspire to produce an unaware and compliant citizenry.
[00:18:01.530 --> 00:18:05.652]  Conspire to produce an unaware and compliant citizenry.
[00:18:05.732 --> 00:18:07.092]  That's you he's talking about.
[00:18:07.132 --> 00:18:13.415]  He goes on to write about Trump's celebrity appeal and how Hillary just can't match it, that he's just way too popular.
[00:18:13.795 --> 00:18:15.015]  They don't know what they're going to do.
[00:18:15.295 --> 00:18:17.116]  This email, it's amazing.
[00:18:17.476 --> 00:18:22.638]  You know, it echoes the sentiment that Jonathan Gruber expressed in 2008, that Obamacare architect.
[00:18:23.078 --> 00:18:28.299]  He said the greatest advantage they had to passing it was that the government isn't transparent.
[00:18:28.559 --> 00:18:29.079]  Get that!
[00:18:29.179 --> 00:18:34.901]  They need just stupid to be able to pass these ridiculous bills into laws that ultimately control your lives.
[00:18:34.941 --> 00:18:36.461]  I encourage you, take a look at this article.
[00:18:36.501 --> 00:18:39.922]  It's up on our website, written by Paul Joseph Watson in its entirety.
[00:18:39.962 --> 00:18:41.363]  While you're at it, download our app.
[00:18:41.983 --> 00:18:43.765]  InfoWars.com forward slash app.
[00:18:43.945 --> 00:18:46.968]  I'm Margaret Hal reporting for InfoWars.com.
[00:19:01.380 --> 00:19:06.803]  Your liver can be full of fatty deposits, built-up toxins, and even dangerous objects known as liver stones.
[00:19:07.123 --> 00:19:21.552]  We worked with the top developers in the field of detox to take tried and true herbs and other compounds known to safely cleanse the liver and fuse it with the latest research and technological development on concentrating these ingredients to give you the maximum effect.
[00:19:21.872 --> 00:19:22.152]  I think so.
[00:19:43.988 --> 00:19:47.071]  You need to consult your physician before you do the full detox.
[00:19:47.391 --> 00:19:51.374]  Liver Shield can also be used daily by itself for overall upkeep of the liver.
[00:19:51.535 --> 00:19:56.519]  Secure your Liver Shield today exclusively at Infowarslife.com for the lowest price available.
[00:19:56.599 --> 00:19:59.922]  That's Infowarslife.com or call 888-253-3139.
[00:20:00.262 --> 00:20:04.005]  A clean, toxic-free body is the foundation of true health.
[00:20:04.306 --> 00:20:06.588]  Introducing Deep Cleanse by Infowarslife.com.
[00:20:07.228 --> 00:20:13.932]  A scientifically formulated blend of nanocolloidal zeolites and organic ingredients that aid the body in cleansing chemicals and toxic metals.
[00:20:14.232 --> 00:20:19.455]  Using our proprietary multi-step extraction technology, Deep Cleanze is our most affordable all-in-one cleanser.
[00:20:19.555 --> 00:20:28.480]  With concentrated organic compounds like cilantro, milk thistle, fulvic acid, orange peel, zeolites and others, Deep Cleanze doesn't hold back.
[00:20:28.720 --> 00:20:37.350]  Instead of buying five, six, or even seven different cleansing products, we use decades-old scientific research to put together the Rolls-Royce of all-in-one cleansing.
[00:20:37.611 --> 00:20:44.539]  Look, there's a reason Deep Cleanse is the only product on the market that uses our proprietary Spi-Gerex herbal processing technique.
[00:20:44.679 --> 00:20:50.928]  We use only the highest quality organic herbs backed by serious research and we still bring it to you at the best price out there.
[00:20:51.088 --> 00:20:55.855]  If you wish to find deep cleanse and experience the all-in-one cleansing, visit InfoWarsLife.com.
[00:20:56.015 --> 00:20:57.978]  That's InfoWarsLife.com or call 888-253-3139.
[00:21:01.348 --> 00:21:07.155]  In the past decade, we have witnessed unparalleled scientific discoveries in the area of health.
[00:21:07.615 --> 00:21:17.306]  But no one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[00:21:17.646 --> 00:21:21.389]  DNA Force is one of the most expensive formulas to produce.
[00:21:21.950 --> 00:21:26.613]  Some of the ingredients in DNA Force are $12,000 a kilogram.
[00:21:27.014 --> 00:21:33.219]  We are using the coveted, patented, only American source of PQQ, CoQ10, and more.
[00:21:33.539 --> 00:21:35.821]  You want the best that's out there at the lowest price anywhere?
[00:21:36.501 --> 00:21:38.923]  Well, we're bringing you a total win-win.
[00:21:39.323 --> 00:21:44.828]  The ultimate value, cutting-edge, trailblazing game-changer that also supports the info war.
[00:21:45.248 --> 00:21:51.913]  We have produced a limited run of DNA Force and it will take up to 12 weeks to produce more once we sell out.
[00:21:52.273 --> 00:21:57.057]  Secure your DNA Force today at Infowarslife.com or call toll free 888-253-3139.
[00:21:57.077 --> 00:21:57.377]  DNA Force!
[00:22:02.060 --> 00:22:03.702]  The knowledge of the ancients.
[00:22:04.022 --> 00:22:07.586]  Tried and true, trusted herbs and extracts.
[00:22:07.826 --> 00:22:10.449]  Fused with the latest nutraceutical science.
[00:22:10.769 --> 00:22:14.213]  Introducing the all-new Ancient Defense Herbal Immunity Blend.
[00:22:14.413 --> 00:22:19.098]  Crafted with over 14 key ancient herbs and extracts to supercharge
[00:22:19.158 --> 00:22:19.758]  We're good to go.
[00:22:47.475 --> 00:22:50.398]  With exciting new advances in nutraceutical science.
[00:22:50.698 --> 00:22:54.161]  For a limited time, get 25% off on this introductory offer.
[00:22:54.281 --> 00:22:57.604]  Visit AncientDefense.com or call 888-253-3139 AncientDefense.com
[00:23:03.410 --> 00:23:05.350]  Joe Biggs here with InfoWars.com.
[00:23:05.390 --> 00:23:10.892]  Now, today I am joined in studio with two pretty badass warriors right here.
[00:23:10.912 --> 00:23:12.372]  We've got U.S.
[00:23:12.912 --> 00:23:14.153]  Army Nate Self.
[00:23:14.193 --> 00:23:17.573]  We've got Joel Carpenter of the 75th Ranger Regiment.
[00:23:17.813 --> 00:23:18.634]  How you guys doing today?
[00:23:18.914 --> 00:23:19.294]  Doing great.
[00:23:19.314 --> 00:23:19.694]  Doing great.
[00:23:19.734 --> 00:23:20.154]  Thanks, Joe.
[00:23:20.634 --> 00:23:23.075]  So, let's talk about why you guys are here.
[00:23:23.115 --> 00:23:25.255]  You've got a book out, Two Wars.
[00:23:25.835 --> 00:23:26.896]  You helped co-author it.
[00:23:26.936 --> 00:23:27.996]  Tell us a little bit about the book.
[00:23:28.933 --> 00:23:41.997]  Well, the book takes about 10 years of my life from the time I got to West Point as a cadet training to be an officer in the Army to a little bit after the time I got out of the Army, about 10 years later.
[00:23:42.017 --> 00:23:50.780]  And it includes a significant battle that happened early in the war in Afghanistan on top of a 10,000 foot mountain where we were going in to rescue a Navy SEAL.
[00:23:51.547 --> 00:23:57.854]  Who had been captured and killed, and we didn't know that at the time, but that's the focal point of the book.
[00:23:57.894 --> 00:24:03.941]  But the last third of the book is about coming home from war and reintegrating, and that's the second war, if you will.
[00:24:04.602 --> 00:24:07.546]  And what was it like helping write this book, telling his story?
[00:24:07.966 --> 00:24:12.271]  So, I actually didn't help write the book, but I adapted the screenplay.
[00:24:12.311 --> 00:24:18.198]  So, we actually have a movie effort right now, and I was the one that put the screenplay together based on Nate's book, Two Wars.
[00:24:19.039 --> 00:24:19.880]  So, it was awesome.
[00:24:20.120 --> 00:24:22.143]  It was like a historical lesson at the same time.
[00:24:22.540 --> 00:24:22.920]  I'm a U.S.
[00:24:22.960 --> 00:24:25.361]  Army veteran, so I know about the Battle of Takar Gar.
[00:24:25.381 --> 00:24:26.361]  You know, a lot of people do.
[00:24:26.861 --> 00:24:31.822]  But for those out here who are going to watch this who don't know what it is, give us a rundown about that.
[00:24:31.842 --> 00:24:34.403]  You know, like you said, there was a Navy SEAL who went missing.
[00:24:34.423 --> 00:24:35.423]  You guys were looking for him.
[00:24:35.443 --> 00:24:36.763]  You didn't know at the time that he was dead.
[00:24:37.143 --> 00:24:42.625]  And you led a QRF mission, which is a Quick Reaction Force, to go out and lead these guys.
[00:24:42.685 --> 00:24:43.605]  So tell us what happened there.
[00:24:44.500 --> 00:24:46.462]  Yeah, I was part of a Ranger unit there.
[00:24:47.503 --> 00:24:58.293]  We got there in early 2002, late 2001, early in 2002, and assumed a mission as part of Task Force 11 to kill or capture Al-Qaeda's top leaders.
[00:24:58.994 --> 00:25:00.836]  And so the small task force included SEALs.
[00:25:01.597 --> 00:25:08.543]  And it was late February, we started an operation, Southeastern Afghanistan, known as Operation Anaconda.
[00:25:09.484 --> 00:25:19.867]  And the intent of the mission was for a SEAL team to insert on top, near the top of a mountain called Tucker Gar, and there they would set up an observation post.
[00:25:20.907 --> 00:25:34.351]  As they went in, they came under fire, and the helicopter pilots flew their helicopter away, and a SEAL named Neil Roberts, part of SEAL Team 6, fell out of his helicopter and into an enemy strongpoint.
[00:25:37.219 --> 00:25:39.680]  He was fighting there alone as a helicopter flew away.
[00:25:40.460 --> 00:25:43.061]  His team went back there to try to get him about an hour later.
[00:25:44.301 --> 00:25:51.303]  But my team was also called to come in and try to reinforce the SEAL team or to find this missing SEAL.
[00:25:51.744 --> 00:25:57.645]  And so we went in just about daybreak on March the 4th, 2002.
[00:25:58.366 --> 00:26:05.408]  And on the same mountaintop, right before my helicopter landed, we were shot down and immediately in a firefight all day.
[00:26:06.732 --> 00:26:07.432]  What's that got to be like?
[00:26:07.472 --> 00:26:08.413]  What's going through your mind?
[00:26:08.453 --> 00:26:19.118]  You know, you're already putting yourself out there, you're risking your life to go try and get this seal, and then you already got all these things going through your mind.
[00:26:19.138 --> 00:26:21.540]  You know, before you go to a mission, what's going to happen?
[00:26:21.580 --> 00:26:22.580]  Are my guys going to come back?
[00:26:22.640 --> 00:26:23.701]  Am I going to do the right thing?
[00:26:23.741 --> 00:26:26.662]  All this stuff goes through your mind, and then you get shot down.
[00:26:26.702 --> 00:26:28.623]  I mean, what's going through your mind at that point?
[00:26:28.663 --> 00:26:30.444]  I mean, that's got to be intense.
[00:26:30.484 --> 00:26:32.045]  Well, the preparation that you mentioned, Joe, is
[00:26:34.212 --> 00:26:43.568]  You think through scenarios a lot in your training and in your reading of military history and in your mental preparation and just discussions with the guys.
[00:26:44.760 --> 00:26:55.750]  You don't necessarily expect things to go that badly, but you're also not necessarily feeling a high degree of fear because you're with your team, you're highly trained, and you're focused on what needs to be done.
[00:26:56.451 --> 00:27:02.336]  And so going in there, we had spent a few months in Afghanistan up to that point with not much action.
[00:27:02.937 --> 00:27:08.041]  So we were pretty excited, but we knew that having a missing man from our force on the ground
[00:27:08.982 --> 00:27:12.365]  Was as significant a mission as we could have had.
[00:27:12.986 --> 00:27:14.487]  And so we were really focused.
[00:27:15.368 --> 00:27:18.731]  And like I said, not expecting things to go badly.
[00:27:19.531 --> 00:27:30.922]  Once you find yourself shot down on this mountaintop with heavy gunfire coming inside the helicopter before we even got out, it's quite a shock.
[00:27:32.000 --> 00:27:38.147]  So we've seen what's happened with Benghazi, you know, I've talked to Chris Parenteau quite a few times, you know, run into him here and there.
[00:27:38.167 --> 00:27:39.889]  He's been on the show, you know.
[00:27:39.909 --> 00:27:42.452]  He got left there.
[00:27:42.632 --> 00:27:48.699]  You know, what are your thoughts on what happened with Benghazi, with Hillary Clinton?
[00:27:49.219 --> 00:27:49.560]  What do you...
[00:27:51.505 --> 00:27:52.866]  What do you think about that whole instance?
[00:27:52.886 --> 00:28:04.872]  There's a lot of people that have mixed emotions, mixed feelings about it, but how are you as a vet, who's someone who's been there, who knows what it kind of feels like to be stranded over there and not know if anybody back here is even really even paying attention?
[00:28:05.792 --> 00:28:18.519]  Yeah, I think when you're on the ground in your executing mission, whether you're a contractor supporting our government or you're actually in uniform executing a mission, you somehow have a way of
[00:28:19.571 --> 00:28:26.439]  Of separating policy and decisions that are made at higher levels and you're just focused on getting the job done and getting everyone home alive.
[00:28:27.280 --> 00:28:30.164]  And having been in that kind of situation where
[00:28:31.618 --> 00:28:34.921]  Very similarly, on this mountaintop, we knew that we weren't going to get reinforcements.
[00:28:34.961 --> 00:28:37.183]  We kind of knew that it was just us for several hours.
[00:28:37.783 --> 00:28:45.069]  And every decision we made could have meant the demise of all of us, or it could have prolonged that.
[00:28:46.190 --> 00:28:49.913]  But it was really just us for a while.
[00:28:51.234 --> 00:28:53.316]  That's a pretty heavy feeling.
[00:28:56.195 --> 00:29:01.879]  Although you know you have the support of the whole country, there are certain situations where it's not there.
[00:29:02.499 --> 00:29:16.349]  And I was in a situation that for several hours, because of our communication situation and where we were, and a lack of communication on our part because we were so overwhelmed for a matter of a couple of hours, we were literally alone.
[00:29:16.609 --> 00:29:19.271]  And that feeling is one that
[00:29:21.475 --> 00:29:31.366]  Like I said, it's pretty heavy, but when you know who's around you, and you know what you've been through in training, and you know what you're willing to do for each other, you don't believe that you're going to fail.
[00:29:31.386 --> 00:29:33.508]  Now, were you injured while you were over there?
[00:29:34.649 --> 00:29:36.371]  I took a little bit of shrapnel in my right leg.
[00:29:37.713 --> 00:29:40.175]  We had several men die in this battle.
[00:29:43.157 --> 00:29:44.538]  Several on board my helicopter.
[00:29:45.359 --> 00:29:51.044]  Six of us from our team gave their lives to bring Neil Roberts home.
