[00:00:19.622 --> 00:00:21.504]  Welcome to the Info Wars Nightly News.
[00:06:30.807 --> 00:06:32.628]  It's all about feelings over facts.
[00:06:33.028 --> 00:06:35.350]  And so they don't care about what your experience was.
[00:06:35.410 --> 00:06:40.874]  If you were actually there, actually present, actually on stage, could have possibly lost your life.
[00:06:41.295 --> 00:06:51.963]  And if you had, uh, you know, you're a musician and you set up before the show and you're having these experiences and you're witnessing all of this stuff that just doesn't add up, doesn't make sense, but you're not allowed to speak out.
[00:06:52.544 --> 00:06:53.664]  And in fact,
[00:06:54.855 --> 00:06:58.096]  Everyone needs to just use the hashtag, not all Muslims.
[00:06:58.136 --> 00:06:58.616]  But you know what?
[00:06:59.136 --> 00:07:00.717]  Here's a new hashtag for you.
[00:07:01.157 --> 00:07:04.038]  It's only Muslims that are blowing themselves up.
[00:07:04.418 --> 00:07:12.081]  Since 9-11, they're the only ones that are going out, strapping suicide vests to themselves, or bombs to planes, and blowing them up.
[00:07:12.461 --> 00:07:21.924]  So it's time for people to step back from the PC and stop correcting everybody's language and start getting with the facts and the reality that this is what is absolutely going on.
[00:07:22.445 --> 00:07:28.087]  And it's this policing of the English language that we really need to start talking about because it's getting scary.
[00:07:28.147 --> 00:07:31.888]  People are truly trying to rewrite words and rewrite science.
[00:07:32.328 --> 00:07:36.930]  And it's this Orwellian control people are finally starting to realize and fight back.
[00:07:37.450 --> 00:07:40.051]  That includes a Republican Senator, Tom Cotton,
[00:07:41.011 --> 00:07:45.677]  Who is now speaking out against this Orwellian control over words.
[00:07:46.177 --> 00:07:55.047]  And he's talking about the response the Obama administration has had to telling businesses that they can't call criminals felons.
[00:07:55.388 --> 00:07:59.072]  That now they have to call them justice-involved individuals.
[00:07:59.332 --> 00:08:00.533]  This is the DOJ.
[00:08:00.613 --> 00:08:06.538]  They've actually announced they're not going to call criminals felons anymore because it's too hard on them emotionally.
[00:08:06.939 --> 00:08:08.600]  So Tom Cotton speaks out.
[00:08:08.881 --> 00:08:13.625]  He mocks their decision, calling it a crime against the English language.
[00:08:13.885 --> 00:08:14.245]  And he said,
[00:08:15.086 --> 00:08:18.670]  It reflects the dangerous mindset that criminals are victims.
[00:08:18.971 --> 00:08:21.834]  That the justice system somehow happened to them.
[00:08:22.295 --> 00:08:23.376]  They didn't commit a crime.
[00:08:23.817 --> 00:08:26.700]  They became involved in the justice system.
[00:08:27.441 --> 00:08:30.024]  And he added again, criminals are not victims.
[00:08:30.444 --> 00:08:31.966]  Criminals are criminals.
[00:08:32.487 --> 00:08:33.628]  Victims are victims.
[00:08:34.689 --> 00:08:38.914]  Somebody better call the Thought Police, because I'm getting triggered there by those facts.
[00:08:39.435 --> 00:08:44.441]  Now, something else that, I mean, like, this is, I feel we are in an upside-down world.
[00:08:45.201 --> 00:08:47.384]  Friday the 13th, Backwards Day.
[00:08:47.404 --> 00:08:50.528]  The Charlotte Observer actually put out an editorial
[00:08:51.929 --> 00:08:59.252]  Making the case that girls need to overcome their discomfort of seeing male genitals in the locker room.
[00:08:59.612 --> 00:09:04.715]  They are assuming that the bathroom bill is going to eventually be repealed or declared illegal.
[00:09:05.315 --> 00:09:14.659]  And so they're saying that they need to get over this feeling of discomfort at the sight of male genitalia when transgender facilities are allowed in North Carolina.
[00:09:15.419 --> 00:09:17.420]  And the Washington Times reports that
[00:09:17.740 --> 00:09:22.042]  This is what the Obama administration nudged the rest of the country toward Friday.
[00:09:22.422 --> 00:09:32.846]  Yes, the thought of male genitalia in girls' locker rooms and vice versa might be distressing to some, but the battle for equality has always been, in part, about overcoming discomfort.
[00:09:33.206 --> 00:09:40.314]  With blacks sharing facilities, with gays sharing marriage, and then realizing it was not nearly so awful as some people imagined.
[00:09:40.675 --> 00:09:49.845]  So the fact that they're saying that it was nudged by the Obama administration is very hilarious considering they're now going to be arresting people and
[00:09:50.726 --> 00:09:52.146]  Punishing businesses and things like that.
[00:09:52.166 --> 00:09:53.667]  It's being forced down people's throats.
[00:09:54.187 --> 00:10:02.329]  Not to mention that it has nothing to do with race relations or even gay marriage because black people don't choose the color of their skin.
[00:10:02.429 --> 00:10:04.489]  Gay people do not choose to be gay.
[00:10:04.869 --> 00:10:08.630]  Where we've already now figured the science is settled on all of this.
[00:10:09.030 --> 00:10:14.611]  But now, here again, this is one thing that apparently scientists got wrong about two genders.
[00:10:15.111 --> 00:10:18.112]  But this is the monumental difference that they want people to make.
[00:10:18.792 --> 00:10:28.595]  And they also say in this article that the attacks that girls might suffer of a man entering the bathroom and saying, oh, you know, I need to be in here.
[00:10:28.895 --> 00:10:30.195]  The attacks will be rare.
[00:10:30.596 --> 00:10:31.616]  So, it's okay.
[00:10:31.976 --> 00:10:32.736]  It's totally okay.
[00:10:33.096 --> 00:10:38.418]  Another thing that they're trying to massage into our brains that it's okay is pedophilia.
[00:10:39.298 --> 00:10:56.183]  For whatever reason, Salon has once again pulled out their resident pedophile to make the claim that pedophilia is okay, it's an alternative sexual orientation, and this is a video now that's been posted on Salon's Facebook page.
[00:10:56.883 --> 00:10:58.483]  This is Todd Nickerson.
[00:10:58.523 --> 00:11:00.164]  Now, of course, he first came to
[00:11:01.084 --> 00:11:01.745]  We're good to go.
[00:11:22.165 --> 00:11:31.910]  And what does Salon do as he's explaining how he's having fantasies of this five-year-old girl and to the point where he had to go excuse himself, relieve himself in the bathroom.
[00:11:32.970 --> 00:11:33.611]  Disgusting.
[00:11:34.810 --> 00:11:49.242]  They show this romanticized, soft-lighting picture of a little girl dancing and twirling around so that you and I can understand what the eyes of a pedophile, how they're viewing your little five-year-old girl.
[00:11:49.322 --> 00:11:55.147]  I mean, this is absolutely infuriating that they're trying to normalize this and give this guy a platform
[00:11:55.948 --> 00:12:06.137]  By, you know, romanticizing this image of a little girl who this guy says, you know, he had to go and take care of himself in the bathroom because he's so freaking deranged.
[00:12:06.897 --> 00:12:10.640]  And they're trying to peddle this out as, you know, people just need to be more accepting.
[00:12:11.141 --> 00:12:19.008]  But Nickerson has previously admitted in the past that he would engage in sexual activity with a child.
[00:12:19.608 --> 00:12:22.310]  That he loved if she initiated it, okay?
[00:12:22.350 --> 00:12:27.233]  And this is the same guy that claimed that that five-year-old girl that he was babysitting once came on to him.
[00:12:27.633 --> 00:12:36.118]  So this guy is clearly, totally freaking sick and delusional, but they want you to just be accepting of it, be loving.
[00:12:36.158 --> 00:12:38.280]  It's an alternative sexual orientation.
[00:12:38.340 --> 00:12:39.901]  Hey, if you're opening up to that,
[00:12:40.481 --> 00:12:47.186]  You know, you should be open up to this too, and you better be open to it, because soon it's going to be forced down your throat, just like the rest of these laws.
[00:12:47.906 --> 00:12:51.769]  And again, we are totally in Wally World and completely screwed.
[00:12:52.049 --> 00:12:56.693]  And if you don't believe me, you know, or this or that, take a look at this video.
[00:12:57.293 --> 00:13:00.796]  There is an angry mob, once again, surrounding a Trump supporter.
[00:13:00.876 --> 00:13:06.700]  Thank goodness most of these kids are not old enough to vote right now, but you can see how they're totally programmed.
[00:13:07.841 --> 00:13:14.806]  Here, this girl is arguing with this Trump supporter, explaining what is Donald Trump going to do to create jobs?
[00:13:15.086 --> 00:13:20.650]  And of course, the woman does explain exactly how tariffs work, and she's not satisfied with that.
[00:13:20.731 --> 00:13:21.131]  Take a look.
[00:13:22.595 --> 00:13:34.584]  Wait, so Donald Trump promised you jobs?
[00:13:34.624 --> 00:13:35.385]  With what?
[00:13:35.425 --> 00:13:35.905]  With jobs?
[00:13:35.965 --> 00:13:38.708]  He said, if he becomes president, we'll have more jobs.
[00:13:38.868 --> 00:13:43.832]  He's going to bring jobs back from other countries because they pay them nothing.
[00:13:44.012 --> 00:13:44.592]  It's slave labor.
[00:13:44.612 --> 00:13:45.233]  No, no, no, no, no, no, no, no.
[00:13:45.253 --> 00:13:47.074]  Before you elaborate on the jobs.
[00:13:47.115 --> 00:13:48.836]  No, before you elaborate on your jobs.
[00:13:49.096 --> 00:13:50.858]  How is he going to do it?
[00:13:50.938 --> 00:13:53.379]  He's got to put a tariff on them.
[00:13:53.420 --> 00:13:57.523]  He's telling you his plan, but do you know, is he able to go through with his plan?
[00:13:57.583 --> 00:14:00.205]  Yeah, it is a fact that tariffs do work.
[00:14:00.305 --> 00:14:07.450]  You know, this country, before the income tax, this country where there were no personal income taxes.
[00:14:08.572 --> 00:14:10.874]  There were only tariffs.
[00:14:11.295 --> 00:14:14.178]  And they paid... 1913 they did two things.
[00:14:14.238 --> 00:14:21.567]  They created the Federal Reserve and they created the personal income tax.
[00:14:21.627 --> 00:14:22.167]  So before that...
[00:14:23.909 --> 00:14:27.733]  Tariffs have always run this country.
[00:14:27.753 --> 00:14:32.258]  Now, you put 35% taxes on everything coming in from Mexico, and guess what?
[00:14:32.358 --> 00:14:35.822]  Companies are going to bring their jobs back here, rather than pay a 35% tariff.
[00:14:35.842 --> 00:14:36.723]  Well, that's their problem.
[00:14:36.743 --> 00:14:40.287]  But if we're giving them the jobs, what are they going to pay?
[00:14:45.832 --> 00:14:47.314]  You know what?
[00:14:48.275 --> 00:14:51.638]  What the Mexican people have to do is do exactly what we did.
[00:14:51.978 --> 00:14:55.161]  Rise up and have a race of revolution.
[00:14:55.201 --> 00:14:56.702]  They tried!
[00:14:57.002 --> 00:14:58.844]  You think they're sitting there with the chihuahuas?
[00:14:58.884 --> 00:15:00.606]  What the fuck do you think they're doing?
[00:15:00.806 --> 00:15:04.309]  They disarmed the Mexicans just like they disarmed the French.
[00:15:04.589 --> 00:15:05.850]  They disarmed the English.
[00:15:05.890 --> 00:15:08.092]  And the minute they disarm us, it's over for us.
[00:15:10.394 --> 00:15:14.076]  How are we going to rise if he becomes president?
[00:15:14.096 --> 00:15:17.858]  How is Donald Trump going to help me?
[00:15:17.918 --> 00:15:21.980]  How is he going to help me?
[00:15:22.060 --> 00:15:24.241]  Trump is not wasting money on that.
[00:15:24.481 --> 00:15:27.222]  The money I paid... Wait a second.
[00:15:27.262 --> 00:15:27.702]  No, it's not.
[00:15:28.002 --> 00:15:29.423]  I paid $200 for a ticket.
[00:15:36.706 --> 00:15:38.107]  Why would you pay $200?
[00:15:38.827 --> 00:15:42.768]  Everybody in there paid $200 a ticket.
[00:15:42.828 --> 00:15:44.108]  No, no, no.
[00:15:44.148 --> 00:15:50.930]  They know where the money's going to pay off Chris Christie's debt.
[00:15:50.990 --> 00:15:53.671]  Why can't Chris Christie pay off his own debt?
[00:15:54.071 --> 00:16:04.095]  And this is where it gets a little bit frustrating, because we're always saying, you know, engage these people, let them speak how they feel, and then, you know, bring them some facts and challenge their ideas a little bit.
[00:16:04.135 --> 00:16:11.437]  But here, this woman is actually bringing facts, explaining how tariffs work, explaining how Trump would bring jobs back to this country.
[00:16:11.797 --> 00:16:13.898]  That doesn't satisfy this person who clearly
[00:16:14.238 --> 00:16:16.240]  Just wants to argue for the sake of arguing.
[00:16:16.621 --> 00:16:20.965]  Well, this week marked the 50th anniversary of China's Cultural Revolution.
[00:16:21.025 --> 00:16:24.089]  It was a chaotic period of purging and punishment.
[00:16:24.469 --> 00:16:33.438]  It began May 16, 1966, and it lasted in different phases until the Communist Party chairman, Mao, died 10 years later.
[00:16:35.020 --> 00:16:37.242]  Now this was led in part by Mao's Red Guards.
[00:16:37.282 --> 00:16:41.985]  They were a paramilitary social movement of up to 10 million young people.
[00:16:42.025 --> 00:16:48.329]  These were middle schoolers and high schoolers who were torturing and killing their society's leaders.
[00:16:48.670 --> 00:16:59.117]  Many of them informed on their own parents as well as family members who they alleged were having counter-revolutionary thoughts and actions, even if they didn't really know what those terms meant.
[00:16:59.597 --> 00:17:04.981]  They destroyed ancient works of art, burned books and roamed around the country like stormtroopers.
[00:17:05.361 --> 00:17:11.365]  They were enforcing their ideology in very brutish ways in the name of revolution.
[00:17:11.825 --> 00:17:12.846]  Sort of sounds familiar.
[00:17:12.886 --> 00:17:15.087]  We're seeing a lot of that happening in the country today.
[00:17:15.107 --> 00:17:19.450]  Now, hundreds of thousands of people died, possibly up to a million and a half people.
[00:17:19.530 --> 00:17:22.652]  In fact, 36 million more were persecuted.
[00:17:23.073 --> 00:17:25.454]  Now, my guest today is Lily Tang Williams.
[00:17:25.634 --> 00:17:29.357]  She is a libertarian candidate running for Senate, and she grew up
[00:17:29.957 --> 00:17:32.338]  Under the Cultural Revolution, under Mao's regime.
[00:17:32.378 --> 00:17:37.280]  Lily, thank you so much for joining us today and of course for speaking out against what you experienced there.
[00:17:37.300 --> 00:17:41.262]  I wanted to get your point of view on something that happened yesterday.
[00:17:41.702 --> 00:17:47.065]  Google, they always do this doodle and they actually honored an activist.
[00:17:47.785 --> 00:17:52.030]  Who admired Mao, Marx, and Osama bin Laden.
[00:17:52.411 --> 00:18:03.203]  Now, she's a radical, of course, she did a lot of great things, but this is a woman who actively spoke out against these people who really wanted to destroy Western society.
[00:18:03.384 --> 00:18:04.185]  What do you think about that?
[00:18:05.054 --> 00:18:13.338]  I wish I had the opportunity to go face people personally, to tell them what my life was like during the Cultural Revolution.
[00:18:13.738 --> 00:18:18.661]  Because, you know, what they say, what they do today is just very similar to what happened to us.
[00:18:19.181 --> 00:18:20.782]  And really, we don't want to go there.
[00:18:20.942 --> 00:18:22.563]  It's a total nightmare.
[00:18:22.943 --> 00:18:24.284]  It's a total tyranny.
[00:18:24.664 --> 00:18:27.706]  Everybody was a slave, except a few on the top.
[00:18:28.266 --> 00:18:32.028]  And I wish I could have the opportunity to actually face her.
[00:18:33.359 --> 00:18:43.422]  Yeah, well that's something that we are trying to point out a lot of times is that these young people don't realize they're going to be used and then once their dirty work is done they're going to be spit out just like the machine.
[00:18:43.883 --> 00:18:52.426]  Now Lily, we're going to be right back with you because I want to find out just exactly what it was like living under Mao and how that sort of parallels with what's going on today.
[00:18:52.746 --> 00:18:53.286]  We'll be right back.
[00:19:04.906 --> 00:19:09.309]  There's a very important question that needs to be answered.
[00:19:10.450 --> 00:19:12.091]  Will humanity survive?
[00:19:13.773 --> 00:19:15.774]  And to look at that threat we have to ask another question.
[00:19:16.435 --> 00:19:27.183]  What is the number one obstacle to human beings and our species surviving and becoming a type 1 civilization that isn't just dependent on this planet?
[00:19:28.854 --> 00:19:39.220]  You could say that it's changes in the heavens, suns going supernova, tectonic earthquake and volcano events, nuclear weapons, genetic engineering.
[00:19:40.741 --> 00:19:50.126]  But if you look at the race, the acceleration of technological development, I think the biggest threat overall is humanity not pacing ourselves.
[00:19:52.005 --> 00:19:53.345]  We're good to go.
[00:20:17.319 --> 00:20:23.386]  Seeks black market brain implants in bid to plug into artificial intelligence matrix.
[00:20:23.846 --> 00:20:31.934]  And they're going to go through the dangerous surgeries of being hooked up, not just with a few wires, but with thousands of connections total to the brain.
[00:20:33.171 --> 00:20:37.418]  to an AI computer to try to merge consciousness.
[00:20:37.878 --> 00:20:46.732]  My father, a physician, recently went back to continuing education, part of keeping his medical license, and he brought me back some of the literature they gave them.
[00:20:47.172 --> 00:20:47.934]  This is from the state
[00:20:48.454 --> 00:20:53.499]  Medical boards right here in Texas that soon you'll have to have a DNA chip to get a prescription.
[00:20:54.039 --> 00:21:10.395]  Not just that chips are going to be on the pills and medicines themselves, but now you're going to have to give your blood, basically every time, a tiny prick, into a DNA chip database that tracks everything going on in your body as well as your genes.
[00:21:11.536 --> 00:21:13.878]  In this short report we're only scratching the surface.
[00:21:15.424 --> 00:21:20.991]  And the big issue here is things they denied 20, 30 years ago that were going on, they're now admitting today.
[00:21:21.632 --> 00:21:23.995]  What are they doing that we don't know about?
[00:21:25.014 --> 00:21:26.715]  We need to have a debate about our species.
[00:21:27.596 --> 00:21:42.005]  We need to understand that the global elite have decided we're obsolete and are moving towards a robotic future where there's no place for humanity, as Bill Joy wrote over 15 years ago for Wired Magazine in his article, Why the Future Doesn't Meet Us.
[00:21:42.826 --> 00:21:43.866]  And the numbers are in.
[00:21:44.467 --> 00:21:45.207]  Screen time.
[00:21:45.608 --> 00:21:46.488]  All the television.
[00:21:46.608 --> 00:21:48.329]  All the prescription drugs.
[00:21:48.389 --> 00:21:50.251]  This modern culture is killing us.
[00:21:50.571 --> 00:21:51.712]  Our IQs are dropping.
[00:21:52.472 --> 00:21:54.153]  People are becoming more and more ignorant.
[00:21:54.713 --> 00:21:57.934]  Society is unraveling and falling apart.
[00:21:58.374 --> 00:22:04.097]  So we know that the fruits of this high-tech poison tree are literally killing us.
[00:22:04.677 --> 00:22:17.542]  The answer is getting back to healthy living, gardening, spending time with our families, less screen time, and also using compounds that Mother Nature has produced that are known to boost our natural abilities.
[00:22:18.243 --> 00:22:19.763]  Humans have built an incredible world.
[00:22:20.223 --> 00:22:21.424]  We can change our environment.
[00:22:21.844 --> 00:22:30.126]  We do have that magic spark, but the elite think we're ugly and bad and have decided it's time that humans be thrown on the ash heap of history.
[00:22:30.827 --> 00:22:46.631]  We have taken some of the compounds that Mother Nature has produced and gotten the cleanest, purest sources of it and put it together in BrainForce, one of the most highly reviewed nootropic brain boosters on the market today that has an incredibly affordable price.
[00:22:47.091 --> 00:22:53.820]  Check out Brain Force today and other game-changing compounds like X2, Survival Shield, at InfoWarsLife.com.
[00:22:54.140 --> 00:22:56.523]  Again, that's InfoWarsLife.com or call toll-free, 888-253-3139.
[00:23:04.929 --> 00:23:07.530]  Lily, thank you so much for joining us once again today.
[00:23:07.870 --> 00:23:10.350]  Now, you grew up during the Cultural Revolution.
[00:23:10.410 --> 00:23:17.892]  Your uncles were actually taken to the forest for re-education, and I just really admire you for speaking out about this.
[00:23:18.352 --> 00:23:24.833]  Obviously, you say there on your website that you hate to see the country you love becoming more like the country that you left.
[00:23:24.913 --> 00:23:27.794]  Explain to people what this was like living during this time.
[00:23:28.905 --> 00:23:38.650]  Well, I share my uncle's story and I'm trying to warn the college students today on campuses wanting to silence other people for their freedom of speech.
[00:23:39.110 --> 00:23:41.231]  You know, my uncle's generation was very sad.
[00:23:41.271 --> 00:23:47.635]  They were used by Chairman Mao to purge his political enemies during the Cultural Revolution.
[00:23:48.115 --> 00:23:58.060]  And once Mao used them and they become violent in the cities and schools were shutting down, then he said, time to go to the countryside to be re-educated by peasants.
[00:23:58.635 --> 00:24:03.219]  And the policy is that you can only keep the youngest one in the family to stay home.
[00:24:03.599 --> 00:24:08.224]  So my grandmother and I lost three sons just like overnight.
[00:24:08.244 --> 00:24:09.925]  They all had to go to the countryside.
[00:24:10.426 --> 00:24:13.208]  And that was like 10 years of suffering.
[00:24:13.548 --> 00:24:15.130]  So my uncle was 17.
[00:24:15.210 --> 00:24:16.831]  By the time he came home, he was 27.
[00:24:17.111 --> 00:24:19.514]  No high school diploma.
[00:24:19.914 --> 00:24:21.015]  Health was ruined.
[00:24:21.465 --> 00:24:25.187]  When they tried to come home, they were silenced too by the government.
[00:24:25.267 --> 00:24:33.811]  So they basically suffered the consequences of their own actions early years when they were young and naive and trusted the big government.
[00:24:34.552 --> 00:24:37.673]  And how did they come back during that time?
[00:24:37.973 --> 00:24:42.335]  They had to threat the government to say, let us come back to the cities now.
[00:24:42.636 --> 00:24:43.856]  We have suffered enough.
[00:24:44.356 --> 00:24:48.539]  Or we are going to kill ourselves on the railway tracks.
[00:24:48.999 --> 00:24:51.200]  They were planning a massive suicide.
[00:24:51.767 --> 00:25:00.094]  And with posters and blood, you know, on those posters on the walls to say, let us come home or all will kill ourselves.
[00:25:00.434 --> 00:25:06.179]  That's how they got the state government's attention in Sichuan and across other countries in the States too.
[00:25:06.760 --> 00:25:15.867]  And so they eventually let them come home, but their parents had to retire earlier to basically give their jobs to their children.
[00:25:16.428 --> 00:25:20.031]  And that's how my three uncles eventually all come back.
[00:25:20.540 --> 00:25:23.885]  But it's just, you know, it's long years suffering.
[00:25:23.905 --> 00:25:24.726]  Think about 10, 12 years.
[00:25:26.874 --> 00:25:38.878]  Right, and so what do you think when you watch videos now, you see a lot of these young people out protesting Trump rallies and things like that, and they all seem to be parroting these same phrases that they're obviously learning in school.
[00:25:38.978 --> 00:25:54.323]  Everyone says the same thing, but whenever you ask them to explain themselves a little bit, they have no idea what they even mean when they're saying racist, homophobic, xenophobic, socialism, communism, it's so great, down with America and capitalism.
[00:25:54.723 --> 00:25:56.364]  They can't expand on those ideas.
[00:25:56.764 --> 00:26:00.405]  Yet they are fighting voraciously for them.
[00:26:00.725 --> 00:26:04.766]  So does that kind of ring any bells with what happened in the past?
[00:26:05.406 --> 00:26:11.287]  Well, of course, you know, you know, the audience offended me, made me feel really worried for our country.
[00:26:11.767 --> 00:26:18.368]  I saw a college student on campus of the University of Puerto Rico last fall wearing a Mao's t-shirt.
[00:26:18.768 --> 00:26:20.789]  I said, why are you wearing his t-shirt?
[00:26:20.989 --> 00:26:21.689]  Mao is cool.
[00:26:22.407 --> 00:26:23.870]  I said, Bao is cool.
[00:26:23.990 --> 00:26:25.613]  I said, I'm Chinese immigrant.
[00:26:25.774 --> 00:26:27.677]  I grew up under Mao's regime.
[00:26:28.238 --> 00:26:29.961]  And he is a mass murderer.
[00:26:30.729 --> 00:26:35.391]  And 50 to 80 millions of Chinese were killed.
[00:26:35.411 --> 00:26:39.033]  I mean, some were dying of massive starvation, some were murdered.
[00:26:39.513 --> 00:26:42.594]  I said, why do you adore somebody who's a mass murderer?
[00:26:42.975 --> 00:26:47.076]  It's like those kids, they just don't know what happened in history.
[00:26:47.517 --> 00:26:52.459]  And I don't blame them because our government schools don't teach our kids real history.
[00:26:52.998 --> 00:27:06.709]  You know, there are folks on other things that are doomed to be important leftist agendas, but our kids are not to be told to be true Americans who really treasure our constitutional rights and individual liberty.
[00:27:07.070 --> 00:27:09.692]  So I said, you know, we have freedom of speech.
[00:27:10.092 --> 00:27:14.816]  You know, why do you want to silence your professors and other people on your campuses?
[00:27:15.336 --> 00:27:20.901]  Because you call them racist or whatever, but they're saying though, someday that might happen to you.
[00:27:22.322 --> 00:27:25.963]  Tell them about the Cultural Revolution Red Guards' sad stories.
[00:27:26.323 --> 00:27:43.729]  You know, they were silenced, but then they were silencing other people under Mao's, you know, so-called revolutionary campaign, and criticized all their professors, all the intellectuals, and made them to wear pine cards every day to denounce them publicly.
[00:27:44.289 --> 00:27:49.331]  But then, when they wanted to tell the truth about their sufferings in the countryside, in the mountains,
