[00:00:19.619 --> 00:00:20.420]  Good evening, everyone.
[00:08:11.204 --> 00:08:12.485]  And we're taking these people.
[00:08:12.765 --> 00:08:16.267]  And by the way, just to finish on that, it's common sense.
[00:08:16.708 --> 00:08:19.910]  They don't want these people, so they send them to the United States.
[00:08:20.350 --> 00:08:38.642]  This is, in my opinion, the most critical issue of the 2016 presidential race, because it will define whether or not there will even be an America anymore, because I tell you what, if this keeps up, you won't even be able to recognize our country in the near future.
[00:08:39.202 --> 00:08:44.146]  This election will define America in the 21st century.
[00:08:46.387 --> 00:08:47.088]  Do I look great?
[00:08:49.346 --> 00:08:51.309]  The end of the republic has never looked better.
[00:08:57.477 --> 00:09:00.681]  It's time to shake the rust off America's foreign policy.
[00:09:04.577 --> 00:09:09.882]  No country has ever prospered that failed to put its own interests first.
[00:09:10.383 --> 00:09:10.983]  Shut up!
[00:09:11.063 --> 00:09:11.984]  Shut the f**k up!
[00:09:12.044 --> 00:09:14.727]  You don't look good for your health, homie!
[00:09:14.787 --> 00:09:16.168]  This represents slavery!
[00:09:16.368 --> 00:09:16.929]  Colonialism!
[00:09:16.969 --> 00:09:17.970]  Genocide!
[00:09:18.050 --> 00:09:19.251]  Oppression!
[00:09:19.471 --> 00:09:22.254]  And it's alright to burn the s**t!
[00:09:24.005 --> 00:09:29.292]  Both our friends and our enemies put their countries above ours.
[00:09:29.832 --> 00:09:35.459]  And we, while being fair to them, must start doing the same.
[00:09:35.679 --> 00:09:39.264]  He said that us Mexicans are bringing all types of bad people to this country?
[00:09:39.745 --> 00:09:40.666]  That's incorrect, dude!
[00:09:48.083 --> 00:09:49.064]  They're bringing drugs.
[00:09:49.424 --> 00:09:51.205]  We just caught these guys coming across the border.
[00:09:51.445 --> 00:09:53.406]  One, two, three, four.
[00:09:53.426 --> 00:09:54.406]  They have big satchels.
[00:09:54.687 --> 00:09:55.687]  They're bringing crime.
[00:09:58.789 --> 00:10:04.012]  They're rapists.
[00:10:06.773 --> 00:10:09.435]  And some, I assume, are good people.
[00:10:13.308 --> 00:10:19.394]  We will no longer surrender this country or its people to the false song of globalism.
[00:10:20.315 --> 00:10:25.300]  The nation-state remains the true foundation for happiness and harmony.
[00:10:33.410 --> 00:10:34.811]  You think we have kids because we like sex?
[00:10:34.871 --> 00:10:36.672]  No, we're having kids ready to start this war.
[00:10:36.712 --> 00:10:37.373]  Believe me.
[00:10:37.773 --> 00:10:38.974]  I got another one on the way.
[00:10:38.994 --> 00:10:40.635]  She'll be strapped up ready for you.
[00:10:40.675 --> 00:10:41.296]  Come get it.
[00:10:41.796 --> 00:10:42.396]  Come get it.
[00:10:42.436 --> 00:10:44.018]  Come knock on my door and see what happens.
[00:10:44.618 --> 00:10:45.118]  We're ready.
[00:10:45.459 --> 00:10:45.919]  We're ready.
[00:10:46.379 --> 00:10:48.341]  We're going to build a wall.
[00:10:48.521 --> 00:10:49.581]  It's going to be built.
[00:10:50.062 --> 00:10:53.304]  I voted for border security and some of it was a fence.
[00:10:53.324 --> 00:10:54.765]  I don't think we ever called it a wall.
[00:10:54.825 --> 00:10:56.506]  Maybe in some places it was a wall.
[00:10:56.586 --> 00:10:58.988]  He's not only a racist.
[00:10:59.028 --> 00:11:00.929]  He's not only a misogynist.
[00:11:01.350 --> 00:11:03.031]  He's a fascist.
[00:11:16.883 --> 00:11:18.565]  Trump is a Nazi!
[00:11:18.945 --> 00:11:20.127]  Trump is a Nazi!
[00:11:20.427 --> 00:11:21.648]  Trump is a Nazi!
[00:11:21.868 --> 00:11:22.729]  Trump is a Nazi!
[00:11:22.749 --> 00:11:23.450]  Trump is a Nazi!
[00:11:23.470 --> 00:11:24.431]  Trump is a Nazi!
[00:11:24.571 --> 00:11:25.712]  Trump is a Nazi!
[00:11:25.833 --> 00:11:28.015]  He is hurting our unity at home.
[00:11:28.035 --> 00:11:29.937]  Why don't you turn your camera?
[00:11:29.997 --> 00:11:32.059]  Show them how many people come to these rallies.
[00:11:32.560 --> 00:11:33.000]  Turn them!
[00:11:33.040 --> 00:11:33.901]  Go ahead, turn them!
[00:11:34.802 --> 00:11:35.343]  Go ahead!
[00:11:45.481 --> 00:11:52.917]  And just when you thought political correctness couldn't get any more ridiculous and absurd, ladies and gentlemen, I give you...
[00:11:54.349 --> 00:11:56.850]  The Hispanic Access Foundation.
[00:11:57.390 --> 00:12:07.532]  This is a coalition of Latino activists and civil rights groups who have been triggered by, wait for it, park ranger uniforms.
[00:12:08.072 --> 00:12:10.432]  Not making this up, this is, this is real.
[00:12:10.792 --> 00:12:18.334]  Because they say our nation's park ranger uniforms threaten Latinos because they look too much like,
[00:12:19.614 --> 00:12:20.394]  Border Patrol!
[00:12:21.194 --> 00:12:29.676]  The Hispanic Access Foundation is asking Presidente Obama for an executive order to address the issue.
[00:12:30.216 --> 00:12:31.357]  Barack Obama!
[00:12:31.757 --> 00:12:33.737]  Tear down those uniforms!
[00:12:34.437 --> 00:12:47.120]  They also want the park rangers to get different trucks, vans, and SUVs because they look too much like the Border Patrol vehicles and that could trigger some people into feeling very uncomfortable.
[00:12:47.765 --> 00:12:56.649]  Now, I don't know if these activists have any suggestions of what they would like the new uniforms to look like, but I have a few suggestions.
[00:12:57.189 --> 00:12:57.889]  How about this one?
[00:12:58.389 --> 00:13:00.070]  This looks non-threatening to me.
[00:13:00.110 --> 00:13:03.091]  I mean, you gotta admit, it's a little squirrel on there.
[00:13:03.331 --> 00:13:05.612]  That takes you to a safe place, doesn't it?
[00:13:05.972 --> 00:13:09.834]  I would not feel threatened by a guy wearing that outfit.
[00:13:10.854 --> 00:13:11.494]  Or here's one.
[00:13:11.715 --> 00:13:13.215]  This is real cute.
[00:13:14.196 --> 00:13:15.616]  I think it's also very fashionable.
[00:13:16.177 --> 00:13:21.159]  I think liberals would agree that if you're going to wuss out, do it with style.
[00:13:21.819 --> 00:13:28.423]  And this next one, you might think I'm being a little silly, but hey, if you're going to do this, you might as well go all the way, right?
[00:13:29.083 --> 00:13:30.804]  Guaranteed not to offend.
[00:13:31.084 --> 00:13:34.146]  Instead of park rangers, why not
[00:13:35.186 --> 00:13:36.107]  Power Rangers.
[00:13:36.467 --> 00:13:39.530]  Now look, I'm not trying to turn this into The Daily Show.
[00:13:40.071 --> 00:13:43.554]  I'm just saying, give me a f***ing break.
[00:13:48.718 --> 00:13:56.746]  The stories are up on Infowars.com saying that they're going to riot, they're going to burn stuff down if Trump gets the nomination.
[00:13:57.887 --> 00:13:58.467]  What are you going to do?
[00:13:58.507 --> 00:14:00.049]  Burn down your own neighborhood and then
[00:14:01.035 --> 00:14:06.580]  Maybe shoot some firefighters and, you know, get put in prison and then wonder why no one puts businesses in your neighborhood.
[00:14:06.700 --> 00:14:08.502]  Oh, that'll really show everyone.
[00:14:08.522 --> 00:14:24.076]  And then that'll create massive racial and cultural division in America, which the globalists, the same ones that run the media, the same ones that put Beyonce on during the Super Bowl, you know, saying, attack the police and saying, hate your boyfriend or your husband and beat cars with baseball bats.
[00:14:24.276 --> 00:14:26.038]  They're teaching all this fake rebellion.
[00:14:27.287 --> 00:14:44.616]  So you'll go out and rebel against the cops, or against your husband, or against the gringo, or against the whatever the case is, thinking you're doing something when all you're doing is dividing and conquering the country, just how the British Empire and the Roman Empire and every other empire always controlled its vassals.
[00:14:45.016 --> 00:14:46.296]  You know what a vassal is?
[00:14:46.456 --> 00:14:47.297]  It's a slave.
[00:14:53.072 --> 00:14:57.431]  Totally ridiculous to see what the public schools and the universities...
[00:14:58.720 --> 00:15:27.188]  And MTV and the NFL and every other mainstream cultural avenue pushes race-based, hate-filled, black and Hispanic and Asian groups to run around vitriolically saying white people are the progenitors of all forms of evil on the globe so that classically liberal white people will circle the wagons, self-segregate, and be the management class in the collapsing West.
[00:15:28.567 --> 00:15:29.788]  Over all the other groups.
[00:15:30.569 --> 00:15:40.738]  So they're actually bringing back classical racism, but through the left, and the people caught up in it have no idea how sophisticated the operation is.
[00:15:42.900 --> 00:15:50.186]  But it's amazing, as the Gateway Pundit reports, anti-Trump groups, big Republican donors like the Koch brothers, spent $75.7 million
[00:15:55.004 --> 00:15:55.765]  All right.
[00:16:09.991 --> 00:16:11.572]  But it flipped, and it's already going way back up.
[00:16:11.872 --> 00:16:12.452]  And why is that?
[00:16:12.832 --> 00:16:35.782]  Because the establishment left, all over the country came out, following the mainstream media directive, and beat up the evil crackers, beat up the evil gringos, the trendy white justice warrior, white knights, spit on and attacked the other evil Trump supporters, beat up the Hispanic Trump supporters, beat up the black Trump supporters, spit on everyone,
[00:16:36.582 --> 00:16:41.163]  And the mainstream media didn't really cover it, starting in Chicago and other areas.
[00:16:41.183 --> 00:16:44.324]  They lied and said it was all Trump's fault, and Ted Cruz said it was all Trump's fault.
[00:16:44.584 --> 00:16:56.347]  But the Internet, and Infowars.com, more than anybody, our reporters, Rob Dew, Josh Owens, and others on the ground, showing everybody how it's done.
[00:16:57.742 --> 00:16:59.903]  Went to town, after town, after town.
[00:17:00.663 --> 00:17:13.467]  Joe Biggs and the rest of the crew just always going out to town, after town, after town and city and showing the vile anti-free speech, foaming at the mouth, frothing hordes.
[00:17:16.668 --> 00:17:18.868]  And it educated everyone very, very quickly.
[00:17:18.948 --> 00:17:20.809]  I mean, conservatively.
[00:17:21.846 --> 00:17:33.436]  Just our videos every week showing people knocking out windows, attacking cars, beating people up, screaming Viva La Raza for those inside the race, everything, for those outside the race, nothing.
[00:17:33.456 --> 00:17:36.158]  I mean, that is a literal Nazi slogan if whites were using it.
[00:17:36.618 --> 00:17:42.143]  That is literal Adolf Hitler talk, but being spewed by university brainwashed Hispanics.
[00:17:45.005 --> 00:17:45.846]  And it blew up in their face.
[00:17:48.042 --> 00:17:52.504]  10 million views every week, separate from all our other views and listeners.
[00:17:53.364 --> 00:17:53.724]  10 million!
[00:17:54.624 --> 00:18:03.207]  And by the way, that's just on our channels on Facebook and our YouTube channels, not even counting what we show to millions on radio and TV, and not counting everybody else's sites.
[00:18:03.327 --> 00:18:04.428]  I don't have time to go look.
[00:18:05.288 --> 00:18:17.152]  I went and looked at one video Rob Deuce shot in California that had 3.4 million views on one of our channels, half a million on the other channel, and then I found another channel with 2 million views, another channel with 4 million views,
[00:18:17.392 --> 00:18:20.036]  I mean that's like 10 million views one video.
[00:18:20.216 --> 00:18:24.503]  So when I say 10 million, that is a giant understatement because I don't have time to go track it all.
[00:18:24.823 --> 00:18:27.067]  Because I'm too busy moving on to the next globalist target.
[00:18:28.308 --> 00:18:29.390]  That is devastation.
[00:18:30.376 --> 00:18:32.077]  And of course, Trump is a dinosaur.
[00:18:32.277 --> 00:18:35.738]  But at least he is a patriot and a nationalist, it appears.
[00:18:36.559 --> 00:18:38.419]  He still goes on the Little Fox and Friends.
[00:18:39.220 --> 00:18:41.741]  And he still goes on the O'Reilly with his 3 million viewers.
[00:18:41.781 --> 00:18:43.941]  And he still does all that judiciously.
[00:18:44.142 --> 00:18:45.862]  We're not here clamoring like baby birds.
[00:18:45.922 --> 00:18:46.743]  Please come on, Trump.
[00:18:47.003 --> 00:18:47.783]  Please come on, Trump.
[00:18:48.043 --> 00:18:49.564]  We just want the insides of the campaign.
[00:18:50.564 --> 00:18:53.405]  We don't care if a, you know, senator or somebody comes on.
[00:18:53.665 --> 00:18:54.586]  People tune out for that.
[00:18:54.806 --> 00:18:59.828]  Folks like Trump coming on, but not as much as just having some listener call in with a great point.
[00:19:04.906 --> 00:19:09.309]  There's a very important question that needs to be answered.
[00:19:10.450 --> 00:19:12.091]  Will humanity survive?
[00:19:13.773 --> 00:19:15.774]  And to look at that threat we have to ask another question.
[00:19:16.435 --> 00:19:27.183]  What is the number one obstacle to human beings and our species surviving and becoming a type 1 civilization that isn't just dependent on this planet?
[00:19:28.854 --> 00:19:39.220]  You could say that it's changes in the heavens, suns going supernova, tectonic earthquake and volcano events, nuclear weapons, genetic engineering.
[00:19:40.741 --> 00:19:50.126]  But if you look at the race, the acceleration of technological development, I think the biggest threat overall is humanity not pacing ourselves.
[00:19:52.005 --> 00:19:53.345]  We're good to go.
[00:20:17.319 --> 00:20:23.386]  Seeks black market brain implants in bid to plug into artificial intelligence matrix.
[00:20:23.846 --> 00:20:31.934]  And they're going to go through the dangerous surgeries of being hooked up, not just with a few wires, but with thousands of connections total to the brain.
[00:20:33.171 --> 00:20:37.418]  to an AI computer to try to merge consciousness.
[00:20:37.878 --> 00:20:46.732]  My father, a physician, recently went back to continuing education, part of keeping his medical license, and he brought me back some of the literature they gave them.
[00:20:47.172 --> 00:20:47.934]  This is from the state
[00:20:48.454 --> 00:20:53.499]  Medical boards right here in Texas that soon you'll have to have a DNA chip to get a prescription.
[00:20:54.039 --> 00:21:10.395]  Not just that chips are going to be on the pills and medicines themselves, but now you're going to have to give your blood, basically every time, a tiny prick, into a DNA chip database that tracks everything going on in your body as well as your genes.
[00:21:11.536 --> 00:21:13.878]  In this short report we're only scratching the surface.
[00:21:15.424 --> 00:21:20.991]  And the big issue here is things they denied 20, 30 years ago that were going on, they're now admitting today.
[00:21:21.632 --> 00:21:23.995]  What are they doing that we don't know about?
[00:21:25.014 --> 00:21:26.715]  We need to have a debate about our species.
[00:21:27.596 --> 00:21:42.005]  We need to understand that the global elite have decided we're obsolete and are moving towards a robotic future where there's no place for humanity, as Bill Joy wrote over 15 years ago for Wired Magazine in his article, Why the Future Doesn't Meet Us.
[00:21:42.826 --> 00:21:43.866]  And the numbers are in.
[00:21:44.467 --> 00:21:45.207]  Screen time.
[00:21:45.608 --> 00:21:46.488]  All the television.
[00:21:46.608 --> 00:21:48.329]  All the prescription drugs.
[00:21:48.389 --> 00:21:50.251]  This modern culture is killing us.
[00:21:50.571 --> 00:21:51.712]  Our IQs are dropping.
[00:21:52.472 --> 00:21:54.153]  People are becoming more and more ignorant.
[00:21:54.713 --> 00:21:57.934]  Society is unraveling and falling apart.
[00:21:58.374 --> 00:22:04.097]  So we know that the fruits of this high-tech poison tree are literally killing us.
[00:22:04.677 --> 00:22:17.542]  The answer is getting back to healthy living, gardening, spending time with our families, less screen time, and also using compounds that Mother Nature has produced that are known to boost our natural abilities.
[00:22:18.243 --> 00:22:19.763]  Humans have built an incredible world.
[00:22:20.223 --> 00:22:21.424]  We can change our environment.
[00:22:21.844 --> 00:22:30.126]  We do have that magic spark, but the elite think we're ugly and bad and have decided it's time that humans be thrown on the ash heap of history.
[00:22:30.827 --> 00:22:46.631]  We have taken some of the compounds that Mother Nature has produced and gotten the cleanest, purest sources of it and put it together in BrainForce, one of the most highly reviewed nootropic brain boosters on the market today that has an incredibly affordable price.
[00:22:47.091 --> 00:22:53.818]  Check out Brain Force today and other game-changing compounds like X2, Survival Shield, at InfoWarsLife.com.
[00:22:54.138 --> 00:22:56.521]  Again, that's InfoWarsLife.com or call toll-free, 888-253-3139.
[00:23:14.448 --> 00:23:19.032]  Voting fraud activist Gary Welsh was found dead leading up to the Indiana primary.
[00:23:19.212 --> 00:23:30.863]  Police found Welsh's body in an apartment complex stairwell in Indianapolis, Indiana on May 1st with, as a witness reported, a gun lying beside him and quickly ruled it a suicide.
[00:23:31.024 --> 00:23:33.506]  Investigative journalist Wayne Madsen reported
[00:23:33.826 --> 00:23:34.047]  I'm good.
[00:23:48.729 --> 00:23:49.369]  We're good to go.
[00:24:07.122 --> 00:24:12.248]  My prediction is that Trump wins Indiana with just shy of 50% of the vote.
[00:24:12.468 --> 00:24:23.660]  Welsh was also one of the insiders who told Madsen about the foam parties Rubio reportedly attended during the early to mid-1990s at gay entertainment venues in South Florida.
[00:24:24.080 --> 00:24:34.829]  He was the source of the photographs of the guy who looked an awful lot like Rubio at the foam parties in South Beach, Miami.
[00:24:35.209 --> 00:24:42.975]  That made its way into the debate when Chris Christie, the governor of New Jersey, kept referring to Marco Rubio as the boy in the bubble.
[00:24:43.936 --> 00:24:46.076]  I think it was quite clear what he was referring to.
[00:24:46.517 --> 00:24:56.699]  Gary Welsh, who ran Advance Indiana out of Indianapolis, an attorney, a Republican party, but certainly not a Cruz guy or a Rubio guy.
[00:24:56.799 --> 00:24:58.039]  I believe he supported Trump.
[00:24:58.819 --> 00:25:01.660]  They're saying he shot and killed himself over the weekend.
[00:25:02.060 --> 00:25:03.900]  They found a gun next to his body.
[00:25:03.960 --> 00:25:08.441]  The police said, oh, well, we're basing our suicide, even without the autopsy.
[00:25:08.941 --> 00:25:12.942]  We know how cops are with autopsies, or the lack thereof.
[00:25:13.682 --> 00:25:14.303]  Yeah.
[00:25:31.658 --> 00:25:38.481]  But, you know, I mean, I get to the promised land, but he, you know, he obviously knew that his life was being threatened.
[00:25:38.721 --> 00:25:40.362]  With all these cases like the D.C.
[00:25:40.422 --> 00:25:57.149]  Manum, Danny Casolaro, Gary Webb, who I have been in contact with prior to his supposedly shooting himself twice in the head, the police find and reporters find friends that say, oh, he was despondent.
[00:25:58.373 --> 00:25:59.774]  He had financial problems.
[00:26:00.275 --> 00:26:02.496]  The New York Daily News said, well, he was gay.
[00:26:02.536 --> 00:26:04.898]  What in the world does that have to do with it?
[00:26:05.239 --> 00:26:06.019]  Yeah, exactly.
[00:26:06.279 --> 00:26:25.135]  Along with the revelations about Rubio's past, Welsh was also pushing the narrative surrounding the evidence that Ted Cruz's father, Rafael, was somehow involved in the JFK assassination, as this photo shows what appears to be Ted Cruz's father standing to Lee Harvey Oswald's left.
[00:26:25.535 --> 00:26:28.037]  As one of Welsh's clients, Greg Wright, wrote,
[00:26:28.237 --> 00:26:30.578]  Welsh was unafraid of unmasking corruption.
[00:26:30.758 --> 00:26:33.378]  Many of his friends had suggested that he be careful.
[00:26:33.578 --> 00:26:36.339]  He represented being a matter I'd put before the Commission.
[00:26:36.399 --> 00:26:47.742]  I had asked the election board if then-Senator Richard Lugar and his wife, Charlene, had voted illegally in Marion County because they have not lived at the home address on their registration for more than three decades.
[00:26:48.062 --> 00:26:49.562]  Gary won that case.
[00:26:49.842 --> 00:26:57.064]  The reasoning behind Welsh's untimely demise has been attributed to depression due to dealing with financial difficulties.
[00:26:57.304 --> 00:26:59.085]  But how can we ever know that for sure?
[00:26:59.445 --> 00:27:01.146]  Gary Welsh loved America.
[00:27:01.606 --> 00:27:07.550]  Uncovering corruption is one of the most positively invigorating pursuits anyone can experience.
[00:27:08.050 --> 00:27:18.195]  The elephant in the room here is, why would Welsh kill himself right before the results were to be announced for an election he was working tirelessly to influence?
[00:27:18.796 --> 00:27:20.797]  John Bowne for InfoWars.com
[00:27:26.411 --> 00:27:29.192]  Thank you for joining us in this Cinco de Mayo celebration.
[00:27:29.232 --> 00:27:36.514]  We'd like to ask all white people, please remove your American flag t-shirts at this point, so we can start the celebration.
[00:27:36.814 --> 00:27:37.894]  What does Cinco de Mayo mean?
[00:27:37.914 --> 00:27:43.035]  Cinco de Mayo is when the Mexican army fought against the French army.
[00:27:43.556 --> 00:27:45.236]  So, what happened in 1960, no 1860...
[00:27:50.147 --> 00:27:55.970]  The French army invaded Mexico because they wanted Mexico to pay for some debt.
[00:27:56.610 --> 00:28:02.412]  So they invaded and President Benito Juarez fought against the French.
[00:28:02.452 --> 00:28:04.453]  So it was just like some battles.
[00:28:04.633 --> 00:28:05.934]  The main battle was in Puebla.
[00:28:07.006 --> 00:28:11.667]  But here in the U.S., people celebrate it as Mexico's independence.
[00:28:11.747 --> 00:28:13.888]  Well, did you hear about what's going on in California?
[00:28:13.928 --> 00:28:30.553]  The Ninth Circuit Court of Appeals just ruled that on Cinco de Mayo that white high school students are not allowed to display the red, white, and blue or display American flag t-shirts during Cinco de Mayo for fear it may cause racial tension.
[00:28:30.573 --> 00:28:31.333]  What do you think about that?
[00:28:31.553 --> 00:28:36.877]  I mean, if they take it as a racial thing, I wouldn't take it as that.
[00:28:37.037 --> 00:28:39.779]  I mean, they have the right to wear the flag every day.
[00:28:39.799 --> 00:28:41.740]  Do you agree with that, or what are your thoughts on that?
[00:28:41.920 --> 00:28:43.361]  It's a very difficult subject.
