[00:00:20.185 --> 00:00:22.006]  Welcome to the Info Wars Nightly News.
[00:03:33.180 --> 00:03:36.124]  I have now seen Director Comey's letter to Congress.
[00:03:36.864 --> 00:03:42.852]  We are 11 days out from perhaps the most important national election of our lifetimes.
[00:03:43.633 --> 00:03:45.855]  Voting is already underway in our country.
[00:03:46.576 --> 00:03:51.722]  So the American people deserve to get the full and complete facts immediately.
[00:03:52.643 --> 00:04:00.306]  The director himself has said he doesn't know whether the emails referenced in his letter are significant or not.
[00:04:01.026 --> 00:04:06.048]  I'm confident, whatever they are, will not change the conclusion reached in July.
[00:04:06.828 --> 00:04:14.831]  Therefore, it's imperative that the Bureau explain this issue in question, whatever it is, without any delay.
[00:04:16.072 --> 00:04:18.414]  Yes, that is the big breaking news today.
[00:04:18.454 --> 00:04:25.921]  The FBI is reopening the investigation into Clinton's emails, and you can see Donald Trump was just beside himself with this news.
[00:04:26.302 --> 00:04:33.309]  So this is just the latest October surprise for Hillary Clinton, and this comes just about 10 days away from the election.
[00:04:33.349 --> 00:04:34.610]  So this is really exciting.
[00:04:34.650 --> 00:04:36.372]  People are kind of on the edge of their seat now.
[00:04:36.952 --> 00:04:40.777]  So this was in a letter sent to committees and lawmakers who are relevant to the matter.
[00:04:40.997 --> 00:04:52.650]  FBI Director James Comey cited recent developments for the decision to look into new emails which may contain classified information and how they may relate to its previous investigation.
[00:04:53.311 --> 00:04:58.294]  So these are recent developments and it's in connection with an unrelated case.
[00:04:58.815 --> 00:05:03.318]  So the FBI learned of the existence of emails that appear to be pertinent to the investigation.
[00:05:03.758 --> 00:05:22.711]  Comey says he's I'm writing to inform you that the investigative team briefed me on this yesterday and I agreed that the FBI should take appropriate investigative steps designed to allow investigators to review these emails to determine whether they contain classified information as well as anything that's important to the other investigation.
[00:05:23.471 --> 00:05:25.152]  So this is really exciting.
[00:05:25.312 --> 00:05:28.193]  Hillary Clinton's campaign, of course, is saying, give us a little more information.
[00:05:28.253 --> 00:05:33.774]  You're making this sound as if it's just dire, terrible, of course, as classified information.
[00:05:34.094 --> 00:05:40.216]  So they're immediately saying, tell us what's in the emails, but be careful what you wish for because you just might get it.
[00:05:42.117 --> 00:05:49.925]  Apparently, these new emails came about the unrelated case was due to the investigation into Anthony Weiner.
[00:05:50.405 --> 00:05:54.730]  So now he's not just exposing himself anymore, he might be exposing the Clintons.
[00:05:55.390 --> 00:06:05.540]  So these new emails were found after the FBI seized an electronic device that was once shared between Anthony Weiner and his estranged wife, Huma Abedin.
[00:06:06.181 --> 00:06:14.728]  So they were investigating illicit text messages that Mr. Wiener sent to a 15-year-old girl in North Carolina.
[00:06:15.289 --> 00:06:19.913]  And so now the bureau tells Congress that it had uncovered new emails related to the Clinton case.
[00:06:20.413 --> 00:06:23.536]  One federal official said they numbered in the thousands.
[00:06:24.116 --> 00:06:39.430]  So are these new emails that she allegedly turned them all over but now she didn't and now we already know that Hillary Clinton's staff including Cheryl Mills and Huma Abedin were using private emails to communicate with Hillary Clinton and do other business but
[00:06:40.711 --> 00:06:46.693]  Now we know that Hillary's Chief of Staff, Cheryl Mills, used a personal email for state business!
[00:06:47.113 --> 00:06:54.555]  So this is Cheryl Mills, who the FBI agreed to destroy her laptops and give her immunity in exchange for her testimony.
[00:06:54.916 --> 00:07:05.859]  And like we've been saying all along, it's insane that she was allowed to continue on representing Clinton in this case, even though she herself was a witness and frankly guilty of doing the same thing.
[00:07:05.919 --> 00:07:08.280]  So it's just crazy all around.
[00:07:08.600 --> 00:07:08.960]  But this is
[00:07:09.560 --> 00:07:14.161]  This evidence is being revealed in the latest cache of emails released by Judicial Watch.
[00:07:14.562 --> 00:07:23.584]  Approximately 10% of Abedin's emails released through this FOIA request were addressed to one of Mills' various personal email addresses.
[00:07:23.624 --> 00:07:24.425]  She had several.
[00:07:24.885 --> 00:07:37.889]  So several of these emails were found to contain such highly sensitive material that the State Department redacted 100% of the content pages, marking many pages with a bold stamp reading, Page Denied.
[00:07:38.729 --> 00:07:47.773]  So, you know, of course, everyone, everyone's probably scrambling to try and get Hillary Clinton off because they're going to get taken down with her for doing the exact same thing.
[00:07:48.334 --> 00:07:55.177]  Now, here's another great WikiLeaks email coming out that I'm sure Hillary and her people just wish these would go away.
[00:07:55.217 --> 00:07:57.318]  That's why they keep trying to tell you it's all about the Russians.
[00:07:58.038 --> 00:08:09.023]  Well, now we have some more insight into all of those celebrity endorsements or you see the Democratic National Convention where it's just like a celebrity extravaganza.
[00:08:09.383 --> 00:08:12.425]  That's because they think you're dumb.
[00:08:12.785 --> 00:08:20.949]  And that's why they roll out these celebrities to get these celebrity endorsements, because that's how to reach effing dumb young people.
[00:08:21.209 --> 00:08:22.570]  So this is marketing executive
[00:08:24.062 --> 00:08:37.766]  Wendy Braunfein and she tells John Podesta that Clinton may not be the best face to attract younger voters and that she needs to utilize trending figures as part of an infusion to pull younger voters because that's the crap that young people pay attention to.
[00:08:38.206 --> 00:08:42.848]  It's effing dumb but being cool counts for more than maybe it should.
[00:08:43.408 --> 00:08:45.229]  So basically they're saying if somebody
[00:08:46.469 --> 00:08:52.311]  Identifies as cool and they endorse Hillary Clinton, then that means all of their other stupid little minions will follow suit.
[00:08:52.671 --> 00:09:00.813]  So isn't it interesting that we also know that they were saying that there was other emails saying that black voters also calling them dumb.
[00:09:01.173 --> 00:09:09.976]  It's interesting now that Hillary Clinton is throwing this huge concert with Jay-Z in Ohio to get those black voters to come, and here they're explaining why.
[00:09:10.096 --> 00:09:12.937]  Because they think that's how dumb you are, that you won't think for yourself
[00:09:13.317 --> 00:09:16.439]  You'll just do whatever Jay-Z and Beyonce tell you to do.
[00:09:16.619 --> 00:09:17.300]  So there you go.
[00:09:17.340 --> 00:09:18.981]  That's how they really feel about you.
[00:09:19.021 --> 00:09:21.963]  But you know what, frankly, Hillary, people are not that dumb.
[00:09:22.323 --> 00:09:28.427]  So after Hillary Clinton showed her support for a female draft, it's now sparking outrage.
[00:09:28.467 --> 00:09:34.911]  People are hijacking the hashtag and now it's trending, draft our daughters.
[00:09:35.211 --> 00:09:42.077]  These are memes totally mocking Hillary's war, total war policies, which could easily ignite World War III.
[00:09:42.498 --> 00:09:47.302]  So they're saying, yeah, I'm with her on the front lines against nuclear war with Russia.
[00:09:47.802 --> 00:09:49.964]  You know, we're not going to be that stupid.
[00:09:50.344 --> 00:09:58.932]  She thinks, her and her campaign, and basically everyone here on the left, thinks you're so stupid that you are going to sign up to go fight Hillary Clinton's nuclear wars.
[00:10:01.573 --> 00:10:04.154]  Remember when Obama said, rigged elections?
[00:10:04.454 --> 00:10:06.035]  What does that even mean?
[00:10:06.255 --> 00:10:17.319]  Well, we all knew that he is obviously full of it, but now there's 2006 audio emerging of Hillary Clinton actually proposing rigging the Palestine election.
[00:10:18.436 --> 00:10:22.662]  I do not think we should have pushed for an election in the Palestinian territories.
[00:10:22.682 --> 00:10:24.725]  I think that was a big mistake.
[00:10:24.785 --> 00:10:32.835]  And if we were going to push for an election, then we should have made sure that we did something to determine who was going to win.
[00:10:33.416 --> 00:10:34.577]  So isn't that interesting?
[00:10:34.898 --> 00:10:42.525]  She says, if we're going to allow them to have an election, we might as well make sure that we're going to get the outcome that we want.
[00:10:42.985 --> 00:10:46.629]  Seems like it was practice for this election cycle.
[00:10:46.849 --> 00:10:50.413]  Probably, who knows, countless other election cycles, but that's what we're seeing now.
[00:10:50.473 --> 00:10:51.534]  So this is sort of the practice.
[00:10:51.854 --> 00:10:52.675]  They allow us
[00:10:53.095 --> 00:10:59.520]  To believe we're getting the opportunity to choose our new leader, our new overlord, when really they're rigging the election.
[00:10:59.820 --> 00:11:03.563]  And she's talking about it on this audio that had never been heard before.
[00:11:04.324 --> 00:11:04.924]  They kept it.
[00:11:05.785 --> 00:11:06.786]  It has never been released.
[00:11:06.826 --> 00:11:13.751]  It was only heard by a few staffers that were in the room, but they just played it for The Observer here today with this article.
[00:11:13.791 --> 00:11:15.072]  So this is pretty impressive.
[00:11:15.413 --> 00:11:18.615]  But, you know, I'm sure she was just talking specifically about this one
[00:11:19.696 --> 00:11:22.458]  country that she wanted to infiltrate and destabilize.
[00:11:22.518 --> 00:11:25.220]  I'm sure she's not guilty of doing that anywhere else.
[00:11:25.520 --> 00:11:26.561]  You know, unheard of.
[00:11:26.621 --> 00:11:27.302]  How dare you?
[00:11:27.942 --> 00:11:29.583]  And now we're getting more video.
[00:11:29.944 --> 00:11:33.166]  More people are outraged seeing their votes being flipped.
[00:11:33.847 --> 00:11:35.828]  This is a woman in Hollywood, Maryland.
[00:11:35.888 --> 00:11:43.414]  She's just the latest in a number of early voters to claim that her ballot was switched to Hillary Clinton after she tried to vote for Donald Trump.
[00:11:43.974 --> 00:11:48.257]  She said she had seen reports on the news of this happening, so she paid attention.
[00:11:48.677 --> 00:11:52.919]  She voted a straight Republican ticket, and she went back, she checked, and it had switched.
[00:11:53.320 --> 00:11:58.183]  So it switches there on your presidential and your VP pick, even if you vote a straight Republican ticket.
[00:12:00.424 --> 00:12:04.965]  She alerted an election official who told her to just go vote for a second time.
[00:12:05.346 --> 00:12:08.347]  So she went back the second time and made sure that they didn't change it.
[00:12:08.387 --> 00:12:12.308]  But that's what everyone out there needs to do because this is happening across the country.
[00:12:12.768 --> 00:12:19.830]  And I mean, how many people have already voted and maybe didn't even think to check and make sure that it had been switched?
[00:12:20.210 --> 00:12:24.952]  Because you're counting on this technology to do best by you, to do right by you.
[00:12:25.892 --> 00:12:42.420]  So the Daily Mail was actually kind of seeing if there's any credence to this whole worry about vote rigging and election fraud and they did a little snapshot survey based on some convictions just in the last five years and they have, I mean if you scroll up you can see the pictures there with these people.
[00:12:43.359 --> 00:12:47.141]  People were offering drugs for votes, like cocaine.
[00:12:47.541 --> 00:12:48.762]  Ballots were for sale.
[00:12:48.842 --> 00:12:50.682]  They had corrupt poll workers.
[00:12:51.063 --> 00:12:57.285]  There was a magistrate and even a nun, all convicted of illegal voting, voter fraud.
[00:12:58.506 --> 00:13:04.529]  So you really have to ask yourself, are you sure that this election's integrity is beyond doubt?
[00:13:10.786 --> 00:13:28.591]  FBI Director James Comey, in a surprising letter to Congress, laid out the vague details of the possibility of a re-opening of an FBI investigation into newly discovered Clinton emails from Hillary Clinton's national security-threatening personal email server debacle.
[00:13:28.731 --> 00:13:34.613]  The letter, addressed to a swath of congressional chairmen, read, in previous congressional testimony,
[00:13:34.833 --> 00:13:35.434]  I don't know.
[00:13:49.830 --> 00:13:49.990]  Yes, sir.
[00:14:13.513 --> 00:14:14.734]  As always, thanks for watching.
[00:14:32.566 --> 00:14:44.788]  FBI Director James Comey stated, Republican Congressman Jason Chaffetz, who led an oversight committee effort to pursue perjury charges against Hillary, immediately tweeted about the FBI's announcement.
[00:14:45.008 --> 00:14:53.590]  It read, FBI Director just informed me the FBI has learned of the existence of emails that appear to be pertinent to the investigation.
[00:14:53.670 --> 00:14:55.030]  Case reopened.
[00:14:55.310 --> 00:14:58.591]  The campaign trail was thrown into chaos by the news.
[00:14:58.971 --> 00:15:08.136]  When this news of the FBI's investigation, when it just happened a little while ago, they said, Mr. Trump, I think they'd understand.
[00:15:08.696 --> 00:15:11.657]  We could skip your speech in New Hampshire.
[00:15:11.878 --> 00:15:12.678]  This is so big.
[00:15:13.018 --> 00:15:20.422]  I said, I don't have the courage to skip the speech in New Hampshire.
[00:15:20.462 --> 00:15:22.363]  Believe me, I don't have the courage.
[00:15:23.109 --> 00:15:35.303]  I think whatever is going on here sets up a first term that is going to be a really raucous one filled with more investigations, maybe impeachment proceedings.
[00:15:35.463 --> 00:15:37.866]  You've got to believe somebody's going to want to do that.
[00:15:38.487 --> 00:15:38.967]  Right, Robert?
[00:15:39.488 --> 00:15:45.692]  Well, it's actually already been articulated and signaled by House Oversight Committee Chairman Jason Chaffetz, a Republican of Utah.
[00:15:45.932 --> 00:15:49.494]  He's talking about ramping up GOP investigations in the new year.
[00:15:49.834 --> 00:15:51.195]  Should Secretary Clinton win?
[00:15:51.575 --> 00:15:56.638]  And we don't know if these emails pertain to her time while she was at the State Department.
[00:15:56.918 --> 00:15:58.559]  We just don't have any more information at this time.
[00:15:59.140 --> 00:16:03.922]  Okay, really, so you're just mystified by this whole thing?
[00:16:03.942 --> 00:16:05.383]  I wouldn't say we're mystified, but we're...
[00:16:06.904 --> 00:16:07.785]  We're just unaware.
[00:16:08.105 --> 00:16:11.786]  And Hillary, as expected, went on business as usual.
[00:16:12.167 --> 00:16:20.651]  When you question the very institutions of our democracy going back to the founding of our country,
[00:16:22.003 --> 00:16:24.626]  You are attacking democracy.
[00:16:25.347 --> 00:16:31.855]  Now, we have seen Donald Trump attack so many different kinds of Americans.
[00:16:32.095 --> 00:16:38.062]  We cannot just blow off what he's saying because he still is saying it.
[00:16:38.082 --> 00:16:40.665]  He's standing up in front of large crowds and
[00:16:41.710 --> 00:16:51.753]  You can see how he's egging them on, talking about rigged elections, talking about how we should just cancel the election and make him president.
[00:16:54.054 --> 00:16:54.674]  Right.
[00:16:54.874 --> 00:16:55.374]  Yeah.
[00:16:56.814 --> 00:16:59.535]  Well, we've got to be vigilant about this.
[00:17:00.075 --> 00:17:01.356]  This is this is not.
[00:17:02.304 --> 00:17:13.529]  Something to be made light of because there have been too many times in world history where somebody gets elected and then that's the last election that is held.
[00:17:14.230 --> 00:17:25.014]  So we have to not only stand up for whoever our candidates are, we have to stand up for the process of electing them because that's how we lead ourselves.
[00:17:25.054 --> 00:17:27.776]  That's how we make decisions together.
[00:17:28.615 --> 00:17:38.599]  Hillary's campaign has been nothing short of a parade of corruption and bottomless scandals morphing into her platform as she runs for the highest office in the land.
[00:17:38.879 --> 00:17:45.622]  At what point do the American people become an accessory to Hillary's crimes by simply voting for her?
[00:17:46.022 --> 00:17:47.943]  John Bowne for Infowars.com
[00:17:56.960 --> 00:18:00.442]  The Federal Reserve is a private banking cartel.
[00:18:00.522 --> 00:18:03.904]  The Fed is a sometimes very independent organization.
[00:18:03.964 --> 00:18:08.787]  What should be the proper relationship between a chairman of the Fed and a president of the United States?
[00:18:08.807 --> 00:18:11.708]  The Federal Reserve is an independent agency.
[00:18:11.829 --> 00:18:17.772]  There is no other agency of government which can overrule actions that we take.
[00:18:17.972 --> 00:18:21.556]  They print our money and then loan it to us at interest.
[00:18:21.996 --> 00:18:24.579]  The IRS is their collection agency.
[00:18:24.679 --> 00:18:33.208]  So long as that is in place and there is no evidence that the administration or the Congress or anybody else
[00:18:34.244 --> 00:18:43.009]  ...is requesting that we do things other than what we think is the appropriate thing, then what the relationships are don't frankly matter.
[00:18:43.089 --> 00:18:48.232]  Jeff Duncan says he saw IRS special agents using semi-automatic rifles at a gun range.
[00:18:48.733 --> 00:18:52.395]  Now he wants answers to why the agency needs that type of firepower.
[00:18:52.515 --> 00:18:54.536]  Is this global governance at last?
[00:18:54.616 --> 00:18:57.017]  Is it one world the central bank is in charge?
[00:18:57.098 --> 00:18:59.459]  Know your history and you will know your enemy.
[00:18:59.819 --> 00:19:00.920]  InfoWars.com
[00:19:01.340 --> 00:19:08.726]  The bottom line on nuclear weapons is that when the president gives the order, it must be followed.
[00:19:09.226 --> 00:19:16.872]  There's about four minutes between the order being given and the people responsible for launching nuclear weapons to do so.
[00:19:17.152 --> 00:19:19.233]  As president, I will make it clear.
[00:19:20.114 --> 00:19:24.855]  That the United States will treat cyber attacks just like any other attack.
[00:19:25.415 --> 00:19:30.757]  We will be ready with serious political, economic, and military responses.
[00:19:30.837 --> 00:19:33.818]  They're voting for peace on planet Earth if they vote for Trump.
[00:19:34.398 --> 00:19:37.199]  But if they vote for Hillary, it's war.
[00:19:37.239 --> 00:19:39.799]  We came, we saw, he died.
[00:19:42.228 --> 00:19:44.251]  With her, you'll end up in World War III.
[00:19:44.591 --> 00:19:48.075]  I want the Iranians to know that if I'm the president, we will attack Iran.
[00:19:48.275 --> 00:19:56.145]  Right now, Senator, for us to control all of the airspace in Syria would require us to go to war against Syria and Russia.
[00:19:58.083 --> 00:19:58.543]  The U.S.
[00:19:58.583 --> 00:20:02.186]  military has just raised the threat level to DEFCON 2.
[00:20:02.567 --> 00:20:10.173]  Meanwhile, Hillary Clinton is still threatening Russia with military action following unconfirmed reports of further hacking.
[00:20:10.553 --> 00:20:12.915]  It's like she's not even concerned about the repercussions.
[00:20:13.275 --> 00:20:16.278]  Of course not, because she's... Look, there's a really loud noise.
[00:20:16.658 --> 00:20:21.642]  Alright, looks like we're having a little bit of technical difficulties.
[00:20:21.662 --> 00:20:23.884]  We'll try to get Leanne back on in a few minutes.
[00:20:27.717 --> 00:20:32.128]  When the president gives the order, it must be followed.
[00:21:06.607 --> 00:21:13.711]  I am very proud to announce the introduction of the highest quality InfoWars Biome Defense Probiotic.
[00:21:14.072 --> 00:21:27.280]  We wanted to come out with the largest spectrum of high quality known probiotics that have been proven to improve overall digestion and health and detoxification in the body.
[00:21:28.220 --> 00:21:39.444]  Biome Defense is an exclusive blend of 50 billion live and active cultures from over 23 different probiotic strains that are known to support digestion and intestinal function.
[00:21:40.105 --> 00:21:46.067]  Our researchers are confident that we have been able to develop what will be the leading probiotic on the market.
[00:21:46.827 --> 00:21:55.211]  Secure your biome defense in ultra strength or regular strength at InfoWarsLife.com today and get started supporting your digestive system naturally.
[00:21:55.871 --> 00:22:04.055]  We've been testing this formula for years, but this is the limited first run to the public, so please take advantage of it today, support your own health, and support the InfoWar.
[00:22:06.656 --> 00:22:08.919]  Ladies and gentlemen, I've been on this the last few months.
[00:22:09.200 --> 00:22:17.031]  You've probably noticed I've been more crazed, more focused, less brain fog, more energy, more special reports, and it's because of Brain Force.
[00:22:17.813 --> 00:22:20.974]  One of the worst things with most energy products is it's not sustainable.
[00:22:21.255 --> 00:22:24.796]  This has a bunch of different antioxidants and compounds and polyphenols.
[00:22:24.816 --> 00:22:27.937]  Everybody's on these drugs to knock their brain out because the brain's so fried.
[00:22:28.438 --> 00:22:33.220]  We kept changing this formula over and over and over again until it became sort of a grand puzzle.
[00:22:33.760 --> 00:22:35.621]  For example, the L-theanine inside of it.
[00:22:35.961 --> 00:22:40.343]  That is activated by the different compounds in the Yerba Mate that we put inside of it as well.
[00:22:40.543 --> 00:22:42.604]  This just increases the compounds you already have.
[00:22:43.185 --> 00:22:44.686]  This is what you're actually designed to run on.
[00:22:44.806 --> 00:22:45.046]  Exactly.
[00:22:45.066 --> 00:22:48.869]  It's kind of like a car will run on one form of junky gas, but it runs really good on what it's designed for.
[00:22:49.369 --> 00:22:57.374]  You will find Brain Force, Survival Shield X2, and other game-changing products at InfoWarsLife.com or call 888-253-3139.
[00:23:05.151 --> 00:23:08.093]  Yesterday it was a stunning defeat for the federal government.
[00:23:08.913 --> 00:23:13.356]  Seven people arrested in the Oregon standoff were acquitted by a jury.
[00:23:13.376 --> 00:23:21.741]  And we're going to take a look at the reactions from the mainstream press, from social media, as well as from the federal marshals themselves.
[00:23:22.281 --> 00:23:25.322]  Who attacked the defense attorney in the courtroom.
[00:23:25.702 --> 00:23:33.564]  Absolutely unprecedented, as people who cover this in the area, a guy who worked for local press, that I've been covering court cases for a decade.
[00:23:33.884 --> 00:23:35.905]  I have never seen anything like this.
[00:23:35.925 --> 00:23:38.246]  So we're going to talk about all those different incidents.
[00:23:38.266 --> 00:23:39.406]  But first, this is what happened.
[00:23:39.686 --> 00:23:44.427]  As the New York Times reports it, Bundy Brothers acquitted in takeover of Oregon Wildlife Refuge.
[00:23:44.467 --> 00:23:46.048]  But look at the first thing they say.
[00:23:46.788 --> 00:23:48.469]  Armed anti-government protesters.
[00:23:48.529 --> 00:23:49.890]  No bias there about that, right?
[00:23:50.050 --> 00:23:53.593]  Well, they were armed and not in violation of any state laws.
[00:23:53.693 --> 00:23:57.035]  They openly carried, and that's not a violation.
[00:23:57.075 --> 00:24:02.638]  Many people that engaged me on social media said, you know, they're doing a protest and they're doing it carrying guns.
[00:24:02.999 --> 00:24:04.420]  It's called the First and Second Amendment.
[00:24:04.460 --> 00:24:05.340]  It's part of the Constitution.
[00:24:05.380 --> 00:24:06.421]  You should read it sometime.
[00:24:06.901 --> 00:24:11.904]  And you know, quite frankly, we've covered several different protests around here and
[00:24:12.785 --> 00:24:20.731]  Protests like the ones we did at the Alamo in favor of open carry, where we had a thousand people openly carrying, that was a very peaceful protest.
[00:24:21.291 --> 00:24:24.093]  Because the police didn't attack anybody who were openly carrying.
[00:24:24.153 --> 00:24:28.156]  So that's not a problem except for places like the New York Times.
[00:24:28.196 --> 00:24:29.537]  They say it was a surprise acquittal.
[00:24:30.217 --> 00:24:32.619]  And then we have a reaction from Ryan Bundy's wife.
[00:24:32.699 --> 00:24:39.084]  She said, I knew that what my husband was doing was right, but I was nervous because the judge was controlling the narrative.
[00:24:39.924 --> 00:24:41.125]  She said, they saw the truth.
[00:24:41.205 --> 00:24:42.587]  I am so grateful they saw it.
[00:24:42.987 --> 00:24:49.173]  And then the attorney who was attacked, Marcus Mumford, said that acquitting Mr. Bundy would be a victory for all Americans.
[00:24:49.193 --> 00:24:50.174]  That's what he told the jury.
[00:24:50.214 --> 00:24:51.415]  He said, they're deceiving you.
[00:24:52.116 --> 00:24:57.721]  And he gestured to the prosecutors, he said, it's the government that picks and chooses the rules it's going to comply with.
[00:24:58.402 --> 00:24:59.042]  Isn't that amazing?
[00:24:59.643 --> 00:25:07.187]  That's what we've seen with Hillary Clinton can do anything that she wishes and yet what they wanted to do was to send these people to jail for a very long time.
[00:25:07.807 --> 00:25:13.150]  They didn't charge them with criminal trespass and I talked to one of the defense attorneys today, Amanda Mendenhall.
[00:25:13.190 --> 00:25:15.872]  She was not there as the verdict was announced.
[00:25:16.092 --> 00:25:22.776]  She left the case after the closing arguments were made and it was turned over to the jury so she was even out of state at the time.
[00:25:23.096 --> 00:25:26.498]  They called her within 30 seconds of this happening and as she was on the phone to them
[00:25:26.998 --> 00:25:33.883]  They were clearing out the courtroom after the federal marshals attacked and then arrested the winning defense attorney.
[00:25:34.323 --> 00:25:39.767]  But one of the things that she told me was that it was overreach for the federal prosecutors.
[00:25:39.827 --> 00:25:44.730]  It was such a gross case of overreach that that's ultimately what defeated them.
[00:25:44.791 --> 00:25:46.792]  And yet we see that all the time from the federal government.
[00:25:46.812 --> 00:25:47.953]  Here's what they charge them with.
[00:25:48.433 --> 00:25:52.314]  They were charged with conspiracy to impede federal employees from discharging their duties.
[00:25:52.434 --> 00:25:53.674]  A conspiracy, okay?
[00:25:53.894 --> 00:25:54.094]  Right?
[00:25:54.114 --> 00:26:02.496]  The federal government, whenever you reveal what they're doing, or if they don't like what you're doing, or think that they want to get to you, they always charge you with conspiracy.
[00:26:03.556 --> 00:26:07.076]  But in this particular case, conspiracy to impede federal employees.
[00:26:07.336 --> 00:26:12.977]  They also faced federal weapon charges, and as the New York Times says, they could have been given very long sentences.
[00:26:13.017 --> 00:26:16.078]  The unanimous acquittals covered all charges but one.
[00:26:16.718 --> 00:26:24.563]  A theft of government property charge against Ryan Bundy for removing cameras mounted at the refuge with no verdict rendered on it.
[00:26:24.603 --> 00:26:26.125]  I don't think he actually took those cameras.
[00:26:26.165 --> 00:26:27.866]  I think he took the cameras down.
[00:26:28.726 --> 00:26:39.274]  Now, after this verdict was given, everybody not guilty, Mr. Mumford approached the bench and said, I would like for my clients, Ammon and Ryan, to be released.
[00:26:39.834 --> 00:26:43.276]  And the attorney who I spoke with, Amanda Mendenhall, said that
[00:26:44.878 --> 00:26:56.893]  The judge asked the federal marshals, said the federal marshals may have something to say about this, and Mumford continued on to say, well, I need to see some paperwork, I need to see a warrant, or they need to go free because you don't have jurisdiction here.
[00:26:57.813 --> 00:27:05.718]  Fox News reports that his Bundy brothers remain jailed following attorney's outburst in Oregon courtroom, making it look like it is the attorney's fault.
[00:27:06.339 --> 00:27:08.680]  KGW had a little bit more neutral headline.
[00:27:08.720 --> 00:27:11.162]  They said Bundy's attorney tackled by U.S.
[00:27:11.202 --> 00:27:12.983]  Marshals during heated argument with judge.
[00:27:13.443 --> 00:27:15.385]  Ammon Bundy's attorney was tackled by U.S.
[00:27:15.425 --> 00:27:20.728]  Marshals during a heated argument with the judge after his client was acquitted on all accounts Thursday afternoon.
[00:27:21.108 --> 00:27:26.292]  Here's the clip from the attorney who was tackled by the Marshals.
[00:27:26.872 --> 00:27:31.415]  So I said, well, if the Marshals have something to say about it, let's see what orders they have.
[00:27:31.455 --> 00:27:36.018]  Let's see what papers they have that give them authority to take him into custody again.
[00:27:36.359 --> 00:27:37.860]  Otherwise, Mr. Babbani's a free man.
[00:27:37.940 --> 00:27:41.542]  So I just turned to them and I said, guys, show me what papers you have.
[00:27:41.962 --> 00:27:49.388]  And the next thing I know, they surrounded me, they took a hold of me, and they were talking about how I was resisting arrest.
[00:27:49.728 --> 00:27:50.749]  Do you think they acted appropriately?
[00:27:50.769 --> 00:27:51.209]  All right, thank you.
