[00:00:00.210 --> 00:00:01.639]  The Alex Jones Show.
[00:10:06.890 --> 00:10:12.672]  You just hit them with like an ultrasound, basically, is what radiation does, that wavelength, and it rattles them apart.
[00:10:13.153 --> 00:10:14.153]  That's been known forever.
[00:10:14.894 --> 00:10:17.015]  Oh, it's mainstream news today.
[00:10:17.455 --> 00:10:18.435]  Oh my gosh.
[00:10:20.136 --> 00:10:21.577]  Don't keep your cell phone in your pocket.
[00:10:22.619 --> 00:10:24.900]  You're like, well, I'm not using it when it's in my pocket.
[00:10:25.280 --> 00:10:26.900]  It's sending messages back and forth.
[00:10:27.600 --> 00:10:28.680]  It's on all the time, folks.
[00:10:30.661 --> 00:10:36.102]  Oh, the New York Times admits scientists ponder the prospect of contagious cancer.
[00:10:38.823 --> 00:10:46.205]  They've known that cancer was transmissible for over 100 years in rat studies.
[00:10:47.505 --> 00:10:47.785]  Before 1900.
[00:10:47.945 --> 00:10:50.786]  I mean, I've made films on this subject.
[00:10:52.102 --> 00:11:00.769]  They know that over 100 million Americans got cancer from SV40 in the first 20 years plus of the polio vaccine.
[00:11:01.029 --> 00:11:20.345]  You can just type into a search engine, CDC documents on SV40 and cancer, and you'll get stuff released in the 70s from the 60s where they predict that 98 million was the number they used from their actuaries got cancers.
[00:11:21.266 --> 00:11:23.647]  That were non-existent or rare.
[00:11:24.007 --> 00:11:25.628]  That's why there's all these hundreds of new cancers.
[00:11:26.849 --> 00:11:27.669]  And then here's the big one.
[00:11:28.730 --> 00:11:36.873]  Every major vaccine you look at that deals with virus or attenuated, just so happens magically to have all these other weird viruses in it, and it's not an accident.
[00:11:37.494 --> 00:11:39.515]  It's the Rockefeller Foundation operation.
[00:11:40.155 --> 00:11:43.436]  I've had top brain surgeons and others on who've read the medical literature.
[00:11:43.496 --> 00:11:46.398]  I've read it too, but I mean, Russell Blaylock and others.
[00:11:50.680 --> 00:11:53.962]  Coming on to talk about the fact that it was a deliberate program.
[00:11:54.442 --> 00:11:59.865]  Of course, folks, things were even more toxic in our environment in the 20s and 30s.
[00:11:59.905 --> 00:12:06.308]  I mean, they used to dump toxic waste, mercury, lead, arsenic, stuff worse than that, right in the rivers.
[00:12:07.489 --> 00:12:08.889]  And we didn't have cancer rates like this.
[00:12:10.490 --> 00:12:12.831]  People ate bigger calorie meals than we do now.
[00:12:14.712 --> 00:12:15.773]  Why are we dying more?
[00:12:17.529 --> 00:12:35.611]  I've got all this world news to cover it's just that just on the medical end of things it's known and I've had the survivors and the nurses and people on in famous cases where people got killed
[00:12:36.616 --> 00:12:40.419]  To cover up what was going on in weaponized cancer research in the early 60s.
[00:12:41.080 --> 00:12:50.188]  And of course it's been declassified there was a plan to basically put cancer viruses into a sauce that would be put on Fidel Castro's food.
[00:12:52.469 --> 00:13:00.857]  So, this is personal for me and it's personal for everybody else because chances are your grandparents you lost, your mom, your dad, you name it.
[00:13:01.698 --> 00:13:03.979]  You wonder why the military has such high rates of cancer?
[00:13:03.999 --> 00:13:06.741]  There's a lot of reasons, but the biggest one is the vaccines.
[00:13:07.842 --> 00:13:11.985]  And the fact that the New York Times would come out with an article going, you know what?
[00:13:12.425 --> 00:13:17.768]  Scientists ponder the prospect of contagious cancer from vaccines.
[00:13:22.631 --> 00:13:27.675]  Ladies and gentlemen, cancer is part of the immortal cell line.
[00:13:29.076 --> 00:13:30.536]  And if you don't know what that is, it's
[00:13:32.332 --> 00:13:35.353]  They call it the immortal cell line in medical literature.
[00:13:35.933 --> 00:13:39.054]  It's one of the most highly studied things and one of the most secret things.
[00:13:41.195 --> 00:13:47.057]  But the cells actually are basically zombies.
[00:13:47.197 --> 00:13:47.857]  They're undead.
[00:13:50.718 --> 00:13:52.599]  Basically, vampire cell lines.
[00:13:53.219 --> 00:13:55.260]  And I don't mean vampires like Count Dracula.
[00:13:55.960 --> 00:13:57.941]  I mean, look it up.
[00:13:58.021 --> 00:13:58.881]  Immortal cell lines.
[00:14:00.267 --> 00:14:11.357]  There are some cancer cells that do not die unless you burn them.
[00:14:14.380 --> 00:14:23.668]  That's how powerful they are, and the elite are obsessed with it, because if you can figure out how to get that in the rest of the body, but not have it mutate, then you basically live forever.
[00:14:27.076 --> 00:14:27.896]  This is a big deal.
[00:14:27.916 --> 00:14:30.497]  And it's what the globalists are obsessed with.
[00:14:30.537 --> 00:14:32.858]  And this is just more of these realms we expose here.
[00:14:32.878 --> 00:14:34.099]  But look at this article.
[00:14:35.179 --> 00:14:38.420]  Scientists ponder the prospect of contagious cancer.
[00:14:38.540 --> 00:14:39.381]  Oh my goodness.
[00:14:42.282 --> 00:14:45.763]  That's why elites pay to have fresh surgical...
[00:14:46.960 --> 00:14:52.165]  Tools used and they go to private elite clinics in Switzerland and in Germany and other areas.
[00:14:52.205 --> 00:15:10.722]  This is in the medical news, but it's not popularly known because they understand that there are immortal cell lines or close to immortal cell lines of cancer that get stuck to those pieces of equipment, even if you put it in a autoclave, even if you dip them in acid.
[00:15:13.029 --> 00:15:13.770]  You can look this up.
[00:15:14.290 --> 00:15:16.332]  There's also things that aren't even really cancer cells.
[00:15:16.652 --> 00:15:17.773]  They're more like crystals.
[00:15:18.434 --> 00:15:23.758]  But they have a cellular replication system similar to biological cells.
[00:15:24.299 --> 00:15:25.680]  Call it nature's nanotech.
[00:15:26.861 --> 00:15:29.183]  Prions is one name of them.
[00:15:31.463 --> 00:15:34.724]  Spongiform encephalopathy, all that stuff's probably coming from it.
[00:15:35.104 --> 00:15:36.925]  Point is, this is the stuff going on out there.
[00:15:37.145 --> 00:15:38.786]  We're back in 1900 medicine.
[00:15:39.446 --> 00:15:46.589]  Bacteria and viruses and all this, and there's stuff way more complex than that, both organic and that's been artificially created.
[00:15:48.950 --> 00:15:51.391]  So, science is part of the prospect of contagious cancer.
[00:15:51.431 --> 00:15:55.752]  For all its peculiar horror, cancer comes with a saving grace.
[00:15:55.833 --> 00:15:56.413]  If nothing else,
[00:15:57.358 --> 00:15:59.399]  It talks about recent papers about contagious cells and viruses.
[00:16:22.824 --> 00:16:30.126]  This is like, this is like the New York Times coming out and saying, there may have been two brothers in Kitty Hawk out on the plains.
[00:16:30.486 --> 00:16:42.628]  Get this, they may have actually invented and documented, get ready for it, powered flight in 2016.
[00:16:43.368 --> 00:16:45.629]  Give the New York Times a Pulitzer Prize, folks.
[00:16:45.649 --> 00:16:46.589]  Did you know that?
[00:16:48.134 --> 00:16:52.737]  Did you know that most cancer is viral?
[00:16:52.757 --> 00:16:54.238]  Oh my gosh!
[00:16:54.258 --> 00:16:55.399]  Did you know it's declassified?
[00:16:55.419 --> 00:16:56.660]  They put it in the vaccines to kill us?
[00:16:56.880 --> 00:16:57.641]  You little worm!
[00:16:57.661 --> 00:17:05.066]  I mean, how do these worms write these articles to condition us and get us to accept the next phase when their own families will be killed?
[00:17:06.041 --> 00:17:06.541]  I don't care.
[00:17:07.322 --> 00:17:10.364]  It's too much fun to walk into the New York Times and go, uh, yeah, uh.
[00:17:10.624 --> 00:17:20.752]  Because the minute they try to write an article about what's really going on, they'll be out on their butts and won't be able to drink coffee at Starbucks with their New York Times name tag and go, uh, uh, uh, uh.
[00:17:21.012 --> 00:17:23.074]  I mean, people are enemies of humanity.
[00:17:23.094 --> 00:17:24.615]  I don't know about this particular person.
[00:17:24.635 --> 00:17:25.315]  They may be an idiot.
[00:17:25.896 --> 00:17:26.976]  George Johnson.
[00:17:29.138 --> 00:17:31.460]  And by the way, people think I'm being mean to George Johnson.
[00:17:37.702 --> 00:17:42.825]  If you don't know, and you're writing articles about this, you're the biggest idiot, and I read your article.
[00:17:42.885 --> 00:17:44.766]  You clearly are not an idiot, so there you go.
[00:17:44.786 --> 00:17:46.487]  This is a revelation of the method.
[00:17:47.928 --> 00:17:55.432]  It's like telling somebody that's been locked up in a basement for 20 years that there's, you know, that again, I'm going to discover the sun for you.
[00:17:56.292 --> 00:18:03.556]  The way they talk to their, and people that read the New York Times think they're like really smart, like it's channeling the mind of God.
[00:18:03.836 --> 00:18:05.037]  I've talked to people, I've seen people
[00:18:05.956 --> 00:18:08.017]  Have you seen me reading the New York Times before in a cafe?
[00:18:08.217 --> 00:18:10.197]  Or someone seen in my car?
[00:18:10.457 --> 00:18:12.798]  And I have reporters go, oh you read the New York Times?
[00:18:12.898 --> 00:18:17.219]  And I go, oh yes, but I thought you don't like them.
[00:18:20.200 --> 00:18:20.860]  What does that mean?
[00:18:23.521 --> 00:18:24.141]  I read everything.
[00:18:26.291 --> 00:18:30.392]  But it's like, oh my gosh, you, you, you, ooh!
[00:18:30.892 --> 00:18:33.572]  Imagine sitting around at cafes in public and just reading it.
[00:18:33.932 --> 00:18:36.893]  Oh, oh, I learned about cancer viruses today.
[00:18:37.133 --> 00:18:37.893]  Oh, I'm so smart.
[00:18:38.273 --> 00:18:43.474]  We're gonna go on a break and I'm gonna come back with the huge nuke news, the huge economic news, the Zika news, all of it.
[00:18:43.514 --> 00:18:45.794]  But this is what it comes down to.
[00:18:46.654 --> 00:18:55.316]  They are really rolling out a lot of stuff to the sheep right now because they're getting ready to go operational with weaponized cancer that'll eat the paint off your house and suck the chrome off a trailer hitch.
[00:18:56.331 --> 00:18:59.233]  Now, before we go, because it's really nanotech cancer.
[00:18:59.913 --> 00:19:00.753]  Hope everybody enjoys it.
[00:19:02.194 --> 00:19:05.816]  They're going to get all your money out of your bank account before they plant you six foot under.
[00:19:06.116 --> 00:19:07.177]  And so many people are going to be dead.
[00:19:07.217 --> 00:19:10.358]  They're passing laws all over the world to not let you get buried anymore, or even burned.
[00:19:10.379 --> 00:19:12.980]  They're going to make you get put in acid, turn into fertilizer for the earth.
[00:19:14.967 --> 00:19:15.988]  Anyways, we're gonna go to break.
[00:19:16.508 --> 00:19:24.094]  If you want to keep track of everything we cover here, I suggest you sign up for our free newsletter at InfoWars.com forward slash newsletter.
[00:19:24.694 --> 00:19:26.155]  InfoWars.com forward slash newsletter.
[00:19:26.175 --> 00:19:29.257]  Just go to InfoWars.com and there's a little box there that says newsletter.
[00:19:29.557 --> 00:19:31.719]  And then we send you special videos, special reports.
[00:19:32.339 --> 00:19:34.201]  And it's important for us to have...
[00:19:34.981 --> 00:19:42.067]  Contact with you because the more and more they're trying to censor us, especially if you're in the military, they're trying to keep you from being able to access us on base.
[00:19:42.367 --> 00:19:47.732]  So just go sign up with your private email so we can send you intel that, quite frankly, we don't send to anybody else.
[00:19:48.132 --> 00:19:50.834]  Infowars.com forward slash newsletter today.
[00:19:52.396 --> 00:19:55.198]  I'm Alex Jones, and I'm dedicated to humanity.
[00:19:55.878 --> 00:19:58.601]  I'm a maniac, I'm a wild man, and I'm not backing down.
[00:19:59.161 --> 00:20:01.643]  I know I'm under attack, and I'm giving everything I got.
[00:20:02.184 --> 00:20:03.665]  Join us in the fight for humanity.
[00:20:07.316 --> 00:20:10.777]  I'm just a sweet old lady who needs help crossing the street.
[00:20:11.037 --> 00:20:16.179]  But the real reason I want to get to the other side is so I can steal your identity along the way.
[00:20:16.479 --> 00:20:22.921]  While you're holding onto my hand, the RFID reader in my purse is capturing all your personal information.
[00:20:23.181 --> 00:20:26.982]  Debit cards, credit cards, even your work ID badge isn't safe.
[00:20:27.442 --> 00:20:29.963]  Oh, you have an RFID chipped subway pass?
[00:20:30.183 --> 00:20:31.604]  Well now, so do I!
[00:20:33.084 --> 00:20:37.726]  Protect yourself from crimes you can't see with ID Stronghold wallets, card sleeves, and purses.
[00:20:37.946 --> 00:20:43.649]  ID Stronghold pioneered RFID blocking technology over 10 years ago to prevent electronic pickpocketing.
[00:20:43.769 --> 00:20:46.350]  Even when your wallet is open, imitators don't do that.
[00:20:46.630 --> 00:20:51.412]  ID Stronghold wallets even cost about the same as wallets in most stores, but give you extra protection.
[00:20:51.513 --> 00:20:55.674]  Visit idstronghold.com and get the original RFID blocking wallet.
[00:20:55.854 --> 00:20:57.975]  I'm Walt Augustinowitz, founder and CEO.
[00:20:58.116 --> 00:21:00.977]  Protect yourself from crimes you can't see with ID Stronghold.
[00:21:02.922 --> 00:21:04.764]  IDStronghold.com.
[00:21:05.945 --> 00:21:07.426]  Are you tired of the cold this winter?
[00:21:07.906 --> 00:21:10.428]  Are you prepared for the next blizzard or snowstorm?
[00:21:10.929 --> 00:21:13.050]  What will you do when the power and heat go off?
[00:21:13.431 --> 00:21:14.532]  That could be our future.
[00:21:15.052 --> 00:21:21.597]  Fortress Clothing's Bug Out Bag with our head-to-toe solution is your one-step answer to survival in the cold.
[00:21:21.978 --> 00:21:28.263]  It doesn't expire, it doesn't go bad, it's lightweight and mobile, and it doesn't just sit on the shelf waiting for an emergency.
[00:21:28.743 --> 00:21:30.125]  You can use Fortress today.
[00:21:30.505 --> 00:21:33.609]  Be warm and comfortable if you or your family work in the cold.
[00:21:33.989 --> 00:21:42.660]  Be warm and comfortable while you play, hunt, fish, camp, ski, paraglide, go sledding with the family, or just shovel the walks.
[00:21:43.040 --> 00:21:44.302]  You will never be cold again.
[00:21:44.682 --> 00:21:47.003]  FortressClothing.com is the answer.
[00:21:47.343 --> 00:21:49.824]  Your emergency preparedness solution to the cold.
[00:21:50.204 --> 00:21:52.685]  Your solution to working or playing in the cold.
[00:21:53.046 --> 00:21:56.727]  Visit us at FortressClothing.com and enter RADIO.
[00:21:57.167 --> 00:21:59.768]  Buy now and receive your 20% off discount.
[00:22:00.129 --> 00:22:01.709]  You will never be cold again.
[00:22:02.169 --> 00:22:03.470]  FortressClothing.com.
[00:22:03.890 --> 00:22:05.331]  It could save your life one day.
[00:22:05.951 --> 00:22:15.276]  We use mobile devices right against our bodies every day, but growing scientific evidence has emerged showing serious health risks associated with exposure to EMF radiation emitted from these devices.
[00:22:15.376 --> 00:22:19.718]  The solution is DefenderShield, the most effective mobile radiation shielding ever developed.
[00:22:19.798 --> 00:22:25.561]  DefenderShield blocks virtually 100% of EMF radiation from cell phones, tablets, and laptops, and starts at just $64.99.
[00:22:25.901 --> 00:22:28.663]  Buy now at DefenderShield.com.
[00:22:28.703 --> 00:22:30.904]  For 10% off, use promo code GCN.
[00:22:31.084 --> 00:22:34.606]  DefenderShield.com, the worldwide leader in mobile radiation shielding.
[00:22:35.580 --> 00:22:38.342]  My dad was 59 when he collapsed from a heart attack late last year.
[00:22:38.642 --> 00:22:41.264]  Just this past August was when we spread his ashes on the St.
[00:22:41.284 --> 00:22:41.704]  Croix River.
[00:22:42.025 --> 00:22:44.026]  I loved my dad, but boy was he stubborn.
[00:22:44.266 --> 00:22:46.988]  He hadn't been to the doctor in over 25 years.
[00:22:47.208 --> 00:22:47.729]  His excuse?
[00:22:48.089 --> 00:22:49.150]  He simply couldn't afford it.
[00:22:49.430 --> 00:22:50.711]  He wasn't a rich man by any means.
[00:22:51.031 --> 00:22:56.535]  At less than $107 per month, LibertyOnCall.org would have been the perfect alternative for my father.
[00:22:56.795 --> 00:22:57.535]  Don't wait.
[00:22:57.836 --> 00:23:00.197]  Go to LibertyOnCall.org right now.
[00:23:00.498 --> 00:23:02.739]  For not just your sake, but for the sake of your loved ones.
[00:23:02.979 --> 00:23:04.580]  Again, that's LibertyOnCall.org.
[00:23:05.561 --> 00:23:12.063]  Water is the single most important thing your body needs, so you want to be sure it's the best for you and your family.
[00:23:12.323 --> 00:23:16.405]  Since 2005, thousands have depended on Berkey Purified Water.
[00:23:16.585 --> 00:23:21.006]  The Berkey guy provides the lowest price filtration systems in every size.
[00:23:21.206 --> 00:23:26.708]  For incredibly delicious water now and in an emergency, get to GoBerkey.com or call 877-886-3653.
[00:23:26.728 --> 00:23:26.768]  877-886-3653.
[00:23:26.868 --> 00:23:27.228]  GoBerkey.com.
[00:23:35.271 --> 00:23:38.574]  So you've got to take a state construction license exam or certification.
[00:23:38.734 --> 00:23:41.016]  Can't decide on what books or what chapters to study?
[00:23:41.156 --> 00:23:45.479]  Discover right now how you can eliminate unnecessary books and wasted study time.
[00:23:45.719 --> 00:23:53.085]  At ContractorExam.com, our study materials zero in on state-required test topics in an effective, multiple-choice format.
[00:23:53.285 --> 00:24:00.731]  So whether you're a plumber, electrician, general contractor, or other construction-related trade, ContractorExam.com will help get you prepared.
[00:24:00.951 --> 00:24:04.734]  Visit us at www.ContractorExam.com today.
[00:24:13.934 --> 00:24:17.875]  That's right, the Clintons have gotten close to $4 billion.
[00:24:17.895 --> 00:24:19.395]  The old maps show $3 billion.
[00:24:19.455 --> 00:24:22.816]  And she's set to get a billion in this election!
[00:24:23.076 --> 00:24:25.777]  Isn't that just sweet?
[00:24:42.951 --> 00:24:45.292]  Oh, she's criticizing Big Pharma.
[00:24:45.392 --> 00:24:48.953]  She gets more Big Pharma money than everybody combined.
[00:24:49.013 --> 00:24:51.614]  I saw that article over the weekend.
[00:24:52.154 --> 00:24:56.775]  She's for integrity in elections, but she has her superdelegates steal them all from Bernie Sanders.
[00:24:57.816 --> 00:24:59.416]  But that's okay, because...
[00:25:02.515 --> 00:25:06.316]  She's not gonna be a billion dollar, or a trillion dollar, but a zillion dollar baby.
[00:25:07.236 --> 00:25:13.757]  If she becomes El Presidente and her husband can cheat death, looks like a zombie, and become the head of the UN.
[00:25:13.777 --> 00:25:16.918]  Now that's a zillion dollar baby right there.
