[00:00:20.151 --> 00:00:22.014]  Welcome to the Info Wars Nightly News.
[00:02:55.112 --> 00:02:56.728]  That's infowarslife.com
[00:03:03.699 --> 00:03:11.185]  Once again, the corrupt corporate media has failed to dictate how reality is going to be viewed.
[00:03:11.706 --> 00:03:15.709]  Their fake news narrative is completely crumbling right before their eyes.
[00:03:15.769 --> 00:03:17.270]  It's totally on the collapse.
[00:03:17.330 --> 00:03:23.295]  Now, yesterday, we reported about how Quantcast had apparently delisted Infowars.com.
[00:03:23.975 --> 00:03:30.541]  This was right about the same time that the mainstream media, all these headlines everywhere about fake news, and they're really pushing this agenda.
[00:03:31.021 --> 00:03:39.344]  So they were circulating this list of fake news websites and it included big conservative news outlets such as InfoWars and Breitbart.
[00:03:39.844 --> 00:03:49.747]  Well now InfoWars has been reinstated onto Quantcast's list of top websites and it's even skyrocketed even higher, even more domination by InfoWars.
[00:03:49.907 --> 00:03:53.528]  So you can see how this extreme bias leftist
[00:03:54.108 --> 00:03:59.893]  A social justice warrior crushing anyone's ideas if they hurt their feelings.
[00:03:59.933 --> 00:04:10.101]  This is totally backfiring and it's just further serving to make the mainstream media and these people who are totally fascist in their views.
[00:04:10.942 --> 00:04:20.549]  It's starting to make people realize even more that the mainstream media is a total joke and so that's why they are now hovering at record lows and InfoWars continues to crush them.
[00:04:20.910 --> 00:04:21.670]  So when you see
[00:04:22.831 --> 00:04:30.093]  With this fake news happening everywhere on all platforms, obviously that means that they're pushing an agenda.
[00:04:30.233 --> 00:04:31.213]  It's very frightening.
[00:04:31.233 --> 00:04:32.673]  They're getting the word from on high.
[00:04:32.713 --> 00:04:47.077]  President Obama is trying to tell us that they're doing us a favor by culling our news and by curating the information that we're allowed to have access to, taking it back to the days when you just had three propaganda outlets to choose from.
[00:04:47.697 --> 00:04:53.619]  And, you know, this is the same media that, of course, pushed the whole weapons of mass destruction, where millions of people died.
[00:04:54.140 --> 00:05:01.863]  They also really pushed the fact that a viral video, a viral YouTube video, was what was responsible for what happened in Benghazi.
[00:05:02.263 --> 00:05:11.286]  And so had they not been checked on that, this is the kind of fake news that would have just been allowed to saturate the airwaves and just go on forever as truth.
[00:05:11.346 --> 00:05:14.568]  And so this is what they're truly afraid of, is that they got totally crushed
[00:05:15.208 --> 00:05:32.837]  In the election this year, regardless of all of the crooked things that they try to do to get Hillary Clinton in, and they still lost, and that is why they are so afraid, and they're going to such totalitarian means to crush dissent and to crush alternative viewpoints, alternative media that's out there.
[00:05:33.318 --> 00:05:43.103]  Now, Harry Reid, of course, they've really been pushing how it was this fake news that cost Hillary Clinton the election, but Harry Reid is calling it a James Comey
[00:05:43.803 --> 00:05:47.925]  He's responsible for the Clinton loss and calling him a straight up Republican operative.
[00:05:48.725 --> 00:05:52.306]  So, you know, it's not that Hillary Clinton was totally crooked and unlikable.
[00:05:52.646 --> 00:05:55.087]  It's everybody else's fault that Hillary Clinton won.
[00:05:56.407 --> 00:06:02.970]  Senator Reid went so far as to say that he purposely threw the election in favor of Trump.
[00:06:03.670 --> 00:06:11.313]  And he said, no question in my mind, Clinton would have won this election without any problem if Comey had not been the Republican operative that he is.
[00:06:12.233 --> 00:06:16.574]  He came out against what the Attorney General recommended, against what common sense dictates.
[00:06:17.255 --> 00:06:25.857]  And so obviously, this is in stark contrast to remarks that he made just in July, when Comey initially said that he wasn't going to be recommending charges for Clinton.
[00:06:26.238 --> 00:06:32.500]  At that time, he said, no one can question the integrity and the competence of James Comey.
[00:06:32.700 --> 00:06:35.460]  So now all of a sudden, he's a crooked Republican operative.
[00:06:36.201 --> 00:06:38.541]  You know, these are just total whiny babies.
[00:06:38.581 --> 00:06:39.562]  They don't get their way.
[00:06:40.482 --> 00:06:47.124]  And the fact is, if Hillary Clinton hadn't set up her private email server in the first place, none of this would have happened.
[00:06:47.304 --> 00:06:50.605]  She only has herself to blame for why the American people do not believe her.
[00:06:51.105 --> 00:07:06.490]  And even in her own kind of inner campaign there with her campaign donors and fundraisers, she sent out an email saying, you know, that they did believe their analysis is that Jim Comey's letter raising doubts that were groundless and baseless
[00:07:07.563 --> 00:07:08.603]  Stop their momentum.
[00:07:09.003 --> 00:07:16.985]  So if they were groundless and baseless claims that were able to stop your momentum, then obviously you just have a little bit of too much baggage.
[00:07:17.305 --> 00:07:19.846]  Because, you know, the truth is really what resonates with people.
[00:07:19.906 --> 00:07:24.687]  So there was something about this that really made people go, man, she really is crooked.
[00:07:24.767 --> 00:07:30.268]  She really is going to get in there and we're going to have to be dealing with this email scandal if she becomes the president.
[00:07:30.888 --> 00:07:38.014]  So now we know that Donald Trump has chosen Senator Jeff Sessions to serve as Attorney General of the United States.
[00:07:39.015 --> 00:07:41.757]  This is, you know, one of Trump's closest advisors.
[00:07:41.857 --> 00:07:46.220]  He was one of the earliest backers of Donald Trump, so this earned him his pick of positions.
[00:07:46.681 --> 00:07:51.505]  Initially he was being considered for Secretary of Defense, but now he'll be the Attorney General.
[00:07:51.565 --> 00:07:59.992]  He's known for his hardline views on immigration and trade, and a bipartisan proposal to cut mandatory minimum prison sentences, but
[00:08:00.652 --> 00:08:07.355]  The left says he is a terrible pick because he is racist, of course.
[00:08:07.975 --> 00:08:15.519]  So it's not only the new Attorney General, but also the next soon-to-be National Security Advisor, Lieutenant General Michael Flynn.
[00:08:15.979 --> 00:08:17.440]  But also his son!
[00:08:17.460 --> 00:08:20.082]  I mean, everyone's a racist.
[00:08:20.182 --> 00:08:22.443]  Everybody's racist, sexist, homophobic.
[00:08:22.483 --> 00:08:30.269]  So this is what we're going to have to be dealing with for the next few months, is they're trying to tear down the character of everyone by just calling them a racist.
[00:08:30.749 --> 00:08:40.215]  And this is the left's new thing to unite their party, I guess, to bring people over to their side, is this whole victim class, this racism.
[00:08:41.236 --> 00:08:45.259]  So this is going to be a lot of fun for those of us kind of watching back here.
[00:08:46.139 --> 00:08:47.260]  In the nosebleed seats.
[00:08:47.720 --> 00:08:54.463]  So something that they're not really reporting on, of course, are all of these substantiated attacks on Trump supporters.
[00:08:54.583 --> 00:09:01.426]  But yet they're going out and saying how there's been all of this hate crimes and acts of hate from Trump supporters.
[00:09:01.526 --> 00:09:10.450]  But then they're not actually talking about, for instance, a Chicago man named David Wilcox, brutally beaten by three men as onlookers screamed, you voted Trump.
[00:09:10.830 --> 00:09:12.151]  Damn, he voted Trump.
[00:09:12.171 --> 00:09:13.131]  And then they're doing
[00:09:13.711 --> 00:09:20.475]  They like put his arm through the back of a window and trapped his arm in a car and drove through traffic, dragging him down the street.
[00:09:21.155 --> 00:09:28.519]  And then when this incident was brought up on CNN, Simone Sanders says in a mocking tone, Oh my goodness, poor white people.
[00:09:29.160 --> 00:09:32.242]  Oh, you know, complaining that he's getting dragged down a street and beaten.
[00:09:32.782 --> 00:09:33.862]  Shouldn't have voted for Trump.
[00:09:33.922 --> 00:09:34.743]  I guess you deserve that.
[00:09:34.983 --> 00:09:41.847]  There was a high school student from Rockville, Maryland, punched and kicked to the ground by his classmates for wearing his Make America Great Again hat.
[00:09:42.267 --> 00:09:49.594]  A 74-year-old man assaulted and thrown to the ground by a 23-year-old female Black Lives Matter activist.
[00:09:50.535 --> 00:09:53.618]  This was outside of a Trump Tower during a protest.
[00:09:54.820 --> 00:10:00.565]  This girl is an anti-bullying activist who is shoving this 74-year-old man to the ground.
[00:10:01.186 --> 00:10:04.789]  There's a Virginia elementary school student badly beaten by his classmates.
[00:10:05.430 --> 00:10:09.452]  He voted for Trump in a mock election, so he had to go to the ER.
[00:10:10.372 --> 00:10:13.493]  Two men rained a series of punches and kicks down on a Connecticut man.
[00:10:13.513 --> 00:10:17.795]  He was just standing on a traffic island with his American flag and his Trump sign.
[00:10:18.516 --> 00:10:19.576]  I mean, and it goes on and on.
[00:10:19.616 --> 00:10:23.998]  So here we have high school students getting beaten by their classmates for supporting.
[00:10:24.158 --> 00:10:25.959]  They're not even old enough to vote!
[00:10:26.079 --> 00:10:28.160]  They're not even old enough to vote, but yet these
[00:10:28.880 --> 00:10:37.768]  Totalitarian fascist social justice warrior jerk-offs are beating people up in the name of intolerance.
[00:10:37.829 --> 00:10:43.494]  They're saying that they're bigoted and hateful and intolerant so I have to kick your butt.
[00:10:43.914 --> 00:10:44.655]  It makes no sense.
[00:10:45.035 --> 00:10:49.139]  And then of course we have Starbucks now under fire because
[00:10:50.120 --> 00:10:58.325]  Their protocol, they agree to put whatever name on your cup that you request, that's kind of their thing, and you know, as long as it's not obscene.
[00:10:59.566 --> 00:11:07.671]  Well, a man walked into a Starbucks and requested that the name be Trump, that they put Trump on the cup, and there's a video
[00:11:08.311 --> 00:11:13.056]  Where this social justice warrior Starbucks employee is refusing to write the name Trump.
[00:11:13.177 --> 00:11:17.862]  And not only does he refuse to write the name Trump, he calls the cops on the guy.
[00:11:17.882 --> 00:11:23.428]  He calls the police on the man for requesting that he want the name Trump.
[00:11:23.908 --> 00:11:25.010]  This is ridiculous!
[00:11:25.370 --> 00:11:28.392]  See, this is a totally tolerant, loving left.
[00:11:28.432 --> 00:11:30.172]  They're not even going to serve you at Starbucks.
[00:11:30.993 --> 00:11:34.515]  No word yet on whether that barista has been fired.
[00:11:35.055 --> 00:11:38.877]  We're also going to be talking with a TV reporter coming up in one of the next segments.
[00:11:38.897 --> 00:11:42.519]  Margaret Howell is going to be interviewing Scarlett Ficar.
[00:11:42.579 --> 00:11:45.220]  She's a reporter at a Fox affiliate in Houston.
[00:11:45.540 --> 00:11:50.763]  She was just fired from her job for celebrating a Trump victory on her private Facebook page.
[00:11:53.044 --> 00:12:00.309]  So, and then here on the other side, we've got anti-Trump protesters threatening to put a bullet in the brain of a Michigan elector.
[00:12:00.329 --> 00:12:03.151]  This is someone who's part of the Electoral College.
[00:12:03.432 --> 00:12:06.694]  He's being bombarded with death threats from anti-Trump protesters.
[00:12:07.414 --> 00:12:12.398]  They're saying that they're going to put a bullet in his brain if he does not change his vote in favor of Hillary Clinton.
[00:12:12.918 --> 00:12:18.723]  And they're confirming that a lot of people, electors in Ohio, are receiving similar violent threats.
[00:12:19.563 --> 00:12:30.368]  And as they're sending him these emails talking about shoving a gun in his mouth, blowing his brains out, they're doing it saying, you're a hateful bigot.
[00:12:30.388 --> 00:12:33.370]  I am going to blow your brains out.
[00:12:33.870 --> 00:12:36.151]  This is the insanity of what is happening.
[00:12:36.491 --> 00:12:41.434]  And then of course we do have a man who was arrested for making actual death threats against Donald Trump.
[00:12:42.054 --> 00:12:43.255]  This is Zachary Benson, 24.
[00:12:43.815 --> 00:12:50.519]  He now faces five years in prison after he stated that his intent was to assassinate Trump.
[00:12:50.719 --> 00:12:52.160]  He said that was his life goal.
[00:12:52.180 --> 00:12:54.661]  I don't care if I serve infinite sentences.
[00:12:54.721 --> 00:12:57.642]  That man deserves to cease existing.
[00:12:58.443 --> 00:13:01.725]  So I guess you're going to get your wish there, Mr. Benson.
[00:13:02.425 --> 00:13:03.806]  But again, more tolerance.
[00:13:05.543 --> 00:13:06.323]  This is insane.
[00:13:06.423 --> 00:13:22.091]  So at a student's union at a London university, in the name of stopping fascism, okay, Operation Stop Fascism, they're banning newspapers from the college campus that they deem to be intolerant.
[00:13:22.951 --> 00:13:24.952]  So they're going to kill you.
[00:13:25.132 --> 00:13:26.713]  They're going to shut down your First Amendment.
[00:13:27.493 --> 00:13:29.234]  And it's all in the name of tolerance.
[00:13:38.655 --> 00:13:54.530]  While President-elect Donald Trump continues to fill his cabinet with anti-Obama administration candidates from the fortress of Trump Towers in New York City, all the way from the top of the New World Order pyramid down to the bottom, the minions are panicking.
[00:13:54.731 --> 00:14:01.878]  The feeling of excitement for the future with so much in the air here.
[00:14:04.119 --> 00:14:08.083]  is not shared everywhere in the world, unfortunately.
[00:14:09.164 --> 00:14:17.032]  It is in contrast with the deep sense of turbulence and uncertainty which we see now globally.
[00:14:18.470 --> 00:14:33.776]  So the last time we met, I was very positive that Hillary Clinton would be the next president of the United States and walk into the Oval Office as one of the best qualified presidents in a country's history.
[00:14:36.196 --> 00:14:42.759]  Of course, we were all very disappointed, more than disappointed, hard to accept the results, but except we do.
[00:14:43.655 --> 00:14:55.147]  Meeting with his New World Order puppet counterpart, German Chancellor Angela Merkel, President Obama gave the brainwashed and violent anti-Trump protesters the support they were whining for.
[00:15:03.723 --> 00:15:09.046]  Some of the issues that have been raised during the course of the campaign, I wouldn't advise them to be silent.
[00:15:09.667 --> 00:15:11.208]  If we are not serious about facts,
[00:15:23.041 --> 00:15:26.045]  And what's true and what's not.
[00:15:26.466 --> 00:15:33.875]  And particularly in an age of social media where so many people are getting their information in sound bites and snippets off their phones.
[00:15:34.896 --> 00:15:39.982]  If we can't discriminate between serious arguments and propaganda,
[00:15:42.011 --> 00:15:42.831]  Then we have problems.
[00:15:43.231 --> 00:15:52.233]  Corporocratic politicians are scurrying, fearing their just due as the tables are turning on the federal institutions that once protected them.
[00:15:52.433 --> 00:16:02.215]  Jesse Jackson rallied from the University of Michigan, the alma mater of Gerald Ford, to call for a blanket pardon of Hillary Clinton's laundry list of crimes.
[00:16:02.495 --> 00:16:06.496]  Those in their anger and spirit of retribution want to use Hillary Clinton
[00:16:07.318 --> 00:16:09.479]  That's a trophy in the name of false justice.
[00:16:10.260 --> 00:16:18.646]  It would be wise, in the name of justice in the lineage of Lincoln and Ford, for President Obama to do the same and to pardon Hillary Clinton.
[00:16:18.926 --> 00:16:26.831]  Even progressive Austin City Council member Greg Kazar is waving the flag of anti-immigration and anti-Trump rhetoric.
[00:16:27.071 --> 00:16:34.193]  Announcing that he will lead a protest in Austin, Texas on Inauguration Day with the local Communist Party in tow.
[00:16:34.433 --> 00:16:40.135]  Denouncing Donald Trump's adherence to long-established immigration and naturalization laws.
[00:16:40.455 --> 00:16:45.056]  A surefire way to destroy any kind of political career Cesar had in mind.
[00:16:45.396 --> 00:16:57.610]  I am here to pledge to you that I will put my full being alongside you and alongside every leader of conscience in this community to fight Donald Trump at every turn.
[00:17:02.950 --> 00:17:16.685]  When Donald Trump says he wants to ban our Muslim brothers and sisters, that he wants people to register based on their faith, when he wants to attack the fundamental rights that created this country, we're going to say, hell no!
[00:17:16.905 --> 00:17:18.307]  We're going to say, hell no!
[00:17:18.843 --> 00:17:29.228]  And progressive Travis County Sheriff-Elect Sally Hernandez is standing by her statement that she will not cooperate with ICE officers in the deportation of illegal immigrants.
[00:17:29.488 --> 00:17:37.152]  I ran on the platform to implement a progressive immigration policy and I will keep my promise to the Travis County voters.
[00:17:37.412 --> 00:17:49.875]  Illegal immigrants like Nicodema Correa Gonzalez, who after being deported five times, crossed again only to sexually assault ten women in Austin, Texas, setting one of those women on fire.
[00:17:50.135 --> 00:18:01.578]  I think on face value he led probably a normal life where he goes to work during the day and comes home in the afternoon and late nights goes looking for women.
[00:18:01.798 --> 00:18:05.321]  A reckoning is coming, and it's coming very soon.
[00:18:05.602 --> 00:18:13.469]  No matter how desperately the criminals that have lost their keys to the kingdom resist, the swamp will be drained.
[00:18:13.829 --> 00:18:17.693]  Every country has been waiting for the result of the American election.
[00:18:17.893 --> 00:18:25.240]  And the result being so totally unexpected that I'll have to go back to the drawing board, including me.
[00:18:25.480 --> 00:18:27.422]  John Bowne for InfoWars.com
[00:18:31.718 --> 00:18:34.460]  Look, I'm not going to sit here and say, see, I told you so.
[00:18:34.620 --> 00:18:37.682]  That communist Chinese style net censorship is coming to the web.
[00:18:38.022 --> 00:18:38.763]  Because it's already here.
[00:18:39.163 --> 00:18:39.824]  It's being announced.
[00:18:40.164 --> 00:18:43.746]  The way you keep the internet open and free is you get involved more than ever.
[00:18:43.766 --> 00:18:46.028]  Go to InfoWars.com forward slash app.
[00:18:46.108 --> 00:18:47.669]  A new battleship in the fight.
[00:18:47.869 --> 00:18:49.910]  InfoWars Live, available right now.
[00:18:50.151 --> 00:18:51.431]  We're looking for a crew to man it.
[00:18:51.451 --> 00:18:54.373]  Are you going to sit down and play games and be a trendy?
[00:18:54.433 --> 00:18:55.934]  Or are you going to be part of history?
[00:18:56.495 --> 00:18:59.497]  Don't sit by and let the internet and free speech be stolen from you.
[00:18:59.997 --> 00:19:00.598]  Take action!
[00:19:41.420 --> 00:19:46.203]  Alex Jones here with a very important news update to anybody out there that wants to be prepared.
[00:19:46.884 --> 00:19:48.465]  But it goes beyond being prepared.
[00:19:48.865 --> 00:19:53.848]  Our bodies absolutely must have the good halogen iodine or we will die.
[00:19:54.208 --> 00:19:59.652]  And you look at all of the thyroid problems and all the people that don't have energy and that have all sorts of hormone problems.
[00:20:00.052 --> 00:20:06.636]  And from my research and a lot of just mainline research, it leads back to iodine over and over and over again.
[00:20:07.277 --> 00:20:08.438]  It's as important as vitamin C.
[00:20:09.278 --> 00:20:11.219]  If you don't get iodine, you die.
[00:20:11.559 --> 00:20:14.501]  But most people are just deficient, so they're low energy, they're sick.
[00:20:14.941 --> 00:20:18.563]  You've got to have iodine in your body so that your body can produce the hormones you need.
[00:20:18.743 --> 00:20:21.304]  It is the base to so many things.
[00:20:21.364 --> 00:20:33.711]  And since I got into iodine four years ago, we've helped change the entire paradigm by developing and bringing to the public deep earth crystals from 7,000 to 12,000 feet of the purest iodine available.
[00:20:33.931 --> 00:20:39.053]  Other iodine comes from the ocean or from other byproducts of chemical facilities and is tainted.
[00:20:39.153 --> 00:20:40.494]  It's bound.
[00:20:40.554 --> 00:20:41.774]  It's not absorbable.
[00:20:42.194 --> 00:20:46.756]  I tried it and I had incredible effects even with dirty iodine because the body needs it.
[00:20:46.976 --> 00:20:51.878]  When you don't have iodine, it absorbs the chlorine, the fluoride, and all these other bad halogens.
[00:20:52.238 --> 00:20:55.960]  It's such a game changer if you'll just research iodine for yourself.
[00:20:56.120 --> 00:20:58.681]  It's a fact that the federal government in the Midwest back in the 20s
[00:20:59.241 --> 00:21:08.206]  Mandated a grungier form of iodine to the salt because people had low IQs, they had huge goiters, major problems directly connected to it.
[00:21:08.386 --> 00:21:12.048]  There are some studies that show a 15 point increase, others show even higher.
[00:21:12.208 --> 00:21:25.656]  But it really is crazy to realize that this is something that is so deficient in our food chain, so deficient in our played out fields where different crops are being grown, but the federal government isn't educating people and telling them about it.
[00:21:25.856 --> 00:21:37.399]  That's why for a limited time, I want to encourage everyone to go to Infowarslife.com and get 20% off on the best nascent iodine out there from our research, Truly Pure Survival Shield X2.
[00:21:37.640 --> 00:21:40.260]  Again, that's Survival Shield Nascent Iodine X2.
[00:21:40.500 --> 00:21:43.461]  Thank you for joining us in this brief news update.
[00:21:43.841 --> 00:21:48.743]  Do yourself and your family a favor and check out the importance of iodine for yourself.
[00:21:48.823 --> 00:21:49.983]  I think you're going to be blown away.
[00:21:50.143 --> 00:21:52.724]  And whatever you do, support the broadcast and get a bottle.
[00:21:52.884 --> 00:21:53.104]  Of course!
[00:22:15.742 --> 00:22:19.404]  You've got to have vitamin C, you've got to have iodine to live, you've got to have water to live.
[00:22:19.744 --> 00:22:30.249]  Iodine is key, you must have it, but consult your physician first before you get powerful survival shield niacin iodine, X2, at Infowarslife.com, or call toll free, we can answer your questions, 888-253-3139.
[00:22:30.269 --> 00:22:32.630]  There is an information warfare happening right now.
[00:22:43.925 --> 00:22:45.387]  It's a fight for our minds.
[00:22:46.048 --> 00:22:47.971]  And InfoWars.com is on the front lines.
[00:22:48.311 --> 00:22:52.517]  Download our free multimedia app at InfoWars.com forward slash app.
[00:22:52.657 --> 00:22:56.002]  It's free, it's on Droid, it's on Apple, you name it.
[00:22:56.082 --> 00:22:57.644]  InfoWars.com forward slash app.
[00:23:05.913 --> 00:23:09.656]  Well, we've seen people that support Trump openly bashed in the face.
[00:23:09.756 --> 00:23:11.438]  We've seen their cars stolen.
[00:23:11.478 --> 00:23:14.400]  We've seen unprecedented physical violence, firings.
[00:23:14.881 --> 00:23:18.945]  The lady who joins me now, Scarlett Ficar, she actually was fired from her job.
[00:23:19.045 --> 00:23:26.531]  She's a news anchor here in Texas and she said that her employer fired her once she supported Trump openly on social media.
[00:23:26.551 --> 00:23:28.253]  Scarlett, thank you so much for joining the show.
[00:23:28.273 --> 00:23:32.857]  Could you just let our audience know what happened to you and what you're doing about it?
[00:23:34.758 --> 00:23:36.660]  Yeah, well thanks for having me guys.
[00:23:36.760 --> 00:23:49.535]  So about a week ago, the day after the election, I posted something personal to my private Facebook page regarding the election, saying that I was happy that Donald Trump had
[00:23:50.054 --> 00:23:50.594]  Had one.
[00:23:50.614 --> 00:23:53.016]  And this was against my private page.
[00:23:53.357 --> 00:24:02.603]  Not 24 hours later, I saw that same post splattered across a couple different news sites, the Houston Chronicle being one of them.
[00:24:04.225 --> 00:24:16.774]  And I had discovered that one of my quote-unquote friends, most likely somebody who disagreed with me, had screenshotted part of that post and sent it to them, which is what has made this a huge
[00:24:17.939 --> 00:24:19.100]  A huge deal right now.
[00:24:19.220 --> 00:24:25.745]  So in the past week, my employer told me that until further notice, I'm not allowed to be on air.
[00:24:25.765 --> 00:24:34.993]  And so I was writing a new script for other reporters slash anchors to voiceover and then air.
[00:24:35.960 --> 00:24:51.230]  And yesterday they came up to me human resources called me down to the office and they said we are terminating your contract because you broke your social media clause in the public in the employee handbook.
[00:24:51.350 --> 00:24:53.372]  So this wasn't anything that was in my contract.
[00:24:53.452 --> 00:24:54.753]  It was in our employee handbook.
[00:24:54.793 --> 00:24:55.053]  Nothing.
[00:24:55.589 --> 00:25:05.653]  Specifically based on, you know, politics or anything like that, but anything in our handbook says that if you, you know, put our station in a bad light, you know, they can terminate you.
[00:25:05.733 --> 00:25:14.317]  So this is kind of, I guess, just shocked a lot of different people, because I think that more than just me have
[00:25:14.878 --> 00:25:15.479]  We're good to go.
[00:25:41.837 --> 00:25:42.777]  A double-edged sword here.
[00:25:42.857 --> 00:25:44.598]  Kind of a lose-lose situation for me.
[00:25:44.718 --> 00:25:46.519]  Don't really know why this all happened.
[00:25:47.599 --> 00:25:51.660]  Do you feel like you were bullied or targeted because of the Trump support?
[00:25:51.680 --> 00:25:55.221]  Do you think you would have had the same treatment if you had been a Hillary Clinton supporter?
[00:25:56.042 --> 00:25:56.762]  Absolutely not.
[00:25:57.322 --> 00:25:58.022]  Absolutely not.
[00:25:58.122 --> 00:26:07.745]  I would say, I mean, I've worked at three different local news stations in my career, and I can say that the majority of those that I work with, my co-workers, are liberal.
[00:26:09.166 --> 00:26:10.326]  And I've seen
[00:26:11.112 --> 00:26:24.738]  You know, I'm not going to ever oust any of my, you know, friends or co-workers, but I've seen others do the same thing on the other end, you know, even on air, and they've not been, you know, fired for it.
[00:26:25.458 --> 00:26:27.880]  You know, and this is a huge, I mean, I was fired.
[00:26:28.440 --> 00:26:31.082]  I wasn't, there's been nothing on my record.
[00:26:31.182 --> 00:26:44.773]  I mean, you can, you can look at every single thing I've done over the past four years as a journalist, scour over my reports, if you will, and you'll not find anything unbiased in those reports or bias in those reports.
[00:26:44.833 --> 00:26:55.181]  So right now I'm kind of just at a point where I'm like, why did this happen to me and not to a lot of other people that have been voicing their opinions on the opposite side of the spectrum.
[00:26:56.271 --> 00:27:00.341]  Do you regret doing it, or is it something that you're kind of proud of at this point?
[00:27:00.381 --> 00:27:05.754]  Is it a badge of honor, you know, or is it something like, oh my gosh, I mean, is there any regret on your part?
[00:27:06.650 --> 00:27:08.251]  Well, I've gotten a lot of hate comments.
[00:27:08.351 --> 00:27:14.795]  I mean, people commenting, calling me really horrid things, horrid names, that language I don't use.
[00:27:15.635 --> 00:27:18.957]  So in that matter, you know, it's brought me down a little bit.
[00:27:19.097 --> 00:27:23.760]  But at the same token, I express my views as a individual.
[00:27:24.020 --> 00:27:26.481]  I didn't express them as a journalist, and I never have.
[00:27:27.021 --> 00:27:29.863]  So, you know, I don't feel bad for my post.
[00:27:31.175 --> 00:27:33.777]  You know, so at this point in time, I'm just going to say no.
[00:27:33.957 --> 00:27:38.319]  I don't feel bad for what I said because there was nothing that was not factual about it.
[00:27:38.339 --> 00:27:38.820]  Right.
[00:27:39.780 --> 00:27:41.581]  What do you think are the next steps for you?
[00:27:41.722 --> 00:27:51.588]  I mean, if this had happened to me, obviously, you know, there's a legal issue with that because all you're doing is supporting a president, you know, someone who actually won the presidency.
[00:27:51.728 --> 00:27:53.789]  And we've seen this ridiculous narrative.
[00:27:53.989 --> 00:27:56.591]  We've seen this here at InfoWars and we cover it usually every day.
[00:27:57.131 --> 00:28:09.096]  The mainstream media narrative where anybody who supports Trump, they're racist, they're homophobic, they're xenophobic, they're bigots, they're all of these things, and you would say that doesn't describe you at all.
[00:28:09.156 --> 00:28:17.180]  If you could just talk about, you know, who you are as a person and not wanting to be labeled as that, because that essentially is the tagline
[00:28:17.780 --> 00:28:18.381]  We're good to go.
[00:28:34.406 --> 00:28:34.986]  Absolutely.
[00:28:35.006 --> 00:28:40.128]  I definitely feel like there have been people who've commented saying that I'm racist for my comments.
[00:28:40.408 --> 00:28:45.150]  You know, again, there have been reports that have said that I've chastised African Americans.
[00:28:45.570 --> 00:28:50.552]  And once I reposted that to my own Facebook page saying that, look, this is what I said.
