[00:00:08.377 --> 00:00:10.218]  You want answers?
[00:02:24.703 --> 00:02:26.004]  No one ever said rape under Clintons.
[00:02:26.004 --> 00:02:27.926]  No one ever made any of these connections.
[00:02:27.926 --> 00:02:29.587]  But you know what?
[00:02:29.587 --> 00:02:34.471]  They found a few women that said that, you know, he told them that they should lose weight decades ago.
[00:02:34.471 --> 00:02:36.153]  And oh my God, it was so horrible.
[00:02:37.631 --> 00:02:45.253]  So it's okay for China to have suicide nets around the Foxconn labs where Apple has its products made.
[00:02:45.253 --> 00:02:51.075]  It's okay for Beyonce, it's come out, you know, getting her products made in literal slave labor shops.
[00:02:51.075 --> 00:02:53.176]  That's all right, as long as they
[00:02:54.281 --> 00:02:58.245]  VIRTUES signal that they love you and they care about you.
[00:02:58.245 --> 00:02:59.746]  So we're breaking all that down.
[00:02:59.746 --> 00:03:04.650]  Remember, Bono's foundations pay over 1% or less than 1%, it varies.
[00:03:04.650 --> 00:03:07.813]  Some are like 1.1, some are like .3.
[00:03:07.813 --> 00:03:10.175]  He gets billions at these big concerts.
[00:03:10.175 --> 00:03:15.100]  He gets paid and then gives 1% on average to the charities.
[00:03:16.087 --> 00:03:17.107]  But people don't care.
[00:03:17.107 --> 00:03:19.428]  It's like, oh my god, you're a total con artist.
[00:03:19.428 --> 00:03:27.591]  And that ties into George Clooney, the galactic con artist fop who can't even get one line out without stumbling around.
[00:03:27.591 --> 00:03:29.012]  It's all coming up after the break.
[00:03:29.012 --> 00:03:39.455]  But remember the pedophile planes that the Clintons flew on and that Clinton was going off to that pedo island with Epstein.
[00:03:39.455 --> 00:03:40.436]  None of that's in the news.
[00:03:40.436 --> 00:03:43.417]  There's not a New York Times article about that confirmed.
[00:03:44.272 --> 00:03:44.912]  No, no, no.
[00:03:44.912 --> 00:03:48.194]  Or all the rape victims Clinton settled with.
[00:03:48.194 --> 00:03:49.535]  No, no, no, no, no.
[00:03:49.535 --> 00:03:56.719]  It's all about how Donald Trump had beauty pageants with pretty girls, and when he wasn't married sometimes, he had hot girlfriends.
[00:03:56.719 --> 00:03:59.921]  What would happen if the species, males and females, got together?
[00:03:59.921 --> 00:04:04.203]  It's so aberrant, it's so sick to have a high-powered billionaire wanting beautiful, hot women.
[00:04:04.203 --> 00:04:07.345]  I mean, it's just, it's degenerate.
[00:04:07.345 --> 00:04:08.446]  Because in a world where
[00:04:09.540 --> 00:04:12.942]  Caitlyn Jenner is God and stunning and brave.
[00:04:12.942 --> 00:04:14.724]  Well, the beauty pageants aren't allowed.
[00:04:14.724 --> 00:04:21.448]  And meanwhile, we can't even discuss Epstein's pedophile island and the Clintons.
[00:04:21.448 --> 00:04:23.149]  It just goes on and on.
[00:04:23.149 --> 00:04:24.370]  Big broadcast today.
[00:04:24.370 --> 00:04:24.910]  Stay with us.
[00:04:24.910 --> 00:04:25.731]  We'll be right back.
[00:04:25.731 --> 00:04:31.355]  And wait till I play Watson's report on the fact that George Clinton can go F himself.
[00:04:58.556 --> 00:05:06.824]  Please listen carefully because I'm about to point out three things that will save you a lot of money while you get high quality products and fund the InfoWar.
[00:05:06.824 --> 00:05:08.046]  A 360 win.
[00:05:08.046 --> 00:05:14.612]  Number one, when you choose AutoShip before checkout, we give you 10% off on your order at InfoWarshore.com.
[00:05:14.612 --> 00:05:19.277]  Number two, you're also able to get items that are out of stock when you sign up for AutoShip
[00:05:19.377 --> 00:05:22.099]  Because we hold back a surplus for AutoShip customers.
[00:05:49.377 --> 00:05:50.197]  You have the power!
[00:05:50.197 --> 00:05:51.198]  Humanity has the power!
[00:05:51.198 --> 00:05:51.738]  We have the power!
[00:05:51.738 --> 00:05:52.679]  You wanna fight?
[00:05:52.679 --> 00:05:54.260]  You better believe you got one!
[00:05:54.260 --> 00:05:56.261]  Rallying patriots worldwide in defense of human liberty.
[00:05:56.261 --> 00:05:56.721]  It's Alex Jones.
[00:06:23.750 --> 00:06:27.935]  Thank you for joining us on this live, original Sunday, worldwide broadcast.
[00:06:27.935 --> 00:06:30.618]  David Knight will be coming up in studio at the bottom of the hour.
[00:06:30.618 --> 00:06:32.220]  I'm Alex Jones.
[00:06:32.220 --> 00:06:38.148]  Now, we're going to be looking at the latest news, geopolitical developments, what's happening in the economy, campaign trail 2016 today.
[00:06:39.847 --> 00:06:50.675]  But I wanted to focus in at the start of the broadcast with just some really sterling examples of the most flagrant, disgusting hypocrisy I've ever seen in my life.
[00:06:50.675 --> 00:06:53.137]  Hypocrisy isn't the word.
[00:06:53.137 --> 00:06:56.379]  A war on reality.
[00:06:56.379 --> 00:07:03.525]  The cover of the New York Times on Friday and throughout the weekend is Donald Trump at one of his beauty pageants years ago.
[00:07:05.322 --> 00:07:11.386]  And they're basically saying the crime is that he's a man who is around beautiful women.
[00:07:11.386 --> 00:07:16.909]  And once in the 80s, told a woman she might want to lose some weight to be a model, and she was depressed.
[00:07:16.909 --> 00:07:20.391]  So just being a male is evil, is bad.
[00:07:20.391 --> 00:07:24.793]  They're literally banning mother and father, he, she, and, you know, colleges.
[00:07:24.793 --> 00:07:27.195]  This is a war on the biology of humans.
[00:07:27.195 --> 00:07:29.016]  This is a war on our basic units.
[00:07:30.214 --> 00:07:33.315]  So that we become cogs in a machine that can just be programmed.
[00:07:33.315 --> 00:07:36.537]  But just, here's a few examples of hypocrisy right now.
[00:07:36.537 --> 00:07:38.337]  They go in, they demonize Trump here.
[00:07:38.337 --> 00:07:39.158]  It's all over the news.
[00:07:39.158 --> 00:07:40.158]  This is the new talking point.
[00:07:40.158 --> 00:07:41.159]  You know, vote for Hillary.
[00:07:41.159 --> 00:07:45.080]  She stands up for women when she covers up all the rapes and stuff of Bill.
[00:07:45.080 --> 00:07:48.321]  And as Bill settles all these rape cases over the years.
[00:07:48.321 --> 00:07:49.282]  Here's Fox News though.
[00:07:49.282 --> 00:07:51.443]  Oh, the New York Times did a report on this.
[00:07:51.443 --> 00:07:52.423]  Flight log show.
[00:07:52.423 --> 00:07:54.904]  Bill Clinton flew on sex offenders jet.
[00:07:54.904 --> 00:07:56.445]  Much more than previously known.
[00:07:58.719 --> 00:08:00.561]  Jeffrey Epstein.
[00:08:00.561 --> 00:08:01.522]  Epstein.
[00:08:01.522 --> 00:08:02.183]  His Boeing 727.
[00:08:02.183 --> 00:08:07.568]  And went to the Pleasure Pito Island.
[00:08:07.568 --> 00:08:10.190]  Now this is all well known.
[00:08:10.190 --> 00:08:11.371]  Okay?
[00:08:11.371 --> 00:08:13.173]  So what did they do two weeks ago?
[00:08:13.173 --> 00:08:17.257]  They put out a false lawsuit report that a woman who claims she was at Epstein's Island
[00:08:18.976 --> 00:08:19.876]  Had been abused by Trump.
[00:08:19.876 --> 00:08:22.777]  It later turned out it was a fake name, fake lawsuit filing.
[00:08:22.777 --> 00:08:32.398]  That's because Roger Stone and myself and others are promoting Stone's book that exposes Jeffrey Epstein and all the crap they're involved in and the Clintons.
[00:08:32.398 --> 00:08:35.819]  So then, oh, Donald Trump, he did that too with some Jane Doe.
[00:08:35.819 --> 00:08:38.099]  So this is how they operate, okay?
[00:08:38.099 --> 00:08:40.780]  So the New York Times should be on this, shouldn't they?
[00:08:40.780 --> 00:08:43.220]  But no, no, no, neither will Megyn Kelly.
[00:08:43.220 --> 00:08:45.201]  They're all gonna just, you know, the new gimmick.
[00:08:45.201 --> 00:08:47.041]  We've had the black president, now the female president.
[00:08:48.652 --> 00:08:53.895]  And then that brings me to this newest piece of propaganda that we're going to cover and play here in just a moment.
[00:08:53.895 --> 00:09:03.680]  I mean, you've got to watch how incredibly arrogant and ridiculous this Clooney clip is when he's telling folks Donald Trump isn't going to be elected, trying to act all intellectual.
[00:09:03.680 --> 00:09:06.842]  And then he has to look down his notes and can't even remember what he's saying.
[00:09:06.842 --> 00:09:07.963]  This is all bought and paid for.
[00:09:07.963 --> 00:09:09.304]  Here it is.
[00:09:09.304 --> 00:09:10.584]  Yeah, President Donald Trump.
[00:09:10.584 --> 00:09:13.166]  That's not going to happen.
[00:09:14.521 --> 00:09:24.367]  Uh, it's not going to happen because we're not going to be used, fear is not going to be something that we're going to, uh, that's going to be, uh, what drives our country.
[00:09:24.367 --> 00:09:30.191]  We're not going to be scared of Muslims or, or, or immigrants or, you know, women.
[00:09:30.191 --> 00:09:35.014]  The worst thing about... Okay, now we're going to play his full report in just about a minute, Paul Watson's report.
[00:09:35.014 --> 00:09:37.295]  Now I had to bleep a few things because of potty talk.
[00:09:37.295 --> 00:09:38.476]  I hear for FCC rules, but...
[00:09:39.216 --> 00:09:40.777]  I understand Watson's anger.
[00:09:40.777 --> 00:09:46.562]  And I'm going to focus more on Hollywood and more on the hypocrisy of these people.
[00:09:46.562 --> 00:09:49.884]  Because Clooney has all these armed guards, but he wants to ban your guns.
[00:09:49.884 --> 00:09:57.089]  This guy has giant palatial manners all over the place in Europe, but is saying bring in more refugees and have poor people pay for it.
[00:09:57.089 --> 00:10:02.733]  It's all about this fake justice signaling, virtue signaling, that they're all high and mighty.
[00:10:02.733 --> 00:10:04.255]  Just like, again, Bono, U2.
[00:10:04.255 --> 00:10:05.535]  Just type in U2, charity scam.
[00:10:08.038 --> 00:10:12.840]  Where he gives less than 1% of billions he raises, and when he got criticized, he started giving like 1.2%.
[00:10:12.840 --> 00:10:22.565]  I mean, he goes and says, this is for Africans, this is for AIDS victims, this is for... And he gets, like, sometimes a billion dollars in a concert, from TV rides to everything, and then he just keeps 99% of it.
[00:10:22.565 --> 00:10:28.007]  But it's okay, because he's liberal, and he goes, uh, yeah, uh, yeah, uh, uh.
[00:10:28.007 --> 00:10:29.628]  And they're all just reading off teleprompters.
[00:10:29.628 --> 00:10:35.311]  You know, Clooney, if you're a radio listener, was looking down, and he goes, uh, uh, uh, let me, hold on, you know, my note's here.
[00:10:36.317 --> 00:10:37.258]  It's ridiculous.
[00:10:37.258 --> 00:10:39.459]  These people can't even say one sentence originally.
[00:10:39.459 --> 00:10:42.041]  They have no souls.
[00:10:42.041 --> 00:10:43.922]  It's disgusting.
[00:10:43.922 --> 00:10:47.964]  So, I want to focus in on these people's hypocrisy.
[00:10:47.964 --> 00:10:51.226]  I want to focus in on the things that they're pushing.
[00:10:51.226 --> 00:10:54.228]  And really just realize that they're monsters.
[00:10:54.228 --> 00:10:57.530]  Posing as if they're liberal egalitarians that want to help society.
[00:10:57.530 --> 00:11:00.672]  How long do we have before we go to this clip?
[00:11:00.672 --> 00:11:01.253]  Alright, well.
[00:11:03.070 --> 00:11:09.575]  I've got so much I want to say here, but let's just go to the Paul Joseph Watson clip.
[00:11:09.575 --> 00:11:10.795]  The full video is on Infowars.com.
[00:11:10.795 --> 00:11:13.998]  You've got to see it for yourself if you're a radio listener.
[00:11:13.998 --> 00:11:16.259]  And we're going to come back from break and analyze this more.
[00:11:16.259 --> 00:11:24.685]  But this is just outrageous, outrageous how arrogant these people are.
[00:11:24.685 --> 00:11:28.287]  There's not going to be a President Donald Trump.
[00:11:28.287 --> 00:11:29.088]  That's not going to happen.
[00:11:30.700 --> 00:11:40.372]  And it's not gonna happen because we're not gonna be used fear is not gonna be something that we're gonna That's gonna be What drives our country?
[00:11:40.372 --> 00:11:45.299]  We're not gonna be scared of Muslims or or or immigrants or you know
[00:11:46.159 --> 00:11:51.460]  The worst thing about George Clooney isn't the unremitting bullshit that streams out of his mouth.
[00:11:51.460 --> 00:11:55.021]  It's the way he always acts as if he's got the moral high ground.
[00:11:55.021 --> 00:11:57.321]  You don't have the moral high ground.
[00:11:57.321 --> 00:12:01.462]  You're supporting one of the most corrupt politicians in generations.
[00:12:01.462 --> 00:12:07.243]  You're supporting a woman who took a hundred million dollars from Gulf state dictators.
[00:12:07.243 --> 00:12:11.403]  Countries responsible for some of the worst human rights abuses on the planet.
[00:12:11.403 --> 00:12:14.524]  You're supporting a woman who's in bed with Saudi Arabia.
[00:12:14.764 --> 00:12:19.328]  A country that bankrolled ISIS, Al-Qaeda, and was involved in 9-11?
[00:12:19.328 --> 00:12:27.554]  Trump is actually a result, in many ways, of the fact that much of the news programs didn't follow up and ask tough questions.
[00:12:27.554 --> 00:12:28.295]  That's the truth.
[00:12:28.295 --> 00:12:28.815]  Really?
[00:12:28.815 --> 00:12:37.082]  So if Trump wasn't asked hard questions, why do studies show that he got the most negative coverage out of any Republican candidate?
[00:12:37.082 --> 00:12:41.406]  The ratings go up because they can show an empty podium saying Donald Trump is about to speak.
[00:12:42.066 --> 00:12:49.593]  You know, as opposed to taking those 30 seconds and saying, well, let's talk about refugees, which is the biggest crisis that's going on in the world right now.
[00:12:49.593 --> 00:12:58.160]  Okay, George, let's talk about the refugees, because it makes complete sense that you would throw your support behind Saudi Arabia's preferred candidate.
[00:12:58.200 --> 00:13:02.882]  You see, Clooney and the Saudis have a lot in common when it comes to refugees.
[00:13:02.882 --> 00:13:09.606]  They both whine and bitch about refugees all day long while taking in precisely zero refugees.
[00:13:09.606 --> 00:13:21.712]  Saudi Arabia has 100,000 air-conditioned tents with bathroom and kitchen facilities that can house 3 million people sitting empty for most of the year.
[00:13:21.712 --> 00:13:24.293]  How many Syrian refugees have the Saudis taken in?
[00:13:24.853 --> 00:13:25.514]  None!
[00:13:25.514 --> 00:13:33.958]  George Clooney visits Angela Merkel to lecture Europe about how they're not doing enough for Muslim migrants, despite accepting millions of them over the past year.
[00:13:33.958 --> 00:13:36.520]  How many Syrian refugees has George Clooney taken in?
[00:13:37.210 --> 00:13:37.731]  None.
[00:13:37.731 --> 00:13:38.551]  Zero.
[00:13:38.551 --> 00:13:39.332]  Nada.
[00:13:39.332 --> 00:13:40.193]  Zilch.
[00:13:40.193 --> 00:13:44.556]  The guy's got five frigging mansions, three of which are in Europe.
[00:13:44.556 --> 00:13:47.959]  He's just bought another one in Britain for ten million pounds.
[00:13:47.959 --> 00:13:56.686]  Clooney and his wife have got room for a new swimming pool, a home cinema, a library, a steam room, a spa, a gym, a wine cellar, and eight empty bedrooms.
[00:13:56.966 --> 00:13:59.267]  But no room for any refugees.
[00:13:59.267 --> 00:14:04.130]  So Clooney, when are you going to do your bit for the refugees you care so deeply about?
[00:14:04.130 --> 00:14:08.953]  Or is this just one long tiresome exercise in virtue signalling?
[00:14:08.953 --> 00:14:18.799]  Mmm, I wonder how dare you lecture Germans about accepting more refugees from the comfort of your 100 million dollar Lake Como villa?
[00:14:18.939 --> 00:14:28.109]  While people in villages like Sumtay with a population of little over a hundred are inundated by 750 unassimilated Muslim migrants.
[00:14:28.109 --> 00:14:33.195]  We've lost the ability to get to and tell the truth and get to the facts.
[00:14:33.195 --> 00:14:33.756]  Seriously.
[00:14:34.156 --> 00:14:46.439]  This is a guy who throws $350,000-a-plate fundraisers for Hillary, and then has the nerve to get on TV the next day to complain about getting big money out of politics.
[00:14:46.439 --> 00:14:54.101]  This is a guy who lectures Hollywood about diversity, yet whose new movie doesn't feature one single black actor.
[00:14:54.421 --> 00:15:05.294]  He's a total hypocrite, and I'm sick of seeing his smug, self-satisfied face spewing out meaningless platitudes while the media makes out like he's Jesus f***ing Christ.
[00:15:05.294 --> 00:15:09.719]  Clooney once angrily lectured a journalist who called one of his movies boring.
[00:15:09.719 --> 00:15:11.821]  You make a lot of films yourself, yeah?
[00:15:11.821 --> 00:15:14.985]  I'd like to see you make a film before you get to talk about it.
[00:15:15.285 --> 00:15:17.446]  What a jerk, said Clooney.
[00:15:17.446 --> 00:15:25.909]  Well I'd like to see you listen to the parents of women and children raped by Muslim migrants in Europe before you get to talk about it.
[00:15:25.909 --> 00:15:40.595]  I'd like to see you house a single Syrian refugee in one of your numerous palatial mansions before implying that we're all racist for expressing concern about the millions of Muslim migrants pouring into Europe.
[00:15:40.595 --> 00:15:43.756]  George Clooney is a total prick.
[00:15:43.756 --> 00:15:44.877]  F*** George Clooney.
[00:15:57.307 --> 00:16:00.808]  When cells become toxic, they die early and aging sets in.
[00:16:00.808 --> 00:16:09.052]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[00:16:09.052 --> 00:16:14.474]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[00:16:14.474 --> 00:16:17.015]  You want the best that's out there at the lowest price anywhere?
[00:16:17.015 --> 00:16:19.116]  We now have the synergistic solution.
[00:16:19.116 --> 00:16:23.298]  Secure your DNA force today at InfoWarsLife.com or call toll-free 888-253-3139.
[00:16:27.282 --> 00:16:28.203]  Shower Filters.
[00:16:28.203 --> 00:16:29.924]  We're introducing the best yet.
[00:16:29.924 --> 00:16:33.987]  The brand new ProPure ProMax High Performance Shower Filter.
[00:16:33.987 --> 00:16:38.811]  It removes and reduces over 200 contaminants while preserving a strong, powerful flow.
[00:16:38.811 --> 00:16:45.896]  This new 4-stage filtration process helps protect the largest organ in your body, your skin, from the unhealthy contaminants in the water.
[00:16:45.896 --> 00:16:56.665]  You can find more details on this amazing new filter and free shipping at InfowarsStore.com or call 888-253-3139 to order your ProMax Shower Filter from ProPure today.
[00:16:57.185 --> 00:17:01.329]  Introducing Vitamin Mineral Fusion from Infowarslife.com.
[00:17:01.329 --> 00:17:08.816]  We have worked for years with our chemists and scientists to create the most powerful and affordable grape-tasting multivitamin formula available.
[00:17:08.816 --> 00:17:19.846]  The all-new Vitamin Mineral Fusion drink mix at Infowarslife.com is loaded with a full month's supply of essential vitamins, minerals, and amino acids that your body absolutely needs.
[00:17:20.266 --> 00:17:28.069]  In the history of Infowars life, we've brought out a lot of amazing products like Survival Shield X2, Super Mel Vitality, and so many others.
[00:17:28.069 --> 00:17:37.732]  But I am most proud of the product we're now launching today, with its unique delivery system and proprietary manufacturing process designed for maximized effects.
[00:17:37.732 --> 00:17:41.873]  This formula is the platinum standard of multivitamin mineral products.
[00:17:42.173 --> 00:17:49.241]  The ingredients in Vitamin Mineral Fusion are either plant-derived or of the highest quality lab standard.
[00:17:49.241 --> 00:17:50.702]  That means it's clean.
[00:17:50.702 --> 00:17:51.864]  That means it's pure.
[00:17:51.864 --> 00:17:54.767]  That's infowarslife.com and Vitamin Mineral Fusion.
[00:17:54.767 --> 00:17:56.449]  Take action now before we sell out.
[00:17:59.469 --> 00:18:03.230]  Thousands of years ago, there was a basic form of chivalry.
[00:18:03.230 --> 00:18:10.973]  Our ancestors would hear the drums of war, giving the warriors of the tribe a chance to organize and prepare a defense.
[00:18:10.973 --> 00:18:19.596]  Sixty years ago, when foreign air forces were approaching filled with bombs, they had drums of their own, air raid sirens.
[00:18:19.596 --> 00:18:23.597]  But in the 21st century, there are silent weapons for quiet war.
[00:18:23.997 --> 00:18:33.844]  Pathogens added to the food and water, to the lining of plastics that destroy our vitality, turn off our hormones, and accelerate our journey towards death.
[00:18:33.844 --> 00:18:37.246]  I personally counter this onslaught with AnthroPlex.
[00:18:37.246 --> 00:18:48.293]  AnthroPlex is designed with known organic concentrated herbs to create the basic foundation to normal metabolic activity inside the human body.
[00:18:48.393 --> 00:18:51.276]  Discover why AnthroPlex is turning so many heads today.
[00:18:51.276 --> 00:18:54.379]  It's time for us to take our bodies back into our own hands.
[00:18:54.379 --> 00:18:57.983]  And it starts at Infowarslife.com with AnthroPlex.
[00:18:57.983 --> 00:19:03.069]  Over the years, there have been a lot of powerful advancements in the field of science and nutraceuticals.
[00:19:03.069 --> 00:19:07.994]  Longevity integrates years of scientific research into creating fantastic products
[00:19:08.154 --> 00:19:11.877]  Like Beyond Tangy Tangerine, plant-derived minerals, and much more.
[00:19:11.877 --> 00:19:15.820]  Longevity also offers you an ingenious way to augment your income.
[00:19:15.820 --> 00:19:16.620]  And the best part?
[00:19:16.620 --> 00:19:19.502]  You'll be helping your friends and family along the way.
[00:19:19.502 --> 00:19:22.124]  Visit InfoWarsTeam.com today.
[00:19:22.124 --> 00:19:22.905]  Become a member.
[00:19:22.905 --> 00:19:26.948]  Get discounts on the amazing products and free shipping when you sign up for AutoShip.
[00:19:27.168 --> 00:19:33.910]  And you're able to promote the products to friends and family and neighbors in your community and make money while helping people at the same time.
[00:19:33.910 --> 00:19:34.870]  Another win-win.
[00:19:34.870 --> 00:19:38.611]  That's why I'm a member of the Longevity Team at Infowarsteam.com.
[00:19:38.611 --> 00:19:39.831]  And you can be too.
[00:19:39.831 --> 00:19:40.392]  It's simple.
[00:19:40.392 --> 00:19:43.332]  Just go to Infowarsteam.com today.
[00:19:43.332 --> 00:19:45.433]  Complete a short sign-up and you're part of the team.
[00:19:45.433 --> 00:19:48.674]  That's Infowarsteam.com or Infowarshealth.com.
[00:19:48.674 --> 00:19:54.996]  So many people call into my radio show and tell me how Longevity and the products at Infowarsteam.com have changed their lives.
[00:19:54.996 --> 00:19:56.296]  Check it out for yourself today.
[00:20:01.408 --> 00:20:04.013]  You're listening to The Alex Jones Show.
[00:20:27.110 --> 00:20:36.296]  Now I want to show you some Orwellian stories that are in mainstream news that we've talked about and I made a film about back in 1999 called Police State 2000.
[00:20:36.296 --> 00:20:45.401]  And that is the federal government funding microphones to be put up by the thousands per city in parks, you name it, to listen to the people.
[00:20:46.481 --> 00:20:50.183]  And of course, it's way beyond that now, but it's finally in the news.
[00:20:50.183 --> 00:20:55.566]  They have, you know, fake light poles and the rest of this, and this is going on.
[00:20:55.566 --> 00:21:02.850]  But our borders are open, and we're shipping in radical Muslims and not even vetting them, and not even making sure they have real passports.
[00:21:02.850 --> 00:21:05.692]  And then Trump says, until we vet people, we got to cut it off.
[00:21:06.650 --> 00:21:10.813]  Well, I thought nobody could come here unless they had a valid passport.
[00:21:10.813 --> 00:21:13.756]  I can't go to Germany or China if I don't have a valid passport.
[00:21:13.756 --> 00:21:22.402]  But, oh, here, if it's for illegals or jihadis, they get in, it's in the news, without even showing anything.
[00:21:22.402 --> 00:21:23.983]  But, oh, Donald Trump's a hater.
[00:21:23.983 --> 00:21:26.205]  See, and I'm not even defending Donald Trump here.
[00:21:26.205 --> 00:21:33.471]  But the way they invert reality, the way they twist that over and over again is simply mind-blowing.
[00:21:34.807 --> 00:21:38.630]  And just staggers the mind that they've got at this point.
[00:21:38.630 --> 00:21:40.191]  Well, now let's go over some of these articles.
[00:21:40.191 --> 00:21:46.376]  Again, Jeffrey Epstein, flight log show Bill Clinton flew on sex offenders jet.
[00:21:46.376 --> 00:21:49.319]  And this was the Lolita Express, the Pleasure Island he went to.
[00:21:49.319 --> 00:21:50.860]  I mean, this is all well known.
[00:21:52.250 --> 00:21:52.971]  It's well documented.
[00:21:52.971 --> 00:21:55.833]  Just type in Clintons and Jeffrey Epstein and you get it all right here.
[00:21:55.833 --> 00:21:58.535]  It's just hundreds of articles, but nothing in the New York Times.
[00:21:58.535 --> 00:22:03.038]  Nothing in the New York Times about any of this.
[00:22:03.038 --> 00:22:07.942]  When this guy is hanging around with your 12 and 13 year old daughters, okay?
[00:22:07.942 --> 00:22:11.025]  I mean, it's just simply amazing.
[00:22:11.025 --> 00:22:12.606]  Look at this frickin' predator right here.
[00:22:12.606 --> 00:22:15.688]  I mean, just look at these people.
[00:22:15.688 --> 00:22:17.530]  And they are just feeding on everyone.
[00:22:19.431 --> 00:22:21.132]  But oh my gosh, Donald Trump, did you hear?
[00:22:21.132 --> 00:22:28.676]  He dated lots of women and he would come up and actually say, you're hot, I want to go out with you.
[00:22:28.676 --> 00:22:30.957]  They say it's a microaggression in the New York Times.
[00:22:30.957 --> 00:22:34.519]  He would actually just brashly say, hey, let's go out to dinner.
[00:22:34.519 --> 00:22:40.843]  Imagine like an old fashioned guy, you know, I mean, whoa, that is a crime.
[00:22:42.151 --> 00:22:49.674]  I tell you, you know, if you've got pleasure around with lots of little kidnapped little girls, it's okay, because, you know, I mean, it's liberal, it's alright.
[00:22:49.674 --> 00:22:55.336]  Now, since I mentioned this, I just want to show you, if you're a radio listener or TV viewer, Daily Mail is just one article.
[00:22:55.336 --> 00:22:59.718]  Just type in Bono's Charity Scams and you'll get hundreds of articles.
[00:22:59.718 --> 00:23:04.500]  Foundation under fire for giving a little over 1% of funds to charity.
[00:23:05.669 --> 00:23:17.750]  And you can find other articles with his other charities, where he raises hundreds of millions, billions, I mean tens of billions over the years, and the son of a bitch, and I'm sorry, that's not fair to, that's not fair to his mother or anybody else.
[00:23:17.750 --> 00:23:19.132]  That's not fair to bastards, I'm serious.
[00:23:20.290 --> 00:23:22.811]  I know a lot of great bastards, I'm serious.
[00:23:22.811 --> 00:23:30.595]  What do you call these monsters that run around acting like they're liberal and loving, and if any other charity did anything close to this, they'd be arrested.
[00:23:30.595 --> 00:23:36.698]  I mean, United Way got in trouble for keeping half the money, and I think that's a scandal.
[00:23:36.698 --> 00:23:42.281]  And other groups have been caught giving the charity money to gun control groups.
[00:23:42.281 --> 00:23:43.222]  But this guy
[00:23:44.508 --> 00:23:56.456]  Gives less than 1%, gets criticized, gives a little bit more than 1%, and he just keeps running these charities that are government-sponsored because it's all a big scam, like the Clinton Foundation with the Bushes!
[00:23:56.456 --> 00:23:58.238]  And it's bipartisan scams!
[00:23:58.238 --> 00:23:59.919]  But here it is.
[00:23:59.919 --> 00:24:10.186]  Now, continuing, since I mentioned this, Hidden Microphones exposed as part of government surveillance program, CBS San Francisco Bay Area,
[00:24:11.912 --> 00:24:12.152]  I don't
[00:24:30.305 --> 00:24:40.931]  This article, Think Progress, praises Obamacare thievery, HurtinMLInfoWars.com, declares program a success as judge rules it unconstitutional.
[00:24:40.931 --> 00:24:46.274]  It's a tax to predominantly foreign megabanks that own the insurance companies.
[00:24:46.274 --> 00:24:50.357]  Their profits in the first year of Obamacare globally, just off our backs, went up 47%.
[00:24:50.357 --> 00:24:51.077]  Look it up.
[00:24:51.077 --> 00:24:53.839]  You want me to show you?
