[00:00:03.110 --> 00:00:04.051]  We're live.
[00:05:32.492 --> 00:05:37.716]  And what they're going to find out is that every single claim that she made today is complete and total BS.
[00:05:37.716 --> 00:05:40.198]  Alex Jones never said that about Sandy Hook.
[00:05:40.198 --> 00:05:42.860]  Alex Jones didn't say that about 9-11.
[00:05:42.860 --> 00:05:43.261]  Negative.
[00:05:43.261 --> 00:05:48.385]  He said that people on his show had talked about Sandy Hook and saying that they believed that the childs were actresses.
[00:05:48.385 --> 00:05:51.548]  He said that 9-11 was funded by Saudi Arabia.
[00:05:51.548 --> 00:05:55.431]  If it wasn't a conspiracy, why can't we see the 28 pages, Hillary?
[00:05:55.812 --> 00:05:58.523]  You can find more reports like this at InfoWars.com
[00:06:01.078 --> 00:06:06.160]  Over the years, there have been a lot of powerful advancements in the field of science and nutraceuticals.
[00:06:06.160 --> 00:06:15.004]  Youngevity integrates years of scientific research into creating fantastic products like Beyond Tangy Tangerine, plant-derived minerals, and much more.
[00:06:15.004 --> 00:06:18.945]  Youngevity also offers you an ingenious way to augment your income.
[00:06:18.945 --> 00:06:19.746]  And the best part?
[00:06:19.746 --> 00:06:22.607]  You'll be helping your friends and family along the way.
[00:06:22.607 --> 00:06:25.228]  Visit InfoWarsTeam.com today.
[00:06:25.228 --> 00:06:26.008]  Become a member.
[00:06:26.008 --> 00:06:30.070]  Get discounts on the amazing products and free shipping when you sign up for AutoShip.
[00:06:30.270 --> 00:06:37.013]  And you're able to promote the products to friends and family and neighbors in your community and make money while helping people at the same time.
[00:06:37.013 --> 00:06:37.973]  Another win-win.
[00:06:37.973 --> 00:06:41.714]  That's why I'm a member of the Longevity Team at Infowarsteam.com.
[00:06:41.714 --> 00:06:42.955]  And you can be too.
[00:06:42.955 --> 00:06:43.495]  It's simple.
[00:06:43.495 --> 00:06:46.436]  Just go to Infowarsteam.com today.
[00:06:46.436 --> 00:06:48.537]  Complete a short sign-up and you're part of the team.
[00:06:48.537 --> 00:06:51.798]  That's Infowarsteam.com or Infowarshealth.com.
[00:06:51.798 --> 00:06:58.100]  So many people call into my radio show and tell me how Longevity and the products at Infowarsteam.com have changed their lives.
[00:06:58.100 --> 00:06:59.401]  Check it out for yourself today.
[00:07:01.053 --> 00:07:02.935]  You developed Living Defense for us.
[00:07:02.935 --> 00:07:04.236]  It took you over a year to do it.
[00:07:04.236 --> 00:07:05.457]  Why is this so good?
[00:07:05.457 --> 00:07:10.762]  Because people are actually waking up to the problem that pretty much scares me the most.
[00:07:10.762 --> 00:07:24.295]  I mean, I try to make sure that I don't put toxins from food and water and beverages in my system, but right now we're dealing with massive parasites, which is anything that's harmful to your body that lives off a host mechanism.
[00:07:24.295 --> 00:07:25.656]  Right now with all the refugees,
[00:07:26.417 --> 00:07:28.058]  Uh, spreading disease around.
[00:07:28.058 --> 00:07:30.639]  We have biological warfare going on everywhere.
[00:07:30.639 --> 00:07:31.940]  These are all parasites.
[00:07:31.940 --> 00:07:33.040]  Tell us about all the stuff that's in it.
[00:07:33.040 --> 00:07:34.381]  There's so many things that are in it.
[00:07:34.381 --> 00:07:38.903]  You have the neem in there, you have the organic clove bud, the organic wormwood.
[00:07:38.903 --> 00:07:42.025]  I recommend doing a parasite cleanse at least twice a year.
[00:07:42.165 --> 00:07:45.186]  All right, well, I'm glad we've got some back in because I'm going back on it today.
[00:07:45.186 --> 00:07:46.266]  It just came back in yesterday.
[00:07:46.266 --> 00:07:48.207]  Living Defense, Infowarslife.com.
[00:07:48.207 --> 00:07:49.227]  And folks, you can't lose.
[00:07:49.227 --> 00:07:51.928]  It's full of stuff that's great for your body, period.
[00:07:51.928 --> 00:07:55.189]  And you support the broadcast, Infowarslife.com.
[00:07:55.189 --> 00:07:57.449]  Thank you, Dr. Group from the Global Healing Center.
[00:07:57.449 --> 00:07:59.390]  Thank you so much for all your work, sir, on this great product.
[00:08:01.510 --> 00:08:03.191]  We've got it.
[00:08:03.191 --> 00:08:08.633]  This transmission is coming to you.
[00:08:08.633 --> 00:08:13.034]  Waging war on corruption.
[00:08:13.034 --> 00:08:18.677]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:08:23.661 --> 00:08:34.269]  I've studied history and any historian will tell you it's worth their salt that those that don't know history are doomed to repeat it.
[00:08:34.269 --> 00:08:49.601]  There's another historical maxim from Lord Acton that power tends to corrupt and absolute power corrupts absolutely.
[00:08:49.601 --> 00:08:52.984]  The quote is normally cut down to power corrupts.
[00:08:55.399 --> 00:08:59.662]  And the power structure is betting that you don't know history.
[00:08:59.662 --> 00:09:15.773]  The power structure of the Anglo-American Technocratic Global Combine, as they describe themselves, that's their term for themselves, are establishing an authoritarian, autocratic, centralized world government.
[00:09:16.997 --> 00:09:35.669]  And for over 130 years, major banking associations, in their own corporate monthly letters, there's been books written on this, talked about taking over education in the West, and dumbing people down, and reversing the 400 year old, at that time, renaissance, now 500 plus.
[00:09:35.669 --> 00:09:39.671]  And they've done a pretty darn good job, on average.
[00:09:39.671 --> 00:09:43.514]  The problem is intellectual true understanding, true liberty.
[00:09:44.597 --> 00:09:48.219]  is like fire in the description of Thomas Jefferson.
[00:09:48.219 --> 00:10:07.612]  And so, unless you extinguish it all, tyrannical, autocratic, plutocratic wastes that centralized status create are like giant tinderboxes for liberty to consume.
[00:10:10.913 --> 00:10:32.566]  And that's why tyrants are trying to dumb down the human spirit, domesticate us, break up our families, kill the human life force, because to tyrants, to psychopaths, to control freaks, good, strong, vibrant, awake, electrified humans are absolutely, totally horrifying.
[00:10:32.566 --> 00:10:38.850]  Globalist, inner-bred, psychopathic families, even mainline psychiatrists will tell you, represent
[00:10:39.867 --> 00:10:42.890]  Genetic bloodlines of psychopathic behavior.
[00:10:42.890 --> 00:10:44.991]  And just look at history.
[00:10:44.991 --> 00:10:54.599]  But the Renaissance represents the end of that system, and we're still in the Renaissance today, and I believe are about to enter the golden age of the Renaissance.
[00:10:54.599 --> 00:10:58.002]  Now, continuing.
[00:10:58.002 --> 00:10:59.083]  Mainstream media
[00:11:01.089 --> 00:11:21.341]  Particularly mainstream news, depending on the university study or the Associated Press study just from this year, there's four or five studies that are scientific, that I've looked at the research papers on, how they conducted it, find that the general public trusts the media
[00:11:24.130 --> 00:11:26.811]  Between a 6 and a 10 percent level.
[00:11:26.811 --> 00:11:29.232]  So, let's just give them 10 percent.
[00:11:29.232 --> 00:11:31.832]  10 percent of the public trust the media.
[00:11:31.832 --> 00:11:47.557]  And in scientific polls, that's what has been borne out for about 20 years now, that 90 plus percent of Americans in the average poll believe that there were more than one shooter at JFK.
[00:11:52.119 --> 00:11:54.340]  And believe the government's covering up what really happened.
[00:11:54.340 --> 00:12:07.308]  So you can have mainstream media set up there like parrots and repeat for decades that we're all kooks, we're all crazy, as on average, over 90%, it's around 92% in poll after poll, say there's a cover-up.
[00:12:07.308 --> 00:12:14.933]  And no matter how many books they put out, and no matter how many times they have Hollywood stars come out and tell us we're wrong, it doesn't work anymore.
[00:12:14.933 --> 00:12:18.155]  You people are discredited.
[00:12:18.155 --> 00:12:20.116]  And that's only one bellwether.
[00:12:23.382 --> 00:12:26.624]  Of what I'm talking about.
[00:12:26.624 --> 00:12:29.605]  Now, there is an area they're still winning.
[00:12:29.605 --> 00:12:35.668]  We are defeating the dinosaur Decepticon news media.
[00:12:35.668 --> 00:12:42.112]  CNN, MSNBC, The Compromise, and Overrun, and Taking Over Fox, and other platforms.
[00:12:42.112 --> 00:12:47.795]  This broadcast has, quote, radicalized, in Hillary's own statements, talk radio.
[00:12:47.795 --> 00:12:50.456]  No, we've just helped them take the blinders off.
[00:12:50.456 --> 00:12:51.757]  Our listeners have educated them.
[00:12:51.757 --> 00:12:52.457]  That's really what's happened.
[00:12:54.810 --> 00:12:56.211]  And so they're in panic mode.
[00:12:56.211 --> 00:13:04.479]  Now, in the last six, seven years, they've shifted most of their propaganda focus into entertainment.
[00:13:04.479 --> 00:13:07.322]  The late shows.
[00:13:07.322 --> 00:13:11.766]  The Jimmy Kimmel Lives.
[00:13:11.766 --> 00:13:13.307]  The propaganda placement.
[00:13:14.116 --> 00:13:17.439]  that is put into TV shows and movies and fiction.
[00:13:17.439 --> 00:13:39.856]  They admit this is going on when they have Obama on Jimmy Fallon pushing the Trans-Pacific Partnership, a secretive world government combine that even the left says is completely authoritarian and a nightmare, legalizing slavery, slave labor, restricting free speech, destroying sovereignty.
[00:13:40.981 --> 00:13:47.084]  But then Obama goes on and makes it part of a cute song and saying, yeah, you know me, I'm down with TPP.
[00:13:47.084 --> 00:13:56.729]  But no amount of fancy suits and perfect lighting and beautiful music can spice up the rotten dead possum you're trying to serve.
[00:13:56.729 --> 00:13:58.590]  You can put delicious gravy on it.
[00:13:58.590 --> 00:14:00.051]  You can put perfume in the air.
[00:14:00.051 --> 00:14:01.652]  You can light it perfectly.
[00:14:01.652 --> 00:14:05.434]  It tastes like Bravo Sierra.
[00:14:05.434 --> 00:14:06.014]  Because it is.
[00:14:09.096 --> 00:14:30.073]  And that's why now, on a weekly basis, Stephen Colbert or Fallon or Kimmel or, you know, any of these people misrepresents what we say and what we do here on air in an attempt, as alchemists often do politically, to take something that's really dangerous to them and to turn it into a joke.
[00:14:30.073 --> 00:14:34.557]  And look, I don't think that people like Jimmy Kimmel are even bad people.
[00:14:35.725 --> 00:14:40.566]  In fact, I've had mutual friends that are friends with Kimmel decades ago and they say he's a great guy.
[00:14:40.566 --> 00:14:41.387]  I'm sure he is.
[00:14:41.387 --> 00:14:47.388]  People like Joe Rogan and others who's hosted shows with him.
[00:14:47.388 --> 00:14:56.011]  But the writers at those networks that are putting together the propaganda that they then stand up there and read off a teleprompter and look smart, and they are smart,
[00:14:57.363 --> 00:14:59.425]  But the point is, they're reading what was written for them.
[00:14:59.425 --> 00:15:01.007]  Sometimes they write it.
[00:15:01.007 --> 00:15:11.537]  To make me look stupid, you have to understand that I saw a few days ago a Mark Dice video on Picklegate, which he started, on Infowars.com.
[00:15:11.537 --> 00:15:15.381]  He's a correspondent for us, from MarkDice.com.
[00:15:15.381 --> 00:15:20.226]  And I thought, yeah, the pickle top doesn't pop of the pickle jar.
[00:15:22.205 --> 00:15:26.648]  And so I'm going to go and illustrate how she's even lying about this.
[00:15:26.648 --> 00:15:28.209]  He doesn't really take her pulse.
[00:15:28.209 --> 00:15:29.991]  She doesn't really open that pickle jar.
[00:15:29.991 --> 00:15:32.072]  I opened four jars and got a tight one.
[00:15:32.072 --> 00:15:33.113]  It was kind of tough for me.
[00:15:33.113 --> 00:15:35.795]  And I'll guarantee you I'm a lot stronger than Hillary.
[00:15:35.795 --> 00:15:41.880]  I'm not bragging, but I'm a lot stronger than her.
[00:15:41.880 --> 00:15:42.080]  So.
[00:15:43.513 --> 00:15:44.434]  We're being lied to.
[00:15:44.434 --> 00:15:47.497]  And then he's, and Kimmel comes out, and this is about Kimmel talking about me.
[00:15:47.497 --> 00:15:48.658]  That's not our top story.
[00:15:48.658 --> 00:15:57.846]  It's about how this is a illustration or an exhibit to show us how this system is operating that he says, okay, big deal if we did stage it.
[00:15:59.349 --> 00:16:05.812]  And basically admits they did, because then they make a joke where they show the security guard behind the scenes opening it to eat one of the pickles.
[00:16:05.812 --> 00:16:08.894]  So that's why it was actually open when Hillary opens it.
[00:16:08.894 --> 00:16:12.575]  And when he opens it, it's a real video, it pops.
[00:16:12.575 --> 00:16:14.797]  It doesn't pop when Hillary opens it.
[00:16:14.797 --> 00:16:16.657]  Everyone knows that.
[00:16:16.657 --> 00:16:19.819]  The point is that she's lying and staging something there.
[00:16:19.819 --> 00:16:27.983]  And by the way, almost everyone agrees with me on YouTube and even on leftist sites, because they go, of course they're not gonna have her PR people
[00:16:28.223 --> 00:16:33.707]  Put her on national live television and not be able to open something.
[00:16:33.707 --> 00:16:37.450]  One out of 30, 40 jars, nobody can open.
[00:16:37.450 --> 00:16:42.054]  You gotta beat the lid off, you know, with basically a back of a spoon or a knife.
[00:16:42.054 --> 00:16:43.155]  Everybody knows that.
[00:16:43.155 --> 00:16:44.036]  Slam it down on the table.
[00:16:45.074 --> 00:16:46.414]  Of course they scripted it.
[00:16:46.414 --> 00:16:48.275]  Of course he didn't really take her pulse.
[00:16:48.275 --> 00:16:49.135]  Of course.
[00:16:49.135 --> 00:16:50.335]  But it gets worse.
[00:16:50.335 --> 00:16:51.455]  You guys don't even understand.
[00:16:51.455 --> 00:16:52.976]  I'm going to explain this to you.
[00:16:52.976 --> 00:16:55.276]  Just because I always like to show people the hat trick.
[00:16:55.276 --> 00:16:58.737]  I told Pat Riley, when I got into work, I said, go get pickle jars.
[00:16:58.737 --> 00:16:59.957]  I'm going to troll Kemmel.
[00:16:59.957 --> 00:17:00.537]  Watch.
[00:17:00.537 --> 00:17:02.198]  It'll be on in the next few days.
[00:17:02.198 --> 00:17:10.580]  And I went on air and played Caddyshack clips and said I was joking and said I was having fun and that this wasn't really that serious.
[00:17:10.580 --> 00:17:12.100]  And I just wanted to be lighthearted.
[00:17:13.407 --> 00:17:14.808]  He goes, this guy is crazy.
[00:17:14.808 --> 00:17:18.289]  Look at a grown man spending seven minutes on a pickle jar.
[00:17:18.289 --> 00:17:20.811]  This guy's crazy.
[00:17:20.811 --> 00:17:24.973]  Then he cuts to a gun, a BB gun.
[00:17:24.973 --> 00:17:28.215]  In fact, I went and dug one out of my safe this morning.
[00:17:28.215 --> 00:17:31.396]  I even locked those up in the gun safe and I forgot to bring it to work.
[00:17:31.396 --> 00:17:33.157]  Or maybe Pat Riley did.
[00:17:33.157 --> 00:17:40.721]  But the point is that he then shoots the pickle jar to get rid of the evidence with his pellet gun or his BB gun.
[00:17:42.551 --> 00:17:47.474]  It looks like a Glock handgun.
[00:17:47.474 --> 00:17:49.274]  And says, Alex, you better watch it.
[00:17:49.274 --> 00:17:51.496]  You know, the New World Order is basically coming after you.
[00:17:51.496 --> 00:17:57.639]  Now, Kimmel, I don't think you want to hurt anybody, but do you understand Hillary brags about being in combat she wasn't in?
[00:17:57.639 --> 00:18:00.680]  She talks about, I came, I saw, Gaddafi died.
[00:18:00.680 --> 00:18:01.621]  It's a failed state.
[00:18:01.621 --> 00:18:03.162]  Hundreds of thousands died.
[00:18:04.255 --> 00:18:07.157]  It's admitted this woman has a death trail.
[00:18:07.157 --> 00:18:18.206]  CNN Fox News last night had stories about the four dead staffers and the guy shot four times in the back that WikiLeaks basically says is their source of the DNC emails.
[00:18:18.206 --> 00:18:27.013]  Where Hillary sending her people dressed like Bernie Sanders supporters to attack Trump supporters so that both Trump and the Sanders people, her enemies, look bad.
[00:18:27.013 --> 00:18:28.414]  She's a bad lady, bro!
[00:18:30.049 --> 00:18:34.550]  And I understand you wouldn't have your job if you didn't have people like her on.
[00:18:38.527 --> 00:18:42.689]  The misrepresentation that that was all serious is a joke.
[00:18:42.689 --> 00:18:49.992]  I mean, they show clips all the time when we bought the creature Zorg or whatever that Captain Kirk fights back in the 60s.
[00:18:49.992 --> 00:18:53.413]  I mean, the greatest comedy ever.
[00:18:53.413 --> 00:18:56.734]  We were going to reenact that, never did, so I wore the lizard head.
[00:18:56.734 --> 00:19:00.095]  And then they say, oh, Alex Jones really thinks lizard people are real.
[00:19:00.095 --> 00:19:01.156]  No, that's David Icke, not me.
[00:19:03.476 --> 00:19:05.697]  But I think psychopaths basically operate like a lizard.
[00:19:05.697 --> 00:19:10.839]  I mean, they have absolutely no gumption about, you know, treating fellow humans like animals.
[00:19:10.839 --> 00:19:13.060]  Whether it's Mao Tse Tung or Adolf Hitler.
[00:19:13.060 --> 00:19:15.841]  So, you guys need to learn what satire is.
[00:19:15.841 --> 00:19:19.082]  90% of that was satire.
[00:19:19.082 --> 00:19:23.864]  Like when I was playing Caddyshack clips of where he opens the Perrier, but it's already open.
[00:19:23.864 --> 00:19:30.607]  And it was to have some fun, because... Let me tell you, I... Some of my listeners... I'm gonna skip this network break, this is so important.
[00:19:30.607 --> 00:19:31.347]  Some of my listeners...
[00:19:33.530 --> 00:19:34.252]  Send me emails.
[00:19:34.252 --> 00:19:38.020]  I see the comments going, Alex, the world's in a very serious situation right now.
[00:19:38.020 --> 00:19:39.944]  You know, why are you criticizing her with a pickle jar?
[00:19:39.944 --> 00:19:41.788]  Sure, it's obviously fake, but there's bigger issues.
[00:19:42.688 --> 00:19:48.233]  I can't sit here four hours a day just talking about her emails, which everyone knows she lied about.
[00:19:48.233 --> 00:19:59.643]  I can't just sit here looking at images of dead kids that ISIS has cut their heads off and point out how the head of defense intelligence says Hillary and Obama ordered them to put ISIS in command.
[00:19:59.643 --> 00:20:00.464]  I've covered it.
[00:20:00.464 --> 00:20:01.385]  We broke it.
[00:20:01.385 --> 00:20:02.706]  We know it.
[00:20:02.706 --> 00:20:03.687]  We hammer it.
[00:20:03.687 --> 00:20:05.868]  But I've got to have some fun sometimes.
[00:20:05.868 --> 00:20:08.491]  And quite frankly, I never did any of this on purpose.
[00:20:08.491 --> 00:20:09.572]  I've been kind of a natural.
[00:20:11.329 --> 00:20:19.053]  In that, and I don't say that on a power trip, I mean, I'm a natural at having train wrecks, I'm a natural at stammering, but I'm real and people resonate with it.
[00:20:19.053 --> 00:20:27.498]  And sometimes, you know, when I get into this comedy mode, I just intentionally, like an idiot savant, start doing really goofy, funny stuff.
[00:20:27.498 --> 00:20:30.420]  Like I said, can of pickles 30 times.
[00:20:31.340 --> 00:20:44.992]  I didn't know, I just thought, just in a quick one second gestalt, I'm going to go on air, I'm going to do this, just as an example, and I'm going to take over Jimmy Kimmel, and they're going to respond, and they're going to attack me, and if I say pickle can a bunch, they're going to freak out on that.
[00:20:44.992 --> 00:20:49.115]  I kind of know how those writers operate.
[00:20:49.115 --> 00:20:55.701]  I kind of get that, you know, Woody Allen style, style, Monty Python humor.
[00:20:58.010 --> 00:20:59.871]  And so, that's what happened.
[00:20:59.871 --> 00:21:01.451]  That's what goes on.
[00:21:01.451 --> 00:21:04.112]  And so, just think about that.
[00:21:04.112 --> 00:21:10.675]  Because, you know, I told more than two people in the office, I said, watch, I'm going to troll Jimmy Kimmel.
[00:21:10.675 --> 00:21:11.355]  And that's what we did.
[00:21:11.355 --> 00:21:13.916]  And it's not like I have something over you.
[00:21:13.916 --> 00:21:17.317]  It's that I never intentionally
[00:21:19.793 --> 00:21:21.794]  Tried to bait those guys in in the past.
[00:21:21.794 --> 00:21:23.995]  I noticed that when I had fun it would do it.
[00:21:23.995 --> 00:21:26.897]  So basically now I've just learned to customize it a little bit more.
[00:21:26.897 --> 00:21:34.281]  Where anytime I actually sit down and try, I can have the mainstream media saying and doing whatever I want.
[00:21:34.281 --> 00:21:41.425]  Because you guys have been hired and trained and manipulated to be programmable.
[00:21:41.425 --> 00:21:46.308]  And so I can sit here and program you on air if I want to.
[00:21:46.308 --> 00:21:48.009]  But instead I just get up here
[00:21:49.082 --> 00:21:57.125]  And try to just be completely open with everybody as a fellow human and talk to you about the state of the world, the state of history, and what's happening on this planet.
[00:21:57.125 --> 00:22:06.009]  They've had national TV shows in the last 20 years many times make fun of me and go, he's the crazy person that thinks they're merging humans with animals.
[00:22:06.009 --> 00:22:08.910]  No, I read it in MIT Magazine and the BBC 20 years ago.
[00:22:11.508 --> 00:22:13.289]  I covered it on air.
[00:22:13.289 --> 00:22:27.740]  Research scientists sent me letters and papers about how they were creating dozens and dozens of different species of part human, part animal clones so they could grow human tissue inside those clones and not have rejection.
[00:22:29.070 --> 00:22:30.972]  Now that's science you're being given.
[00:22:30.972 --> 00:22:31.852]  That's a fact.
[00:22:31.852 --> 00:22:37.257]  Now it's AP, Reuters, hey it's great, we're going to be able to have organs now grown in cows.
[00:22:37.257 --> 00:22:50.389]  And the cow is part human so that it doesn't reject the humanoid that is grown inside of it, and the humanoid grows up larger, doesn't have rights, it's not an animal, and it's not a human, according to the government.
[00:22:50.389 --> 00:22:53.952]  They're talking about robot rights, how about chimera rights?
[00:22:57.694 --> 00:22:59.235]  These are the big issues, folks!
[00:22:59.235 --> 00:23:00.856]  These are the big ones!
[00:23:00.856 --> 00:23:12.825]  We are already in science fiction land, and you're making jokes, and lying to your viewers, because I said, this is a joke!
[00:23:12.825 --> 00:23:22.732]  I played Caddyshack Clips, and you know, and they say, look at this crazy guy, he's so serious about a thing of pickles, and I get you have license to make it funny.
[00:23:22.732 --> 00:23:24.914]  Okay, fine.
[00:23:24.914 --> 00:23:25.735]  But when you tell us
[00:23:26.724 --> 00:23:33.947]  That it's no big deal that you staged it.
[00:23:33.947 --> 00:23:36.207]  Okay, if we did stage it, what's the big deal?
[00:23:36.207 --> 00:23:41.889]  You're there implying she doesn't have health problems and saying we're conspiracy theorists.
[00:23:41.889 --> 00:23:54.294]  Dr. Drew, who'd been on CNN with some of the highest ratings on that channel, Headline News, for five years, was let go one week after
[00:23:56.192 --> 00:24:00.574]  He came out and said, look, I'm nonpartisan, she looks ill.
[00:24:00.574 --> 00:24:05.437]  I've got a stack of news today of more staffers and more dead around Hillary.
[00:24:05.437 --> 00:24:12.000]  And then WikiLeaks says we never give up our sources, but yes, he is a source.
[00:24:12.000 --> 00:24:18.343]  That's Julian Assange, who's never lied to anybody with these leaks, who's been proven to be impeccable.
[00:24:18.343 --> 00:24:20.764]  I said time would tell about him, you know, six, seven years ago.
[00:24:20.764 --> 00:24:22.205]  I'm here to tell you, impeccable!
[00:24:23.061 --> 00:24:24.602]  Goes after Bush for what's wrong.
[00:24:24.602 --> 00:24:26.223]  Goes after Clinton for what's wrong.
[00:24:26.223 --> 00:24:27.364]  How can you dispute that?
[00:24:27.364 --> 00:24:31.667]  And he says, well, we have a source in the DNC.
