[00:00:19.713 --> 00:00:21.656]  Welcome to the Info Wars Nightly News.
[00:06:23.641 --> 00:06:28.764]  And now we see that Mrs. Clinton is spending more on polling than six GOP candidates combined.
[00:06:29.264 --> 00:06:31.946]  They say Marco Rubio and Jeb Bush each spent about $150,000.
[00:06:31.986 --> 00:06:37.509]  Ben Carson and Donald Trump declined to buy any polling research.
[00:06:37.889 --> 00:06:40.251]  Ted Cruz spent the most out of the Republican Party with $380,000.
[00:06:40.331 --> 00:06:44.513]  But Mrs. Clinton spent a staggering $720,000 on polls last quarter, as much as the six top Republicans combined.
[00:06:54.699 --> 00:06:57.722]  So as they say, you know, it's the Republican machine and they're after Hillary.
[00:06:57.742 --> 00:06:59.223]  And be very clear, I'm not a Republican.
[00:06:59.263 --> 00:07:00.504]  I'm just saying this is what they say.
[00:07:01.105 --> 00:07:03.147]  The Republican machines after Hillary and blah, blah, blah.
[00:07:03.167 --> 00:07:05.709]  I'm like, Mrs. Clinton, you're outspending everybody.
[00:07:06.109 --> 00:07:08.511]  What possible, you know, complaint do you have?
[00:07:08.812 --> 00:07:15.818]  You're getting mad because they're going after you for legitimate things like Benghazi, the email scandal, which I think Benghazi is a bigger deal than the email scandal.
[00:07:15.838 --> 00:07:18.080]  But there is some legitimate stuff going on there.
[00:07:18.120 --> 00:07:20.082]  The 22 emails that they're saying they can't release.
[00:07:20.442 --> 00:07:22.523]  Because of security issues here in the nation.
[00:07:22.543 --> 00:07:25.624]  So yes, Mrs. Clinton, they do have a legitimate claim to go after you on.
[00:07:26.064 --> 00:07:30.426]  And now Mrs. Clinton isn't just fighting with Republicans, she's fighting with people in her own party.
[00:07:30.966 --> 00:07:32.206]  Enter Bernie Sanders.
[00:07:32.266 --> 00:07:36.288]  Clinton blasts Sanders on Brady Bill in their first one-on-one debate.
[00:07:37.108 --> 00:07:41.831]  I don't think it was particularly progressive to vote against the Brady Bill five times, said Mrs. Clinton.
[00:07:42.252 --> 00:07:46.114]  I don't think it was progressive to vote to give gun makers and sellers immunity.
[00:07:46.694 --> 00:07:49.556]  That's not exactly what any type of gun law does.
[00:07:49.857 --> 00:07:55.280]  To say that the gun lobby, as they like to call it, is completely immune, no.
[00:07:55.580 --> 00:07:58.823]  I don't think that they should be demonized for the simple fact that they sell a gun.
[00:07:59.163 --> 00:08:06.748]  Like when they went after Bushmaster, Bushmaster after Sandy Hook, they're trying to ban these guys or fine these guys for simply selling a product.
[00:08:07.108 --> 00:08:09.872]  That'd be like going after a Ford or Chevy for simply selling a car.
[00:08:09.932 --> 00:08:17.722]  Now, if the car is defective, if the car is doing something it's not supposed to do, yeah, then you can have your class action suits and all that, but simply selling it is not a crime in and of itself.
[00:08:17.762 --> 00:08:20.206]  That's why I was very much against the Brady Bill.
[00:08:20.993 --> 00:08:23.875]  Now, as we're talking about the firearms, let's talk about people's rights.
[00:08:24.375 --> 00:08:26.936]  And this story shouldn't even be a story.
[00:08:26.996 --> 00:08:32.279]  I should just be able to sit up here and say, uh, breaking news, judges follow the law and move on to the next story.
[00:08:32.319 --> 00:08:37.241]  But we can't do that because we're into a point in this country where people just completely ignored the constitution.
[00:08:37.602 --> 00:08:40.903]  And now we see people have a fundamental right to own assault weapons.
[00:08:41.284 --> 00:08:42.004]  A court rules.
[00:08:42.424 --> 00:08:44.925]  And this was a three-judge panel in the U.S.
[00:08:45.245 --> 00:08:59.332]  Court of Appeals, the Fourth Circuit, that said the state's prohibition on what the court called the vast majority of semi-automatic rifles, commonly kept by several million American citizens, amounted to a violation under the rights of the Constitution.
[00:08:59.392 --> 00:09:02.833]  So this is something that's going on here in the United States of America.
[00:09:02.873 --> 00:09:03.914]  This was in Maryland.
[00:09:04.694 --> 00:09:10.197]  And yeah, like I said, I shouldn't just be able to say that, you know, judges follow the law, but it is somewhat of a
[00:09:11.357 --> 00:09:16.922]  Rarity that you see people just say, hey, yeah, they have a constitutional right, they can own anything they damn well please.
[00:09:17.503 --> 00:09:19.184]  Now let's talk about some international news.
[00:09:19.605 --> 00:09:25.230]  Now we've heard a lot about these refugees going on, going to foreign countries and causing some issues.
[00:09:25.310 --> 00:09:28.032]  And it's not because they're, you know, refugees from whatever country.
[00:09:28.453 --> 00:09:33.598]  As a black man from Oklahoma, if a bunch of black guys from Oklahoma went over to Switzerland or
[00:09:34.618 --> 00:09:36.720]  Sweden or wherever, and they were causing drama.
[00:09:36.740 --> 00:09:38.402]  They were raping people and harming people.
[00:09:38.422 --> 00:09:40.163]  I say, yes, put them in jail.
[00:09:40.203 --> 00:09:43.306]  Not because they're black or from Oklahoma, but just because they were doing the crime.
[00:09:43.707 --> 00:09:51.474]  And now we see that there is something called a Code 291, and Swedish police are covering up thousands of crimes involving refugees.
[00:09:52.074 --> 00:10:03.924]  According to a report in a Swedish newspaper, around 5,000 incidents have been kept secret, including 559 cases of violence, 194 assaults, 2 terror threats, and 4 rapes.
[00:10:04.364 --> 00:10:14.073]  The article explains that the incidents have been covered up because of a directive from the National Operational Department that any information pertaining to the behavior of refugees be censored.
[00:10:14.966 --> 00:10:16.909]  And once again, okay, where are you from?
[00:10:16.969 --> 00:10:18.010]  You know, why you're there?
[00:10:18.090 --> 00:10:18.451]  Whatever.
[00:10:18.931 --> 00:10:31.228]  If you're out there committing crimes, if you're doing 559 violent cases, 194 assaults, two terror threats, and four rapes, I'm like, yeah, you need to go to jail regardless of your race, religion.
[00:10:31.849 --> 00:10:32.289]  I think so.
[00:10:54.574 --> 00:11:01.679]  We'll circle back around to American politics and talk about the supposed crime that happened here recently with Ted Cruz stealing the election.
[00:11:02.079 --> 00:11:12.226]  Now, the Carson campaign has come out and accused Mr. Cruz of doing some dirty tricks, saying that Carson had pretty much suspended his campaign and give all your votes to me, Ted Cruz.
[00:11:12.626 --> 00:11:17.069]  And now we see Kurt Nimmo, who's been hot on the the Cruz trail.
[00:11:17.129 --> 00:11:17.910]  I'll give it to Kurt.
[00:11:17.930 --> 00:11:19.991]  He was on the Cruz long before I ever was.
[00:11:20.051 --> 00:11:23.974]  But it says the men behind Ted Cruz, neocons and the CIA propagandists.
[00:11:24.754 --> 00:11:34.719]  And he points out it's simply not his wife, Cruz's wife, the Goldman Sachs executive, the investment banking, or his unreported loan from a multinational investment banking firm.
[00:11:35.220 --> 00:11:39.322]  A closer look at Cruz reveals he's a neocon insider.
[00:11:39.742 --> 00:11:52.549]  And Cruz's foreign policy advisor is a notorious neocon James Woolsey, the former director of the CIA during the Clinton administration, and the man in charge of his public relations was Dan Gabriel.
[00:11:53.129 --> 00:11:56.231]  And he is a former CIA covert action officer.
[00:11:56.292 --> 00:12:00.915]  So he fills his campaign with a bunch of CIA guys and neocons.
[00:12:00.975 --> 00:12:04.218]  And like I said, Cruz has done a lot of good stuff.
[00:12:04.278 --> 00:12:08.101]  I don't want to stop here and completely bash the guy, but I also really don't trust the guy.
[00:12:08.121 --> 00:12:10.122]  I can say that for many other presidential candidates as well.
[00:12:10.142 --> 00:12:10.723]  So it's nothing.
[00:12:11.383 --> 00:12:12.344]  I'm not the only one.
[00:12:12.364 --> 00:12:13.866]  Ron Paul says Cruz is not a libertarian.
[00:12:13.886 --> 00:12:14.546]  He is owned by Goldman Sachs.
[00:12:34.636 --> 00:12:35.877]  You take a guy like Cruz.
[00:12:36.017 --> 00:12:37.437]  People are liking the Cruz.
[00:12:37.858 --> 00:12:39.639]  They think that he's for the free market.
[00:12:40.339 --> 00:12:42.560]  And in reality, he's owned by Goldman Sachs.
[00:12:43.080 --> 00:12:48.343]  I mean, he and Hillary have more in common than we would have with Cruz and Trump or any of them.
[00:12:48.443 --> 00:12:51.445]  So I just don't think there is much picking.
[00:12:52.412 --> 00:12:52.873]  I do agree.
[00:12:52.933 --> 00:13:00.862]  Since Ron's son, Ran, has dropped out of the race, I don't plan to vote for any of these people unless, you know, some rock star, you know, shoots up to the top.
[00:13:00.902 --> 00:13:03.566]  You know, if David Knight runs for office, I'll write in David Knight.
[00:13:03.606 --> 00:13:06.369]  But until then, I don't think I'm going to be voting for anybody.
[00:13:06.669 --> 00:13:08.972]  But it wasn't just Cruz that Dr. Paul had to talk about.
[00:13:09.012 --> 00:13:10.414]  He also talked about Bernie Sanders.
[00:13:10.814 --> 00:13:11.735]  And here's a look at that clip.
[00:13:12.694 --> 00:13:13.796]  Another question from the audience?
[00:13:14.337 --> 00:13:16.039]  Yeah, kiddanielsinfowars.com.
[00:13:16.260 --> 00:13:19.445]  Dr. Paul, if you could debate Bernie Sanders, what would you say to him?
[00:13:20.106 --> 00:13:22.850]  And what would you say to supporters who think that socialism works?
[00:13:23.860 --> 00:13:29.501]  Bernie and I got along pretty well, and we talked a lot, knew exactly where we stood, and respected each other's views.
[00:13:30.121 --> 00:13:34.102]  And I think Bernie and I voted to audit the Fed, if I'm not mistaken.
[00:13:35.142 --> 00:13:46.504]  So he, so given the benefit of the doubt, but I, the closest I came to a real debate with somebody like Bernie Sanders was with Barney Frank at the University of Pennsylvania.
[00:13:46.564 --> 00:13:46.744]  And the
[00:13:49.725 --> 00:13:54.747]  The point that I try to make is, you know, you do well as a principled progressive.
[00:13:55.307 --> 00:14:06.151]  And I can do this with Dennis Kucinich, who I know very well, and say, well, you know, you don't want to use force in the military.
[00:14:06.191 --> 00:14:09.733]  You want to protect civil liberties, and you don't like all this war.
[00:14:09.813 --> 00:14:13.774]  And sometimes Dennis and I would be going to voting against some war position.
[00:14:14.354 --> 00:14:17.916]  But I said, why propose this to Barney, too?
[00:14:18.576 --> 00:14:28.383]  Why is it that you won't apply that same principle to, you know, that you apply to social engagement, you know, in social and sexual matters?
[00:14:28.923 --> 00:14:30.724]  Hands off, as long as it's voluntary.
[00:14:30.804 --> 00:14:33.026]  I know that the government just should be out of it.
[00:14:33.066 --> 00:14:34.887]  They should be out of marriage and everything else.
[00:14:35.267 --> 00:14:35.668]  We're good to go.
[00:14:52.768 --> 00:15:14.604]  Too rich, you know, and then they run it and they own everything and they will not listen to the argument that there's a difference between somebody getting bailed out by the Federal Reserve and they're on the specialist versus somebody who produces a good product and we vote them their money and they haven't cheated or stolen or given us bad products and they make a lot of money.
[00:15:14.904 --> 00:15:15.205]  Why?
[00:15:15.625 --> 00:15:18.187]  I think it's sort of an envy and resentment
[00:15:19.388 --> 00:15:26.734]  But I talked to them, but I have to tell you that so far I haven't converted many diehard progressives.
[00:15:26.794 --> 00:15:35.422]  Because some progressives, if you watch it on the internet, will have really close agreements and they might, you know, be talking about the same issue.
[00:15:35.722 --> 00:15:42.408]  But boy, they don't want to even introduce the notion that the libertarians are with them on this because they're terrified!
[00:15:42.748 --> 00:15:46.773]  That we might encroach on their power to redistribute wealth.
[00:15:47.394 --> 00:15:51.979]  So it's a tough argument, but that's because they have a stronger belief.
[00:15:52.119 --> 00:15:57.025]  Others are sort of in the middle and they can be influenced and they can be converted.
[00:15:58.274 --> 00:16:02.097]  And in other news, we see that a doctor gets 30 years to life for murders in an L.A.
[00:16:02.137 --> 00:16:04.540]  case tied to patient overdoses.
[00:16:04.880 --> 00:16:22.816]  Now this is somewhat of a rarity, because we see the sentence came after a Los Angeles jury found Dr. Lisa Singh guilty of second-degree murder, the first time a doctor has been convicted of murder in the United States for overprescribing prescription drugs, a district attorney's office has said.
[00:16:23.559 --> 00:16:26.621]  So yeah, like I said, this is a very rarity.
[00:16:26.681 --> 00:16:29.442]  I remember they were going after Michael Jackson's doctor.
[00:16:29.462 --> 00:16:32.804]  I'm not, I can't remember off the top of my head exactly what happened with that case.
[00:16:33.244 --> 00:16:38.167]  But yeah, it just goes to show, you know, trust me, I'm a doctor and there are plenty of good doctors out there.
[00:16:38.187 --> 00:16:42.869]  I'm not bashing them all, but the over prescription of pills, you know, you go to a doctor.
[00:16:42.889 --> 00:16:48.352]  I remember just from my own personal experience, I had an issue, you know, with my neck at one point.
[00:16:48.892 --> 00:16:57.461]  And the doctors wanted to cut me open, and then I went to a chiropractor, I went to a massage therapist, I went to another lady who stretched me out in very painful ways, and I got rid of the problem.
[00:16:57.541 --> 00:17:03.127]  So, you know, it's really, American medicine oftentimes goes to take a pill or let us cut you open.
[00:17:03.147 --> 00:17:10.915]  Meanwhile, if you go through more, I don't know if you would call that holistic means, you can work out a lot of these problems in a very natural and invasive way.
[00:17:11.596 --> 00:17:22.741]  Now, working out the problems, we've seen the people at the Bundy Ranch, we've seen people up in Oregon, and you know, regardless of what you think about these people, they're not the ones proclaiming violence, at least not all of them are.
[00:17:22.761 --> 00:17:34.827]  I can't say, you know, for everybody, but now we see that a Utah Fusion Center is warning police about disaffected individuals traveling through the state to attend the LaVoy Finicum funeral.
[00:17:35.227 --> 00:17:39.369]  And they say basically be on the lookout because these sovereign citizens are coming through your state.
[00:17:40.049 --> 00:17:53.519]  And the bulletin reads, look out for the visual indicators likely to be used by these disaffected individuals, including a Gadsden flag, the three percenter flag, the oath keeper, malicious symbol, and sovereign citizen imagery.
[00:17:53.900 --> 00:17:57.563]  And this is a bulletin from the Utah Statewide Information and Analysis Center.
[00:17:58.343 --> 00:18:00.385]  Once again, you know, there's plenty of good people out there.
[00:18:00.425 --> 00:18:02.327]  You know, they're just concerned about their land rights.
[00:18:02.648 --> 00:18:05.531]  But unfortunately, things ended in a very violent way.
[00:18:05.571 --> 00:18:09.475]  And hopefully they can resolve these issues and move forward without any further incidents.
[00:18:10.055 --> 00:18:12.298]  Our last story before we go into more special reports.
[00:18:13.218 --> 00:18:19.265]  Erica Lopez, the first Tennessee woman to enlist in a combat role, goes AWOL from the Army.
[00:18:19.705 --> 00:18:23.829]  Now, she was scheduled to return from leave on January 4th, but did not show up.
[00:18:24.549 --> 00:18:31.756]  And it's my understanding that after 30 days in an AWOL status, a soldier is considered a deserter and a federal warrant is issued for her arrest.
[00:18:32.076 --> 00:18:33.317]  Now, I don't know what happened to the lady.
[00:18:33.337 --> 00:18:37.421]  As far as I know, she could have been hiking and be stuck under a rock somewhere, so I'm not going to pass judgment on her.
[00:18:37.781 --> 00:18:41.845]  But for any ladies who want to get into the military and combat role, it definitely does not look good for them.
[00:18:42.205 --> 00:18:45.212]  So stay tuned, right after this break we'll have more special reports.
[00:18:45.232 --> 00:18:50.843]  We have a report from John Boundley and McAdoo and many more coming up right here on the Info Wars Nightly News.
[00:19:01.277 --> 00:19:13.678]  Look, I don't know what your problem is, but I simply cannot have students wandering the hallways during class, interrupting other classes, and giving prophecies of a great plague!
[00:19:14.560 --> 00:19:15.882]  We believe in win-win, folks.
[00:19:15.922 --> 00:19:17.664]  Treating people like we want to be treated.
[00:19:17.884 --> 00:19:22.449]  That's why we developed NutraCyticals with Dr. Group and other top researchers, chemists, scientists, you name it.
[00:19:22.589 --> 00:19:23.550]  He's one of our advisors.
[00:19:23.811 --> 00:19:29.297]  To come up with products like AnthroPlex that is an original product that he made just for us.
[00:19:30.218 --> 00:19:32.080]  And this is a base
[00:19:33.121 --> 00:19:33.961]  We're good to go.
[00:19:59.352 --> 00:19:59.992]  It'll sell out.
[00:20:00.312 --> 00:20:11.116]  So, Infowarslife.com, Anthroplex, 15% off and free shipping for the next two days only when you get it with Supermail or Female Vitality.
[00:20:11.216 --> 00:20:12.017]  Let's go to Dr. Group.
[00:20:12.197 --> 00:20:18.039]  Why do you call this the foundation to start the fire and then the Supermail takes you to the next level?
[00:20:19.264 --> 00:20:43.468]  Well, we just look at the base problem that's going on right now all over the world, which is the endocrine-disrupting chemicals, the amount of estrogen that men have, the femininity of men, and what's going on even in children right now with low testosterone levels, low sperm count levels, and the problems that, and the attack that we're seeing on the endocrine systems of both male and female.
[00:20:43.968 --> 00:20:53.015]  So I'm always looking for ways to boost that and to make it more effective and naturally get the body to start producing these hormones and balancing themselves.
[00:20:53.816 --> 00:21:03.903]  So what we decided to do is how can we add a few other components in there that would actually boost the effectiveness of the super male vitality and at the same time
[00:21:04.864 --> 00:21:06.925]  What is in the goat weed?
[00:21:07.005 --> 00:21:09.786]  You've got one of the purest, strongest organic forms of it.
[00:21:09.806 --> 00:21:11.067]  What's so magic about the goat weed?
[00:21:24.033 --> 00:21:37.132]  Well, the horny goat weed was given that name because years ago in India, they noticed that a certain time of the year, this weed would grow and the goats would eat it and they would just go crazy with all the female goats.
[00:21:37.232 --> 00:21:38.734]  So that's how it was developed.
[00:21:38.774 --> 00:21:39.695]  It's called epimidium.
[00:21:40.496 --> 00:21:47.202]  And what that's been proven to do over thousands of years is increase sexual pleasure, help balance the male hormones.
[00:21:47.242 --> 00:21:48.984]  It can actually be used for women as well.
[00:21:49.424 --> 00:21:56.310]  But it really kind of resets and brings the hormone balance, improves sperm motility, and increases testosterone levels.
[00:21:56.330 --> 00:21:58.312]  So it counters the stuff they've been throwing at us.
[00:21:58.572 --> 00:22:00.154]  Results will vary overall.
[00:22:00.594 --> 00:22:02.396]  All I know is dynamite.
[00:22:02.856 --> 00:22:07.681]  I mean, absolutely dynamite with stamina, with the weight lifting, with the swimming.
[00:22:07.921 --> 00:22:09.282]  Folks, the new product is available.
[00:22:09.863 --> 00:22:12.925]  AnthroPlex, available at InfoWarsLife.com.
[00:22:13.306 --> 00:22:15.428]  Dr. Group, thank you for developing this amazing product.
[00:22:15.588 --> 00:22:15.888]  Thank you.
[00:23:03.847 --> 00:23:05.969]  So, Mr. Stone, thank you so much for coming on.
[00:23:06.009 --> 00:23:14.755]  ParanormalActivitySecuritySquad.com, but also let's plug your radio slash TV program you're doing that's so popular.
[00:23:15.295 --> 00:23:16.216]  Tell folks about that.
[00:23:17.642 --> 00:23:21.606]  Yeah, we're doing Buzzsaw, obviously, which you know you're going to be on a little bit later.
[00:23:22.147 --> 00:23:30.135]  And that's been online since 2013 with Tyrel Ventura and Tabitha Wallace, who ultimately split off to do Watching the Hawks for RT.
[00:23:30.735 --> 00:23:32.557]  And I also do that program with them.
[00:23:32.837 --> 00:23:34.779]  And that's on RT Global, isn't it?
[00:23:34.799 --> 00:23:36.081]  That's one of the biggest shows in the world.
[00:23:36.724 --> 00:23:37.985]  International, exactly.
[00:23:38.025 --> 00:23:47.029]  So we're really trying to cover the whole span of things from alternative news on television to the online sector and then, as you mentioned, film.
[00:23:47.749 --> 00:23:53.732]  So, you know, we're trying to basically keep spreading the message and raising consciousness in every capacity that we can.
[00:23:55.413 --> 00:23:56.674]  Well, it's very, very exciting.
[00:23:56.714 --> 00:23:58.715]  Tell folks exactly where they find Buzzsaw.
[00:24:00.083 --> 00:24:03.145]  So Buzzsaw is, uh, it's YouTube.
[00:24:03.185 --> 00:24:10.270]  I mean, that's where it lives really on YouTube, but there's a homepage, which is the lip.tv slash shows slash Buzzsaw.
[00:24:10.910 --> 00:24:13.972]  And we've got, we've done like 150 episodes at this point.
[00:24:14.172 --> 00:24:20.877]  And, you know, across the spectrum from politics to the esoteric, to the extraterrestrial, uh, to the economic.
[00:24:20.977 --> 00:24:22.738]  We've had Jim Rogers on recently.
[00:24:22.758 --> 00:24:29.523]  I know you've interviewed, uh, we had Oliver Yannick most recently on Buzzsaw talking about the immigrant, uh, crisis in Europe and basically how-
[00:24:30.103 --> 00:24:30.444]  Thank you.
[00:24:39.170 --> 00:24:43.854]  There's a major revolt against the orthodoxy of saying you're conservative or you're liberal.
[00:24:43.874 --> 00:24:48.458]  It's kind of like your dad has said in his big history series, just the whole thing we're told isn't real.
[00:24:48.699 --> 00:24:50.000]  We have to rethink the whole thing.
[00:24:50.400 --> 00:24:55.345]  I mean, is there a rebellion in Hollywood and in culture in general that's accelerating?
[00:24:55.545 --> 00:24:58.808]  I seem to really be seeing it erupt like Mount St.
[00:24:58.828 --> 00:25:01.250]  Helens, or is that just a pre-eruption, or am I wrong?
[00:25:02.975 --> 00:25:05.517]  No, I mean, I think that there could be.
[00:25:05.557 --> 00:25:19.851]  It's difficult to put your pulse on what really is in Hollywood, because I'll tell you, aside from the Academy level of Hollywood, which, I mean, look at the Oscars the last few years, you can see the Masonic symbolism all over it, and you see the fingerprints of government.
[00:25:19.891 --> 00:25:24.675]  For example, when Michelle Obama handed out the Oscar to Argo, remember that year a few years ago?
[00:25:25.235 --> 00:25:27.718]  And the idea of this relationship of politics
[00:25:28.158 --> 00:25:29.939]  Military and entertainment.
[00:25:30.220 --> 00:25:32.501]  Yes, there's always been a certain marriage there.
[00:25:32.521 --> 00:25:36.724]  We've seen how politicians... Oh, obviously it's the top of the pyramids for mind control.
[00:25:36.844 --> 00:25:37.625]  I totally agree with you.
[00:25:37.825 --> 00:25:40.146]  But I'm saying there's more of a rebellion against that.
[00:25:40.327 --> 00:25:43.008]  Well, let's get into symbolism then, because you're an expert on that.
[00:25:43.048 --> 00:25:49.333]  But now, Super Bowl, Grammys, Emmys, huge pyramids, human sacrifice, Satan worship.
[00:25:49.693 --> 00:25:51.094]  I mean, it is just over the top.
[00:25:51.154 --> 00:25:51.754]  What is the point?
[00:25:51.774 --> 00:25:53.476]  Are they trying to bring something in?
[00:25:54.670 --> 00:26:03.912]  Well sure, I mean, you know, take David Bowie's passing very, you know, if you're a fan of Bowie's obviously it's tragic, but it was also very sudden and on the night of the Golden Globes.
[00:26:03.932 --> 00:26:16.295]  So we've seen the last few years that oftentimes you'll see on the eve of one of these ceremonies, whether it was Philip Seymour Hoffman on the eve of the Super Bowl, or Whitney Houston on the Grammys, or Whitney Houston's daughter, I think the fall.
[00:26:16.795 --> 00:26:17.715]  And your son's breaking up.
[00:26:17.755 --> 00:26:20.555]  He releases a music video of him dying three days before.
[00:26:20.575 --> 00:26:23.056]  Are you saying maybe he committed suicide as part of the ritual?
[00:26:24.505 --> 00:26:28.146]  No, I'm not saying anything as far as suicide or even necessarily murder.
[00:26:28.166 --> 00:26:39.770]  What I'm saying is that if you believe in these forces that oftentimes are being invoked through rituals, then perhaps they are induced events.
[00:26:40.070 --> 00:26:41.611]  Maybe these are induced sacrifices.
