[00:00:09.233 --> 00:00:10.074]  You found it.
[00:09:37.591 --> 00:09:49.197]  Now the reason I say that is, Megyn Kelly misrepresented my views and where I stand on Sandy Hook in the edit for the promo piece she put out.
[00:09:49.297 --> 00:09:50.298]  And I'm sick and tired of it.
[00:09:50.778 --> 00:09:52.319]  And I'll break more of that down in a few minutes.
[00:09:53.079 --> 00:09:55.521]  But notice the big secret here is hidden in plain view.
[00:09:56.770 --> 00:09:59.872]  I put out a video a year ago saying I believe Sandy Hook happened.
[00:10:00.513 --> 00:10:10.299]  I put out a video two years ago saying I believed it leaned towards the official story being at least partially true, though they had some PR firms there and were trying to exacerbate and use the crisis.
[00:10:11.059 --> 00:10:13.521]  As Rahm Emanuel said, don't let a good crisis go to waste.
[00:10:14.261 --> 00:10:17.283]  And they will never actually quote what I said.
[00:10:17.604 --> 00:10:20.786]  They will take a devil's advocate statement I made out of context.
[00:10:20.826 --> 00:10:24.288]  Hillary Clinton ran ads in the campaign featuring me.
[00:10:27.222 --> 00:10:28.243]  Manipulated and edited.
[00:10:29.064 --> 00:10:29.784]  It's ongoing.
[00:10:30.385 --> 00:10:31.346]  So imagine this.
[00:10:32.306 --> 00:10:48.980]  I have come out and said again in a video yesterday and the day before, two different new videos, that I believe Sandy Hook happened and they will not run it anywhere but three publications when there are thousands and thousands and thousands.
[00:10:49.321 --> 00:10:50.121]  Number one story.
[00:10:50.722 --> 00:10:51.543]  Now think about that.
[00:10:51.943 --> 00:10:53.164]  That is the deception.
[00:10:53.224 --> 00:10:54.105]  What are they doing here?
[00:10:55.003 --> 00:10:59.285]  They want to demonize new media, alternative media, by misrepresenting what we say and do.
[00:10:59.325 --> 00:11:02.446]  They want to come in and start censoring new media and the internet.
[00:11:02.626 --> 00:11:05.928]  And they're using InfoWars.com as the poster child for it.
[00:11:06.368 --> 00:11:08.549]  And if they're able to do it to us, they can do it to you.
[00:11:09.409 --> 00:11:15.252]  Now some will say then, well then why are you saying pull the interview if they're trying to misrepresent you and MSM?
[00:11:16.952 --> 00:11:17.932]  To restrict your speech.
[00:11:18.533 --> 00:11:20.613]  It's because Megan is playing along with it.
[00:11:20.693 --> 00:11:22.374]  She's in with the Sandy Hook groups.
[00:11:22.634 --> 00:11:23.914]  She speaks at their events.
[00:11:24.414 --> 00:11:25.775]  This is all a big PR event.
[00:11:26.035 --> 00:11:28.675]  Having them protest her then gives it more hype.
[00:11:29.115 --> 00:11:31.716]  And then puts it out there like I'm the ultimate demon on the earth.
[00:11:31.796 --> 00:11:32.376]  Imagine this.
[00:11:33.076 --> 00:11:34.737]  A week and a half ago she interviews Putin.
[00:11:35.936 --> 00:11:41.039]  Supposedly the evil, mass-murdering criminal, they claim, but it's okay for her to talk to Putin.
[00:11:41.620 --> 00:11:43.521]  Only Alex Jones is so bad.
[00:11:43.681 --> 00:11:51.186]  Only Alex Jones is so evil that we can't see his interview, and on top of that, we can't hear what he actually has to say.
[00:11:51.886 --> 00:11:57.889]  So the reason I'm saying, sure, don't air the interview, is because it's gonna be edited to misrepresent what I said.
[00:11:58.209 --> 00:12:03.332]  In the promo piece, she makes it sound like I'm saying Sandy Hook didn't happen.
[00:12:03.873 --> 00:12:09.696]  When I explained to her both sides of it, and I explained that I only had debates, and looked at the full story.
[00:12:10.569 --> 00:12:11.170]  It's incredible.
[00:12:11.890 --> 00:12:13.811]  And so I'm tired of being misrepresented.
[00:12:14.452 --> 00:12:18.095]  And despite the fact I came out yesterday and said, pull the interview.
[00:12:18.855 --> 00:12:21.857]  Almost no coverage of that, even though it's sensational.
[00:12:22.958 --> 00:12:27.802]  Well, this is the top story in the country to have the person being interviewed to say, yes, go ahead and pull it.
[00:12:28.442 --> 00:12:29.763]  And almost no coverage.
[00:12:30.163 --> 00:12:37.629]  That's because they want the straw man, the edited straw man of Alex Jones, the doppelganger.
[00:12:38.476 --> 00:12:39.156]  The imposter.
[00:12:40.117 --> 00:12:45.919]  They want to use that and hold that up and then misrepresent what I've said or what I've done.
[00:12:45.939 --> 00:12:56.903]  When I talk about the 28 pages and our government ordering a stand down for Saudi Arabia that's now been declassified, and the 28 pages, they say that I say the firefighters blew up the World Trade Centers.
[00:12:57.383 --> 00:12:59.364]  Firefighters were heroes, so were the police.
[00:12:59.704 --> 00:13:02.385]  They were some of our witnesses to the bombs that were in the buildings.
[00:13:03.643 --> 00:13:04.884]  Again, that's how they misrepresent.
[00:13:05.665 --> 00:13:18.877]  I point out that in the Iraq War, they staged events and lied us into that conflict, claiming that babies were being thrown out of incubators, that babies were being killed, and all the rest of this garbage.
[00:13:19.938 --> 00:13:27.044]  And that we can't just sit here and trust an MSM that has shown itself to be such incredible liars.
[00:13:28.125 --> 00:13:29.046]  Why is this happening?
[00:13:30.196 --> 00:13:36.840]  This is happening because dinosaur media, the term I coined, is in crisis, is falling apart.
[00:13:37.240 --> 00:13:45.565]  The dwindling water holes they have of corporate money are evaporating, and new media that questions their lives in real time is popping up everywhere.
[00:13:46.045 --> 00:13:58.573]  Just today, on InfoWars.com, there are tons of links to mainstream media being caught interviewing actors, interviewing political consultants, and claiming that they were just people on the street.
[00:13:59.369 --> 00:14:07.918]  There's new articles coming out with a little boy that was bombed in Syria, supposedly by the Russians, and his family coming out and saying it was actually ISIS that bombed them.
[00:14:08.298 --> 00:14:11.081]  I mean, everything they say is being reversed.
[00:14:11.502 --> 00:14:13.364]  Everything they promote is being disproven.
[00:14:13.984 --> 00:14:16.006]  So, what do they do when they're the fake media?
[00:14:16.647 --> 00:14:26.357]  They go and they pick somebody who's prominent, like myself, who supports Americana, who supports the restoration of our republic, who supports President Trump, to try to destroy his base.
[00:14:26.797 --> 00:14:27.958]  They try to destroy me.
[00:14:28.338 --> 00:14:35.866]  And they try to also intimidate all of you, that if you ever question official narratives, you will be destroyed.
[00:14:36.186 --> 00:14:38.628]  But I want to be clear, before I go over these articles.
[00:14:39.289 --> 00:14:39.910]  Megyn Kelly,
[00:14:40.950 --> 00:14:46.775]  She told me, I'm not gonna get into Sandy Hook or any of this other stuff, you know, I might just mention it and just let you clarify.
[00:14:47.015 --> 00:14:54.281]  And then she interrogated me, asked me five or six times on each subject, never stopped, and then edited the promo piece together deceptively.
[00:14:55.342 --> 00:15:02.188]  And that's why I'm saying don't air it, because I don't want to be used in another deception to drive wedges in this country.
[00:15:03.015 --> 00:15:24.892]  And again, undoubtedly, for years, this whole Sandy Hook PR deal with Bloomberg and Big Money and MSM, not the families, but Big Money and MSM, clearly is synthetic, is fake, and is pushing this like it's war propaganda or something against myself and the independent media, just hammering and hammering and hammering and hammering where I stand and what I believe.
[00:15:26.113 --> 00:15:28.335]  It is the fact that MSM is so untrusted.
[00:15:29.861 --> 00:15:33.862]  That the public didn't buy Sandy Hook and there were anomalies.
[00:15:35.219 --> 00:15:36.320]  And we'll go over some of those.
[00:15:36.420 --> 00:15:37.901]  And we're allowed to ask questions.
[00:15:37.941 --> 00:15:39.621]  And we're allowed to investigate.
[00:15:40.042 --> 00:15:42.583]  Because that's what a free society is based on.
[00:15:42.663 --> 00:15:45.145]  And governments are famous for staging things.
[00:15:45.245 --> 00:15:48.166]  Or using real crises, but then exacerbating them.
[00:15:48.206 --> 00:15:49.907]  And everybody knows that.
[00:15:50.688 --> 00:15:52.589]  So again, all they're doing is building us up.
[00:15:52.889 --> 00:15:56.191]  We're getting more traffic, more viewers, more supporters.
[00:15:57.311 --> 00:15:58.512]  We're selling more products.
[00:15:58.632 --> 00:16:01.433]  We're getting more sponsors knocking down our doors.
[00:16:01.914 --> 00:16:03.255]  Which shows how pathetic MSM is.
[00:16:04.670 --> 00:16:12.517]  But it also shows the fact that they are targeting people who are on the fence and don't know if MSM is telling the truth or not.
[00:16:12.738 --> 00:16:16.061]  They're trying to bully and intimidate anybody that asks questions.
[00:16:16.301 --> 00:16:17.822]  So let's look at these stories here.
[00:16:18.123 --> 00:16:21.686]  A new Ben Garrison cartoon based, of course, on my original term.
[00:16:22.306 --> 00:16:23.347]  Uh, dinosaur media.
[00:16:23.387 --> 00:16:25.468]  You've got ISIS working with MSN, CNN.
[00:16:26.108 --> 00:16:26.869]  You've got NBC.
[00:16:26.889 --> 00:16:28.389]  They're down here in the waterhole getting their money.
[00:16:28.830 --> 00:16:30.210]  And here comes Stefan Molyneux.
[00:16:30.250 --> 00:16:31.231]  Here comes Paul Watson.
[00:16:31.251 --> 00:16:33.632]  Uh, here comes, uh, Cernovich.
[00:16:33.672 --> 00:16:35.053]  You know, here comes the Infowars.
[00:16:35.453 --> 00:16:36.293]  Here comes Drudge.
[00:16:36.313 --> 00:16:37.114]  Here comes Breitbart.
[00:16:38.554 --> 00:16:45.238]  And just like the meteors, just like the asteroid, just like the comet coming down and killing the dinosaurs, that's exactly what's happening here.
[00:16:47.065 --> 00:16:51.409]  And then continuing, this is a new story on InfoWars.com by Paul Joseph Watson.
[00:16:51.489 --> 00:16:52.049]  Fake news!
[00:16:52.210 --> 00:16:57.154]  MSNBC pretends Obama campaign director is random woman on the street.
[00:16:57.674 --> 00:16:59.836]  That's how dumb they think you are.
[00:16:59.856 --> 00:17:06.682]  And there's a bunch of examples where they also have actors and staged events just lately below it.
[00:17:06.702 --> 00:17:08.024]  Remember this when they
[00:17:09.005 --> 00:17:13.708]  You know, on election night, had their own camera, people being interviewed and claiming that they were just citizens.
[00:17:14.069 --> 00:17:16.190]  This is why people don't trust them.
[00:17:16.630 --> 00:17:18.392]  This is why people don't believe them.
[00:17:18.612 --> 00:17:20.833]  This is an excellent article from Zero Hedge.
[00:17:22.334 --> 00:17:26.897]  Alex Jones implores NBC not to air interview with liar Megyn Kelly.
[00:17:26.977 --> 00:17:28.619]  This article better than anyone I've seen.
[00:17:28.639 --> 00:17:30.100]  I'm going to post on Infowars.com.
[00:17:30.922 --> 00:17:33.844]  Break it down exactly how I feel, what's actually happened.
[00:17:34.144 --> 00:17:36.286]  It's from ibankcoin.com originally.
[00:17:37.066 --> 00:17:38.788]  It's from Zero Point Now is who posted it.
[00:17:38.888 --> 00:17:41.510]  This article, I need to get this person to write for InfoWars.
[00:17:41.850 --> 00:17:43.431]  They absolutely get where I stand.
[00:17:43.871 --> 00:17:44.672]  They're journalists.
[00:17:44.732 --> 00:17:46.173]  They actually reported on what I said.
[00:17:46.413 --> 00:17:51.357]  They showed my quotes going back over years saying, I don't know what happened, but it's got more holes in it than Swiss cheese.
[00:17:53.458 --> 00:17:58.163]  I believe kids die, but it needs to be investigated, and there is definitely a cover-up of the particulars.
[00:17:58.223 --> 00:17:59.905]  They really get it together here.
[00:18:00.385 --> 00:18:02.487]  Very, very important article.
[00:18:02.847 --> 00:18:13.537]  And they also understand it's big news when this is a top story, and I'm saying, hey, I want the interview pulled, but nobody will cover it.
[00:18:13.637 --> 00:18:14.759]  USA Today and a few others.
[00:18:15.619 --> 00:18:17.021]  Now let's continue right here with this.
[00:18:18.419 --> 00:18:19.400]  The computer's locking up.
[00:18:19.440 --> 00:18:21.122]  Maybe that'll shut down here in just a minute.
[00:18:21.602 --> 00:18:27.728]  The point is, ladies and gentlemen, the globalists are absolutely panicking right now.
[00:18:27.748 --> 00:18:38.939]  When we come back from break here in a few minutes, I will get into some more of the history and some more of these articles and go over documented cases where our government claims kids are being killed.
[00:18:39.807 --> 00:18:39.947]  We're
[00:18:56.049 --> 00:18:56.389]  I don't know.
[00:19:20.421 --> 00:19:26.425]  But restoring our republic was basically re-engineered by Infowars and is now being adopted across the board.
[00:19:26.705 --> 00:19:32.988]  We are riding the talking points now for conservative talk radio, for the libertarian movement, and for so many others.
[00:19:33.068 --> 00:19:42.034]  We take the hit, we get demonized, we get attacked, but we don't care because we popularize it and make it safe for others, just like Trump is smashing political correctness.
[00:19:42.334 --> 00:19:45.636]  We'll be right back after this break with more, and then Owen Schroer's coming up.
[00:19:46.056 --> 00:19:48.418]  I'm taking off a little bit this morning to take my daughter to the dentist.
[00:19:48.638 --> 00:19:49.058]  Stay with us.
[00:20:02.283 --> 00:20:13.990]  We've taken thousands of years of known research and put it together with our own four years of seeking and testing to find the very best systems that God gave us through Mother Nature to detoxify the body.
[00:20:14.550 --> 00:20:19.632]  That's why I'm introducing Z-Shield, toxic metal and chemical defense support.
[00:20:20.073 --> 00:20:21.373]  It's made in the USA.
[00:20:22.034 --> 00:20:22.154]  It's
[00:20:22.794 --> 00:20:30.397]  Filled with known compounds from nature that are absolutely associated with detoxifying the body and it supports the info war.
[00:20:30.758 --> 00:20:32.699]  It is a classical 360 win.
[00:20:33.199 --> 00:20:37.020]  Our formula at Infowarslife.com is quite frankly simple.
[00:20:37.681 --> 00:20:44.224]  We go out and look at the recognized research and we take it to the next level of quality, of purity,
[00:20:45.302 --> 00:20:45.502]  I think?
[00:21:07.495 --> 00:21:08.136]  When it comes to
[00:21:27.159 --> 00:21:36.983]  You owe it to your family and you owe it to the future of this country and the world that patriots stay as healthy and as clean and as focused as you can be.
[00:21:37.063 --> 00:21:45.326]  Because we need you, the remnant of America, to reignite those brush fires to the next level and to be healthy and as focused as you can be.
[00:21:45.526 --> 00:21:52.269]  Because if you're sick, if you're over there on the sidelines and not in the fight, you're basically giving in to the new world order.
[00:21:53.251 --> 00:21:57.035]  Thanks to your support and your prayers, together, we're changing the world.
[00:21:57.495 --> 00:22:01.238]  Now it's time to change our bodies with a Z-Shield at InfoWarsLive.com.
[00:22:06.904 --> 00:22:12.451]  Does your shampoo leave your scalp itchy and your hair dry and frizzy?
[00:22:13.552 --> 00:22:18.377]  Introducing Emrix Essentials Natural Herbal Shampoo.
[00:22:18.978 --> 00:22:23.643]  Made with organic oils for an exhilarating fragrance.
[00:22:24.464 --> 00:22:30.786]  Enjoy all-natural and chemical-free shampoo for a healthier you.
[00:22:31.406 --> 00:22:36.168]  Gentle enough for color-treated hair and sensitive scalps.
[00:22:37.008 --> 00:22:45.551]  Only pure, organic, antiseptic herbs that have demonstrated antimicrobial activity are used.
[00:22:45.991 --> 00:22:47.332]  Go natural.
[00:22:47.752 --> 00:22:49.033]  Go organic.
[00:22:49.493 --> 00:22:51.394]  No parabens or sulfates.
[00:22:51.955 --> 00:22:53.536]  Nothing to weigh you down.
[00:22:54.056 --> 00:23:00.760]  Get cleaner, healthier hair with Emrix Essentials Tea Tree Shampoo.
[00:23:01.780 --> 00:23:06.704]  This natural tea tree shampoo is made in the USA.
[00:23:07.385 --> 00:23:10.748]  And certified made with organic ingredients.
[00:23:11.188 --> 00:23:15.992]  Unlike other hair care products that claim to be organic, but are not.
[00:23:17.193 --> 00:23:25.359]  For a silkier, smoother, shinier, clean look, try Emric's Essentials Herbal Shampoo.
[00:23:26.140 --> 00:23:27.561]  Feel more natural.
[00:23:28.222 --> 00:23:29.663]  Feel more confident.
[00:23:30.484 --> 00:23:31.765]  Feel the difference.
[00:23:32.245 --> 00:23:36.407]  Restore your alluring characteristics to a younger landscape.
[00:23:37.107 --> 00:23:38.368]  Rejuvenate.
[00:23:38.888 --> 00:23:40.068]  Reinvigorate.
[00:23:40.649 --> 00:23:42.629]  Revitalize your hair.
[00:23:43.270 --> 00:23:52.194]  Enhance your hair care experience today with Emric's Essentials Natural Herbal Tea Tree Shampoo.
[00:23:53.695 --> 00:23:58.958]  You'll find Emmerich's Essentials at Infowarslife.com or by calling toll-free, 888-253-3139.
[00:23:59.138 --> 00:24:14.606]  And it's time for humanity to stand up in the Infowar and say, I don't know what's going to happen at the end of this, but you want to fight?
[00:24:14.867 --> 00:24:16.948]  You better believe you've got one!
[00:24:19.141 --> 00:24:24.052]  From the front lines of the Information War, it's Alex Jones.
[00:24:50.799 --> 00:24:52.420]  Ladies and gentlemen, we are back live.
[00:24:52.640 --> 00:24:55.502]  MSN, the dinosaur media, is absolutely panicking.
[00:24:55.962 --> 00:24:57.463]  They do not know what to do.
[00:24:58.243 --> 00:25:05.607]  And so now they are attempting to say that I'm even more evil than their top demon, Putin, and that I cannot be seen on NBC.
[00:25:05.627 --> 00:25:06.808]  That will legitimize me.
[00:25:07.428 --> 00:25:11.429]  No, actually, that will upset our listeners and folks that absolutely hate MSM.
[00:25:11.729 --> 00:25:20.911]  The only reason I would go on it would be able to reach out to people that are still in the matrix and also experience the deception of Megyn Kelly for myself, which I did.
[00:25:21.212 --> 00:25:23.092]  Megyn Kelly needs the alternative media.
[00:25:23.372 --> 00:25:25.233]  They need us, not the other way around.
[00:25:25.533 --> 00:25:26.593]  She needed this publicity.
[00:25:27.546 --> 00:25:30.028]  And from my research, I think the whole thing is basically staged.
[00:25:30.308 --> 00:25:31.869]  She works with the Sandy Hook groups.
[00:25:32.489 --> 00:25:37.292]  And this whole protest thing is about giving her massive attention so that the interview gets record ratings.
