[00:00:15.409 --> 00:00:17.210]  This is our land.
[00:05:30.549 --> 00:05:35.611]  So come along with us on this journey as we discover Flyover America.
[00:05:35.931 --> 00:05:42.614]  Throughout our travels, we will be making scheduled stops to talk with those who want to tell their story.
[00:05:43.134 --> 00:05:52.998]  Like us and follow our progress on Facebook at Flyover States of America for meeting locations, updates, and even sneak peeks.
[00:05:53.498 --> 00:05:57.000]  And if you have a story to tell, come tell it.
[00:05:58.120 --> 00:06:01.342]  I'm Millie Weaver and you're watching Fly Over America!
[00:06:10.185 --> 00:06:15.748]  We now take you live to the Central Texas Command Center in the heart of the resistance.
[00:06:16.248 --> 00:06:18.769]  You're listening to the Alex Jones Show!
[00:06:24.773 --> 00:06:38.545]  So what America is witnessing right now on this live August 20th, 2017 Global Sunday Transmission is an exercise in corporate media bullying.
[00:06:39.665 --> 00:06:48.090]  And they're powerless, frothing, useful idiot servants in hysteria bubbles like Chicago, New York, D.C.
[00:06:48.810 --> 00:06:58.296]  and Seattle and Los Angeles running around looking for who they can bully and who they can yell and scream at and who they can drive into submission.
[00:06:58.356 --> 00:07:07.742]  So since Trump gave four different press conferences and tweeted out and said, great job, you know, with the anti-racism march in Boston,
[00:07:08.522 --> 00:07:10.404]  Which is Black Lives Matter, the cop killer group.
[00:07:11.064 --> 00:07:16.789]  Even cheering the cop killer group is just, oh, we've seen the usual suspects.
[00:07:17.029 --> 00:07:17.470]  Let me see.
[00:07:18.811 --> 00:07:19.631]  Michael Moore.
[00:07:21.433 --> 00:07:23.234]  We've seen the CNN host.
[00:07:23.255 --> 00:07:24.035]  We've seen them all.
[00:07:24.415 --> 00:07:31.762]  I have an MSNBC talk show host, Sarah Kinszor, on the AM Joy.
[00:07:33.640 --> 00:07:39.742]  Saying that you still have actual Nazis in the White House and saying that Bannon left because he was a Nazi.
[00:07:40.122 --> 00:07:42.002]  They have no writings of him being a Nazi.
[00:07:42.022 --> 00:07:46.823]  They have no statements of him even being close to a white nationalist.
[00:07:49.904 --> 00:07:50.924]  But they don't care.
[00:07:52.685 --> 00:07:56.545]  They don't care because it's an intimidation.
[00:07:56.626 --> 00:07:57.586]  Don't want Obamacare?
[00:07:57.946 --> 00:07:58.806]  Don't want open borders?
[00:07:59.226 --> 00:08:00.306]  Don't want higher taxes?
[00:08:00.386 --> 00:08:01.047]  You're a racist.
[00:08:01.067 --> 00:08:02.567]  We're going to beat you over the head with it.
[00:08:03.533 --> 00:08:04.634]  And it's not working anymore.
[00:08:04.694 --> 00:08:08.677]  People have been stripped of their prosperity, stripped of so much.
[00:08:08.717 --> 00:08:10.519]  Now they want to strip us of our First Amendment.
[00:08:11.760 --> 00:08:14.823]  And that's why I'm broadcasting with my shirt off today.
[00:08:15.103 --> 00:08:17.865]  Radio listeners are treated to not having to witness this.
[00:08:17.945 --> 00:08:24.111]  But, you know, last time I took my shirt off riding a horse was actually hot on a summer's day.
[00:08:26.163 --> 00:08:29.906]  And my wife said, hey, you ought to take a picture of this and act like you're Putin as a joke.
[00:08:29.946 --> 00:08:30.927]  They claim you're a Russian agent.
[00:08:31.387 --> 00:08:36.031]  I tweeted it, and it was in hundreds of publications and a big, big joke.
[00:08:37.232 --> 00:08:39.694]  And so yet, here we go again.
[00:08:39.914 --> 00:08:43.456]  The crime of a man with his shirt off.
[00:08:44.397 --> 00:08:50.161]  He and she are supposed to not exist, so I'm just committing this masculine crime.
[00:08:51.260 --> 00:08:53.623]  Here on air and a publicity stunt.
[00:08:53.663 --> 00:09:00.130]  I mean, my goodness, I can do anything on air and it turns into a big, basically national, international incident.
[00:09:00.170 --> 00:09:07.738]  So I've got my shirt off in protest to the fact that they say masculine men are so bad.
[00:09:08.911 --> 00:09:32.304]  That it's a conspiracy theory that men never had hair on their chest, and that we should all just take the estrogen mimicers and become sterile and then die so that delusional drug addict Silicon Valley owners who believe they're going to merge with machines and become God can metaphysically believe that they have dominated the alpha males in the world by simply ending alpha males all to begin with.
[00:09:33.524 --> 00:09:40.669]  So this is my ode to the long gone alpha male, the scourge of Earth, here on the broadcast today.
[00:09:40.689 --> 00:09:45.312]  Now I'm going to give you the inside intel from three different sources.
[00:09:45.552 --> 00:09:52.197]  I have been mum pretty much since Bannon, it was announced, seems like a million years ago.
[00:09:52.237 --> 00:09:54.118]  Was it Friday they announced the Bannon departure?
[00:09:54.138 --> 00:09:55.459]  Or was it Thursday?
[00:09:56.598 --> 00:09:58.059]  And David Knight's going to be co-hosting here.
[00:09:58.099 --> 00:10:01.340]  He can pop in anytime he wants and refresh my memory because I'm teleprompter free.
[00:10:01.360 --> 00:10:05.142]  It doesn't mean I don't have a crew back there that when I can't remember something finds it for me.
[00:10:05.583 --> 00:10:11.086]  I've not really said much about Bannon, the outgoing former White House chief strategist, because
[00:10:12.427 --> 00:10:13.748]  I didn't have all the facts.
[00:10:14.468 --> 00:10:16.248]  But now I do know why Bannon left.
[00:10:16.308 --> 00:10:19.910]  And it's not just some factoid that we should all be interested in.
[00:10:19.990 --> 00:10:27.273]  It ties into where the president's mind is, and where this country is, and where our beachhead in the executive branch is.
[00:10:28.213 --> 00:10:30.974]  So that is coming up at the bottom of the hour.
[00:10:32.290 --> 00:10:34.192]  I also have a lot of clips here.
[00:10:34.452 --> 00:10:38.295]  As I mentioned, MSNBC host, you still have actual Nazis in the White House.
[00:10:38.335 --> 00:10:39.156]  That's the talking point.
[00:10:39.496 --> 00:10:41.998]  First they lie and say Bannon left because of Charlottesville.
[00:10:42.598 --> 00:10:43.499]  Had nothing to do with that.
[00:10:43.779 --> 00:10:44.400]  And they know that.
[00:10:45.121 --> 00:10:47.883]  It was the whole McMaster infighting situation.
[00:10:48.403 --> 00:10:55.129]  And it wasn't Bannon involved in the fighting with McMaster.
[00:10:56.423 --> 00:11:00.826]  It was Bannon with McMaster, according to my sources, and that's now clear.
[00:11:01.286 --> 00:11:07.710]  And I also have specifically why the president basically asked him to resign and what this bodes for the future.
[00:11:07.730 --> 00:11:10.052]  But before I go any further,
[00:11:11.411 --> 00:11:15.175]  Let's play a clip of the standard new talking point.
[00:11:15.195 --> 00:11:16.877]  A, you're a Russian agent.
[00:11:16.917 --> 00:11:18.738]  They're now having to drop that more and more.
[00:11:18.999 --> 00:11:27.627]  They may still get a grand jury to try some indictment on some corruption thing that's not connected to Russia, because now it's a general corruption probe, magically not a Russia probe.
[00:11:28.268 --> 00:11:34.954]  So now they've dropped that, they're moving back into everyone that opposes us as a racist, and Trump's saying, I decry all forms of racism, we should love each other.
[00:11:35.554 --> 00:11:38.076]  Two hours after it happened was KKK behavior.
[00:11:38.096 --> 00:11:39.377]  It's not like Martin Luther King.
[00:11:39.397 --> 00:11:41.799]  It's the left saying it's all race-based, race-race-race.
[00:11:42.500 --> 00:11:51.448]  So he gave his Martin Luther King statement on Saturday, then he gave another statement, even more focused a few days later, wasn't enough, then now other statements, and then he even went too far and, you know, praised the
[00:11:52.585 --> 00:12:03.991]  You know, the overall Black Lives Matter cop-killing group that, you know, was out there saying no to a free speech rally that was, like, decrying and falling on its face, saying, we swear we're not racist, we hate all white people, basically.
[00:12:04.011 --> 00:12:05.411]  And they said, that's not enough.
[00:12:05.451 --> 00:12:05.972]  You're whites.
[00:12:06.472 --> 00:12:07.652]  Whites aren't even allowed to march.
[00:12:07.692 --> 00:12:08.673]  Just get out of here, scum.
[00:12:10.938 --> 00:12:13.901]  And Trump just said, oh, it's good to come together and protest to come together.
[00:12:14.342 --> 00:12:15.122]  Sometimes that's good.
[00:12:15.162 --> 00:12:17.304]  But you know, Black Lives Matter that kills cops is there.
[00:12:17.705 --> 00:12:20.087]  So I guess he did mention that.
[00:12:21.088 --> 00:12:26.893]  But it's just crazy how we're all beaten into submission by MSM and almost no one buys or listens to.
[00:12:27.858 --> 00:12:52.125]  You know, that we're all racist because America and, you know, mainly England spearheaded getting rid of slavery worldwide and we're the open most free nations ever and 99% of us have no ancestors that own slaves and it's just literally like your neighbor showing up because your great-great-great-great-grandpa knew somebody that committed a murder and saying, you're gonna come over to my house and kiss my ass because of past sins you committed.
[00:12:52.585 --> 00:12:54.065]  I am really sick of this crap.
[00:12:54.745 --> 00:12:57.026]  But let me tell you something, I've seen the desperate liberal trendies.
[00:12:58.561 --> 00:13:01.024]  They look like they're being murdered, like they're being killed.
[00:13:01.405 --> 00:13:14.401]  Their identity is so tied up with the Democratic Party and Pelosi and Hillary and Maxine Waters and all these other classically corrupt dirtbags that rob pension funds and economies and little Haitian kids.
[00:13:16.601 --> 00:13:19.925]  That they are just walking around like they are in hell.
[00:13:33.222 --> 00:13:53.586]  The EBT money still comes, the government jobs still come, but you're just scrabbling around in your little dirty, you know, heroin apartment in Seattle, and Colbert only comes on every few nights, and he's there, and he makes fun of everybody, and makes you feel intellectually superior, and, you know, and then everybody calls everybody Nazis, and you believe it, then suddenly the Nazis are everywhere, and then there's Alex Jones walking down the street!
[00:13:54.186 --> 00:13:54.946]  You just go, Nazi!
[00:13:54.966 --> 00:13:55.386]  Kill him!
[00:13:55.407 --> 00:13:55.727]  Kill him!
[00:13:55.767 --> 00:13:56.067]  Blah!
[00:13:56.107 --> 00:13:56.367]  Witch!
[00:13:56.427 --> 00:13:56.647]  Witch!
[00:13:56.947 --> 00:13:57.167]  Witch!
[00:13:57.227 --> 00:13:57.447]  Witch!
[00:13:57.507 --> 00:13:57.687]  Witch!
[00:13:58.027 --> 00:14:00.868]  And just go and start booing me and going, ah, everyone hates you.
[00:14:00.888 --> 00:14:02.648]  And I go, I'm showing how you're fascist.
[00:14:02.668 --> 00:14:04.828]  They all go, oh, and don't realize it, then run off.
[00:14:04.908 --> 00:14:06.469]  Like, I came here on purpose.
[00:14:07.249 --> 00:14:08.629]  Like, why are you here, scum?
[00:14:08.649 --> 00:14:10.089]  Don't you know we hate you?
[00:14:10.109 --> 00:14:11.230]  We're going to kick your ass.
[00:14:11.250 --> 00:14:12.850]  You know you filth racists.
[00:14:12.870 --> 00:14:14.350]  I'm like, where do I actually say that?
[00:14:14.430 --> 00:14:15.511]  Oh, you look like an idiot on tape.
[00:14:16.271 --> 00:14:17.331]  Oh, screw it.
[00:14:17.351 --> 00:14:18.251]  You know?
[00:14:19.051 --> 00:14:24.452]  Because see, they're all about ganging up on somebody and acting powerful over them.
[00:14:24.952 --> 00:14:27.213]  I was not in junior high when I was in junior high, OK?
[00:14:28.453 --> 00:14:30.875]  So, here's a clip on MSNBC.
[00:14:30.895 --> 00:14:36.078]  You still have actual, actual... See, America that beat the Nazis, we're now the Nazis, see?
[00:14:36.338 --> 00:14:37.920]  But they're Captain America.
[00:14:38.840 --> 00:14:45.545]  Every heroin head, who hates everybody including themselves, who are totally depressed, totally upset, it's like a heroin spirit.
[00:14:46.954 --> 00:14:47.955]  And they want you to be miserable.
[00:14:47.975 --> 00:14:49.036]  They want you to be a failure.
[00:14:49.557 --> 00:14:50.858]  They want control of your kids.
[00:14:51.399 --> 00:14:58.267]  They all have a school program where the local rock bands, the local rap bands, the local trendy groups, they come and they talk to your kids.
[00:14:58.327 --> 00:14:59.068]  It's story time.
[00:15:00.389 --> 00:15:02.351]  And they come in and they tell your kids everything.
[00:15:03.453 --> 00:15:09.519]  They have tranny story times for your five-year-olds, where a big fat guy in a dress talks about sucking lollipops at your five-year-old.
[00:15:09.539 --> 00:15:11.942]  It's not perverted or pedophilic or anything.
[00:15:11.962 --> 00:15:16.967]  It's just loving liberalism with weirdo creepozoids that want to have a relationship with your kids.
[00:15:16.987 --> 00:15:18.028]  Let's go out to break with this clip.
[00:15:19.462 --> 00:15:23.085]  I think as many have pointed out, this is still a white supremacist house.
[00:15:23.145 --> 00:15:24.907]  You still have actual Nazis in the house.
[00:15:25.147 --> 00:15:29.010]  You have Jeff Sessions, who's a longtime antagonist against civil rights.
[00:15:29.270 --> 00:15:32.012]  And you have policies that back up these ideas in practice.
[00:15:32.313 --> 00:15:47.626]  And so what Bannon is probably going to do when he leaves is just support this aspect of Trump's agenda from the outside, which is actually, I think, more dangerous and more harmful than having him in the White House, where he was, as was mentioned, somewhat contained.
[00:15:49.935 --> 00:15:53.701]  Yeah, in a way that's true, though, that he will be able to get a lot done more on the outside.
[00:15:54.102 --> 00:15:57.207]  But, I mean, these are the race fairs that want to keep people in control.
[00:15:57.608 --> 00:15:59.271]  What a group of sick control freaks.
[00:16:03.010 --> 00:16:06.531]  It's Paul Joseph Watson and the t-shirt has finally arrived.
[00:16:06.991 --> 00:16:13.032]  Nothing triggers safe space snowflakes more than this slogan and my face.
[00:16:13.272 --> 00:16:16.233]  It is the new t-shirt from InfoWarsStore.com.
[00:16:16.613 --> 00:16:19.633]  Conservatism is the new counterculture.
[00:16:19.813 --> 00:16:23.254]  You've seen how much this triggers the safe space snowflakes.
[00:16:23.594 --> 00:16:25.354]  The left controls culture.
[00:16:25.374 --> 00:16:26.355]  They control arts.
[00:16:26.435 --> 00:16:27.655]  They control entertainment.
[00:16:27.955 --> 00:16:35.038]  They have the complete monopoly on culture, which is why conservatism is the new counterculture.
[00:16:35.078 --> 00:16:37.499]  We are striking back in the culture war.
[00:16:37.979 --> 00:16:41.841]  This triggers snowflakes like nothing you've ever seen in your life.
[00:16:41.881 --> 00:16:43.962]  You've seen how much they absolutely hate.
[00:16:44.582 --> 00:16:49.968]  The image of my face and that particular slogan, conservatism, is the new counterculture.
[00:16:50.208 --> 00:16:56.475]  This t-shirt is not only a conversation starter, it will trigger the holy hell out of leftists.
[00:16:56.555 --> 00:16:58.237]  It will make me incredibly happy.
[00:16:58.397 --> 00:16:59.579]  It's available right now.
[00:16:59.899 --> 00:17:02.081]  Get yours at infowarsstore.com.
[00:17:02.853 --> 00:17:11.519]  Hey, did you know that you can now preserve your own food for up to 25 years and still maintain its nutrition and flavor?
[00:17:11.579 --> 00:17:12.059]  That's right.
[00:17:12.119 --> 00:17:17.123]  Now's the time to build your own food storage with Harvest Rites freeze dryers.
[00:17:17.383 --> 00:17:23.868]  Go to infowarsstore.com to learn more and check out this innovative and smart technology that's easy to use.
[00:17:24.068 --> 00:17:31.333]  And let me tell you something, it is perfect for freeze drying fruits, vegetables, meats, dairy products, desserts, and entire meals.
[00:17:31.633 --> 00:17:31.833]  Woo!
[00:17:31.873 --> 00:17:32.793]  That's what I'm talking about.
[00:17:32.913 --> 00:17:41.516]  And when compared to traditional methods of preservation, like canning or dehydrating, you know, like what you get at the grocery store, there is no comparison.
[00:17:41.656 --> 00:17:50.878]  Harvest Right freeze dryers retain 97% of the food's taste, color, and nutritional value, and have a shelf life of up to 25 years.
[00:17:51.239 --> 00:17:54.560]  Now that's what I call the miracle of food preservation.
[00:17:54.700 --> 00:17:58.641]  Harvest Right is truly the world's best, most affordable freeze dryer.
[00:17:58.801 --> 00:17:59.661]  So what are you waiting for?
[00:17:59.861 --> 00:18:02.143]  Check it out right now at InfoWarsStore.com.
[00:18:18.356 --> 00:18:23.299]  When you take selenium in the body, it actually benefits the detoxification systems in your body.
[00:18:23.399 --> 00:18:25.921]  It helps balance the thyroid gland.
[00:18:25.981 --> 00:18:27.482]  It helps detoxify.
[00:18:27.702 --> 00:18:30.523]  Selenium is another one of those absolute must-haves.
[00:18:30.583 --> 00:18:35.326]  The highest concentration of selenium is in the thyroid gland, but it's actually used all over the body.
[00:18:35.366 --> 00:18:41.590]  As a matter of fact, there's 25 genes in the body that are directly dependent upon selenium.
[00:18:41.610 --> 00:18:46.933]  So it really is an all-around nutrient that everybody really needs.
[00:18:46.953 --> 00:18:47.714]  I'm taking it now.
[00:18:48.654 --> 00:18:49.375]  This is so key.
[00:18:49.655 --> 00:18:51.958]  BioTrue Selenium is the product.
[00:18:52.198 --> 00:18:53.940]  The best selenium that we could bring you.
[00:18:53.960 --> 00:18:56.062]  We believe it's the best out there at a very, very low price.
[00:18:56.182 --> 00:19:01.908]  Exclusively available at Infowarslife.com or by calling toll-free 888-253-3139.
[00:19:02.989 --> 00:19:04.430]  Vitamin Mineral Fusion.
[00:19:04.570 --> 00:19:06.973]  Visit Infowarslife.com to secure your chemistry.
[00:19:07.173 --> 00:19:11.357]  We have worked for years with our chemists and scientists to create the most powerful and
[00:19:11.377 --> 00:19:11.938]  And affordable.
[00:19:12.058 --> 00:19:14.440]  Great tasting multivitamin formula available.
[00:19:14.641 --> 00:19:24.972]  Vitamin Mineral Fusion Drink Mix at Infowarslife.com is loaded with a full month's supply of essential vitamins, minerals, and amino acids that your body absolutely needs.
[00:19:25.293 --> 00:19:26.314]  In the history of Infowars,
[00:19:26.374 --> 00:19:32.818]  In the last 24 hours live, we've brought out a lot of amazing products like Survival Shield X2, Super Mel Vitality, and so many others.
[00:19:33.118 --> 00:19:43.083]  With its unique delivery system and proprietary manufacturing process designed for maximized effects, this formula is the platinum standard of multivitamin mineral products.
[00:19:43.323 --> 00:19:45.284]  And this part is most important.
[00:19:45.384 --> 00:19:51.848]  The ingredients in vitamin mineral fusion are either plant-derived or of the highest quality lab standard.
[00:19:52.188 --> 00:19:53.248]  That means it's clean.
[00:19:53.609 --> 00:19:54.609]  That means it's pure.
[00:19:54.749 --> 00:19:57.570]  And rest secured, you're finding the tip of the spear in the Infowar.
[00:19:57.650 --> 00:20:00.211]  That's Infowarslife.com and Vitamin Mineral Fusion.
[00:20:00.451 --> 00:20:02.111]  Take action now before we sell out.
[00:20:06.433 --> 00:20:09.053]  You're listening to the Alex Jones Show.
[00:20:21.565 --> 00:20:32.475]  We now take you live to the Central Texas Command Center, in the heart of the resistance, rallying patriots worldwide.
[00:20:36.679 --> 00:20:39.321]  You're listening to the Alex Jones Show.
[00:20:47.208 --> 00:20:49.830]  So, I'm shirtless here broadcasting today.
[00:20:50.771 --> 00:20:56.154]  I might do the old shirtless stunt once a year to get in a couple hundred newspapers and troll the establishment.
[00:20:57.015 --> 00:21:01.398]  They think when they laugh at us and attack us, because most of them are really old.
[00:21:01.418 --> 00:21:03.880]  A lot of old folks are awake, too, and are trailblazers.
[00:21:04.260 --> 00:21:06.041]  Thank God for them, but a lot of the globalists are old.
[00:21:06.522 --> 00:21:12.025]  So they're all about wearing the perfect suit and looking all perfectly, as you stated, to get their con over.
[00:21:12.786 --> 00:21:15.228]  I like to not take myself so seriously sometimes.
[00:21:15.808 --> 00:21:19.070]  You know, go out and let a hateful leftist throw some coffee on me.
[00:21:20.330 --> 00:21:21.911]  Or have folks threaten to kill me.
[00:21:22.431 --> 00:21:27.194]  Because I'm putting myself out there to illustrate exactly what we're facing and what we're dealing with.
[00:21:27.914 --> 00:21:33.997]  Now, we need to cover news real time, as it's breaking, to then put our analysis on it.
[00:21:35.258 --> 00:21:36.679]  Not just cover what's already broken.
[00:21:37.359 --> 00:21:40.701]  And also put out original research and content and a lot of powerful guests.
[00:21:41.141 --> 00:21:42.402]  And to tweet and Facebook
[00:21:44.173 --> 00:21:46.214]  Inside the enemy media, live time.
[00:21:46.294 --> 00:21:53.877]  And that's why we've launched 8 to 11 every day starting tomorrow morning on the 21st day of August 2017.
[00:21:54.358 --> 00:21:56.018]  David Knight's new Real News.
[00:21:56.538 --> 00:21:57.839]  He'll have a round table of guests.
[00:21:57.879 --> 00:21:58.880]  He'll play a lot of clips.
[00:21:59.560 --> 00:22:00.300]  You'll be able to call in.
[00:22:00.360 --> 00:22:02.321]  We're going to take calls every day.
[00:22:03.261 --> 00:22:04.502]  At least for two or three segments.
[00:22:04.522 --> 00:22:10.965]  So everybody can look for that coming up and starting
[00:22:12.228 --> 00:22:12.628]  I don't
[00:22:28.982 --> 00:22:38.890]  We have our great reporters like Millian Gavin out there covering what happened in Charlottesville, Virginia, and just so much more as we expand in the face of the globalists.
[00:22:38.910 --> 00:22:42.093]  But here's a little promo piece that Darren McBreen just threw together today.
[00:22:43.014 --> 00:22:45.036]  Great job so quick, he put it together in just a couple hours.
[00:22:45.836 --> 00:22:51.241]  Here it is, promoting the new transmission with David Knight that kicks off tomorrow.
[00:22:51.261 --> 00:22:53.303]  But the big thing is, you being part
[00:22:53.823 --> 00:23:00.026]  I've taken the live links tomorrow at InfoWars.com forward slash show, and then we'll have a podcast for you tomorrow of it.
[00:23:00.426 --> 00:23:13.271]  That's always important with a show to have a podcast, and then you'll be able to promote that, and you'll be able to take the, you know, select video clips we're going to post, but also the whole show to its own YouTube channel, and everything's with its own system out there.
[00:23:13.491 --> 00:23:17.713]  Each show will be its own continuum, and then they will use the broadcast to promote each other.
[00:23:18.413 --> 00:23:20.134]  It's not about the broadcast the day after it airs.
[00:23:20.154 --> 00:23:21.715]  It's about when it's live.
[00:23:22.155 --> 00:23:29.339]  And things are happening so you can call in and see what's going on, so you can send us clips, so we can analyze things as they unfold in real time.
[00:23:29.359 --> 00:23:33.581]  And I want to get, by this time next year, 18 hours of live broadcast a day.
[00:23:33.601 --> 00:23:34.942]  I'm going to leave coast-to-coast.
[00:23:34.962 --> 00:23:35.943]  We're not in competition with them.
[00:23:35.963 --> 00:23:38.144]  They're great folks, but they dominate that slot.
[00:23:38.444 --> 00:23:39.765]  Coast-to-coast AM, midnight.
[00:23:40.545 --> 00:23:41.326]  To you like 6 a.m.
[00:23:41.346 --> 00:23:47.432]  We're gonna leave leave that with some of our best of retransmissions of the day But from 6 a.m.
[00:23:47.592 --> 00:23:59.984]  Until midnight central ladies and gentlemen We are we are going to be getting that out there 18 hours a day So here it is ladies and gentlemen.
[00:24:00.004 --> 00:24:00.825]  He's not shirtless.
[00:24:01.325 --> 00:24:03.688]  He's got a lot of great points to make it's David Knight
[00:24:11.460 --> 00:24:17.904]  Now you know you're winning the information war when the other side has no response but to resort to censorship.
[00:24:22.227 --> 00:24:22.907]  Drain the swamp?
[00:24:22.927 --> 00:24:28.671]  We're gonna have to drain the privilege out of Washington first because that's what the swamp feeds on, their privilege.
[00:24:29.512 --> 00:24:33.774]  They can't stand for people to exercise their first and second amendments together.
[00:24:34.235 --> 00:24:34.855]  You found it.
[00:24:35.195 --> 00:24:36.696]  It's the real news.
[00:24:36.957 --> 00:24:38.878]  That's what you have to look forward to.
[00:24:40.911 --> 00:24:43.833]  He's not sorry when snowflakes can't handle the truth.
[00:24:44.374 --> 00:24:46.275]  It's your host, David Knight.
[00:24:46.335 --> 00:24:48.757]  Watch the real news with David Knight.
[00:24:48.997 --> 00:24:50.458]  Weekday mornings, 8 a.m.
[00:24:50.498 --> 00:24:54.401]  till 11 central at infowars.com forward slash show.
[00:24:57.242 --> 00:24:57.522]  I think?
