[00:00:05.826 --> 00:00:06.787]  You want answers?
[00:04:44.014 --> 00:04:45.616]  He is our White House correspondent.
[00:04:45.877 --> 00:04:47.038]  He has his credentials.
[00:04:47.439 --> 00:04:49.381]  Sorry, Colbert, it really happened.
[00:04:49.421 --> 00:04:50.763]  I know you're very upset about that.
[00:04:50.843 --> 00:04:51.224]  Stay with us.
[00:04:51.244 --> 00:04:51.785]  We'll be right back.
[00:04:56.912 --> 00:05:01.475]  We have private labeled it, and it is the exact same product, just the name is different.
[00:05:01.655 --> 00:05:02.536]  Emmerich's Essentials.
[00:05:02.876 --> 00:05:04.797]  It's on average 20% off.
[00:05:05.057 --> 00:05:10.261]  On top of that, if you sign up for AutoShip, you get an additional 25% off.
[00:05:10.641 --> 00:05:19.987]  Emmerich's Essentials is all about personal care, hygiene, not getting skin cancer, not getting bit by a bunch of bugs and mosquitoes.
[00:05:20.488 --> 00:05:21.448]  It's all there.
[00:05:21.749 --> 00:05:26.372]  Infowarsandlife.com, Infowarsstore.com, and you'll find Emmerich's Essentials.
[00:05:27.232 --> 00:05:33.076]  After four years of research, the next big game-changer has arrived.
[00:05:33.836 --> 00:05:37.238]  Z-Shield, toxic metal and chemical defense support.
[00:05:37.878 --> 00:05:39.199]  It's made in the USA.
[00:05:39.719 --> 00:05:48.044]  It's filled with known compounds from nature that are absolutely associated with detoxifying the body, and it supports the Infowar.
[00:05:48.465 --> 00:05:50.366]  It is a classical 360 win.
[00:05:50.666 --> 00:05:51.646]  We're changing the world.
[00:05:52.107 --> 00:05:55.789]  Now it's time to change our bodies with Z-Shield at Infowarslife.com.
[00:05:57.142 --> 00:05:58.862]  Electrify your day with Secret 12.
[00:05:59.442 --> 00:06:00.783]  It's like lightning in a bottle.
[00:06:01.023 --> 00:06:04.543]  We all have days in which we just can't seem to perform at the level we'd like to.
[00:06:04.903 --> 00:06:12.645]  InfoWars Live Secret 12 is designed to naturally energize your body and mind with two great tasting and super high quality forms of vitamin B12.
[00:06:12.865 --> 00:06:17.666]  Proper vitamin and nutrient intake is essential to keep your body functioning at optimum levels.
[00:06:17.826 --> 00:06:23.287]  The reality is it's hard to take in the proper amount of vitamins we need each day with our modern diets.
[00:06:23.627 --> 00:06:31.174]  Zika 12 by Infowars Life is an easy way to naturally upgrade your vitamin B12 intake and support your body's natural systems.
[00:06:31.414 --> 00:06:35.878]  It pairs two forms of vitamin B12 into one explosive formula.
[00:06:36.138 --> 00:06:44.946]  Vitamin B12 supports healthy energy levels through red blood cell formation and aiding in the body's natural processes, but it also assists with many other functions of the body.
[00:06:45.146 --> 00:06:48.429]  Electrify your mind and body and take your health to the next level.
[00:06:48.709 --> 00:06:52.393]  Experience the power of Secret 12 at InfoWarsLife.com.
[00:06:52.613 --> 00:06:54.575]  That's InfoWarsLife.com.
[00:06:56.644 --> 00:07:03.748]  I am very proud to announce the introduction of the highest quality InfoWars Biome Defense Probiotic.
[00:07:04.109 --> 00:07:17.337]  We wanted to come out with the largest spectrum of high quality known probiotics that have been proven to improve overall digestion and health and detoxification in the body.
[00:07:18.257 --> 00:07:29.501]  Biome Defense is an exclusive blend of 50 billion live and active cultures from over 23 different probiotic strains that are known to support digestion and intestinal function.
[00:07:30.162 --> 00:07:36.124]  Our researchers are confident that we have been able to develop what will be the leading probiotic on the market.
[00:07:36.884 --> 00:07:45.272]  Secure your biome defense in ultra strength or regular strength at InfoWarsLife.com today and get started supporting your digestive system naturally.
[00:07:45.892 --> 00:07:54.060]  We've been testing this formula for years, but this is the limited first run to the public, so please take advantage of it today, support your own health, and support the InfoWar.
[00:08:04.268 --> 00:08:12.790]  With InfoWars being under unprecedented attack,
[00:08:34.557 --> 00:08:38.238]  Keep your hand on your gun
[00:09:05.720 --> 00:09:07.241]  Don't you trust anyone?
[00:09:07.301 --> 00:09:13.006]  Keep your hand on your gun.
[00:09:15.247 --> 00:09:17.209]  Don't you trust anyone?
[00:09:18.130 --> 00:09:21.332]  And they're trying to choke him for us.
[00:09:21.812 --> 00:09:22.793]  And Stone Cold Truth.
[00:09:23.073 --> 00:09:23.814]  And Breitbart.
[00:09:23.974 --> 00:09:24.835]  And Duff.
[00:09:24.955 --> 00:09:26.716]  And the time for action is now.
[00:09:27.517 --> 00:09:31.680]  We can't let them continue to winnow our numbers down.
[00:09:32.561 --> 00:09:35.483]  And to continue to block our access to our viewers.
[00:09:36.789 --> 00:09:41.072]  The David Brock-inspired ban on Roger Stone has been broken.
[00:09:41.213 --> 00:09:43.034]  It's simple.
[00:09:43.234 --> 00:09:46.076]  You get to a certain point where you're so hot, they have to have you.
[00:09:46.417 --> 00:09:47.237]  It's about ratings.
[00:09:48.478 --> 00:09:50.760]  I'm sure there were many people gnashing their teeth.
[00:09:51.301 --> 00:09:53.983]  I'm not in any rush to go back and do them again.
[00:09:54.023 --> 00:09:54.643]  You know why?
[00:09:54.864 --> 00:09:57.846]  Because I'm reaching so many more people at InfoWars.
[00:09:58.066 --> 00:10:00.228]  Keep your hand on your gun.
[00:10:00.268 --> 00:10:05.072]  Roger Stone has been so busy in New York City, he hasn't even slept.
[00:10:07.026 --> 00:10:08.107]  And he flew down here today.
[00:10:08.167 --> 00:10:09.028]  He's in Austin, Texas.
[00:10:09.088 --> 00:10:11.571]  He'll be with us for a couple days in studio.
[00:10:12.272 --> 00:10:13.173]  Don't you trust him?
[00:10:13.193 --> 00:10:14.174]  Oh, perfect timing, man.
[00:10:14.194 --> 00:10:15.315]  We got one minute right.
[00:10:15.335 --> 00:10:16.116]  Good to see you, Slick.
[00:10:16.196 --> 00:10:17.098]  I don't think to be here.
[00:10:17.238 --> 00:10:19.620]  Hey, man, I tell you, I watched documentary last night.
[00:10:19.640 --> 00:10:19.921]  Pretty good.
[00:10:19.941 --> 00:10:20.942]  Yeah, it really was.
[00:10:20.962 --> 00:10:21.563]  But come on.
[00:10:21.663 --> 00:10:22.344]  You're a lot cooler.
[00:10:22.364 --> 00:10:24.246]  It's like the Patriot defeating evil.
[00:10:24.887 --> 00:10:25.167]  You're not
[00:10:25.287 --> 00:10:26.028]  Keep your hand on your gun!
[00:10:55.307 --> 00:10:58.028]  America?
[00:10:58.068 --> 00:11:01.990]  Folks, we're getting censored more and more in blocks, so it's up to you if you want to defeat these people.
[00:11:02.050 --> 00:11:02.610]  And I love you to death.
[00:11:02.630 --> 00:11:03.090]  I'm not bitching.
[00:11:03.110 --> 00:11:04.551]  I'm saying, hey, we're in a war here.
[00:11:04.571 --> 00:11:05.731]  Spreadinfoworks.com.
[00:11:05.751 --> 00:11:10.413]  Spread this link as soon as it's not live on Facebook and Twitter and YouTube.
[00:11:10.473 --> 00:11:11.334]  It's up to you.
[00:11:11.634 --> 00:11:13.815]  You can roll over to the censorship, or we can win.
[00:11:13.835 --> 00:11:14.615]  We're starting to win.
[00:11:14.815 --> 00:11:23.719]  That's why the Jeff Bezoses and the guy that calls you all dumb after Zuckerberg are so pissed, because there's still men that still have something between their legs.
[00:11:24.119 --> 00:11:30.241]  If you have a Twitter feed, if you have a Facebook feed, if you're on Instagram, if you're on Snapchat, you're an army of one.
[00:11:30.821 --> 00:11:32.202]  Take the best stories off of it.
[00:11:32.242 --> 00:11:36.923]  Realize the most powerful forces of globalism are scared.
[00:11:37.283 --> 00:11:39.044]  They're spending billions to defeat you.
[00:11:39.064 --> 00:11:40.964]  We already beat them once in the election.
[00:11:40.984 --> 00:11:42.065]  We're in a total battle.
[00:11:42.085 --> 00:11:44.165]  They're doing everything they can to defeat our president.
[00:11:44.245 --> 00:11:46.686]  We're going to win if you take action.
[00:11:47.306 --> 00:11:53.029]  Yeah, people repost my videos, and I've had people say, sir, why do you let people repost your videos?
[00:11:53.349 --> 00:11:56.171]  And they monetize their videos on YouTube, and I go, good!
[00:11:58.832 --> 00:12:03.214]  The ultimate political battle for the future of civilization, we're here witnessing.
[00:12:03.274 --> 00:12:09.938]  They have billions, the Googles, the Facebooks, the Yahoo's, they have billions to fight us, and we have you.
[00:12:09.978 --> 00:12:11.358]  This is the real war, gentlemen.
[00:12:11.558 --> 00:12:14.560]  And their resources, Google's resources are unlimited.
[00:12:15.320 --> 00:12:15.741]  Unlimited.
[00:12:15.761 --> 00:12:17.222]  But they don't have the people.
[00:12:17.382 --> 00:12:19.825]  If the people are with us, no one can stand against them.
[00:12:19.865 --> 00:12:23.188]  And the people will be with us as long as we can communicate with them.
[00:12:23.468 --> 00:12:24.329]  That's the whole key.
[00:12:24.489 --> 00:12:25.850]  You want to win on immigration?
[00:12:26.070 --> 00:12:27.272]  You want to win on trade?
[00:12:27.312 --> 00:12:28.713]  You want to win on the economy?
[00:12:28.993 --> 00:12:30.114]  Then you can't be censored.
[00:12:30.174 --> 00:12:31.135]  And finally, we're here!
[00:12:31.395 --> 00:12:31.976]  We're fighting!
[00:12:32.176 --> 00:12:32.877]  We're delivering!
[00:12:32.917 --> 00:12:33.437]  We're doing it!
[00:12:33.738 --> 00:12:35.179]  They are destroying me right now!
[00:12:35.419 --> 00:12:35.979]  I feel great.
[00:12:35.999 --> 00:12:36.379]  I don't care.
[00:12:36.419 --> 00:12:38.340]  I'm going all the way to the end, whatever the cost may be.
[00:12:38.380 --> 00:12:39.481]  But let's be very clear.
[00:12:39.561 --> 00:12:43.682]  While they have been destroying the country, they themselves have become very, very rich.
[00:12:43.722 --> 00:12:44.102]  They're parasites.
[00:12:44.122 --> 00:12:45.743]  They think that that's what we're doing.
[00:12:45.823 --> 00:12:47.043]  We're not in this for the money.
[00:12:47.384 --> 00:12:48.584]  We're in this for the country.
[00:12:48.624 --> 00:12:48.864]  Oh, I know.
[00:12:48.884 --> 00:12:49.644]  Well, I'll say this.
[00:12:49.744 --> 00:12:53.586]  I hope we take the country back and everybody's incredibly wealthy and we've all got spaceships.
[00:12:56.052 --> 00:13:07.162]  The attack on Infowars is for cucks, cowards, and fools to see us getting attacked by MSM and think, oh my god, if I'm for freedom, if I'm for America, if I'm for Second Amendment, if I'm for private property, I'll get attacked.
[00:13:08.223 --> 00:13:09.764]  The attack only makes me bigger.
[00:13:10.065 --> 00:13:14.729]  They're doing it to make you feel like you'll be a loser if you join us in victory.
[00:13:15.229 --> 00:13:16.530]  So it's a sigh off on you.
[00:13:16.630 --> 00:13:17.391]  Do you understand?
[00:13:17.731 --> 00:13:19.693]  Ignore them.
[00:13:19.793 --> 00:13:27.379]  And retweet the posts from Infowars and Stone Cold Truth and Breitbart and Daily Caller because the truth will set us free.
[00:13:27.480 --> 00:13:28.701]  There is a cultural war.
[00:13:28.741 --> 00:13:30.262]  They want to bully you into submission.
[00:13:30.302 --> 00:13:35.386]  The cucks are lined up thinking they'll get some type of power if they just serve the system that doesn't give a damn about them.
[00:13:35.666 --> 00:13:38.549]  We're building a better world, an open free market of real choice.
[00:13:38.949 --> 00:13:40.030]  History shows it's a fact.
[00:13:40.070 --> 00:13:42.332]  Go to North Korea or Venezuela if you don't like it.
[00:13:42.372 --> 00:13:43.113]  If you want freedom,
[00:13:43.573 --> 00:13:51.941]  If you want Americana, if you want what's really happening, thank God the spirit of America, like a phoenix, rose to the American people through somebody like Donald Trump and Roger Steller.
[00:13:51.961 --> 00:13:57.967]  You've got the entire deep state that's hijacked America, panicking that the American people actually elected somebody who's trying to be president.
[00:13:58.187 --> 00:13:58.968]  And that's the thing about Trump.
[00:13:59.088 --> 00:14:04.934]  I can't believe he's gotten this much done, but the good news is I've heard it from my sources, I've heard it from you, I've heard it from Cernovich and all our sources.
[00:14:04.954 --> 00:14:07.056]  The word is Trump is looking at taking his gloves off.
[00:14:07.196 --> 00:14:09.837]  They have made the mistake of hitting him too hard.
[00:14:09.937 --> 00:14:13.218]  He started his presidency in a conciliatory way.
[00:14:13.258 --> 00:14:16.538]  This is a guy who, while he was president-elect, he met with Al Sharpton.
[00:14:16.598 --> 00:14:17.679]  He met with Al Gore.
[00:14:17.699 --> 00:14:18.659]  He's a counterpuncher.
[00:14:18.679 --> 00:14:19.319]  He reached out.
[00:14:19.759 --> 00:14:23.960]  And what did he get when he put out the olive branch to Hillary and said, oh, maybe we shouldn't prosecute her?
[00:14:24.400 --> 00:14:24.921]  Nothing.
[00:14:24.981 --> 00:14:26.581]  They went after him hammer and tong.
[00:14:26.901 --> 00:14:29.242]  So now he understands the gloves will be off.
[00:14:29.342 --> 00:14:30.502]  This is a fight to the finish.
[00:14:30.562 --> 00:14:31.222]  I can tell you this.
[00:14:31.722 --> 00:14:33.983]  Don't ever push Donald Trump into a corner.
[00:14:34.864 --> 00:14:39.869]  You put Donald Trump into a corner and you are gonna get a snarling tiger.
[00:14:40.250 --> 00:14:42.192]  This guy is a fighter.
[00:14:42.252 --> 00:14:46.397]  Isn't this the archetypal underdog, the lion against a thousand hyenas and wolves?
[00:14:46.497 --> 00:14:48.639]  I mean, this is so epic what we're watching.
[00:14:49.420 --> 00:14:51.601]  I don't want to give my heart to Trump.
[00:14:51.661 --> 00:14:52.402]  It's America.
[00:14:52.442 --> 00:14:53.282]  It's the striving.
[00:14:53.322 --> 00:14:54.643]  It's our enemies attacking him.
[00:14:54.883 --> 00:14:56.064]  You know a man by his enemies.
[00:14:56.444 --> 00:14:59.326]  The fact is he really is doing things that are so epic.
[00:14:59.366 --> 00:15:00.747]  He wasn't supposed to be elected.
[00:15:01.087 --> 00:15:02.788]  The old media was stacked against him.
[00:15:02.968 --> 00:15:04.529]  The new media was stacked against him.
[00:15:04.549 --> 00:15:06.090]  He was massively outspent.
[00:15:06.511 --> 00:15:09.893]  But the American people rallied to save this country.
[00:15:09.953 --> 00:15:14.496]  He is our last, best hope for the survival of the United States and the U.S.
[00:15:14.576 --> 00:15:14.876]  Constitution.
[00:15:15.496 --> 00:15:17.937]  It's about this lion, surrounded by hyenas.
[00:15:18.317 --> 00:15:20.138]  To a lesser level, we're experiencing that.
[00:15:20.438 --> 00:15:24.019]  And it's this kinship, knowing the policy, knowing he's doing good.
[00:15:24.299 --> 00:15:26.600]  And to see all these slaves of globalism, all these thugs.
[00:15:27.020 --> 00:15:29.380]  Most people support us, but a large minority doesn't.
[00:15:29.861 --> 00:15:30.981]  And it's very unreal.
[00:15:32.057 --> 00:15:35.222]  Because they are treasonous vipers who are looking for the most opportune moment to strike!
[00:15:48.601 --> 00:15:50.882]  And our awake audience goes, Alex, why don't you talk to the cucks?
[00:15:51.062 --> 00:15:52.023]  Why don't you talk to the zombies?
[00:15:52.043 --> 00:15:54.144]  Why don't you talk to the guys in their mom's basements?
[00:15:54.484 --> 00:15:55.825]  Because they're the prodigal sons.
[00:15:56.745 --> 00:15:57.385]  Read that parable.
[00:15:57.545 --> 00:16:00.627]  I care about them as much as I care about you.
[00:16:00.947 --> 00:16:01.727]  You're already awake.
[00:16:01.787 --> 00:16:02.768]  We love you even more.
[00:16:02.988 --> 00:16:03.488]  I'm with you.
[00:16:03.528 --> 00:16:04.008]  We're brothers.
[00:16:04.529 --> 00:16:05.069]  We're sisters.
[00:16:05.849 --> 00:16:11.093]  But it is the little pathetic cuts that are the victims we've got to reach out to and show they've been lied to.
[00:16:11.133 --> 00:16:12.233]  I want them to be alive and awake.
[00:16:12.513 --> 00:16:14.295]  This is such an epic battle, Roger.
[00:16:14.515 --> 00:16:16.236]  How can they not see what's happening?
[00:16:16.296 --> 00:16:21.119]  Many Americans, many citizens of the world are poisoned by the mainstream media.
[00:16:21.639 --> 00:16:23.941]  I just don't get how some of the population isn't behind Trump.
[00:16:24.321 --> 00:16:33.729]  With the entire Republican leadership, the Democratic leadership, the globalists, the foreign governments, the Pope, the Communist Chinese, the EU are all against him.
[00:16:33.769 --> 00:16:35.730]  Meanwhile, he's trying to turn the economy back on.
[00:16:36.011 --> 00:16:37.772]  Meanwhile, he's delivering sovereignty.
[00:16:37.812 --> 00:16:39.273]  Meanwhile, he killed TPP.
[00:16:39.513 --> 00:16:41.475]  Meanwhile, he's killing the IRS, persecuting Christians.
[00:16:41.495 --> 00:16:43.336]  He's a solid conservative on the U.S.
[00:16:43.356 --> 00:16:47.400]  Supreme Court, the first president to appoint a justice in the first hundred days since 1988.
[00:16:47.440 --> 00:16:48.701]  So he's keeping
[00:16:50.342 --> 00:16:56.546]  He's keeping faith with the American people on what he said he would do, despite the best efforts of the Washington establishment to undo it.
[00:16:56.586 --> 00:17:00.208]  This shows the best laid plans of mice and men ought to go astray.
[00:17:00.588 --> 00:17:12.156]  The elite believes they're invincible, and here comes this reality TV, real estate, golf course mogul destroying them, and then throwing huge mountains of prosperity on even the elite.
[00:17:13.189 --> 00:17:15.972]  Not just the public, and they absolutely hate him for it.
[00:17:16.673 --> 00:17:26.924]  And so it's just very paradoxical to watch him with very good policies, very well thought out programs, getting more done than any president in my lifetime in the first hundred days, and they say, a failure!
[00:17:26.964 --> 00:17:30.427]  Just, just, you look at the Washington Post, New York Times, Washington Post is the worst.
[00:17:30.828 --> 00:17:32.530]  It is a fountain of vomit.
[00:17:34.531 --> 00:17:37.273]  A few cars drive by and go, F you Alex Jones, F you Roger Stone.
[00:17:37.313 --> 00:17:38.454]  We're showing we're having an effect.
[00:17:38.514 --> 00:17:40.575]  People in cars driving by in the dark know who we are.
[00:17:40.615 --> 00:17:41.275]  I mean, good God.
[00:17:41.736 --> 00:17:43.077]  So, we revel in it.
[00:17:43.297 --> 00:17:43.557]  Go ahead.
[00:17:43.617 --> 00:17:44.217]  We revel in it.
[00:17:44.497 --> 00:17:47.219]  So, then we're walking over and I hear my voice.
[00:17:47.239 --> 00:17:51.502]  There's a guy on the phone listening to the show while he's waiting for his ride share.
[00:17:51.522 --> 00:17:53.984]  And we talked to him, took photos with him.
[00:17:54.044 --> 00:17:56.485]  Then we go over and the two valets come over with our cars.
[00:17:56.505 --> 00:17:58.667]  You weren't staying there, were you?
[00:17:59.087 --> 00:18:00.008]  And their listeners
[00:18:01.252 --> 00:18:04.716]  I'm driving home, I turn the talk radio on, they're talking about Roger Bone's show that day.
[00:18:04.996 --> 00:18:07.078]  I get home, The Statesman's written an article.
[00:18:07.118 --> 00:18:09.881]  The point is, is that we're changing history.
[00:18:09.901 --> 00:18:15.146]  They come out every day saying our president's a traitor because globalists have hijacked this country and been running it underground.
[00:18:15.406 --> 00:18:20.151]  And all the multinational interests that piss on this nation want to sit here and attack people to stand up for it.
[00:18:20.231 --> 00:18:23.634]  And they're returning power to Washington and to the states and the people.
[00:18:23.654 --> 00:18:24.235]  That's happening in
[00:18:24.395 --> 00:18:25.676]  And the elites are panicking.
[00:18:25.696 --> 00:18:30.138]  The TPP, where multinationals would run all of our major business and control our country, it's gone.
[00:18:30.598 --> 00:18:32.839]  He did that day three in the White House.
[00:18:32.879 --> 00:18:36.000]  Three plus trillion dollars in the stock market.
[00:18:36.321 --> 00:18:39.542]  Three hundred billion dollars already in new jobs.
[00:18:40.182 --> 00:18:41.783]  Half a million new jobs on top of that.
[00:18:42.103 --> 00:18:43.244]  And they can't stand it.
[00:18:43.304 --> 00:18:52.008]  You have the president surrounded by enemies in Congress, by both parties, and by people leaking everything he's supposedly doing to sabotage restoring this republic.
[00:18:52.808 --> 00:18:56.269]  You've got cowards, literally telling us that his grandfather fought the Nazis.
[00:18:56.329 --> 00:18:59.170]  He has this little script thinking we're the Nazi party here.
[00:18:59.550 --> 00:19:00.650]  Oh no no, now we're the Germans.
[00:19:00.670 --> 00:19:01.151]  See how this works?
[00:19:01.431 --> 00:19:02.791]  This is America, dumbass.
[00:19:03.051 --> 00:19:04.492]  We're doing real good.
[00:19:04.552 --> 00:19:05.292]  We're kicking ass.
[00:19:05.512 --> 00:19:08.193]  My audience has doubled since I met this guy.
[00:19:08.213 --> 00:19:09.313]  And it was already gigantic.
[00:19:09.613 --> 00:19:10.673]  We're the winners, dumbass.
[00:19:10.693 --> 00:19:13.874]  The usual understatement by Alex Jones.
[00:19:14.114 --> 00:19:19.416]  This is a major media thrust, an attack on the President to further destabilize him.
[00:19:19.716 --> 00:19:25.381]  The president is burned up over the false narrative that the Russians helped him win the election.
[00:19:25.441 --> 00:19:30.025]  This makes him angry, and Alex, it should, because it's a lie.
[00:19:30.205 --> 00:19:31.426]  It's a distortion.
[00:19:31.607 --> 00:19:33.869]  It's a fantasy of the left.
[00:19:34.629 --> 00:19:37.011]  That's the biggest load of horse manure on the planet.
[00:19:37.452 --> 00:19:39.253]  I mean, it is complete abject bull.
[00:19:39.454 --> 00:19:41.796]  Well, and this hearing with the...
[00:19:42.196 --> 00:19:43.137]  They never let us testify, do they?
[00:19:43.157 --> 00:19:47.580]  No, isn't that amazing that they don't, they keep saying we want it, we want these guys to testify.
[00:19:47.620 --> 00:19:51.343]  In fact, Chairman Burr said he'll subpoena anybody who refuses.
[00:19:51.624 --> 00:19:52.484]  Why don't we go to DC?
[00:19:52.504 --> 00:19:55.907]  Alright, that report's going to be up on Alex Jones' channel, you'll be able to see it shortly.
[00:19:58.850 --> 00:20:05.155]  So Matt, get back into the parallel or the allegory or the example of the tectonic plates of societal
[00:20:07.339 --> 00:20:13.140]  Systems and incompatible cultural systems and religious systems colliding.
[00:20:14.040 --> 00:20:14.540]  Matt Bracken.
[00:20:14.941 --> 00:20:17.901]  I've thought of a new kind of analogy for where we are right now.
[00:20:19.241 --> 00:20:21.902]  Last year, I was talking about like tsunami wave warnings.
[00:20:22.742 --> 00:20:29.503]  And right now, I think what we're seeing is a huge social tectonic plate about to rupture.
